Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
Jessy Moulin,FRA,GK,Troyes,Ligue 1,35,1986,7,7,630,7.0,8,1.14,21,15,71.4,1,3,3,1,14.3,2,2,0,0,0.0
Florian Müller,GER,GK,Stuttgart,Bundesliga,23,1997,30,30,2700,30.0,52,1.73,132,83,63.6,7,10,13,4,13.3,4,4,0,0,0.0
Juan Musso,ARG,GK,Atalanta,Serie A,27,1994,33,33,2932,32.6,42,1.29,116,79,66.4,16,8,9,8,24.2,4,3,0,1,0.0
Paul Nardi,FRA,GK,Lorient,Ligue 1,27,1994,22,22,1980,22.0,38,1.73,88,56,61.4,3,8,11,4,18.2,5,4,0,1,0.0
Keylor Navas,CRC,GK,Paris S-G,Ligue 1,34,1986,21,21,1856,20.6,18,0.87,76,60,78.9,13,6,2,8,38.1,2,2,0,0,0.0
Neto,BRA,GK,Barcelona,La Liga,32,1989,3,3,270,3.0,4,1.33,14,10,71.4,2,1,0,0,0.0,0,0,0,0,
Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,35,1986,28,28,2510,27.9,26,0.93,89,64,71.9,22,4,2,10,35.7,1,1,0,0,0.0
Alexander Nübel,GER,GK,Monaco,Ligue 1,24,1996,38,38,3420,38.0,40,1.05,135,106,76.3,20,9,9,11,28.9,9,8,0,1,0.0
Jan Oblak,SVN,GK,Atlético Madrid,La Liga,28,1993,38,38,3420,38.0,43,1.13,96,62,62.5,21,8,9,12,31.6,8,7,1,0,12.5
Oier Olazábal,ESP,GK,Espanyol,La Liga,31,1989,2,1,135,1.5,1,0.67,7,7,100.0,0,0,1,1,100.0,1,1,0,0,0.0
Robin Olsen,SWE,GK,Aston Villa,Premier League,31,1990,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,
Jonas Omlin,SUI,GK,Montpellier,Ligue 1,27,1994,29,29,2587,28.7,41,1.43,153,115,75.2,10,4,15,8,27.6,4,3,1,0,25.0
Stefan Ortega,GER,GK,Arminia,Bundesliga,28,1992,33,33,2970,33.0,53,1.61,172,124,73.3,4,13,16,6,18.2,7,7,0,0,0.0
David Ospina,COL,GK,Napoli,Serie A,32,1988,31,31,2790,31.0,25,0.81,104,81,76.9,19,6,6,13,41.9,1,1,0,0,0.0
Alexandre Oukidja,ALG,GK,Metz,Ligue 1,33,1988,21,21,1875,20.8,39,1.87,88,53,59.1,2,8,11,3,14.3,3,3,0,0,0.0
Jesús Owono,EQG,GK,Alavés,La Liga,20,2001,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,
Fernando Pacheco,ESP,GK,Alavés,La Liga,29,1992,34,34,3053,33.9,60,1.77,139,83,60.4,8,5,21,6,17.6,8,5,3,0,37.5
Daniele Padelli,ITA,GK,Udinese,Serie A,35,1985,3,3,270,3.0,8,2.67,23,13,65.2,1,0,2,1,33.3,0,0,0,0,
Ivor Pandur,CRO,GK,Hellas Verona,Serie A,21,2000,3,3,270,3.0,6,2.00,14,9,64.3,1,0,2,0,0.0,1,1,0,0,0.0
Rui Patrício,POR,GK,Roma,Serie A,33,1988,38,38,3420,38.0,43,1.13,141,103,73.0,18,9,11,15,39.5,6,5,1,0,16.7
Gianluca Pegolo,ITA,GK,Sassuolo,Serie A,40,1981,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,
Philipp Pentke,GER,GK,Hoffenheim,Bundesliga,36,1985,1,1,90,1.0,3,3.00,7,4,57.1,1,0,0,0,0.0,0,0,0,0,
Juan Pérez,ESP,GK,Osasuna,La Liga,25,1996,2,2,180,2.0,3,1.50,4,2,25.0,0,1,1,0,0.0,0,0,0,0,
Mattia Perin,ITA,GK,Juventus,Serie A,28,1992,5,5,405,4.5,7,1.56,16,10,56.3,2,1,2,1,20.0,0,0,0,0,
Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,33,1987,6,6,540,6.0,14,2.33,36,23,63.9,1,0,5,1,16.7,1,1,0,0,0.0
Danijel Petković,MNE,GK,Angers,Ligue 1,28,1993,15,15,1350,15.0,22,1.47,62,44,67.7,3,3,9,2,13.3,3,2,1,0,33.3
Jordan Pickford,ENG,GK,Everton,Premier League,27,1994,35,35,3150,35.0,58,1.66,167,114,65.9,10,6,19,7,20.0,1,1,0,0,0.0
Carlo Pinsoglio,ITA,GK,Juventus,Serie A,31,1990,1,0,45,0.5,1,2.00,1,1,100.0,0,0,0,0,,1,1,0,0,0.0
Julian Pollersbeck,GER,GK,Lyon,Ligue 1,26,1994,6,4,436,4.8,6,1.24,21,19,90.5,3,0,1,1,25.0,4,4,0,0,0.0
Nick Pope,ENG,GK,Burnley,Premier League,29,1992,36,36,3240,36.0,47,1.31,159,116,73.6,7,14,15,9,25.0,5,5,0,0,0.0
Gaëtan Poussin,FRA,GK,Bordeaux,Ligue 1,22,1999,13,13,1170,13.0,29,2.23,56,31,51.8,3,5,5,2,15.4,4,2,2,0,50.0
Alejandro Primo,ESP,GK,Levante,La Liga,17,2004,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,
Ivan Provedel,ITA,GK,Spezia,Serie A,27,1994,31,31,2761,30.7,52,1.70,155,112,72.3,9,5,17,7,22.6,12,9,1,2,10.0
Ionuț Radu,ROU,GK,Inter,Serie A,24,1997,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,
Boris Radunović,SRB,GK,Cagliari,Serie A,25,1996,3,3,270,3.0,5,1.67,15,11,73.3,0,2,1,1,33.3,2,1,1,0,50.0
Predrag Rajković,SRB,GK,Reims,Ligue 1,25,1995,38,38,3420,38.0,44,1.16,152,114,74.3,11,13,14,11,28.9,7,5,1,1,16.7
Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,19,2001,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,
Aaron Ramsdale,ENG,GK,Arsenal,Premier League,23,1998,34,34,3060,34.0,39,1.15,122,84,72.1,21,3,10,12,35.3,6,5,0,1,0.0
Nicola Ravaglia,ITA,GK,Sampdoria,Serie A,32,1988,1,0,5,0.1,1,18.00,0,0,,0,0,0,0,,1,1,0,0,0.0
David Raya,ESP,GK,Brentford,Premier League,25,1995,24,24,2160,24.0,27,1.13,99,75,76.8,10,5,9,8,33.3,4,4,0,0,0.0
Manolo Reina,ESP,GK,Mallorca,La Liga,36,1985,21,21,1890,21.0,26,1.24,72,47,66.7,6,9,6,8,38.1,3,2,1,0,33.3
Pepe Reina,ESP,GK,Lazio,Serie A,38,1982,15,15,1350,15.0,29,1.93,56,30,55.4,6,4,5,2,13.3,5,4,0,1,0.0
Álex Remiro,ESP,GK,Real Sociedad,La Liga,26,1995,35,35,3150,35.0,32,0.91,107,77,73.8,15,11,9,19,54.3,5,4,1,0,20.0
Sergio Rico,ESP,GK,Paris S-G,Ligue 1,27,1993,1,0,23,0.3,1,3.91,3,2,66.7,0,0,0,0,,0,0,0,0,
Sergio Rico,ESP,GK,Mallorca,La Liga,27,1993,14,14,1260,14.0,29,2.07,52,28,50.0,4,0,10,1,7.1,4,3,1,0,25.0
