Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Blocks Int,Blocks Tkl+Int,Blocks Clr,Blocks Err
Leonardo Capezzi,ITA,MF,Salernitana,Serie A,26,1995,1.9,4,2,0,3,1,1,6,16.7,5,75,16,21.3,30,36,9,9,4,0,5,1,5,3,0
Étienne Capoue,FRA,MF,Villarreal,La Liga,33,1988,25.4,50,34,24,24,2,12,27,44.4,15,341,124,36.4,116,186,39,24,5,0,19,36,86,61,0
Gianluca Caprari,ITA,FW,Hellas Verona,Serie A,28,1993,30.4,43,30,13,23,7,11,36,30.6,25,438,137,31.3,96,187,155,42,0,0,42,18,61,6,0
Francesco Caputo,ITA,FW,Sampdoria,Serie A,33,1987,31,5,4,0,1,4,0,5,0,5,273,75,27.5,20,107,146,7,0,0,7,4,9,10,0
Francesco Caputo,ITA,FW,Sassuolo,Serie A,33,1987,1.7,0,0,0,0,0,0,0,,0,10,2,20,0,3,7,1,1,0,0,0,0,0,0
Maxence Caqueret,FRA,MF,Lyon,Ligue 1,21,2000,25.9,82,57,31,43,8,29,94,30.9,65,658,203,30.9,197,378,83,51,9,0,42,61,143,24,1
Andrea Carboni,ITA,DF,Cagliari,Serie A,20,2001,24.6,47,30,30,13,4,14,39,35.9,25,359,112,31.2,208,133,18,45,15,0,30,55,102,97,1
Isaac Carcelen,ESP,DF,Cádiz,La Liga,28,1993,17.2,50,23,35,12,3,28,59,47.5,31,295,83,28.1,137,125,33,44,6,0,38,41,91,46,0
Cárdenas,ESP,GK,Levante,La Liga,24,1997,24,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2
Irvin Cardona,FRA,FW,Brest,Ligue 1,23,1997,14.8,16,5,5,7,4,4,16,25,12,289,57,19.7,44,145,100,18,0,0,18,14,30,16,0
Igor Carioca,BRA,DF,Lorient,Ligue 1,24,1996,17.5,35,21,15,14,6,12,40,30,28,317,84,26.5,135,123,59,23,1,0,22,35,70,31,0
Carlo,ESP,MF,Villarreal,La Liga,20,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Diego Carlos,BRA,DF,Sevilla,La Liga,28,1993,32.9,47,38,32,13,2,14,21,66.7,7,202,80,39.6,120,64,18,58,36,0,22,52,99,140,4
Carmona,ESP,DF,Sevilla,La Liga,19,2002,0.3,0,0,0,0,0,0,0,,0,2,2,100,2,0,0,0,0,0,0,1,1,1,0
Yannick Carrasco,BEL,DF,Atlético Madrid,La Liga,27,1993,28.7,36,23,16,12,8,22,46,47.8,24,340,108,31.8,105,119,116,23,6,0,17,37,73,16,0
Guido Carrillo,ARG,FW,Elche,La Liga,30,1991,13,10,7,3,2,5,1,9,11.1,8,230,57,24.8,23,124,83,11,2,0,9,5,15,25,0
Dani Carvajal,ESP,DF,Real Madrid,La Liga,29,1992,17.2,35,22,15,12,8,12,31,38.7,19,233,65,27.9,90,85,58,33,9,0,24,34,69,35,2
William Carvalho,POR,MF,Betis,La Liga,29,1992,20.1,48,34,19,27,2,18,38,47.4,20,291,88,30.2,95,173,23,23,7,0,16,22,70,30,0
Nicolò Casale,ITA,DF,Hellas Verona,Serie A,23,1998,28.7,60,33,34,24,2,24,41,58.5,17,506,154,30.4,266,209,31,52,14,0,38,66,126,111,1
Casemiro,BRA,MF,Real Madrid,La Liga,29,1992,28.5,90,64,51,34,5,32,70,45.7,38,445,179,40.2,209,189,47,65,19,0,46,59,149,84,3
Matty Cash,POL,DF,Aston Villa,Premier League,23,1997,37.5,90,44,53,33,4,41,74,55.4,33,511,142,27.8,268,193,50,91,19,0,72,90,180,95,0
Kiko Casilla,ESP,GK,Elche,La Liga,34,1986,14,0,0,0,0,0,0,2,0,2,0,0,,0,0,0,2,0,0,2,0,0,2,1
Moreto Cassamã,GNB,MF,Reims,Ligue 1,23,1998,8.9,15,11,9,6,0,2,14,14.3,12,131,45,34.4,47,76,8,23,8,0,15,11,26,7,0
Francesco Cassata,ITA,MF,Genoa,Serie A,24,1997,0.1,0,0,0,0,0,0,0,,0,2,1,50,1,1,0,0,0,0,0,1,1,0,0
Timothy Castagne,BEL,DF,Leicester City,Premier League,25,1995,23.6,66,29,33,26,7,23,44,52.3,21,349,108,30.9,150,152,47,53,8,0,45,38,104,65,2
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,29,1992,28,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1
Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,26,1995,27.9,51,32,29,21,1,16,31,51.6,15,256,74,28.9,143,103,10,47,28,2,19,45,96,86,0
Samu Castillejo,ESP,FW,Milan,Serie A,26,1995,1.4,2,1,0,1,1,0,5,0,5,30,11,36.7,7,12,11,4,1,0,3,2,4,1,0
Gonzalo Castro,GER,MF,Arminia,Bundesliga,34,1987,4.8,7,6,2,4,1,0,3,0,3,100,34,34,21,48,31,6,0,0,6,3,10,4,0
Jonny Castro,ESP,DF,Wolves,Premier League,27,1994,11.4,27,21,15,11,1,10,20,50,10,175,58,33.1,86,63,26,19,3,0,16,13,40,7,0
Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,24,1997,15.5,30,14,14,11,5,7,23,30.4,16,256,80,31.3,69,110,77,20,3,0,17,25,55,4,0
Danilo Cataldi,ITA,MF,Lazio,Serie A,26,1994,19,35,17,13,18,4,9,34,26.5,25,305,75,24.6,99,171,35,22,12,0,10,31,66,16,0
Catena,ESP,DF,Rayo Vallecano,La Liga,26,1994,36,36,22,21,15,0,20,36,55.6,16,190,68,35.8,110,73,7,50,27,2,23,55,91,191,0
Craig Cathcart,NIR,DF,Watford,Premier League,32,1989,26.6,33,15,26,7,0,16,34,47.1,18,165,51,30.9,117,45,3,55,32,0,23,38,71,129,2
Edinson Cavani,URU,FW,Manchester Utd,Premier League,34,1987,8.5,4,2,0,3,1,3,6,50,3,105,39,37.1,14,36,55,9,0,0,9,9,13,7,0
Dani Ceballos,ESP,MF,Real Madrid,La Liga,24,1996,3.1,12,6,5,7,0,5,8,62.5,3,66,20,30.3,18,32,16,6,2,0,4,7,19,0,0
Pietro Ceccaroni,ITA,DF,Venezia,Serie A,25,1995,34.7,53,26,32,17,4,15,23,65.2,8,341,106,31.1,206,107,28,69,35,1,34,67,120,157,2
Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,29,1992,26.2,39,31,23,12,4,15,28,53.6,13,309,103,33.3,146,133,30,33,8,0,25,64,103,103,0
Emil Ceide,NOR,FW,Sassuolo,Serie A,19,2001,0.6,4,2,2,2,0,2,2,100,0,18,5,27.8,10,4,4,0,0,0,0,2,6,1,0
Zeki Çelik,TUR,DF,Lille,Ligue 1,24,1997,30,76,49,44,22,10,32,56,57.1,24,436,143,32.8,184,177,75,60,9,0,51,46,122,49,1
Fabien Centonze,FRA,DF,Metz,Ligue 1,25,1996,17.6,44,27,27,13,4,15,30,50,15,243,73,30,107,95,41,43,7,0,36,48,92,49,0
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,31,1989,16.1,20,8,12,8,0,9,19,47.4,10,147,50,34,87,54,6,32,16,0,16,36,56,55,0
Franco Cervi,ARG,MF,Celta Vigo,La Liga,27,1994,20,69,46,32,23,14,16,60,26.7,44,444,129,29.1,152,200,92,54,2,0,52,40,109,16,0
Leonardo César Jardim,BRA,GK,Lille,Ligue 1,26,1995,17,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
Damir Ceter,COL,FW,Cagliari,Serie A,23,1997,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Julian Chabot,GER,DF,Sampdoria,Serie A,23,1998,5.4,14,7,9,5,0,7,11,63.6,4,80,24,30,44,34,2,12,4,1,8,12,26,32,0
Julian Chabot,GER,DF,Köln,Bundesliga,23,1998,2.3,5,3,2,3,0,2,7,28.6,5,28,11,39.3,15,11,2,5,2,0,3,5,10,19,0
El Chadaille Bitshiabu,FRA,DF,Paris S-G,Ligue 1,16,2005,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,0
Nassim Chadli,FRA,MF,Troyes,Ligue 1,20,2001,1.1,3,3,2,0,1,2,3,66.7,1,26,3,11.5,11,10,5,2,0,0,2,3,6,1,0
Kayky Chagas,BRA,FW,Manchester City,Premier League,18,2003,0.1,0,0,0,0,0,0,0,,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0
Mehdi Chahiri,MAR,MF,Strasbourg,Ligue 1,25,1996,0.2,1,1,1,0,0,1,1,100,0,3,1,33.3,1,0,2,0,0,0,0,0,1,0,0
Trevoh Chalobah,ENG,DF,Chelsea,Premier League,22,1999,16.1,38,21,16,18,4,20,30,66.7,10,165,60,36.4,64,86,15,20,9,1,11,33,71,65,1
Calum Chambers,ENG,DF,Aston Villa,Premier League,26,1995,9.2,20,11,11,7,2,5,7,71.4,2,94,31,33,50,40,4,21,10,0,11,11,31,59,0
Calum Chambers,ENG,DF,Arsenal,Premier League,26,1995,1.9,2,1,2,0,0,1,3,33.3,2,24,5,20.8,18,5,1,11,3,0,8,3,5,7,1
Dylan Chambost,FRA,MF,Troyes,Ligue 1,23,1997,8.4,22,12,7,11,4,7,21,33.3,14,191,56,29.3,58,107,26,12,2,0,10,9,31,9,0
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,31,1990,13.5,20,12,10,9,1,9,20,45,11,174,51,29.3,59,79,36,25,3,0,22,19,39,29,0
Chapela,ESP,MF,Cádiz,La Liga,22,1999,4.4,7,3,2,1,4,0,5,0,5,85,19,22.4,31,34,20,7,1,0,6,6,13,5,0
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,26,1994,29.8,46,30,34,9,3,24,41,58.5,17,253,94,37.2,169,74,10,52,30,1,22,94,140,181,1
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,30,1991,2.4,4,2,2,1,1,1,3,33.3,2,30,13,43.3,9,14,7,2,0,0,2,7,11,4,1
Xavier Chavalerin,FRA,MF,Troyes,Ligue 1,30,1991,30.2,59,41,20,32,7,14,63,22.2,49,642,174,27.1,170,337,135,42,4,0,38,47,106,36,0
Justin Che,USA,DF,Hoffenheim,Bundesliga,17,2003,0.5,1,1,1,0,0,0,2,0,2,10,4,40,3,2,5,0,0,0,0,1,2,0,0
Chema,ESP,MF,Getafe,La Liga,29,1992,0.5,0,0,0,0,0,0,1,0,1,13,1,7.7,6,6,1,0,0,0,0,0,0,0,0
Rayan Cherki,FRA,FW,Lyon,Ligue 1,17,2003,4.9,6,3,1,4,1,2,5,40,3,64,15,23.4,6,41,17,2,0,0,2,4,10,0,0
Denis Cheryshev,RUS,MF,Valencia,La Liga,30,1990,6.3,10,5,5,1,4,5,14,35.7,9,111,25,22.5,20,55,36,11,1,0,10,13,23,12,0
Daniel Chesters,ENG,MF,West Ham,Premier League,19,2002,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Giorgio Chiellini,ITA,DF,Juventus,Serie A,36,1984,15,20,10,12,7,1,6,11,54.5,5,107,43,40.2,66,31,10,31,19,0,12,18,38,74,0
Federico Chiesa,ITA,MF,Juventus,Serie A,23,1997,9.6,23,17,8,9,6,7,21,33.3,14,144,44,30.6,44,52,48,12,0,0,12,8,31,6,0
Ben Chilwell,ENG,DF,Chelsea,Premier League,24,1996,6,10,5,3,6,1,0,5,0,5,92,31,33.7,34,36,22,10,0,0,10,6,16,15,1
Chiquinho,POR,DF,Wolves,Premier League,21,2000,2.3,9,6,3,6,0,3,4,75,1,58,14,24.1,14,29,15,3,0,0,3,6,15,3,0
Vlad Chiricheș,ROU,DF,Sassuolo,Serie A,31,1989,25.6,40,21,28,12,0,15,24,62.5,9,257,96,37.4,149,106,2,42,23,0,19,59,99,79,2
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,24,1997,29.3,49,27,13,26,10,17,62,27.4,45,523,131,25,131,294,98,27,2,1,25,43,92,10,0
Joris Chotard,FRA,MF,Montpellier,Ligue 1,19,2001,32.6,57,33,36,17,4,27,73,37,46,404,107,26.5,173,177,54,33,17,0,16,84,141,61,2
Hamza Choudhury,ENG,DF,Leicester City,Premier League,23,1997,3.2,8,2,3,5,0,2,5,40,3,42,6,14.3,15,24,3,5,0,0,5,16,24,12,0
Andreas Christensen,DEN,DF,Chelsea,Premier League,25,1996,16.6,18,12,11,4,3,10,15,66.7,5,148,51,34.5,84,52,12,30,9,0,21,52,70,87,1
Max Christiansen,GER,MF,Greuther Fürth,Bundesliga,24,1996,22.8,55,28,25,24,6,15,41,36.6,26,408,141,34.6,151,212,45,69,17,1,52,81,136,61,0
Carney Chukwuemeka,SRI,MF,Aston Villa,Premier League,17,2003,3.3,3,2,1,2,0,2,6,33.3,4,86,25,29.1,23,48,15,3,0,0,3,4,7,1,0
Samuel Chukwueze,NGA,MF,Villarreal,La Liga,22,1999,14.8,11,7,4,6,1,5,8,62.5,3,160,51,31.9,42,52,66,6,0,0,6,15,26,5,0
Víctor Chust,ESP,DF,Cádiz,La Liga,21,2000,20.3,23,14,17,2,4,7,15,46.7,8,186,77,41.4,108,65,13,31,11,0,20,30,53,93,1
Riccardo Ciervo,ITA,MF,Sampdoria,Serie A,19,2002,2.5,7,5,3,3,1,1,5,20,4,43,10,23.3,11,20,12,2,0,0,2,5,12,2,0
Jasper Cillessen,NED,GK,Valencia,La Liga,32,1989,16.2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
Pathé Ciss,SEN,MF,Rayo Vallecano,La Liga,27,1994,12.2,33,19,15,15,3,12,26,46.2,14,198,63,31.8,89,97,12,26,8,0,18,31,64,38,0
Moustapha Cissé,GUI,FW,Atalanta,Serie A,17,2003,0.4,2,1,0,2,0,0,2,0,2,14,5,35.7,0,9,5,1,0,0,1,1,3,0,0
Giorgio Cittadini,ITA,DF,Atalanta,Serie A,19,2002,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,31,1989,11.3,17,13,9,6,2,9,15,60,6,76,27,35.5,53,19,4,14,10,0,4,15,32,50,0
Alexis Claude-Maurice,FRA,MF,Nice,Ligue 1,23,1998,2.3,3,3,2,1,0,1,6,16.7,5,34,13,38.2,6,16,12,12,0,0,12,2,5,3,0
Jonathan Clauss,FRA,DF,Lens,Ligue 1,28,1992,33.8,66,35,33,26,7,23,63,36.5,40,440,103,23.4,152,172,116,60,1,0,59,102,168,42,1
Carlos Clerc,ESP,DF,Levante,La Liga,29,1992,16.8,38,17,23,11,4,8,22,36.4,14,229,67,29.3,111,93,25,26,2,0,24,27,65,40,1
Tom Cleverley,ENG,MF,Watford,Premier League,31,1989,18,34,27,18,12,4,10,32,31.3,22,372,106,28.5,116,190,66,28,7,1,21,27,61,19,1
Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,30,1991,15,22,11,9,12,1,7,15,46.7,8,128,43,33.6,64,45,19,10,2,0,8,33,55,31,0
Conor Coady,ENG,DF,Wolves,Premier League,28,1993,37.3,31,18,20,10,1,12,26,46.2,14,197,68,34.5,124,68,5,64,50,3,14,44,75,150,0
Marcus Coco,FRA,FW,Nantes,Ligue 1,25,1996,10.3,32,20,17,10,5,7,19,36.8,12,267,70,26.2,101,110,56,16,1,0,15,24,56,9,0
Coke,ESP,DF,Levante,La Liga,34,1987,1.3,4,3,1,2,1,3,3,100,0,16,8,50,5,8,3,1,0,0,1,2,6,8,0
Séamus Coleman,IRL,DF,Everton,Premier League,32,1988,29.5,72,42,41,20,11,29,47,61.7,18,336,124,36.9,159,130,47,59,13,0,46,54,126,75,1
Álex Collado,ESP,MF,Granada,La Liga,22,1999,11.3,33,18,9,17,7,9,28,32.1,19,362,76,21,74,193,95,29,3,0,26,24,57,7,0
Ebrima Colley,GAM,FW,Spezia,Serie A,21,2000,4.4,7,3,2,3,2,1,6,16.7,5,92,19,20.7,24,42,26,8,0,0,8,5,12,2,0
Omar Colley,GAM,DF,Sampdoria,Serie A,28,1992,30.5,54,37,39,13,2,18,31,58.1,13,270,100,37,175,85,10,49,23,1,26,99,153,146,2
Nathan Collins,IRL,DF,Burnley,Premier League,20,2001,18.6,30,23,24,4,2,9,23,39.1,14,161,54,33.5,103,46,12,48,26,1,22,37,67,102,1
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,25,1996,15.1,16,9,2,8,6,4,12,33.3,8,202,58,28.7,38,78,86,23,0,0,23,15,31,5,0
Eray Cömert,SUI,DF,Valencia,La Liga,23,1998,4.5,5,2,4,1,0,3,5,60,2,39,11,28.2,22,16,1,4,3,0,1,6,11,11,0
Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,24,1996,29.8,91,64,49,31,11,34,96,35.4,62,790,247,31.3,267,388,135,61,8,0,53,54,145,39,2
Diego Conde,ESP,GK,Getafe,La Liga,22,1998,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Aaron Connolly,IRL,FW,Brighton,Premier League,21,2000,1.7,0,0,0,0,0,0,1,0,1,27,5,18.5,4,11,12,2,0,0,2,0,0,0,0
Andrea Consigli,ITA,GK,Sassuolo,Serie A,34,1987,36.9,0,0,0,0,0,0,1,0,1,7,1,14.3,7,0,0,0,0,0,0,0,0,1,3
Abdu Conté,POR,DF,Troyes,Ligue 1,23,1998,15,28,15,20,7,1,15,25,60,10,186,55,29.6,101,62,23,24,3,0,21,18,46,16,0
Andrea Conti,ITA,DF,Sampdoria,Serie A,27,1994,2.6,6,4,3,2,1,2,4,50,2,38,11,28.9,20,14,4,5,0,0,5,5,11,2,0
Andrea Conti,ITA,DF,Milan,Serie A,27,1994,0.1,0,0,0,0,0,0,0,,0,1,1,100,1,0,0,0,0,0,0,0,0,1,0
Liam Cooper,SCO,DF,Leeds United,Premier League,29,1991,20.2,35,18,21,13,1,15,27,55.6,12,201,74,36.8,123,75,3,32,18,0,14,40,75,117,3
Lucas Copado,GER,FW,Bayern Munich,Bundesliga,17,2004,0.2,0,0,0,0,0,0,1,0,1,8,2,25,2,4,2,0,0,0,0,0,0,0,0
Diego Coppola,ITA,DF,Hellas Verona,Serie A,17,2003,2.8,8,4,6,2,0,2,3,66.7,1,39,10,25.6,15,18,6,6,1,0,5,4,12,12,0
Francis Coquelin,FRA,MF,Villarreal,La Liga,30,1991,9.2,28,14,8,16,4,11,17,64.7,6,158,66,41.8,45,71,42,14,4,0,10,16,44,11,0
Sébastien Corchia,FRA,DF,Nantes,Ligue 1,30,1990,14.7,40,24,18,14,8,19,37,51.4,18,208,53,25.5,87,74,47,35,2,0,33,27,67,26,0
Sergio Córdova,VEN,FW,Augsburg,Bundesliga,23,1997,3.6,6,4,4,2,0,0,1,0,1,68,24,35.3,18,31,19,0,0,0,0,1,7,5,0
Jack Cork,ENG,MF,Burnley,Premier League,32,1989,18.6,17,8,4,10,3,5,24,20.8,19,343,94,27.4,107,176,60,26,5,0,21,34,51,27,0
Maxwel Cornet,CIV,DF,Lyon,Ligue 1,24,1996,0.7,3,1,2,0,1,1,3,33.3,2,9,1,11.1,3,2,4,1,0,0,1,0,3,1,0
Maxwel Cornet,CIV,FW,Burnley,Premier League,24,1996,19.6,20,11,7,7,6,4,11,36.4,7,303,84,27.7,68,127,108,14,4,0,10,11,31,16,0
Jesús Corona,MEX,FW,Sevilla,La Liga,28,1993,12.9,13,7,8,3,2,3,7,42.9,4,131,41,31.3,32,55,44,8,0,0,8,13,26,4,0
Ángel Correa,ARG,FW,Atlético Madrid,La Liga,26,1995,20.6,24,15,7,13,4,7,24,29.2,17,406,112,27.6,58,161,187,29,3,0,26,15,39,4,0
Joaquín Correa,ARG,FW,Inter,Serie A,26,1994,11.4,13,7,1,4,8,2,10,20,8,220,54,24.5,17,84,119,8,2,0,6,8,21,3,0
Thierry Correia,POR,DF,Valencia,La Liga,22,1999,15.7,49,31,31,15,3,12,28,42.9,16,339,98,28.9,166,104,69,31,5,0,26,35,84,29,0
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,28,1993,8.1,14,9,6,7,1,4,14,28.6,10,100,36,36,44,36,20,19,2,0,17,18,32,26,0
David Pereira da Costa,POR,MF,Lens,Ligue 1,20,2001,16.3,21,14,8,8,5,5,18,27.8,13,285,84,29.5,61,122,102,20,0,0,20,15,36,2,0
Hélder Costa,ANG,MF,Leeds United,Premier League,27,1994,0.2,0,0,0,0,0,0,2,0,2,9,2,22.2,1,5,3,0,0,0,0,0,0,0,0
Hélder Costa,ANG,MF,Valencia,La Liga,27,1994,12.4,25,17,9,5,11,11,32,34.4,21,328,79,24.1,96,148,84,18,2,0,16,13,38,9,0
Jaume Costa,ESP,DF,Mallorca,La Liga,33,1988,20.3,43,24,24,13,6,17,26,65.4,9,183,56,30.6,71,72,40,32,8,0,24,27,70,50,0
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,34,1987,25,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,4
Vladimír Coufal,CZE,DF,West Ham,Premier League,28,1992,24.5,44,22,25,11,8,16,37,43.2,21,301,79,26.2,141,98,62,50,9,0,41,34,78,74,0
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,29,1991,9.4,6,5,0,2,4,0,4,0,4,92,28,30.4,7,32,53,3,1,0,2,4,10,10,0
Lassana Coulibaly,MLI,MF,Salernitana,Serie A,25,1996,25.9,61,45,32,25,4,19,51,37.3,32,557,147,26.4,239,254,64,51,12,0,39,41,102,32,0
Mamadou Coulibaly,SEN,MF,Salernitana,Serie A,22,1999,9,19,9,12,3,4,5,15,33.3,10,188,35,18.6,77,70,41,23,0,0,23,21,40,11,0
Tanguy Coulibaly,FRA,DF,Stuttgart,Bundesliga,20,2001,12,26,13,16,10,0,10,18,55.6,8,255,57,22.4,77,104,74,20,3,0,17,7,33,8,0
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,29,1992,36,0,0,0,0,0,0,1,0,1,4,0,0,4,0,0,0,0,0,0,0,0,1,1
Philippe Coutinho,BRA,MF,Aston Villa,Premier League,29,1992,14.8,20,11,5,8,7,7,14,50,7,221,48,21.7,51,110,60,17,1,0,16,8,28,3,0
Philippe Coutinho,BRA,MF,Barcelona,La Liga,29,1992,5.6,8,5,2,3,3,3,8,37.5,5,63,16,25.4,12,28,23,8,0,0,8,6,14,1,1
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,22,1999,30.8,84,47,52,24,8,23,65,35.4,42,364,125,34.3,201,123,40,50,19,0,31,69,153,98,3
Alessio Cragno,ITA,GK,Cagliari,Serie A,27,1994,35,1,1,1,0,0,1,1,100,0,5,2,40,4,1,0,0,0,0,0,0,1,1,2
Aaron Cresswell,ENG,DF,West Ham,Premier League,31,1989,30.3,30,19,20,8,2,14,27,51.9,13,213,67,31.5,111,73,29,48,17,0,31,43,73,76,1
Charlie Cresswell,ENG,DF,Leeds United,Premier League,18,2002,1.6,7,3,4,3,0,3,3,100,0,29,5,17.2,14,15,0,2,1,0,1,4,11,10,0
Domenico Criscito,ITA,DF,Genoa,Serie A,34,1986,18,36,22,16,16,4,15,25,60,10,197,71,36,98,73,26,39,12,0,27,42,78,59,0
Bryan Cristante,ITA,MF,Roma,Serie A,26,1995,29.8,86,58,31,48,7,31,56,55.4,25,615,192,31.2,224,314,77,45,8,0,37,47,133,56,0
Cristo,ESP,DF,Real Sociedad,La Liga,21,2000,0.2,0,0,0,0,0,0,1,0,1,4,0,0,0,3,1,0,0,0,0,0,0,0,0
Enzo Crivelli,FRA,FW,Saint-Étienne,Ligue 1,26,1995,1.1,1,1,0,0,1,0,0,,0,28,7,25,3,9,16,1,1,0,0,0,1,1,0
Domen Črnigoj,SVN,MF,Venezia,Serie A,25,1995,20.9,30,17,9,16,5,10,27,37,17,342,70,20.5,96,164,82,46,10,0,36,43,73,36,0
Giovanni Crociata,ITA,FW,Empoli,Serie A,23,1997,0.2,0,0,0,0,0,0,2,0,2,10,2,20,0,5,5,0,0,0,0,0,0,0,0
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,29,1992,21.5,28,15,21,6,1,11,20,55,9,155,55,35.5,77,69,9,26,13,0,13,44,72,54,0
Juan Cuadrado,COL,DF,Juventus,Serie A,33,1988,27.6,57,29,37,15,5,24,42,57.1,18,307,104,33.9,137,125,45,40,5,0,35,43,100,27,0
Cucho,COL,FW,Watford,Premier League,22,1999,12.7,16,5,8,6,2,4,32,12.5,28,260,57,21.9,70,109,81,12,1,0,11,11,27,10,0
Marc Cucurella,ESP,FW,Getafe,La Liga,23,1998,0.3,1,1,1,0,0,0,0,,0,1,1,100,1,0,0,0,0,0,0,2,3,0,0
Marc Cucurella,ESP,DF,Brighton,Premier League,23,1998,34.3,88,62,36,38,14,48,77,62.3,29,534,201,37.6,215,218,101,72,15,2,57,72,160,66,0
Jorge Cuenca,ESP,DF,Getafe,La Liga,21,1999,29.8,54,26,41,12,1,20,30,66.7,10,238,77,32.4,141,91,6,51,18,1,33,60,114,148,1
Mickaël Cuisance,FRA,MF,Venezia,Serie A,21,1999,10.2,18,12,5,10,3,9,24,37.5,15,245,66,26.9,91,121,33,19,0,0,19,20,38,4,0
Mickaël Cuisance,FRA,MF,Bayern Munich,Bundesliga,21,1999,0.1,1,1,0,1,0,0,0,,0,4,1,25,0,3,1,0,0,0,0,0,1,0,0
Luke Cundle,ENG,MF,Wolves,Premier League,19,2002,2,4,3,0,4,0,1,1,100,0,43,9,20.9,15,22,6,1,0,0,1,2,6,2,0
Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,22,1999,0.7,0,0,0,0,0,0,0,,0,11,3,27.3,2,7,2,0,0,0,0,1,1,0,0
Matheus Cunha,BRA,FW,Atlético Madrid,La Liga,22,1999,11.8,26,17,6,13,7,3,12,25,9,260,72,27.7,29,110,121,15,4,0,11,8,34,8,0
Patrick Cutrone,ITA,FW,Empoli,Serie A,23,1998,15.6,8,7,3,2,3,2,5,40,3,221,47,21.3,22,93,106,11,2,0,9,8,16,3,0
Wylan Cyprien,FRA,MF,Nantes,Ligue 1,26,1995,16.6,32,18,11,17,4,4,25,16,21,311,74,23.8,85,184,42,17,7,1,10,19,51,11,0
Rafael Czichos,GER,DF,Köln,Bundesliga,31,1990,15.6,29,22,17,10,2,11,33,33.3,22,156,70,44.9,96,52,8,34,15,0,19,38,67,77,4
Lennart-Marten Czyborra,GER,DF,Arminia,Bundesliga,22,1999,1.5,1,1,1,0,0,0,2,0,2,17,5,29.4,9,6,2,0,0,0,0,6,7,3,1
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,32,1988,11.1,29,18,16,11,2,8,20,40,12,114,45,39.5,59,34,21,27,10,1,17,10,39,24,1
Lucas Da Cunha,FRA,MF,Nice,Ligue 1,20,2001,4.4,14,8,3,7,4,7,13,53.8,6,81,25,30.9,11,40,30,2,0,0,2,2,16,1,0
Lucas Da Cunha,FRA,FW,Clermont Foot,Ligue 1,20,2001,9.3,16,11,4,8,4,7,17,41.2,10,228,45,19.7,49,109,70,13,0,0,13,7,23,0,0
Damien Da Silva,FRA,DF,Lyon,Ligue 1,33,1988,12.5,13,8,7,5,1,5,8,62.5,3,109,35,32.1,64,39,6,21,9,0,12,32,45,62,1
