Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
Karim Azamoum,FRA,DF,Troyes,Ligue 1,31,1990,4.3,145,134,11,5,0,19,3,0,0,0,0,0,95,21,29,10,120,5,6,0,108,0,6,10,2
Sardar Azmoun,IRN,FW,Leverkusen,Bundesliga,26,1995,4.0,112,108,4,0,0,20,0,0,0,0,0,0,85,16,11,6,88,8,0,2,80,2,3,3,7
César Azpilicueta,ESP,DF,Chelsea,Premier League,31,1989,23.0,1713,1560,153,27,0,158,12,37,0,0,0,0,1242,217,254,126,1354,79,126,3,1442,7,19,56,39
Iddrisu Baba,GHA,MF,Mallorca,La Liga,25,1996,21.5,775,759,16,14,1,168,16,6,0,0,0,0,544,74,157,51,640,44,2,4,623,2,6,24,21
Carlos Bacca,COL,FW,Granada,La Liga,34,1986,5.7,109,101,8,0,1,38,0,3,0,0,0,0,67,18,24,6,82,7,1,3,71,0,3,6,7
Daniel Bachmann,AUT,GK,Watford,Premier League,27,1994,12.0,357,234,123,36,0,19,8,0,0,0,0,0,115,16,226,20,261,0,0,44,211,2,14,4,1
Loïc Bade,FRA,DF,Rennes,Ligue 1,21,2000,10.9,708,698,10,9,0,48,18,2,0,0,0,0,624,19,65,79,589,25,1,0,652,1,9,7,2
Milan Badelj,CRO,MF,Genoa,Serie A,32,1989,31.6,1601,1555,46,43,1,264,47,10,0,0,0,0,1003,239,359,245,1221,84,3,9,1262,7,26,54,34
Édgar Badía,ESP,GK,Elche,La Liga,29,1992,24.0,829,541,288,76,0,55,20,0,0,0,0,0,323,22,484,76,580,1,1,100,560,2,31,9,7
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,20,2001,20.4,1347,1322,25,23,0,132,50,1,0,0,0,0,1070,109,168,1048,202,47,2,2,1205,1,20,21,8
Youssouph Badji,SEN,FW,Brest,Ligue 1,19,2001,1.5,38,37,1,0,0,18,0,1,0,0,0,0,20,6,12,2,26,3,0,0,26,0,0,1,1
Miguel Baeza,ESP,DF,Celta Vigo,La Liga,21,2000,0.0,5,5,0,0,0,1,0,1,0,0,0,0,4,0,1,5,0,0,0,0,4,0,0,0,0
Nicola Bagnolini,ITA,GK,Bologna,Serie A,17,2004,0.0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0
Issa Bah,LUX,FW,Venezia,Serie A,19,2002,0.1,6,6,0,0,0,3,0,0,0,0,0,0,5,0,1,1,4,0,0,0,5,0,0,1,0
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,29,1992,12.2,220,205,15,0,0,63,1,8,0,0,0,0,149,47,24,20,167,8,2,6,168,0,2,9,12
Leon Bailey,JAM,FW,Aston Villa,Premier League,23,1997,8.5,224,206,18,1,0,39,11,21,12,11,1,0,130,42,52,153,54,5,4,1,149,0,4,7,15
Eric Bailly,CIV,DF,Manchester Utd,Premier League,27,1994,2.4,80,76,4,4,0,10,2,0,0,0,0,0,56,6,18,16,52,7,0,1,64,0,1,2,2
Dénys Bain,FRA,DF,Brest,Ligue 1,28,1993,2.0,82,78,4,4,0,5,4,0,0,0,0,0,66,4,12,42,38,0,0,0,79,0,0,0,0
Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,19,2001,5.7,185,126,59,15,0,12,3,0,0,0,0,0,96,4,85,9,133,0,0,39,130,1,7,0,0
Nedim Bajrami,ALB,MF,Empoli,Serie A,22,1999,22.8,884,728,156,33,1,137,46,66,95,30,45,11,637,67,180,68,791,14,9,1,628,5,16,34,38
Cédric Bakambu,COD,FW,Marseille,Ligue 1,30,1991,4.0,69,64,5,0,0,24,2,4,0,0,0,0,54,7,8,5,54,2,1,2,52,0,3,5,0
Abdoulaye Bakayoko,FRA,DF,Saint-Étienne,Ligue 1,18,2002,3.4,131,127,4,4,0,19,2,0,0,0,0,0,81,18,32,26,96,8,0,0,93,0,9,2,4
Tiemoué Bakayoko,FRA,MF,Milan,Serie A,26,1994,5.6,312,310,2,2,1,36,10,1,0,0,0,0,235,42,35,54,222,19,0,2,276,0,2,4,2
Mitchel Bakker,NED,DF,Leverkusen,Bundesliga,21,2000,20.2,1222,1042,180,15,0,153,21,38,0,0,0,0,825,229,168,893,127,27,165,0,1011,1,14,56,27
Ridle Baku,GER,DF,Wolfsburg,Bundesliga,23,1998,27.2,1328,1109,219,20,2,171,38,68,5,1,0,0,779,277,272,179,888,44,194,3,1019,4,21,51,46
Dilane Bakwa,FRA,FW,Bordeaux,Ligue 1,18,2002,0.5,14,14,0,0,0,4,0,0,0,0,0,0,7,2,5,9,0,3,0,0,9,0,0,1,0
Tommaso Baldanzi,ITA,FW,Empoli,Serie A,18,2003,0.2,7,6,1,0,0,0,0,0,1,0,0,0,7,0,0,6,1,0,0,0,5,0,0,0,1
Alejandro Balde,ESP,DF,Barcelona,La Liga,17,2003,2.1,152,146,6,2,0,10,0,3,0,0,0,0,137,8,7,136,10,1,4,0,140,0,0,1,2
Ibrahima Baldé,FRA,FW,Lens,Ligue 1,18,2003,0.6,11,9,2,0,0,0,0,0,0,0,0,0,7,2,2,1,8,0,1,1,8,0,0,0,0
Keita Baldé,SEN,FW,Cagliari,Serie A,26,1995,13.7,269,259,10,1,0,91,2,8,0,0,0,0,171,55,43,52,170,17,0,6,199,0,6,11,11
Gareth Bale,WAL,FW,Real Madrid,La Liga,32,1989,3.1,64,64,0,0,0,16,1,2,0,0,0,0,40,11,13,52,5,2,0,1,48,3,1,4,1
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,33,1988,22.5,1004,784,220,21,0,102,15,36,0,0,0,0,510,225,269,634,84,64,199,2,766,2,25,28,30
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,22,1999,10.6,809,785,24,24,0,81,22,0,0,0,0,0,672,50,87,97,679,21,0,1,747,0,8,15,5
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,29,1992,35.0,1796,1327,469,44,1,224,41,84,2,0,0,2,882,434,480,88,1195,62,423,2,1373,5,35,62,73
Fodé Ballo-Touré,SEN,DF,Milan,Serie A,24,1997,5.0,273,237,36,5,0,30,3,16,0,0,0,0,191,48,34,201,26,10,31,1,231,1,1,2,11
Folarin Balogun,ENG,FW,Arsenal,Premier League,20,2001,0.8,8,8,0,0,0,3,0,0,0,0,0,0,4,3,1,1,6,1,0,0,4,0,0,2,0
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,31,1990,5.1,187,143,44,1,0,18,2,7,0,0,0,0,103,49,35,15,115,8,43,0,148,0,1,5,7
Jonathan Bamba,FRA,MF,Lille,Ligue 1,25,1996,27.0,1149,1017,132,31,0,189,50,53,72,27,32,2,831,132,186,111,970,18,28,8,868,7,17,67,44
Patrick Bamford,ENG,FW,Leeds United,Premier League,27,1993,6.2,103,87,16,0,1,19,4,4,0,0,0,0,76,18,9,74,18,8,1,1,85,0,4,1,4
Filippo Bandinelli,ITA,MF,Empoli,Serie A,26,1995,21.7,756,729,27,7,2,128,26,50,6,0,2,0,528,85,143,582,133,17,12,2,572,7,18,27,29
Mattia Bani,ITA,DF,Genoa,Serie A,27,1993,13.5,459,418,41,32,0,71,11,0,0,0,0,0,246,61,152,24,342,48,0,11,337,2,12,7,7
Simon Banza,FRA,FW,Lens,Ligue 1,24,1996,1.4,29,27,2,0,0,9,2,0,0,0,0,0,20,3,6,7,16,1,0,1,20,1,0,1,1
Shandon Baptiste,GRN,MF,Brentford,Premier League,23,1998,10.1,306,303,3,1,1,58,3,5,0,0,0,0,232,34,40,43,241,11,2,1,255,0,5,11,4
Antonín Barák,CZE,FW,Hellas Verona,Serie A,26,1994,26.0,1109,1093,16,3,2,300,14,17,0,0,0,0,826,160,123,863,147,49,6,6,890,7,17,46,40
Barbero,ESP,MF,Osasuna,La Liga,22,1998,0.2,13,12,1,0,0,6,0,1,0,0,0,0,9,1,3,2,8,1,0,0,6,0,0,0,0
Danilo Barbosa,BRA,DF,Nice,Ligue 1,25,1996,1.0,41,40,1,1,0,5,1,0,0,0,0,0,30,3,8,5,32,1,0,0,33,0,0,0,1
Barcia,ESP,DF,Granada,La Liga,20,2000,0.8,22,22,0,0,0,6,0,0,0,0,0,0,10,0,12,0,16,5,0,0,8,0,4,0,0
Bradley Barcola,FRA,FW,Lyon,Ligue 1,18,2002,2.9,87,85,2,0,0,22,0,8,0,0,0,0,64,10,13,13,62,5,1,2,62,0,0,5,6
Melvin Bard,FRA,DF,Nice,Ligue 1,20,2000,28.8,1866,1560,306,36,1,191,20,72,0,0,0,0,1199,326,341,1435,97,44,270,1,1519,3,51,64,54
Enis Bardhi,MKD,MF,Levante,La Liga,26,1995,18.9,750,648,102,35,3,138,45,38,49,17,20,0,481,90,179,109,599,20,15,2,531,6,13,33,32
Francesco Bardi,ITA,GK,Bologna,Serie A,29,1992,2.0,50,31,19,6,0,4,0,0,0,0,0,0,25,2,23,5,38,0,0,6,34,1,1,0,0
Keidi Bare,ALB,MF,Espanyol,La Liga,23,1997,16.5,872,840,32,29,2,142,26,7,0,0,0,0,662,91,119,62,745,39,2,4,750,4,5,29,13
Nicolò Barella,ITA,MF,Inter,Serie A,24,1997,32.4,1848,1816,32,17,6,276,41,67,2,1,0,0,1382,227,239,215,1566,25,12,10,1544,8,18,59,42
Kike Barja,ESP,MF,Osasuna,La Liga,24,1997,9.6,382,370,12,1,3,81,15,40,2,0,0,0,225,69,88,127,224,10,9,2,263,2,11,14,21
Ross Barkley,ENG,MF,Chelsea,Premier League,27,1993,2.0,127,120,7,0,3,32,4,1,7,0,5,1,99,11,17,15,103,3,0,0,105,0,1,5,4
Aymen Barkok,MAR,MF,Eint Frankfurt,Bundesliga,23,1998,1.8,71,59,12,0,0,11,3,0,2,1,1,0,44,8,19,7,43,5,10,2,52,0,3,4,2
Ashley Barnes,ENG,FW,Burnley,Premier League,31,1989,9.0,199,196,3,0,0,90,4,4,0,0,0,0,113,46,40,28,113,18,0,3,130,6,10,6,8
Harvey Barnes,ENG,FW,Leicester City,Premier League,23,1997,23.3,751,744,7,0,3,172,14,40,0,0,0,0,533,111,107,82,614,26,5,4,557,2,12,38,33
Antonio Barragán,ESP,DF,Elche,La Liga,34,1987,11.3,537,422,115,33,0,44,18,17,3,0,2,0,313,100,124,52,382,19,79,0,426,0,7,12,10
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,21,2000,19.9,546,541,5,4,2,127,4,7,1,0,0,0,366,91,89,76,384,57,0,11,399,5,11,19,23
Ander Barrenetxea,ESP,FW,Real Sociedad,La Liga,19,2001,6.1,187,185,2,1,1,40,3,8,0,0,0,0,149,16,22,27,151,4,1,0,136,0,3,12,12
Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,26,1994,18.1,790,580,210,25,0,120,19,27,17,8,2,0,394,183,213,408,150,42,168,7,563,0,20,25,46
Musa Barrow,GAM,FW,Bologna,Serie A,22,1998,23.7,939,843,96,26,4,172,64,53,58,36,7,2,639,113,187,96,785,18,9,10,714,3,14,29,25
Abdourahmane Barry,FRA,DF,Greuther Fürth,Bundesliga,21,2000,2.3,115,93,22,4,0,18,7,6,0,0,0,0,59,27,29,15,72,4,17,1,88,0,2,3,5
Marc Bartra,ESP,DF,Betis,La Liga,30,1991,22.1,1108,1073,35,32,1,109,54,0,0,0,0,0,760,73,275,46,961,58,2,4,919,8,27,22,9
Daniele Baselli,ITA,MF,Cagliari,Serie A,29,1992,3.2,150,130,20,9,1,22,13,5,10,6,3,1,94,20,36,20,122,7,1,0,111,0,1,6,5
Daniele Baselli,ITA,MF,Torino,Serie A,29,1992,1.7,87,80,7,3,0,11,1,3,2,0,2,0,58,13,16,6,72,7,0,1,64,0,3,4,3
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,24,1996,2.3,101,89,12,3,0,16,5,7,9,5,3,1,61,14,26,89,9,3,0,0,74,0,2,4,3
Toma Bašić,CRO,MF,Lazio,Serie A,24,1996,10.9,453,440,13,9,1,59,4,10,0,0,0,0,362,44,47,363,63,19,0,1,383,0,5,12,12
Amine Bassi,FRA,MF,Metz,Ligue 1,23,1997,2.0,119,100,19,9,0,9,4,5,9,3,3,1,73,19,27,16,100,2,1,0,86,0,0,6,6
Álvaro Bastida,ESP,MF,Cádiz,La Liga,17,2004,2.2,53,52,1,0,0,10,2,0,0,0,0,0,33,7,13,4,46,2,0,0,42,0,0,1,2
Alessandro Bastoni,ITA,DF,Inter,Serie A,22,1999,25.7,1798,1684,114,55,2,187,66,21,2,0,0,0,1378,161,259,1475,201,48,29,5,1601,6,18,29,31
Simone Bastoni,ITA,MF,Spezia,Serie A,24,1996,25.4,1210,1012,198,58,1,195,55,59,37,13,20,0,642,241,327,865,190,25,103,4,888,7,33,40,46
Lewis Bate,ENG,MF,Leeds United,Premier League,18,2002,1.6,54,54,0,0,0,11,2,0,0,0,0,0,38,9,7,41,10,2,0,0,41,0,1,5,0
Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,30,1991,13.1,526,498,28,27,0,103,7,0,0,0,0,0,362,69,95,68,376,54,0,1,435,3,8,8,13
Maximilian Bauer,GER,DF,Greuther Fürth,Bundesliga,21,2000,18.8,869,829,40,36,2,126,29,0,0,0,0,0,656,62,151,105,683,48,2,0,721,3,17,15,10
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,31,1990,33.0,1521,1239,282,71,0,146,34,0,0,0,0,0,1016,48,457,270,1035,1,0,170,1210,5,41,11,5
Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,25,1996,24.1,1167,1109,58,51,1,143,39,12,0,0,0,0,815,99,253,241,815,55,4,5,937,6,30,29,10
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,33,1988,1.0,66,65,1,1,0,5,1,1,0,0,0,0,44,13,9,5,54,6,0,0,58,0,2,0,1
Christoph Baumgartner,AUT,MF,Hoffenheim,Bundesliga,21,1999,21.0,753,723,30,7,2,189,19,28,2,1,0,0,463,138,152,96,551,39,18,13,542,1,24,39,30
Jon Bautista,ESP,FW,Real Sociedad,La Liga,26,1995,0.5,8,7,1,0,0,2,0,0,0,0,0,0,6,2,0,2,4,1,0,0,6,0,1,0,0
Paul Baysse,FRA,DF,Bordeaux,Ligue 1,33,1988,0.1,4,4,0,0,0,1,0,0,0,0,0,0,1,1,2,0,2,1,0,0,2,0,1,0,0
Noah Joel Sarenren Bazee,NGA,MF,Augsburg,Bundesliga,24,1996,2.7,51,47,4,0,0,18,3,10,0,0,0,0,31,11,9,6,36,3,4,0,31,0,3,2,6
Bebé,CPV,FW,Rayo Vallecano,La Liga,31,1990,9.6,342,300,42,18,0,94,30,46,20,10,7,2,205,46,91,74,241,9,3,2,211,1,15,14,20
Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,27,1994,23.2,631,563,68,1,0,138,12,47,0,0,0,0,357,169,105,48,444,30,58,17,456,0,13,35,35
Rodrigo Becão,BRA,DF,Udinese,Serie A,25,1996,34.8,1398,1245,153,48,0,144,21,12,0,0,0,0,1000,124,274,87,1114,40,104,13,1114,1,28,26,28
Mads Bech Sørensen,DEN,DF,Brentford,Premier League,22,1999,9.3,500,425,75,4,0,37,3,19,0,0,0,0,326,44,130,331,61,28,71,0,387,1,7,12,12
Sheraldo Becker,SUR,FW,Union Berlin,Bundesliga,26,1995,19.5,610,601,9,1,2,126,25,102,1,0,0,0,356,136,118,73,494,25,2,5,385,3,17,22,47
Jan Bednarek,POL,DF,Southampton,Premier League,25,1996,29.2,1431,1349,82,42,0,184,33,6,0,0,0,0,974,121,336,202,1029,96,39,4,1185,1,32,17,10
Donny van de Beek,NED,MF,Everton,Premier League,24,1997,5.4,241,235,6,1,0,38,2,6,1,1,0,0,193,17,31,33,191,11,1,0,202,1,4,8,4
Donny van de Beek,NED,MF,Manchester Utd,Premier League,24,1997,0.8,32,32,0,0,1,8,0,0,0,0,0,0,27,3,2,4,26,0,0,0,25,1,0,2,1
Asmir Begović,BIH,GK,Everton,Premier League,34,1987,3.0,84,45,39,8,0,4,1,0,0,0,0,0,11,4,69,3,64,1,0,4,35,0,4,1,3
Valon Behrami,SUI,MF,Genoa,Serie A,36,1985,3.5,70,66,4,2,1,13,1,3,0,0,0,0,47,10,13,6,57,5,2,0,51,0,1,4,2
Kevin Behrens,GER,FW,Union Berlin,Bundesliga,30,1991,5.5,184,180,4,0,2,78,0,3,0,0,0,0,94,45,45,27,84,19,0,9,127,1,5,5,6
Youcef Belaïli,ALG,MF,Brest,Ligue 1,29,1992,9.2,390,330,60,18,3,59,22,19,33,21,5,2,224,50,116,25,338,9,9,4,274,1,7,26,17
Vid Belec,SVN,GK,Salernitana,Serie A,31,1990,21.5,579,334,245,65,0,22,7,0,0,0,0,0,193,28,358,34,413,0,1,77,363,2,11,4,3
Ishak Belfodil,ALG,FW,Hertha BSC,Bundesliga,29,1992,18.2,471,436,35,1,0,134,2,18,0,0,0,0,293,99,79,17,357,43,2,15,331,2,6,24,17
Haris Belkebla,ALG,MF,Brest,Ligue 1,27,1994,25.7,1008,972,36,21,0,169,31,11,0,0,0,0,762,94,152,146,792,28,5,11,847,3,16,32,18
Stefan Bell,GER,DF,Mainz 05,Bundesliga,29,1991,31.8,1479,1438,41,34,0,225,15,11,0,0,0,0,942,165,372,171,1099,109,7,11,1166,4,29,38,25
Armel Bella Kotchap,GER,DF,Bochum,Bundesliga,19,2001,19.6,743,720,23,13,2,95,25,2,0,0,0,0,473,76,194,152,492,51,10,6,585,1,31,12,8
Raoul Bellanova,ITA,DF,Cagliari,Serie A,21,2000,27.7,940,840,100,6,0,138,38,84,1,1,0,0,559,159,222,82,710,38,92,3,678,1,15,40,36
Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,31,1990,7.6,267,256,11,0,0,38,4,20,3,0,2,0,190,43,34,27,225,4,8,2,199,0,3,20,8
Jean-Ricner Bellegarde,FRA,MF,Strasbourg,Ligue 1,23,1998,25.9,1079,1035,44,18,4,155,29,29,25,13,8,2,820,93,166,200,813,44,1,7,897,5,16,30,21
Héctor Bellerín,ESP,DF,Betis,La Liga,26,1995,22.0,1064,868,196,16,1,126,14,36,0,0,0,0,616,241,207,85,737,40,180,3,813,2,15,45,50
Jude Bellingham,ENG,MF,Dortmund,Bundesliga,18,2003,31.0,1536,1504,32,22,7,335,49,17,2,1,0,0,1194,173,169,248,1190,42,8,18,1298,9,22,56,41
George Bello,USA,DF,Arminia,Bundesliga,19,2002,4.8,177,139,38,1,0,32,2,6,2,0,2,0,111,41,25,116,22,2,35,0,138,0,2,11,1
Jeanöel Belocian,FRA,DF,Rennes,Ligue 1,16,2005,0.1,10,10,0,0,0,1,0,0,0,0,0,0,9,0,1,9,1,0,0,0,8,0,1,0,0
Andrea Belotti,ITA,FW,Torino,Serie A,27,1993,15.2,359,337,22,1,0,122,6,10,0,0,0,0,226,79,54,69,218,17,1,3,254,1,6,16,16
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,22,1999,28.9,1904,1824,80,60,0,222,77,9,5,0,3,0,1533,151,220,162,1642,65,3,13,1728,3,19,29,21
Hatem Ben Arfa,FRA,FW,Lille,Ligue 1,34,1987,3.5,157,141,16,2,1,24,5,6,6,1,5,0,126,20,11,131,20,4,1,1,138,1,1,4,3
Salim Ben Seghir,FRA,FW,Marseille,Ligue 1,18,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,30,1990,28.1,677,627,50,1,7,179,5,24,0,0,0,0,439,135,103,320,299,33,1,10,493,5,12,38,27
Marco Benassi,ITA,DF,Fiorentina,Serie A,26,1994,1.8,131,116,15,2,0,15,3,1,0,0,0,0,79,25,27,30,81,6,13,0,108,0,0,5,3
Marco Benassi,ITA,MF,Empoli,Serie A,26,1994,4.2,168,156,12,2,0,25,5,9,1,0,1,0,120,21,27,48,102,3,8,0,121,0,4,9,11
Darío Benedetto,ARG,FW,Elche,La Liga,31,1990,6.6,114,106,8,0,1,28,7,6,0,0,0,0,61,26,27,14,80,7,1,3,77,1,5,8,4
Darío Benedetto,ARG,FW,Marseille,Ligue 1,31,1990,0.6,11,11,0,0,0,3,0,0,0,0,0,0,8,2,1,4,5,0,0,1,10,0,0,0,0
László Bénes,SVK,MF,M'Gladbach,Bundesliga,23,1997,2.7,192,169,23,11,0,31,10,5,11,6,2,0,130,13,49,161,15,9,1,1,142,2,2,5,4
Walter Benítez,ARG,GK,Nice,Ligue 1,28,1993,37.0,1031,701,330,70,0,66,11,0,0,0,0,0,568,44,419,111,710,1,0,162,769,1,14,6,1
Iker Benito,ESP,MF,Osasuna,La Liga,18,2002,1.3,29,29,0,0,0,6,0,2,0,0,0,0,21,7,1,9,16,2,0,0,22,2,0,1,1
Loris Benito,SUI,DF,Bordeaux,Ligue 1,29,1992,0.7,53,46,7,1,0,6,0,0,0,0,0,0,32,12,9,39,3,5,6,0,42,0,4,2,1
Pedro Benito,ESP,FW,Cádiz,La Liga,21,2000,0.3,6,6,0,0,0,4,0,0,0,0,0,0,1,2,3,1,1,1,0,0,4,0,0,1,0
Filip Benković,CRO,DF,Udinese,Serie A,24,1997,0.1,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1,1,4,0,0,0,5,0,0,0,0
Ismaël Bennacer,ALG,MF,Milan,Serie A,23,1997,16.9,1097,1030,67,50,6,157,53,15,13,3,4,1,836,80,181,933,110,36,4,1,953,5,16,29,5
Keanan Bennetts,ENG,FW,M'Gladbach,Bundesliga,22,1999,0.6,23,21,2,0,0,5,2,2,0,0,0,0,18,3,2,10,10,0,2,0,17,0,0,1,1
Saïd Benrahma,ALG,FW,West Ham,Premier League,25,1995,24.1,831,810,21,4,2,151,19,64,1,0,0,0,611,105,115,135,648,25,4,7,625,1,20,39,34
Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,26,1995,22.4,1295,1157,138,34,1,190,26,16,1,0,0,0,879,214,202,838,269,54,99,1,1060,6,25,37,30
Nabil Bentaleb,ALG,MF,Angers,Ligue 1,26,1994,16.8,920,892,28,27,0,140,23,7,0,0,0,0,722,98,100,738,130,28,1,5,767,1,23,25,21
Rodrigo Bentancur,URU,MF,Tottenham,Premier League,24,1997,15.1,1015,995,20,17,2,134,23,10,0,0,0,0,865,60,90,190,781,24,3,1,905,0,6,20,21
Rodrigo Bentancur,URU,MF,Juventus,Serie A,24,1997,12.8,756,745,11,11,1,107,15,4,0,0,0,0,626,51,79,133,577,28,0,1,660,0,6,23,17
Christian Benteke,BEL,FW,Crystal Palace,Premier League,30,1990,12.7,300,279,21,1,1,113,6,2,0,0,0,0,151,80,69,18,176,33,3,4,205,3,8,15,8
Karim Benzema,FRA,FW,Real Madrid,La Liga,33,1987,28.8,1249,1197,52,3,4,183,19,27,7,0,0,0,1051,123,75,194,1017,16,3,14,1058,13,23,55,32
Alessandro Berardi,ITA,GK,Hellas Verona,Serie A,30,1991,1.0,30,21,9,2,0,9,0,0,0,0,0,0,11,0,19,0,24,0,0,5,14,0,1,0,0
Domenico Berardi,ITA,FW,Sassuolo,Serie A,26,1994,31.3,1416,1302,114,42,6,289,89,51,59,37,5,2,914,204,298,1171,156,44,13,11,1017,4,24,64,72
Yuri Berchiche,ESP,DF,Athletic Club,La Liga,31,1990,11.3,641,522,119,17,0,96,20,29,0,0,0,0,379,140,122,459,33,28,102,3,509,4,11,26,18
Álex Berenguer,ESP,MF,Athletic Club,La Liga,26,1995,24.1,867,761,106,25,4,172,29,73,72,18,26,4,504,129,234,67,715,35,7,5,559,9,22,44,47
Bartosz Bereszyński,POL,DF,Sampdoria,Serie A,29,1992,32.7,1645,1358,287,45,0,217,25,49,1,0,0,0,1011,319,315,116,1190,62,241,5,1285,4,20,60,62
Jóhann Berg Guðmundsson,ISL,MF,Burnley,Premier League,30,1990,12.2,345,342,3,0,2,77,15,42,1,1,0,0,191,57,97,253,44,27,1,3,218,3,8,11,22
Patrick Berg,NOR,MF,Lens,Ligue 1,23,1997,3.4,210,208,2,2,0,28,9,2,0,0,0,0,157,20,33,24,180,3,0,0,176,0,4,5,2
Mitchell van Bergen,NED,FW,Reims,Ligue 1,21,1999,10.9,230,192,38,11,1,28,9,26,19,7,11,0,142,34,54,18,204,5,1,0,149,3,5,12,15
Steven Bergwijn,NED,FW,Tottenham,Premier League,23,1997,6.3,178,171,7,1,1,32,2,6,1,1,0,0,140,19,19,8,158,5,5,1,148,0,3,10,6
Etrit Berisha,ALB,GK,Torino,Serie A,32,1989,10.0,320,215,105,28,0,18,4,0,0,0,0,0,104,13,203,201,57,0,0,38,169,1,12,1,2
Valon Berisha,KVX,MF,Reims,Ligue 1,28,1993,5.1,185,152,33,9,0,23,14,5,20,5,7,4,94,36,55,22,150,6,0,4,128,2,7,13,2
Federico Bernardeschi,ITA,MF,Juventus,Serie A,27,1994,16.4,599,549,50,14,2,86,33,33,23,7,9,1,422,73,104,537,31,11,13,2,460,4,12,27,25
Paul Bernardoni,FRA,GK,Saint-Étienne,Ligue 1,24,1997,19.0,578,382,196,59,0,30,8,0,0,0,0,0,220,14,344,379,51,2,0,117,332,2,27,2,1
Paul Bernardoni,FRA,GK,Angers,Ligue 1,24,1997,13.0,337,212,125,27,0,13,8,0,0,0,0,0,185,17,135,194,46,0,0,82,263,2,9,3,0
Juan Bernat,ESP,DF,Paris S-G,Ligue 1,28,1993,10.6,701,634,67,12,1,74,4,16,0,0,0,0,572,95,34,590,37,15,55,1,648,1,2,13,5
Dimitry Bertaud,FRA,GK,Montpellier,Ligue 1,23,1998,9.3,312,215,97,13,0,16,2,0,0,0,0,0,161,14,137,26,216,0,0,56,221,1,4,3,1
Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,31,1990,19.2,1396,1242,154,73,4,199,56,46,77,35,25,4,1000,141,255,1245,97,39,3,1,1140,1,34,49,21
Nicolò Bertola,ITA,MF,Spezia,Serie A,18,2003,0.4,14,14,0,0,0,4,0,0,0,0,0,0,8,3,3,4,7,1,0,1,9,0,0,1,1
Ryan Bertrand,ENG,DF,Leicester City,Premier League,31,1989,3.7,191,143,48,4,0,24,6,1,10,4,4,1,115,48,28,136,11,9,34,0,154,0,4,6,8
Daniel Bessa,ITA,MF,Hellas Verona,Serie A,28,1993,8.5,482,458,24,13,1,97,14,11,8,3,4,0,361,52,69,17,435,13,3,5,389,2,8,16,12
Beto,GNB,FW,Udinese,Serie A,23,1998,24.1,375,348,27,0,0,122,8,12,0,0,0,0,227,71,77,30,245,30,3,12,267,0,1,22,8
Louis Beyer,GER,DF,M'Gladbach,Bundesliga,21,2000,15.4,933,897,36,16,0,95,22,5,0,0,0,0,760,76,97,123,744,36,20,4,833,1,15,14,11
Bartosz Bialek,POL,FW,Wolfsburg,Bundesliga,19,2001,2.0,44,43,1,0,0,14,2,0,0,0,0,0,18,13,13,2,36,3,0,0,25,0,1,4,4
Giulian Biancone,FRA,DF,Troyes,Ligue 1,21,2000,25.5,1297,1126,171,29,0,145,38,72,0,0,0,0,766,227,304,179,874,65,142,7,970,5,17,60,37
Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,31,1990,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,0,0
