Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
Julian Draxler,GER,FW,Paris S-G,Ligue 1,27,1993,6.1,302,295,7,1,1,53,8,4,3,2,0,0,263,22,17,32,266,0,2,0,275,3,3,9,1
Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,32,1989,16.0,421,243,178,44,0,21,10,0,0,0,0,0,176,22,223,23,331,1,0,44,271,1,7,3,4
Domingos Duarte,POR,DF,Granada,La Liga,26,1995,18.7,702,666,36,33,0,96,24,0,0,0,0,0,434,69,199,41,566,61,3,1,548,1,14,18,6
Óscar Duarte,CRC,DF,Levante,La Liga,32,1989,19.7,961,913,48,41,0,97,27,0,0,0,0,0,648,81,232,189,647,70,0,4,810,5,18,12,6
Rubén Duarte,ESP,DF,Alavés,La Liga,25,1995,29.1,1346,1008,338,25,0,214,39,77,12,8,3,0,536,287,523,809,113,79,301,0,914,10,33,43,47
Leo Dubois,FRA,DF,Lyon,Ligue 1,26,1994,19.4,1358,1164,194,21,2,125,34,58,4,0,3,0,906,235,217,131,1002,44,169,0,1138,3,18,47,24
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,32,1989,26.0,845,503,342,105,0,59,23,0,0,0,0,0,304,11,530,44,669,0,0,86,535,5,18,5,2
Ondrej Duda,SVK,MF,Köln,Bundesliga,26,1994,17.9,681,625,56,12,3,137,21,13,18,4,9,0,424,134,123,95,522,34,5,6,506,7,23,38,23
Jeremy Dudziak,TUN,MF,Greuther Fürth,Bundesliga,25,1995,12.6,329,287,42,14,2,87,3,23,17,13,2,0,199,57,73,268,34,14,1,0,222,3,9,19,17
Shane Duffy,IRL,DF,Brighton,Premier League,29,1992,16.0,1007,987,20,12,0,82,26,0,0,0,0,0,791,64,152,71,839,57,7,3,894,1,16,13,6
Unai Dufur,ESP,DF,Osasuna,La Liga,22,1999,1.0,50,50,0,0,0,6,1,0,0,0,0,0,32,2,16,3,38,5,0,0,37,0,0,2,1
Denzel Dumfries,NED,DF,Inter,Serie A,25,1996,22.5,864,720,144,1,0,129,13,52,0,0,0,0,528,180,156,95,540,47,143,3,647,4,4,35,35
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,29,1991,2.2,68,49,19,1,0,7,1,3,0,0,0,0,35,11,22,40,2,5,18,0,51,0,0,4,1
Alfred Duncan,GHA,MF,Fiorentina,Serie A,28,1993,21.5,950,928,22,11,5,126,51,29,3,1,0,0,677,123,150,849,48,28,8,3,751,6,20,43,36
Lewis Dunk,ENG,DF,Brighton,Premier League,29,1991,28.6,1881,1823,58,53,1,140,48,6,0,0,0,0,1490,129,262,121,1638,59,4,16,1676,2,29,35,12
Milan Đurić,BIH,FW,Salernitana,Serie A,31,1990,24.1,682,664,18,1,0,347,2,7,0,0,0,0,224,249,209,39,216,122,2,50,427,2,10,31,10
Filip Đuričić,SRB,MF,Sassuolo,Serie A,29,1992,7.5,226,215,11,3,1,53,2,0,0,0,0,0,184,22,20,16,198,5,4,0,184,0,1,10,14
Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,29,1992,5.3,274,207,67,2,0,32,6,13,0,0,0,0,135,57,82,37,157,10,65,2,190,1,7,8,8
Hugo Duro,ESP,FW,Valencia,La Liga,21,1999,20.4,391,372,19,4,1,105,2,8,0,0,0,0,224,93,74,196,103,44,4,12,282,2,8,12,15
Hugo Duro,ESP,DF,Getafe,La Liga,21,1999,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,0,3,0,0,0,1
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,24,1997,33.4,1791,1482,309,28,2,155,48,60,0,0,0,0,994,356,441,353,1047,84,281,1,1351,3,35,90,54
Paulo Dybala,ARG,FW,Juventus,Serie A,27,1993,22.9,1130,1019,111,27,1,168,66,33,40,11,19,1,814,155,161,982,100,21,7,16,916,4,15,40,28
Edin Džeko,BIH,FW,Inter,Serie A,35,1986,27.4,814,786,28,1,1,233,32,37,0,0,0,0,499,149,166,179,506,44,2,20,577,2,15,55,37
Enzo Ebosse,CMR,DF,Angers,Ligue 1,22,1999,21.0,1080,1011,69,31,0,94,29,11,0,0,0,0,839,98,143,862,124,37,38,1,916,1,12,24,22
Tyronne Ebuehi,NGA,DF,Venezia,Serie A,25,1995,12.6,508,410,98,4,0,86,4,20,0,0,0,0,302,114,92,49,335,18,94,1,397,0,9,12,27
Éderson,BRA,MF,Salernitana,Serie A,22,1999,12.7,371,368,3,3,2,89,13,6,0,0,0,0,292,34,45,38,311,12,0,2,303,1,5,13,15
Ederson,BRA,GK,Manchester City,Premier League,27,1993,37.0,1089,913,176,37,2,93,31,0,0,0,0,0,794,51,244,744,177,2,1,151,976,1,16,6,1
Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,23,1998,17.4,435,415,20,0,1,138,3,8,0,0,0,0,313,72,50,45,318,24,3,13,315,4,2,27,17
CJ Egan-Riley,ENG,DF,Manchester City,Premier League,18,2003,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,24,1996,24.4,933,915,18,11,1,218,14,11,2,0,0,0,623,115,195,134,677,54,5,6,707,3,14,39,36
Lilian Egloff,GER,FW,Stuttgart,Bundesliga,18,2002,0.3,9,9,0,0,0,2,1,0,0,0,0,0,6,2,1,2,5,0,0,1,6,0,0,0,1
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,26,1995,7.6,370,293,77,5,0,54,7,16,0,0,0,0,198,74,98,13,257,16,71,1,255,0,12,13,21
Julian Eitschberger,GER,DF,Hertha BSC,Bundesliga,17,2004,0.5,31,28,3,1,0,7,0,1,0,0,0,0,20,6,5,6,21,2,2,0,22,0,0,1,2
Albin Ekdal,SWE,MF,Sampdoria,Serie A,32,1989,18.2,721,672,49,47,0,126,11,1,0,0,0,0,481,115,125,77,568,51,2,3,583,3,5,20,16
Hugo Ekitike,FRA,FW,Reims,Ligue 1,19,2002,14.1,405,377,28,3,0,115,6,10,1,0,1,0,281,70,54,41,318,22,0,1,288,1,7,26,18
Jurgen Ekkelenkamp,NED,MF,Hertha BSC,Bundesliga,21,2000,8.0,240,230,10,2,1,48,5,4,2,0,0,0,145,55,40,55,153,18,5,2,162,1,1,13,12
Caleb Ekuban,GHA,FW,Genoa,Serie A,27,1994,19.1,434,417,17,1,2,136,4,11,0,0,0,0,303,76,55,81,286,22,1,14,302,0,8,37,20
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,19,2002,13.5,441,429,12,0,1,104,6,16,0,0,0,0,329,58,54,76,316,18,12,1,346,1,4,27,16
Alberth Elis,HON,FW,Bordeaux,Ligue 1,25,1996,15.7,322,303,19,0,0,101,6,31,0,0,0,0,205,68,49,11,268,12,5,3,200,0,7,27,27
Harvey Elliott,ENG,MF,Liverpool,Premier League,18,2003,3.8,249,241,8,0,0,23,3,7,2,1,0,0,189,30,30,220,21,3,3,2,210,2,0,7,10
Elif Elmas,MKD,FW,Napoli,Serie A,21,1999,18.0,824,794,30,7,0,107,13,8,9,3,2,0,687,89,48,137,662,11,7,1,715,4,7,29,14
Mohamed Elneny,EGY,MF,Arsenal,Premier League,29,1992,9.0,554,538,16,15,1,59,4,0,0,0,0,0,460,46,48,27,498,21,0,0,518,0,1,12,3
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,27,1994,23.4,1164,1087,77,33,1,118,32,3,0,0,0,0,841,104,219,118,880,72,44,3,991,1,23,18,13
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,24,1996,27.0,1703,1613,90,74,1,172,33,0,0,0,0,0,1467,105,131,416,1149,74,7,1,1587,0,6,19,10
Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,18,2003,19.8,252,241,11,0,0,56,2,15,0,0,0,0,193,35,24,24,205,14,1,1,168,2,8,19,11
Mohamed Elyounoussi,NOR,MF,Southampton,Premier League,26,1994,22.7,639,634,5,2,2,163,6,35,1,0,0,0,430,104,105,99,466,42,2,5,451,2,6,36,31
Adri Embarba,ESP,FW,Espanyol,La Liga,29,1992,22.1,794,641,153,40,0,148,38,77,107,36,42,2,422,128,244,116,615,30,6,9,491,6,27,26,47
Breel Embolo,SUI,FW,M'Gladbach,Bundesliga,24,1997,24.1,587,551,36,2,5,183,5,6,0,0,0,0,436,103,48,57,450,24,1,23,430,2,4,39,29
Emerson,BRA,DF,Barcelona,La Liga,22,1999,1.0,69,55,14,0,0,10,1,2,0,0,0,0,48,16,5,3,51,0,14,1,58,0,0,4,3
Emerson,BRA,DF,Tottenham,Premier League,22,1999,25.4,1441,1175,266,25,0,199,16,60,1,0,0,0,911,319,211,127,991,59,240,4,1178,1,13,37,57
Renaud Emond,BEL,MF,Nantes,Ligue 1,29,1991,2.1,33,32,1,0,0,14,0,0,0,0,0,0,14,12,7,3,21,3,0,2,23,0,0,1,0
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,24,1997,14.2,183,168,15,0,2,57,7,4,0,0,0,0,101,46,36,121,12,22,0,4,126,1,4,7,6
Keita Endo,JPN,MF,Union Berlin,Bundesliga,23,1997,0.6,27,27,0,0,0,5,0,2,0,0,0,0,20,2,5,8,16,2,0,0,18,0,0,1,2
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,28,1993,32.2,1564,1541,23,16,3,346,29,9,1,0,0,0,1133,192,239,238,1162,88,5,1,1282,9,13,49,35
Christian Eriksen,DEN,MF,Brentford,Premier League,29,1992,10.4,634,523,111,43,3,66,50,30,55,22,20,6,375,65,194,166,443,19,4,1,472,3,9,12,13
Martin Erlic,CRO,DF,Spezia,Serie A,23,1998,28.6,1048,997,51,46,1,117,35,3,0,0,0,0,712,103,233,136,787,84,1,2,855,4,34,17,5
Gonzalo Escalante,ARG,MF,Alavés,La Liga,28,1993,14.4,403,399,4,1,0,112,9,3,0,0,0,0,218,58,127,35,278,55,0,2,278,0,9,15,14
Gonzalo Escalante,ARG,MF,Lazio,Serie A,28,1993,0.1,5,4,1,1,0,2,0,0,0,0,0,0,3,1,1,0,5,0,0,0,4,0,0,0,0
Aarón Escandell,ESP,GK,Granada,La Liga,25,1995,3.2,125,72,53,16,0,5,5,0,0,0,0,0,30,6,89,12,85,1,0,13,72,0,4,3,0
Sergio Escudero,ESP,DF,Granada,La Liga,31,1989,15.9,721,554,167,24,0,103,20,35,5,0,1,0,334,163,224,457,61,36,138,5,524,2,17,20,15
Alfonso Espino,URU,DF,Cádiz,La Liga,29,1992,37.0,1778,1392,386,54,4,228,89,105,7,2,4,0,828,358,592,1068,266,81,325,7,1124,12,62,79,96
Michael Esser,GER,GK,Bochum,Bundesliga,33,1987,3.0,134,101,33,3,0,25,0,0,0,0,0,0,56,3,75,14,102,0,0,9,80,1,7,2,0
Estanis,ESP,FW,Barcelona,La Liga,17,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Maxime Estève,FRA,DF,Montpellier,Ligue 1,19,2002,20.6,814,778,36,26,0,73,31,0,0,0,0,0,655,61,98,517,220,53,2,2,700,0,11,23,15
Pervis Estupiñán,ECU,DF,Villarreal,La Liga,23,1998,17.5,1057,882,175,13,0,160,19,63,1,0,0,0,682,204,171,728,110,36,161,3,836,3,9,32,48
Oghenekaro Etebo,NGA,MF,Watford,Premier League,25,1995,4.5,157,147,10,10,0,18,9,1,0,0,0,0,125,7,25,19,134,2,0,2,141,1,4,6,1
Jonny Evans,NIR,DF,Leicester City,Premier League,33,1988,15.0,976,936,40,32,1,129,14,3,0,0,0,0,692,72,212,338,543,50,8,2,812,2,22,20,7
Eberechi Eze,ENG,MF,Crystal Palace,Premier League,23,1998,6.7,304,271,33,11,1,67,11,10,19,9,4,1,211,37,56,65,218,7,1,2,235,3,6,12,8
Abdessamad Ezzalzouli,MAR,FW,Barcelona,La Liga,19,2001,6.4,189,184,5,1,0,35,4,21,1,0,0,0,141,25,23,28,150,4,3,2,138,0,0,11,9
Łukasz Fabiański,POL,GK,West Ham,Premier League,36,1985,37.0,1006,657,349,69,0,76,26,0,0,0,0,0,385,42,579,58,737,4,0,145,636,0,31,5,3
Fabinho,BRA,MF,Liverpool,Premier League,27,1993,25.7,1522,1489,33,32,1,230,18,6,0,0,0,0,1139,164,219,115,1291,76,1,6,1341,2,16,24,21
Fábio,BRA,DF,Nantes,Ligue 1,31,1990,18.5,853,653,200,19,0,123,15,31,0,0,0,0,435,198,220,179,418,36,181,8,630,5,22,32,23
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,34,1987,0.4,53,46,7,4,0,8,2,3,2,0,1,0,33,9,11,3,48,1,1,0,42,1,1,1,1
Wout Faes,BEL,DF,Reims,Ligue 1,23,1998,37.0,1432,1379,53,46,0,127,44,2,0,0,0,0,1090,110,232,231,1105,71,2,7,1256,5,31,24,20
Wahidullah Faghir,DEN,FW,Stuttgart,Bundesliga,18,2003,1.4,33,32,1,1,0,12,0,0,0,0,0,0,22,6,5,1,25,1,0,3,21,0,1,1,0
Romain Faivre,FRA,MF,Brest,Ligue 1,23,1998,19.9,860,731,129,27,3,118,48,45,66,37,19,4,633,82,145,695,134,13,7,5,667,4,13,33,26
Romain Faivre,FRA,FW,Lyon,Ligue 1,23,1998,9.9,596,531,65,20,2,91,27,25,37,19,12,0,458,47,91,522,59,6,3,3,489,4,5,24,9
Radamel Falcao,COL,FW,Rayo Vallecano,La Liga,35,1986,9.3,174,163,11,0,1,65,2,3,0,0,0,0,104,47,23,31,112,7,1,5,133,1,3,5,6
Diego Falcinelli,ITA,FW,Bologna,Serie A,30,1991,0.7,21,20,1,1,0,10,1,0,0,0,0,0,14,3,4,7,9,2,0,0,13,0,0,1,0
Wladimiro Falcone,ITA,GK,Sampdoria,Serie A,26,1995,9.5,358,262,96,22,0,37,7,0,0,0,0,0,165,9,184,36,259,1,0,44,250,1,6,1,1
Fali,ESP,DF,Cádiz,La Liga,27,1993,20.0,674,638,36,22,2,72,22,8,0,0,0,0,411,66,197,132,466,41,13,1,523,2,24,12,6
Paolo Faragò,ITA,MF,Cagliari,Serie A,28,1993,0.2,8,8,0,0,0,2,0,0,0,0,0,0,5,1,2,0,6,1,0,0,7,0,0,0,0
Omar Faraj,SWE,FW,Levante,La Liga,19,2002,0.0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,29,1991,28.6,1369,1073,296,18,3,166,40,72,0,0,0,0,560,363,446,145,855,59,278,2,959,12,50,60,52
Mohamed Fares,ALG,DF,Genoa,Serie A,25,1996,6.5,258,209,49,5,0,47,14,19,0,0,0,0,129,65,64,175,23,9,44,1,178,5,3,10,15
Diego Farias,BRA,MF,Cagliari,Serie A,31,1990,0.7,35,34,1,0,0,7,1,2,0,0,0,0,25,3,7,6,26,0,1,0,29,0,1,1,2
Wuilker Faríñez,VEN,GK,Lens,Ligue 1,23,1998,12.3,303,206,97,16,0,14,6,0,0,0,0,0,195,9,99,28,204,0,0,59,239,2,11,1,0
Ömer Faruk Beyaz,TUR,FW,Stuttgart,Bundesliga,17,2003,0.8,39,39,0,0,0,10,0,0,0,0,0,0,29,3,7,30,7,1,0,0,29,0,1,1,3
Noah Fatar,FRA,DF,Angers,Ligue 1,19,2002,0.1,7,3,4,0,0,1,0,0,0,0,0,0,2,4,1,3,0,0,4,0,4,0,0,0,0
Ansu Fati,ESP,FW,Barcelona,La Liga,18,2002,3.7,164,154,10,3,0,27,2,4,4,0,1,0,136,21,7,23,138,0,2,0,136,2,1,10,5
Julien Faussurier,FRA,MF,Brest,Ligue 1,34,1987,5.4,266,219,47,2,0,35,14,30,5,1,2,0,143,59,64,17,197,8,40,0,199,2,2,16,10
Andrea Favilli,ITA,FW,Genoa,Serie A,24,1997,0.4,6,4,2,0,0,1,0,0,0,0,0,0,6,0,0,5,1,0,0,0,5,0,0,1,0
Federico Fazio,ARG,DF,Salernitana,Serie A,34,1987,15.9,625,573,52,34,0,105,13,5,0,0,0,0,421,72,132,138,388,46,18,2,518,2,4,14,9
Aleix Febas,ESP,MF,Mallorca,La Liga,25,1996,1.3,56,55,1,1,0,12,4,0,0,0,0,0,41,11,4,9,44,1,0,0,50,0,1,4,1
Adrian Fein,GER,MF,Greuther Fürth,Bundesliga,22,1999,0.4,9,8,1,0,0,0,0,0,0,0,0,0,5,1,3,0,8,0,1,0,6,0,1,0,0
Nabil Fekir,FRA,MF,Betis,La Liga,28,1993,31.0,1507,1285,222,76,5,265,85,63,130,40,56,6,1104,112,291,1317,139,19,7,4,1216,6,25,39,36
Felipe,BRA,DF,Atlético Madrid,La Liga,32,1989,16.7,793,759,34,31,0,95,26,0,0,0,0,0,546,85,162,92,585,67,3,8,659,6,15,19,12
Luiz Felipe,ITA,DF,Lazio,Serie A,24,1997,27.7,1818,1747,71,56,0,134,37,2,0,0,0,0,1549,130,139,184,1535,52,11,4,1673,3,9,30,12
João Félix,POR,FW,Atlético Madrid,La Liga,21,1999,14.0,460,427,33,9,4,106,15,18,2,1,0,0,301,69,90,38,375,17,9,5,342,4,10,27,12
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,23,1997,8.7,414,391,23,9,0,59,10,1,0,0,0,0,290,32,92,289,76,22,13,3,331,1,13,11,8
Kiko Femenía,ESP,DF,Watford,Premier League,30,1991,23.8,1196,889,307,28,1,104,23,55,36,24,11,0,592,255,349,118,758,59,243,4,856,2,27,38,37
Evan Ferguson,IRL,MF,Brighton,Premier League,16,2004,0.3,7,7,0,0,0,4,1,1,0,0,0,0,5,0,2,2,4,0,0,0,6,0,0,1,0
Nathan Ferguson,ENG,DF,Crystal Palace,Premier League,20,2000,0.1,5,3,2,0,0,1,0,0,0,0,0,0,0,3,2,1,1,1,2,0,3,0,0,0,0
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,26,1994,34.6,2024,1836,188,45,15,344,106,82,67,21,30,0,1362,199,463,133,1803,44,22,8,1524,21,47,98,57
Edimilson Fernandes,SUI,DF,Arminia,Bundesliga,25,1996,3.1,124,118,6,1,0,32,5,8,3,0,1,0,80,17,27,13,101,4,2,1,93,0,2,0,6
Aitor Fernández,ESP,GK,Levante,La Liga,30,1991,13.0,381,262,119,28,0,19,12,0,0,0,0,0,181,24,176,29,271,0,0,63,267,2,12,3,1
Álex Fernández,ESP,MF,Cádiz,La Liga,28,1992,22.8,1023,942,81,34,3,151,54,34,32,9,14,3,707,103,213,197,765,37,5,5,816,3,14,34,26
Álvaro Fernández,ESP,GK,Brentford,Premier League,23,1998,12.0,500,382,118,35,0,34,8,0,0,0,0,0,238,13,249,47,368,0,0,56,322,1,17,7,2
Federico Fernández,ARG,DF,Newcastle Utd,Premier League,32,1989,5.8,214,207,7,5,0,20,6,0,0,0,0,0,161,10,43,11,189,9,2,1,183,0,4,4,1
Fernandinho,BRA,MF,Manchester City,Premier League,36,1985,10.7,806,800,6,5,5,104,15,4,0,0,0,0,664,58,84,84,694,16,1,2,730,1,5,21,6
Fernando,BRA,MF,Sevilla,La Liga,34,1987,20.6,1248,1210,38,34,0,121,66,2,0,0,0,0,971,116,161,99,1052,63,4,5,1121,4,18,22,14
Alex Ferrari,ITA,DF,Sampdoria,Serie A,27,1994,18.3,813,740,73,47,0,101,10,4,0,0,0,0,605,80,128,166,579,28,22,2,688,2,16,20,16
Salvador Ferrer,ESP,DF,Spezia,Serie A,23,1998,16.6,754,629,125,12,0,98,26,33,3,1,2,0,415,161,178,54,535,32,110,2,588,1,9,34,26
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,29,1992,32.3,2502,2402,100,75,2,310,101,25,2,0,0,0,1847,234,421,108,2286,69,22,4,2100,9,34,81,37
Riccardo Fiamozzi,ITA,DF,Empoli,Serie A,28,1993,6.9,388,303,85,5,3,34,15,12,1,1,0,0,213,84,91,26,279,3,79,0,292,0,6,20,20
Fidel,ESP,MF,Elche,La Liga,31,1989,25.1,1095,1010,85,24,4,184,38,52,45,19,22,1,745,150,200,964,81,25,16,3,813,7,21,67,44
Karol Fila,POL,DF,Strasbourg,Ligue 1,23,1998,6.2,383,306,77,9,0,43,3,15,0,0,0,0,248,62,73,28,277,4,68,0,298,1,3,11,13
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,32,1989,3.2,71,70,1,0,1,22,1,1,0,0,0,0,43,14,14,12,45,7,0,2,43,0,0,7,6
Luca Fiordilino,ITA,MF,Venezia,Serie A,25,1996,7.3,295,284,11,7,0,35,10,5,2,0,0,0,228,28,39,12,266,9,1,2,251,1,4,10,6
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,31,1990,1.0,31,19,12,1,0,5,0,0,0,0,0,0,8,4,19,1,25,0,0,4,23,0,0,0,0
Roberto Firmino,BRA,FW,Liverpool,Premier League,29,1991,11.0,501,485,16,1,2,118,9,8,0,0,0,0,392,65,44,50,417,15,7,2,393,0,4,30,24
Junior Firpo,ESP,DF,Leeds United,Premier League,24,1996,19.0,931,777,154,10,0,133,14,27,0,0,0,0,576,221,134,602,125,37,144,6,775,4,13,32,19
Mark Flekken,NED,GK,Freiburg,Bundesliga,28,1993,32.0,1335,998,337,96,0,90,50,0,0,0,0,0,586,35,714,240,933,0,0,117,912,5,45,10,5
Ashley Fletcher,ENG,FW,Watford,Premier League,25,1995,0.3,9,9,0,0,0,5,0,0,0,0,0,0,3,5,1,1,4,1,0,1,3,0,0,1,2
Alexis Flips,FRA,FW,Reims,Ligue 1,21,2000,11.7,500,394,106,29,2,109,23,49,43,17,18,2,275,86,139,89,359,11,30,4,309,4,18,25,23
Alessandro Florenzi,ITA,DF,Milan,Serie A,30,1991,12.8,805,685,120,22,1,62,36,31,17,8,5,1,455,163,187,43,650,15,81,5,650,4,9,18,19
Phil Foden,ENG,FW,Manchester City,Premier League,21,2000,23.6,1096,990,106,20,6,174,58,59,67,29,24,3,826,102,168,1001,56,21,6,6,884,3,13,39,34
Mamadou Fofana,MLI,DF,Metz,Ligue 1,23,1998,0.4,4,3,1,1,0,0,0,0,0,0,0,0,2,1,1,0,4,0,0,0,3,0,0,0,0
Seko Fofana,CIV,MF,Lens,Ligue 1,26,1995,37.3,1819,1802,17,11,3,277,50,34,0,0,0,0,1538,149,132,259,1500,39,5,6,1596,2,20,57,36
Wesley Fofana,FRA,DF,Leicester City,Premier League,20,2000,7.0,504,494,10,8,0,57,4,0,0,0,0,0,420,28,56,47,417,21,2,0,452,0,8,9,4
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,22,1999,24.3,1198,1176,22,21,6,212,31,9,0,0,0,0,891,111,196,176,947,51,1,10,920,12,22,65,24
Thomas Foket,BEL,DF,Reims,Ligue 1,26,1994,24.8,1096,926,170,20,0,142,32,50,2,2,0,0,659,224,213,103,783,49,148,0,861,3,24,38,36
Thomas Fontaine,MAD,DF,Lorient,Ligue 1,30,1991,1.9,53,51,2,2,0,6,2,0,0,0,0,0,40,3,10,35,14,4,0,0,45,0,1,1,3
José Fontán,ESP,DF,Celta Vigo,La Liga,21,2000,3.1,204,193,11,5,0,17,7,4,0,0,0,0,162,12,30,162,29,5,6,0,172,1,2,3,0
José Fonte,POR,DF,Lille,Ligue 1,37,1983,38.0,2090,2021,69,59,1,223,97,7,0,0,0,0,1549,191,350,219,1663,122,8,12,1815,4,50,34,25
Fernando Forestieri,ITA,FW,Udinese,Serie A,31,1990,0.6,23,20,3,1,0,0,0,3,1,1,0,0,15,2,6,1,20,1,1,0,16,0,0,1,1
Pablo Fornals,ESP,FW,West Ham,Premier League,25,1996,31.1,1381,1310,71,7,12,241,47,49,42,32,2,1,973,167,241,153,1155,33,6,11,1036,4,22,68,52
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,29,1991,19.0,773,726,47,18,8,131,14,17,19,7,12,0,602,87,84,77,639,17,5,25,637,3,8,27,20
Adam Forshaw,ENG,MF,Leeds United,Premier League,29,1991,17.0,811,783,28,24,1,123,36,5,0,0,0,0,593,87,131,108,660,27,3,2,679,6,11,25,15
Marcus Forss,FIN,FW,Brentford,Premier League,22,1999,2.3,41,38,3,0,0,12,0,1,0,0,0,0,18,13,10,3,25,8,0,1,24,1,1,2,1
Fraser Forster,ENG,GK,Southampton,Premier League,33,1988,19.0,596,391,205,64,0,45,19,0,0,0,0,0,223,21,352,76,409,2,0,69,347,2,23,5,1
Philipp Förster,GER,FW,Stuttgart,Bundesliga,26,1995,10.7,429,412,17,2,1,99,2,4,2,0,0,0,342,56,31,346,51,8,10,4,373,1,2,18,11
Francesco Forte,ITA,FW,Venezia,Serie A,28,1993,4.7,77,70,7,0,0,32,1,3,0,0,0,0,44,16,17,41,14,7,0,3,55,0,3,4,3
Steven Fortes,CPV,DF,Lens,Ligue 1,29,1992,1.0,29,28,1,1,0,3,4,0,0,0,0,0,21,3,5,3,24,1,0,0,25,0,2,2,0
Ben Foster,ENG,GK,Watford,Premier League,38,1983,26.0,869,547,322,97,1,61,38,0,0,0,0,0,174,36,659,616,141,0,0,70,417,5,40,12,5
Tariqe Fosu,GHA,DF,Brentford,Premier League,25,1995,0.2,8,8,0,0,0,0,0,1,0,0,0,0,5,1,2,1,6,1,0,0,6,0,0,0,0
Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,23,1998,1.6,92,66,26,3,0,10,1,4,0,0,0,0,49,23,20,5,59,2,23,0,72,0,0,6,2
Dimitri Foulquier,FRA,DF,Valencia,La Liga,28,1993,26.0,1007,762,245,26,0,131,27,35,0,0,0,0,468,275,264,113,601,52,219,4,705,2,38,31,52
Dimitri Foulquier,FRA,DF,Granada,La Liga,28,1993,2.0,76,52,24,1,0,14,2,5,0,0,0,0,33,22,21,7,39,5,23,0,52,0,1,2,9
Juan Foyth,ARG,DF,Villarreal,La Liga,23,1998,21.4,1180,975,205,18,3,183,14,10,0,0,0,0,797,210,173,61,851,48,187,6,1000,4,14,35,25
Gianluca Frabotta,ITA,DF,Hellas Verona,Serie A,22,1999,0.2,9,9,0,0,0,0,0,0,0,0,0,0,6,0,3,6,1,2,0,0,4,0,0,0,0
Raphael Framberger,GER,DF,Augsburg,Bundesliga,25,1995,9.4,446,351,95,4,0,52,11,24,0,0,0,0,199,121,126,36,293,19,91,1,295,4,16,21,15
Przemysław Frankowski,POL,DF,Lens,Ligue 1,26,1995,27.2,1442,1212,230,13,1,151,22,51,5,2,3,0,962,293,187,228,939,52,212,7,1179,8,19,54,53
Enric Franquesa,ESP,DF,Levante,La Liga,24,1997,6.9,274,218,56,2,0,39,4,8,1,1,0,0,153,65,56,173,19,19,53,1,210,1,6,7,14
Fransérgio,BRA,MF,Bordeaux,Ligue 1,30,1990,14.0,538,521,17,10,1,96,25,2,2,1,0,0,352,73,113,74,404,32,4,5,386,2,16,32,22
Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,27,1994,16.3,478,435,43,10,0,61,23,61,29,14,6,6,284,55,139,74,369,23,3,4,333,6,18,10,9
Davide Frattesi,ITA,MF,Sassuolo,Serie A,21,1999,31.7,1265,1230,35,28,2,197,30,19,1,1,0,0,1029,109,127,225,978,39,6,7,1059,3,21,44,36
Fred,BRA,MF,Manchester Utd,Premier League,28,1993,22.5,1320,1284,36,30,4,210,46,2,0,0,0,0,1030,149,141,864,395,35,6,8,1123,4,18,40,34
