Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
Adrián Butzke,ESP,FW,Granada,La Liga,22,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Bynoe-Gittens,ENG,FW,Dortmund,Bundesliga,16,2004,4,1,134,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.6,0.32,0.1,0.42,0.32,0.42
Sam Byram,ENG,DF,Norwich City,Premier League,27,1993,15,11,1027,11.4,0,0,0,0,0,3,0,0,0,0,0,0,0.9,0.9,0.2,1.1,0.08,0.02,0.1,0.08,0.1
Erick Cabaco,URU,DF,Getafe,La Liga,26,1995,10,5,403,4.5,0,1,0,0,0,4,1,0,0.22,0.22,0,0.22,0.4,0.4,0.4,0.8,0.09,0.08,0.17,0.09,0.17
Willy Caballero,ARG,GK,Southampton,Premier League,39,1981,2,2,180,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rémy Cabella,FRA,MF,Montpellier,Ligue 1,31,1990,5,3,313,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1,1.3,0.09,0.28,0.37,0.09,0.37
Jimmy Cabot,FRA,DF,Angers,Ligue 1,27,1994,24,24,2008,22.3,0,5,0,0,0,4,0,0,0.22,0.22,0,0.22,0.6,0.6,2.4,3,0.03,0.11,0.14,0.03,0.14
Jovane Cabral,CPV,FW,Lazio,Serie A,23,1998,3,2,190,2.1,1,0,1,0,0,0,0,0.47,0,0.47,0.47,0.47,0.9,0.9,0.5,1.4,0.43,0.22,0.65,0.43,0.65
Leandro Cabrera,URU,DF,Espanyol,La Liga,30,1991,37,37,3330,37,2,0,2,0,0,7,0,0.05,0,0.05,0.05,0.05,1.3,1.3,0.3,1.6,0.04,0.01,0.04,0.04,0.04
Liberato Cacace,NZL,DF,Empoli,Serie A,20,2000,10,5,466,5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Martín Cáceres,URU,DF,Levante,La Liga,34,1987,10,9,663,7.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.02,0,0.02
Martín Cáceres,URU,DF,Cagliari,Serie A,34,1987,14,9,832,9.2,1,1,1,0,0,3,1,0.11,0.11,0.22,0.11,0.22,0.3,0.3,0.4,0.7,0.03,0.04,0.07,0.03,0.07
Anthony Caci,FRA,DF,Strasbourg,Ligue 1,24,1997,37,26,2395,26.6,1,3,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,1.2,1.2,4,5.2,0.04,0.15,0.19,0.04,0.19
Mathieu Cafaro,FRA,FW,Reims,Ligue 1,24,1997,4,3,192,2.1,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.11,0.14,0.25,0.11,0.25
Yannick Cahuzac,FRA,MF,Lens,Ligue 1,36,1985,17,6,618,6.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01
Felipe Caicedo,ECU,FW,Inter,Serie A,32,1988,3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.67,0.67,0,0.67
Felipe Caicedo,ECU,FW,Genoa,Serie A,32,1988,9,1,284,3.2,1,2,1,0,0,1,0,0.32,0.63,0.95,0.32,0.95,1.2,1.2,0.9,2.2,0.39,0.29,0.68,0.39,0.68
Moisés Caicedo,ECU,MF,Brighton,Premier League,19,2001,8,8,660,7.3,1,1,1,0,0,2,0,0.14,0.14,0.27,0.14,0.27,0.8,0.8,0.4,1.1,0.1,0.05,0.16,0.1,0.16
Marc-Aurèle Caillard,FRA,GK,Metz,Ligue 1,27,1994,19,17,1542,17.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jens Cajuste,SWE,MF,Reims,Ligue 1,21,1999,8,4,364,4,2,0,1,1,1,0,0,0.49,0,0.49,0.25,0.25,1.9,1.1,0.1,1.2,0.46,0.02,0.48,0.28,0.29
Cala,ESP,DF,Cádiz,La Liga,31,1989,14,10,947,10.5,0,0,0,0,0,8,1,0,0,0,0,0,0.6,0.6,0,0.6,0.05,0,0.05,0.05,0.05
Davide Calabria,ITA,DF,Milan,Serie A,24,1996,26,24,2119,23.5,2,2,2,0,0,2,0,0.08,0.08,0.17,0.08,0.17,3.2,3.2,1.4,4.6,0.14,0.06,0.2,0.14,0.2
Riccardo Calafiori,ITA,DF,Roma,Serie A,19,2002,6,2,174,1.9,0,1,0,0,0,2,0,0,0.52,0.52,0,0.52,0,0,0.8,0.8,0,0.41,0.41,0,0.41
Riccardo Calafiori,ITA,DF,Genoa,Serie A,19,2002,3,1,82,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Mattia Caldara,ITA,DF,Venezia,Serie A,27,1994,31,30,2704,30,1,0,1,0,0,9,0,0.03,0,0.03,0.03,0.03,1.7,1.7,0,1.7,0.06,0,0.06,0.06,0.06
Calderón,ESP,DF,Betis,La Liga,21,2000,1,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.19,0.19,0,0.19
Fernando Calero,ESP,DF,Espanyol,La Liga,25,1995,16,13,1090,12.1,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Duje Ćaleta-Car,CRO,DF,Marseille,Ligue 1,24,1996,26,24,2057,22.9,2,0,2,0,0,6,0,0.09,0,0.09,0.09,0.09,1.6,1.6,0.7,2.2,0.07,0.03,0.1,0.07,0.1
Hakan Çalhanoğlu,TUR,MF,Inter,Serie A,27,1994,34,33,2480,27.6,7,12,4,3,3,11,0,0.25,0.44,0.69,0.15,0.58,6.5,3.9,8.3,12.2,0.23,0.3,0.54,0.14,0.44
Daniel Caligiuri,ITA,DF,Augsburg,Bundesliga,33,1988,28,24,2004,22.3,4,2,1,3,3,4,0,0.18,0.09,0.27,0.04,0.13,4.1,1.9,2.5,4.3,0.19,0.11,0.3,0.08,0.19
José Callejón,ESP,FW,Fiorentina,Serie A,34,1987,30,16,1298,14.4,1,2,1,0,0,0,0,0.07,0.14,0.21,0.07,0.21,1.7,1.7,3,4.8,0.12,0.21,0.33,0.12,0.33
Lucas Calodat,FRA,DF,Saint-Étienne,Ligue 1,19,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,24,1997,17,15,1283,14.3,5,2,3,2,3,2,0,0.35,0.14,0.49,0.21,0.35,6.8,4.6,1.8,6.4,0.48,0.13,0.61,0.32,0.45
Mahdi Camara,FRA,MF,Saint-Étienne,Ligue 1,23,1998,35,34,3073,34.1,3,0,3,0,0,8,0,0.09,0,0.09,0.09,0.09,2.5,2.5,1.9,4.4,0.07,0.06,0.13,0.07,0.13
Mamadou Camara,FRA,FW,Troyes,Ligue 1,20,2001,3,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.16,0,0.16,0.16,0.16
Víctor Camarasa,ESP,MF,Betis,La Liga,27,1994,7,0,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Eduardo Camavinga,FRA,MF,Rennes,Ligue 1,18,2002,4,1,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Eduardo Camavinga,FRA,MF,Real Madrid,La Liga,18,2002,26,13,1236,13.7,2,1,2,0,0,8,0,0.15,0.07,0.22,0.15,0.22,1,1,1.2,2.2,0.07,0.09,0.16,0.07,0.16
Andrea Cambiaso,ITA,DF,Genoa,Serie A,21,2000,26,21,1790,19.9,1,4,1,0,0,5,1,0.05,0.2,0.25,0.05,0.25,0.7,0.7,1.8,2.5,0.04,0.09,0.13,0.04,0.13
José Campaña,ESP,MF,Levante,La Liga,28,1993,20,16,1422,15.8,2,2,2,0,1,6,1,0.13,0.13,0.25,0.13,0.25,1.6,0.8,1.4,2.2,0.1,0.09,0.19,0.05,0.14
Chem Campbell,WAL,MF,Wolves,Premier League,18,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emre Can,GER,DF,Dortmund,Bundesliga,27,1994,24,19,1690,18.8,5,1,1,4,4,5,0,0.27,0.05,0.32,0.05,0.11,3.2,0.1,0.7,0.8,0.17,0.04,0.21,0.01,0.05
Sergio Canales,ESP,FW,Betis,La Liga,30,1991,34,33,2791,31,5,8,5,0,0,6,0,0.16,0.26,0.42,0.16,0.42,4.7,4.7,5.1,9.8,0.15,0.16,0.32,0.15,0.32
Matteo Cancellieri,ITA,MF,Hellas Verona,Serie A,19,2002,12,1,227,2.5,1,0,1,0,0,1,0,0.4,0,0.4,0.4,0.4,0.2,0.2,0.2,0.4,0.07,0.1,0.17,0.07,0.17
João Cancelo,POR,DF,Manchester City,Premier League,27,1994,36,36,3227,35.9,1,7,1,0,0,7,0,0.03,0.2,0.22,0.03,0.22,4.1,4.1,5.1,9.3,0.11,0.14,0.26,0.11,0.26
Fali Candé,GNB,DF,Metz,Ligue 1,23,1998,11,11,973,10.8,0,2,0,0,0,2,0,0,0.18,0.18,0,0.18,0.2,0.2,1.5,1.7,0.02,0.14,0.16,0.02,0.16
Antonio Candreva,ITA,MF,Sampdoria,Serie A,34,1987,36,36,3119,34.7,7,10,6,1,2,6,1,0.2,0.29,0.49,0.17,0.46,6,4.5,6.7,11.1,0.17,0.19,0.36,0.13,0.32
Sergi Canós,ESP,DF,Brentford,Premier League,24,1997,31,25,2083,23.1,3,2,3,0,0,8,1,0.13,0.09,0.22,0.13,0.22,2.9,2.9,1.9,4.8,0.12,0.08,0.21,0.12,0.21
Álex Cantero,ESP,FW,Levante,La Liga,21,2000,25,4,610,6.8,0,1,0,0,0,1,0,0,0.15,0.15,0,0.15,2.7,2.7,0.6,3.3,0.39,0.09,0.48,0.39,0.48
Todd Cantwell,ENG,FW,Norwich City,Premier League,23,1998,8,5,441,4.9,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.02,0.03,0.05,0.02,0.05
Ander Capa,ESP,DF,Athletic Club,La Liga,29,1992,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0.74,0.74,0.74
Pierrick Capelle,FRA,MF,Angers,Ligue 1,34,1987,30,12,1193,13.3,0,1,0,0,0,1,0,0,0.08,0.08,0,0.08,1.1,1.1,0.8,1.9,0.09,0.06,0.14,0.09,0.14
Leonardo Capezzi,ITA,MF,Salernitana,Serie A,26,1995,5,2,175,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Étienne Capoue,FRA,MF,Villarreal,La Liga,33,1988,30,26,2290,25.4,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,0.6,0.6,0.9,1.4,0.02,0.03,0.06,0.02,0.06
Gianluca Caprari,ITA,FW,Hellas Verona,Serie A,28,1993,35,33,2739,30.4,12,7,10,2,2,4,0,0.39,0.23,0.62,0.33,0.56,7.3,5.7,6.8,12.5,0.24,0.22,0.46,0.19,0.41
Francesco Caputo,ITA,FW,Sampdoria,Serie A,33,1987,36,31,2790,31,11,3,11,0,1,0,0,0.35,0.1,0.45,0.35,0.45,10.8,9.8,3.4,13.3,0.35,0.11,0.46,0.32,0.43
Francesco Caputo,ITA,FW,Sassuolo,Serie A,33,1987,2,2,156,1.7,0,1,0,0,0,1,0,0,0.58,0.58,0,0.58,0.7,0.7,0.4,1,0.39,0.21,0.6,0.39,0.6
Maxence Caqueret,FRA,MF,Lyon,Ligue 1,21,2000,31,26,2335,25.9,0,0,0,0,0,5,0,0,0,0,0,0,1,1,1.7,2.7,0.04,0.07,0.11,0.04,0.11
Andrea Carboni,ITA,DF,Cagliari,Serie A,20,2001,30,25,2215,24.6,0,0,0,0,0,6,0,0,0,0,0,0,0.6,0.6,0.2,0.8,0.02,0.01,0.03,0.02,0.03
Isaac Carcelen,ESP,DF,Cádiz,La Liga,28,1993,25,17,1544,17.2,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,0.5,0.5,0.6,1.2,0.03,0.04,0.07,0.03,0.07
Cárdenas,ESP,GK,Levante,La Liga,24,1997,24,24,2160,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irvin Cardona,FRA,FW,Brest,Ligue 1,23,1997,32,13,1334,14.8,4,2,4,0,0,2,0,0.27,0.13,0.4,0.27,0.4,3.4,3.4,2.1,5.6,0.23,0.14,0.38,0.23,0.38
Igor Carioca,BRA,DF,Lorient,Ligue 1,24,1996,28,17,1578,17.5,0,0,0,0,0,3,0,0,0,0,0,0,0.6,0.6,1.2,1.8,0.03,0.07,0.1,0.03,0.1
Carlo,ESP,MF,Villarreal,La Liga,20,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,BRA,DF,Sevilla,La Liga,28,1993,34,34,2957,32.9,3,0,3,0,0,4,1,0.09,0,0.09,0.09,0.09,2.5,2.5,0.3,2.8,0.08,0.01,0.09,0.08,0.09
Carmona,ESP,DF,Sevilla,La Liga,19,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick Carrasco,BEL,DF,Atlético Madrid,La Liga,27,1993,34,28,2583,28.7,6,6,4,2,2,5,0,0.21,0.21,0.42,0.14,0.35,6.1,4.6,6.2,10.8,0.21,0.22,0.43,0.16,0.38
Guido Carrillo,ARG,FW,Elche,La Liga,30,1991,29,11,1168,13,2,0,2,0,0,3,0,0.15,0,0.15,0.15,0.15,2.9,2.9,0.2,3.1,0.22,0.01,0.24,0.22,0.24
Dani Carvajal,ESP,DF,Real Madrid,La Liga,29,1992,24,17,1551,17.2,1,3,1,0,0,1,0,0.06,0.17,0.23,0.06,0.23,0.5,0.5,2.4,2.9,0.03,0.14,0.17,0.03,0.17
William Carvalho,POR,MF,Betis,La Liga,29,1992,33,20,1805,20.1,2,3,2,0,0,6,0,0.1,0.15,0.25,0.1,0.25,3.1,3.1,1.5,4.6,0.16,0.07,0.23,0.16,0.23
Nicolò Casale,ITA,DF,Hellas Verona,Serie A,23,1998,36,30,2586,28.7,0,1,0,0,0,10,0,0,0.03,0.03,0,0.03,0.7,0.7,1.3,2,0.03,0.04,0.07,0.03,0.07
Casemiro,BRA,MF,Real Madrid,La Liga,29,1992,32,31,2569,28.5,1,3,1,0,0,11,0,0.04,0.11,0.14,0.04,0.14,2.4,2.4,2.6,5,0.08,0.09,0.18,0.08,0.18
Matty Cash,POL,DF,Aston Villa,Premier League,23,1997,38,38,3377,37.5,4,3,4,0,0,8,0,0.11,0.08,0.19,0.11,0.19,2.5,2.5,1.9,4.4,0.07,0.05,0.12,0.07,0.12
Kiko Casilla,ESP,GK,Elche,La Liga,34,1986,14,14,1260,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01
Moreto Cassamã,GNB,MF,Reims,Ligue 1,23,1998,17,11,801,8.9,2,0,2,0,0,1,0,0.22,0,0.22,0.22,0.22,1.1,1.1,0.5,1.6,0.12,0.06,0.18,0.12,0.18
Francesco Cassata,ITA,MF,Genoa,Serie A,24,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Castagne,BEL,DF,Leicester City,Premier League,25,1995,27,22,2127,23.6,1,0,1,0,0,1,0,0.04,0,0.04,0.04,0.04,0.8,0.8,1.3,2.1,0.03,0.05,0.09,0.03,0.09
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,29,1992,28,28,2520,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,26,1995,28,28,2510,27.9,1,0,1,0,0,8,0,0.04,0,0.04,0.04,0.04,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05
Samu Castillejo,ESP,FW,Milan,Serie A,26,1995,5,1,125,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.08,0.13,0.21,0.08,0.21
Gonzalo Castro,GER,MF,Arminia,Bundesliga,34,1987,12,4,436,4.8,1,1,1,0,0,0,0,0.21,0.21,0.41,0.21,0.41,0.6,0.6,0.3,0.9,0.13,0.06,0.19,0.13,0.19
Jonny Castro,ESP,DF,Wolves,Premier League,27,1994,13,10,1024,11.4,2,0,2,0,0,1,0,0.18,0,0.18,0.18,0.18,0.8,0.8,1.2,2,0.07,0.1,0.17,0.07,0.17
Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,24,1997,23,16,1391,15.5,1,1,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,1.2,1.2,1.6,2.8,0.08,0.1,0.18,0.08,0.18
Danilo Cataldi,ITA,MF,Lazio,Serie A,26,1994,32,19,1707,19,1,2,1,0,0,8,0,0.05,0.11,0.16,0.05,0.16,0.4,0.4,2.4,2.8,0.02,0.13,0.15,0.02,0.15
Catena,ESP,DF,Rayo Vallecano,La Liga,26,1994,36,36,3240,36,2,2,2,0,0,8,0,0.06,0.06,0.11,0.06,0.11,1.6,1.6,0.7,2.3,0.04,0.02,0.06,0.04,0.06
Craig Cathcart,NIR,DF,Watford,Premier League,32,1989,31,27,2396,26.6,0,1,0,0,0,3,0,0,0.04,0.04,0,0.04,0.1,0.1,0.3,0.5,0,0.01,0.02,0,0.02
Edinson Cavani,URU,FW,Manchester Utd,Premier League,34,1987,15,7,766,8.5,2,1,2,0,0,0,0,0.23,0.12,0.35,0.23,0.35,3.4,3.4,1.4,4.7,0.39,0.16,0.55,0.39,0.55
Dani Ceballos,ESP,MF,Real Madrid,La Liga,24,1996,11,2,276,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0.7,0.7,0.1,0.8,0.22,0.04,0.27,0.22,0.27
Pietro Ceccaroni,ITA,DF,Venezia,Serie A,25,1995,35,35,3122,34.7,2,1,2,0,0,7,1,0.06,0.03,0.09,0.06,0.09,2.1,2.1,0.3,2.4,0.06,0.01,0.07,0.06,0.07
Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,29,1992,34,29,2358,26.2,1,0,1,0,0,12,1,0.04,0,0.04,0.04,0.04,1.8,1.8,0.7,2.6,0.07,0.03,0.1,0.07,0.1
Emil Ceide,NOR,FW,Sassuolo,Serie A,19,2001,6,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeki Çelik,TUR,DF,Lille,Ligue 1,24,1997,32,30,2696,30,2,3,2,0,0,10,0,0.07,0.1,0.17,0.07,0.17,1.4,1.4,2,3.3,0.05,0.07,0.11,0.05,0.11
Fabien Centonze,FRA,DF,Metz,Ligue 1,25,1996,19,18,1586,17.6,4,1,4,0,0,3,0,0.23,0.06,0.28,0.23,0.28,0.9,0.9,0.6,1.4,0.05,0.03,0.08,0.05,0.08
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,31,1989,24,16,1445,16.1,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.6,0.6,0,0.6,0.04,0,0.04,0.04,0.04
Franco Cervi,ARG,MF,Celta Vigo,La Liga,27,1994,33,21,1801,20,4,3,4,0,0,5,0,0.2,0.15,0.35,0.2,0.35,2.8,2.8,1.3,4.1,0.14,0.06,0.21,0.14,0.21
Leonardo César Jardim,BRA,GK,Lille,Ligue 1,26,1995,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damir Ceter,COL,FW,Cagliari,Serie A,23,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Chabot,GER,DF,Sampdoria,Serie A,23,1998,11,4,490,5.4,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
Julian Chabot,GER,DF,Köln,Bundesliga,23,1998,4,2,209,2.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Chadaille Bitshiabu,FRA,DF,Paris S-G,Ligue 1,16,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nassim Chadli,FRA,MF,Troyes,Ligue 1,20,2001,8,1,96,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.19,0.03,0.21,0.19,0.21
Kayky Chagas,BRA,FW,Manchester City,Premier League,18,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mehdi Chahiri,MAR,MF,Strasbourg,Ligue 1,25,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevoh Chalobah,ENG,DF,Chelsea,Premier League,22,1999,20,17,1449,16.1,3,1,3,0,0,2,0,0.19,0.06,0.25,0.19,0.25,1,1,0.2,1.2,0.06,0.01,0.08,0.06,0.08
Calum Chambers,ENG,DF,Aston Villa,Premier League,26,1995,11,9,831,9.2,1,0,1,0,0,1,0,0.11,0,0.11,0.11,0.11,0.2,0.2,0.1,0.4,0.02,0.01,0.04,0.02,0.04
Calum Chambers,ENG,DF,Arsenal,Premier League,26,1995,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07
Dylan Chambost,FRA,MF,Troyes,Ligue 1,23,1997,19,9,753,8.4,0,1,0,0,0,0,0,0,0.12,0.12,0,0.12,0.5,0.5,0.6,1.1,0.06,0.07,0.13,0.06,0.13
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,31,1990,17,15,1212,13.5,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.6,1.1,0.04,0.05,0.08,0.04,0.08
Chapela,ESP,MF,Cádiz,La Liga,22,1999,9,4,398,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.02,0.03,0.05,0.02,0.05
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,26,1994,32,31,2686,29.8,3,0,3,0,0,6,1,0.1,0,0.1,0.1,0.1,1.5,1.5,0.4,2,0.05,0.01,0.07,0.05,0.07
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,30,1991,3,2,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0.09,0.06,0.15,0.09,0.15
Xavier Chavalerin,FRA,MF,Troyes,Ligue 1,30,1991,34,31,2717,30.2,5,2,5,0,0,4,0,0.17,0.07,0.23,0.17,0.23,1.9,1.9,2.8,4.8,0.06,0.09,0.16,0.06,0.16
Justin Che,USA,DF,Hoffenheim,Bundesliga,17,2003,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.19,0,0.19,0.19,0.19
Chema,ESP,MF,Getafe,La Liga,29,1992,1,1,45,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
Rayan Cherki,FRA,FW,Lyon,Ligue 1,17,2003,16,3,440,4.9,0,1,0,0,0,1,0,0,0.2,0.2,0,0.2,0.7,0.7,0.6,1.4,0.15,0.13,0.28,0.15,0.28
Denis Cheryshev,RUS,MF,Valencia,La Liga,30,1990,17,5,563,6.3,0,1,0,0,0,1,0,0,0.16,0.16,0,0.16,1,1,0.3,1.3,0.16,0.05,0.21,0.16,0.21
Daniel Chesters,ENG,MF,West Ham,Premier League,19,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giorgio Chiellini,ITA,DF,Juventus,Serie A,36,1984,21,16,1354,15,0,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06
Federico Chiesa,ITA,MF,Juventus,Serie A,23,1997,14,11,863,9.6,2,2,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,2.3,2.3,1.2,3.5,0.24,0.12,0.37,0.24,0.37
Ben Chilwell,ENG,DF,Chelsea,Premier League,24,1996,7,6,542,6,3,1,3,0,0,0,0,0.5,0.17,0.66,0.5,0.66,1.2,1.2,0.9,2.1,0.19,0.15,0.34,0.19,0.34
Chiquinho,POR,DF,Wolves,Premier League,21,2000,8,1,208,2.3,0,3,0,0,0,0,0,0,1.3,1.3,0,1.3,0.3,0.3,0.6,0.9,0.13,0.27,0.41,0.13,0.41
Vlad Chiricheș,ROU,DF,Sassuolo,Serie A,31,1989,29,27,2300,25.6,0,0,0,0,0,4,0,0,0,0,0,0,0.7,0.7,0.1,0.7,0.03,0,0.03,0.03,0.03
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,24,1997,31,31,2637,29.3,3,1,3,0,0,6,0,0.1,0.03,0.14,0.1,0.14,1.2,1.2,1.3,2.5,0.04,0.05,0.09,0.04,0.09
Joris Chotard,FRA,MF,Montpellier,Ligue 1,19,2001,36,33,2935,32.6,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.8,1.7,0.03,0.02,0.05,0.03,0.05
Hamza Choudhury,ENG,DF,Leicester City,Premier League,23,1997,6,4,285,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Andreas Christensen,DEN,DF,Chelsea,Premier League,25,1996,19,17,1496,16.6,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.7,0.03,0.01,0.04,0.03,0.04
Max Christiansen,GER,MF,Greuther Fürth,Bundesliga,24,1996,27,22,2054,22.8,0,0,0,0,0,5,0,0,0,0,0,0,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04
Carney Chukwuemeka,SRI,MF,Aston Villa,Premier League,17,2003,12,2,301,3.3,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.6,0.6,1,1.5,0.17,0.29,0.46,0.17,0.46
Samuel Chukwueze,NGA,MF,Villarreal,La Liga,22,1999,27,12,1333,14.8,3,3,3,0,0,4,0,0.2,0.2,0.41,0.2,0.41,4.4,4.4,4.4,8.7,0.29,0.29,0.59,0.29,0.59
Víctor Chust,ESP,DF,Cádiz,La Liga,21,2000,25,20,1830,20.3,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,0,0.7,0.03,0,0.03,0.03,0.03
Riccardo Ciervo,ITA,MF,Sampdoria,Serie A,19,2002,10,1,227,2.5,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.1,0.1,0.2,0.4,0.05,0.09,0.14,0.05,0.14
Jasper Cillessen,NED,GK,Valencia,La Liga,32,1989,17,17,1457,16.2,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,0,0,0,0,0,0,0,0,0
