Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Dribbles Megs,Carries Carries,Carries TotDist,Carries PrgDist,Carries Prog,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Targ,Receiving Rec,Receiving Rec%,Receiving Prog
Jimmy Briand,FRA,FW,Bordeaux,Ligue 1,35,1985,2.5,119,3,20,58,53,16,113,0,1,0,0,0,62,225,111,6,5,2,12,8,125,81,64.8,29
Yan Brice Eteki,CMR,MF,Granada,La Liga,23,1997,3.8,177,17,36,113,36,1,176,1,3,33.3,1,0,101,350,152,3,3,0,3,9,109,89,81.7,2
Brian Brobbey,NED,FW,RB Leipzig,Bundesliga,19,2002,1.5,56,1,1,30,29,10,54,1,1,100,1,0,36,142,59,2,2,1,7,2,74,40,54.1,16
Armando Broja,ALB,FW,Southampton,Premier League,19,2001,21.9,697,14,53,307,384,108,692,31,64,48.4,34,4,435,2619,1623,79,23,31,61,62,1061,508,47.9,120
Dylan Bronn,TUN,DF,Metz,Ligue 1,26,1995,28.3,1422,176,779,680,64,15,1343,7,10,70,7,0,869,4369,2782,55,11,0,7,9,896,869,97,3
John Brooks,USA,DF,Wolfsburg,Bundesliga,28,1993,29.1,2031,274,1112,990,74,26,1964,12,18,66.7,12,1,1240,6835,3394,73,18,1,10,4,1312,1285,97.9,4
Daniel Brosinski,GER,DF,Mainz 05,Bundesliga,33,1988,4.3,276,13,74,122,96,1,211,0,2,0,0,0,145,787,477,21,9,1,5,2,161,149,92.5,11
Josh Brownhill,ENG,MF,Burnley,Premier League,25,1995,32.8,1523,83,329,839,425,41,1451,15,23,65.2,17,1,761,3092,1268,69,34,4,28,21,872,785,90,45
Marcelo Brozović,CRO,MF,Inter,Serie A,28,1992,32.6,2888,139,890,1704,530,35,2791,16,25,64,17,0,2094,12366,5040,156,57,4,18,27,2234,2168,97,39
Cédric Brunner,SUI,DF,Arminia,Bundesliga,27,1994,24.3,1424,112,490,651,341,9,1151,19,29,65.5,23,1,669,3087,1383,68,16,2,15,13,669,616,92.1,16
Lewis Brunt,ENG,MF,Leicester City,Premier League,20,2000,0.3,25,0,0,19,6,1,25,0,0,,0,0,19,71,39,4,0,0,1,2,23,22,95.7,1
Jacob Bruun Larsen,DEN,FW,Hoffenheim,Bundesliga,22,1998,9,406,5,65,164,210,50,388,10,25,40,13,5,279,1825,1060,54,17,14,24,13,398,305,76.6,74
Bryan,ESP,FW,Tottenham,Premier League,20,2001,1,82,2,10,19,58,4,79,3,4,75,3,0,67,393,246,13,2,0,5,3,69,59,85.5,13
Bryan,ESP,MF,Valencia,La Liga,20,2001,8.4,386,3,54,130,234,27,357,20,36,55.6,21,3,288,1540,804,30,12,7,35,23,309,246,79.6,64
Ante Budimir,CRO,FW,Osasuna,La Liga,30,1991,19.3,620,21,52,300,305,97,599,9,27,33.3,12,0,286,1109,553,32,14,3,65,32,901,426,47.3,120
Emi Buendía,ARG,FW,Aston Villa,Premier League,24,1996,21.1,1165,30,153,577,512,75,1113,30,51,58.8,32,1,818,3777,2072,123,42,6,32,56,972,813,83.6,112
Osman Bukari,GHA,FW,Nantes,Ligue 1,22,1998,11.2,461,11,61,171,271,56,453,22,46,47.8,23,0,337,2078,1245,66,17,11,34,21,442,309,69.9,87
Aleksander Buksa,POL,FW,Genoa,Serie A,18,2003,0.7,19,1,2,12,6,2,18,0,1,0,0,0,10,36,19,1,1,0,0,1,20,11,55,4
Marcin Bułka,POL,GK,Nice,Ligue 1,21,1999,1,23,22,23,0,0,0,16,0,0,,0,0,10,47,18,0,0,0,0,0,9,9,100,0
Alessandro Buongiorno,ITA,DF,Torino,Serie A,22,1999,13.1,691,61,283,367,81,12,677,2,5,40,2,0,375,1806,905,34,11,0,8,4,419,401,95.7,5
Sascha Burchert,GER,GK,Greuther Fürth,Bundesliga,31,1989,14,603,525,599,5,0,0,446,0,0,,0,0,274,1466,954,0,0,0,0,0,269,268,99.6,0
Delano Burgzorg,NED,FW,Mainz 05,Bundesliga,22,1998,0.3,13,0,3,4,9,5,13,2,4,50,2,1,9,15,4,0,0,0,0,1,22,9,40.9,2
Jonathan Burkardt,GER,FW,Mainz 05,Bundesliga,21,2000,29,1037,26,102,488,517,177,1006,36,81,44.4,41,3,731,3502,2066,110,30,28,101,74,1326,724,54.6,216
Roman Bürki,SUI,GK,Dortmund,Bundesliga,30,1990,1,23,15,23,0,0,0,20,0,0,,0,0,11,57,16,0,0,0,0,0,10,10,100,0
Dan Burn,ENG,DF,Newcastle Utd,Premier League,29,1992,16,780,138,424,340,43,23,772,0,1,0,0,0,353,2038,789,13,0,0,3,2,399,384,96.2,2
Dan Burn,ENG,DF,Brighton,Premier League,29,1992,11.4,773,101,393,362,64,12,755,1,2,50,1,0,464,2340,1209,27,9,0,6,3,517,496,95.9,2
Maxime Busi,BEL,DF,Reims,Ligue 1,21,1999,14.4,850,63,338,348,227,22,721,12,20,60,12,4,486,3055,1944,76,20,5,20,12,550,497,90.4,31
Gianluca Busio,USA,MF,Venezia,Serie A,19,2002,21.7,1165,71,370,658,216,20,1111,4,12,33.3,4,0,717,3408,1839,60,29,3,20,24,844,741,87.8,32
Oriol Busquets,ESP,MF,Clermont Foot,Ligue 1,22,1999,2.2,148,6,41,90,29,1,144,2,4,50,2,0,101,472,186,5,3,0,0,2,119,110,92.4,2
Sergio Busquets,ESP,MF,Barcelona,La Liga,33,1988,35.5,3109,93,626,2067,547,26,3023,18,20,90,18,2,2040,7059,3756,157,38,1,14,20,2373,2293,96.6,67
Jack Butland,ENG,GK,Crystal Palace,Premier League,28,1993,8.5,295,265,294,1,0,0,206,0,0,,0,0,137,577,211,0,0,0,0,0,138,137,99.3,0
Adrián Butzke,ESP,FW,Granada,La Liga,22,1999,0,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100,0
Jamie Bynoe-Gittens,ENG,FW,Dortmund,Bundesliga,16,2004,1.5,84,3,10,35,47,7,83,10,19,52.6,11,1,69,353,232,12,4,1,8,3,77,63,81.8,16
Sam Byram,ENG,DF,Norwich City,Premier League,27,1993,11.4,646,82,320,239,121,18,580,2,7,28.6,2,0,300,1570,791,19,6,1,4,3,345,321,93,11
Erick Cabaco,URU,DF,Getafe,La Liga,26,1995,4.5,203,22,90,106,13,4,196,0,0,,0,0,106,504,301,15,2,0,1,0,121,120,99.2,1
Willy Caballero,ARG,GK,Southampton,Premier League,39,1981,2,68,54,68,0,0,0,50,0,0,,0,0,37,224,114,0,0,0,0,0,34,34,100,0
Rémy Cabella,FRA,MF,Montpellier,Ligue 1,31,1990,3.5,258,3,37,136,108,14,248,7,14,50,11,0,201,1147,736,37,12,4,3,11,220,197,89.5,33
Jimmy Cabot,FRA,DF,Angers,Ligue 1,27,1994,22.3,1720,60,511,861,500,34,1501,53,104,51,57,8,1156,6954,4301,177,54,14,41,43,1170,1068,91.3,63
Jovane Cabral,CPV,FW,Lazio,Serie A,23,1998,2.1,70,1,8,37,33,12,68,2,5,40,2,1,53,228,83,4,2,1,7,5,74,54,73,16
Leandro Cabrera,URU,DF,Espanyol,La Liga,30,1991,37,2268,465,1280,979,99,25,2081,5,7,71.4,5,0,1241,5114,2233,32,11,0,6,6,1385,1367,98.7,7
Liberato Cacace,NZL,DF,Empoli,Serie A,20,2000,5.2,300,16,103,145,78,3,258,8,16,50,9,2,195,1058,669,26,7,1,3,7,177,169,95.5,5
Martín Cáceres,URU,DF,Levante,La Liga,34,1987,7.4,404,37,190,204,38,4,392,0,0,,0,0,255,1405,771,20,7,1,2,1,271,263,97,3
Martín Cáceres,URU,DF,Cagliari,Serie A,34,1987,9.2,547,40,191,300,87,9,474,1,2,50,1,0,288,1480,740,21,6,0,5,1,310,291,93.9,5
Anthony Caci,FRA,DF,Strasbourg,Ligue 1,24,1997,26.6,1888,79,526,993,478,36,1671,24,38,63.2,24,1,1166,5954,3377,144,34,9,21,17,1277,1183,92.6,40
Mathieu Cafaro,FRA,FW,Reims,Ligue 1,24,1997,2.1,104,2,21,40,49,8,88,0,2,0,0,1,49,254,141,8,2,1,3,3,82,60,73.2,13
Yannick Cahuzac,FRA,MF,Lens,Ligue 1,36,1985,6.9,289,13,56,210,38,6,282,1,3,33.3,1,0,174,728,359,15,6,1,1,3,221,199,90,14
Felipe Caicedo,ECU,FW,Inter,Serie A,32,1988,0.3,14,0,0,7,9,1,14,0,0,,0,0,9,59,52,2,1,0,1,4,16,12,75,4
Felipe Caicedo,ECU,FW,Genoa,Serie A,32,1988,3.2,115,5,8,55,57,19,111,1,5,20,1,0,62,180,90,5,1,3,6,2,147,85,57.8,25
Moisés Caicedo,ECU,MF,Brighton,Premier League,19,2001,7.3,357,21,94,185,101,15,356,9,13,69.2,10,0,219,994,544,21,10,2,7,7,241,209,86.7,5
Marc-Aurèle Caillard,FRA,GK,Metz,Ligue 1,27,1994,17.1,513,471,511,2,0,0,292,0,0,,0,0,152,808,393,0,0,0,0,1,115,114,99.1,0
Jens Cajuste,SWE,MF,Reims,Ligue 1,21,1999,4,171,9,41,98,45,14,170,8,13,61.5,8,0,121,606,423,19,4,1,10,11,136,113,83.1,14
Cala,ESP,DF,Cádiz,La Liga,31,1989,10.5,409,73,246,172,10,7,394,1,1,100,1,0,189,982,468,6,0,0,0,1,190,187,98.4,1
Davide Calabria,ITA,DF,Milan,Serie A,24,1996,23.5,1523,53,465,763,388,33,1317,11,23,47.8,13,1,877,4448,2598,103,38,5,17,8,932,874,93.8,38
Riccardo Calafiori,ITA,DF,Roma,Serie A,19,2002,1.9,96,2,33,39,33,1,82,2,3,66.7,2,0,65,369,166,11,3,1,1,1,63,58,92.1,4
Riccardo Calafiori,ITA,DF,Genoa,Serie A,19,2002,0.9,35,6,19,12,8,1,30,0,1,0,0,0,11,117,59,0,1,0,0,0,11,10,90.9,1
Mattia Caldara,ITA,DF,Venezia,Serie A,27,1994,30,1525,363,977,559,70,23,1480,3,5,60,3,0,826,4554,2163,34,8,0,6,10,843,820,97.3,6
Calderón,ESP,DF,Betis,La Liga,21,2000,0.7,53,2,12,25,19,1,49,0,0,,0,0,36,224,104,5,2,0,1,0,39,38,97.4,2
Fernando Calero,ESP,DF,Espanyol,La Liga,25,1995,12.1,752,98,402,379,21,2,712,2,3,66.7,2,0,451,2300,1219,28,4,0,6,2,473,469,99.2,0
Duje Ćaleta-Car,CRO,DF,Marseille,Ligue 1,24,1996,22.9,1957,189,864,1154,61,21,1905,0,0,,0,0,1385,6927,3856,132,13,0,2,1,1595,1578,98.9,2
Hakan Çalhanoğlu,TUR,MF,Inter,Serie A,27,1994,27.6,2091,32,340,1053,827,58,1876,17,30,56.7,17,0,1375,6911,3606,178,64,9,36,23,1619,1492,92.2,115
Daniel Caligiuri,ITA,DF,Augsburg,Bundesliga,33,1988,22.3,1257,56,275,603,458,34,1016,32,63,50.8,35,1,691,3748,2091,98,35,5,48,39,770,608,79,75
José Callejón,ESP,FW,Fiorentina,Serie A,34,1987,14.4,724,5,83,346,343,48,686,8,12,66.7,8,3,506,2047,1115,59,29,7,22,14,694,554,79.8,79
Lucas Calodat,FRA,DF,Saint-Étienne,Ligue 1,19,2002,0,2,0,1,1,0,0,2,0,0,,0,0,2,9,7,0,0,0,0,0,2,2,100,0
Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,24,1997,14.3,463,14,43,201,232,59,447,6,10,60,6,1,204,862,249,10,2,1,51,22,749,337,45,71
Mahdi Camara,FRA,MF,Saint-Étienne,Ligue 1,23,1998,34.1,1933,62,502,1129,450,43,1831,27,56,48.2,31,2,1249,6145,3364,151,53,4,29,40,1346,1215,90.3,51
Mamadou Camara,FRA,FW,Troyes,Ligue 1,20,2001,0.4,17,1,2,7,8,1,16,0,1,0,0,0,10,51,21,1,0,0,1,1,18,14,77.8,4
Víctor Camarasa,ESP,MF,Betis,La Liga,27,1994,1.2,74,3,18,44,17,3,73,0,1,0,0,0,52,345,155,6,2,0,4,2,57,49,86,3
Eduardo Camavinga,FRA,MF,Rennes,Ligue 1,18,2002,1.6,91,3,22,60,17,1,89,0,0,,0,0,65,300,154,7,3,0,2,3,75,67,89.3,5
Eduardo Camavinga,FRA,MF,Real Madrid,La Liga,18,2002,13.7,1015,40,255,598,245,23,1007,21,32,65.6,21,1,759,3688,1969,68,28,2,18,17,810,761,94,40
Andrea Cambiaso,ITA,DF,Genoa,Serie A,21,2000,19.9,1147,79,363,535,343,41,990,26,50,52,29,3,722,4674,2647,139,43,21,22,26,705,620,87.9,46
José Campaña,ESP,MF,Levante,La Liga,28,1993,15.8,1030,36,236,588,278,19,954,16,32,50,17,5,687,3853,1999,80,29,2,9,21,778,700,90,45
Chem Campbell,WAL,MF,Wolves,Premier League,18,2002,0.1,12,0,0,4,8,1,11,0,0,,0,0,6,25,6,0,0,0,0,0,9,8,88.9,1
Emre Can,GER,DF,Dortmund,Bundesliga,27,1994,18.8,1618,110,576,984,167,12,1562,18,23,78.3,19,1,1141,5555,2628,84,23,1,12,14,1178,1144,97.1,14
Sergio Canales,ESP,FW,Betis,La Liga,30,1991,31,2128,29,300,1203,823,92,2070,28,52,53.8,29,5,1639,9976,5460,233,82,13,51,41,1957,1724,88.1,152
Matteo Cancellieri,ITA,MF,Hellas Verona,Serie A,19,2002,2.5,100,1,12,46,52,9,92,5,11,45.5,7,1,74,486,271,12,4,2,9,4,102,63,61.8,7
João Cancelo,POR,DF,Manchester City,Premier League,27,1994,35.9,3714,74,608,1993,1373,119,3387,53,105,50.5,59,12,2705,11821,6458,364,138,35,28,29,2831,2719,96,127
Fali Candé,GNB,DF,Metz,Ligue 1,23,1998,10.8,638,34,222,298,152,5,513,11,31,35.5,14,0,352,1358,738,28,10,2,11,12,376,335,89.1,8
Antonio Candreva,ITA,MF,Sampdoria,Serie A,34,1987,34.7,2276,52,359,1069,1030,92,2045,29,63,46,33,2,1610,9042,4540,233,93,28,42,44,1908,1653,86.6,160
Sergi Canós,ESP,DF,Brentford,Premier League,24,1997,23.1,1036,69,286,466,357,56,986,24,49,49,26,5,663,3683,2207,113,34,11,26,36,769,605,78.7,68
Álex Cantero,ESP,FW,Levante,La Liga,21,2000,6.8,207,4,31,90,106,30,203,7,16,43.8,9,0,145,825,558,22,10,4,15,11,241,153,63.5,44
Todd Cantwell,ENG,FW,Norwich City,Premier League,23,1998,4.9,215,5,50,109,70,7,210,5,11,45.5,5,0,159,608,289,15,4,0,12,12,205,150,73.2,18
Ander Capa,ESP,DF,Athletic Club,La Liga,29,1992,0,3,0,1,1,1,0,3,0,0,,0,0,2,21,17,1,0,0,0,0,3,3,100,0
Pierrick Capelle,FRA,MF,Angers,Ligue 1,34,1987,13.3,741,46,204,379,198,26,685,12,20,60,13,0,462,2366,1079,41,17,5,22,33,486,442,90.9,39
Leonardo Capezzi,ITA,MF,Salernitana,Serie A,26,1995,1.9,81,8,17,42,25,1,78,2,3,66.7,2,0,42,154,80,6,1,0,6,5,59,39,66.1,4
Étienne Capoue,FRA,MF,Villarreal,La Liga,33,1988,25.4,1600,92,408,1068,242,16,1569,31,46,67.4,31,3,1096,6231,3110,132,39,2,25,19,1225,1150,93.9,33
Gianluca Caprari,ITA,FW,Hellas Verona,Serie A,28,1993,30.4,1725,15,155,799,926,163,1620,60,116,51.7,65,17,1359,6990,3937,216,85,48,81,76,1654,1305,78.9,261
Francesco Caputo,ITA,FW,Sampdoria,Serie A,33,1987,31,829,13,56,410,394,154,782,12,26,46.2,14,1,535,2222,991,64,11,22,60,23,1229,648,52.7,239
Francesco Caputo,ITA,FW,Sassuolo,Serie A,33,1987,1.7,48,0,2,26,21,13,45,0,1,0,0,0,28,142,42,5,0,2,3,2,62,38,61.3,17
Maxence Caqueret,FRA,MF,Lyon,Ligue 1,21,2000,25.9,1865,69,417,1222,338,19,1840,36,62,58.1,39,3,1228,5471,2687,120,41,5,33,35,1417,1315,92.8,45
Andrea Carboni,ITA,DF,Cagliari,Serie A,20,2001,24.6,1335,174,615,665,136,14,1284,7,12,58.3,7,2,734,4020,2408,87,23,0,6,9,798,779,97.6,9
Isaac Carcelen,ESP,DF,Cádiz,La Liga,28,1993,17.2,977,69,334,459,230,16,828,11,23,47.8,13,1,530,2722,1569,56,22,2,14,23,505,460,91.1,21
Cárdenas,ESP,GK,Levante,La Liga,24,1997,24,793,710,787,7,0,0,531,1,1,100,1,0,329,1357,787,0,0,0,0,0,306,305,99.7,0
Irvin Cardona,FRA,FW,Brest,Ligue 1,23,1997,14.8,506,25,80,223,238,67,483,15,33,45.5,17,2,322,1784,1040,43,16,9,50,24,570,348,61.1,103
Igor Carioca,BRA,DF,Lorient,Ligue 1,24,1996,17.5,957,39,247,429,341,20,788,14,28,50,15,1,549,2822,1698,91,23,8,19,16,622,530,85.2,48
Carlo,ESP,MF,Villarreal,La Liga,20,2001,0.1,5,0,1,4,1,0,5,0,0,,0,0,4,37,34,3,1,0,0,0,4,4,100,0
Diego Carlos,BRA,DF,Sevilla,La Liga,28,1993,32.9,2457,447,1405,1072,75,40,2417,2,3,66.7,2,1,1713,6834,2994,52,1,0,10,4,1834,1811,98.7,6
Carmona,ESP,DF,Sevilla,La Liga,19,2002,0.3,15,3,9,5,1,1,10,1,1,100,1,0,7,33,29,3,0,1,0,0,4,4,100,0
Yannick Carrasco,BEL,DF,Atlético Madrid,La Liga,27,1993,28.7,1643,36,246,646,885,165,1434,73,126,57.9,78,8,1213,6817,4237,226,57,52,69,59,1394,1089,78.1,181
Guido Carrillo,ARG,FW,Elche,La Liga,30,1991,13,468,23,57,265,173,39,450,10,15,66.7,10,0,251,1146,402,20,12,2,30,16,565,321,56.8,62
Dani Carvajal,ESP,DF,Real Madrid,La Liga,29,1992,17.2,1375,80,400,573,467,40,1223,8,20,40,9,0,839,3420,1692,73,28,6,12,13,971,913,94,59
William Carvalho,POR,MF,Betis,La Liga,29,1992,20.1,1555,39,276,1053,321,47,1541,38,53,71.7,39,3,1182,5087,2531,95,17,4,17,27,1300,1202,92.5,47
Nicolò Casale,ITA,DF,Hellas Verona,Serie A,23,1998,28.7,1490,150,673,722,191,23,1421,8,16,50,9,0,780,4635,2476,78,27,0,8,13,832,792,95.2,9
Casemiro,BRA,MF,Real Madrid,La Liga,29,1992,28.5,2373,179,743,1312,409,33,2327,13,24,54.2,14,3,1402,5345,2997,97,25,2,23,22,1711,1631,95.3,46
Matty Cash,POL,DF,Aston Villa,Premier League,23,1997,37.5,2069,158,725,892,575,100,1734,21,36,58.3,23,3,1107,6756,3573,148,44,26,27,49,1159,1033,89.1,105
Kiko Casilla,ESP,GK,Elche,La Liga,34,1986,14,523,452,522,2,1,1,339,0,0,,0,0,233,1060,499,0,0,0,0,0,182,182,100,0
Moreto Cassamã,GNB,MF,Reims,Ligue 1,23,1998,8.9,546,24,144,334,104,7,522,10,19,52.6,11,3,378,1731,821,30,10,1,6,15,406,371,91.4,6
Francesco Cassata,ITA,MF,Genoa,Serie A,24,1997,0.1,3,0,1,1,1,0,3,0,0,,0,0,3,17,16,0,0,0,0,1,1,1,100,0
Timothy Castagne,BEL,DF,Leicester City,Premier League,25,1995,23.6,1565,106,568,755,324,23,1370,13,19,68.4,13,0,867,3430,1764,76,27,2,27,18,1044,932,89.3,56
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,29,1992,28,1145,950,1141,8,0,0,888,1,1,100,1,0,647,2639,1189,0,0,0,1,0,612,612,100,0
Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,26,1995,27.9,1433,127,640,786,78,21,1371,6,7,85.7,6,0,853,3648,1854,55,8,2,4,5,872,855,98.1,1
Samu Castillejo,ESP,FW,Milan,Serie A,26,1995,1.4,87,2,8,33,56,8,83,0,3,0,0,0,64,390,210,8,5,1,1,2,67,63,94,11
Gonzalo Castro,GER,MF,Arminia,Bundesliga,34,1987,4.8,218,5,39,109,80,9,190,1,4,25,2,0,104,491,258,11,2,1,10,3,170,129,75.9,22
Jonny Castro,ESP,DF,Wolves,Premier League,27,1994,11.4,739,24,205,373,205,22,646,12,21,57.1,12,1,476,2160,1216,58,12,5,18,23,513,479,93.4,35
Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,24,1997,15.5,724,13,122,373,299,50,693,17,21,81,18,0,539,3404,1790,87,37,8,26,29,592,490,82.8,49
Danilo Cataldi,ITA,MF,Lazio,Serie A,26,1994,19,1519,56,373,955,256,1,1414,10,14,71.4,11,0,1003,3833,1409,47,21,0,6,6,1131,1093,96.6,11
Catena,ESP,DF,Rayo Vallecano,La Liga,26,1994,36,2024,339,1199,874,54,38,1939,6,10,60,7,1,1119,5596,3099,38,3,0,5,4,1271,1248,98.2,4
Craig Cathcart,NIR,DF,Watford,Premier League,32,1989,26.6,1176,210,674,488,60,10,1125,0,1,0,0,0,559,2216,1007,13,3,0,2,4,646,624,96.6,3
Edinson Cavani,URU,FW,Manchester Utd,Premier League,34,1987,8.5,296,13,52,131,122,32,290,4,5,80,4,0,163,390,107,8,4,2,14,3,374,219,58.6,43
Dani Ceballos,ESP,MF,Real Madrid,La Liga,24,1996,3.1,312,8,73,192,81,12,310,3,7,42.9,3,1,255,1356,588,20,11,1,7,4,258,249,96.5,11
Pietro Ceccaroni,ITA,DF,Venezia,Serie A,25,1995,34.7,2086,508,1385,703,123,26,1983,10,16,62.5,11,0,1206,7330,4141,62,13,0,5,10,1337,1310,98,3
Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,29,1992,26.2,1494,125,654,753,178,33,1444,9,17,52.9,9,0,909,4387,2224,75,24,1,13,25,928,882,95,26
Emil Ceide,NOR,FW,Sassuolo,Serie A,19,2001,0.6,43,0,4,18,22,4,40,0,2,0,0,0,27,137,90,6,0,2,3,4,41,27,65.9,3
Zeki Çelik,TUR,DF,Lille,Ligue 1,24,1997,30,2074,105,594,1088,533,61,1787,18,36,50,21,2,1207,6512,4051,176,51,8,25,18,1355,1266,93.4,65
Fabien Centonze,FRA,DF,Metz,Ligue 1,25,1996,17.6,1052,77,367,481,273,18,913,35,56,62.5,35,1,621,3620,2209,103,23,4,30,22,648,582,89.8,32
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,31,1989,16.1,947,136,471,481,47,11,918,3,3,100,3,0,542,2391,1239,35,5,0,5,5,589,582,98.8,3
Franco Cervi,ARG,MF,Celta Vigo,La Liga,27,1994,20,1044,22,190,490,421,56,1000,13,33,39.4,14,4,665,3309,1586,87,29,8,31,23,754,615,81.6,72
Leonardo César Jardim,BRA,GK,Lille,Ligue 1,26,1995,17,481,427,479,2,0,0,334,0,0,,0,0,188,811,429,0,0,0,0,0,184,183,99.5,0
Damir Ceter,COL,FW,Cagliari,Serie A,23,1997,0.1,2,0,0,2,0,0,2,0,0,,0,0,2,38,24,0,0,0,0,0,4,2,50,0
Julian Chabot,GER,DF,Sampdoria,Serie A,23,1998,5.4,318,50,168,162,9,4,300,1,1,100,1,0,182,910,524,9,1,0,0,3,173,172,99.4,1
Julian Chabot,GER,DF,Köln,Bundesliga,23,1998,2.3,181,21,102,83,4,1,173,1,2,50,1,0,92,393,195,2,0,0,1,0,106,103,97.2,0
El Chadaille Bitshiabu,FRA,DF,Paris S-G,Ligue 1,16,2005,0.1,8,3,4,4,0,0,8,0,0,,0,0,5,19,1,0,0,0,0,0,6,6,100,0
Nassim Chadli,FRA,MF,Troyes,Ligue 1,20,2001,1.1,75,0,20,21,44,4,67,6,11,54.5,7,1,51,216,165,8,5,1,5,7,52,44,84.6,7
Kayky Chagas,BRA,FW,Manchester City,Premier League,18,2003,0.1,3,0,0,2,2,0,3,0,0,,0,0,3,40,29,1,1,0,1,0,4,3,75,0
Mehdi Chahiri,MAR,MF,Strasbourg,Ligue 1,25,1996,0.2,11,0,2,3,7,3,10,0,1,0,1,0,6,26,17,1,1,0,0,1,9,5,55.6,1
Trevoh Chalobah,ENG,DF,Chelsea,Premier League,22,1999,16.1,1425,77,500,846,155,10,1395,11,15,73.3,11,0,1040,3946,1900,69,31,0,1,6,1075,1053,98,2
Calum Chambers,ENG,DF,Aston Villa,Premier League,26,1995,9.2,570,116,338,223,31,7,557,1,2,50,1,0,329,1522,842,19,3,0,0,1,361,350,97,1
Calum Chambers,ENG,DF,Arsenal,Premier League,26,1995,1.9,122,17,49,61,17,1,108,0,0,,0,0,71,239,106,4,2,0,1,2,73,71,97.3,0
Dylan Chambost,FRA,MF,Troyes,Ligue 1,23,1997,8.4,545,13,114,325,135,10,521,2,3,66.7,2,0,334,1372,701,20,11,0,6,6,434,383,88.2,32
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,31,1990,13.5,692,46,207,284,234,31,553,2,6,33.3,3,0,319,1280,651,32,17,3,12,6,439,361,82.2,24
Chapela,ESP,MF,Cádiz,La Liga,22,1999,4.4,134,7,40,62,43,4,133,2,5,40,2,0,84,547,341,11,4,0,8,4,99,70,70.7,8
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,26,1994,29.8,1612,279,1006,678,55,17,1547,0,1,0,0,0,918,5015,2893,59,14,0,2,4,958,944,98.5,3
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,30,1991,2.4,117,8,34,59,34,6,105,1,1,100,1,0,58,301,116,3,4,0,0,1,79,68,86.1,4
Xavier Chavalerin,FRA,MF,Troyes,Ligue 1,30,1991,30.2,1340,65,382,657,372,48,1277,20,31,64.5,23,1,791,3384,1483,50,21,4,37,20,1059,903,85.3,75
Justin Che,USA,DF,Hoffenheim,Bundesliga,17,2003,0.5,30,0,6,16,10,2,24,0,1,0,0,0,21,97,56,0,0,0,0,0,21,20,95.2,4
Chema,ESP,MF,Getafe,La Liga,29,1992,0.5,16,2,3,11,2,0,14,0,0,,0,0,6,31,13,0,0,0,0,0,7,7,100,1
Rayan Cherki,FRA,FW,Lyon,Ligue 1,17,2003,4.9,339,1,21,166,181,30,298,9,28,32.1,10,2,240,1641,1076,61,13,13,13,16,331,256,77.3,44
Denis Cheryshev,RUS,MF,Valencia,La Liga,30,1990,6.3,259,10,49,93,131,23,244,6,13,46.2,7,4,146,741,380,22,6,4,12,5,195,134,68.7,23
Daniel Chesters,ENG,MF,West Ham,Premier League,19,2002,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
Giorgio Chiellini,ITA,DF,Juventus,Serie A,36,1984,15,1081,154,506,574,75,7,1039,2,4,50,2,0,627,3746,2141,59,18,1,7,0,744,732,98.4,4
Federico Chiesa,ITA,MF,Juventus,Serie A,23,1997,9.6,434,8,80,184,216,50,402,21,33,63.6,23,2,305,1929,1312,49,19,11,17,27,390,276,70.8,50
Ben Chilwell,ENG,DF,Chelsea,Premier League,24,1996,6,422,9,93,144,203,28,348,2,5,40,3,0,241,1089,518,23,4,5,11,3,296,257,86.8,30
Chiquinho,POR,DF,Wolves,Premier League,21,2000,2.3,153,2,22,57,84,16,145,8,12,66.7,8,0,102,418,248,14,3,1,6,11,125,102,81.6,22
Vlad Chiricheș,ROU,DF,Sassuolo,Serie A,31,1989,25.6,1566,259,877,752,37,9,1510,4,8,50,4,1,1010,4346,2115,42,11,0,10,9,1052,1032,98.1,0
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,24,1997,29.3,1920,20,332,1292,378,24,1857,8,14,57.1,8,0,1242,4950,2200,87,23,1,12,10,1524,1418,93,52
Joris Chotard,FRA,MF,Montpellier,Ligue 1,19,2001,32.6,1589,147,635,861,171,17,1548,12,22,54.5,13,1,947,3871,1759,53,8,2,12,15,1052,991,94.2,23
