Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Rober,ESP,DF,Levante,La Liga,26,1995,22.3,1,8,1,12.5,0.36,0.04,0.13,1,7,0,0,0,1.4,1.4,0.18,-0.4,-0.4
Sergi Roberto,ESP,MF,Barcelona,La Liga,29,1992,4.4,2,4,3,75,0.9,0.68,0.5,0.67,9,0,0,0,1.6,1.6,0.41,0.4,0.4
Connor Roberts,WAL,DF,Burnley,Premier League,25,1995,18.8,1,6,4,66.7,0.32,0.21,0.17,0.25,21.3,0,0,0,0.2,0.2,0.04,0.8,0.8
Patrick Roberts,ENG,DF,Troyes,Ligue 1,24,1997,0.2,0,1,0,0,6.43,0,0,,7.3,0,0,0,0.2,0.2,0.18,-0.2,-0.2
Tyler Roberts,WAL,MF,Leeds United,Premier League,22,1999,11,1,30,12,40,2.74,1.09,0.03,0.08,18.5,0,0,0,2.4,2.4,0.08,-1.4,-1.4
Andrew Robertson,SCO,DF,Liverpool,Premier League,27,1994,28.2,3,18,8,44.4,0.64,0.28,0.17,0.38,17.2,0,0,0,1.9,1.9,0.1,1.1,1.1
Marc Roca,ESP,MF,Bayern Munich,Bundesliga,24,1996,4.2,0,5,0,0,1.19,0,0,,21.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Rubén Rochina,ESP,MF,Granada,La Liga,30,1991,8.3,1,15,5,33.3,1.82,0.61,0.07,0.2,25.5,1,0,0,0.6,0.6,0.04,0.4,0.4
Cimo Röcker,GER,DF,Hertha BSC,Bundesliga,27,1994,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Enzo Roco,CHI,DF,Elche,La Liga,28,1992,28.4,1,11,3,27.3,0.39,0.11,0.09,0.33,9.8,0,0,0,1.1,1.1,0.1,-0.1,-0.1
Stian Rode Gregersen,NOR,DF,Bordeaux,Ligue 1,26,1995,21.7,1,6,2,33.3,0.28,0.09,0.17,0.5,8.1,0,0,0,1.4,1.4,0.23,-0.4,-0.4
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,30,1990,8.4,1,6,2,33.3,0.71,0.24,0.17,0.5,18.2,0,0,0,0.8,0.8,0.14,0.2,0.2
Joe Rodon,WAL,DF,Tottenham,Premier League,23,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Rodri,ESP,MF,Manchester City,Premier League,25,1996,32,7,45,14,31.1,1.4,0.44,0.16,0.5,18.2,0,0,0,2.6,2.6,0.06,4.4,4.4
Rodrigo,ESP,FW,Betis,La Liga,21,2000,9.8,1,15,7,46.7,1.53,0.72,0.07,0.14,16.1,0,0,0,1.3,1.3,0.09,-0.3,-0.3
Rodrigo,ESP,MF,Leeds United,Premier League,30,1991,25.2,6,48,17,35.4,1.91,0.68,0.1,0.29,18,0,1,1,4.9,4.1,0.09,1.1,0.9
Gerson Rodrigues,LUX,FW,Troyes,Ligue 1,26,1995,9.4,1,23,7,30.4,2.44,0.74,0.04,0.14,19.2,0,0,0,2.6,2.6,0.11,-1.6,-1.6
Kévin Rodrigues,POR,DF,Rayo Vallecano,La Liga,27,1994,4.8,0,4,0,0,0.83,0,0,,25.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Ángel Rodríguez,ESP,FW,Mallorca,La Liga,34,1987,17.2,3,29,11,37.9,1.69,0.64,0.1,0.27,12.1,0,0,0,4.8,4.8,0.17,-1.8,-1.8
Óscar Rodríguez Arnaiz,ESP,MF,Getafe,La Liga,23,1998,10.5,0,25,8,32,2.39,0.76,0,0,25.5,9,0,0,1.1,1.1,0.04,-1.1,-1.1
Óscar Rodríguez Arnaiz,ESP,FW,Sevilla,La Liga,23,1998,4.6,0,14,1,7.1,3.02,0.22,0,0,23.9,1,0,0,0.8,0.8,0.06,-0.8,-0.8
Dani Rodríguez,ESP,MF,Mallorca,La Liga,33,1988,31.5,3,43,10,23.3,1.37,0.32,0.07,0.3,19.3,3,0,0,2.8,2.8,0.07,0.2,0.2
Guido Rodríguez,ARG,MF,Betis,La Liga,27,1994,28.1,1,21,8,38.1,0.75,0.28,0.05,0.13,19.8,0,0,0,1,1,0.05,0,0
Jay Rodriguez,ENG,FW,Burnley,Premier League,32,1989,15.4,2,41,11,26.8,2.67,0.72,0.05,0.18,14.2,0,0,0,4.7,4.7,0.11,-2.7,-2.7
Ricardo Rodríguez,SUI,DF,Torino,Serie A,28,1992,27.5,0,9,0,0,0.33,0,0,,26.1,3,0,0,0.3,0.3,0.03,-0.3,-0.3
Rodrygo,BRA,FW,Real Madrid,La Liga,20,2001,16.9,4,35,15,42.9,2.07,0.89,0.11,0.27,15.8,0,0,0,4.6,4.6,0.13,-0.6,-0.6
Mads Roerslev,DEN,DF,Brentford,Premier League,22,1999,13.8,1,5,2,40,0.36,0.15,0.2,0.5,17.5,0,0,0,0.3,0.3,0.06,0.7,0.7
Marko Rog,CRO,MF,Cagliari,Serie A,26,1995,3.5,0,7,1,14.3,2.03,0.29,0,0,21.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Rogério,BRA,DF,Sassuolo,Serie A,23,1998,19.2,0,14,4,28.6,0.73,0.21,0,0,23.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Alessio Romagnoli,ITA,DF,Milan,Serie A,26,1995,15.7,1,12,5,41.7,0.77,0.32,0.08,0.2,12,0,0,0,0.7,0.7,0.06,0.3,0.3
Simone Romagnoli,ITA,DF,Empoli,Serie A,31,1990,16.6,2,5,2,40,0.3,0.12,0.4,1,5.7,0,0,0,1.4,1.4,0.28,0.6,0.6
Leonardo Román,ESP,GK,Mallorca,La Liga,21,2000,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Cristian Romero,ARG,DF,Tottenham,Premier League,23,1998,20.5,1,6,2,33.3,0.29,0.1,0.17,0.5,13.3,0,0,0,0.7,0.7,0.11,0.3,0.3
Iván Romero,ESP,FW,Sevilla,La Liga,20,2001,2,0,2,1,50,1.01,0.51,0,0,12,0,0,0,0.5,0.5,0.27,-0.5,-0.5
Luka Romero,ARG,FW,Lazio,Serie A,16,2004,0.9,0,1,1,100,1.07,1.07,0,0,28.2,0,0,0,0,0,0.02,0,0
Sergio Romero,ARG,GK,Venezia,Serie A,34,1987,16,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Oriol Romeu,ESP,MF,Southampton,Premier League,29,1991,32.1,2,25,4,16,0.78,0.12,0.08,0.5,20.9,0,0,0,1.3,1.3,0.05,0.7,0.7
Cristiano Ronaldo,POR,FW,Juventus,Serie A,36,1985,0.3,0,1,0,0,2.9,0,0,,9,0,0,0,0.2,0.2,0.17,-0.2,-0.2
Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,36,1985,27.3,18,108,39,36.1,3.96,1.43,0.14,0.38,15,8,3,3,16.5,14.2,0.13,1.5,0.8
Salomón Rondón,VEN,FW,Everton,Premier League,31,1989,8.8,1,21,6,28.6,2.39,0.68,0.05,0.17,11.6,0,0,0,2.2,2.2,0.1,-1.2,-1.2
Valentin Rongier,FRA,DF,Marseille,Ligue 1,26,1994,24.4,0,28,8,28.6,1.15,0.33,0,0,20.2,0,0,0,2.6,2.6,0.09,-2.6,-2.6
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,28,1992,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Marten de Roon,NED,MF,Atalanta,Serie A,30,1991,28.3,3,22,5,22.7,0.78,0.18,0.14,0.6,18.6,0,0,0,1.7,1.7,0.08,1.3,1.3
Unai Ropero,ESP,MF,Alavés,La Liga,19,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Pablo Rosario,NED,MF,Nice,Ligue 1,24,1997,30.3,0,18,3,16.7,0.59,0.1,0,0,18.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2
Romario Rösch,GER,MF,Mainz 05,Bundesliga,22,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Danny Rose,ENG,DF,Watford,Premier League,31,1990,7.7,0,4,1,25,0.52,0.13,0,0,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Francesco Rossi,ITA,GK,Atalanta,Serie A,30,1991,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Tom Rothe,GER,DF,Dortmund,Bundesliga,16,2004,1,1,2,1,50,1.91,0.96,0.5,1,12,0,0,0,0.2,0.2,0.08,0.8,0.8
Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,28,1993,19.7,1,12,5,41.7,0.61,0.25,0.08,0.2,23.4,0,0,0,1,1,0.09,0,0
Nicolò Rovella,ITA,MF,Genoa,Serie A,19,2001,16.3,0,17,4,23.5,1.04,0.25,0,0,26.7,6,0,0,0.9,0.9,0.05,-0.9,-0.9
Jon Rowe,ENG,FW,Norwich City,Premier League,18,2003,2.5,0,3,2,66.7,1.21,0.81,0,0,15.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Amir Rrahmani,KVX,DF,Napoli,Serie A,27,1994,32.5,4,22,9,40.9,0.68,0.28,0.18,0.44,8.5,0,0,0,3.7,3.7,0.17,0.3,0.3
Ruan,BRA,DF,Sassuolo,Serie A,22,1999,2.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Rubén,ESP,DF,Espanyol,La Liga,20,2001,1.7,0,1,0,0,0.6,0,0,,30.7,0,0,0,0,0,0.01,0,0
John Ruddy,ENG,GK,Wolves,Premier League,34,1986,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Antonio Rüdiger,GER,DF,Chelsea,Premier League,28,1993,33.7,3,48,13,27.1,1.42,0.39,0.06,0.23,19.5,0,0,0,2.8,2.8,0.06,0.2,0.2
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,31,1990,8.6,3,14,5,35.7,1.63,0.58,0.21,0.6,19.1,0,0,0,2,2,0.14,1,1
Daniele Rugani,ITA,DF,Juventus,Serie A,27,1994,9.8,0,2,0,0,0.2,0,0,,9.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Matteo Ruggeri,ITA,DF,Salernitana,Serie A,19,2002,7.5,0,3,0,0,0.4,0,0,,9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Mário Rui,POR,DF,Napoli,Serie A,30,1991,33.2,0,32,10,31.3,0.96,0.3,0,0,20.1,5,0,0,1.7,1.7,0.05,-1.7,-1.7
Aitor Ruibal,ESP,FW,Betis,La Liga,25,1996,9.5,0,19,3,15.8,2,0.32,0,0,18.9,0,0,0,1.2,1.2,0.06,-1.2,-1.2
Isma Ruiz,ESP,MF,Granada,La Liga,20,2001,3.1,0,4,1,25,1.27,0.32,0,0,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,25,1996,26.5,7,40,13,32.5,1.51,0.49,0.18,0.54,22.3,0,0,0,1.6,1.6,0.04,5.4,5.4
Víctor Ruiz,ESP,DF,Betis,La Liga,32,1989,15.8,0,8,1,12.5,0.51,0.06,0,0,7.1,0,0,0,1,1,0.12,-1,-1
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,29,1992,32,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Lukas Rupp,GER,MF,Norwich City,Premier League,30,1991,8.5,0,12,2,16.7,1.4,0.23,0,0,19.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Alessandro Russo,ITA,MF,Salernitana,Serie A,17,2003,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Franco Russo,ARG,DF,Mallorca,La Liga,26,1994,16.3,1,6,2,33.3,0.37,0.12,0.17,0.5,12.4,0,0,0,0.2,0.2,0.03,0.8,0.8
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,19,2002,17.9,8,54,19,35.2,3.02,1.06,0.15,0.42,13.7,0,0,0,6.6,6.6,0.12,1.4,1.4
Mathew Ryan,AUS,GK,Real Sociedad,La Liga,29,1992,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,23,1997,15.9,2,16,6,37.5,1.01,0.38,0.13,0.33,18.8,0,0,0,1.6,1.6,0.1,0.4,0.4
José Sá,POR,GK,Wolves,Premier League,28,1993,36.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Roli Pereira de Sa,FRA,MF,Nantes,Ligue 1,24,1996,6.4,0,5,1,20,0.79,0.16,0,0,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Youssouf Sabaly,SEN,DF,Betis,La Liga,28,1993,8.8,0,4,1,25,0.46,0.11,0,0,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Mathys Saban,FRA,FW,Saint-Étienne,Ligue 1,19,2002,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Stefano Sabelli,ITA,DF,Genoa,Serie A,28,1993,3.9,0,2,1,50,0.52,0.26,0,0,18.3,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Abdelhamid Sabiri,MAR,MF,Sampdoria,Serie A,24,1996,9.9,3,16,9,56.3,1.61,0.91,0.19,0.33,22.7,3,0,0,1.1,1.1,0.07,1.9,1.9
Marcel Sabitzer,AUT,MF,Bayern Munich,Bundesliga,27,1994,10.1,1,19,6,31.6,1.89,0.6,0.05,0.17,18.8,1,0,0,1.7,1.7,0.09,-0.7,-0.7
Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,27,1994,0.5,0,2,0,0,3.67,0,0,,28.3,0,0,0,0,0,0.02,0,0
Falaye Sacko,MLI,DF,Saint-Étienne,Ligue 1,26,1995,7.4,0,1,0,0,0.13,0,0,,19.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Alexis Saelemaekers,BEL,FW,Milan,Serie A,22,1999,20.7,1,39,12,30.8,1.88,0.58,0.03,0.08,19.9,0,0,0,3.3,3.3,0.09,-2.3,-2.3
Rafiki Said Ahamada,FRA,MF,Brest,Ligue 1,21,2000,1.4,0,5,2,40,3.69,1.48,0,0,17,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Wesley Saïd,FRA,FW,Lens,Ligue 1,26,1995,7.3,5,26,10,38.5,3.58,1.38,0.19,0.5,13.7,0,0,0,3.9,3.9,0.15,1.1,1.1
Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,24,1997,31.2,5,64,26,40.6,2.05,0.83,0.08,0.19,19,0,0,0,5.1,5.1,0.08,-0.1,-0.1
Romain Saïss,MAR,DF,Wolves,Premier League,31,1990,30.1,2,18,6,33.3,0.6,0.2,0.11,0.33,11.8,1,0,0,2.7,2.7,0.15,-0.7,-0.7
Bukayo Saka,ENG,FW,Arsenal,Premier League,19,2001,33.1,11,95,29,30.5,2.87,0.88,0.09,0.31,16.9,0,2,2,9.7,8.2,0.09,1.3,0.8
Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,31,1990,28.6,0,1,0,0,0.03,0,0,,5.8,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Bakary Sako,MLI,FW,Saint-Étienne,Ligue 1,33,1988,1.7,0,6,0,0,3.46,0,0,,21.6,1,0,0,0.3,0.3,0.04,-0.3,-0.3
Jacopo Sala,ITA,MF,Spezia,Serie A,29,1991,9.8,1,4,2,50,0.41,0.2,0.25,0.5,29.6,0,0,0,0.1,0.1,0.02,0.9,0.9
Mohamed Salah,EGY,FW,Liverpool,Premier League,29,1992,30.7,23,134,49,36.6,4.37,1.6,0.13,0.37,15.5,1,5,6,21.8,17.1,0.13,1.2,0.9
Eddie Salcedo,ITA,MF,Spezia,Serie A,19,2001,4.8,0,16,4,25,3.36,0.84,0,0,14.4,1,0,0,1.6,1.6,0.1,-1.6,-1.6
William Saliba,FRA,DF,Marseille,Ligue 1,20,2001,36,0,16,3,18.8,0.44,0.08,0,0,10.3,0,0,0,1.5,1.5,0.1,-1.5,-1.5
Romain Salin,FRA,GK,Rennes,Ligue 1,37,1984,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mohammed Salisu,GHA,DF,Southampton,Premier League,22,1999,33,0,25,8,32,0.76,0.24,0,0,11,0,0,0,1.8,1.8,0.07,-1.8,-1.8
Roland Sallai,HUN,MF,Freiburg,Bundesliga,24,1997,17.2,4,47,10,21.3,2.73,0.58,0.09,0.4,14.8,0,0,0,5.6,5.6,0.12,-1.6,-1.6
Yoann Salmier,GUF,DF,Troyes,Ligue 1,28,1992,29.6,0,9,1,11.1,0.3,0.03,0,0,16,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Salvi,ESP,MF,Cádiz,La Liga,30,1991,15.5,2,19,8,42.1,1.23,0.52,0.11,0.25,15.8,0,0,1,3,2.2,0.12,-1,-0.2
Lazar Samardzic,GER,MF,Udinese,Serie A,19,2002,5.4,2,17,6,35.3,3.12,1.1,0.12,0.33,22.3,1,0,0,1.1,1.1,0.06,0.9,0.9
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,25,1996,18.4,2,15,4,26.7,0.82,0.22,0.13,0.5,16.5,0,0,0,1.2,1.2,0.08,0.8,0.8
Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,25,1995,19.1,3,47,17,36.2,2.46,0.89,0.06,0.18,15.8,0,0,1,5.8,5.1,0.11,-2.8,-2.1
Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,21,1999,12.6,0,20,8,40,1.59,0.63,0,0,25,0,0,0,0.6,0.6,0.03,-0.6,-0.6
Junior Sambia,FRA,DF,Montpellier,Ligue 1,24,1996,17,1,21,6,28.6,1.23,0.35,0.05,0.17,23.6,3,0,0,1.4,1.4,0.07,-0.4,-0.4
Luigi Samele,ITA,FW,Sassuolo,Serie A,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Fede San Emeterio,ESP,MF,Cádiz,La Liga,24,1997,9.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Antonio Sanabria,PAR,FW,Torino,Serie A,25,1996,20,6,49,19,38.8,2.45,0.95,0.12,0.32,11.7,1,0,0,8.1,8.1,0.17,-2.1,-2.1
Oihan Sancet,ESP,FW,Athletic Club,La Liga,21,2000,15.8,6,31,14,45.2,1.96,0.89,0.19,0.43,14.2,0,0,0,2.6,2.6,0.09,3.4,3.4
Renato Sanches,POR,MF,Lille,Ligue 1,23,1997,18.3,2,22,4,18.2,1.2,0.22,0.09,0.5,24.5,3,0,0,0.9,0.9,0.04,1.1,1.1
Alexis Sánchez,CHI,FW,Inter,Serie A,32,1988,9.8,5,33,13,39.4,3.37,1.33,0.15,0.38,15.5,1,0,0,5.3,5.3,0.16,-0.3,-0.3
Antonio Sánchez,ESP,MF,Mallorca,La Liga,24,1997,18,1,18,4,22.2,1,0.22,0.06,0.25,21.8,0,0,0,1.3,1.3,0.07,-0.3,-0.3
Davinson Sánchez,COL,DF,Tottenham,Premier League,25,1996,18.1,2,13,3,23.1,0.72,0.17,0.15,0.67,8.1,0,0,0,2.1,2.1,0.16,-0.1,-0.1
Germán Sánchez,ESP,DF,Granada,La Liga,34,1986,25.5,2,13,4,30.8,0.51,0.16,0.15,0.5,8.2,0,0,0,1.3,1.3,0.1,0.7,0.7
Juan Sánchez,ESP,MF,Sevilla,La Liga,17,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Manuel Sánchez,ESP,DF,Osasuna,La Liga,20,2000,25.1,1,7,3,42.9,0.28,0.12,0.14,0.33,20.2,0,0,0,0.4,0.4,0.06,0.6,0.6
Robert Sánchez,ESP,GK,Brighton,Premier League,23,1997,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jadon Sancho,ENG,FW,Manchester Utd,Premier League,21,2000,21.1,3,26,9,34.6,1.23,0.43,0.12,0.33,14.6,0,0,0,3.3,3.3,0.13,-0.3,-0.3
Philippe Sandler,NED,DF,Troyes,Ligue 1,24,1997,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Alex Sandro,BRA,DF,Juventus,Serie A,30,1991,19.8,0,9,2,22.2,0.46,0.1,0,0,13,0,0,0,0.7,0.7,0.08,-0.7,-0.7
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,25,1996,22,7,89,32,36,4.05,1.46,0.08,0.22,19.9,8,0,0,9.8,9.8,0.11,-2.8,-2.8
Oier Sanjurjo,ESP,MF,Osasuna,La Liga,35,1986,8.4,1,9,1,11.1,1.07,0.12,0.11,1,15.7,0,0,0,0.6,0.6,0.07,0.4,0.4
Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,17,2003,0,0,1,1,100,22.5,22.5,0,0,15.7,0,0,0,0.2,0.2,0.16,-0.2,-0.2
Morgan Sanson,FRA,MF,Aston Villa,Premier League,26,1994,4,0,1,0,0,0.25,0,0,,33.8,0,0,0,0,0,0.01,0,0
Nicola Sansone,ITA,FW,Bologna,Serie A,29,1991,10,2,24,6,25,2.41,0.6,0.08,0.33,19.4,1,0,0,3,3,0.12,-1,-1
Baptiste Santamaria,FRA,MF,Freiburg,Bundesliga,26,1995,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,26,1995,28,2,34,7,20.6,1.22,0.25,0.06,0.29,16.7,0,0,0,1.6,1.6,0.05,0.4,0.4
Federico Santander,PAR,FW,Bologna,Serie A,30,1991,0.7,1,2,1,50,2.69,1.34,0.5,1,12.4,0,0,0,0.4,0.4,0.2,0.6,0.6
Jesús Santiago,ESP,MF,Valencia,La Liga,17,2004,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Samir Santos,BRA,DF,Watford,Premier League,26,1994,18.6,0,8,2,25,0.43,0.11,0,0,11.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Samir Santos,BRA,DF,Udinese,Serie A,26,1994,15.8,0,8,3,37.5,0.51,0.19,0,0,9.7,0,0,0,1.3,1.3,0.16,-1.3,-1.3
Sergio Santos,ESP,DF,Real Madrid,La Liga,20,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Alvaro Sanz,ESP,MF,Barcelona,La Liga,20,2001,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Riccardo Saponara,ITA,FW,Fiorentina,Serie A,29,1991,14.3,3,37,14,37.8,2.59,0.98,0.08,0.21,19.7,0,0,0,2,2,0.05,1,1
Pablo Sarabia,ESP,FW,Paris S-G,Ligue 1,29,1992,0.2,1,1,1,100,4.09,4.09,1,1,4,0,0,0,0.8,0.8,0.8,0.2,0.2
Marcelo Saracchi,URU,DF,Levante,La Liga,23,1998,2.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Josh Sargent,USA,FW,Norwich City,Premier League,21,2000,17.5,2,26,2,7.7,1.49,0.11,0.08,1,15.3,0,0,0,2.8,2.8,0.11,-0.8,-0.8
Jeremy Sarmiento,ECU,FW,Brighton,Premier League,19,2002,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Bouna Sarr,SEN,DF,Bayern Munich,Bundesliga,29,1992,0.7,0,1,0,0,1.41,0,0,,14,0,0,0,0,0,0.05,0,0
Ismaila Sarr,SEN,FW,Watford,Premier League,23,1998,20.7,5,38,15,39.5,1.84,0.73,0.13,0.33,18.2,0,0,1,4.3,3.5,0.09,0.7,1.5
Malang Sarr,FRA,DF,Chelsea,Premier League,22,1999,6.1,0,1,0,0,0.16,0,0,,21.5,0,0,0,0,0,0.05,0,0
Joan Sastre Vanrell,ESP,DF,Mallorca,La Liga,24,1997,2.9,0,2,0,0,0.7,0,0,,26.8,0,0,0,0,0,0.02,0,0
Giacomo Satalino,ITA,GK,Sassuolo,Serie A,22,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Martin Satriano,URU,FW,Brest,Ligue 1,20,2001,10.4,4,24,9,37.5,2.32,0.87,0.17,0.44,15.3,0,0,0,3.3,3.3,0.14,0.7,0.7
Martin Satriano,URU,FW,Inter,Serie A,20,2001,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,29,1991,26.8,8,78,34,43.6,2.91,1.27,0.06,0.15,24.4,22,3,4,7.6,4.5,0.06,0.4,0.5
Esteban Saveljich,MNE,DF,Rayo Vallecano,La Liga,30,1991,18.9,0,9,3,33.3,0.48,0.16,0,0,7.5,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,30,1991,27.1,0,16,5,31.3,0.59,0.18,0,0,7.9,0,0,0,1.8,1.8,0.11,-1.8,-1.8
Joe Scally,USA,DF,M'Gladbach,Bundesliga,18,2002,21.2,1,18,6,33.3,0.85,0.28,0.06,0.17,18.1,0,0,0,1.3,1.3,0.07,-0.3,-0.3
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,17,2003,8.5,1,16,3,18.8,1.89,0.35,0.06,0.33,9.9,0,0,0,1.7,1.7,0.11,-0.7,-0.7
Gianluca Scamacca,ITA,FW,Sassuolo,Serie A,22,1999,23.8,16,78,36,46.2,3.27,1.51,0.19,0.42,16.5,1,1,1,10.8,10,0.13,5.2,5
Dane Scarlett,ENG,MF,Tottenham,Premier League,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kevin Schade,GER,FW,Freiburg,Bundesliga,19,2001,9.2,4,19,9,47.4,2.06,0.97,0.21,0.44,12.9,0,0,0,2.3,2.2,0.11,1.7,1.8
András Schäfer,HUN,MF,Union Berlin,Bundesliga,22,1999,2.7,1,7,3,42.9,2.64,1.13,0.14,0.33,18.1,0,0,0,0.8,0.8,0.12,0.2,0.2
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,29,1991,24,2,20,6,30,0.83,0.25,0.1,0.33,16.9,3,0,0,1.3,1.3,0.07,0.7,0.7
Louis Schaub,AUT,MF,Köln,Bundesliga,26,1994,7.3,1,15,2,13.3,2.06,0.28,0.07,0.5,16.4,0,0,0,1.1,1.1,0.07,-0.1,-0.1
Andrea Schiavone,ITA,MF,Salernitana,Serie A,28,1993,6.3,1,2,1,50,0.32,0.16,0.5,1,10.5,0,0,0,0.3,0.3,0.13,0.7,0.7
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,25,1996,23.1,24,88,42,47.7,3.82,1.82,0.26,0.55,12.6,2,1,2,17.8,16.3,0.19,6.2,6.7
Kingsley Schindler,GER,DF,Köln,Bundesliga,28,1993,3.9,1,3,1,33.3,0.77,0.26,0.33,1,16,0,0,0,0.5,0.5,0.17,0.5,0.5
Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,23,1997,11.6,0,11,1,9.1,0.95,0.09,0,0,20.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,24,1997,3.5,0,1,0,0,0.29,0,0,,14.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Nico Schlotterbeck,GER,DF,Freiburg,Bundesliga,21,1999,30.9,4,37,18,48.6,1.2,0.58,0.11,0.22,12.2,0,0,0,3.9,3.9,0.11,0.1,0.1
Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,28,1992,20.6,4,33,9,27.3,1.6,0.44,0.12,0.44,13.4,0,0,0,3.2,3.2,0.1,0.8,0.8
Kasper Schmeichel,DEN,GK,Leicester City,Premier League,34,1986,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
