Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Andrea Conti,ITA,DF,Sampdoria,Serie A,27,1994,2.6,1,4,1,25,1.54,0.38,0.25,1,12.6,0,0,0,0.3,0.3,0.08,0.7,0.7
Andrea Conti,ITA,DF,Milan,Serie A,27,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Liam Cooper,SCO,DF,Leeds United,Premier League,29,1991,20.2,0,5,1,20,0.25,0.05,0,0,10.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Lucas Copado,GER,FW,Bayern Munich,Bundesliga,17,2004,0.2,0,1,0,0,5.63,0,0,,18,0,0,0,0,0,0.04,0,0
Diego Coppola,ITA,DF,Hellas Verona,Serie A,17,2003,2.8,0,1,0,0,0.36,0,0,,7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Francis Coquelin,FRA,MF,Villarreal,La Liga,30,1991,9.2,2,5,2,40,0.54,0.22,0.4,1,13.8,0,0,0,0.3,0.3,0.05,1.7,1.7
Sébastien Corchia,FRA,DF,Nantes,Ligue 1,30,1990,14.7,0,11,3,27.3,0.75,0.2,0,0,27.7,4,0,0,0.4,0.4,0.03,-0.4,-0.4
Sergio Córdova,VEN,FW,Augsburg,Bundesliga,23,1997,3.6,0,7,1,14.3,1.92,0.27,0,0,10,0,0,0,0.9,0.9,0.12,-0.9,-0.9
Jack Cork,ENG,MF,Burnley,Premier League,32,1989,18.6,1,7,1,14.3,0.38,0.05,0.14,1,17.4,0,0,0,0.8,0.8,0.11,0.2,0.2
Maxwel Cornet,CIV,DF,Lyon,Ligue 1,24,1996,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Maxwel Cornet,CIV,FW,Burnley,Premier League,24,1996,19.6,9,46,22,47.8,2.34,1.12,0.2,0.41,16.6,4,0,1,6.7,5.9,0.13,2.3,3.1
Jesús Corona,MEX,FW,Sevilla,La Liga,28,1993,12.9,2,12,4,33.3,0.93,0.31,0.17,0.5,12,0,0,0,1.7,1.7,0.14,0.3,0.3
Ángel Correa,ARG,FW,Atlético Madrid,La Liga,26,1995,20.6,12,50,22,44,2.42,1.07,0.24,0.55,17.3,0,0,0,6.8,6.8,0.14,5.2,5.2
Joaquín Correa,ARG,FW,Inter,Serie A,26,1994,11.4,6,35,16,45.7,3.07,1.4,0.17,0.38,12.8,0,0,0,4.8,4.8,0.14,1.2,1.2
Thierry Correia,POR,DF,Valencia,La Liga,22,1999,15.7,0,3,1,33.3,0.19,0.06,0,0,19.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,28,1993,8.1,0,2,0,0,0.25,0,0,,12.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
David Pereira da Costa,POR,MF,Lens,Ligue 1,20,2001,16.3,3,26,9,34.6,1.6,0.55,0.12,0.33,18.8,0,0,0,2.5,2.5,0.1,0.5,0.5
Hélder Costa,ANG,MF,Leeds United,Premier League,27,1994,0.2,0,1,0,0,4.09,0,0,,22.4,0,0,0,0,0,0.03,0,0
Hélder Costa,ANG,MF,Valencia,La Liga,27,1994,12.4,0,9,2,22.2,0.72,0.16,0,0,17.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Jaume Costa,ESP,DF,Mallorca,La Liga,33,1988,20.3,0,10,2,20,0.49,0.1,0,0,18.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,34,1987,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Vladimír Coufal,CZE,DF,West Ham,Premier League,28,1992,24.5,0,11,4,36.4,0.45,0.16,0,0,17,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,29,1991,9.4,5,27,11,40.7,2.86,1.16,0.19,0.45,8.9,0,0,0,4.1,4.1,0.15,0.9,0.9
Lassana Coulibaly,MLI,MF,Salernitana,Serie A,25,1996,25.9,0,22,7,31.8,0.85,0.27,0,0,23.9,0,0,0,0.9,0.9,0.04,-0.9,-0.9
Mamadou Coulibaly,SEN,MF,Salernitana,Serie A,22,1999,9,2,10,4,40,1.11,0.45,0.2,0.5,18.2,0,0,0,1.2,1.2,0.12,0.8,0.8
Tanguy Coulibaly,FRA,DF,Stuttgart,Bundesliga,20,2001,12,0,13,3,23.1,1.08,0.25,0,0,16.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,29,1992,36,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Philippe Coutinho,BRA,MF,Aston Villa,Premier League,29,1992,14.8,5,43,16,37.2,2.91,1.08,0.12,0.31,20.6,5,0,0,3.7,3.7,0.09,1.3,1.3
Philippe Coutinho,BRA,MF,Barcelona,La Liga,29,1992,5.6,2,23,6,26.1,4.12,1.07,0.04,0.17,18,1,1,1,2.8,2,0.09,-0.8,-1
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,22,1999,30.8,2,6,3,50,0.19,0.1,0.33,0.67,14,0,0,0,1.4,1.4,0.24,0.6,0.6
Alessio Cragno,ITA,GK,Cagliari,Serie A,27,1994,35,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Aaron Cresswell,ENG,DF,West Ham,Premier League,31,1989,30.3,2,18,3,16.7,0.59,0.1,0.11,0.67,19.9,8,0,0,1.1,1.1,0.06,0.9,0.9
Charlie Cresswell,ENG,DF,Leeds United,Premier League,18,2002,1.6,0,1,0,0,0.64,0,0,,10,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Domenico Criscito,ITA,DF,Genoa,Serie A,34,1986,18,6,17,0,0,0.95,0,0,,31.4,0,6,7,5.6,0.3,0.02,0.4,-0.3
Bryan Cristante,ITA,MF,Roma,Serie A,26,1995,29.8,2,39,5,12.8,1.31,0.17,0.05,0.4,15.1,0,0,0,2.3,2.3,0.06,-0.3,-0.3
Cristo,ESP,DF,Real Sociedad,La Liga,21,2000,0.2,0,1,0,0,5.29,0,0,,35.3,0,0,0,0,0,0.01,0,0
Enzo Crivelli,FRA,FW,Saint-Étienne,Ligue 1,26,1995,1.1,0,3,1,33.3,2.65,0.88,0,0,13.2,0,0,0,0.4,0.4,0.12,-0.4,-0.4
Domen Črnigoj,SVN,MF,Venezia,Serie A,25,1995,20.9,3,33,12,36.4,1.58,0.57,0.09,0.25,22.2,0,0,0,2.3,2.3,0.07,0.7,0.7
Giovanni Crociata,ITA,FW,Empoli,Serie A,23,1997,0.2,0,1,0,0,6,0,0,,10,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,29,1992,21.5,0,3,0,0,0.14,0,0,,17.2,0,0,0,0.3,0.3,0.1,-0.3,-0.3
Juan Cuadrado,COL,DF,Juventus,Serie A,33,1988,27.6,4,36,13,36.1,1.3,0.47,0.11,0.31,21.1,5,0,0,2,2,0.06,2,2
Cucho,COL,FW,Watford,Premier League,22,1999,12.7,5,35,10,28.6,2.75,0.78,0.14,0.5,18.7,5,0,0,2.5,2.5,0.07,2.5,2.5
Marc Cucurella,ESP,FW,Getafe,La Liga,23,1998,0.3,0,1,0,0,3.91,0,0,,18,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Marc Cucurella,ESP,DF,Brighton,Premier League,23,1998,34.3,1,18,3,16.7,0.52,0.09,0.06,0.33,20.9,0,0,0,0.7,0.7,0.04,0.3,0.3
Jorge Cuenca,ESP,DF,Getafe,La Liga,21,1999,29.8,1,16,6,37.5,0.54,0.2,0.06,0.17,11,0,0,0,0.7,0.7,0.04,0.3,0.3
Mickaël Cuisance,FRA,MF,Venezia,Serie A,21,1999,10.2,0,6,1,16.7,0.59,0.1,0,0,20.3,2,0,0,0.5,0.5,0.09,-0.5,-0.5
Mickaël Cuisance,FRA,MF,Bayern Munich,Bundesliga,21,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Luke Cundle,ENG,MF,Wolves,Premier League,19,2002,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,22,1999,0.7,0,3,1,33.3,4.22,1.41,0,0,8.8,0,0,0,0.7,0.7,0.24,-0.7,-0.7
Matheus Cunha,BRA,FW,Atlético Madrid,La Liga,22,1999,11.8,6,36,14,38.9,3.05,1.19,0.17,0.43,15.1,0,0,0,6.3,6.3,0.18,-0.3,-0.3
Patrick Cutrone,ITA,FW,Empoli,Serie A,23,1998,15.6,3,51,15,29.4,3.28,0.96,0.06,0.2,15.2,0,0,0,4.7,4.7,0.09,-1.7,-1.7
Wylan Cyprien,FRA,MF,Nantes,Ligue 1,26,1995,16.6,2,21,8,38.1,1.27,0.48,0.1,0.25,23.4,3,0,0,0.8,0.8,0.04,1.2,1.2
Rafael Czichos,GER,DF,Köln,Bundesliga,31,1990,15.6,0,2,0,0,0.13,0,0,,6.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Lennart-Marten Czyborra,GER,DF,Arminia,Bundesliga,22,1999,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,32,1988,11.1,1,14,3,21.4,1.26,0.27,0.07,0.33,9,0,0,0,1.9,1.9,0.14,-0.9,-0.9
Lucas Da Cunha,FRA,MF,Nice,Ligue 1,20,2001,4.4,0,11,3,27.3,2.52,0.69,0,0,22.5,1,0,0,1,1,0.09,-1,-1
Lucas Da Cunha,FRA,FW,Clermont Foot,Ligue 1,20,2001,9.3,2,19,6,31.6,2.05,0.65,0.11,0.33,18.6,0,0,0,1.3,1.3,0.07,0.7,0.7
Damien Da Silva,FRA,DF,Lyon,Ligue 1,33,1988,12.5,0,12,1,8.3,0.96,0.08,0,0,9.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,29,1992,14.6,3,33,9,27.3,2.27,0.62,0.09,0.33,12,0,0,0,3.7,3.7,0.11,-0.7,-0.7
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,22,1998,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Finn Dahmen,GER,GK,Mainz 05,Bundesliga,23,1998,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,25,1996,18.4,2,22,4,18.2,1.19,0.22,0.09,0.5,22.3,0,0,0,1.1,1.1,0.05,0.9,0.9
Patson Daka,ZAM,FW,Leicester City,Premier League,22,1998,12.9,5,26,15,57.7,2.02,1.16,0.19,0.33,15.4,0,0,0,4.7,4.7,0.18,0.3,0.3
Stuart Dallas,NIR,DF,Leeds United,Premier League,30,1991,32.4,1,31,8,25.8,0.96,0.25,0.03,0.13,21.1,0,0,0,2,2,0.06,-1,-1
Diogo Dalot,POR,DF,Manchester Utd,Premier League,22,1999,20,0,13,4,30.8,0.65,0.2,0,0,21.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Mikkel Damsgaard,DEN,MF,Sampdoria,Serie A,21,2000,6.4,0,11,2,18.2,1.71,0.31,0,0,19.1,1,0,0,0.7,0.7,0.07,-0.7,-0.7
Flavius Daniliuc,AUT,DF,Nice,Ligue 1,20,2001,14.4,0,4,0,0,0.28,0,0,,10.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Danilo,BRA,DF,Juventus,Serie A,30,1991,21,1,14,3,21.4,0.67,0.14,0.07,0.33,19,0,0,0,1.2,1.2,0.09,-0.2,-0.2
Kevin Danso,AUT,DF,Lens,Ligue 1,22,1998,31,2,13,4,30.8,0.42,0.13,0.15,0.5,10.5,0,0,0,1.6,1.6,0.12,0.4,0.4
Dante,BRA,DF,Nice,Ligue 1,37,1983,31.9,0,13,2,15.4,0.41,0.06,0,0,13.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Ebrima Darboe,GAM,MF,Roma,Serie A,20,2001,0.7,0,1,0,0,1.43,0,0,,17,0,0,0,0,0,0.03,0,0
Márton Dárdai,GER,DF,Hertha BSC,Bundesliga,19,2002,8.4,0,4,3,75,0.48,0.36,0,0,14.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Sergi Darder,ESP,MF,Espanyol,La Liga,27,1993,34.7,3,44,17,38.6,1.27,0.49,0.07,0.18,23.2,0,0,0,2.8,2.8,0.06,0.2,0.2
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,30,1990,19.8,2,24,9,37.5,1.21,0.45,0.08,0.22,20.6,1,0,0,1.8,1.8,0.08,0.2,0.2
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,30,1990,8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Matteo Darmian,ITA,DF,Inter,Serie A,31,1989,16.7,2,8,4,50,0.48,0.24,0.25,0.5,16,0,0,0,0.9,0.9,0.11,1.1,1.1
Josh Dasilva,ENG,MF,Brentford,Premier League,22,1998,2.9,0,1,0,0,0.35,0,0,,14.2,0,0,0,0,0,0.05,0,0
Jonathan David,CAN,FW,Lille,Ligue 1,21,2000,31.2,15,66,30,45.5,2.12,0.96,0.2,0.43,13.3,0,2,3,14.1,11.8,0.18,0.9,1.2
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,20,2000,19.3,0,18,6,33.3,0.93,0.31,0,0,15.7,0,0,0,1.7,1.7,0.09,-1.7,-1.7
Ben Davies,WAL,DF,Tottenham,Premier League,28,1993,28.2,1,19,7,36.8,0.67,0.25,0.05,0.14,16.3,0,0,0,1.8,1.8,0.09,-0.8,-0.8
Tom Davies,ENG,MF,Everton,Premier League,23,1998,2.6,1,6,2,33.3,2.31,0.77,0.17,0.5,16.4,0,0,0,0.9,0.9,0.15,0.1,0.1
Keinan Davis,ENG,FW,Aston Villa,Premier League,23,1998,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,26,1995,13.3,0,5,0,0,0.38,0,0,,9.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Craig Dawson,ENG,DF,West Ham,Premier League,31,1990,30.6,2,25,5,20,0.82,0.16,0.08,0.4,7.7,0,0,0,2.8,2.8,0.11,-0.8,-0.8
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,30,1991,24.5,15,77,31,40.3,3.15,1.27,0.19,0.48,18.6,7,0,0,6.4,6.4,0.08,8.6,8.6
Konrad De La Fuente,USA,FW,Marseille,Ligue 1,20,2001,8.7,0,15,4,26.7,1.72,0.46,0,0,17.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1
Sebastien De Maio,FRA,DF,Udinese,Serie A,34,1987,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Tommaso De Nipoti,ITA,MF,Atalanta,Serie A,18,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,27,1994,23.9,3,23,9,39.1,0.96,0.38,0.13,0.33,22.4,0,0,0,1.6,1.6,0.07,1.4,1.4
Mattia De Sciglio,ITA,DF,Juventus,Serie A,28,1992,13,1,6,2,33.3,0.46,0.15,0.17,0.5,22.4,0,0,0,0.2,0.2,0.04,0.8,0.8
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,33,1988,25.5,3,16,6,37.5,0.63,0.24,0.19,0.5,9.7,0,0,0,2,2,0.12,1,1
Saulo Decarli,SUI,DF,Bochum,Bundesliga,29,1992,0.1,0,1,1,100,10,10,0,0,14,0,0,0,0,0,0.03,0,0
Troy Deeney,ENG,FW,Watford,Premier League,33,1988,0.3,0,2,0,0,7.2,0,0,,9,0,0,0,0.4,0.4,0.2,-0.4,-0.4
Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,30,1991,15.1,2,27,10,37,1.78,0.66,0.07,0.2,13.1,0,0,0,3.9,3.9,0.15,-1.9,-1.9
Alessandro Deiola,ITA,MF,Cagliari,Serie A,25,1995,23.7,4,26,11,42.3,1.1,0.47,0.15,0.36,18.9,0,0,0,2.3,2.3,0.09,1.7,1.7
Romain Del Castillo,FRA,MF,Brest,Ligue 1,25,1996,10.8,0,12,3,25,1.11,0.28,0,0,21,0,0,0,0.8,0.7,0.06,-0.8,-0.7
Romain Del Castillo,FRA,MF,Rennes,Ligue 1,25,1996,0.3,0,1,0,0,3.21,0,0,,20,1,0,0,0.1,0.1,0.12,-0.1,-0.1
Thomas Delaine,FRA,DF,Metz,Ligue 1,29,1992,25.7,1,18,5,27.8,0.7,0.19,0.06,0.2,25.6,0,0,0,1.2,1.2,0.07,-0.2,-0.2
Thomas Delaney,DEN,MF,Sevilla,La Liga,29,1991,17.2,2,17,5,29.4,0.99,0.29,0.12,0.4,11.8,0,0,0,1.3,1.3,0.07,0.7,0.7
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,29,1991,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Liam Delap,ENG,FW,Manchester City,Premier League,18,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Sacha Delaye,FRA,MF,Montpellier,Ligue 1,19,2002,2.9,0,3,0,0,1.03,0,0,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Filippo Delli Carri,ITA,DF,Salernitana,Serie A,22,1999,3.7,0,4,2,50,1.08,0.54,0,0,14.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Andy Delort,ALG,FW,Montpellier,Ligue 1,29,1991,3,2,14,5,35.7,4.68,1.67,0.14,0.4,15.9,0,0,0,1.4,1.4,0.1,0.6,0.6
Andy Delort,ALG,FW,Nice,Ligue 1,29,1991,27.2,16,98,37,37.8,3.6,1.36,0.13,0.35,16.3,7,3,3,14.8,12.5,0.13,1.2,0.5
Fabian Delph,ENG,MF,Everton,Premier League,31,1989,7.4,0,2,0,0,0.27,0,0,,25.5,0,0,0,0,0,0.02,0,0
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,25,1996,24.5,21,84,37,44,3.43,1.51,0.19,0.43,12,0,5,5,18.8,15.1,0.18,2.2,0.9
Ousmane Dembélé,FRA,FW,Barcelona,La Liga,24,1997,15.7,1,49,9,18.4,3.13,0.57,0.02,0.11,19.8,2,0,0,2.8,2.8,0.06,-1.8,-1.8
Yusuf Demir,AUT,FW,Barcelona,La Liga,18,2003,2.1,0,1,0,0,0.47,0,0,,12,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Merih Demiral,TUR,DF,Atalanta,Serie A,23,1998,21.3,1,25,6,24,1.17,0.28,0.04,0.17,9,0,0,0,2.2,2.2,0.09,-1.2,-1.2
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,28,1993,22.8,1,36,11,30.6,1.58,0.48,0,0,24.6,6,1,2,3.4,1.9,0.05,-2.4,-1.9
Ermedin Demirović,BIH,FW,Freiburg,Bundesliga,23,1998,9.7,2,26,9,34.6,2.69,0.93,0.08,0.22,12.7,0,0,0,3.5,3.5,0.14,-1.5,-1.5
Diego Demme,GER,MF,Napoli,Serie A,29,1991,7.7,1,2,1,50,0.26,0.13,0.5,1,13,0,0,0,0.3,0.3,0.14,0.7,0.7
Jason Denayer,BEL,DF,Lyon,Ligue 1,26,1995,11.1,3,6,4,66.7,0.54,0.36,0.5,0.75,6.8,0,0,0,1.5,1.5,0.25,1.5,1.5
Leander Dendoncker,BEL,MF,Wolves,Premier League,26,1995,21.7,2,23,10,43.5,1.06,0.46,0.09,0.2,15.2,0,0,0,2.6,2.6,0.11,-0.6,-0.6
Emmanuel Dennis,NGA,FW,Watford,Premier League,23,1997,28.7,10,61,27,44.3,2.13,0.94,0.16,0.37,14.9,6,0,0,7.4,7.4,0.12,2.6,2.6
Fabio Depaoli,ITA,MF,Sampdoria,Serie A,24,1997,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Fabio Depaoli,ITA,DF,Hellas Verona,Serie A,24,1997,7.8,1,9,4,44.4,1.15,0.51,0.11,0.25,15.8,0,0,0,0.6,0.6,0.06,0.4,0.4
Memphis Depay,NED,FW,Barcelona,La Liga,27,1994,20.6,12,56,29,51.8,2.72,1.41,0.14,0.28,18.7,6,4,5,11,7.2,0.13,1,0.8
Mike van der Hoorn,NED,DF,Arminia,Bundesliga,28,1992,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Arthur Desmas,FRA,GK,Clermont Foot,Ligue 1,27,1994,14.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Sergiño Dest,USA,DF,Barcelona,La Liga,20,2000,16.8,0,12,3,25,0.71,0.18,0,0,15.6,0,0,0,1.5,1.5,0.13,-1.5,-1.5
Mattia Destro,ITA,FW,Genoa,Serie A,30,1991,19.4,9,55,21,38.2,2.84,1.08,0.16,0.43,13.1,0,0,0,7.7,7.7,0.14,1.3,1.3
Gerard Deulofeu,ESP,FW,Udinese,Serie A,27,1994,29.1,13,76,33,43.4,2.61,1.14,0.16,0.36,17.4,13,1,1,8.5,7.8,0.1,4.5,4.2
Kiernan Dewsbury-Hall,ENG,MF,Leicester City,Premier League,22,1998,23.4,1,21,3,14.3,0.9,0.13,0.05,0.33,20.7,1,0,0,1.3,1.3,0.06,-0.3,-0.3
Jacopo Dezi,ITA,MF,Venezia,Serie A,29,1992,0.2,0,1,0,0,5.63,0,0,,21.4,0,0,0,0,0,0.04,0,0
Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,32,1988,0.4,0,1,0,0,2.5,0,0,,16.8,0,0,0,0,0,0.03,0,0
Federico Di Francesco,ITA,FW,Empoli,Serie A,27,1994,15.2,5,25,8,32,1.65,0.53,0.2,0.63,17,0,0,0,2.4,2.4,0.1,2.6,2.6
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,27,1993,31.9,1,20,5,25,0.63,0.16,0.05,0.2,11.5,0,0,0,1.2,1.2,0.06,-0.2,-0.2
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,33,1988,18.3,5,51,22,43.1,2.79,1.2,0.1,0.23,19.2,1,0,0,5.5,5.5,0.11,-0.5,-0.5
Francesco Di Mariano,ITA,FW,Venezia,Serie A,25,1996,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Francesco Di Tacchio,ITA,MF,Salernitana,Serie A,31,1990,13.9,0,14,1,7.1,1,0.07,0,0,23.4,1,0,0,0.4,0.4,0.03,-0.4,-0.4
Boulaye Dia,SEN,FW,Villarreal,La Liga,24,1996,14.1,5,37,11,29.7,2.62,0.78,0.14,0.45,14.1,0,0,0,5,5,0.14,0,0
Moussa Diaby,FRA,FW,Leverkusen,Bundesliga,22,1999,30.7,13,53,27,50.9,1.73,0.88,0.25,0.48,16.6,0,0,1,8.5,7.8,0.15,4.5,5.2
Yadaly Diaby,FRA,FW,Clermont Foot,Ligue 1,20,2000,0.7,0,2,0,0,2.69,0,0,,15.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,24,1996,21.6,0,8,1,12.5,0.37,0.05,0,0,10.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Ibrahim Diakité,GUI,MF,Reims,Ligue 1,17,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,25,1996,9.7,0,2,1,50,0.21,0.1,0,0,14.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Habib Diallo,SEN,FW,Strasbourg,Ligue 1,26,1995,17.1,11,50,22,44,2.92,1.28,0.18,0.41,12,0,2,2,10.3,8.7,0.18,0.7,0.3
Ibrahima Diallo,FRA,MF,Southampton,Premier League,22,1999,11.4,0,8,4,50,0.7,0.35,0,0,20.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Mouhamadou Diarra,SEN,MF,Strasbourg,Ligue 1,17,2004,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Stéphane Diarra,FRA,FW,Lorient,Ligue 1,22,1998,5.8,0,12,4,33.3,2.06,0.69,0,0,17.4,0,0,0,1.2,1.2,0.1,-1.2,-1.2
Rúben Dias,POR,DF,Manchester City,Premier League,24,1997,26.7,2,18,4,22.2,0.67,0.15,0.11,0.5,10.6,0,0,0,2.1,2.1,0.12,-0.1,-0.1
Krepin Diatta,SEN,MF,Monaco,Ligue 1,22,1999,3.2,1,3,3,100,0.95,0.95,0.33,0.33,18,0,0,0,0.2,0.2,0.07,0.8,0.8
Amadou Diawara,GUI,MF,Roma,Serie A,24,1997,1.9,0,1,0,0,0.53,0,0,,22.4,0,0,0,0,0,0.01,0,0
Brahim Díaz,ESP,MF,Milan,Serie A,21,1999,20.6,3,30,6,20,1.46,0.29,0.1,0.5,16.8,0,0,0,4.7,4.7,0.16,-1.7,-1.7
Javier Díaz,ESP,GK,Sevilla,La Liga,24,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Luis Díaz,COL,FW,Liverpool,Premier League,24,1997,10.6,4,38,14,36.8,3.57,1.32,0.11,0.29,16,0,0,0,4.5,4.5,0.12,-0.5,-0.5
Víctor Díaz,ESP,DF,Granada,La Liga,33,1988,16.7,1,13,2,15.4,0.78,0.12,0.08,0.5,22,0,0,0,1.1,1.1,0.08,-0.1,-0.1
Daniel Didavi,GER,FW,Stuttgart,Bundesliga,31,1990,3.1,0,7,3,42.9,2.27,0.97,0,0,16.5,1,0,0,1,1,0.14,-1,-1
Bamba Dieng,SEN,FW,Marseille,Ligue 1,21,2000,10.8,7,37,18,48.6,3.42,1.66,0.16,0.33,12.8,0,1,1,7.7,6.9,0.19,-0.7,-0.9
Eric Dier,ENG,DF,Tottenham,Premier League,27,1994,34.1,0,13,4,30.8,0.38,0.12,0,0,13.5,4,0,0,1,1,0.08,-1,-1
Elhadji Dieye,SEN,MF,Saint-Étienne,Ligue 1,19,2002,0.4,0,2,0,0,5.29,0,0,,18.1,0,0,0,0,0,0.02,0,0
Lucas Digne,FRA,DF,Everton,Premier League,28,1993,13,0,9,1,11.1,0.69,0.08,0,0,21.1,3,0,0,0.4,0.4,0.05,-0.4,-0.4
Lucas Digne,FRA,DF,Aston Villa,Premier League,28,1993,14.1,0,9,2,22.2,0.64,0.14,0,0,17.8,1,0,0,0.6,0.6,0.06,-0.6,-0.6
Mitchell Dijks,NED,DF,Bologna,Serie A,28,1993,7.7,0,5,0,0,0.65,0,0,,13,0,0,0,0.6,0.6,0.12,-0.6,-0.6
Javairô Dilrosun,NED,MF,Bordeaux,Ligue 1,23,1998,19.2,2,40,10,25,2.08,0.52,0.05,0.2,21.3,5,0,0,3.1,3.1,0.08,-1.1,-1.1
Javairô Dilrosun,NED,FW,Hertha BSC,Bundesliga,23,1998,1.5,0,1,0,0,0.65,0,0,,20.9,0,0,0,0,0,0.03,0,0
Federico Dimarco,ITA,DF,Inter,Serie A,23,1997,15.9,2,38,17,44.7,2.39,1.07,0.05,0.12,19.5,3,0,1,3.5,2.7,0.07,-1.5,-0.7
Landry Dimata,BEL,FW,Espanyol,La Liga,23,1997,6,0,8,0,0,1.33,0,0,,10.9,0,0,0,1.3,1.3,0.17,-1.3,-1.3
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,27,1993,30.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Junior Dina Ebimbe,FRA,MF,Paris S-G,Ligue 1,20,2000,3.5,0,4,1,25,1.14,0.28,0,0,24.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
