Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,32,1989,16,0,0,0,0,2,0,0,0,0,0,0,0,55,0,0,
Domingos Duarte,POR,DF,Granada,La Liga,26,1995,18.7,7,1,0,29,16,0,0,26,9,0,3,0,195,48,26,64.9
Óscar Duarte,CRC,DF,Levante,La Liga,32,1989,19.7,5,0,0,32,5,2,0,27,14,0,0,0,211,87,40,68.5
Rubén Duarte,ESP,DF,Alavés,La Liga,25,1995,29.1,12,1,1,48,44,2,77,68,40,1,1,0,274,68,43,61.3
Leo Dubois,FRA,DF,Lyon,Ligue 1,26,1994,19.4,5,0,0,19,15,1,58,28,37,1,0,0,139,18,23,43.9
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,32,1989,26,1,0,0,0,6,0,0,0,0,0,0,0,106,0,0,
Ondrej Duda,SVK,MF,Köln,Bundesliga,26,1994,17.9,5,0,0,42,36,0,13,28,18,0,0,0,160,25,37,40.3
Jeremy Dudziak,TUN,MF,Greuther Fürth,Bundesliga,25,1995,12.6,1,0,0,14,27,3,23,16,13,2,0,0,84,16,21,43.2
Shane Duffy,IRL,DF,Brighton,Premier League,29,1992,16,7,0,0,20,7,1,0,18,9,0,0,0,152,81,23,77.9
Unai Dufur,ESP,DF,Osasuna,La Liga,22,1999,1,0,0,0,1,0,0,0,3,1,0,0,0,13,5,2,71.4
Denzel Dumfries,NED,DF,Inter,Serie A,25,1996,22.5,3,0,0,33,42,4,52,26,25,2,1,0,130,59,41,59
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,29,1991,2.2,2,0,0,4,3,0,3,4,4,0,0,0,10,3,3,50
Alfred Duncan,GHA,MF,Fiorentina,Serie A,28,1993,21.5,3,0,0,27,13,0,29,23,23,0,0,0,143,15,18,45.5
Lewis Dunk,ENG,DF,Brighton,Premier League,29,1991,28.6,3,1,0,8,6,0,6,46,11,0,0,0,257,91,44,67.4
Milan Đurić,BIH,FW,Salernitana,Serie A,31,1990,24.1,6,0,0,29,48,6,7,2,4,1,0,0,78,298,116,72
Filip Đuričić,SRB,MF,Sassuolo,Serie A,29,1992,7.5,1,0,0,12,16,2,0,5,7,0,0,0,35,3,5,37.5
Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,29,1992,5.3,1,0,0,3,7,0,13,11,6,0,0,0,42,4,10,28.6
Hugo Duro,ESP,FW,Valencia,La Liga,21,1999,20.4,3,1,1,32,47,7,8,8,20,2,0,0,112,48,86,35.8
Hugo Duro,ESP,DF,Getafe,La Liga,21,1999,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,50
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,24,1997,33.4,1,0,0,38,33,3,60,77,44,0,0,1,272,43,35,55.1
Paulo Dybala,ARG,FW,Juventus,Serie A,27,1993,22.9,3,0,0,20,54,6,33,19,15,0,0,0,146,4,25,13.8
Edin Džeko,BIH,FW,Inter,Serie A,35,1986,27.4,2,0,0,28,44,5,37,8,18,2,0,0,107,95,80,54.3
Enzo Ebosse,CMR,DF,Angers,Ligue 1,22,1999,21,1,0,0,16,20,0,11,41,14,0,1,0,162,25,26,49
Tyronne Ebuehi,NGA,DF,Venezia,Serie A,25,1995,12.6,1,1,0,23,8,1,20,23,15,0,0,0,82,16,18,47.1
Éderson,BRA,MF,Salernitana,Serie A,22,1999,12.7,5,0,0,19,39,1,6,24,23,0,0,0,93,12,21,36.4
Ederson,BRA,GK,Manchester City,Premier League,27,1993,37,3,0,0,1,7,0,0,0,0,0,1,0,121,0,0,
Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,23,1998,17.4,4,0,0,28,11,4,8,10,13,0,0,0,86,46,64,41.8
CJ Egan-Riley,ENG,DF,Manchester City,Premier League,18,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,24,1996,24.4,2,0,0,36,30,1,11,34,29,0,0,0,274,66,59,52.8
Lilian Egloff,GER,FW,Stuttgart,Bundesliga,18,2002,0.3,0,0,0,2,0,0,0,0,1,0,0,0,1,1,2,33.3
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,26,1995,7.6,2,0,0,15,19,0,16,17,14,0,0,0,76,16,6,72.7
Julian Eitschberger,GER,DF,Hertha BSC,Bundesliga,17,2004,0.5,0,0,0,0,2,0,1,1,0,0,0,0,9,1,0,100
Albin Ekdal,SWE,MF,Sampdoria,Serie A,32,1989,18.2,11,1,1,39,41,0,1,40,27,0,0,0,194,28,19,59.6
Hugo Ekitike,FRA,FW,Reims,Ligue 1,19,2002,14.1,1,1,0,19,33,12,10,15,13,2,0,0,73,31,38,44.9
Jurgen Ekkelenkamp,NED,MF,Hertha BSC,Bundesliga,21,2000,8,1,0,0,11,5,0,4,9,5,0,0,0,58,9,22,29
Caleb Ekuban,GHA,FW,Genoa,Serie A,27,1994,19.1,2,0,0,26,34,2,11,9,14,0,0,0,94,40,64,38.5
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,19,2002,13.5,0,0,0,11,24,3,16,19,17,0,0,0,67,27,25,51.9
Alberth Elis,HON,FW,Bordeaux,Ligue 1,25,1996,15.7,2,0,0,23,23,9,31,15,15,1,0,0,64,28,48,36.8
Harvey Elliott,ENG,MF,Liverpool,Premier League,18,2003,3.8,0,0,0,2,7,0,7,3,1,0,0,0,45,1,4,20
Elif Elmas,MKD,FW,Napoli,Serie A,21,1999,18,3,0,0,28,30,2,8,15,12,1,0,0,87,8,25,24.2
Mohamed Elneny,EGY,MF,Arsenal,Premier League,29,1992,9,1,0,0,5,7,0,0,18,9,0,0,0,94,11,11,50
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,27,1994,23.4,3,1,0,19,22,2,3,50,16,0,1,0,234,80,29,73.4
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,24,1996,27,3,1,0,22,23,0,0,59,24,0,0,0,273,91,50,64.5
Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,18,2003,19.8,2,0,0,20,28,21,15,6,14,2,0,0,61,14,56,20
Mohamed Elyounoussi,NOR,MF,Southampton,Premier League,26,1994,22.7,4,0,0,38,28,1,35,19,33,0,0,0,167,35,61,36.5
Adri Embarba,ESP,FW,Espanyol,La Liga,29,1992,22.1,4,0,0,39,54,6,77,29,25,0,0,0,156,20,33,37.7
Breel Embolo,SUI,FW,M'Gladbach,Bundesliga,24,1997,24.1,3,0,0,46,83,20,6,11,21,2,0,0,110,44,94,31.9
Emerson,BRA,DF,Barcelona,La Liga,22,1999,1,0,0,0,3,3,0,2,2,3,0,0,0,5,0,1,0
Emerson,BRA,DF,Tottenham,Premier League,22,1999,25.4,5,0,0,38,53,2,60,35,39,0,0,0,211,41,42,49.4
Renaud Emond,BEL,MF,Nantes,Ligue 1,29,1991,2.1,0,0,0,3,4,0,0,2,2,0,0,0,6,4,13,23.5
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,24,1997,14.2,1,0,0,11,11,18,4,5,5,1,0,0,38,46,57,44.7
Keita Endo,JPN,MF,Union Berlin,Bundesliga,23,1997,0.6,0,0,0,0,2,1,2,0,0,0,0,0,6,1,2,33.3
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,28,1993,32.2,4,0,0,35,72,1,9,59,42,0,0,0,357,93,52,64.1
Christian Eriksen,DEN,MF,Brentford,Premier League,29,1992,10.4,1,0,0,6,4,0,30,10,10,0,0,0,85,6,9,40
Martin Erlic,CRO,DF,Spezia,Serie A,23,1998,28.6,5,0,0,30,21,0,3,63,22,2,2,0,225,71,50,58.7
Gonzalo Escalante,ARG,MF,Alavés,La Liga,28,1993,14.4,8,1,1,30,27,3,3,33,16,1,0,0,154,40,28,58.8
Gonzalo Escalante,ARG,MF,Lazio,Serie A,28,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Aarón Escandell,ESP,GK,Granada,La Liga,25,1995,3.2,1,1,0,0,1,0,0,0,0,0,0,0,24,0,0,
Sergio Escudero,ESP,DF,Granada,La Liga,31,1989,15.9,6,0,0,16,22,5,35,33,23,0,1,0,164,39,35,52.7
Alfonso Espino,URU,DF,Cádiz,La Liga,29,1992,37,6,0,0,58,48,6,105,91,78,0,1,0,403,55,67,45.1
Michael Esser,GER,GK,Bochum,Bundesliga,33,1987,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,
Estanis,ESP,FW,Barcelona,La Liga,17,2003,0.1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
Maxime Estève,FRA,DF,Montpellier,Ligue 1,19,2002,20.6,2,0,0,9,8,0,0,44,19,0,0,0,147,36,30,54.5
Pervis Estupiñán,ECU,DF,Villarreal,La Liga,23,1998,17.5,3,0,0,27,12,11,63,48,20,0,1,0,163,29,24,54.7
Oghenekaro Etebo,NGA,MF,Watford,Premier League,25,1995,4.5,3,0,0,9,4,0,1,8,10,0,0,0,35,2,2,50
Jonny Evans,NIR,DF,Leicester City,Premier League,33,1988,15,3,0,0,16,12,0,3,31,18,0,0,0,180,53,18,74.6
Eberechi Eze,ENG,MF,Crystal Palace,Premier League,23,1998,6.7,1,0,0,7,14,0,10,8,5,0,0,0,53,12,11,52.2
Abdessamad Ezzalzouli,MAR,FW,Barcelona,La Liga,19,2001,6.4,4,0,0,17,19,2,21,11,10,0,0,0,37,3,14,17.6
Łukasz Fabiański,POL,GK,West Ham,Premier League,36,1985,37,2,0,0,1,7,0,0,0,0,0,1,0,142,0,0,
Fabinho,BRA,MF,Liverpool,Premier League,27,1993,25.7,7,0,0,49,39,0,6,56,37,0,0,0,312,45,28,61.6
Fábio,BRA,DF,Nantes,Ligue 1,31,1990,18.5,8,1,0,33,19,1,31,39,36,0,1,0,173,40,29,58
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,34,1987,0.4,0,0,0,1,2,0,3,0,0,0,0,0,7,0,1,0
Wout Faes,BEL,DF,Reims,Ligue 1,23,1998,37,2,0,0,23,26,0,2,81,27,0,2,0,232,50,38,56.8
Wahidullah Faghir,DEN,FW,Stuttgart,Bundesliga,18,2003,1.4,0,0,0,0,3,2,0,1,0,0,0,0,2,4,4,50
Romain Faivre,FRA,MF,Brest,Ligue 1,23,1998,19.9,1,0,0,14,29,1,45,26,24,0,0,0,121,8,16,33.3
Romain Faivre,FRA,FW,Lyon,Ligue 1,23,1998,9.9,0,0,0,14,20,1,25,7,4,0,0,0,75,3,4,42.9
Radamel Falcao,COL,FW,Rayo Vallecano,La Liga,35,1986,9.3,1,0,0,20,18,15,3,0,1,0,0,0,32,34,45,43
Diego Falcinelli,ITA,FW,Bologna,Serie A,30,1991,0.7,0,0,0,2,4,0,0,2,2,0,0,0,2,6,6,50
Wladimiro Falcone,ITA,GK,Sampdoria,Serie A,26,1995,9.5,2,0,0,0,1,0,0,0,0,0,0,0,48,0,0,
Fali,ESP,DF,Cádiz,La Liga,27,1993,20,6,0,0,20,11,0,8,35,27,0,0,0,165,40,29,58
Paolo Faragò,ITA,MF,Cagliari,Serie A,28,1993,0.2,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,50
Omar Faraj,SWE,FW,Levante,La Liga,19,2002,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,29,1991,28.6,8,1,1,29,34,6,72,32,45,0,1,0,234,46,66,41.1
Mohamed Fares,ALG,DF,Genoa,Serie A,25,1996,6.5,2,0,0,12,8,0,19,16,4,0,0,0,49,12,16,42.9
Diego Farias,BRA,MF,Cagliari,Serie A,31,1990,0.7,0,0,0,0,0,0,2,0,0,0,0,0,7,2,3,40
Wuilker Faríñez,VEN,GK,Lens,Ligue 1,23,1998,12.3,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,
Ömer Faruk Beyaz,TUR,FW,Stuttgart,Bundesliga,17,2003,0.8,0,0,0,0,0,0,0,1,5,0,0,0,11,1,1,50
Noah Fatar,FRA,DF,Angers,Ligue 1,19,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Ansu Fati,ESP,FW,Barcelona,La Liga,18,2002,3.7,0,0,0,10,12,3,4,3,2,1,0,0,13,1,2,33.3
Julien Faussurier,FRA,MF,Brest,Ligue 1,34,1987,5.4,1,0,0,6,7,5,30,11,8,0,0,0,38,4,6,40
Andrea Favilli,ITA,FW,Genoa,Serie A,24,1997,0.4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Federico Fazio,ARG,DF,Salernitana,Serie A,34,1987,15.9,3,1,1,17,19,1,5,46,9,0,2,0,151,68,19,78.2
Aleix Febas,ESP,MF,Mallorca,La Liga,25,1996,1.3,1,0,0,2,4,0,0,0,4,0,0,0,14,2,2,50
Adrian Fein,GER,MF,Greuther Fürth,Bundesliga,22,1999,0.4,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,
Nabil Fekir,FRA,MF,Betis,La Liga,28,1993,31,7,1,0,71,117,9,63,16,34,0,0,0,173,30,65,31.6
Felipe,BRA,DF,Atlético Madrid,La Liga,32,1989,16.7,5,1,0,27,14,2,0,32,16,0,0,0,205,62,30,67.4
Luiz Felipe,ITA,DF,Lazio,Serie A,24,1997,27.7,9,1,0,31,21,0,2,42,25,1,0,0,205,56,44,56
João Félix,POR,FW,Atlético Madrid,La Liga,21,1999,14,3,1,1,17,67,9,18,8,5,0,0,0,56,24,27,47.1
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,23,1997,8.7,1,0,0,10,8,0,1,19,6,0,0,0,69,30,12,71.4
Kiko Femenía,ESP,DF,Watford,Premier League,30,1991,23.8,2,0,0,16,16,2,55,63,26,0,0,0,207,21,25,45.7
Evan Ferguson,IRL,MF,Brighton,Premier League,16,2004,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,25
Nathan Ferguson,ENG,DF,Crystal Palace,Premier League,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,26,1994,34.6,10,0,0,44,60,3,82,38,45,0,0,0,258,23,33,41.1
Edimilson Fernandes,SUI,DF,Arminia,Bundesliga,25,1996,3.1,0,0,0,3,2,0,8,2,3,0,0,0,31,4,3,57.1
Aitor Fernández,ESP,GK,Levante,La Liga,30,1991,13,1,1,0,0,4,0,0,0,1,0,0,0,51,0,0,
Álex Fernández,ESP,MF,Cádiz,La Liga,28,1992,22.8,2,0,0,19,27,2,34,38,32,0,0,0,198,23,47,32.9
Álvaro Fernández,ESP,GK,Brentford,Premier League,23,1998,12,0,0,0,0,3,0,0,0,0,0,0,1,68,0,0,
Federico Fernández,ARG,DF,Newcastle Utd,Premier League,32,1989,5.8,0,0,0,2,2,0,0,13,1,0,0,0,34,10,5,66.7
Fernandinho,BRA,MF,Manchester City,Premier League,36,1985,10.7,1,0,0,22,16,0,4,14,16,0,0,0,109,21,15,58.3
Fernando,BRA,MF,Sevilla,La Liga,34,1987,20.6,6,0,0,19,13,1,2,42,23,0,0,0,212,42,45,48.3
Alex Ferrari,ITA,DF,Sampdoria,Serie A,27,1994,18.3,4,0,0,29,25,0,4,54,24,0,1,0,136,24,25,49
Salvador Ferrer,ESP,DF,Spezia,Serie A,23,1998,16.6,3,0,0,13,11,0,33,25,23,0,0,0,134,33,30,52.4
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,29,1992,32.3,13,1,1,54,73,0,25,41,47,0,1,0,381,17,39,30.4
Riccardo Fiamozzi,ITA,DF,Empoli,Serie A,28,1993,6.9,1,0,0,5,9,0,12,10,6,0,1,0,72,3,7,30
Fidel,ESP,MF,Elche,La Liga,31,1989,25.1,9,0,0,30,34,7,52,18,20,0,1,0,154,7,25,21.9
Karol Fila,POL,DF,Strasbourg,Ligue 1,23,1998,6.2,3,0,0,8,9,0,15,6,12,0,0,0,36,8,5,61.5
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,32,1989,3.2,0,0,0,4,1,1,1,1,0,0,0,0,20,8,7,53.3
Luca Fiordilino,ITA,MF,Venezia,Serie A,25,1996,7.3,2,0,0,8,13,2,5,14,13,0,0,0,64,7,7,50
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,31,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Roberto Firmino,BRA,FW,Liverpool,Premier League,29,1991,11,3,0,0,9,9,3,8,4,21,0,0,0,69,13,30,30.2
Junior Firpo,ESP,DF,Leeds United,Premier League,24,1996,19,11,0,0,50,20,1,27,33,38,0,0,1,143,32,21,60.4
Mark Flekken,NED,GK,Freiburg,Bundesliga,28,1993,32,0,0,0,0,1,0,0,0,0,0,0,0,169,0,0,
Ashley Fletcher,ENG,FW,Watford,Premier League,25,1995,0.3,0,0,0,1,0,0,0,0,2,0,0,0,4,2,6,25
Alexis Flips,FRA,FW,Reims,Ligue 1,21,2000,11.7,2,0,0,19,12,1,49,34,25,0,0,0,88,10,26,27.8
Alessandro Florenzi,ITA,DF,Milan,Serie A,30,1991,12.8,2,0,0,11,8,3,31,33,16,0,0,0,114,13,10,56.5
Phil Foden,ENG,FW,Manchester City,Premier League,21,2000,23.6,1,0,0,17,38,13,59,17,15,0,0,0,115,8,33,19.5
Mamadou Fofana,MLI,DF,Metz,Ligue 1,23,1998,0.4,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0
Seko Fofana,CIV,MF,Lens,Ligue 1,26,1995,37.3,2,0,0,29,57,5,34,52,22,0,0,0,250,17,20,45.9
Wesley Fofana,FRA,DF,Leicester City,Premier League,20,2000,7,2,0,0,9,8,0,0,16,5,0,0,0,76,23,12,65.7
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,22,1999,24.3,4,0,0,37,26,0,9,44,51,0,1,0,226,16,13,55.2
Thomas Foket,BEL,DF,Reims,Ligue 1,26,1994,24.8,5,0,0,29,28,4,50,45,17,1,0,0,166,15,27,35.7
Thomas Fontaine,MAD,DF,Lorient,Ligue 1,30,1991,1.9,1,0,0,4,1,0,0,2,0,0,0,0,12,2,5,28.6
José Fontán,ESP,DF,Celta Vigo,La Liga,21,2000,3.1,3,0,0,8,0,0,4,9,4,0,1,0,23,7,0,100
José Fonte,POR,DF,Lille,Ligue 1,37,1983,38,4,0,0,25,11,0,7,71,15,0,1,0,399,112,33,77.2
Fernando Forestieri,ITA,FW,Udinese,Serie A,31,1990,0.6,1,0,0,5,4,0,3,1,1,0,0,0,5,0,2,0
Pablo Fornals,ESP,FW,West Ham,Premier League,25,1996,31.1,4,0,0,32,40,6,49,47,34,1,0,0,235,29,38,43.3
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,29,1991,19,2,0,0,13,21,4,17,6,15,0,0,0,102,10,22,31.3
Adam Forshaw,ENG,MF,Leeds United,Premier League,29,1991,17,5,0,0,38,21,2,5,30,28,0,0,0,190,14,15,48.3
Marcus Forss,FIN,FW,Brentford,Premier League,22,1999,2.3,0,0,0,4,1,0,1,2,2,0,0,0,11,5,15,25
Fraser Forster,ENG,GK,Southampton,Premier League,33,1988,19,1,0,0,0,3,0,0,0,0,0,0,0,79,0,0,
Philipp Förster,GER,FW,Stuttgart,Bundesliga,26,1995,10.7,4,0,0,18,10,2,4,10,12,0,0,0,79,11,16,40.7
Francesco Forte,ITA,FW,Venezia,Serie A,28,1993,4.7,3,0,0,11,6,2,3,1,3,0,0,0,18,19,16,54.3
Steven Fortes,CPV,DF,Lens,Ligue 1,29,1992,1,0,0,0,2,0,0,0,2,0,0,0,0,4,1,0,100
Ben Foster,ENG,GK,Watford,Premier League,38,1983,26,0,0,0,1,4,0,0,0,0,0,1,0,131,0,0,
Tariqe Fosu,GHA,DF,Brentford,Premier League,25,1995,0.2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0
Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,23,1998,1.6,0,0,0,1,0,0,4,2,2,0,0,0,13,3,3,50
Dimitri Foulquier,FRA,DF,Valencia,La Liga,28,1993,26,11,0,0,46,42,1,35,53,26,1,1,0,222,25,29,46.3
Dimitri Foulquier,FRA,DF,Granada,La Liga,28,1993,2,0,0,0,1,4,0,5,2,2,0,0,0,14,4,3,57.1
Juan Foyth,ARG,DF,Villarreal,La Liga,23,1998,21.4,6,1,1,44,29,0,10,34,46,0,1,0,168,48,22,68.6
Gianluca Frabotta,ITA,DF,Hellas Verona,Serie A,22,1999,0.2,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0
Raphael Framberger,GER,DF,Augsburg,Bundesliga,25,1995,9.4,3,0,0,19,9,0,24,10,19,0,1,0,80,15,12,55.6
Przemysław Frankowski,POL,DF,Lens,Ligue 1,26,1995,27.2,5,0,0,40,9,2,51,51,38,0,1,0,181,12,14,46.2
Enric Franquesa,ESP,DF,Levante,La Liga,24,1997,6.9,1,0,0,9,7,1,8,7,3,0,0,0,51,13,9,59.1
Fransérgio,BRA,MF,Bordeaux,Ligue 1,30,1990,14,7,0,0,31,12,0,2,17,16,0,1,0,131,29,26,52.7
Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,27,1994,16.3,3,0,0,12,24,2,61,16,4,0,0,0,82,7,23,23.3
Davide Frattesi,ITA,MF,Sassuolo,Serie A,21,1999,31.7,6,0,0,48,63,0,19,45,27,2,1,1,196,28,38,42.4
Fred,BRA,MF,Manchester Utd,Premier League,28,1993,22.5,5,0,0,43,35,0,2,49,38,1,0,1,253,16,14,53.3
Ryan Fredericks,ENG,DF,West Ham,Premier League,28,1992,3.4,1,0,0,3,1,0,8,6,2,0,0,0,27,6,1,85.7
Morten Frendrup,DEN,DF,Genoa,Serie A,20,2001,7.7,1,0,0,15,4,0,6,17,20,0,0,0,118,12,17,41.4
Remo Freuler,SUI,MF,Atalanta,Serie A,29,1992,26.3,10,0,0,46,34,0,22,48,43,0,1,1,284,27,23,54
Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,25,1995,6.7,1,0,0,6,2,1,0,10,11,0,1,0,59,25,13,65.8
Marvin Friedrich,GER,DF,Union Berlin,Bundesliga,25,1995,13,4,1,1,11,2,0,4,31,12,0,0,1,129,45,33,57.7
Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,20,2000,22.8,6,0,0,19,52,1,52,39,21,0,1,1,167,23,27,46
Christian Früchtl,GER,GK,Bayern Munich,Bundesliga,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Jorge de Frutos,ESP,MF,Levante,La Liga,24,1997,19.6,4,0,0,38,25,13,60,21,24,0,2,0,137,8,28,22.2
Leo Fuhr Hjelde,NOR,DF,Leeds United,Premier League,17,2003,1.7,0,0,0,1,1,0,3,4,2,0,0,0,14,4,2,66.7
Chris Führich,GER,MF,Stuttgart,Bundesliga,23,1998,19,3,0,0,11,23,2,35,20,23,0,0,0,127,10,18,35.7
Angelo Fulgini,FRA,MF,Angers,Ligue 1,24,1996,32.5,6,0,0,41,92,5,38,36,21,0,0,0,179,34,45,43
Marius Funk,GER,GK,Greuther Fürth,Bundesliga,25,1996,8,0,0,0,1,1,0,0,0,0,0,1,0,37,0,0,
Stephan Fürstner,GER,MF,Mainz 05,Bundesliga,33,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Matteo Gabbia,ITA,DF,Milan,Serie A,21,1999,6,3,0,0,8,4,0,0,14,4,0,0,0,54,20,10,66.7
Manolo Gabbiadini,ITA,FW,Sampdoria,Serie A,29,1991,12.7,3,0,0,13,16,6,11,5,4,0,0,0,58,20,47,29.9
Mijat Gaćinović,SRB,FW,Hoffenheim,Bundesliga,26,1995,1.2,1,0,0,4,1,0,0,2,2,0,0,0,7,4,1,80
Gianluca Gaetano,ITA,MF,Napoli,Serie A,21,2000,0.2,0,0,0,1,1,0,0,2,1,0,0,0,3,1,3,25
Luca Gagliano,ITA,MF,Cagliari,Serie A,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
Roberto Gagliardini,ITA,MF,Inter,Serie A,27,1994,7.2,2,0,0,23,17,0,5,13,7,0,0,0,62,17,17,50
Riccardo Gagliolo,SWE,DF,Salernitana,Serie A,31,1990,12.6,2,0,0,10,14,0,3,40,13,0,0,0,117,15,13,53.6
Javi Galán,ESP,DF,Celta Vigo,La Liga,26,1994,36.6,8,0,0,68,81,11,122,71,77,0,0,0,273,30,48,38.5
Iñigo Ruiz de Galarreta,ESP,MF,Mallorca,La Liga,27,1993,15.3,4,0,0,35,41,0,7,26,27,0,0,0,181,17,22,43.6
Nicolas Galazzi,ITA,DF,Venezia,Serie A,20,2000,0.2,0,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0
Pablo Galdames Millán,CHI,MF,Genoa,Serie A,24,1996,11.4,2,0,0,23,13,3,16,15,18,0,0,0,111,8,18,30.8
Thiago Galhardo,BRA,FW,Celta Vigo,La Liga,32,1989,12.8,5,0,0,26,14,16,10,11,6,0,0,0,52,49,82,37.4
Conor Gallagher,ENG,MF,Crystal Palace,Premier League,21,2000,31.6,10,0,0,84,72,2,67,43,44,1,0,0,278,35,40,46.7
Gauthier Gallon,FRA,GK,Troyes,Ligue 1,28,1993,31,2,0,0,0,8,0,0,0,0,0,0,0,161,0,0,
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,31,1989,19.1,6,0,0,22,11,2,27,60,45,0,0,0,162,26,17,60.5
Kévin Gameiro,FRA,FW,Strasbourg,Ligue 1,34,1987,26.5,0,0,0,17,21,14,23,14,13,1,0,0,118,12,63,16
Idrissa Gana Gueye,SEN,MF,Paris S-G,Ligue 1,31,1989,18.2,4,0,0,45,16,1,4,37,41,0,0,0,152,10,16,38.5
Ignatius Ganago,CMR,FW,Lens,Ligue 1,22,1999,11.4,2,0,0,9,12,10,4,2,0,0,0,0,40,17,34,33.3
Silvère Ganvoula M'Boussy,CGO,FW,Bochum,Bundesliga,25,1996,1.7,0,0,0,2,1,6,0,0,0,0,0,0,8,20,6,76.9
Álvaro García,ESP,FW,Rayo Vallecano,La Liga,28,1992,33.3,6,0,0,33,32,12,170,61,36,0,0,0,220,8,28,22.2
Dani García,ESP,MF,Athletic Club,La Liga,31,1990,24.2,9,0,0,51,29,1,1,21,26,0,0,0,275,42,39,51.9
David García,ESP,DF,Osasuna,La Liga,27,1994,34.5,8,0,0,62,23,0,2,73,23,0,1,0,382,159,49,76.4
Eric García,ESP,DF,Barcelona,La Liga,20,2001,22.7,5,1,0,36,8,2,0,52,16,0,1,0,159,32,25,56.1
Francisco Garcia,ESP,DF,Rayo Vallecano,La Liga,21,1999,33.6,4,0,0,28,18,2,99,71,33,0,0,0,280,30,44,40.5
Joan García,ESP,GK,Espanyol,La Liga,20,2001,1.2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
Manu García,ESP,MF,Alavés,La Liga,23,1998,12,3,0,0,30,42,0,19,14,13,0,0,0,116,6,8,42.9
Raúl García,ESP,FW,Athletic Club,La Liga,35,1986,20,3,0,0,50,35,11,19,17,18,0,0,0,105,78,85,47.9
Rubén García,ESP,FW,Osasuna,La Liga,28,1993,26.4,1,0,0,44,34,8,97,22,24,0,1,0,175,35,53,39.8
Saúl García,ESP,FW,Alavés,La Liga,26,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Unai García,ESP,DF,Osasuna,La Liga,29,1992,15.6,5,0,0,14,7,0,3,34,14,0,1,0,122,39,37,51.3
