Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
Conor Hourihane,IRL,MF,Aston Villa,Premier League,28,1991,27,18,1534,17.0,3,5,3,0,0,4,0,0.18,0.29,0.47,0.18,0.47,1.6,1.6,5.1,6.7,0.09,0.30,0.39,0.09,0.39
Lukáš Hrádecký,FIN,GK,Leverkusen,Bundesliga,29,1989,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Benjamin Hübner,GER,DF,Hoffenheim,Bundesliga,30,1989,25,25,2070,23.0,1,4,1,0,0,6,2,0.04,0.17,0.22,0.04,0.22,1.5,1.5,1.6,3.1,0.06,0.07,0.13,0.06,0.13
Florian Hübner,GER,DF,Union Berlin,Bundesliga,28,1991,11,9,850,9.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.4,1.5,0.12,0.04,0.16,0.12,0.16
Callum Hudson-Odoi,ENG,FW,Chelsea,Premier League,18,2000,22,7,863,9.6,1,5,1,0,0,1,0,0.10,0.52,0.63,0.10,0.63,1.7,1.7,2.7,4.3,0.18,0.28,0.45,0.18,0.45
Will Hughes,ENG,MF,Watford,Premier League,24,1995,30,27,2252,25.0,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,2.5,2.5,1.2,3.8,0.10,0.05,0.15,0.10,0.15
Mats Hummels,GER,DF,Dortmund,Bundesliga,30,1988,31,31,2581,28.7,1,3,1,0,0,8,1,0.03,0.10,0.14,0.03,0.14,1.8,1.8,1.8,3.5,0.06,0.06,0.12,0.06,0.12
Uwe Hünemeier,GER,DF,Paderborn 07,Bundesliga,33,1986,16,13,1209,13.4,1,0,0,1,1,7,1,0.07,0.00,0.07,0.00,0.00,1.4,0.6,0.2,0.8,0.10,0.01,0.12,0.05,0.06
Adrien Hunou,FRA,FW,Rennes,Ligue 1,25,1994,23,13,1210,13.4,8,1,7,1,1,2,0,0.60,0.07,0.67,0.52,0.60,7.5,6.7,1.8,8.5,0.56,0.13,0.69,0.50,0.63
Jannik Huth,GER,GK,Paderborn 07,Bundesliga,25,1994,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Elseid Hysaj,ALB,DF,Napoli,Serie A,25,1994,20,17,1481,16.5,1,2,1,0,0,3,0,0.06,0.12,0.18,0.06,0.18,0.3,0.3,1.4,1.7,0.02,0.08,0.10,0.02,0.10
Suk Hyun-jun,KOR,FW,Reims,Ligue 1,28,1991,13,1,262,2.9,1,1,1,0,0,3,0,0.34,0.34,0.69,0.34,0.69,1.2,1.2,0.6,1.7,0.40,0.19,0.59,0.40,0.59
Simone Iacoponi,ITA,DF,Parma,Serie A,32,1987,36,34,3053,33.9,2,0,2,0,0,7,0,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.3,1.2,0.03,0.01,0.03,0.03,0.03
Iago,BRA,DF,Augsburg,Bundesliga,22,1997,10,7,674,7.5,1,1,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,0.5,0.5,0.1,0.7,0.07,0.01,0.09,0.07,0.09
Robert Ibáñez,ESP,MF,Osasuna,La Liga,26,1993,14,5,537,6.0,1,0,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,1.1,1.1,0.2,1.4,0.19,0.04,0.23,0.19,0.23
Roger Ibanez,BRA,DF,Roma,Serie A,20,1998,9,7,614,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.05,0.01,0.06,0.05,0.06
Jordon Ibe,ENG,DF,Bournemouth,Premier League,23,1995,2,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Vedad Ibišević,BIH,FW,Hertha BSC,Bundesliga,34,1984,25,15,1257,14.0,7,2,6,1,1,4,0,0.50,0.14,0.64,0.43,0.57,5.6,4.8,2.0,6.8,0.40,0.15,0.54,0.34,0.49
Vicente Iborra,ESP,MF,Villarreal,La Liga,31,1988,34,33,2648,29.4,1,2,1,0,0,10,1,0.03,0.07,0.10,0.03,0.10,2.7,2.7,0.6,3.3,0.09,0.02,0.11,0.09,0.11
Didier Ibrahim Ndong,GAB,MF,Dijon,Ligue 1,25,1994,27,27,2386,26.5,0,3,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,2.2,3.0,0.03,0.08,0.11,0.03,0.11
Zlatan Ibrahimović,SWE,FW,Milan,Serie A,37,1981,18,16,1362,15.1,10,5,8,2,3,1,0,0.66,0.33,0.99,0.53,0.86,9.7,7.5,3.4,10.9,0.64,0.22,0.86,0.49,0.72
Mauro Icardi,ARG,FW,Paris S-G,Ligue 1,26,1993,20,14,1267,14.1,12,2,12,0,0,0,0,0.85,0.14,0.99,0.85,0.99,9.8,9.8,2.6,12.4,0.69,0.19,0.88,0.69,0.88
Adam Idah,IRL,FW,Norwich City,Premier League,18,2001,12,1,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.40,0.02,0.42,0.40,0.42
Odion Ighalo,NGA,FW,Manchester Utd,Premier League,30,1989,11,0,101,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.1,1.7,1.35,0.13,1.48,1.35,1.48
Borja Iglesias,ESP,FW,Betis,La Liga,26,1993,35,21,1922,21.4,3,2,3,0,0,3,1,0.14,0.09,0.23,0.14,0.23,3.3,3.3,2.0,5.3,0.15,0.09,0.25,0.15,0.25
Igor,BRA,DF,Fiorentina,Serie A,21,1998,9,6,611,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01
Igor,BRA,DF,SPAL,Serie A,21,1998,17,15,1337,14.9,0,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.9,1.0,0.01,0.06,0.07,0.01,0.07
Kelechi Iheanacho,NGA,FW,Leicester City,Premier League,22,1996,20,12,960,10.7,5,3,5,0,0,1,0,0.47,0.28,0.75,0.47,0.75,4.8,4.8,2.4,7.2,0.45,0.23,0.67,0.45,0.67
Luc Ihorst,GER,FW,Werder Bremen,Bundesliga,19,2000,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jonathan Ikone,FRA,MF,Lille,Ligue 1,21,1998,28,26,2057,22.9,3,6,2,1,1,6,0,0.13,0.26,0.39,0.09,0.35,4.3,3.5,3.9,7.4,0.19,0.17,0.36,0.15,0.32
Yun Il-lok,KOR,MF,Montpellier,Ligue 1,27,1992,5,1,121,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,1.0,0.20,0.53,0.73,0.20,0.73
Josip Iličić,SVN,FW,Atalanta,Serie A,31,1988,26,21,1663,18.5,15,5,15,0,0,1,1,0.81,0.27,1.08,0.81,1.08,9.2,9.2,6.9,16.1,0.50,0.37,0.87,0.50,0.87
Asier Illarramendi,ESP,MF,Real Sociedad,La Liga,29,1990,3,3,216,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.06,0.06,0.01,0.06
Stefan Ilsanker,AUT,DF,Eint Frankfurt,Bundesliga,30,1989,12,9,838,9.3,2,1,2,0,0,4,0,0.21,0.11,0.32,0.21,0.32,0.9,0.9,0.8,1.7,0.10,0.09,0.19,0.10,0.19
Stefan Ilsanker,AUT,DF,RB Leipzig,Bundesliga,30,1989,6,5,418,4.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.15,0.03,0.17,0.15,0.17
Giannelli Imbula,COD,MF,Lecce,Serie A,26,1992,3,1,130,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ciro Immobile,ITA,FW,Lazio,Serie A,29,1990,37,36,3170,35.2,36,9,22,14,15,8,0,1.02,0.26,1.28,0.62,0.88,27.0,15.5,6.5,22.0,0.77,0.18,0.95,0.44,0.62
Edmilson Indjai,GNB,FW,Saint-Étienne,Ligue 1,19,2000,4,0,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.16,0.16,0.00,0.16
Roberto Inglese,ITA,FW,Parma,Serie A,27,1991,17,8,766,8.5,4,0,4,0,1,1,0,0.47,0.00,0.47,0.47,0.47,4.3,3.6,0.3,3.8,0.51,0.03,0.54,0.42,0.45
Danny Ings,ENG,FW,Southampton,Premier League,27,1992,38,32,2804,31.2,22,2,21,1,2,3,0,0.71,0.06,0.77,0.67,0.74,16.6,15.1,2.7,17.8,0.53,0.09,0.62,0.48,0.57
Marcus Ingvartsen,DEN,MF,Union Berlin,Bundesliga,23,1996,28,20,1716,19.1,5,2,4,1,1,4,0,0.26,0.10,0.37,0.21,0.31,4.0,3.2,1.1,4.4,0.21,0.06,0.27,0.17,0.23
Lorenzo Insigne,ITA,FW,Napoli,Serie A,28,1991,37,34,2810,31.2,8,6,3,5,5,1,0,0.26,0.19,0.45,0.10,0.29,12.9,9.1,7.1,16.1,0.41,0.23,0.64,0.29,0.52
Takashi Inui,JPN,MF,Eibar,La Liga,31,1988,29,23,1960,21.8,2,3,2,0,0,2,0,0.09,0.14,0.23,0.09,0.23,3.9,3.9,1.6,5.5,0.18,0.07,0.25,0.18,0.25
Artur Ioniță,MDA,MF,Cagliari,Serie A,28,1990,34,21,1897,21.1,0,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,0.9,0.9,0.7,1.6,0.04,0.03,0.08,0.04,0.08
Alexander Isak,SWE,FW,Real Sociedad,La Liga,19,1999,37,14,1507,16.7,9,1,9,0,0,3,0,0.54,0.06,0.60,0.54,0.60,6.3,6.3,2.2,8.5,0.38,0.13,0.51,0.38,0.51
Isco,ESP,FW,Real Madrid,La Liga,27,1992,23,15,1181,13.1,1,2,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,1.5,1.5,2.1,3.6,0.12,0.16,0.28,0.12,0.28
Nicolas Isimat-Mirin,FRA,DF,Toulouse,Ligue 1,27,1991,14,14,1260,14.0,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.1,0.5,0.03,0.01,0.03,0.03,0.03
Jakub Iskra,POL,DF,SPAL,Serie A,16,2002,2,0,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03
Ismael,ESP,MF,Betis,La Liga,18,2000,3,1,83,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Gian-Luca Itter,GER,DF,Freiburg,Bundesliga,20,1999,3,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ander Iturraspe,ESP,MF,Espanyol,La Liga,30,1989,8,3,242,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Alex Iwobi,NGA,MF,Everton,Premier League,23,1996,25,19,1596,17.7,1,0,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,2.4,2.4,2.3,4.6,0.13,0.13,0.26,0.13,0.26
Armando Izzo,ITA,DF,Torino,Serie A,27,1992,31,30,2686,29.8,1,0,1,0,0,7,2,0.03,0.00,0.03,0.03,0.03,1.3,1.3,1.0,2.3,0.04,0.03,0.08,0.04,0.08
Jacobo,ESP,DF,Celta Vigo,La Liga,22,1997,2,1,83,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Phil Jagielka,ENG,DF,Sheffield Utd,Premier League,36,1982,6,2,244,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Filip Jagiełło,POL,MF,Genoa,Serie A,21,1997,11,6,553,6.1,0,2,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.3,0.3,0.8,1.0,0.04,0.12,0.17,0.04,0.17
Alireza Jahanbakhsh,IRN,FW,Brighton,Premier League,25,1993,10,3,311,3.5,2,0,2,0,0,0,0,0.58,0.00,0.58,0.58,0.58,0.5,0.5,0.0,0.6,0.15,0.01,0.16,0.15,0.16
Mato Jajalo,BIH,MF,Udinese,Serie A,31,1988,26,19,1649,18.3,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,1.0,0.02,0.04,0.05,0.02,0.05
Ismail Jakobs,SEN,FW,Köln,Bundesliga,19,1999,20,20,1672,18.6,2,2,2,0,0,4,0,0.11,0.11,0.22,0.11,0.22,2.4,2.4,1.1,3.5,0.13,0.06,0.19,0.13,0.19
Christophe Jallet,FRA,DF,Amiens,Ligue 1,35,1983,12,10,855,9.5,1,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,0.2,0.2,0.7,0.8,0.02,0.07,0.09,0.02,0.09
Daniel James,WAL,FW,Manchester Utd,Premier League,21,1997,33,26,2287,25.4,3,6,3,0,0,4,0,0.12,0.24,0.35,0.12,0.35,3.6,3.6,4.0,7.6,0.14,0.16,0.30,0.14,0.30
Matty James,ENG,MF,Leicester City,Premier League,28,1991,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Reece James,ENG,DF,Chelsea,Premier League,19,1999,24,16,1515,16.8,0,2,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.7,0.7,3.2,4.0,0.04,0.19,0.24,0.04,0.24
Marko Janković,MNE,MF,SPAL,Serie A,24,1995,6,1,115,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.07,0.20,0.27,0.07,0.27
Jakub Jankto,CZE,MF,Sampdoria,Serie A,23,1996,30,25,2095,23.3,2,4,2,0,0,8,0,0.09,0.17,0.26,0.09,0.26,2.8,2.8,4.5,7.3,0.12,0.19,0.31,0.12,0.31
Daryl Janmaat,NED,DF,Watford,Premier League,30,1989,8,7,607,6.7,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.4,0.7,0.04,0.07,0.11,0.04,0.11
Laurent Jans,LUX,DF,Paderborn 07,Bundesliga,26,1992,22,19,1571,17.5,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.8,1.0,0.01,0.04,0.06,0.01,0.06
Tony Jantschke,GER,DF,M'Gladbach,Bundesliga,29,1990,17,11,1012,11.2,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.9,1.5,0.05,0.08,0.13,0.05,0.13
Adnan Januzaj,BEL,FW,Real Sociedad,La Liga,24,1995,24,13,1167,13.0,3,3,3,0,0,3,0,0.23,0.23,0.46,0.23,0.46,1.4,1.4,2.5,3.9,0.11,0.19,0.30,0.11,0.30
Rune Jarstein,NOR,GK,Hertha BSC,Bundesliga,34,1984,29,29,2547,28.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01
Jason,ESP,MF,Getafe,La Liga,25,1994,20,14,1175,13.1,1,4,1,0,0,5,0,0.08,0.31,0.38,0.08,0.38,1.6,1.6,2.3,3.9,0.12,0.17,0.30,0.12,0.30
Dennis Jastrzembski,POL,DF,Paderborn 07,Bundesliga,19,2000,6,1,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.09,0.11,0.20,0.09,0.20
Corentin Jean,FRA,DF,Toulouse,Ligue 1,24,1995,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Benjamin Jeannot,FRA,MF,Dijon,Ligue 1,27,1992,2,2,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13
Tin Jedvaj,CRO,DF,Augsburg,Bundesliga,23,1995,31,30,2638,29.3,2,0,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07,1.4,1.4,0.2,1.7,0.05,0.01,0.06,0.05,0.06
Jemerson,BRA,DF,Monaco,Ligue 1,26,1992,13,13,1056,11.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01
Fredrik Jensen,FIN,FW,Augsburg,Bundesliga,21,1997,10,5,457,5.1,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0.3,0.3,0.1,0.4,0.07,0.01,0.08,0.07,0.08
Jesé,ESP,FW,Paris S-G,Ligue 1,26,1993,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Gabriel Jesus,BRA,FW,Manchester City,Premier League,22,1997,34,21,2030,22.6,14,7,14,0,1,3,0,0.62,0.31,0.93,0.62,0.93,18.5,17.7,3.8,21.5,0.82,0.17,0.99,0.79,0.95
Juan Jesus,BRA,DF,Roma,Serie A,28,1991,4,1,139,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Raúl Jiménez,MEX,FW,Wolves,Premier League,28,1991,38,37,3236,36.0,17,6,13,4,4,3,0,0.47,0.17,0.64,0.36,0.53,14.7,11.7,5.6,17.2,0.41,0.15,0.56,0.33,0.48
João Pedro,BRA,FW,Watford,Premier League,17,2001,3,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.19,0.60,0.79,0.19,0.79
Joaquín,ESP,MF,Betis,La Liga,38,1981,34,25,2060,22.9,8,3,6,2,3,4,0,0.35,0.13,0.48,0.26,0.39,5.5,3.2,5.4,8.6,0.24,0.24,0.48,0.14,0.38
Joelinton,BRA,FW,Newcastle Utd,Premier League,22,1996,38,32,2683,29.8,2,2,2,0,0,7,0,0.07,0.07,0.13,0.07,0.13,4.8,4.8,2.4,7.2,0.16,0.08,0.24,0.16,0.24
Ben Johnson,ENG,DF,West Ham,Premier League,19,2000,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.05,0.06,0.00,0.06
Fabian Johnson,USA,MF,M'Gladbach,Bundesliga,31,1987,6,3,271,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05
Curtis Jones,ENG,MF,Liverpool,Premier League,18,2001,6,1,126,1.4,1,0,1,0,0,0,0,0.71,0.00,0.71,0.71,0.71,0.9,0.9,0.0,0.9,0.63,0.00,0.63,0.63,0.63
Phil Jones,ENG,DF,Manchester Utd,Premier League,27,1992,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.11,0.00,0.11,0.11,0.11
Frenkie de Jong,NED,MF,Barcelona,La Liga,22,1997,29,24,2115,23.5,2,2,2,0,0,3,1,0.09,0.09,0.17,0.09,0.17,1.1,1.1,2.4,3.5,0.05,0.10,0.15,0.05,0.15
Luuk de Jong,NED,FW,Sevilla,La Liga,28,1990,35,24,2059,22.9,6,1,6,0,0,2,0,0.26,0.04,0.31,0.26,0.31,7.7,7.7,2.5,10.2,0.34,0.11,0.45,0.34,0.45
Jony,ESP,DF,Lazio,Serie A,28,1991,24,14,1177,13.1,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,1.1,1.5,0.03,0.09,0.12,0.03,0.12
Joan Jordán,ESP,MF,Sevilla,La Liga,25,1994,34,27,2254,25.0,2,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.6,1.6,3.5,5.1,0.06,0.14,0.20,0.06,0.20
Bruno Jordão,POR,FW,Wolves,Premier League,20,1998,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Mathias Jørgensen,DEN,DF,Düsseldorf,Bundesliga,29,1990,9,5,498,5.5,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03
Jorginho,ITA,MF,Chelsea,Premier League,27,1991,31,27,2379,26.4,4,2,1,3,3,10,0,0.15,0.08,0.23,0.04,0.11,3.4,1.1,2.3,3.5,0.13,0.09,0.22,0.04,0.13
Jesse Joronen,FIN,GK,Brescia,Serie A,26,1993,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Willian José,BRA,FW,Real Sociedad,La Liga,27,1991,37,24,2011,22.3,11,1,11,0,0,4,0,0.49,0.04,0.54,0.49,0.54,10.4,10.4,1.7,12.1,0.46,0.08,0.54,0.46,0.54
Joselu,ESP,FW,Alavés,La Liga,29,1990,36,31,2782,30.9,11,2,10,1,1,6,0,0.36,0.06,0.42,0.32,0.39,10.6,9.9,2.2,12.0,0.34,0.07,0.41,0.32,0.39
Jota,ESP,FW,Aston Villa,Premier League,28,1991,10,4,335,3.7,0,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,0.2,0.2,0.6,0.9,0.06,0.17,0.24,0.06,0.24
Diogo Jota,POR,FW,Wolves,Premier League,22,1996,34,27,2284,25.4,7,1,7,0,0,4,0,0.28,0.04,0.32,0.28,0.32,9.6,9.6,3.7,13.4,0.38,0.15,0.53,0.38,0.53
Vukašin Jovanović,SRB,DF,Bordeaux,Ligue 1,23,1996,9,5,573,6.4,0,1,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.0,0.0,0.4,0.4,0.00,0.06,0.06,0.00,0.06
Dejan Joveljić,SRB,FW,Eint Frankfurt,Bundesliga,19,1999,4,2,150,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Stevan Jovetić,MNE,FW,Monaco,Ligue 1,29,1989,9,5,473,5.3,2,0,2,0,0,2,1,0.38,0.00,0.38,0.38,0.38,1.8,1.8,0.6,2.4,0.34,0.11,0.45,0.34,0.45
Luka Jović,SRB,FW,Real Madrid,La Liga,21,1997,17,4,430,4.8,2,1,2,0,0,2,0,0.42,0.21,0.63,0.42,0.63,2.2,2.2,0.7,2.9,0.46,0.15,0.62,0.46,0.62
Juanmi,ESP,FW,Betis,La Liga,26,1993,8,2,264,2.9,1,0,1,0,0,2,1,0.34,0.00,0.34,0.34,0.34,1.3,1.3,0.1,1.4,0.45,0.05,0.49,0.45,0.49
David Juncà,ESP,DF,Celta Vigo,La Liga,25,1993,3,3,258,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Lago Junior,CIV,MF,Mallorca,La Liga,28,1990,35,24,2188,24.3,4,0,1,3,3,3,0,0.16,0.00,0.16,0.04,0.04,5.3,3.0,1.2,4.2,0.22,0.05,0.27,0.13,0.17
Hamed Junior Traorè,CIV,MF,Sassuolo,Serie A,19,2000,31,20,1570,17.4,4,1,4,0,0,3,0,0.23,0.06,0.29,0.23,0.29,4.8,4.8,2.2,7.0,0.27,0.13,0.40,0.27,0.40
Vinicius Júnior,BRA,FW,Real Madrid,La Liga,19,2000,29,12,1364,15.2,3,1,3,0,0,4,0,0.20,0.07,0.26,0.20,0.26,4.3,4.3,2.3,6.6,0.28,0.15,0.44,0.28,0.44
James Justin,ENG,DF,Leicester City,Premier League,21,1998,13,11,1012,11.2,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.1,1.5,0.04,0.10,0.14,0.04,0.14
Musa Juwara,GAM,FW,Bologna,Serie A,17,2001,7,1,153,1.7,1,0,1,0,0,1,0,0.59,0.00,0.59,0.59,0.59,0.3,0.3,0.2,0.4,0.15,0.09,0.24,0.15,0.24
Ozan Kabak,TUR,DF,Schalke 04,Bundesliga,19,2000,26,21,1777,19.7,3,1,3,0,0,4,0,0.15,0.05,0.20,0.15,0.20,1.4,1.4,0.1,1.5,0.07,0.00,0.08,0.07,0.08
Christian Kabasele,BEL,DF,Watford,Premier League,28,1991,27,26,2250,25.0,0,2,0,0,0,3,2,0.00,0.08,0.08,0.00,0.08,1.1,1.1,0.6,1.6,0.04,0.02,0.07,0.04,0.07
Abdoul Kader Bamba,FRA,FW,Nantes,Ligue 1,25,1994,27,16,1468,16.3,1,3,1,0,0,5,0,0.06,0.18,0.25,0.06,0.25,1.9,1.9,4.7,6.6,0.12,0.29,0.40,0.12,0.40
Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,27,1992,30,28,2474,27.5,2,7,2,0,0,2,0,0.07,0.25,0.33,0.07,0.33,2.2,2.2,3.5,5.7,0.08,0.13,0.21,0.08,0.21
Florian Kainz,AUT,FW,Köln,Bundesliga,26,1992,28,16,1561,17.3,5,6,4,1,1,5,0,0.29,0.35,0.63,0.23,0.58,3.4,2.7,7.1,9.8,0.20,0.41,0.61,0.15,0.56
Gaël Kakuta,COD,MF,Amiens,Ligue 1,28,1991,24,23,2001,22.2,2,5,2,0,0,4,0,0.09,0.22,0.31,0.09,0.31,3.2,3.2,2.4,5.6,0.14,0.11,0.25,0.14,0.25
Lovre Kalinić,CRO,GK,Toulouse,Ligue 1,29,1990,4,4,305,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Nikola Kalinić,CRO,FW,Roma,Serie A,31,1988,15,6,571,6.3,5,1,5,0,0,1,0,0.79,0.16,0.95,0.79,0.95,4.6,4.6,1.0,5.7,0.73,0.16,0.89,0.73,0.89
Salomon Kalou,CIV,FW,Hertha BSC,Bundesliga,33,1985,5,1,146,1.6,1,0,1,0,0,0,0,0.62,0.00,0.62,0.62,0.62,1.4,1.4,0.2,1.5,0.83,0.12,0.95,0.83,0.95
Samuel Kalu,NGA,FW,Bordeaux,Ligue 1,21,1997,20,15,1357,15.1,1,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,2.3,2.3,1.8,4.1,0.15,0.12,0.27,0.15,0.27
