Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
Sebastián Cristóforo,URU,MF,Fiorentina,Serie A,25,1993,1,90,90,2.6,1.0,1,90,1,0,,17,0.00,0,1,-1,-1.00,-1.11,1.0,2.0,-1.0,-0.99,-1.17
Juan Cuadrado,COL,DF,Juventus,Serie A,31,1988,33,2654,80,77.6,29.5,28,89,26,5,34,3,2.21,60,26,+34,+1.15,+1.27,56.9,30.1,+26.8,+0.91,+0.90
Sergio Cubero Ezcurra,ESP,MF,Eibar,La Liga,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
Cucho,COL,FW,Mallorca,La Liga,20,1999,22,1487,68,43.5,16.5,17,78,7,5,32,0,0.82,20,25,-5,-0.30,+0.63,15.2,25.2,-10.1,-0.61,-0.08
Marc Cucurella,ESP,MF,Getafe,La Liga,21,1998,37,3237,87,94.6,36.0,37,87,24,0,,0,1.38,41,33,+8,+0.22,+1.21,36.9,36.1,+0.8,+0.02,+0.94
Iván Cuéllar,ESP,GK,Leganés,La Liga,35,1984,27,2429,90,71.0,27.0,27,90,26,0,,1,1.11,25,33,-8,-0.30,+0.88,27.5,26.3,+1.3,+0.05,+0.31
Jaume Cuéllar,BOL,FW,SPAL,Serie A,17,2001,2,70,35,2.0,0.8,1,60,0,1,10,5,0.00,1,2,-1,-1.29,+0.03,0.5,1.5,-1.0,-1.25,-0.51
Mickaël Cuisance,FRA,MF,Bayern Munich,Bundesliga,19,1999,9,307,34,10.0,3.4,3,71,1,6,16,18,3.00,13,2,+11,+3.22,+1.36,9.0,3.9,+5.1,+1.50,+0.13
Luke Cundle,ENG,MF,Wolves,Premier League,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,20,1999,11,744,68,24.3,8.3,9,80,5,2,12,0,1.36,18,14,+4,+0.48,+1.07,13.1,13.1,0.0,0.00,+0.43
Matheus Cunha,BRA,FW,RB Leipzig,Bundesliga,20,1999,10,279,28,9.1,3.1,2,66,0,8,19,7,1.60,7,2,+5,+1.61,+0.35,6.3,2.5,+3.7,+1.21,+0.21
Felipe Curcio,BRA,DF,Brescia,Serie A,25,1993,1,5,5,0.1,0.1,0,,0,1,5,2,0.00,0,0,0,0.00,+1.16,0.0,0.0,0.0,0.00,+0.93
Patrick Cutrone,ITA,FW,Wolves,Premier League,21,1998,12,297,25,8.7,3.3,3,65,0,9,11,8,1.67,6,6,0,0.00,-0.32,4.9,5.7,-0.8,-0.23,-0.60
Patrick Cutrone,ITA,FW,Fiorentina,Serie A,21,1998,19,838,44,24.5,9.3,9,64,0,10,26,1,1.47,18,4,+14,+1.50,+1.89,16.1,13.2,+2.9,+0.31,+0.21
Wylan Cyprien,FRA,MF,Nice,Ligue 1,24,1995,20,1772,89,70.3,19.7,20,89,18,0,,0,1.45,30,25,+5,+0.25,+0.49,27.1,29.5,-2.5,-0.13,+0.38
Rafael Czichos,GER,DF,Köln,Bundesliga,29,1990,26,2207,85,72.1,24.5,26,85,23,0,,0,1.08,36,51,-15,-0.61,-0.30,33.7,39.2,-5.6,-0.23,-0.38
Lennart-Marten Czyborra,GER,DF,Atalanta,Serie A,20,1999,1,17,17,0.5,0.2,0,,0,1,17,15,3.00,0,1,-1,-5.29,-6.64,0.4,0.3,+0.2,+0.80,-0.26
Marco D'Alessandro,ITA,MF,SPAL,Serie A,28,1991,15,781,52,22.8,8.7,10,63,1,5,30,1,0.33,9,14,-5,-0.58,+0.96,6.9,16.6,-9.8,-1.13,-0.49
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,30,1988,22,1402,64,41.0,15.6,15,86,11,7,16,8,2.36,37,9,+28,+1.80,+1.04,29.8,14.7,+15.1,+0.97,+0.23
Felice D'Amico,ITA,MF,Sampdoria,Serie A,18,2000,2,3,2,0.1,0.0,0,,0,2,2,5,1.50,0,0,0,0.00,+0.45,0.5,0.0,+0.5,+14.74,+14.81
Lucas Da Cunha,FRA,MF,Rennes,Ligue 1,18,2001,2,72,36,2.9,0.8,1,65,0,1,7,2,0.50,0,0,0,0.00,-0.51,0.9,0.7,+0.1,+0.16,-0.10
Jacopo Da Riva,ITA,FW,Atalanta,Serie A,18,2000,1,1,1,0.0,0.0,0,,0,1,1,11,0.00,0,0,0,0.00,-1.32,0.0,0.0,0.0,+2.10,+1.03
Bernardo Costa Da Rosa,BRA,DF,West Ham,Premier League,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Damien Da Silva,FRA,DF,Rennes,Ligue 1,31,1988,25,2244,90,89.0,24.9,25,90,24,0,,1,1.92,36,21,+15,+0.60,+0.93,31.9,24.1,+7.9,+0.32,+0.58
Moanes Dabbur,ISR,FW,Sevilla,La Liga,27,1992,2,26,13,0.8,0.3,0,,0,2,13,2,0.50,0,0,0,0.00,-0.53,1.2,0.2,+0.9,+3.25,+2.91
Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,27,1992,14,766,55,25.0,8.5,11,61,1,3,30,0,1.71,17,8,+9,+1.06,+1.41,15.2,10.3,+5.0,+0.58,+0.84
Bryan Dabo,BFA,MF,SPAL,Serie A,27,1992,16,1122,70,32.8,12.5,13,79,8,3,32,1,0.31,11,37,-26,-2.09,-1.15,11.6,25.8,-14.2,-1.14,-0.58
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,20,1998,10,668,67,27.5,7.4,7,86,6,3,22,5,2.40,18,4,+14,+1.89,0.00,17.9,5.2,+12.7,+1.71,-0.09
Finn Dahmen,GER,GK,Mainz 05,Bundesliga,21,1998,0,,,,,0,,0,0,,12,,,,,,,,,,,
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,23,1996,12,558,47,18.2,6.2,6,73,1,6,20,15,2.17,13,8,+5,+0.81,-0.56,7.0,6.7,+0.3,+0.05,-0.63
Leon Dajaku,GER,DF,Bayern Munich,Bundesliga,18,2001,2,12,6,0.4,0.1,0,,0,2,6,4,3.00,1,0,+1,+7.50,+5.52,0.1,0.3,-0.2,-1.48,-2.88
Felipe dal Belo,BRA,DF,SPAL,Serie A,35,1984,15,997,66,29.2,11.1,11,82,7,4,24,20,0.53,10,28,-18,-1.62,-0.44,12.9,20.6,-7.8,-0.70,+0.06
Christian Dalle Mura,ITA,MF,Fiorentina,Serie A,17,2002,1,1,1,0.0,0.0,0,,0,1,1,8,3.00,0,0,0,0.00,-0.08,0.0,0.0,0.0,0.00,-0.15
Diogo Dalot,POR,DF,Manchester Utd,Premier League,20,1999,4,67,17,2.0,0.7,1,59,0,3,3,4,1.00,0,1,-1,-1.34,-2.18,0.9,1.0,-0.1,-0.11,-0.71
James Daly,ENG,FW,Crystal Palace,Premier League,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Elias Damergy,TUN,GK,Rennes,Ligue 1,16,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Antonio Daniele,ITA,GK,Napoli,Serie A,17,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Charlie Daniels,ENG,DF,Bournemouth,Premier League,32,1986,2,126,63,3.7,1.4,2,63,1,0,,1,1.50,2,2,0,0.00,+0.68,1.4,2.7,-1.3,-0.95,-0.58
Danilo,BRA,DF,Juventus,Serie A,28,1991,22,1440,65,42.1,16.0,16,75,10,6,41,9,2.09,33,27,+6,+0.37,-0.85,23.8,22.1,+1.7,+0.11,-1.04
Scott Dann,ENG,DF,Crystal Palace,Premier League,32,1987,16,1266,79,37.0,14.1,14,88,13,2,19,15,1.13,10,14,-4,-0.28,+0.34,13.3,18.6,-5.3,-0.38,+0.12
Kevin Danso,AUT,DF,Southampton,Premier League,20,1998,6,277,46,8.1,3.1,3,69,1,3,23,16,0.83,3,8,-5,-1.62,-1.51,3.1,6.2,-3.0,-0.99,-1.10
Dante,BRA,DF,Nice,Ligue 1,35,1983,21,1890,90,75.0,21.0,21,90,21,0,,0,1.48,31,26,+5,+0.24,+0.52,27.2,29.1,-2.0,-0.09,+0.58
Andrea Danzi,ITA,MF,Hellas Verona,Serie A,20,1999,1,1,1,0.0,0.0,0,,0,1,1,16,3.00,0,0,0,0.00,+0.11,0.0,0.1,-0.1,-12.98,-12.89
Ebrima Darboe,GAM,MF,Roma,Serie A,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Márton Dárdai,GER,DF,Hertha BSC,Bundesliga,17,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
Palkó Dárdai,HUN,MF,Hertha BSC,Bundesliga,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sergi Darder,ESP,MF,Espanyol,La Liga,25,1993,36,2658,74,77.7,29.5,29,86,21,7,24,1,0.67,22,48,-26,-0.88,-0.29,26.5,35.8,-9.3,-0.31,-0.04
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,28,1990,28,2256,81,73.7,25.1,25,85,17,3,45,2,1.21,37,43,-6,-0.24,+0.32,29.0,36.1,-7.2,-0.29,+0.13
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,28,1990,0,,,,,0,,0,0,,37,,,,,,,,,,,
Matteo Darmian,ITA,DF,Parma,Serie A,29,1989,33,2685,81,78.5,29.8,30,88,27,3,14,0,1.30,42,45,-3,-0.10,-0.35,36.3,49.3,-13.0,-0.43,-0.13
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,18,2000,29,2234,77,73.0,24.8,24,88,20,5,26,4,2.48,77,21,+56,+2.26,+0.95,62.8,24.3,+38.5,+1.55,+0.61
Ben Davies,WAL,DF,Tottenham,Premier League,26,1993,18,1431,80,41.8,15.9,16,88,13,2,9,6,1.61,24,19,+5,+0.31,-0.09,16.5,19.9,-3.4,-0.22,-0.10
Tom Davies,ENG,MF,Everton,Premier League,21,1998,30,2027,68,59.3,22.5,23,83,16,7,16,6,1.33,21,34,-13,-0.58,-0.64,26.8,32.4,-5.7,-0.25,-0.67
Keinan Davis,ENG,FW,Aston Villa,Premier League,21,1998,18,548,30,16.0,6.1,4,70,0,14,19,3,0.83,6,7,-1,-0.16,+0.62,7.2,5.9,+1.3,+0.22,+1.07
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,24,1995,15,693,46,20.3,7.7,7,72,4,8,24,9,1.60,11,7,+4,+0.52,+0.78,12.3,9.7,+2.7,+0.35,+0.54
Craig Dawson,ENG,DF,Watford,Premier League,29,1990,29,2361,81,69.0,26.2,26,88,25,3,22,5,0.90,25,49,-24,-0.91,-0.57,32.5,40.5,-7.9,-0.30,+0.06
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,28,1991,35,2791,80,81.6,31.0,32,84,20,3,32,1,2.23,87,22,+65,+2.10,+1.81,79.8,25.1,+54.8,+1.77,+1.25
Sebastien De Maio,FRA,DF,Udinese,Serie A,32,1987,21,1500,71,43.9,16.7,17,87,13,4,7,15,1.43,15,17,-2,-0.12,+0.44,18.2,19.5,-1.4,-0.08,+0.37
Rodrigo De Paul,ARG,MF,Udinese,Serie A,25,1994,34,2822,83,82.5,31.4,33,85,26,1,20,0,1.21,32,43,-11,-0.35,+0.10,34.2,43.0,-8.8,-0.28,+0.07
Mattia De Sciglio,ITA,DF,Juventus,Serie A,26,1992,9,471,52,13.8,5.2,6,73,4,3,11,10,2.67,10,3,+7,+1.34,+0.54,8.3,6.0,+2.4,+0.45,-0.30
Lorenzo De Silvestri,ITA,DF,Torino,Serie A,31,1988,29,2243,77,65.6,24.9,28,80,19,1,13,5,1.24,28,47,-19,-0.76,-0.53,25.4,39.4,-14.0,-0.56,-0.08
Lucas Deaux,FRA,MF,Nîmes,Ligue 1,30,1988,17,1335,79,53.0,14.8,15,86,10,2,25,0,1.12,16,18,-2,-0.13,+0.85,17.8,19.5,-1.7,-0.11,+0.86
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,34,1985,21,1769,84,70.2,19.7,20,88,18,1,6,4,1.10,22,34,-12,-0.61,-0.13,22.2,26.2,-3.9,-0.20,+0.10
Troy Deeney,ENG,FW,Watford,Premier League,31,1988,27,2225,82,65.1,24.7,26,84,16,1,35,2,0.96,27,39,-12,-0.49,+0.72,29.9,33.6,-3.7,-0.15,+0.49
Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,28,1991,17,980,58,28.7,10.9,9,82,4,8,30,4,1.59,24,20,+4,+0.37,+0.29,19.5,17.9,+1.6,+0.14,+0.49
Alessandro Deiola,ITA,MF,Cagliari,Serie A,23,1995,1,1,1,0.0,0.0,0,,0,1,1,15,0.00,0,1,-1,-90.00,-89.92,0.0,0.1,-0.1,-10.84,-10.43
Alessandro Deiola,ITA,MF,Lecce,Serie A,23,1995,10,717,72,21.0,8.0,8,85,5,2,18,0,1.40,10,20,-10,-1.26,-0.49,9.9,20.1,-10.2,-1.28,-0.62
Romain Del Castillo,FRA,FW,Rennes,Ligue 1,23,1996,21,1242,59,49.3,13.8,14,78,6,7,21,6,1.95,24,9,+15,+1.09,+1.16,19.6,12.4,+7.2,+0.52,+0.53
Isaias Del Pupo,ARG,MF,Cagliari,Serie A,16,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
Thomas Delaine,FRA,DF,Metz,Ligue 1,27,1992,16,1254,78,49.8,13.9,14,88,12,2,13,7,1.00,11,22,-11,-0.79,-1.00,13.9,16.8,-2.9,-0.21,+0.08
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,27,1991,11,830,75,27.1,9.2,11,75,5,0,,5,1.91,19,6,+13,+1.41,+0.20,16.8,8.4,+8.4,+0.91,+0.48
Tom Dele-Bashiru,NGA,MF,Watford,Premier League,19,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
Paul Delecroix,FRA,GK,Metz,Ligue 1,30,1988,2,136,68,5.4,1.5,1,91,1,1,45,24,0.00,1,4,-3,-1.99,-1.80,1.8,2.6,-0.8,-0.54,-0.32
Cristian Dell'Orco,ITA,DF,Lecce,Serie A,25,1994,14,1007,72,29.4,11.2,11,85,8,3,24,15,0.64,12,22,-10,-0.89,-0.04,15.2,21.3,-6.1,-0.54,+0.35
Andy Delort,ALG,FW,Montpellier,Ligue 1,27,1991,26,2280,88,90.5,25.3,26,88,20,0,,0,1.54,35,31,+4,+0.16,+1.28,30.1,30.3,-0.2,-0.01,+0.59
Fabian Delph,ENG,MF,Everton,Premier League,29,1989,16,1190,74,34.8,13.2,13,86,10,3,23,1,1.19,17,24,-7,-0.53,-0.33,19.2,15.7,+3.5,+0.26,+0.37
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,23,1996,27,2188,81,86.8,24.3,24,88,20,3,26,1,1.44,37,23,+14,+0.58,+0.30,34.4,22.9,+11.5,+0.47,+0.50
Ousmane Dembélé,FRA,FW,Barcelona,La Liga,22,1997,5,357,71,10.4,4.0,3,89,2,2,45,0,2.40,8,2,+6,+1.51,+0.28,5.6,3.1,+2.5,+0.63,-0.19
Merih Demiral,TUR,DF,Juventus,Serie A,21,1998,6,418,70,12.2,4.6,5,76,4,1,40,19,2.50,13,4,+9,+1.94,+1.22,8.7,5.3,+3.4,+0.74,+0.03
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,26,1993,25,1573,63,51.4,17.5,18,80,8,7,19,7,1.80,29,22,+7,+0.40,-0.20,33.8,25.5,+8.3,+0.48,+0.30
Diego Demme,GER,MF,Napoli,Serie A,27,1991,15,902,60,26.4,10.0,10,78,3,5,25,3,1.73,13,14,-1,-0.10,-0.53,14.3,11.5,+2.8,+0.28,-0.45
Diego Demme,GER,MF,RB Leipzig,Bundesliga,27,1991,17,1211,71,39.6,13.5,14,81,10,3,28,0,2.18,37,18,+19,+1.41,+0.20,31.2,14.2,+17.0,+1.26,+0.41
Jason Denayer,BEL,DF,Lyon,Ligue 1,24,1995,25,2131,85,84.6,23.7,24,89,22,1,0,1,1.52,37,22,+15,+0.63,+0.63,31.2,22.6,+8.5,+0.36,-0.30
Leander Dendoncker,BEL,MF,Wolves,Premier League,24,1995,38,2795,74,81.7,31.1,32,85,27,6,14,0,1.55,41,34,+7,+0.23,-0.35,38.4,27.9,+10.5,+0.34,+0.09
Kevin Denkey,TOG,FW,Nîmes,Ligue 1,18,2000,17,603,35,23.9,6.7,6,82,2,11,10,6,0.82,8,9,-1,-0.15,+0.51,6.9,12.0,-5.1,-0.76,-0.32
Stefano Denswil,NED,DF,Bologna,Serie A,26,1993,26,2240,86,65.5,24.9,25,89,23,1,7,7,1.27,33,45,-12,-0.48,-0.41,36.5,35.2,+1.3,+0.05,+0.29
Fabio Depaoli,ITA,MF,Sampdoria,Serie A,22,1997,29,1854,64,54.2,20.6,21,80,15,8,23,1,1.21,22,28,-6,-0.29,+0.34,23.2,27.4,-4.1,-0.20,-0.32
Memphis Depay,NED,FW,Lyon,Ligue 1,25,1994,13,1018,78,40.4,11.3,12,83,7,1,26,1,1.31,19,8,+11,+0.97,+0.73,14.0,10.3,+3.7,+0.33,-0.13
Kastriot Dermaku,ALB,DF,Parma,Serie A,27,1992,16,1026,64,30.0,11.4,10,87,8,6,26,22,1.69,20,15,+5,+0.44,+0.66,17.3,16.1,+1.2,+0.10,+0.73
Daniele Dessena,ITA,MF,Brescia,Serie A,32,1987,24,1869,78,54.6,20.8,22,81,13,2,45,0,0.63,22,40,-18,-0.87,+0.64,21.7,43.0,-21.3,-1.03,-0.23
Mattia Destro,ITA,FW,Bologna,Serie A,28,1991,5,185,37,5.4,2.1,2,71,0,3,14,6,1.40,1,1,0,0.00,+0.36,3.4,1.4,+1.9,+0.94,+1.04
Mattia Destro,ITA,FW,Genoa,Serie A,28,1991,8,150,19,4.4,1.7,1,58,0,7,13,13,0.75,3,7,-4,-2.40,-1.79,3.7,3.4,+0.3,+0.19,+0.52
Gerard Deulofeu,ESP,FW,Watford,Premier League,25,1994,28,2098,75,61.3,23.3,25,79,11,3,43,0,0.96,22,33,-11,-0.47,+0.69,26.2,36.1,-9.9,-0.42,-0.27
Deyverson,BRA,FW,Getafe,La Liga,28,1991,5,204,41,6.0,2.3,3,52,0,2,24,5,1.80,4,1,+3,+1.32,+1.24,3.2,2.3,+0.9,+0.39,+0.44
Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,30,1988,22,1293,59,37.8,14.4,17,69,3,5,24,9,0.95,17,22,-5,-0.35,-0.39,19.1,16.7,+2.5,+0.17,+0.42
Federico Di Francesco,ITA,FW,SPAL,Serie A,25,1994,20,1082,54,31.6,12.0,13,74,4,7,17,5,0.55,11,27,-16,-1.33,-0.02,14.8,23.1,-8.3,-0.69,+0.08
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,25,1993,33,2970,90,86.8,33.0,33,90,33,0,,4,1.52,50,44,+6,+0.18,-0.82,53.3,35.7,+17.6,+0.53,-0.54
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,31,1988,26,2000,77,82.3,22.2,23,83,15,3,27,1,2.50,63,20,+43,+1.94,+0.26,59.5,20.2,+39.4,+1.77,-0.03
Boulaye Dia,SEN,FW,Reims,Ligue 1,22,1996,24,1812,76,71.9,20.1,21,82,12,3,28,0,1.50,20,17,+3,+0.15,-0.11,19.9,17.0,+2.9,+0.14,+0.24
Amadou Dia Ndiaye,SEN,FW,Metz,Ligue 1,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Fousseni Diabaté,MLI,FW,Amiens,Ligue 1,23,1995,20,1190,60,47.2,13.2,15,74,1,5,17,2,0.80,14,26,-12,-0.91,-0.43,10.3,17.8,-7.4,-0.56,-0.48
Moussa Diaby,FRA,FW,Leverkusen,Bundesliga,20,1999,28,1771,63,57.9,19.7,18,84,12,10,26,6,1.86,33,29,+4,+0.20,-0.70,30.0,29.9,+0.1,+0.01,-0.76
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,22,1996,21,1444,69,42.2,16.0,15,89,14,6,18,10,1.67,20,23,-3,-0.19,0.00,17.8,23.9,-6.1,-0.38,-0.11
Bafodé Diakité,FRA,DF,Toulouse,Ligue 1,18,2001,16,1366,85,54.2,15.2,16,85,14,0,,0,0.75,9,27,-18,-1.19,+0.22,16.4,20.3,-3.9,-0.26,+0.55
Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,23,1996,16,1201,75,49.4,13.3,14,80,10,2,42,5,2.44,27,9,+18,+1.35,-1.07,29.5,8.7,+20.8,+1.56,-0.43
Amad Diallo,CIV,FW,Atalanta,Serie A,17,2002,3,27,9,0.8,0.3,0,,0,3,9,3,2.00,1,1,0,0.00,-1.33,0.4,0.5,-0.1,-0.28,-1.35
Habib Diallo,SEN,FW,Metz,Ligue 1,24,1995,26,2196,84,87.1,24.4,26,84,22,0,,0,1.08,22,29,-7,-0.29,-0.01,22.6,28.7,-6.2,-0.25,-0.07
Ibrahima Diallo,FRA,MF,Brest,Ligue 1,20,1999,19,1561,82,61.9,17.3,18,86,15,1,6,1,1.16,19,26,-7,-0.40,-0.78,17.5,28.3,-10.8,-0.62,-0.65
Moussa Diarra,MLI,DF,Toulouse,Ligue 1,18,2000,1,90,90,3.6,1.0,1,90,1,0,,7,0.00,0,3,-3,-3.00,-1.78,0.4,1.2,-0.9,-0.85,-0.35
Lucas Dias,FRA,GK,Nîmes,Ligue 1,20,1999,4,317,79,12.6,3.5,3,90,3,1,46,24,0.75,4,6,-2,-0.57,-0.04,2.9,7.3,-4.4,-1.24,-0.83
Amadou Diawara,GUI,MF,Roma,Serie A,22,1997,22,1518,69,44.4,16.9,19,78,11,3,11,6,1.95,35,20,+15,+0.89,+0.37,34.6,19.1,+15.5,+0.92,+0.50
Brahim Díaz,ESP,FW,Real Madrid,La Liga,19,1999,6,65,11,1.9,0.7,0,,0,6,11,10,2.17,0,1,-1,-1.38,-2.62,0.8,1.3,-0.5,-0.71,-1.66
Javier Díaz,ESP,GK,Sevilla,La Liga,22,1997,0,,,,,0,,0,0,,10,,,,,,,,,,,
Víctor Díaz,ESP,DF,Granada,La Liga,31,1988,36,2884,80,84.3,32.0,33,85,27,3,21,1,1.53,43,43,0,0.00,-1.18,34.5,35.8,-1.3,-0.04,-0.22
Bakaye Dibassy,MLI,DF,Amiens,Ligue 1,29,1989,22,1868,85,74.1,20.8,22,85,20,0,,1,0.91,21,35,-14,-0.67,+0.02,20.0,25.6,-5.5,-0.27,+0.17
Lorenzo Dickmann,ITA,DF,SPAL,Serie A,22,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,
Eric Dier,ENG,DF,Tottenham,Premier League,25,1994,19,1344,71,39.3,14.9,15,85,13,4,18,13,1.95,26,23,+3,+0.20,-0.28,20.1,20.4,-0.3,-0.02,+0.23
Guillaume Dietsch,FRA,GK,Metz,Ligue 1,18,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
Lucas Digne,FRA,DF,Everton,Premier League,26,1993,35,3030,87,88.6,33.7,35,87,30,0,,1,1.29,37,49,-12,-0.36,-0.36,40.3,42.8,-2.5,-0.07,-0.86
Mitchell Dijks,NED,DF,Bologna,Serie A,26,1993,13,1006,77,29.4,11.2,12,82,9,1,26,0,1.46,18,19,-1,-0.09,+0.36,17.5,16.4,+1.1,+0.10,+0.21
Javairô Dilrosun,NED,MF,Hertha BSC,Bundesliga,21,1998,23,1309,57,42.8,14.5,16,73,6,7,21,3,1.39,17,21,-4,-0.28,+0.08,13.1,19.1,-5.9,-0.41,-0.15
Federico Dimarco,ITA,DF,Inter,Serie A,21,1997,3,27,9,0.8,0.3,0,,0,3,9,18,2.33,0,0,0,0.00,-1.19,0.3,0.4,-0.1,-0.24,-1.08
Federico Dimarco,ITA,DF,Hellas Verona,Serie A,21,1997,13,521,40,15.2,5.8,5,72,2,8,20,5,1.23,8,11,-3,-0.52,-0.49,8.0,9.2,-1.2,-0.21,-0.14
Tristan Dingomé,CMR,MF,Reims,Ligue 1,28,1991,15,892,59,35.4,9.9,12,70,1,3,16,2,1.67,9,6,+3,+0.30,+0.19,11.1,7.3,+3.7,+0.38,+0.47
Lois Diony,FRA,FW,Saint-Étienne,Ligue 1,26,1992,12,666,56,26.4,7.4,8,70,1,4,26,4,0.67,5,8,-3,-0.41,+0.23,6.1,6.7,-0.7,-0.09,+0.19
Issa Diop,FRA,DF,West Ham,Premier League,22,1997,32,2766,86,80.9,30.7,31,89,30,1,3,4,1.03,39,54,-15,-0.49,-0.76,39.2,50.5,-11.3,-0.37,+0.12
Papakouli Diop,SEN,MF,Eibar,La Liga,33,1986,30,2253,75,65.9,25.0,25,86,17,5,21,3,1.07,23,42,-19,-0.76,-0.91,24.6,35.0,-10.4,-0.41,-0.48
Yehvann Diouf,FRA,GK,Reims,Ligue 1,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,21,1997,4,120,30,4.8,1.3,1,93,1,3,9,5,2.00,2,2,0,0.00,+0.60,2.2,1.5,+0.6,+0.48,+0.75
Axel Disasi,FRA,DF,Reims,Ligue 1,21,1998,27,2430,90,96.4,27.0,27,90,27,0,,0,1.41,25,21,+4,+0.15,-0.85,26.5,25.2,+1.3,+0.05,-0.72
Tiago Djaló,POR,DF,Lille,Ligue 1,19,2000,8,661,83,26.2,7.3,8,83,5,0,,13,1.13,9,7,+2,+0.27,-0.02,7.9,7.9,0.0,0.00,-0.47
Djené,TOG,DF,Getafe,La Liga,27,1991,34,3060,90,89.5,34.0,34,90,34,0,,0,1.38,37,34,+3,+0.09,-0.66,33.0,35.0,-2.0,-0.06,-0.29
Moussa Djenepo,MLI,MF,Southampton,Premier League,21,1998,18,928,52,27.1,10.3,10,74,4,8,23,3,1.28,15,13,+2,+0.19,+0.59,17.6,14.2,+3.4,+0.33,+0.42
Koffi Djidji,CIV,DF,Torino,Serie A,26,1992,17,851,50,24.9,9.5,9,81,5,8,15,18,1.18,10,22,-12,-1.27,-0.92,9.6,21.3,-11.7,-1.24,-0.93
Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,24,1994,25,2064,83,84.9,22.9,23,88,22,2,19,1,1.52,29,24,+5,+0.22,+1.45,31.5,25.9,+5.6,+0.25,+0.59
Berat Djimsiti,ALB,DF,Atalanta,Serie A,26,1993,34,2783,82,81.4,30.9,32,84,24,2,45,3,2.00,77,38,+39,+1.26,-0.29,64.4,32.0,+32.5,+1.05,-0.08
Naïs Djouahra,FRA,FW,Real Sociedad,La Liga,19,1999,2,29,15,0.8,0.3,0,,0,2,15,8,0.00,1,1,0,0.00,-0.21,0.7,0.2,+0.5,+1.43,+1.29
Marko Dmitrović,SRB,GK,Eibar,La Liga,27,1992,35,3150,90,92.1,35.0,35,90,35,0,,3,1.03,33,51,-18,-0.51,-0.85,36.1,46.2,-10.2,-0.29,-0.50
Mihai Dobre,ROU,MF,Bournemouth,Premier League,20,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
Matt Doherty,IRL,DF,Wolves,Premier League,27,1992,36,2839,79,83.0,31.5,32,85,26,4,31,1,1.64,45,31,+14,+0.44,+0.91,40.8,27.1,+13.7,+0.43,+0.66
Kasper Dolberg,DEN,FW,Nice,Ligue 1,21,1997,23,1888,82,74.9,21.0,22,85,14,1,16,0,1.39,32,27,+5,+0.24,+0.52,26.1,31.3,-5.2,-0.25,-0.04
