Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
David Alaba,AUT,DF,Bayern Munich,Bundesliga,27,1992,27.8,2478,2375,103,44,7,263,52,25,4,0,1,0,1938,283,257,2081,276,46,55,6,2250,1,21,20,26
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,21,1998,15.6,810,612,198,14,1,99,13,27,0,0,0,0,418,224,168,45,544,29,184,3,664,1,9,7,30
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,26,1992,13.0,308,278,30,3,4,92,9,5,0,0,0,0,187,78,43,32,228,19,2,9,227,2,3,15,8
Jordi Alba,ESP,DF,Barcelona,La Liga,30,1989,24.3,2141,1940,201,30,1,173,31,79,2,0,0,0,1526,365,250,1651,269,43,169,4,1864,5,20,30,66
Luis Alberto,ESP,MF,Lazio,Serie A,26,1992,34.6,2264,1984,280,68,16,425,106,44,149,53,59,15,1571,302,391,82,2114,26,23,14,1792,23,31,40,59
Raúl Albiol,ESP,DF,Villarreal,La Liga,33,1985,36.0,1882,1830,52,47,1,197,120,4,0,0,0,0,1285,223,374,209,1521,97,3,6,1619,4,47,15,10
Marc Albrighton,ENG,MF,Leicester City,Premier League,29,1989,9.6,507,472,35,0,1,81,25,49,10,2,6,0,292,82,133,51,411,16,25,3,344,0,14,10,30
Paco Alcácer,ESP,FW,Dortmund,Bundesliga,25,1993,5.9,112,95,17,0,0,15,3,2,1,0,0,0,62,32,18,15,85,7,0,3,84,0,4,8,2
Paco Alcácer,ESP,FW,Villarreal,La Liga,25,1993,10.3,230,206,24,1,2,42,0,3,1,0,0,0,143,54,33,39,170,11,1,6,181,1,3,2,6
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,28,1991,19.7,1840,1777,63,55,2,334,89,7,3,1,1,1,1259,297,284,126,1632,49,4,6,1649,5,23,24,22
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,28,1991,21.4,1059,951,108,85,2,202,93,12,19,7,5,0,613,172,274,136,837,50,4,6,831,2,35,16,23
Toby Alderweireld,BEL,DF,Tottenham,Premier League,30,1989,32.9,1895,1814,81,72,6,205,65,8,0,0,0,0,1238,190,467,340,1402,101,9,7,1567,10,39,9,12
Haitam Aleesami,NOR,DF,Amiens,Ligue 1,28,1991,21.3,1170,934,236,19,0,200,17,36,4,1,2,0,648,231,291,757,124,57,213,1,910,2,13,24,23
Álex Alegría,ESP,FW,Mallorca,La Liga,26,1992,1.2,35,35,0,0,0,14,1,0,0,0,0,0,13,10,12,2,18,5,0,1,23,1,0,1,0
Carles Aleñá,ESP,MF,Betis,La Liga,21,1998,8.2,389,384,5,3,0,78,11,2,0,0,0,0,306,48,35,336,36,10,2,2,333,2,2,6,8
Carles Aleñá,ESP,MF,Barcelona,La Liga,21,1998,1.9,156,151,5,1,1,26,3,0,4,0,3,0,112,24,20,141,14,1,0,0,143,1,3,2,3
Rúnar Alex Rúnarsson,ISL,GK,Dijon,Ligue 1,24,1995,10.0,327,222,105,24,0,45,9,0,0,0,0,0,154,27,146,23,238,0,0,54,237,2,14,2,0
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,20,1998,35.3,3147,2495,652,86,8,413,227,183,162,43,74,8,1472,567,1108,313,2330,83,404,7,2254,11,84,35,111
Enrico Alfonso,ITA,GK,Brescia,Serie A,31,1988,3.1,75,38,37,13,0,5,1,0,0,0,0,0,41,2,32,4,60,0,0,8,53,0,1,1,1
Rachid Alioui,MAR,FW,Angers,Ligue 1,27,1992,17.4,467,430,37,3,1,116,7,14,1,1,0,0,300,90,77,97,301,28,2,7,342,0,7,19,21
Alisson,BRA,GK,Liverpool,Premier League,26,1992,28.3,925,701,224,54,1,131,28,0,0,0,0,0,590,85,250,65,688,2,0,132,794,2,19,3,0
Allan,BRA,MF,Napoli,Serie A,28,1991,14.2,829,796,33,17,3,145,20,9,0,0,0,0,618,104,107,75,715,14,16,3,718,1,10,15,25
Dele Alli,ENG,MF,Tottenham,Premier League,23,1996,20.5,805,747,58,9,6,195,8,5,4,0,0,1,587,139,79,33,702,30,17,8,621,6,8,16,37
Miguel Almirón,PAR,MF,Newcastle Utd,Premier League,25,1994,33.6,894,881,13,2,2,207,22,38,1,0,1,0,635,145,114,777,67,29,8,8,682,3,16,31,40
Marcos Alonso,ESP,DF,Chelsea,Premier League,28,1990,15.9,1108,941,167,8,0,228,21,51,1,1,0,0,674,231,203,788,93,44,158,0,916,1,15,11,30
Mickaël Alphonse,GLP,DF,Dijon,Ligue 1,30,1989,15.3,716,547,169,7,0,110,15,26,1,0,1,0,379,129,208,73,440,30,161,1,500,2,15,19,33
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,32,1986,2.0,53,31,22,3,0,8,4,0,0,0,0,0,28,2,23,4,41,1,0,5,39,0,2,0,0
Sergio Álvarez,ESP,MF,Eibar,La Liga,27,1992,12.7,427,417,10,8,0,79,16,3,0,0,0,0,234,63,130,45,330,33,2,1,322,1,10,7,8
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,24,1995,31.2,1403,1335,68,57,1,152,50,11,0,0,0,0,935,158,310,89,1164,96,11,6,1149,6,40,9,13
Bruno Alves,POR,DF,Parma,Serie A,37,1981,29.7,1312,1221,91,82,0,111,113,16,0,0,0,0,747,217,348,204,972,80,2,8,1096,4,32,11,12
Steven Alzate,COL,MF,Brighton,Premier League,20,1998,13.2,664,609,55,5,1,135,9,11,0,0,0,0,471,133,60,30,540,33,50,1,564,1,5,15,16
Ibrahim Amadou,FRA,MF,Leganés,La Liga,26,1993,8.6,292,290,2,1,0,64,6,3,0,0,0,0,186,64,42,28,235,10,1,1,231,0,8,7,11
Ibrahim Amadou,FRA,DF,Norwich City,Premier League,26,1993,8.4,361,354,7,4,0,68,5,1,0,0,0,0,285,35,41,23,314,17,2,1,310,1,4,7,5
Romain Amalfitano,FRA,MF,Dijon,Ligue 1,29,1989,18.8,892,868,24,10,1,158,29,11,5,1,4,0,586,125,181,72,767,33,8,3,700,1,19,22,14
Amath,SEN,MF,Getafe,La Liga,23,1996,0.7,17,15,2,1,0,4,1,0,1,0,0,0,13,1,3,4,11,2,0,0,12,0,0,0,3
Jordan Amavi,FRA,DF,Marseille,Ligue 1,25,1994,24.0,1222,1005,217,13,1,183,11,31,0,0,0,0,705,259,258,639,286,55,204,6,983,0,26,13,38
Thierry Ambrose,GLP,FW,Metz,Ligue 1,22,1997,6.1,193,191,2,1,0,60,5,12,0,0,0,0,110,29,54,38,122,14,0,1,140,0,5,2,9
Kelvin Amian,FRA,DF,Toulouse,Ligue 1,21,1998,18.1,669,526,143,19,1,116,6,9,0,0,0,0,402,145,122,53,465,18,124,3,551,2,10,6,17
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,22,1996,20.6,1149,984,165,51,6,254,46,32,76,38,24,7,747,205,197,147,941,18,33,6,906,9,14,23,37
Ethan Ampadu,WAL,DF,RB Leipzig,Bundesliga,18,2000,0.9,78,77,1,1,1,7,1,0,0,0,0,0,68,0,10,15,59,2,0,0,74,0,1,0,0
Opoku Ampomah,GHA,FW,Düsseldorf,Bundesliga,23,1996,5.6,104,99,5,2,0,32,9,7,1,0,1,0,61,18,25,19,77,4,2,0,63,1,3,4,9
Sofyan Amrabat,MAR,MF,Hellas Verona,Serie A,22,1996,32.4,1738,1651,87,77,5,295,72,28,0,0,0,0,1291,224,223,126,1517,59,10,10,1525,10,21,20,15
Joachim Andersen,DEN,DF,Lyon,Ligue 1,23,1996,17.0,1308,1281,27,26,0,156,53,3,0,0,0,0,1028,117,163,172,1054,44,1,3,1192,3,14,9,4
Djavan Anderson,NED,DF,Lazio,Serie A,24,1995,1.9,68,49,19,3,0,5,1,2,0,0,0,0,44,14,10,7,42,2,16,0,58,0,2,1,2
Felipe Anderson,BRA,MF,West Ham,Premier League,26,1993,16.6,934,903,31,9,3,188,23,32,5,3,1,0,635,174,125,124,750,31,12,13,725,3,14,28,40
Sebastian Andersson,SWE,FW,Union Berlin,Bundesliga,28,1991,29.8,795,771,24,0,0,354,7,24,0,0,0,0,296,292,207,52,400,112,0,46,495,4,30,19,35
Florin Andone,ROU,MF,Brighton,Premier League,26,1993,0.8,12,11,1,0,0,5,0,1,1,0,0,0,8,2,2,2,6,2,0,1,8,0,0,1,1
Benjamin André,FRA,MF,Lille,Ligue 1,28,1990,22.8,1239,1218,21,20,0,273,24,10,0,0,0,0,793,224,222,153,943,83,1,7,981,7,42,31,32
Lorenzo Andrenacci,ITA,GK,Brescia,Serie A,24,1995,5.9,163,78,85,19,0,0,4,0,0,0,0,0,78,18,67,3,113,0,0,45,128,0,2,0,0
Robert Andrich,GER,MF,Union Berlin,Bundesliga,24,1994,28.6,1204,1169,35,21,5,284,27,29,7,3,1,0,634,246,324,239,791,110,2,20,857,6,33,21,41
Victorien Angban,CIV,MF,Metz,Ligue 1,22,1996,11.4,622,595,27,22,0,132,21,2,1,0,0,1,488,60,74,98,489,21,1,8,548,1,7,8,10
Miguel Ángel Guerrero,ESP,FW,Leganés,La Liga,29,1990,8.8,201,184,17,0,1,42,2,2,0,0,0,0,101,59,41,25,126,27,0,6,149,1,8,2,6
José Ángel,ESP,DF,Eibar,La Liga,29,1989,26.2,1464,1086,378,61,3,212,86,106,5,0,4,0,555,329,580,930,120,59,312,6,982,11,62,22,44
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,35,1984,13.0,458,322,136,36,0,41,7,0,0,0,0,0,220,36,202,44,331,1,0,58,363,1,7,2,0
Angeliño,ESP,DF,Manchester City,Premier League,22,1997,4.7,426,377,49,3,0,70,7,30,0,0,0,0,267,78,81,342,15,18,46,1,335,1,9,5,14
Angeliño,ESP,DF,RB Leipzig,Bundesliga,22,1997,12.2,758,606,152,20,1,106,32,44,30,21,2,0,405,152,201,567,50,26,102,6,573,3,14,13,32
Faustino Anjorin,ENG,FW,Chelsea,Premier League,17,2001,0.2,7,7,0,0,0,1,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,0
Peter Ankersen,DEN,DF,Genoa,Serie A,28,1990,11.8,607,532,75,7,0,99,4,17,0,0,0,0,408,96,103,70,444,17,68,2,501,1,10,12,19
Cristian Ansaldi,ARG,DF,Torino,Serie A,32,1986,19.6,825,670,155,18,0,135,78,123,8,1,2,1,345,158,322,275,393,16,129,2,582,2,26,11,35
Janis Antiste,FRA,MF,Toulouse,Ligue 1,16,2002,0.1,9,7,2,0,0,0,2,1,2,1,1,0,6,1,2,0,9,0,0,0,5,0,1,0,0
Michail Antonio,JAM,FW,West Ham,Premier League,29,1990,19.6,507,467,40,1,5,169,14,52,0,0,0,0,249,133,125,49,335,30,25,15,325,4,10,6,36
Antoñito,ESP,DF,Valladolid,La Liga,31,1987,11.4,452,356,96,3,1,48,8,32,0,0,0,0,225,95,132,29,311,10,93,1,321,4,7,8,13
Mirko Antonucci,ITA,FW,Roma,Serie A,20,1999,0.9,22,22,0,0,0,2,0,2,0,0,0,0,16,3,3,3,18,0,0,1,17,0,1,3,0
Vitorino Antunes,POR,MF,Getafe,La Liga,32,1987,0.1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Christopher Antwi-Adjei,GHA,MF,Paderborn 07,Bundesliga,25,1994,27.4,846,706,140,5,4,190,23,47,30,6,6,6,479,182,185,142,536,33,105,8,603,3,16,20,39
Anuar,MAR,MF,Valladolid,La Liga,24,1995,2.1,101,99,2,1,0,18,1,1,1,0,0,0,76,12,13,7,82,10,0,0,86,0,1,0,1
Houssem Aouar,FRA,MF,Lyon,Ligue 1,21,1998,21.7,1076,1032,44,17,6,209,30,20,11,4,5,0,834,146,96,100,936,21,4,2,911,0,14,22,30
Adil Aouchiche,FRA,MF,Paris S-G,Ligue 1,17,2002,0.7,31,31,0,0,0,2,1,0,0,0,0,0,24,6,1,7,24,0,0,0,24,1,1,0,3
Dennis Appiah,FRA,DF,Nantes,Ligue 1,27,1992,17.8,964,764,200,14,0,145,6,25,0,0,0,0,557,198,209,84,625,51,186,2,744,2,23,26,41
Mauro Arambarri,URU,MF,Getafe,La Liga,23,1995,34.1,972,926,46,26,1,204,78,32,15,3,3,0,420,192,360,98,704,111,2,5,649,6,36,6,32
Guilherme Arana,BRA,DF,Atalanta,Serie A,22,1997,0.9,54,44,10,2,0,8,2,3,0,0,0,0,37,12,5,38,8,0,8,0,42,0,0,1,5
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,30,1989,23.5,1627,1583,44,39,0,281,25,6,4,1,3,0,1104,314,209,236,1319,54,1,9,1397,9,19,29,30
Luiz Araújo,BRA,FW,Lille,Ligue 1,23,1996,9.2,309,288,21,7,1,87,6,20,7,1,2,0,200,61,48,236,45,17,6,0,223,2,3,4,16
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,27,1991,32.1,1482,1417,65,63,0,204,29,2,0,0,0,0,1102,143,237,286,1058,86,2,5,1290,1,30,14,9
Ronald Araújo,URU,DF,Barcelona,La Liga,20,1999,2.6,208,204,4,2,0,14,1,0,0,0,0,0,182,13,13,22,178,6,1,0,197,0,1,0,2
Anaitz Arbilla,ESP,DF,Eibar,La Liga,32,1987,22.3,1169,1022,147,51,0,166,99,18,1,0,1,0,555,211,403,285,660,92,95,7,870,5,53,17,26
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,26,1993,3.0,58,45,13,3,0,1,0,0,0,0,0,0,55,0,3,4,45,0,0,9,56,1,0,0,0
Alphonse Areola,FRA,GK,Real Madrid,La Liga,26,1993,4.0,135,96,39,10,0,9,2,0,0,0,0,0,90,7,38,10,97,1,0,26,114,0,2,0,0
Santiago Arias,COL,DF,Atlético Madrid,La Liga,27,1992,12.0,653,540,113,0,1,99,9,36,0,0,0,0,379,119,155,28,466,33,113,2,498,3,4,7,22
Nicolò Armini,ITA,DF,Lazio,Serie A,18,2001,0.0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0
Stuart Armstrong,SCO,MF,Southampton,Premier League,27,1992,19.1,612,593,19,0,2,157,8,14,0,0,0,0,390,136,86,131,432,22,15,4,466,2,10,16,32
José Arnaiz,ESP,MF,Leganés,La Liga,24,1995,3.7,97,92,5,1,1,15,1,10,3,0,1,1,66,17,14,16,77,2,1,0,73,0,3,2,4
José Arnaiz,ESP,FW,Osasuna,La Liga,24,1995,8.8,178,165,13,0,0,41,4,6,1,1,0,0,117,33,28,23,125,22,1,2,130,0,5,2,9
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,25,1994,31.3,1541,1268,273,155,9,285,100,63,91,22,46,6,803,251,487,1154,287,54,21,8,1152,14,29,21,41
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,24,1994,33.0,1086,832,254,54,0,119,22,0,0,0,0,0,703,61,322,157,772,2,1,145,877,5,14,9,2
Kwadwo Asamoah,GHA,DF,Inter,Serie A,30,1988,7.1,372,330,42,1,0,53,1,14,0,0,0,0,236,74,62,277,42,9,41,2,296,0,3,6,19
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,22,1997,7.0,308,288,20,17,0,53,13,1,1,0,1,0,208,51,49,73,209,19,2,0,260,0,3,6,10
Sergio Asenjo,ESP,GK,Villarreal,La Liga,30,1989,34.0,1039,660,379,99,2,69,37,0,0,0,0,0,518,76,445,119,731,3,0,150,742,3,31,0,5
Marco Asensio,ESP,FW,Real Madrid,La Liga,23,1996,3.7,163,159,4,2,0,16,10,9,1,0,1,0,118,22,23,137,18,3,1,1,134,1,6,5,2
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,18,2001,0.8,35,35,0,0,0,3,1,0,0,0,0,0,26,2,7,10,25,0,0,0,30,0,0,0,0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,31,1987,36.2,1283,1204,79,6,4,341,36,36,4,0,0,2,909,229,145,869,319,53,15,11,998,7,19,36,63
Roger Assalé,CIV,FW,Leganés,La Liga,25,1993,5.9,127,124,3,0,2,23,2,6,0,0,0,0,85,28,14,10,107,6,2,0,105,0,1,2,5
Youcef Atal,ALG,FW,Nice,Ligue 1,23,1996,11.1,509,442,67,13,0,75,13,31,2,0,0,0,355,106,48,41,402,7,52,0,411,0,8,12,22
Miguel Atienza,ESP,MF,Eibar,La Liga,20,1999,0.3,14,14,0,0,0,5,0,0,0,0,0,0,10,1,3,0,13,0,0,0,10,0,1,0,1
Christian Atsu,GHA,FW,Newcastle Utd,Premier League,27,1992,8.3,208,198,10,2,1,45,8,15,6,1,3,0,147,20,41,168,26,9,1,0,163,2,5,4,6
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,30,1989,34.8,888,856,32,0,1,243,10,84,2,0,0,0,558,173,157,99,735,23,2,3,612,2,23,23,50
Emil Audero,ITA,GK,Sampdoria,Serie A,22,1997,36.0,1037,630,407,118,0,69,21,0,0,0,0,0,400,72,565,97,755,1,0,130,660,6,34,2,1
Tommaso Augello,ITA,DF,Sampdoria,Serie A,24,1994,12.6,825,696,129,9,1,83,15,65,2,0,1,0,436,221,168,634,31,29,118,1,635,2,16,17,29
Jean-Kévin Augustin,FRA,FW,Monaco,Ligue 1,22,1997,3.0,40,39,1,0,0,9,1,0,0,0,0,0,34,3,3,6,33,1,0,0,33,0,0,2,0
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,25,1994,10.3,534,407,127,16,0,118,19,35,16,8,6,1,234,151,149,367,31,29,95,2,387,1,8,6,26
Serge Aurier,CIV,DF,Tottenham,Premier League,26,1992,30.0,1654,1380,274,16,1,271,21,98,0,0,0,0,915,418,321,171,1092,94,258,3,1262,3,27,31,70
Mathias Autret,FRA,MF,Brest,Ligue 1,28,1991,13.6,562,481,81,24,6,107,36,30,46,28,13,1,291,104,167,57,466,21,10,3,381,4,18,17,23
Ezequiel Ávila,ARG,FW,Osasuna,La Liga,25,1994,17.7,323,302,21,0,2,91,13,28,0,0,0,0,143,79,101,57,176,44,2,10,185,3,11,5,23
Javier Avilés,ESP,MF,Leganés,La Liga,21,1997,2.0,71,71,0,0,0,13,8,12,0,0,0,0,42,12,17,3,63,3,0,0,48,0,3,1,7
Chidozie Awaziem,NGA,DF,Leganés,La Liga,22,1997,22.2,767,667,100,39,0,93,31,8,0,0,0,0,418,117,232,98,547,45,61,1,598,1,13,7,14
Taiwo Awoniyi,NGA,FW,Mainz 05,Bundesliga,21,1997,5.4,102,99,3,0,1,24,1,9,0,0,0,0,60,19,23,28,54,6,1,6,74,0,2,2,6
Florian Ayé,FRA,FW,Brescia,Serie A,22,1997,15.3,308,297,11,0,0,103,2,5,0,0,0,0,185,77,46,43,208,24,2,2,219,1,6,9,19
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,27,1991,35.0,838,801,37,2,2,247,10,20,1,0,0,0,588,154,96,50,685,31,12,15,686,3,9,18,32
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,24,1994,30.3,1756,1627,129,45,6,266,111,17,0,0,0,0,1127,216,413,136,1452,60,84,6,1472,6,42,14,33
Ramon Azeez,NGA,MF,Granada,La Liga,26,1992,15.1,394,375,19,5,1,80,7,3,0,0,0,0,251,75,68,44,285,34,13,3,316,1,11,5,11
César Azpilicueta,ESP,DF,Chelsea,Premier League,29,1989,35.9,2838,2436,402,25,1,401,45,110,0,0,0,0,1721,514,603,280,2009,109,377,8,2267,8,40,39,96
Ludovic Baal,GUF,DF,Brest,Ligue 1,33,1986,9.2,619,515,104,11,2,103,11,20,0,0,0,0,366,132,121,479,20,17,93,1,500,0,10,14,13
