Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att,Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist
Alexander Nübel,GER,GK,Schalke 04,Bundesliga,22,1996,25.7,40,4,1,6,2,36.7,0.30,-1.3,-0.05,169,443,38.1,802,111,39.7,37.9,207,60.4,47.0,213,10,4.7,16,0.62,14.6
Ørjan Nyland,NOR,GK,Aston Villa,Premier League,28,1990,6.0,12,0,0,0,0,8.6,0.33,-3.4,-0.57,37,109,33.9,129,28,49.6,44.0,53,84.9,62.5,56,2,3.6,3,0.50,13.2
Jan Oblak,SVN,GK,Atlético Madrid,La Liga,26,1993,37.7,27,3,1,4,3,25.1,0.22,+1.1,+0.03,262,656,39.9,646,111,64.4,46.9,314,76.4,56.5,347,19,5.5,17,0.45,14.0
Oier Olazábal,ESP,GK,Espanyol,La Liga,29,1989,2.0,0,0,0,0,0,0.4,0.10,+0.4,+0.20,9,20,45.0,50,15,26.0,31.9,12,58.3,44.2,13,1,7.7,0,0.00,13.2
Robin Olsen,SWE,GK,Cagliari,Serie A,29,1990,16.9,24,4,0,1,2,21.9,0.23,-0.1,-0.01,105,278,37.8,341,62,55.4,45.1,159,56.0,47.3,200,12,6.0,4,0.24,11.1
David Ospina,COL,GK,Napoli,Serie A,30,1988,16.3,17,2,1,2,0,18.0,0.31,+1.0,+0.06,54,109,49.5,383,58,23.5,28.3,84,22.6,24.1,127,11,8.7,9,0.55,14.0
Alexandre Oukidja,ALG,GK,Metz,Ligue 1,31,1988,26.5,31,3,0,6,0,35.1,0.26,+4.1,+0.16,220,634,34.7,678,113,65.6,49.4,209,90.4,64.9,288,35,12.2,26,0.98,15.6
Fernando Pacheco,ESP,GK,Alavés,La Liga,27,1992,26.2,37,8,3,2,0,33.7,0.30,-3.3,-0.13,290,616,47.1,562,92,68.7,47.9,252,91.3,60.9,254,17,6.7,12,0.46,13.4
Daniele Padelli,ITA,GK,Inter,Serie A,33,1985,3.0,4,1,0,2,0,3.2,0.39,-0.8,-0.27,10,24,41.7,67,14,26.9,32.0,24,25.0,30.7,36,1,2.8,0,0.00,9.3
Miquel Parera,ESP,GK,Mallorca,La Liga,23,1996,1.0,2,0,0,0,0,1.6,0.31,-0.4,-0.45,3,14,21.4,22,3,50.0,43.0,4,75.0,62.8,6,1,16.7,0,0.00,6.0
Rui Patrício,POR,GK,Wolves,Premier League,31,1988,38.0,40,1,1,7,1,40.7,0.32,+1.7,+0.04,282,583,48.4,580,124,59.7,44.6,282,84.0,55.6,349,15,4.3,8,0.21,12.4
Jiří Pavlenka,CZE,GK,Werder Bremen,Bundesliga,27,1992,33.0,67,1,1,13,3,48.9,0.29,-15.1,-0.46,245,580,42.2,904,162,45.8,39.3,296,56.1,44.7,356,14,3.9,23,0.70,14.3
Gianluca Pegolo,ITA,GK,Sassuolo,Serie A,38,1981,5.0,4,0,0,0,1,5.6,0.22,+2.6,+0.52,15,39,38.5,122,24,24.6,26.9,36,25.0,22.7,37,1,2.7,1,0.20,11.5
Yohann Pelé,FRA,GK,Marseille,Ligue 1,36,1982,1.7,2,0,0,0,0,2.6,0.31,+0.6,+0.34,2,13,15.4,33,7,15.2,28.8,14,57.1,45.9,14,0,0.0,2,1.21,20.0
Philipp Pentke,GER,GK,Hoffenheim,Bundesliga,34,1985,4.0,4,1,0,0,0,6.1,0.26,+2.1,+0.51,20,54,37.0,133,23,33.1,33.5,29,34.5,37.1,47,3,6.4,8,2.00,16.0
Juan Pérez,ESP,GK,Osasuna,La Liga,23,1996,2.0,3,1,0,0,0,2.6,0.23,-0.4,-0.21,20,48,41.7,53,9,73.6,51.6,13,69.2,55.4,18,0,0.0,1,0.50,12.2
Samu Pérez,ESP,GK,Valladolid,La Liga,22,1997,0.3,1,1,0,0,0,0.9,,-0.1,-0.22,2,7,28.6,2,0,100.0,56.5,5,100.0,69.2,1,0,0.0,0,0.00,
Mattia Perin,ITA,GK,Genoa,Serie A,26,1992,21.0,38,1,1,4,1,37.0,0.36,0.0,0.00,146,408,35.8,546,93,56.8,44.6,189,51.9,44.1,213,11,5.2,8,0.38,12.3
Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,31,1987,8.0,8,1,0,0,0,9.1,0.24,+1.1,+0.14,54,134,40.3,205,38,49.3,39.9,62,53.2,46.2,73,3,4.1,6,0.75,15.0
Danijel Petković,MNE,GK,Angers,Ligue 1,26,1993,2.0,1,0,0,0,0,1.4,0.21,+0.4,+0.22,13,28,46.4,35,10,45.7,38.7,19,63.2,51.1,30,2,6.7,1,0.50,13.4
Denis Petrić,SRB,GK,Nantes,Ligue 1,31,1988,1.0,2,0,0,1,0,3.1,0.51,+1.1,+1.06,3,14,21.4,9,2,77.8,51.4,11,63.6,49.8,9,0,0.0,0,0.00,12.5
Jordan Pickford,ENG,GK,Everton,Premier League,25,1994,38.0,56,3,3,6,3,48.7,0.32,-4.3,-0.11,313,784,39.9,1100,179,55.6,45.8,273,63.0,53.4,315,25,7.9,23,0.61,14.6
Carlo Pinsoglio,ITA,GK,Juventus,Serie A,29,1990,0.2,0,0,0,0,0,0.0,,0.0,0.00,1,1,100.0,1,0,0.0,21.0,2,50.0,30.0,0,0,,0,0.00,
Nick Pope,ENG,GK,Burnley,Premier League,27,1992,38.0,50,4,0,8,1,47.2,0.27,-1.8,-0.05,285,916,31.1,875,168,73.0,54.4,305,90.8,69.9,373,53,14.2,35,0.92,16.5
Ionuț Radu,ROU,GK,Genoa,Serie A,22,1997,17.0,35,6,2,4,1,32.0,0.30,-2.0,-0.12,89,206,43.2,506,85,35.0,34.2,153,19.0,27.9,179,9,5.0,4,0.24,11.5
Boris Radunović,SRB,GK,Hellas Verona,Serie A,23,1996,3.0,8,2,1,3,0,6.8,0.38,-1.2,-0.41,14,37,37.8,47,10,51.1,40.7,14,92.9,64.5,14,1,7.1,0,0.00,13.8
Rafael,BRA,GK,Cagliari,Serie A,37,1982,5.0,11,2,0,0,0,9.4,0.50,-1.6,-0.33,35,79,44.3,106,16,58.5,41.8,47,36.2,35.8,70,5,7.1,2,0.40,12.0
Predrag Rajković,SRB,GK,Reims,Ligue 1,23,1995,27.0,18,1,1,2,0,26.8,0.28,+8.8,+0.33,141,390,36.2,795,119,35.5,36.3,202,53.5,44.9,255,26,10.2,16,0.59,14.0
Aaron Ramsdale,ENG,GK,Bournemouth,Premier League,21,1998,37.0,62,5,4,5,0,61.6,0.32,-0.4,-0.01,199,655,30.4,835,184,53.7,44.8,289,71.6,58.9,324,20,6.2,17,0.46,14.2
Darren Randolph,IRL,GK,West Ham,Premier League,32,1987,2.0,5,1,0,1,0,4.5,0.39,-0.5,-0.27,18,36,50.0,26,3,84.6,55.5,14,100.0,66.0,19,2,10.5,2,1.00,13.6
Manolo Reina,ESP,GK,Mallorca,La Liga,34,1985,36.0,60,13,2,7,1,58.1,0.28,-0.9,-0.03,255,689,37.0,886,180,56.4,43.4,308,61.4,50.4,361,36,10.0,24,0.67,13.7
Pepe Reina,ESP,GK,Milan,Serie A,36,1982,1.0,1,0,1,0,0,1.6,0.18,+0.6,+0.55,11,21,52.4,30,6,53.3,39.7,7,71.4,50.7,11,2,18.2,2,2.00,19.6
Pepe Reina,ESP,GK,Aston Villa,Premier League,36,1982,12.0,20,2,0,3,0,18.6,0.33,-1.4,-0.12,113,229,49.3,302,47,54.3,42.4,93,69.9,49.3,110,7,6.4,8,0.67,15.3
Álex Remiro,ESP,GK,Real Sociedad,La Liga,24,1995,25.0,32,7,2,3,0,28.4,0.25,-3.6,-0.15,171,388,44.1,767,80,37.4,36.3,143,70.6,54.2,189,11,5.8,22,0.88,17.4
Baptiste Reynet,FRA,GK,Toulouse,Ligue 1,28,1990,22.6,49,3,1,3,1,41.3,0.33,-6.7,-0.30,197,516,38.2,618,80,57.3,43.7,227,71.4,52.2,248,16,6.5,24,1.06,16.1
Sergio Rico,ESP,GK,Paris S-G,Ligue 1,25,1993,2.0,4,0,0,1,0,3.1,0.28,-0.9,-0.45,1,10,10.0,35,6,17.1,25.4,14,28.6,29.4,18,2,11.1,2,1.00,18.7
Roberto,ESP,GK,Alavés,La Liga,33,1986,8.8,19,3,0,1,0,20.9,0.36,+1.9,+0.21,87,201,43.3,169,9,81.1,58.2,69,92.8,67.9,75,4,5.3,6,0.68,16.9
Roberto,ESP,GK,West Ham,Premier League,33,1986,7.6,17,1,1,3,1,16.2,0.30,+0.2,+0.02,49,167,29.3,192,26,67.2,49.0,40,95.0,66.0,59,3,5.1,5,0.66,13.1
Joel Robles,ESP,GK,Betis,La Liga,29,1990,32.1,48,11,1,3,1,44.8,0.31,-2.2,-0.07,171,464,36.9,907,134,39.4,36.6,245,43.7,39.6,295,21,7.1,27,0.84,15.5
Frederik Rønnow,DEN,GK,Eint Frankfurt,Bundesliga,26,1992,9.0,14,2,0,0,0,15.6,0.30,+1.6,+0.17,89,187,47.6,282,38,53.2,40.7,62,59.7,46.0,72,5,6.9,4,0.44,13.9
Antonio Rosati,ITA,GK,Torino,Serie A,36,1983,1.0,1,0,0,0,0,0.7,0.15,-0.3,-0.26,12,21,57.1,22,6,50.0,32.7,15,66.7,40.9,7,0,0.0,0,0.00,10.0
Francesco Rossi,ITA,GK,Atalanta,Serie A,28,1991,0.1,1,0,0,0,0,0.8,0.79,-0.2,-1.76,1,1,100.0,3,1,33.3,26.7,0,,,0,0,,0,0.00,15.0
Rubén,ESP,GK,Osasuna,La Liga,35,1984,17.6,24,3,1,1,0,19.4,0.34,-4.6,-0.26,150,404,37.1,382,60,73.6,52.7,143,86.0,61.8,167,12,7.2,7,0.40,13.7
Stéphane Ruffier,FRA,GK,Saint-Étienne,Ligue 1,32,1986,22.0,40,3,0,2,0,34.1,0.34,-5.9,-0.27,120,324,37.0,457,71,48.8,39.5,160,63.1,46.6,151,6,4.0,7,0.32,12.6
Gerónimo Rulli,ARG,GK,Montpellier,Ligue 1,27,1992,25.0,27,3,1,2,1,27.2,0.21,+1.2,+0.05,221,419,52.7,680,148,42.4,37.5,203,64.5,49.0,228,20,8.8,26,1.04,16.1
Mathew Ryan,AUS,GK,Brighton,Premier League,27,1992,38.0,54,2,0,8,3,54.3,0.32,+3.3,+0.09,272,527,51.6,1188,232,33.8,33.8,274,45.6,38.7,314,24,7.6,19,0.50,13.9
Romain Salin,FRA,GK,Rennes,Ligue 1,35,1984,4.0,5,0,0,0,0,5.6,0.26,+0.6,+0.14,34,67,50.7,93,22,41.9,37.8,37,75.7,51.4,62,5,8.1,2,0.50,13.4
Kasper Schmeichel,DEN,GK,Leicester City,Premier League,32,1986,38.0,41,8,0,7,2,42.2,0.28,+3.2,+0.08,239,488,49.0,936,151,39.9,37.4,242,47.5,40.8,293,10,3.4,27,0.71,15.7
Markus Schubert,GER,GK,Schalke 04,Bundesliga,21,1998,8.2,18,2,1,4,0,17.8,0.32,-0.2,-0.02,55,177,31.1,257,29,52.9,42.1,60,68.3,51.0,89,6,6.7,5,0.61,12.8
Alexander Schwolow,GER,GK,Freiburg,Bundesliga,27,1992,23.2,32,3,0,5,0,31.1,0.26,-0.9,-0.04,179,477,37.5,730,115,40.5,38.0,249,72.7,58.3,213,14,6.6,10,0.43,12.9
Matz Sels,BEL,GK,Strasbourg,Ligue 1,27,1992,27.0,32,6,0,3,0,32.4,0.30,+0.4,+0.01,216,484,44.6,646,127,53.9,43.9,203,67.0,53.9,229,21,9.2,9,0.33,12.6
Luigi Sepe,ITA,GK,Parma,Serie A,28,1991,34.0,53,6,1,10,0,53.9,0.26,+0.9,+0.03,276,562,49.1,809,114,51.2,41.6,329,45.0,35.3,391,12,3.1,8,0.24,13.0
Rui Silva,POR,GK,Granada,La Liga,25,1994,35.0,42,4,1,5,0,42.3,0.28,+0.3,+0.01,348,898,38.8,978,115,66.6,49.2,301,82.1,60.4,331,38,11.5,41,1.17,15.9
Marco Silvestri,ITA,GK,Hellas Verona,Serie A,28,1991,35.0,43,7,1,7,1,42.4,0.25,+0.4,+0.01,193,718,26.9,661,78,66.3,48.1,330,84.8,59.2,366,17,4.6,9,0.26,12.0
Unai Simón,ESP,GK,Athletic Club,La Liga,22,1997,33.2,29,5,1,3,2,36.9,0.32,+9.9,+0.30,319,761,41.9,839,140,61.7,47.2,268,90.7,66.4,343,23,6.7,18,0.54,14.3
Salvatore Sirigu,ITA,GK,Torino,Serie A,32,1987,36.0,64,9,3,9,3,64.9,0.30,+3.9,+0.11,292,610,47.9,828,113,48.1,40.0,334,63.5,45.2,378,25,6.6,14,0.39,13.3
Antonio Sivera,ESP,GK,Alavés,La Liga,22,1996,3.0,3,1,0,0,0,2.4,0.36,-0.6,-0.19,24,64,37.5,56,9,71.4,52.4,27,88.9,63.4,27,1,3.7,0,0.00,12.8
Łukasz Skorupski,POL,GK,Bologna,Serie A,28,1991,37.0,64,6,2,6,1,57.8,0.30,-5.2,-0.14,197,445,44.3,855,216,37.7,35.3,292,42.1,34.8,320,46,14.4,15,0.41,12.9
Dennis Smarsch,GER,GK,Hertha BSC,Bundesliga,20,1999,1.7,4,0,0,1,0,3.7,0.34,-0.3,-0.17,13,31,41.9,54,9,37.0,35.9,16,68.8,50.6,13,2,15.4,2,1.19,16.1
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,30,1988,34.0,40,1,1,3,0,44.6,0.29,+4.6,+0.14,230,486,47.3,1260,167,30.2,33.1,285,37.2,36.3,285,14,4.9,31,0.91,14.3
David Soria,ESP,GK,Getafe,La Liga,26,1993,38.0,37,5,0,2,1,38.0,0.33,+2.0,+0.05,369,987,37.4,871,41,86.3,58.8,259,90.7,61.4,262,30,11.5,49,1.29,17.0
Juan Soriano,ESP,GK,Leganés,La Liga,21,1997,11.0,18,5,1,0,1,15.5,0.32,-1.5,-0.13,49,175,28.0,222,59,52.3,45.8,75,78.7,63.1,70,7,10.0,7,0.64,18.3
Marco Sportiello,ITA,GK,Atalanta,Serie A,27,1992,5.8,5,0,0,0,0,4.6,0.24,-0.4,-0.06,11,32,34.4,125,30,17.6,27.7,27,37.0,37.1,31,4,12.9,7,1.20,19.3
Jed Steer,ENG,GK,Aston Villa,Premier League,26,1992,0.1,0,0,0,0,0,0.0,,0.0,0.00,0,1,0.0,1,0,0.0,26.0,1,100.0,70.0,0,0,,0,0.00,
Zack Steffen,USA,GK,Düsseldorf,Bundesliga,24,1995,17.0,36,1,1,6,1,31.4,0.32,-3.6,-0.21,156,327,47.7,477,101,48.6,41.9,143,66.4,55.3,146,9,6.2,11,0.65,13.6
Thomas Strakosha,ALB,GK,Lazio,Serie A,24,1995,38.0,42,7,1,8,1,45.6,0.27,+4.6,+0.12,202,453,44.6,931,149,40.7,34.5,292,25.3,27.2,282,15,5.3,17,0.45,13.9
Wojciech Szczęsny,POL,GK,Juventus,Serie A,29,1990,28.8,33,8,1,4,0,34.6,0.22,+1.6,+0.06,108,200,54.0,565,156,28.5,32.5,196,19.9,26.8,219,11,5.0,22,0.76,15.0
Ciprian Tătărușanu,ROU,GK,Lyon,Ligue 1,33,1986,2.0,2,0,0,0,0,1.9,0.18,-0.1,-0.06,14,18,77.8,53,15,26.4,30.0,6,66.7,44.5,7,2,28.6,2,1.00,15.0
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,27,1992,36.0,36,6,2,1,0,34.8,0.27,-1.2,-0.03,205,338,60.7,1200,177,22.8,28.8,219,29.7,30.9,267,13,4.9,27,0.75,15.0
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,29,1990,6.9,5,3,0,0,0,6.2,0.19,+1.2,+0.17,27,91,29.7,151,36,45.0,39.0,59,39.0,35.9,86,6,7.0,5,0.72,13.2
Demba Thiam,SEN,GK,SPAL,Serie A,21,1998,2.0,4,1,0,2,0,3.4,0.18,-0.6,-0.29,10,25,40.0,44,13,36.4,36.1,27,33.3,29.6,19,1,5.3,1,0.50,15.2
Niclas Thiede,GER,GK,Freiburg,Bundesliga,20,1999,0.8,1,0,0,0,0,1.0,0.24,0.0,-0.04,1,9,11.1,34,11,26.5,32.1,7,0.0,20.4,8,1,12.5,1,1.30,14.9
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,29,1990,22.0,38,1,1,3,2,32.0,0.30,-4.0,-0.18,181,403,44.9,794,90,42.3,37.1,145,46.2,41.2,168,17,10.1,21,0.95,15.1
Mark Travers,IRL,GK,Bournemouth,Premier League,20,1999,1.0,3,0,0,0,0,2.6,0.52,-0.4,-0.39,7,13,53.8,24,5,33.3,34.5,8,62.5,45.4,7,0,0.0,0,0.00,14.9
Stefano Turati,ITA,GK,Sassuolo,Serie A,17,2001,2.0,4,1,0,0,0,3.8,0.26,-0.2,-0.08,4,12,33.3,37,9,24.3,26.9,14,21.4,25.6,20,2,10.0,2,1.00,18.2
Samir Ujkani,KVX,GK,Torino,Serie A,31,1988,1.0,3,1,0,1,0,2.7,0.35,-0.3,-0.31,8,14,57.1,43,2,30.2,33.4,9,11.1,25.4,9,0,0.0,1,1.00,18.0
Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,30,1988,1.0,1,0,0,0,0,1.4,0.50,+0.4,+0.44,7,13,53.8,42,5,26.2,28.1,10,20.0,25.7,10,1,10.0,1,1.00,12.0
Tomáš Vaclík,CZE,GK,Sevilla,La Liga,30,1989,32.5,31,2,3,3,1,25.5,0.25,-4.5,-0.14,178,417,42.7,686,155,40.1,37.3,235,60.4,48.1,262,20,7.6,16,0.49,14.0
Koke Vegas,ESP,GK,Levante,La Liga,23,1995,2.0,2,0,0,1,0,1.7,0.17,-0.3,-0.13,7,26,26.9,43,16,46.5,40.6,20,30.0,30.6,30,2,6.7,2,1.00,15.6
Mauro Vigorito,ITA,GK,Lecce,Serie A,29,1990,4.7,9,1,0,1,0,9.4,0.33,+0.4,+0.08,24,64,37.5,104,27,43.3,36.3,49,38.8,32.2,61,4,6.6,1,0.21,11.6
Iván Villar,ESP,GK,Celta Vigo,La Liga,22,1997,3.1,5,0,0,0,0,4.7,0.42,-0.3,-0.11,15,43,34.9,61,6,39.3,35.5,28,67.9,55.3,34,3,8.8,3,0.96,16.0
Felix Wiedwald,GER,GK,Eint Frankfurt,Bundesliga,29,1990,3.0,8,0,0,2,0,6.7,0.32,-1.3,-0.43,26,52,50.0,79,14,49.4,38.0,24,54.2,41.8,28,2,7.1,3,1.00,16.1
Yoel,ESP,GK,Eibar,La Liga,30,1988,3.0,5,0,0,0,0,3.8,0.21,-1.2,-0.39,38,80,47.5,69,6,82.6,59.1,24,95.8,72.4,29,1,3.4,3,1.00,13.3
Robin Zentner,GER,GK,Mainz 05,Bundesliga,24,1994,21.5,40,1,0,6,1,36.7,0.32,-2.3,-0.11,135,409,33.0,604,144,47.4,40.8,196,62.8,51.6,226,23,10.2,20,0.93,16.2
Leopold Zingerle,GER,GK,Paderborn 07,Bundesliga,25,1994,28.0,57,3,3,7,2,56.9,0.38,+1.9,+0.07,192,380,50.5,982,187,31.1,32.3,235,31.9,32.5,259,10,3.9,17,0.61,14.0
