Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Pablo Chavarría,ARG,FW,Mallorca,La Liga,31,1988,2.3,40,63,63.5,494,91,24,33,72.7,11,18,61.1,1,4,25.0,0,0.7,-0.7,2,0,1,0,3
Aurélien Chedjou,CMR,DF,Amiens,Ligue 1,34,1985,21.9,828,994,83.3,19119,7621,229,249,92.0,400,440,90.9,190,289,65.7,0,0.2,-0.2,2,79,2,0,84
Pape Cheikh Diop,SEN,MF,Celta Vigo,La Liga,21,1997,6.7,238,264,90.2,4097,948,107,118,90.7,95,104,91.3,28,32,87.5,1,0.3,+0.7,5,19,2,0,19
Chema,ESP,DF,Getafe,La Liga,27,1992,3.4,75,123,61.0,1962,689,14,22,63.6,39,48,81.3,21,51,41.2,0,0.0,0.0,0,8,0,0,6
Rayan Cherki,FRA,MF,Lyon,Ligue 1,15,2003,1.6,44,66,66.7,617,127,27,34,79.4,13,15,86.7,1,7,14.3,0,0.1,-0.1,1,0,0,0,2
Denis Cheryshev,RUS,MF,Valencia,La Liga,28,1990,10.3,240,349,68.8,4058,1037,120,155,77.4,93,127,73.2,20,47,42.6,2,1.2,+0.8,8,14,12,6,25
Giorgio Chiellini,ITA,DF,Juventus,Serie A,34,1984,2.2,97,106,91.5,2022,587,25,25,100.0,52,56,92.9,18,22,81.8,0,0.0,0.0,0,8,0,0,8
Federico Chiesa,ITA,FW,Fiorentina,Serie A,21,1997,29.3,609,833,73.1,10230,3230,308,378,81.5,223,296,75.3,56,106,52.8,6,5.5,+0.5,46,37,44,8,92
Ben Chilwell,ENG,DF,Leicester City,Premier League,22,1996,26.4,1527,1955,78.1,26138,8345,749,828,90.5,638,778,82.0,124,278,44.6,3,3.6,-0.6,36,92,23,12,113
Vlad Chiricheș,ROU,DF,Sassuolo,Serie A,29,1989,7.9,455,489,93.0,9118,3030,147,155,94.8,243,259,93.8,60,68,88.2,0,0.0,0.0,0,21,1,0,21
Tahith Chong,NED,FW,Manchester Utd,Premier League,19,1999,0.4,9,14,64.3,136,36,4,6,66.7,5,5,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2
Joris Chotard,FRA,MF,Montpellier,Ligue 1,17,2001,13.9,429,556,77.2,9782,2648,135,167,80.8,196,231,84.8,90,136,66.2,0,0.5,-0.5,8,60,10,1,54
Hamza Choudhury,ENG,MF,Leicester City,Premier League,21,1997,9.9,428,494,86.6,7794,1523,179,197,90.9,188,209,90.0,52,67,77.6,1,0.1,+0.9,3,30,2,0,19
Mounir Chouiar,FRA,MF,Dijon,Ligue 1,20,1999,16.7,459,640,71.7,8099,2611,234,277,84.5,140,186,75.3,71,137,51.8,0,2.9,-2.9,44,33,20,3,54
Andreas Christensen,DEN,DF,Chelsea,Premier League,23,1996,19.5,1166,1258,92.7,26595,6431,269,282,95.4,653,679,96.2,237,281,84.3,0,1.0,-1.0,4,82,2,0,47
Samuel Chukwueze,NGA,MF,Villarreal,La Liga,20,1999,22.8,553,750,73.7,10360,2683,233,285,81.8,229,293,78.2,80,124,64.5,2,3.3,-1.3,35,36,33,9,79
Darko Churlinov,MKD,FW,Köln,Bundesliga,19,2000,0.2,7,11,63.6,124,14,2,3,66.7,5,6,83.3,0,0,,0,0.0,0.0,1,0,0,0,0
Churripi,ESP,GK,Valladolid,La Liga,25,1994,2.7,35,99,35.4,1422,1098,3,3,100.0,13,14,92.9,19,81,23.5,0,0.0,0.0,0,2,0,0,0
Luca Cigarini,ITA,MF,Cagliari,Serie A,33,1986,17.8,992,1228,80.8,20139,7197,384,414,92.8,420,474,88.6,173,312,55.4,4,3.0,+1.0,42,122,14,0,108
Per Ciljan Skjelbred,NOR,MF,Hertha BSC,Bundesliga,32,1987,18.1,597,712,83.8,11799,3127,214,245,87.3,281,329,85.4,90,113,79.6,0,0.2,-0.2,3,48,3,0,52
Jasper Cillessen,NED,GK,Valencia,La Liga,30,1989,23.3,474,759,62.5,14585,9805,111,113,98.2,179,180,99.4,178,459,38.8,1,0.1,+0.9,1,2,0,0,0
Thiago Cionek,POL,DF,SPAL,Serie A,33,1986,24.1,1029,1360,75.7,18355,7979,452,494,91.5,458,570,80.4,101,228,44.3,1,1.0,0.0,14,67,18,9,91
Ibrahim Cissé,CIV,DF,Nice,Ligue 1,20,1999,0.6,37,44,84.1,750,272,11,11,100.0,22,24,91.7,4,9,44.4,0,0.0,0.0,0,1,0,0,1
Ibrahim Cissé,SEN,DF,Angers,Ligue 1,23,1996,0.7,57,63,90.5,983,361,28,29,96.6,23,27,85.2,5,6,83.3,0,0.1,-0.1,1,2,1,1,4
Andrea Cistana,ITA,DF,Brescia,Serie A,22,1997,20.4,688,808,85.1,14975,4464,179,198,90.4,367,399,92.0,132,185,71.4,0,0.6,-0.6,5,31,5,0,32
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,29,1989,13.2,253,322,78.6,5411,2056,78,87,89.7,129,154,83.8,43,75,57.3,0,0.0,0.0,1,20,2,0,15
Leon Clarke,ENG,FW,Sheffield Utd,Premier League,34,1985,0.4,5,7,71.4,73,7,4,5,80.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
Alexis Claude-Maurice,FRA,MF,Nice,Ligue 1,21,1998,18.1,504,600,84.0,8313,1703,277,306,90.5,173,205,84.4,44,65,67.7,1,0.8,+0.2,21,24,17,3,48
Christian Clemens,GER,MF,Köln,Bundesliga,27,1991,0.2,0,3,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
Óscar Clemente,ESP,MF,Atlético Madrid,La Liga,20,1999,0.0,2,2,100.0,33,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Yannis Clementia,MTQ,GK,Nice,Ligue 1,22,1997,2.0,41,61,67.2,894,490,12,12,100.0,21,21,100.0,8,28,28.6,0,0.0,0.0,0,0,0,0,0
Denilho Cleonise,NED,FW,Genoa,Serie A,17,2001,0.5,7,7,100.0,74,12,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Carlos Clerc,ESP,DF,Levante,La Liga,27,1992,20.5,709,968,73.2,11855,5168,397,448,88.6,249,321,77.6,56,160,35.0,2,1.8,+0.2,10,44,7,4,64
Tom Cleverley,ENG,MF,Watford,Premier League,29,1989,10.8,366,469,78.0,5944,1970,200,218,91.7,115,143,80.4,34,83,41.0,0,0.5,-0.5,14,35,13,4,45
Conor Coady,ENG,DF,Wolves,Premier League,26,1993,38.0,1531,1782,85.9,42435,14948,225,244,92.2,767,814,94.2,529,701,75.5,0,0.7,-0.7,5,115,7,0,53
Marcus Coco,FRA,FW,Nantes,Ligue 1,23,1996,0.2,3,3,100.0,27,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Renaud Cohade,FRA,MF,Metz,Ligue 1,34,1984,8.5,480,584,82.2,8886,2018,194,222,87.4,218,246,88.6,58,94,61.7,0,0.5,-0.5,9,58,5,0,46
Coke,ESP,DF,Levante,La Liga,32,1987,11.0,463,577,80.2,8864,3653,205,228,89.9,185,215,86.0,67,105,63.8,0,0.4,-0.4,7,26,8,3,41
Séamus Coleman,IRL,DF,Everton,Premier League,30,1988,20.4,813,1058,76.8,14398,6119,388,432,89.8,339,429,79.0,76,143,53.1,1,0.6,+0.4,8,66,13,4,80
Álex Collado,ESP,DF,Barcelona,La Liga,20,1999,0.1,9,10,90.0,127,7,6,7,85.7,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0
Ebrima Colley,GAM,FW,Atalanta,Serie A,19,2000,0.9,37,42,88.1,508,92,19,21,90.5,16,17,94.1,0,1,0.0,1,0.6,+0.4,2,2,2,0,3
Omar Colley,GAM,DF,Sampdoria,Serie A,26,1992,30.8,1089,1324,82.3,25579,8935,246,266,92.5,558,632,88.3,257,382,67.3,1,0.4,+0.6,6,98,5,1,92
Jamilu Collins,NGA,DF,Paderborn 07,Bundesliga,24,1994,29.6,1346,1768,76.1,25668,10895,538,632,85.1,636,757,84.0,162,298,54.4,2,1.4,+0.6,20,116,10,3,131
Simone Colombi,ITA,GK,Parma,Serie A,28,1991,4.0,82,98,83.7,1914,1148,19,19,100.0,41,44,93.2,16,29,55.2,0,0.0,0.0,0,0,0,0,0
Lorenzo Colombo,ITA,FW,Milan,Serie A,17,2002,0.1,2,2,100.0,44,20,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Racine Coly,SEN,DF,Nice,Ligue 1,23,1995,7.2,466,540,86.3,8056,2792,197,221,89.1,216,233,92.7,38,58,65.5,0,0.0,0.0,1,23,2,1,31
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,23,1996,16.7,611,797,76.7,10983,2160,283,341,83.0,264,328,80.5,59,97,60.8,3,3.8,-0.8,33,25,35,11,68
Daniel Congré,FRA,DF,Montpellier,Ligue 1,34,1985,21.6,755,900,83.9,15244,6857,265,298,88.9,386,430,89.8,102,156,65.4,1,0.2,+0.8,2,63,4,2,82
Aaron Connolly,IRL,FW,Brighton,Premier League,19,2000,14.0,126,163,77.3,1739,242,76,92,82.6,31,39,79.5,7,11,63.6,1,0.3,+0.7,6,6,2,0,10
Andrea Consigli,ITA,GK,Sassuolo,Serie A,32,1987,31.0,778,995,78.2,18869,10903,277,278,99.6,271,277,97.8,216,426,50.7,0,0.8,-0.8,4,11,1,0,0
Andrea Conti,ITA,DF,Milan,Serie A,25,1994,19.2,888,1060,83.8,15360,6156,415,449,92.4,387,436,88.8,73,140,52.1,2,1.5,+0.5,9,93,10,4,78
Lewis Cook,ENG,MF,Bournemouth,Premier League,22,1997,15.0,560,719,77.9,11160,3293,226,271,83.4,244,290,84.1,83,130,63.8,0,1.0,-1.0,13,61,11,1,65
Steve Cook,ENG,DF,Bournemouth,Premier League,28,1991,27.0,993,1222,81.3,22748,7511,204,237,86.1,584,652,89.6,199,312,63.8,0,0.3,-0.3,3,49,3,0,56
Francis Coquelin,FRA,MF,Valencia,La Liga,28,1991,21.2,885,984,89.9,17361,3670,347,370,93.8,396,416,95.2,130,178,73.0,0,0.2,-0.2,7,86,8,0,59
Gabriele Corbo,ITA,DF,Bologna,Serie A,19,2000,1.4,53,59,89.8,1177,475,18,18,100.0,23,23,100.0,11,17,64.7,0,0.0,0.0,0,3,0,0,7
Sébastien Corchia,FRA,DF,Espanyol,La Liga,28,1990,3.0,149,186,80.1,2696,975,63,70,90.0,73,80,91.3,12,26,46.2,0,0.4,-0.4,7,7,7,3,17
Iñigo Córdoba,ESP,FW,Athletic Club,La Liga,22,1997,16.0,316,458,69.0,4632,1231,183,223,82.1,104,149,69.8,15,45,33.3,4,1.1,+2.9,14,21,13,6,25
Jhon Córdoba,COL,FW,Köln,Bundesliga,26,1993,22.2,320,408,78.4,5187,504,160,190,84.2,127,158,80.4,20,29,69.0,2,1.6,+0.4,20,15,7,0,14
Sergio Córdova,VEN,FW,Augsburg,Bundesliga,21,1997,4.1,54,76,71.1,781,180,33,41,80.5,13,21,61.9,4,6,66.7,1,0.8,+0.2,3,7,0,0,6
Benjamin Corgnet,FRA,MF,Strasbourg,Ligue 1,32,1987,2.9,45,80,56.3,728,269,26,35,74.3,11,21,52.4,5,15,33.3,0,0.0,0.0,0,8,1,0,8
Jack Cork,ENG,MF,Burnley,Premier League,30,1989,29.0,743,933,79.6,12443,2770,369,423,87.2,256,317,80.8,84,131,64.1,0,0.7,-0.7,10,55,9,1,61
Andreas Cornelius,DEN,FW,Parma,Serie A,26,1993,16.6,293,413,70.9,4529,801,173,217,79.7,86,130,66.2,22,35,62.9,3,1.6,+1.4,18,19,6,0,25
Maxwel Cornet,CIV,FW,Lyon,Ligue 1,22,1996,14.8,499,690,72.3,8223,2855,268,320,83.8,179,234,76.5,37,91,40.7,3,2.7,+0.3,25,24,22,12,50
Quentin Cornette,FRA,FW,Amiens,Ligue 1,25,1994,3.9,77,141,54.6,1449,506,43,53,81.1,22,34,64.7,11,45,24.4,2,0.8,+1.2,3,8,8,5,12
Ángel Correa,ARG,MF,Atlético Madrid,La Liga,24,1995,22.9,454,603,75.3,6249,1531,279,333,83.8,120,163,73.6,28,57,49.1,6,4.2,+1.8,29,27,21,2,43
Joaquín Correa,ARG,FW,Lazio,Serie A,24,1994,22.2,578,697,82.9,8852,1719,312,365,85.5,193,226,85.4,44,54,81.5,2,2.8,-0.8,32,31,34,1,62
Rober Correa,ESP,DF,Eibar,La Liga,26,1992,10.3,381,513,74.3,7041,2947,161,188,85.6,168,210,80.0,43,91,47.3,0,0.2,-0.2,6,32,7,3,42
Thierry Correia,POR,DF,Valencia,La Liga,20,1999,2.9,107,134,79.9,2073,893,39,43,90.7,53,56,94.6,13,25,52.0,0,0.1,-0.1,2,10,2,1,12
Antonio Cortés,ESP,FW,Granada,La Liga,19,2000,2.0,19,38,50.0,243,47,13,20,65.0,3,10,30.0,1,2,50.0,0,0.2,-0.2,2,1,0,0,1
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,26,1993,15.4,408,626,65.2,7944,3114,166,218,76.1,191,267,71.5,47,102,46.1,4,3.7,+0.3,21,21,31,18,55
Diego Costa,ESP,FW,Atlético Madrid,La Liga,30,1988,15.0,260,366,71.0,3946,695,150,198,75.8,81,104,77.9,18,27,66.7,4,1.8,+2.2,13,18,13,2,26
Douglas Costa,BRA,FW,Juventus,Serie A,28,1990,8.9,392,490,80.0,7019,1882,198,219,90.4,136,161,84.5,48,81,59.3,4,3.3,+0.7,33,35,13,4,45
Jaume Costa,ESP,DF,Valencia,La Liga,31,1988,15.4,672,818,82.2,12031,4127,282,316,89.2,336,381,88.2,50,105,47.6,1,0.5,+0.5,8,46,8,3,57
Angelo da Costa Júnior,BRA,GK,Bologna,Serie A,35,1983,1.0,25,28,89.3,575,294,4,4,100.0,16,16,100.0,5,8,62.5,0,0.0,0.0,0,0,0,0,0
Nuno da Costa,CPV,FW,Strasbourg,Ligue 1,28,1991,5.9,97,152,63.8,1384,304,56,73,76.7,33,48,68.8,3,14,21.4,0,0.3,-0.3,5,6,2,0,10
David Costas,ESP,DF,Celta Vigo,La Liga,24,1995,3.8,182,198,91.9,3688,1176,54,55,98.2,98,103,95.1,29,35,82.9,0,0.0,0.0,0,3,0,0,12
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,32,1987,28.0,633,886,71.4,20261,13053,108,108,100.0,263,267,98.5,261,510,51.2,0,0.0,0.0,0,6,1,0,0
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,27,1991,18.0,199,336,59.2,2690,518,123,188,65.4,53,100,53.0,12,23,52.2,0,0.9,-0.9,13,13,8,3,19
Senou Coulibaly,MLI,DF,Dijon,Ligue 1,24,1994,7.4,322,383,84.1,7607,2711,78,87,89.7,168,190,88.4,74,102,72.5,0,0.0,0.0,1,19,2,0,19
Yoann Court,FRA,FW,Brest,Ligue 1,29,1990,16.3,378,549,68.9,6856,2062,200,254,78.7,119,153,77.8,51,109,46.8,7,2.2,+4.8,16,43,15,5,51
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,27,1992,34.0,849,1084,78.3,21913,10821,142,142,100.0,511,513,99.6,196,428,45.8,0,0.0,0.0,0,4,0,0,0
Philippe Coutinho,BRA,MF,Bayern Munich,Bundesliga,27,1992,15.7,709,867,81.8,12748,3633,355,404,87.9,255,292,87.3,86,137,62.8,6,3.4,+2.6,31,114,34,2,115
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,20,1999,6.2,193,233,82.8,4065,1468,65,72,90.3,99,110,90.0,28,47,59.6,0,0.0,0.0,0,8,1,0,17
Alessio Cragno,ITA,GK,Cagliari,Serie A,25,1994,16.0,305,475,64.2,9238,6113,77,78,98.7,98,101,97.0,126,292,43.2,0,0.0,0.0,1,4,1,0,0
Aaron Cresswell,ENG,DF,West Ham,Premier League,29,1989,30.3,1241,1681,73.8,21630,10702,619,679,91.2,473,599,79.0,131,315,41.6,0,1.8,-1.8,23,114,22,15,123
Domenico Criscito,ITA,DF,Genoa,Serie A,32,1986,22.8,964,1250,77.1,20197,7603,315,351,89.7,493,570,86.5,150,303,49.5,0,1.4,-1.4,22,84,31,10,98
Bryan Cristante,ITA,MF,Roma,Serie A,24,1995,18.0,915,1072,85.4,19507,5779,300,329,91.2,448,496,90.3,165,225,73.3,3,1.7,+1.3,21,137,22,0,107
Sebastián Cristóforo,URU,MF,Eibar,La Liga,25,1993,9.7,232,314,73.9,4126,1136,115,133,86.5,85,103,82.5,27,62,43.5,0,0.5,-0.5,7,27,2,0,30
Sebastián Cristóforo,URU,MF,Fiorentina,Serie A,25,1993,1.0,41,49,83.7,737,334,15,16,93.8,19,21,90.5,6,9,66.7,0,0.2,-0.2,3,0,0,0,1
Juan Cuadrado,COL,DF,Juventus,Serie A,31,1988,29.5,2055,2321,88.5,37754,14001,893,953,93.7,928,997,93.1,212,322,65.8,5,4.5,+0.5,45,171,52,19,211
Cucho,COL,FW,Mallorca,La Liga,20,1999,16.5,315,448,70.3,4812,1241,185,247,74.9,81,109,74.3,31,51,60.8,1,1.3,-0.3,17,18,8,4,26
Marc Cucurella,ESP,MF,Getafe,La Liga,21,1998,36.0,938,1407,66.7,15990,6392,481,578,83.2,333,458,72.7,100,269,37.2,5,4.8,+0.2,49,87,51,24,133
Iván Cuéllar,ESP,GK,Leganés,La Liga,35,1984,27.0,423,823,51.4,19260,14320,29,30,96.7,113,114,99.1,281,679,41.4,0,0.0,0.0,0,27,1,0,2
Jaume Cuéllar,BOL,FW,SPAL,Serie A,17,2001,0.8,14,16,87.5,232,14,10,12,83.3,1,1,100.0,3,3,100.0,0,0.0,0.0,0,0,0,0,1
Mickaël Cuisance,FRA,MF,Bayern Munich,Bundesliga,19,1999,3.4,156,192,81.3,3057,753,62,72,86.1,72,77,93.5,21,35,60.0,0,0.2,-0.2,4,16,4,1,13
Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,20,1999,8.3,121,176,68.8,2655,904,57,75,76.0,35,52,67.3,26,39,66.7,0,0.4,-0.4,7,20,8,1,25
Matheus Cunha,BRA,FW,RB Leipzig,Bundesliga,20,1999,3.1,74,96,77.1,1208,281,37,47,78.7,29,35,82.9,6,7,85.7,1,0.3,+0.7,3,6,5,2,10
Felipe Curcio,BRA,DF,Brescia,Serie A,25,1993,0.1,8,12,66.7,114,53,5,6,83.3,3,5,60.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1
Patrick Cutrone,ITA,FW,Wolves,Premier League,21,1998,3.3,38,56,67.9,488,67,25,33,75.8,11,16,68.8,0,5,0.0,0,0.0,0.0,1,2,0,0,1
Patrick Cutrone,ITA,FW,Fiorentina,Serie A,21,1998,9.3,120,169,71.0,1694,290,74,90,82.2,36,50,72.0,6,16,37.5,1,1.0,0.0,7,2,8,1,8
Wylan Cyprien,FRA,MF,Nice,Ligue 1,24,1995,19.7,1122,1343,83.5,22661,5660,428,475,90.1,507,545,93.0,178,293,60.8,3,2.7,+0.3,35,101,8,2,109
Rafael Czichos,GER,DF,Köln,Bundesliga,29,1990,24.5,990,1180,83.9,23214,8986,210,239,87.9,548,608,90.1,225,315,71.4,1,0.3,+0.7,3,69,3,0,78
Lennart-Marten Czyborra,GER,DF,Atalanta,Serie A,20,1999,0.2,8,10,80.0,104,3,7,9,77.8,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Marco D'Alessandro,ITA,MF,SPAL,Serie A,28,1991,8.7,191,259,73.7,2862,827,112,131,85.5,63,81,77.8,10,23,43.5,0,1.0,-1.0,14,8,10,3,20
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,30,1988,15.6,768,902,85.1,14027,4611,330,354,93.2,353,411,85.9,75,113,66.4,0,1.4,-1.4,8,40,13,3,60
Felice D'Amico,ITA,MF,Sampdoria,Serie A,18,2000,0.0,4,5,80.0,49,14,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Lucas Da Cunha,FRA,MF,Rennes,Ligue 1,18,2001,0.8,18,22,81.8,230,29,12,12,100.0,3,4,75.0,1,2,50.0,0,0.1,-0.1,2,0,1,0,1
Jacopo Da Riva,ITA,FW,Atalanta,Serie A,18,2000,0.0,2,2,100.0,24,9,2,2,100.0,0,0,,0,0,,0,0.0,0.0,1,0,0,0,0
Damien Da Silva,FRA,DF,Rennes,Ligue 1,31,1988,24.9,1068,1220,87.5,24091,6896,267,287,93.0,567,600,94.5,228,317,71.9,2,0.9,+1.1,4,54,3,1,46
Moanes Dabbur,ISR,FW,Sevilla,La Liga,27,1992,0.3,14,19,73.7,243,75,6,8,75.0,7,7,100.0,1,2,50.0,0,0.0,0.0,0,0,3,0,3
Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,27,1992,8.5,189,260,72.7,2751,806,115,140,82.1,47,65,72.3,16,26,61.5,0,0.6,-0.6,6,18,8,0,26
Bryan Dabo,BFA,MF,SPAL,Serie A,27,1992,12.5,500,578,86.5,8396,1886,241,258,93.4,205,235,87.2,42,65,64.6,4,0.8,+3.2,12,52,5,0,45
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,20,1998,7.4,372,414,89.9,5531,1408,217,231,93.9,141,155,91.0,10,20,50.0,0,0.6,-0.6,5,7,8,4,14
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,23,1996,6.2,447,496,90.1,8313,1592,194,209,92.8,186,203,91.6,62,72,86.1,1,0.4,+0.6,6,38,8,0,38
Leon Dajaku,GER,DF,Bayern Munich,Bundesliga,18,2001,0.1,5,6,83.3,121,6,2,2,100.0,1,2,50.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0
Felipe dal Belo,BRA,DF,SPAL,Serie A,35,1984,11.1,389,467,83.3,8320,3278,125,137,91.2,188,202,93.1,74,111,66.7,0,0.0,0.0,1,20,3,1,23
Christian Dalle Mura,ITA,MF,Fiorentina,Serie A,17,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Diogo Dalot,POR,DF,Manchester Utd,Premier League,20,1999,0.7,51,64,79.7,887,248,24,27,88.9,21,25,84.0,5,10,50.0,0,0.0,0.0,0,1,0,0,2
Charlie Daniels,ENG,DF,Bournemouth,Premier League,32,1986,1.4,35,49,71.4,708,335,13,14,92.9,13,18,72.2,6,14,42.9,0,0.1,-0.1,2,4,1,1,2
Danilo,BRA,DF,Juventus,Serie A,28,1991,16.0,1051,1219,86.2,18778,6050,486,516,94.2,446,496,89.9,110,177,62.1,0,0.6,-0.6,12,87,19,3,95
Scott Dann,ENG,DF,Crystal Palace,Premier League,32,1987,14.1,461,555,83.1,9842,4107,139,160,86.9,233,257,90.7,82,121,67.8,1,0.4,+0.6,5,24,0,0,28
Kevin Danso,AUT,DF,Southampton,Premier League,20,1998,3.1,115,159,72.3,2051,905,59,68,86.8,43,53,81.1,13,35,37.1,1,0.2,+0.8,1,10,2,1,8
Dante,BRA,DF,Nice,Ligue 1,35,1983,21.0,1466,1588,92.3,30764,11130,444,458,96.9,826,856,96.5,190,261,72.8,0,0.3,-0.3,6,86,4,0,87
Andrea Danzi,ITA,MF,Hellas Verona,Serie A,20,1999,0.0,1,1,100.0,23,21,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
Sergi Darder,ESP,MF,Espanyol,La Liga,25,1993,29.5,804,1075,74.8,16425,4386,314,384,81.8,331,415,79.8,145,238,60.9,1,2.0,-1.0,28,120,23,6,97
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,28,1990,25.1,843,1153,73.1,17638,4608,288,345,83.5,383,469,81.7,165,286,57.7,4,3.9,+0.1,48,76,24,10,80
Matteo Darmian,ITA,DF,Parma,Serie A,29,1989,29.8,1208,1521,79.4,23692,9620,478,533,89.7,558,654,85.3,161,282,57.1,1,0.8,+0.2,12,91,11,4,121
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,18,2000,24.8,1585,1834,86.4,25952,8024,788,877,89.9,652,724,90.1,111,154,72.1,5,3.6,+1.4,33,103,37,19,135
Ben Davies,WAL,DF,Tottenham,Premier League,26,1993,15.9,730,956,76.4,13130,5294,301,348,86.5,350,442,79.2,65,126,51.6,0,0.6,-0.6,10,62,9,6,69
Tom Davies,ENG,MF,Everton,Premier League,21,1998,22.5,681,870,78.3,13271,4037,264,324,81.5,312,359,86.9,97,151,64.2,0,0.3,-0.3,5,83,16,0,111
Keinan Davis,ENG,FW,Aston Villa,Premier League,21,1998,6.1,107,142,75.4,1475,201,65,82,79.3,30,41,73.2,7,8,87.5,0,0.2,-0.2,7,7,2,0,8
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,24,1995,7.7,366,407,89.9,7310,2141,119,125,95.2,191,209,91.4,50,65,76.9,0,0.0,0.0,0,18,1,0,28
Craig Dawson,ENG,DF,Watford,Premier League,29,1990,26.2,731,909,80.4,17548,5769,191,218,87.6,334,375,89.1,202,302,66.9,0,0.3,-0.3,4,55,2,0,45
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,28,1991,31.0,1674,2244,74.6,34656,10515,633,766,82.6,717,880,81.5,297,507,58.6,20,18.4,+1.6,131,177,121,18,261
Sebastien De Maio,FRA,DF,Udinese,Serie A,32,1987,16.7,533,661,80.6,11242,3817,166,186,89.2,269,305,88.2,93,154,60.4,0,0.0,0.0,0,18,3,1,34
Rodrigo De Paul,ARG,MF,Udinese,Serie A,25,1994,31.4,1377,1843,74.7,28750,7934,535,615,87.0,531,670,79.3,276,483,57.1,6,7.0,-1.0,71,132,66,20,168
Mattia De Sciglio,ITA,DF,Juventus,Serie A,26,1992,5.2,283,344,82.3,5053,1737,131,140,93.6,122,138,88.4,28,52,53.8,0,0.1,-0.1,2,19,5,0,24
Lorenzo De Silvestri,ITA,DF,Torino,Serie A,31,1988,24.9,693,959,72.3,11995,4998,340,399,85.2,281,375,74.9,64,140,45.7,0,1.6,-1.6,18,46,23,17,83
Lucas Deaux,FRA,MF,Nîmes,Ligue 1,30,1988,14.8,539,688,78.3,11173,3394,201,254,79.1,240,285,84.2,91,129,70.5,1,0.9,+0.1,12,62,6,1,81
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,34,1985,19.7,808,1071,75.4,14559,6124,374,425,88.0,333,420,79.3,84,185,45.4,1,1.1,-0.1,16,57,13,7,76
Troy Deeney,ENG,FW,Watford,Premier League,31,1988,24.7,404,705,57.3,6203,2062,231,350,66.0,133,246,54.1,26,61,42.6,2,3.6,-1.6,27,50,25,1,70
Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,28,1991,10.9,305,342,89.2,4157,633,198,215,92.1,87,96,90.6,9,13,69.2,3,1.4,+1.6,8,12,7,0,16
Alessandro Deiola,ITA,MF,Cagliari,Serie A,23,1995,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0
Alessandro Deiola,ITA,MF,Lecce,Serie A,23,1995,8.0,224,296,75.7,4563,1011,96,117,82.1,87,111,78.4,40,59,67.8,1,0.3,+0.7,9,11,5,1,21
Romain Del Castillo,FRA,FW,Rennes,Ligue 1,23,1996,13.8,379,482,78.6,5931,1577,211,244,86.5,136,171,79.5,26,42,61.9,5,2.9,+2.1,22,25,19,6,44
Thomas Delaine,FRA,DF,Metz,Ligue 1,27,1992,13.9,468,677,69.1,7875,3189,234,260,90.0,187,273,68.5,41,110,37.3,0,0.4,-0.4,11,37,11,6,32
