Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Dribbles Megs,Carries Carries,Carries TotDist,Carries PrgDist,Carries Prog,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Targ,Receiving Rec,Receiving Rec%,Receiving Prog
Stevan Jovetić,MNE,MF,Monaco,Ligue 1,28,1989,4.4,168,2,13,87,90,16,162,2,6,33.3,2,0,119,716,450,22,15,2,7,6,194,123,63.4,38
Luka Jović,SRB,FW,Eint Frankfurt,Bundesliga,20,1997,24.9,950,32,67,501,435,156,917,20,44,45.5,28,2,657,2604,1255,64,20,15,67,58,1279,723,56.5,277
Jozabed,ESP,MF,Celta Vigo,La Liga,27,1991,12.8,816,19,168,541,142,15,800,5,7,71.4,5,0,600,2386,1039,44,9,2,6,11,635,587,92.4,26
Miguel Juan Llambrich,ESP,DF,Villarreal,La Liga,22,1996,6.0,328,23,113,151,89,7,275,15,24,62.5,17,0,199,1060,551,24,9,0,6,7,172,159,92.4,4
Juanfran,ESP,DF,Leganés,La Liga,29,1988,16.2,811,46,187,350,327,19,691,16,26,61.5,18,1,500,2669,1662,75,33,3,13,17,530,456,86.0,31
Juanfran,ESP,DF,Atlético Madrid,La Liga,33,1985,17.9,1115,64,296,498,388,26,958,12,23,52.2,14,0,753,3662,2012,106,38,8,10,13,744,671,90.2,33
Juanmi,ESP,FW,Real Sociedad,La Liga,25,1993,16.9,586,9,83,321,216,68,570,22,35,62.9,27,1,422,1790,704,46,8,7,34,30,746,418,56.0,125
Juanpe,ESP,DF,Girona,La Liga,27,1991,30.7,1841,223,1086,815,65,31,1768,14,16,87.5,15,1,1115,5958,3649,51,5,0,6,6,1188,1158,97.5,20
Juanpi,VEN,MF,Huesca,La Liga,24,1994,7.4,350,9,58,197,127,14,330,9,19,47.4,9,0,261,1481,779,38,12,3,18,20,303,222,73.3,34
Nathaël Julan,FRA,FW,Guingamp,Ligue 1,22,1996,4.8,200,4,9,81,120,25,191,8,14,57.1,8,0,112,292,106,7,2,1,17,11,252,139,55.2,53
Christopher Jullien,FRA,DF,Toulouse,Ligue 1,25,1993,33.5,1828,260,1040,851,76,47,1784,5,7,71.4,5,0,1040,5927,3620,40,1,0,4,6,1142,1098,96.1,40
David Juncà,ESP,DF,Celta Vigo,La Liga,24,1993,19.5,1274,71,394,660,305,17,1110,17,24,70.8,18,2,788,3522,2121,116,47,4,14,12,831,769,92.5,31
Sebastian Jung,GER,DF,Wolfsburg,Bundesliga,28,1990,0.6,57,1,15,32,17,0,53,0,1,0.0,0,0,44,187,115,5,3,0,0,0,49,47,95.9,1
Hamed Junior Traorè,CIV,MF,Empoli,Serie A,18,2000,25.1,1301,33,232,724,467,51,1271,52,91,57.1,59,2,1038,6314,3901,177,57,11,31,38,1067,896,84.0,118
Vinicius Júnior,BRA,FW,Real Madrid,La Liga,18,2000,9.7,496,1,38,165,347,111,490,40,61,65.6,42,0,465,3087,2129,120,28,52,30,35,528,399,75.6,110
Musa Juwara,GAM,FW,Chievo,Serie A,16,2001,0.1,8,0,1,6,2,0,8,0,1,0.0,0,0,5,46,24,1,1,0,0,0,10,6,60.0,2
Sory Kaba,GUI,FW,Dijon,Ligue 1,23,1995,2.6,116,1,15,53,58,14,113,6,12,50.0,9,0,88,235,112,6,1,1,15,14,157,89,56.7,25
Ozan Kabak,TUR,DF,Stuttgart,Bundesliga,18,2000,15.0,720,75,344,367,56,22,705,11,14,78.6,11,0,444,2559,1405,48,10,1,10,6,426,413,96.9,9
Christian Kabasele,BEL,DF,Watford,Premier League,27,1991,17.6,756,122,445,324,23,14,749,1,1,100.0,1,0,373,1822,727,13,0,0,3,0,405,381,94.1,5
Elias Kachunga,COD,FW,Huddersfield,Premier League,26,1992,13.1,473,11,78,227,194,29,464,17,33,51.5,18,0,323,1605,730,45,13,4,24,26,499,317,63.5,61
Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,26,1992,27.9,1683,88,428,776,573,66,1466,10,18,55.6,10,0,974,4829,2958,132,49,1,21,16,1175,1049,89.3,132
Shinji Kagawa,JPN,MF,Dortmund,Bundesliga,29,1989,1.1,86,0,2,59,28,6,85,0,0,,0,0,67,230,93,5,1,1,0,3,86,78,90.7,13
Florian Kainz,AUT,FW,Werder Bremen,Bundesliga,25,1992,4.1,262,5,36,116,131,11,244,8,17,47.1,9,1,199,875,457,24,8,3,6,10,226,190,84.1,36
Gaël Kakuta,COD,MF,Rayo Vallecano,La Liga,27,1991,8.0,360,7,48,163,174,23,335,23,33,69.7,24,2,285,1227,638,39,11,4,19,18,341,261,76.5,51
Nikola Kalinić,CRO,FW,Atlético Madrid,La Liga,30,1988,7.1,167,1,12,65,95,35,166,4,8,50.0,4,1,106,368,137,8,1,2,26,4,324,127,39.2,61
Salomon Kalou,CIV,FW,Hertha BSC,Bundesliga,32,1985,25.7,1020,24,116,525,479,111,993,70,93,75.3,72,1,813,4253,2600,135,49,28,65,63,1161,756,65.1,224
Samuel Kalu,NGA,FW,Bordeaux,Ligue 1,20,1997,14.2,801,10,100,323,439,62,739,64,97,66.0,67,0,677,3283,2087,97,33,15,38,54,750,572,76.3,133
François Kamano,GUI,FW,Bordeaux,Ligue 1,22,1996,28.5,1316,11,165,697,608,104,1286,50,95,52.6,59,4,1112,6099,3542,171,67,19,69,61,1344,1006,74.9,216
Aboubakar Kamara,MTN,FW,Fulham,Premier League,23,1995,7.7,365,8,41,132,222,36,357,16,32,50.0,20,0,273,1337,738,43,13,9,26,13,390,261,66.9,75
Boubacar Kamara,FRA,DF,Marseille,Ligue 1,18,1999,26.8,1683,148,941,796,90,17,1613,11,14,78.6,13,0,1108,6057,3565,58,16,0,8,9,1106,1078,97.5,7
Hassane Kamara,CIV,DF,Reims,Ligue 1,24,1994,10.3,605,40,232,318,108,11,528,25,34,73.5,28,1,402,2558,1535,49,16,4,10,16,379,332,87.6,11
Marcin Kamiński,POL,DF,Düsseldorf,Bundesliga,26,1992,27.0,1391,193,840,608,47,17,1349,1,1,100.0,1,0,893,5017,2866,62,9,0,4,1,891,880,98.8,11
Patrick Kammerbauer,GER,FW,Freiburg,Bundesliga,21,1997,0.0,5,1,1,1,3,0,5,0,0,,0,0,3,14,1,0,0,0,0,0,4,4,100.0,0
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,27,1990,23.5,1725,26,228,1066,560,33,1593,35,41,85.4,35,1,1250,7238,3855,167,57,8,19,26,1271,1155,90.9,70
Harry Kane,ENG,FW,Tottenham,Premier League,25,1993,26.9,964,18,53,463,518,159,933,44,74,59.5,48,3,731,3639,1775,108,30,24,85,62,1347,754,56.0,210
Wilfried Kanga,CIV,FW,Angers,Ligue 1,20,1998,5.5,160,2,7,61,97,36,156,4,5,80.0,4,0,113,311,129,9,1,4,23,13,246,127,51.6,66
Lee Kangin,KOR,FW,Valencia,La Liga,17,2001,0.3,20,0,3,8,12,0,20,0,0,,0,0,17,143,97,5,2,0,2,0,19,15,78.9,3
N'Golo Kanté,FRA,MF,Chelsea,Premier League,27,1991,34.4,2439,48,402,1308,922,84,2427,37,64,57.8,40,2,1775,7998,4437,197,84,8,49,65,2071,1799,86.9,168
Stefanos Kapino,GRE,GK,Werder Bremen,Bundesliga,24,1994,0.5,17,17,17,0,0,0,14,0,0,,0,0,10,63,48,0,0,0,0,0,7,7,100.0,0
Wilfrid Kaptoum,CMR,MF,Betis,La Liga,22,1996,8.6,416,10,71,281,97,7,414,20,29,69.0,20,0,321,1698,880,37,11,2,12,13,355,310,87.3,21
Kenan Karaman,TUR,FW,Düsseldorf,Bundesliga,24,1994,10.2,412,9,47,203,192,67,406,20,26,76.9,21,1,315,1538,809,43,15,11,30,25,505,316,62.6,135
Yann Karamoh,FRA,FW,Bordeaux,Ligue 1,20,1998,13.6,764,6,73,384,384,55,712,55,86,64.0,58,1,676,3460,2044,105,26,16,38,49,785,586,74.6,107
Yann Karamoh,FRA,MF,Inter,Serie A,20,1998,0.1,7,0,0,4,5,1,6,1,2,50.0,2,0,7,19,15,2,1,0,1,0,6,6,100.0,3
Ibrahim Karamoko,FRA,MF,Chievo,Serie A,17,2001,0.7,26,1,5,12,12,2,26,1,3,33.3,1,0,18,89,30,3,0,0,0,1,22,17,77.3,3
Orestis Karnezis,GRE,GK,Napoli,Serie A,33,1985,9.0,252,234,251,1,0,0,183,0,0,,0,0,122,565,261,0,0,0,0,0,110,110,100.0,0
Rick Karsdorp,NED,DF,Roma,Serie A,23,1995,6.6,455,22,130,246,119,1,385,8,13,61.5,10,1,299,1867,1129,48,22,0,0,4,295,270,91.5,9
Grigoris Kastanos,CYP,MF,Juventus,Serie A,20,1998,0.7,27,1,5,11,12,1,27,1,1,100.0,1,0,19,66,39,2,1,1,1,1,19,18,94.7,3
Eiji Kawashima,JPN,GK,Strasbourg,Ligue 1,35,1983,1.0,41,38,41,0,0,0,23,0,0,,0,0,19,108,59,0,0,0,0,0,12,12,100.0,0
Beram Kayal,ISR,MF,Brighton,Premier League,30,1988,10.4,411,37,147,220,74,12,398,11,15,73.3,12,0,244,1321,766,23,9,1,11,13,256,207,80.9,11
Moise Kean,ITA,FW,Juventus,Serie A,18,2000,6.0,178,2,20,66,107,40,175,9,28,32.1,10,1,138,604,271,13,2,6,18,13,273,134,49.1,60
Michael Keane,ENG,DF,Everton,Premier League,25,1993,33.0,1953,275,1111,882,74,41,1918,4,5,80.0,5,0,1049,6530,3178,80,9,0,3,6,1159,1121,96.7,8
Neeskens Kebano,COD,FW,Fulham,Premier League,26,1992,1.2,53,3,6,22,31,4,53,3,4,75.0,3,0,39,287,183,11,4,1,3,4,50,34,68.0,14
Thilo Kehrer,GER,DF,Paris S-G,Ligue 1,21,1996,21.1,1619,142,636,934,144,20,1559,5,6,83.3,5,0,1110,5271,3170,110,15,1,6,9,1177,1150,97.7,28
Jules Keita,GUI,FW,Dijon,Ligue 1,20,1998,5.1,230,3,18,74,164,42,225,26,44,59.1,27,1,217,1048,663,42,11,13,19,20,234,173,73.9,52
Naby Keïta,GUI,MF,Liverpool,Premier League,23,1995,15.4,1235,33,153,784,411,53,1227,20,37,54.1,23,5,980,5212,3220,179,60,7,30,31,1066,965,90.5,79
Keko,ESP,MF,Valladolid,La Liga,26,1991,17.0,757,21,129,324,370,55,733,33,51,64.7,35,1,562,3370,2023,116,29,13,36,29,752,489,65.0,113
Martin Kelly,ENG,DF,Crystal Palace,Premier League,28,1990,12.3,510,106,327,208,14,7,498,0,1,0.0,0,0,257,1799,1058,19,3,0,2,1,251,247,98.4,3
Marc-Oliver Kempf,GER,DF,Stuttgart,Bundesliga,23,1995,22.5,1326,159,651,692,64,19,1287,4,6,66.7,4,0,737,4343,2432,66,5,0,4,5,736,715,97.1,8
Kenedy,BRA,MF,Newcastle Utd,Premier League,22,1996,15.0,781,25,182,359,299,36,733,36,60,60.0,40,4,542,2957,1456,74,16,9,30,42,530,430,81.1,52
Jonjoe Kenny,ENG,DF,Everton,Premier League,21,1997,8.8,687,42,191,329,193,5,557,5,12,41.7,7,1,365,1415,780,32,9,1,7,6,376,340,90.4,13
Christophe Kerbrat,FRA,DF,Guingamp,Ligue 1,31,1986,23.3,1120,151,628,511,41,11,1067,1,2,50.0,1,0,565,2935,1775,41,5,0,1,5,527,522,99.1,8
Sebastian Kerk,GER,MF,Nürnberg,Bundesliga,24,1994,13.1,605,29,155,242,239,20,504,7,13,53.8,7,1,335,1532,812,30,7,1,11,11,444,335,75.5,52
Franck Kessié,CIV,MF,Milan,Serie A,21,1996,33.5,2105,86,408,1200,667,120,2068,46,68,67.6,50,2,1658,8256,4256,154,69,12,59,43,1816,1566,86.2,184
Saîf-Eddine Khaoui,TUN,MF,Caen,Ligue 1,23,1995,15.0,637,6,75,406,187,20,610,27,45,60.0,28,1,456,1707,863,39,13,1,31,23,535,417,77.9,71
Wahbi Khazri,TUN,FW,Saint-Étienne,Ligue 1,27,1991,31.3,1538,5,89,690,847,154,1289,44,79,55.7,50,1,1078,5172,2982,171,36,26,91,75,1452,1007,69.4,262
Rani Khedira,GER,DF,Augsburg,Bundesliga,24,1994,29.2,1581,169,850,698,125,28,1548,3,5,60.0,3,0,930,4365,2128,36,14,0,8,11,954,913,95.7,39
Sami Khedira,GER,MF,Juventus,Serie A,31,1987,7.8,419,14,70,249,119,31,412,2,2,100.0,2,1,303,1221,528,25,7,2,6,3,354,312,88.1,33
Isaac Kiese Thelin,SWE,FW,Leverkusen,Bundesliga,26,1992,2.0,62,4,7,31,26,6,61,0,0,,0,0,30,26,9,0,0,0,5,5,96,49,51.0,23
Kike,ESP,FW,Eibar,La Liga,28,1989,14.4,613,4,25,227,380,103,597,11,16,68.8,11,0,387,1267,447,31,7,7,58,29,916,478,52.2,211
Max Kilman,ENG,DF,Wolves,Premier League,21,1997,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
Joshua Kimmich,GER,DF,Bayern Munich,Bundesliga,23,1995,34.0,3331,91,732,1708,1122,69,2904,40,56,71.4,43,3,2438,13238,6745,309,82,12,36,34,2486,2353,94.7,144
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,22,1995,22.3,1665,115,621,1066,102,6,1626,6,13,46.2,7,0,1223,6896,3970,146,32,0,4,11,1239,1227,99.0,4
Joshua King,NOR,FW,Bournemouth,Premier League,26,1992,32.9,1374,28,160,644,701,188,1347,70,119,58.8,75,6,1026,6107,3708,161,68,32,112,115,1615,1002,62.0,300
Sofian Kiyine,MAR,MF,Chievo,Serie A,20,1997,9.1,504,19,104,280,169,17,465,36,52,69.2,37,3,405,2210,1337,66,18,5,19,24,403,339,84.1,33
Simon Kjær,DEN,DF,Sevilla,La Liga,29,1989,22.3,1166,206,712,470,30,21,1136,3,3,100.0,3,0,649,2913,1414,27,2,0,4,1,666,643,96.5,15
Davy Klaassen,NED,MF,Werder Bremen,Bundesliga,25,1993,31.3,1593,65,297,829,546,50,1549,22,30,73.3,22,1,989,3581,1561,72,33,6,41,23,1186,983,82.9,141
Felix Klaus,GER,FW,Wolfsburg,Bundesliga,25,1992,4.9,206,3,34,84,101,26,203,2,8,25.0,3,0,139,718,380,21,5,5,9,8,223,139,62.3,43
Ragnar Klavan,EST,DF,Cagliari,Serie A,32,1985,13.7,748,109,401,378,24,3,726,2,2,100.0,2,0,454,3217,1819,48,9,0,1,3,463,459,99.1,1
Tim Kleindienst,GER,FW,Freiburg,Bundesliga,22,1995,2.2,89,5,11,49,34,8,86,5,6,83.3,5,0,68,214,96,6,3,1,8,4,95,66,69.5,22
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,22,1996,22.3,1259,72,367,575,391,36,1062,11,13,84.6,11,0,639,3702,2000,87,27,9,12,15,678,600,88.5,53
Justin Kluivert,NED,FW,Roma,Serie A,19,1999,14.9,667,8,81,258,386,70,649,30,62,48.4,31,1,520,3351,2031,111,31,21,41,25,695,480,69.1,149
Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,22,1996,6.6,331,21,98,177,88,6,284,12,16,75.0,13,1,200,1602,847,37,14,3,4,7,175,166,94.9,14
Robin Knoche,GER,DF,Wolfsburg,Bundesliga,26,1992,31.0,2306,240,1377,1066,61,24,2242,7,7,100.0,7,0,1629,10295,6210,105,11,0,3,11,1618,1603,99.1,13
Anthony Knockaert,FRA,MF,Brighton,Premier League,26,1991,20.4,959,24,198,385,454,59,866,36,69,52.2,39,1,685,3827,2028,114,25,20,44,33,824,615,74.6,84
Törles Knöll,GER,FW,Nürnberg,Bundesliga,20,1997,4.1,137,4,15,78,51,16,129,4,7,57.1,4,0,87,407,230,8,3,2,22,3,141,92,65.2,29
Gregor Kobel,SUI,GK,Hoffenheim,Bundesliga,20,1997,1.0,46,41,46,0,0,0,38,0,0,,0,0,26,202,75,0,0,0,0,0,24,23,95.8,0
Gregor Kobel,SUI,GK,Augsburg,Bundesliga,20,1997,15.4,563,498,562,1,0,0,410,1,1,100.0,1,0,308,1568,643,0,0,0,0,1,241,240,99.6,0
Robin Koch,GER,MF,Freiburg,Bundesliga,22,1996,21.1,1099,102,457,647,58,11,1070,4,7,57.1,5,1,703,3165,1613,36,4,0,5,21,709,672,94.8,19
Kenan Kodro,BIH,FW,Athletic Club,La Liga,24,1993,1.8,71,0,9,32,32,7,69,1,3,33.3,1,0,43,155,59,2,1,0,7,4,122,56,45.9,23
Dominik Kohr,GER,MF,Leverkusen,Bundesliga,24,1994,10.8,657,36,187,369,135,13,644,8,12,66.7,8,2,408,1776,922,43,11,3,11,10,445,410,92.1,14
Djégui Koita,FRA,DF,Guingamp,Ligue 1,18,1999,1.9,82,11,47,38,2,2,82,0,0,,0,0,44,263,130,3,0,0,0,0,45,44,97.8,1
Koke,ESP,MF,Atlético Madrid,La Liga,26,1992,28.7,2324,51,399,1299,731,36,2168,31,39,79.5,32,1,1664,5872,2656,115,45,5,20,28,1895,1703,89.9,106
Aleksandar Kolarov,SRB,DF,Roma,Serie A,32,1985,32.3,2401,128,688,1146,770,46,2025,36,63,57.1,37,1,1538,8271,5222,209,86,17,21,19,1582,1493,94.4,50
Sead Kolašinac,BIH,DF,Arsenal,Premier League,25,1993,21.0,1411,50,330,650,509,88,1197,11,24,45.8,14,2,860,3921,2498,118,35,25,23,21,999,875,87.6,105
Randal Kolo Muani,FRA,FW,Nantes,Ligue 1,19,1998,1.4,53,2,6,24,29,6,52,3,6,50.0,3,0,38,97,44,4,2,1,5,7,74,40,54.1,17
Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,26,1991,35.4,2317,193,1109,1100,271,30,2118,11,18,61.1,12,0,1447,7750,4950,89,18,0,14,8,1568,1511,96.4,33
Vincent Kompany,BEL,DF,Manchester City,Premier League,32,1986,13.6,1313,120,542,826,42,9,1307,2,3,66.7,2,0,968,5338,3068,82,15,0,2,0,1072,1058,98.7,6
Ghislain Konan,CIV,DF,Reims,Ligue 1,22,1995,20.0,1275,77,447,610,333,7,1025,44,71,62.0,46,2,768,4473,2904,112,44,4,27,24,669,615,91.9,22
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,19,1999,27.0,1347,124,634,733,68,21,1309,18,20,90.0,18,0,759,4966,2714,92,19,1,9,12,672,658,97.9,16
Moussa Konaté,SEN,FW,Amiens,Ligue 1,25,1993,20.8,654,10,37,299,345,93,627,20,29,69.0,21,2,460,1868,835,53,14,13,62,32,1029,489,47.5,201
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,25,1993,13.8,922,55,263,614,131,13,917,25,32,78.1,25,2,682,3964,1759,63,22,1,8,14,694,647,93.2,28
Kouadio Koné,FRA,MF,Toulouse,Ligue 1,17,2001,0.8,56,2,8,42,6,0,56,1,1,100.0,1,0,54,199,69,1,0,0,2,5,55,48,87.3,6
Lamine Koné,CIV,DF,Strasbourg,Ligue 1,29,1989,23.9,1255,114,662,667,45,14,1217,9,12,75.0,10,0,854,6111,3395,80,14,1,5,7,836,809,96.8,10
Youssouf Koné,MLI,DF,Lille,Ligue 1,23,1995,19.0,1310,60,403,696,318,7,1121,10,16,62.5,10,0,794,4118,2673,121,61,0,14,17,801,753,94.0,31
Terence Kongolo,NED,DF,Huddersfield,Premier League,24,1994,30.2,1609,165,777,732,185,27,1500,14,21,66.7,15,1,883,4468,2271,58,16,3,10,7,997,927,93.0,21
Yevhen Konoplyanka,UKR,FW,Schalke 04,Bundesliga,28,1989,7.3,281,4,39,102,174,28,268,10,19,52.6,11,0,232,2112,1287,67,18,14,11,9,281,218,77.6,40
Pascal Köpke,GER,FW,Hertha BSC,Bundesliga,22,1995,0.8,38,0,2,19,21,7,37,3,3,100.0,3,1,40,259,151,9,2,3,1,5,51,33,64.7,12
Julian Korb,GER,DF,Hannover 96,Bundesliga,26,1992,11.2,684,38,225,311,183,7,566,5,10,50.0,7,0,366,1567,981,47,13,1,7,10,393,341,86.8,24
Laurent Koscielny,FRA,DF,Arsenal,Premier League,32,1985,14.8,1033,157,617,475,24,9,1008,1,2,50.0,1,0,672,4126,2072,33,2,0,0,2,714,700,98.0,4
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,25,1992,32.8,1991,60,426,857,849,111,1578,56,80,70.0,60,3,1181,8022,5033,207,64,48,36,49,1247,1002,80.4,149
Christian Kouamé,CIV,FW,Genoa,Serie A,20,1997,34.1,1473,34,151,613,806,204,1446,62,111,55.9,66,6,1017,4929,2687,133,36,26,100,79,1909,1097,57.5,407
Tomáš Koubek,CZE,GK,Rennes,Ligue 1,25,1992,32.5,962,824,956,6,0,0,658,3,3,100.0,3,0,449,2179,1213,0,0,0,0,0,347,347,100.0,0
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,27,1991,34.8,2867,264,1205,1739,134,36,2797,11,15,73.3,12,0,2067,11548,7241,201,43,7,8,16,2125,2069,97.4,23
Jules Koundé,FRA,DF,Bordeaux,Ligue 1,19,1998,37.0,2374,279,1361,1167,85,23,2283,20,22,90.9,21,0,1505,9070,5626,99,20,0,8,12,1494,1468,98.3,12
Cheikhou Kouyaté,SEN,MF,Crystal Palace,Premier League,28,1989,21.1,1022,52,268,579,237,34,1010,16,24,66.7,18,1,625,3373,1642,80,19,8,21,19,749,590,78.8,30
Mateo Kovačić,CRO,MF,Chelsea,Premier League,24,1994,19.3,1706,28,234,1014,592,34,1671,34,46,73.9,36,2,1414,6331,3380,163,70,5,27,47,1533,1411,92.0,57
Dawid Kownacki,POL,FW,Sampdoria,Serie A,21,1997,1.9,113,0,6,50,63,13,110,7,13,53.8,8,1,94,278,123,7,2,3,7,6,148,94,63.5,34
Dawid Kownacki,POL,MF,Düsseldorf,Bundesliga,21,1997,6.4,235,5,46,121,82,26,228,8,17,47.1,9,1,153,747,430,24,3,5,6,10,220,145,65.9,36
Thomas Kraft,GER,GK,Hertha BSC,Bundesliga,30,1988,3.5,131,112,130,2,0,0,88,0,0,,0,0,70,444,216,0,0,0,0,0,56,56,100.0,0
Emil Krafth,SWE,DF,Amiens,Ligue 1,23,1994,33.0,1796,120,595,844,427,25,1400,11,16,68.8,11,0,935,4105,2396,88,26,6,22,24,884,808,91.4,30
Luka Krajnc,SVN,DF,Frosinone,Serie A,23,1994,8.8,445,60,267,187,14,2,436,2,2,100.0,2,0,285,1389,667,17,3,0,0,0,293,291,99.3,3
Andrej Kramarić,CRO,MF,Hoffenheim,Bundesliga,27,1991,26.6,1381,22,158,622,740,165,1270,41,67,61.2,41,0,1070,6803,3981,195,94,29,53,47,1337,1019,76.2,247
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,27,1991,12.6,896,39,233,588,132,14,875,17,24,70.8,18,0,607,2767,1428,57,11,2,7,14,619,583,94.2,30
Vasyl Kravets,UKR,DF,Leganés,La Liga,20,1997,5.3,283,11,74,118,110,7,244,3,6,50.0,4,0,166,881,501,19,6,2,3,5,170,153,90.0,17
Ladislav Krejčí,CZE,MF,Bologna,Serie A,26,1992,11.8,707,28,185,331,242,23,604,7,13,53.8,7,0,470,2623,1575,76,26,6,11,3,530,451,85.1,29
Rene Krhin,SVN,MF,Nantes,Ligue 1,28,1990,11.7,664,40,210,413,71,7,649,5,8,62.5,6,0,398,1833,860,24,5,0,8,8,417,404,96.9,4
Toni Kroos,GER,MF,Real Madrid,La Liga,28,1990,24.7,2389,34,402,1560,568,21,2173,14,18,77.8,14,0,1811,7746,4125,197,51,6,14,12,1913,1834,95.9,43
Rade Krunić,BIH,MF,Empoli,Serie A,24,1993,30.8,1719,70,284,859,751,113,1694,49,76,64.5,51,2,1354,8610,5208,243,83,20,54,51,1575,1292,82.0,210
Max Kruse,GER,FW,Werder Bremen,Bundesliga,30,1988,31.5,2050,13,135,1067,996,124,1869,49,67,73.1,54,2,1540,7588,3282,200,75,19,75,46,2019,1573,77.9,382
Lukas Kübler,GER,DF,Freiburg,Bundesliga,25,1992,13.2,705,56,239,356,145,10,584,10,12,83.3,10,0,348,1721,804,31,7,2,8,4,354,314,88.7,24
Yuya Kubo,JPN,FW,Nürnberg,Bundesliga,24,1993,15.1,599,6,90,305,252,45,589,15,29,51.7,18,1,460,2308,1079,54,16,10,42,32,577,442,76.6,119
Juraj Kucka,SVK,MF,Parma,Serie A,31,1987,17.1,812,55,183,476,202,25,793,23,37,62.2,25,2,465,2252,1140,45,18,2,22,24,587,491,83.6,65
Dejan Kulusevski,SWE,MF,Atalanta,Serie A,18,2000,1.2,77,0,7,39,40,5,76,3,4,75.0,3,0,70,455,252,16,3,3,4,2,83,69,83.1,18
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,23,1995,21.2,1412,77,343,933,232,6,1340,20,31,64.5,23,1,996,5046,2500,79,30,0,7,27,895,864,96.5,21
Jasmin Kurtić,SVN,MF,SPAL,Serie A,29,1989,28.4,1681,55,298,932,596,52,1567,33,46,71.7,35,4,1188,7187,4072,206,78,12,28,23,1425,1223,85.8,111
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,25,1992,11.2,683,18,135,298,274,39,605,14,20,70.0,14,2,420,1427,808,35,10,4,20,17,532,432,81.2,68
Rafał Kurzawa,POL,FW,Amiens,Ligue 1,25,1993,2.7,164,4,20,80,73,3,145,1,3,33.3,1,0,104,379,168,10,3,0,7,6,138,106,76.8,17
Ahmed Kutucu,TUR,FW,Schalke 04,Bundesliga,18,2000,4.7,157,0,17,84,68,13,148,13,15,86.7,13,1,127,636,328,19,4,6,9,14,178,97,54.5,25
Enock Kwateng,FRA,DF,Nantes,Ligue 1,21,1997,22.7,1577,65,421,771,470,14,1318,37,55,67.3,42,4,837,3486,1939,87,28,5,29,20,870,782,89.9,53
Grejohn Kyei,FRA,FW,Reims,Ligue 1,22,1995,0.0,2,0,1,1,0,0,2,1,1,100.0,1,0,3,3,1,0,0,0,0,0,4,1,25.0,0
Antonino La Gumina,ITA,FW,Empoli,Serie A,22,1996,12.1,291,6,17,110,186,58,274,16,31,51.6,16,0,219,964,353,18,5,2,35,16,461,200,43.4,86
Rajiv van La Parra,NED,FW,Huddersfield,Premier League,27,1991,4.5,201,4,27,97,93,15,196,7,22,31.8,8,1,155,970,536,26,5,4,7,21,185,143,77.3,12
Gaëtan Laborde,FRA,FW,Bordeaux,Ligue 1,24,1994,1.0,36,1,5,19,17,3,33,1,4,25.0,2,0,21,139,91,3,3,0,4,1,42,19,45.2,4
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,24,1994,32.2,1355,21,117,679,681,149,1341,63,119,52.9,73,7,1007,5606,3528,195,65,29,70,74,1622,1028,63.4,324
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,27,1991,27.8,1182,24,95,482,673,216,1137,45,66,68.2,47,4,882,3479,1639,98,33,17,71,59,1382,894,64.7,313
Alban Lafont,FRA,GK,Fiorentina,Serie A,19,1999,33.5,1098,988,1091,8,0,0,764,2,2,100.0,2,0,564,2455,1170,1,0,0,0,0,424,422,99.5,0
Víctor Laguardia,ESP,DF,Alavés,La Liga,28,1989,36.0,1678,243,957,754,52,35,1600,2,3,66.7,2,0,782,3689,2029,43,4,0,5,1,855,825,96.5,27
Abdou Lahat Diakhate,SEN,FW,Parma,Serie A,19,1998,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,21,1997,20.8,1109,23,204,557,424,52,1039,33,61,54.1,37,0,696,2861,1719,88,34,12,43,34,803,615,76.6,110
