Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
Axel Disasi,FRA,DF,Reims,Ligue 1,20,1998,4,1,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06
Djené,TOG,DF,Getafe,La Liga,26,1991,34,34,2976,33.1,0,0,0,0,0,13,2,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.02,0.01,0.03,0.02,0.03
Koffi Djidji,CIV,DF,Torino,Serie A,25,1992,17,16,1387,15.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00
Koffi Djidji,CIV,DF,Nantes,Ligue 1,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Alexander Djiku,GHA,DF,Caen,Ligue 1,23,1994,31,31,2754,30.6,1,0,1,0,0,9,1,0.03,0.00,0.03,0.03,0.03,0.9,0.9,0.2,1.1,0.03,0.01,0.03,0.03,0.03
Papy Djilobodji,SEN,DF,Guingamp,Ligue 1,29,1988,4,2,175,1.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.12,0.02,0.14,0.12,0.14
Berat Djimsiti,ALB,DF,Atalanta,Serie A,25,1993,24,20,1807,20.1,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,0.9,0.9,1.2,2.1,0.05,0.06,0.11,0.05,0.11
Johan Djourou,SUI,DF,SPAL,Serie A,31,1987,5,3,279,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06
Marko Dmitrović,SRB,GK,Eibar,La Liga,26,1992,24,24,2160,24.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Matt Doherty,IRL,DF,Wolves,Premier League,26,1992,38,35,3144,34.9,4,5,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26,4.8,4.8,3.9,8.7,0.14,0.11,0.25,0.14,0.25
Keagan Dolly,RSA,FW,Montpellier,Ligue 1,25,1993,3,2,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.05,0.09,0.04,0.09
Jaume Doménech,ESP,GK,Valencia,La Liga,27,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Giulio Donati,ITA,DF,Mainz 05,Bundesliga,28,1990,9,6,625,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.05,0.06,0.01,0.06
Ji Dong-won,KOR,FW,Augsburg,Bundesliga,27,1991,14,10,891,9.9,4,1,4,0,0,2,0,0.40,0.10,0.51,0.40,0.51,1.3,1.3,1.2,2.5,0.14,0.12,0.25,0.14,0.25
Anastasios Donis,GRE,FW,Stuttgart,Bundesliga,21,1996,24,11,962,10.7,5,2,5,0,0,4,0,0.47,0.19,0.65,0.47,0.65,3.4,3.4,0.9,4.3,0.31,0.08,0.40,0.31,0.40
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,19,1999,36,36,3090,34.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Godfred Donsah,GHA,MF,Bologna,Serie A,22,1996,6,1,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.01,0.08,0.07,0.08
Riccardo Doratiotto,ITA,FW,Cagliari,Serie A,19,1999,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Filip Đorđević,SRB,FW,Chievo,Serie A,30,1987,13,6,634,7.0,1,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,2.7,2.7,0.4,3.1,0.38,0.06,0.44,0.38,0.44
Gabriel Dos Santos,BRA,DF,Lille,Ligue 1,20,1997,14,11,1066,11.8,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05
Mathieu Dossevi,TOG,FW,Toulouse,Ligue 1,30,1988,35,30,2469,27.4,4,2,4,0,0,0,0,0.15,0.07,0.22,0.15,0.22,2.5,2.5,4.3,6.8,0.09,0.16,0.25,0.09,0.25
Abdoulaye Doucouré,MLI,MF,Watford,Premier League,25,1993,35,34,3062,34.0,5,6,5,0,0,7,0,0.15,0.18,0.32,0.15,0.32,6.0,6.0,3.3,9.3,0.18,0.10,0.27,0.18,0.27
Cheick Doukouré,CIV,MF,Levante,La Liga,25,1992,9,3,318,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
Moussa Doumbia,MLI,FW,Reims,Ligue 1,23,1994,28,18,1600,17.8,3,1,3,0,0,5,0,0.17,0.06,0.23,0.17,0.23,2.0,2.0,2.2,4.2,0.11,0.13,0.24,0.11,0.24
Seydou Doumbia,CIV,FW,Girona,La Liga,30,1987,17,5,541,6.0,2,0,2,0,0,2,0,0.33,0.00,0.33,0.33,0.33,2.7,2.7,0.0,2.7,0.46,0.00,0.46,0.46,0.46
Souleyman Doumbia,CIV,DF,Rennes,Ligue 1,21,1996,7,7,605,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,27,1991,18,13,1335,14.8,2,0,2,0,0,4,0,0.13,0.00,0.13,0.13,0.13,0.9,0.9,0.1,0.9,0.06,0.00,0.06,0.06,0.06
Bartłomiej Drągowski,POL,GK,Empoli,Serie A,20,1997,14,14,1260,14.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,20,1997,3,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Julian Draxler,GER,MF,Paris S-G,Ligue 1,24,1993,31,22,2046,22.7,3,7,3,0,0,6,0,0.13,0.31,0.44,0.13,0.44,4.7,4.7,5.4,10.1,0.21,0.24,0.45,0.21,0.45
Luke Dreher,ENG,MF,Crystal Palace,Premier League,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Josip Drmić,SUI,FW,M'Gladbach,Bundesliga,25,1992,5,2,222,2.5,2,0,2,0,0,0,0,0.81,0.00,0.81,0.81,0.81,1.2,1.2,0.0,1.2,0.49,0.01,0.49,0.49,0.49
Jaroslav Drobný,CZE,GK,Düsseldorf,Bundesliga,38,1979,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Óscar Duarte,CRC,DF,Espanyol,La Liga,29,1989,11,7,660,7.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Rubén Duarte,ESP,DF,Alavés,La Liga,22,1995,33,33,2772,30.8,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.4,2.0,0.02,0.05,0.06,0.02,0.06
Leo Dubois,FRA,DF,Lyon,Ligue 1,23,1994,25,21,2044,22.7,1,6,1,0,0,2,0,0.04,0.26,0.31,0.04,0.31,0.9,0.9,3.2,4.1,0.04,0.14,0.18,0.04,0.18
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,29,1989,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Marvin Ducksch,GER,FW,Düsseldorf,Bundesliga,24,1994,16,8,823,9.1,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,1.7,1.7,1.8,3.5,0.19,0.19,0.38,0.19,0.38
Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,23,1994,32,30,2563,28.5,11,5,11,0,0,7,0,0.39,0.18,0.56,0.39,0.56,6.5,6.5,4.9,11.4,0.23,0.17,0.40,0.23,0.40
Shane Duffy,IRL,DF,Brighton,Premier League,26,1992,35,35,3087,34.3,5,1,5,0,0,4,1,0.15,0.03,0.17,0.15,0.17,2.8,2.8,0.7,3.4,0.08,0.02,0.10,0.08,0.10
Demeaco Duhaney,ENG,DF,Huddersfield,Premier League,19,1998,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,26,1991,26,21,1990,22.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.01,0.02,0.03,0.01,0.03
Alfred Duncan,GHA,MF,Sassuolo,Serie A,25,1993,26,21,1848,20.5,4,4,4,0,0,7,1,0.19,0.19,0.39,0.19,0.39,1.1,1.1,3.1,4.2,0.05,0.15,0.20,0.05,0.20
Lewis Dunk,ENG,DF,Brighton,Premier League,26,1991,36,36,3151,35.0,2,1,2,0,0,6,1,0.06,0.03,0.09,0.06,0.09,1.5,1.5,0.6,2.2,0.04,0.02,0.06,0.04,0.06
Maxime Dupé,FRA,GK,Nantes,Ligue 1,25,1993,11,10,940,10.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Filip Đuričić,SRB,FW,Sassuolo,Serie A,26,1992,23,16,1252,13.9,2,1,2,0,0,2,1,0.14,0.07,0.22,0.14,0.22,1.4,1.4,1.2,2.6,0.10,0.08,0.19,0.10,0.19
Erik Durm,GER,DF,Huddersfield,Premier League,26,1992,28,21,2055,22.8,0,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,0.4,0.4,0.7,1.1,0.02,0.03,0.05,0.02,0.05
Jimmy Durmaz,SWE,MF,Toulouse,Ligue 1,29,1989,36,21,1899,21.1,4,1,2,2,2,5,0,0.19,0.05,0.24,0.09,0.14,4.5,3.0,3.0,6.0,0.22,0.14,0.36,0.14,0.28
Riza Durmisi,DEN,DF,Lazio,Serie A,24,1994,10,2,326,3.6,0,1,0,0,0,4,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.6,0.7,0.03,0.15,0.19,0.03,0.19
Hugo Duro,ESP,MF,Getafe,La Liga,18,1999,11,5,417,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.08,0.09,0.17,0.08,0.17
Raphael Dwamena,GHA,FW,Levante,La Liga,22,1995,12,1,222,2.5,0,1,0,0,0,0,0,0.00,0.41,0.41,0.00,0.41,0.6,0.6,0.7,1.3,0.23,0.30,0.53,0.23,0.53
Paulo Dybala,ARG,FW,Juventus,Serie A,24,1993,30,24,2137,23.7,5,4,4,1,1,2,0,0.21,0.17,0.38,0.17,0.34,5.4,4.6,3.2,7.8,0.23,0.14,0.36,0.19,0.33
Edin Džeko,BIH,FW,Roma,Serie A,32,1986,33,28,2579,28.7,9,6,9,0,0,9,0,0.31,0.21,0.52,0.31,0.52,14.5,14.5,4.0,18.5,0.51,0.14,0.65,0.51,0.65
Blerim Džemaili,SUI,MF,Bologna,Serie A,32,1986,28,20,1750,19.4,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,2.0,2.0,1.6,3.6,0.10,0.08,0.19,0.10,0.19
Félix Eboa Eboa,CMR,DF,Guingamp,Ligue 1,21,1997,27,27,2426,27.0,3,0,3,0,0,5,0,0.11,0.00,0.11,0.11,0.11,1.5,1.5,0.8,2.3,0.06,0.03,0.08,0.06,0.08
Dennis Eckert,GER,FW,Celta Vigo,La Liga,21,1997,9,1,216,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.24,0.03,0.27,0.24,0.27
Bruno Ecuele Manga,GAB,DF,Cardiff City,Premier League,30,1988,38,37,3376,37.5,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.8,0.8,0.3,1.1,0.02,0.01,0.03,0.02,0.03
Simone Edera,ITA,FW,Torino,Serie A,21,1997,3,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.06,0.17,0.23,0.06,0.23
Simone Edera,ITA,FW,Bologna,Serie A,21,1997,4,3,196,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.25,0.09,0.34,0.25,0.34
Ederson,BRA,GK,Manchester City,Premier League,24,1993,38,38,3420,38.0,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,20,1998,23,12,1113,12.4,4,1,4,0,0,0,0,0.32,0.08,0.40,0.32,0.40,3.3,3.3,1.9,5.2,0.27,0.15,0.42,0.27,0.42
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,21,1996,34,34,3052,33.9,5,4,5,0,0,4,0,0.15,0.12,0.27,0.15,0.27,3.0,3.0,4.5,7.5,0.09,0.13,0.22,0.09,0.22
Albin Ekdal,SWE,MF,Sampdoria,Serie A,29,1989,32,30,2646,29.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.7,0.02,0.03,0.06,0.02,0.06
Josip Elez,CRO,DF,Hannover 96,Bundesliga,24,1994,10,7,646,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02
Harvey Elliott,ENG,MF,Fulham,Premier League,15,2003,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.53,0.00,0.53,0.53,0.53
Mohamed Elneny,EGY,MF,Arsenal,Premier League,26,1992,8,5,380,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.8,0.16,0.04,0.19,0.16,0.19
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,24,1994,27,24,2254,25.0,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.6,1.9,0.05,0.03,0.08,0.05,0.08
Gorka Elustondo,ESP,MF,Rayo Vallecano,La Liga,31,1987,5,3,285,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.07,0.09,0.02,0.09
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,21,1996,30,30,2623,29.1,2,1,2,0,0,1,0,0.07,0.03,0.10,0.07,0.10,1.6,1.6,0.4,2.0,0.05,0.02,0.07,0.05,0.07
Rodrigo Ely,BRA,DF,Alavés,La Liga,24,1993,5,5,430,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.02,0.01,0.02
Mohamed Elyounoussi,NOR,MF,Southampton,Premier League,23,1994,16,8,793,8.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2.2,2.2,1.2,3.5,0.25,0.14,0.39,0.25,0.39
Adri Embarba,ESP,FW,Rayo Vallecano,La Liga,26,1992,36,27,2282,25.4,5,6,2,3,3,5,1,0.20,0.24,0.43,0.08,0.32,6.0,3.7,6.2,9.9,0.24,0.24,0.48,0.15,0.39
Breel Embolo,SUI,FW,Schalke 04,Bundesliga,21,1997,20,15,1345,14.9,5,1,5,0,0,4,0,0.33,0.07,0.40,0.33,0.40,3.6,3.6,2.4,6.1,0.24,0.16,0.41,0.24,0.41
Emerson,BRA,DF,Betis,La Liga,19,1999,6,4,317,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.05,0.10,0.15,0.05,0.15
Youssef En-Nesyri,MAR,FW,Leganés,La Liga,21,1997,31,22,2106,23.4,9,2,9,0,0,7,0,0.38,0.09,0.47,0.38,0.47,7.4,7.4,1.2,8.5,0.31,0.05,0.36,0.31,0.36
Björn Engels,BEL,DF,Reims,Ligue 1,23,1994,33,33,2970,33.0,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,1.1,1.1,0.8,1.9,0.03,0.02,0.06,0.03,0.06
Sergi Enrich,ESP,FW,Eibar,La Liga,28,1990,35,30,2582,28.7,7,4,7,0,0,4,0,0.24,0.14,0.38,0.24,0.38,10.0,10.0,3.6,13.6,0.35,0.13,0.48,0.35,0.48
Javier Eraso,ESP,MF,Leganés,La Liga,28,1990,13,9,631,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.8,1.8,0.14,0.12,0.26,0.14,0.26
Christian Eriksen,DEN,MF,Tottenham,Premier League,26,1992,35,30,2774,30.8,8,12,8,0,0,3,0,0.26,0.39,0.65,0.26,0.65,5.5,5.5,7.3,12.9,0.18,0.24,0.42,0.18,0.42
Patrick Erras,GER,MF,Nürnberg,Bundesliga,23,1995,19,13,1222,13.6,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.5,1.1,0.04,0.04,0.08,0.04,0.08
Gonzalo Escalante,ARG,MF,Eibar,La Liga,25,1993,32,18,1789,19.9,4,1,4,0,0,6,0,0.20,0.05,0.25,0.20,0.25,2.1,2.1,0.9,3.0,0.11,0.05,0.15,0.11,0.15
Sergio Escudero,ESP,DF,Sevilla,La Liga,28,1989,21,18,1545,17.2,0,1,0,0,0,8,1,0.00,0.06,0.06,0.00,0.06,1.2,1.2,1.1,2.4,0.07,0.07,0.14,0.07,0.14
Bernardo Espinosa,COL,DF,Girona,La Liga,29,1989,31,31,2727,30.3,1,1,1,0,0,6,2,0.03,0.03,0.07,0.03,0.07,1.4,1.4,0.9,2.2,0.05,0.03,0.07,0.05,0.07
Michael Esser,GER,GK,Hannover 96,Bundesliga,30,1987,32,32,2880,32.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.8,0.00,0.02,0.02,0.00,0.02
Alexander Esswein,GER,FW,Stuttgart,Bundesliga,28,1990,17,15,1251,13.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,2.2,3.9,0.12,0.16,0.28,0.12,0.28
Neil Etheridge,PHI,GK,Cardiff City,Premier League,28,1990,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,31,1987,27,25,2031,22.6,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,0.5,0.5,2.4,2.9,0.02,0.11,0.13,0.02,0.13
Xabier Etxeita,ESP,DF,Huesca,La Liga,30,1987,31,30,2677,29.7,4,0,4,0,0,10,0,0.13,0.00,0.13,0.13,0.13,2.3,2.3,0.2,2.5,0.08,0.01,0.08,0.08,0.08
Lucas Evangelista,BRA,FW,Nantes,Ligue 1,23,1995,14,9,720,8.0,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.3,1.1,0.10,0.03,0.13,0.10,0.13
Jonny Evans,NIR,DF,Leicester City,Premier League,30,1988,24,21,1996,22.2,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.9,0.9,0.2,1.1,0.04,0.01,0.05,0.04,0.05
Ewerton,BRA,DF,Nürnberg,Bundesliga,29,1989,18,15,1341,14.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.00,0.03,0.03,0.03
Valentin Eysseric,FRA,MF,Nantes,Ligue 1,26,1992,5,3,209,2.3,1,0,0,1,2,1,0,0.43,0.00,0.43,0.00,0.00,1.9,0.4,0.2,0.6,0.83,0.10,0.92,0.17,0.27
Valentin Eysseric,FRA,FW,Fiorentina,Serie A,26,1992,8,4,358,4.0,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.8,0.9,0.03,0.21,0.24,0.03,0.24
Marco Fabián,MEX,FW,Eint Frankfurt,Bundesliga,29,1989,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.13,0.00,0.13,0.13,0.13
Łukasz Fabiański,POL,GK,West Ham,Premier League,33,1985,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.00,0.00,0.00,0.00
Fabinho,BRA,MF,Liverpool,Premier League,24,1993,28,21,2017,22.4,1,2,1,0,0,6,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,1.3,2.1,0.04,0.06,0.09,0.04,0.09
Fábio,BRA,DF,Nantes,Ligue 1,28,1990,20,15,1276,14.2,0,2,0,0,0,4,1,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.4,0.7,0.02,0.03,0.05,0.02,0.05
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,31,1987,13,12,966,10.7,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.8,1.8,0.9,2.6,0.16,0.08,0.24,0.16,0.24
Cesc Fàbregas,ESP,MF,Chelsea,Premier League,31,1987,6,1,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.10,0.13,0.03,0.13
Fabricio,ESP,GK,Fulham,Premier League,30,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,29,1988,17,16,1470,16.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Romain Faivre,FRA,MF,Monaco,Ligue 1,20,1998,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.19,0.04,0.23,0.19,0.23
Fayçal Fajr,MAR,MF,Caen,Ligue 1,29,1988,36,36,3240,36.0,5,4,5,0,0,6,0,0.14,0.11,0.25,0.14,0.25,2.5,2.5,4.3,6.8,0.07,0.12,0.19,0.07,0.19
Radamel Falcao,COL,FW,Monaco,Ligue 1,32,1986,33,29,2557,28.4,15,2,12,3,4,10,0,0.53,0.07,0.60,0.42,0.49,15.2,12.2,1.8,14.0,0.54,0.06,0.60,0.43,0.49
Diego Falcinelli,ITA,FW,Bologna,Serie A,27,1991,16,8,703,7.8,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,2.2,2.2,0.9,3.1,0.28,0.11,0.40,0.28,0.40
Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,26,1992,7,7,600,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
Iago Falque,ESP,FW,Torino,Serie A,28,1990,26,19,1612,17.9,6,4,6,0,0,1,0,0.33,0.22,0.56,0.33,0.56,5.8,5.8,4.1,9.9,0.32,0.23,0.55,0.32,0.55
Paolo Faragò,ITA,MF,Cagliari,Serie A,25,1993,26,17,1703,18.9,1,1,1,0,0,8,1,0.05,0.05,0.11,0.05,0.11,2.0,2.0,2.4,4.4,0.10,0.13,0.23,0.10,0.23
Mohamed Fares,ALG,DF,SPAL,Serie A,22,1996,35,32,2949,32.8,3,0,3,0,0,12,0,0.09,0.00,0.09,0.09,0.09,2.7,2.7,2.5,5.2,0.08,0.08,0.16,0.08,0.16
Diego Farias,BRA,FW,Cagliari,Serie A,28,1990,16,7,700,7.8,3,0,3,0,0,3,0,0.39,0.00,0.39,0.39,0.39,2.4,2.4,0.3,2.7,0.31,0.03,0.34,0.31,0.34
Diego Farias,BRA,FW,Empoli,Serie A,28,1990,16,16,1193,13.3,4,4,4,0,0,1,0,0.30,0.30,0.60,0.30,0.60,4.5,4.5,3.8,8.3,0.34,0.29,0.63,0.34,0.63
Andrea Favilli,ITA,FW,Genoa,Serie A,21,1997,6,0,170,1.9,0,2,0,0,0,0,0,0.00,1.06,1.06,0.00,1.06,0.3,0.3,0.2,0.6,0.17,0.13,0.30,0.17,0.30
Federico Fazio,ARG,DF,Roma,Serie A,31,1987,34,31,2806,31.2,5,0,5,0,0,6,0,0.16,0.00,0.16,0.16,0.16,2.6,2.6,0.2,2.8,0.08,0.01,0.09,0.08,0.09
Zouhair Feddal,MAR,DF,Betis,La Liga,29,1989,21,19,1702,18.9,1,1,1,0,0,7,0,0.05,0.05,0.11,0.05,0.11,1.6,1.6,0.5,2.1,0.09,0.02,0.11,0.09,0.11
Nabil Fekir,FRA,MF,Lyon,Ligue 1,25,1993,29,24,1988,22.1,9,7,5,4,6,5,0,0.41,0.32,0.72,0.23,0.54,10.5,6.0,5.6,11.6,0.48,0.25,0.73,0.27,0.52
Yassin Fekir,FRA,FW,Lyon,Ligue 1,21,1997,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.12,0.79,0.92,0.12,0.92
Felipe,BRA,DF,Hannover 96,Bundesliga,31,1987,17,14,1095,12.2,2,0,2,0,0,5,1,0.16,0.00,0.16,0.16,0.16,0.8,0.8,0.0,0.8,0.06,0.00,0.06,0.06,0.06
Luiz Felipe,ITA,DF,Lazio,Serie A,21,1997,17,15,1289,14.3,1,1,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,0.5,0.5,0.2,0.7,0.04,0.01,0.05,0.04,0.05
Ohis Felix Uduokhai,GER,DF,Wolfsburg,Bundesliga,20,1997,11,2,244,2.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
Marouane Fellaini,BEL,MF,Manchester Utd,Premier League,30,1987,14,6,752,8.4,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.2,0.5,0.03,0.03,0.06,0.03,0.06
Kiko Femenía,ESP,DF,Watford,Premier League,27,1991,29,22,2049,22.8,1,1,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,0.4,0.4,1.5,1.9,0.02,0.07,0.08,0.02,0.08
