Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Antonis Aidonis,GER,DF,Stuttgart,Bundesliga,17,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ola Aina,NGA,DF,Torino,Serie A,21,1996,24.0,1,25,6,24.0,1.04,0.25,0.04,0.17,18.2,0,0,0,1.9,1.9,0.08,-0.9,-0.9
Youssef Aït Bennasser,MAR,MF,Monaco,Ligue 1,22,1996,11.9,0,10,1,10.0,0.84,0.08,0.00,0.00,27.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Youssef Aït Bennasser,MAR,MF,Saint-Étienne,Ligue 1,22,1996,10.4,0,7,0,0.0,0.67,0.00,0.00,,26.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,17,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,24,1994,17.0,9,47,17,36.2,2.76,1.00,0.19,0.53,13.7,2,0,0,5.7,5.7,0.12,+3.3,+3.3
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,23,1995,24.5,1,9,2,22.2,0.37,0.08,0.11,0.50,9.9,0,0,0,0.8,0.8,0.09,+0.2,+0.2
Carlos Akapo,EQG,DF,Huesca,La Liga,25,1993,11.4,0,8,2,25.0,0.70,0.18,0.00,0.00,22.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Nathan Aké,NED,DF,Bournemouth,Premier League,23,1995,37.9,4,24,8,33.3,0.63,0.21,0.17,0.50,7.6,0,0,0,3.0,3.0,0.13,+1.0,+1.0
Sergio Akieme,ESP,DF,Rayo Vallecano,La Liga,20,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Chadrac Akolo,COD,MF,Stuttgart,Bundesliga,23,1995,5.8,0,16,3,18.8,2.74,0.51,0.00,0.00,18.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,23,1995,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kevin Akpoguma,NGA,DF,Hannover 96,Bundesliga,23,1995,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
David Alaba,AUT,DF,Bayern Munich,Bundesliga,26,1992,28.1,3,47,16,34.0,1.67,0.57,0.06,0.19,25.8,16,0,0,2.2,2.2,0.05,+0.8,+0.8
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,20,1998,21.1,1,13,2,15.4,0.62,0.09,0.08,0.50,22.3,0,0,0,0.6,0.6,0.04,+0.4,+0.4
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,25,1992,14.1,9,44,17,38.6,3.13,1.21,0.20,0.53,10.5,0,0,0,7.9,7.9,0.19,+1.1,+1.1
Jordi Alba,ESP,DF,Barcelona,La Liga,29,1989,33.2,2,14,4,28.6,0.42,0.12,0.14,0.50,13.7,0,0,0,1.8,1.8,0.13,+0.2,+0.2
Luis Alberto,ESP,MF,Lazio,Serie A,25,1992,22.1,4,70,13,18.6,3.17,0.59,0.04,0.23,21.7,8,1,1,4.6,3.9,0.06,-0.6,-0.9
Raúl Albiol,ESP,DF,Napoli,Serie A,32,1985,19.0,1,3,1,33.3,0.16,0.05,0.33,1.00,11.8,0,0,0,0.2,0.2,0.06,+0.8,+0.8
Miiko Albornoz,CHI,DF,Hannover 96,Bundesliga,27,1990,18.4,1,11,4,36.4,0.60,0.22,0.09,0.25,24.8,0,0,0,0.3,0.3,0.03,+0.7,+0.7
Marc Albrighton,ENG,FW,Leicester City,Premier League,28,1989,18.1,2,20,7,35.0,1.11,0.39,0.10,0.29,20.8,0,0,0,1.1,1.1,0.06,+0.9,+0.9
Paco Alcácer,ESP,FW,Dortmund,Bundesliga,24,1993,13.5,18,51,26,51.0,3.79,1.93,0.33,0.65,15.0,6,1,1,9.2,8.4,0.17,+8.8,+8.6
Pedro Alcalá,ESP,DF,Girona,La Liga,29,1989,20.8,1,15,3,20.0,0.72,0.14,0.07,0.33,16.0,1,0,0,0.9,0.9,0.06,+0.1,+0.1
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,27,1991,26.8,2,23,6,26.1,0.86,0.22,0.09,0.33,19.9,1,0,0,2.2,2.2,0.09,-0.2,-0.2
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,27,1991,33.1,3,52,12,23.1,1.57,0.36,0.06,0.25,25.5,11,0,1,3.3,2.5,0.05,-0.3,+0.5
Toby Alderweireld,BEL,DF,Tottenham,Premier League,29,1989,32.5,0,18,6,33.3,0.55,0.18,0.00,0.00,12.7,0,0,0,1.5,1.5,0.08,-1.5,-1.5
Álex Alegría,ESP,FW,Rayo Vallecano,La Liga,25,1992,1.6,0,3,2,66.7,1.93,1.29,0.00,0.00,18.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Alexis Alegue,FRA,FW,Nantes,Ligue 1,21,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Iván Alejo,ESP,MF,Getafe,La Liga,23,1995,1.6,0,1,0,0.0,0.62,0.00,0.00,,23.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Carles Aleñá,ESP,MF,Barcelona,La Liga,20,1998,7.1,2,14,3,21.4,1.98,0.42,0.14,0.67,21.2,0,0,0,1.5,1.5,0.10,+0.5,+0.5
Rúnar Alex Rúnarsson,ISL,GK,Dijon,Ligue 1,23,1995,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexander,ARG,DF,Leganés,La Liga,29,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,19,1998,27.4,1,29,9,31.0,1.06,0.33,0.03,0.11,24.5,9,0,0,1.4,1.4,0.05,-0.4,-0.4
Rachid Alioui,MAR,FW,Nîmes,Ligue 1,26,1992,13.9,5,50,20,40.0,3.59,1.44,0.10,0.25,19.6,4,0,0,5.3,5.3,0.11,-0.3,-0.3
Alisson,BRA,GK,Liverpool,Premier League,25,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bobby Allain,FRA,GK,Dijon,Ligue 1,26,1991,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Allan,BRA,MF,Napoli,Serie A,27,1991,29.1,1,25,2,8.0,0.86,0.07,0.04,0.50,23.6,0,0,0,1.1,1.1,0.05,-0.1,-0.1
Allan,BRA,MF,Eint Frankfurt,Bundesliga,21,1997,2.0,0,2,0,0.0,1.02,0.00,0.00,,20.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Dele Alli,ENG,MF,Tottenham,Premier League,22,1996,20.3,5,40,19,47.5,1.97,0.94,0.13,0.26,13.9,1,0,0,6.1,6.1,0.15,-1.1,-1.1
Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,24,1994,8.4,0,19,8,42.1,2.25,0.95,0.00,0.00,19.4,0,0,0,1.5,1.5,0.08,-1.5,-1.5
Júnior Alonso,PAR,DF,Celta Vigo,La Liga,25,1993,6.0,0,4,2,50.0,0.67,0.34,0.00,0.00,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Marcos Alonso,ESP,DF,Chelsea,Premier League,27,1990,30.7,2,44,7,15.9,1.44,0.23,0.05,0.29,18.6,8,0,0,2.9,2.9,0.07,-0.9,-0.9
Mickaël Alphonse,GLP,DF,Dijon,Ligue 1,29,1989,6.3,1,4,2,50.0,0.63,0.32,0.25,0.50,20.2,0,0,0,0.3,0.3,0.06,+0.7,+0.7
Sergio Álvarez,ESP,MF,Eibar,La Liga,26,1992,11.9,0,2,0,0.0,0.17,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,31,1986,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,23,1995,29.0,0,10,3,30.0,0.34,0.10,0.00,0.00,8.4,0,0,0,1.4,1.0,0.10,-1.4,-1.0
Bruno Alves,POR,DF,Parma,Serie A,36,1981,32.5,4,17,5,29.4,0.52,0.15,0.24,0.80,18.8,8,0,0,2.2,2.2,0.13,+1.8,+1.8
Dani Alves,BRA,MF,Paris S-G,Ligue 1,35,1983,18.0,1,27,6,22.2,1.50,0.33,0.04,0.17,21.6,2,0,0,2.2,2.2,0.08,-1.2,-1.2
Alfons Amade,GER,MF,Hoffenheim,Bundesliga,18,1999,0.1,0,1,0,0.0,10.00,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Ibrahim Amadou,FRA,MF,Sevilla,La Liga,25,1993,8.5,0,9,3,33.3,1.06,0.35,0.00,0.00,19.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Romain Amalfitano,FRA,MF,Dijon,Ligue 1,28,1989,28.0,0,20,4,20.0,0.71,0.14,0.00,0.00,25.0,0,0,0,0.6,0.6,0.03,-0.6,-0.6
Daniel Amartey,GHA,DF,Leicester City,Premier League,23,1994,7.1,0,4,1,25.0,0.56,0.14,0.00,0.00,19.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Jordi Amat,ESP,DF,Rayo Vallecano,La Liga,26,1992,30.7,0,7,1,14.3,0.23,0.03,0.00,0.00,7.3,0,0,0,0.7,0.7,0.10,-0.7,-0.7
Amath,SEN,MF,Getafe,La Liga,22,1996,11.1,1,14,6,42.9,1.26,0.54,0.07,0.17,17.5,0,0,0,1.6,1.6,0.12,-0.6,-0.6
Jordan Amavi,FRA,DF,Marseille,Ligue 1,24,1994,24.2,0,25,5,20.0,1.03,0.21,0.00,0.00,24.1,0,0,0,0.6,0.6,0.02,-0.6,-0.6
Kelvin Amian,FRA,DF,Toulouse,Ligue 1,20,1998,32.0,0,18,4,22.2,0.56,0.12,0.00,0.00,25.5,0,0,0,0.5,0.5,0.03,-0.5,-0.5
Nadiem Amiri,GER,MF,Hoffenheim,Bundesliga,21,1996,8.4,3,19,6,31.6,2.27,0.72,0.16,0.50,17.9,0,0,0,2.2,2.2,0.11,+0.8,+0.8
Yanis Ammour,FRA,MF,Montpellier,Ligue 1,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luke Amos,ENG,MF,Tottenham,Premier League,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joachim Andersen,DEN,DF,Sampdoria,Serie A,22,1996,32.0,0,13,5,38.5,0.41,0.16,0.00,0.00,13.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Felipe Anderson,BRA,MF,West Ham,Premier League,25,1993,33.8,9,59,24,40.7,1.74,0.71,0.15,0.38,18.5,5,0,0,4.9,4.9,0.08,+4.1,+4.1
Florin Andone,ROU,FW,Brighton,Premier League,25,1993,9.8,3,18,8,44.4,1.84,0.82,0.17,0.38,12.1,0,0,0,2.0,2.0,0.11,+1.0,+1.0
Benjamin André,FRA,MF,Rennes,Ligue 1,27,1990,27.7,3,32,9,28.1,1.15,0.32,0.09,0.33,12.2,0,0,0,3.3,3.3,0.10,-0.3,-0.3
Marco Andreolli,ITA,DF,Cagliari,Serie A,32,1986,1.2,0,1,1,100.0,0.85,0.85,0.00,0.00,9.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Marco Andreolli,ITA,DF,Chievo,Serie A,32,1986,7.2,0,3,1,33.3,0.42,0.14,0.00,0.00,9.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Yoann Andreu,FRA,DF,Angers,Ligue 1,29,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
José Ángel,ESP,DF,Eibar,La Liga,28,1989,33.6,1,24,4,16.7,0.71,0.12,0.04,0.25,27.0,4,0,0,0.7,0.7,0.03,+0.3,+0.3
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,34,1984,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cristian Ansaldi,ARG,DF,Torino,Serie A,31,1986,20.1,3,36,7,19.4,1.79,0.35,0.08,0.43,25.8,5,0,0,1.4,1.4,0.04,+1.6,+1.6
Mirco Antenucci,ITA,FW,SPAL,Serie A,33,1984,23.7,5,51,16,31.4,2.15,0.68,0.08,0.25,17.7,1,1,2,6.7,5.1,0.10,-1.7,-1.1
Waldemar Anton,GER,DF,Hannover 96,Bundesliga,22,1996,34.0,1,20,4,20.0,0.59,0.12,0.05,0.25,14.5,0,0,0,1.2,1.2,0.06,-0.2,-0.2
Luca Antonelli,ITA,DF,Empoli,Serie A,31,1987,8.4,0,7,2,28.6,0.83,0.24,0.00,0.00,13.1,0,0,0,0.8,0.8,0.11,-0.8,-0.8
Mauro Antonio Burruchaga,ARG,MF,Chievo,Serie A,20,1998,0.6,0,1,1,100.0,1.55,1.55,0.00,0.00,33.8,0,0,0,0.0,0.0,0.01,0.0,0.0
Michail Antonio,JAM,FW,West Ham,Premier League,28,1990,23.4,6,64,25,39.1,2.74,1.07,0.09,0.24,15.9,0,0,0,7.1,7.1,0.11,-1.1,-1.1
Antoñito,ESP,DF,Valladolid,La Liga,30,1987,20.7,2,8,2,25.0,0.39,0.10,0.25,1.00,16.1,0,0,0,1.0,1.0,0.12,+1.0,+1.0
Vitorino Antunes,POR,DF,Getafe,La Liga,31,1987,24.2,1,29,6,20.7,1.20,0.25,0.03,0.17,26.8,4,0,0,0.9,0.9,0.03,+0.1,+0.1
Anuar,MAR,MF,Valladolid,La Liga,23,1995,12.0,1,10,4,40.0,0.83,0.33,0.10,0.25,11.8,0,0,0,2.7,2.7,0.27,-1.7,-1.7
Dennis Aogo,GER,MF,Stuttgart,Bundesliga,31,1987,11.4,0,10,1,10.0,0.88,0.09,0.00,0.00,22.9,2,0,0,0.4,0.4,0.04,-0.4,-0.4
Houssem Aouar,FRA,MF,Lyon,Ligue 1,20,1998,34.0,7,72,23,31.9,2.12,0.68,0.10,0.30,16.6,1,0,0,7.5,7.5,0.10,-0.5,-0.5
Emmanuel Apeh,NGA,MF,Celta Vigo,La Liga,21,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mauro Arambarri,URU,MF,Getafe,La Liga,22,1995,29.7,1,26,9,34.6,0.87,0.30,0.04,0.11,24.5,3,0,0,1.4,1.4,0.05,-0.4,-0.4
Guilherme Arana,BRA,MF,Sevilla,La Liga,21,1997,7.0,0,5,2,40.0,0.72,0.29,0.00,0.00,17.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,29,1989,21.0,2,22,5,22.7,1.05,0.24,0.09,0.40,24.0,3,0,0,1.4,1.4,0.06,+0.6,+0.6
Luiz Araújo,BRA,FW,Lille,Ligue 1,22,1996,8.7,3,25,9,36.0,2.88,1.04,0.12,0.33,22.5,2,0,0,2.4,2.4,0.10,+0.6,+0.6
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,26,1991,29.8,3,12,7,58.3,0.40,0.23,0.25,0.43,9.8,0,0,0,1.6,1.6,0.13,+1.4,+1.4
Anaitz Arbilla,ESP,DF,Eibar,La Liga,31,1987,21.7,1,19,1,5.3,0.88,0.05,0.05,1.00,22.9,3,0,0,0.7,0.7,0.04,+0.3,+0.3
Joaquín Ardaiz,URU,FW,Frosinone,Serie A,19,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,25,1993,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Santiago Arias,COL,DF,Atlético Madrid,La Liga,26,1992,19.7,1,9,1,11.1,0.46,0.05,0.11,1.00,17.6,0,0,0,0.4,0.4,0.04,+0.6,+0.6
Lorenzo Ariaudo,ITA,DF,Frosinone,Serie A,29,1989,18.7,0,5,1,20.0,0.27,0.05,0.00,0.00,5.9,0,0,0,0.6,0.6,0.13,-0.6,-0.6
Nicolò Armini,ITA,DF,Lazio,Serie A,17,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yoël Armougom,FRA,DF,Caen,Ligue 1,20,1998,20.6,0,10,2,20.0,0.49,0.10,0.00,0.00,30.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Stuart Armstrong,SCO,MF,Southampton,Premier League,26,1992,15.9,3,32,12,37.5,2.01,0.75,0.09,0.25,20.8,0,0,0,2.0,2.0,0.06,+1.0,+1.0
José Arnaiz,ESP,DF,Leganés,La Liga,23,1995,1.3,0,1,0,0.0,0.80,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Marko Arnautović,AUT,FW,West Ham,Premier League,29,1989,22.1,10,61,30,49.2,2.76,1.36,0.15,0.30,17.1,3,1,1,9.7,8.9,0.15,+0.3,+0.1
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,24,1994,31.9,2,53,22,41.5,1.66,0.69,0.04,0.09,28.1,8,0,0,2.0,2.0,0.04,0.0,0.0
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,23,1994,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Harry Arter,IRL,MF,Cardiff City,Premier League,28,1989,22.2,0,23,4,17.4,1.04,0.18,0.00,0.00,22.5,0,0,0,1.1,1.1,0.05,-1.1,-1.1
Kwadwo Asamoah,GHA,DF,Inter,Serie A,29,1988,29.7,0,10,1,10.0,0.34,0.03,0.00,0.00,26.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Takuma Asano,JPN,MF,Hannover 96,Bundesliga,23,1994,7.8,0,13,3,23.1,1.67,0.39,0.00,0.00,16.4,0,0,0,1.1,1.1,0.08,-1.1,-1.1
Santiago Ascacíbar,ARG,MF,Stuttgart,Bundesliga,21,1997,27.0,0,19,5,26.3,0.70,0.19,0.00,0.00,18.7,0,0,0,1.4,1.4,0.07,-1.4,-1.4
Sergio Asenjo,ESP,GK,Villarreal,La Liga,29,1989,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marco Asensio,ESP,FW,Real Madrid,La Liga,22,1996,19.8,1,45,17,37.8,2.28,0.86,0.02,0.06,17.8,1,0,0,4.3,4.3,0.10,-3.3,-3.3
Iago Aspas,ESP,FW,Celta Vigo,La Liga,30,1987,25.0,20,64,26,40.6,2.56,1.04,0.23,0.58,16.3,10,5,5,12.9,9.1,0.14,+7.1,+5.9
Simon Asta,GER,DF,Augsburg,Bundesliga,17,2001,1.0,0,2,0,0.0,2.00,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0
Youcef Atal,ALG,DF,Nice,Ligue 1,22,1996,25.1,6,36,16,44.4,1.43,0.64,0.17,0.38,17.2,0,0,1,3.6,2.9,0.08,+2.4,+3.1
Christian Atsu,GHA,MF,Newcastle Utd,Premier League,26,1992,16.6,1,28,14,50.0,1.69,0.84,0.04,0.07,18.7,0,0,0,2.0,2.0,0.07,-1.0,-1.0
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,29,1989,30.3,22,89,34,38.2,2.94,1.12,0.20,0.53,13.8,0,4,5,21.3,17.3,0.19,+0.7,+0.7
Emil Audero,ITA,GK,Sampdoria,Serie A,21,1997,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,21,1997,5.1,3,12,7,58.3,2.34,1.37,0.25,0.43,12.3,0,0,0,2.5,2.5,0.21,+0.5,+0.5
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,24,1994,33.6,1,21,6,28.6,0.62,0.18,0.05,0.17,13.2,0,0,0,1.3,1.3,0.06,-0.3,-0.3
Serge Aurier,CIV,DF,Tottenham,Premier League,25,1992,6.3,0,5,1,20.0,0.80,0.16,0.00,0.00,20.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Charlie Austin,ENG,FW,Southampton,Premier League,29,1989,10.9,2,32,7,21.9,2.93,0.64,0.06,0.29,14.9,0,0,1,3.6,3.1,0.10,-1.6,-1.1
Ezequiel Ávila,ARG,FW,Huesca,La Liga,24,1994,22.2,10,89,23,25.8,4.01,1.04,0.10,0.39,19.4,2,1,1,6.6,5.9,0.07,+3.4,+3.1
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,26,1991,13.1,1,27,2,7.4,2.06,0.15,0.04,0.50,14.2,0,0,0,2.5,2.5,0.09,-1.5,-1.5
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,23,1994,27.2,4,22,9,40.9,0.81,0.33,0.18,0.44,13.4,5,0,0,2.3,2.3,0.11,+1.7,+1.7
Floyd Ayité,TOG,FW,Fulham,Premier League,29,1988,5.3,1,7,1,14.3,1.32,0.19,0.14,1.00,20.0,0,0,0,0.3,0.3,0.05,+0.7,+0.7
César Azpilicueta,ESP,DF,Chelsea,Premier League,28,1989,37.8,1,17,7,41.2,0.45,0.19,0.06,0.14,16.8,0,0,0,0.9,0.9,0.05,+0.1,+0.1
Abdoulaye Ba,SEN,DF,Rayo Vallecano,La Liga,27,1991,23.4,1,9,4,44.4,0.38,0.17,0.11,0.25,8.0,0,0,0,1.1,1.1,0.13,-0.1,-0.1
Florian Baak,GER,MF,Hertha BSC,Bundesliga,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ludovic Baal,GUF,DF,Rennes,Ligue 1,32,1986,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
