Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Blocks Int,Blocks Tkl+Int,Blocks Clr,Blocks Err
Mustapha Diallo,SEN,MF,Nîmes,Ligue 1,32,1986,5.1,16,14,6,9,1,0,13,0.0,13,91,23,25.3,22,60,9,6,1,0,5,11,27,12,2
Mohamed Diamé,SEN,MF,Newcastle Utd,Premier League,31,1987,24.1,75,49,36,34,5,14,69,20.3,55,664,191,28.8,254,346,64,57,12,0,45,39,114,49,1
Grady Diangana,ENG,MF,West Ham,Premier League,20,1998,6.8,19,7,8,6,5,5,14,35.7,9,200,58,29.0,61,92,47,13,0,0,13,0,19,2,0
Lassana Diarra,FRA,MF,Paris S-G,Ligue 1,33,1985,1.8,2,2,0,2,0,1,3,33.3,2,36,10,27.8,11,25,0,2,0,0,2,2,4,4,0
Amadou Diawara,GUI,MF,Napoli,Serie A,21,1997,7.3,13,10,4,7,2,4,11,36.4,7,155,43,27.7,34,89,32,7,0,0,7,9,22,5,0
Brahim Díaz,ESP,FW,Real Madrid,La Liga,18,1999,4.2,11,6,7,3,1,1,4,25.0,3,62,21,33.9,9,30,23,1,0,0,1,0,11,0,0
Javier Díaz,ESP,GK,Sevilla,La Liga,21,1997,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Bakaye Dibassy,MLI,DF,Amiens,Ligue 1,28,1989,32.7,40,28,25,11,4,14,34,41.2,20,318,108,34.0,155,129,34,64,22,1,42,25,65,121,1
Lorenzo Dickmann,ITA,DF,SPAL,Serie A,21,1996,1.9,3,2,3,0,0,3,5,60.0,2,61,12,19.7,36,15,10,2,0,0,2,1,4,4,0
Daniel Didavi,GER,MF,Stuttgart,Bundesliga,28,1990,10.6,24,14,10,11,3,5,19,26.3,14,191,53,27.7,34,99,58,11,0,0,11,6,30,4,0
Étienne Didot,FRA,MF,Guingamp,Ligue 1,35,1983,23.4,45,35,10,31,4,19,61,31.1,42,541,128,23.7,154,318,69,44,7,1,37,22,67,37,1
Adrián Diéguez,ESP,DF,Huesca,La Liga,22,1996,8.3,16,10,14,1,1,4,15,26.7,11,108,26,24.1,77,28,3,13,3,0,10,11,27,52,2
Eric Dier,ENG,MF,Tottenham,Premier League,24,1994,16.7,29,17,8,16,5,12,42,28.6,30,235,78,33.2,76,129,30,35,14,0,21,14,43,53,0
Tim Dierßen,GER,FW,Hannover 96,Bundesliga,22,1996,0.2,0,0,0,0,0,0,0,,0,9,1,11.1,2,7,0,1,0,0,1,0,0,0,0
Lucas Digne,FRA,DF,Everton,Premier League,25,1993,32.9,86,41,50,25,11,32,55,58.2,23,469,145,30.9,230,144,95,71,10,0,61,71,157,113,0
Mitchell Dijks,NED,DF,Bologna,Serie A,25,1993,22.5,41,25,26,10,5,16,44,36.4,28,308,97,31.5,136,119,53,33,3,0,30,21,62,42,0
Javairô Dilrosun,NED,FW,Hertha BSC,Bundesliga,20,1998,10.0,11,9,6,4,1,4,14,28.6,10,161,43,26.7,44,79,38,23,2,1,21,9,20,5,0
Federico Dimarco,ITA,DF,Parma,Serie A,20,1997,9.9,21,13,8,10,3,7,28,25.0,21,216,49,22.7,122,66,28,30,7,2,23,12,33,23,0
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,24,1993,21.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,1,0,0,1,0,0,0,0
Tristan Dingomé,CMR,MF,Reims,Ligue 1,27,1991,14.9,30,16,13,11,6,8,26,30.8,18,501,98,19.6,102,278,121,22,4,0,18,8,38,6,0
Ismaël Diomandé,CIV,MF,Caen,Ligue 1,25,1992,14.4,27,17,15,12,0,4,21,19.0,17,263,64,24.3,122,130,11,24,9,0,15,8,35,45,0
Federico Dionisi,ITA,FW,Frosinone,Serie A,31,1987,2.3,5,3,1,2,2,0,1,0.0,1,42,9,21.4,3,18,21,0,0,0,0,0,5,0,0
Lois Diony,FRA,FW,Saint-Étienne,Ligue 1,25,1992,17.7,16,12,4,6,6,2,12,16.7,10,277,63,22.7,23,153,101,12,0,0,12,2,18,9,0
Issa Diop,FRA,DF,West Ham,Premier League,21,1997,33.0,64,33,44,19,1,21,49,42.9,28,282,107,37.9,190,87,5,79,40,0,39,80,144,164,0
Papakouli Diop,SEN,MF,Eibar,La Liga,32,1986,26.1,63,46,15,39,9,19,44,43.2,25,485,175,36.1,87,304,94,29,3,0,26,27,90,52,0
Sofiane Diop,FRA,MF,Monaco,Ligue 1,18,2000,8.2,12,8,6,4,2,1,18,5.6,17,218,64,29.4,59,109,50,14,0,0,14,13,25,3,0
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,20,1997,2.4,7,6,4,3,0,3,5,60.0,2,40,8,20.0,17,22,1,5,0,0,5,1,8,3,0
Assane Dioussé,SEN,MF,Chievo,Serie A,20,1997,9.9,30,24,18,9,3,10,24,41.7,14,261,75,28.7,98,136,27,18,4,0,14,18,48,18,1
Axel Disasi,FRA,DF,Reims,Ligue 1,20,1998,1.8,2,1,2,0,0,1,2,50.0,1,15,7,46.7,13,1,1,4,1,0,3,2,4,17,0
Djené,TOG,DF,Getafe,La Liga,26,1991,33.1,54,36,41,12,1,17,39,43.6,22,370,136,36.8,201,154,15,36,8,0,28,59,113,185,2
Koffi Djidji,CIV,DF,Torino,Serie A,25,1992,15.4,42,27,29,12,1,15,29,51.7,14,215,76,35.3,151,59,5,54,19,1,35,19,61,77,1
Koffi Djidji,CIV,DF,Nantes,Ligue 1,25,1992,1.0,2,1,2,0,0,2,4,50.0,2,6,2,33.3,5,1,0,1,1,0,0,1,3,4,1
Alexander Djiku,GHA,DF,Caen,Ligue 1,23,1994,30.6,68,38,47,19,2,26,63,41.3,37,269,86,32.0,193,66,10,70,33,1,37,52,120,215,2
Papy Djilobodji,SEN,DF,Guingamp,Ligue 1,29,1988,1.9,3,1,3,0,0,0,1,0.0,1,13,4,30.8,7,5,1,3,2,0,1,0,3,15,0
Berat Djimsiti,ALB,DF,Atalanta,Serie A,25,1993,20.1,42,22,23,18,1,15,28,53.6,13,253,88,34.8,141,104,8,30,10,0,20,26,68,99,2
Johan Djourou,SUI,DF,SPAL,Serie A,31,1987,3.1,3,2,3,0,0,2,5,40.0,3,24,4,16.7,20,4,0,5,2,0,3,5,8,14,0
Marko Dmitrović,SRB,GK,Eibar,La Liga,26,1992,24.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,0,2
Matt Doherty,IRL,DF,Wolves,Premier League,26,1992,34.9,74,31,49,21,4,39,70,55.7,31,385,106,27.5,182,142,61,72,7,1,65,45,119,98,0
Keagan Dolly,RSA,FW,Montpellier,Ligue 1,25,1993,1.0,1,1,0,1,0,0,4,0.0,4,30,9,30.0,7,13,10,0,0,0,0,0,1,0,0
Jaume Doménech,ESP,GK,Valencia,La Liga,27,1990,4.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
Giulio Donati,ITA,DF,Mainz 05,Bundesliga,28,1990,6.9,13,8,8,3,2,8,12,66.7,4,74,28,37.8,35,30,9,12,3,1,9,11,24,27,0
Ji Dong-won,KOR,FW,Augsburg,Bundesliga,27,1991,9.9,12,9,5,3,4,3,8,37.5,5,179,39,21.8,36,91,52,14,1,0,13,3,15,13,0
Anastasios Donis,GRE,FW,Stuttgart,Bundesliga,21,1996,10.7,19,15,10,5,4,2,9,22.2,7,204,37,18.1,34,91,79,4,1,0,3,4,23,3,0
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,19,1999,34.3,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,0,0,0,0,0,0,0,1
Godfred Donsah,GHA,MF,Bologna,Serie A,22,1996,1.7,5,4,4,0,1,3,4,75.0,1,51,10,19.6,19,24,8,3,1,0,2,0,5,8,0
Riccardo Doratiotto,ITA,FW,Cagliari,Serie A,19,1999,0.9,1,1,0,0,1,0,0,,0,18,3,16.7,0,5,13,0,0,0,0,0,1,0,0
Filip Đorđević,SRB,FW,Chievo,Serie A,30,1987,7.0,13,11,3,7,3,3,10,30.0,7,190,40,21.1,23,93,74,8,1,0,7,3,16,10,0
Gabriel Dos Santos,BRA,DF,Lille,Ligue 1,20,1997,11.8,21,11,17,4,0,5,7,71.4,2,95,29,30.5,74,18,3,20,10,1,10,11,32,90,1
Mathieu Dossevi,TOG,FW,Toulouse,Ligue 1,30,1988,27.4,44,31,21,12,11,12,43,27.9,31,563,140,24.9,161,226,176,51,1,0,50,26,70,6,0
Abdoulaye Doucouré,MLI,MF,Watford,Premier League,25,1993,34.0,73,49,30,29,14,17,48,35.4,31,668,194,29.0,244,314,110,42,8,0,34,46,119,47,1
Cheick Doukouré,CIV,MF,Levante,La Liga,25,1992,3.5,11,10,4,6,1,2,12,16.7,10,112,21,18.8,42,62,8,8,2,0,6,5,16,3,1
Moussa Doumbia,MLI,FW,Reims,Ligue 1,23,1994,17.8,22,18,12,7,3,6,53,11.3,47,375,93,24.8,133,156,86,18,1,0,17,5,27,8,0
Seydou Doumbia,CIV,FW,Girona,La Liga,30,1987,6.0,6,4,1,2,3,2,4,50.0,2,109,29,26.6,5,52,52,4,0,0,4,3,9,1,0
Souleyman Doumbia,CIV,DF,Rennes,Ligue 1,21,1996,6.7,12,8,8,4,0,4,8,50.0,4,82,20,24.4,48,26,8,13,1,0,12,1,13,21,0
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,27,1991,14.8,20,11,15,4,1,8,17,47.1,9,100,28,28.0,60,35,5,31,11,0,20,17,37,66,0
Bartłomiej Drągowski,POL,GK,Empoli,Serie A,20,1997,14.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,2,1
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,20,1997,2.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
Julian Draxler,GER,MF,Paris S-G,Ligue 1,24,1993,22.7,35,21,11,16,8,14,49,28.6,35,351,79,22.5,84,178,89,20,0,0,20,11,46,2,0
Luke Dreher,ENG,MF,Crystal Palace,Premier League,19,1998,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Josip Drmić,SUI,FW,M'Gladbach,Bundesliga,25,1992,2.5,0,0,0,0,0,0,1,0.0,1,28,4,14.3,2,18,8,1,0,0,1,2,2,0,0
Jaroslav Drobný,CZE,GK,Düsseldorf,Bundesliga,38,1979,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Óscar Duarte,CRC,DF,Espanyol,La Liga,29,1989,7.3,12,5,7,5,0,5,8,62.5,3,52,11,21.2,31,20,1,10,9,0,1,8,20,42,0
Rubén Duarte,ESP,DF,Alavés,La Liga,22,1995,30.8,72,40,38,23,11,31,68,45.6,37,357,117,32.8,209,114,34,90,11,0,79,34,106,135,1
Leo Dubois,FRA,DF,Lyon,Ligue 1,23,1994,22.7,51,34,23,22,6,14,37,37.8,23,366,118,32.2,181,126,59,39,10,2,29,19,70,57,0
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,29,1989,38.0,0,0,0,0,0,0,2,0.0,2,3,0,0.0,3,0,0,0,0,0,0,0,0,4,2
Marvin Ducksch,GER,FW,Düsseldorf,Bundesliga,24,1994,9.1,4,1,1,2,1,1,4,25.0,3,149,43,28.9,20,81,48,8,1,0,7,4,8,7,0
Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,23,1994,28.5,52,33,13,30,9,13,55,23.6,42,598,160,26.8,95,369,134,31,3,0,28,18,70,9,0
Shane Duffy,IRL,DF,Brighton,Premier League,26,1992,34.3,32,17,23,5,4,11,25,44.0,14,177,58,32.8,116,44,17,76,49,1,27,31,63,279,2
Demeaco Duhaney,ENG,DF,Huddersfield,Premier League,19,1998,0.5,2,1,2,0,0,1,2,50.0,1,20,6,30.0,10,7,3,5,0,0,5,0,2,0,0
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,26,1991,22.1,38,19,27,11,0,16,38,42.1,22,235,62,26.4,144,85,6,50,14,1,36,31,69,146,0
Alfred Duncan,GHA,MF,Sassuolo,Serie A,25,1993,20.5,31,19,15,13,3,9,38,23.7,29,358,81,22.6,107,185,66,20,8,0,12,14,45,23,0
Lewis Dunk,ENG,DF,Brighton,Premier League,26,1991,35.0,44,31,30,13,1,9,28,32.1,19,279,108,38.7,195,68,16,65,41,1,24,61,105,203,2
Maxime Dupé,FRA,GK,Nantes,Ligue 1,25,1993,10.4,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1
Filip Đuričić,SRB,FW,Sassuolo,Serie A,26,1992,13.9,17,12,4,10,3,6,20,30.0,14,298,73,24.5,58,150,90,23,1,0,22,9,26,4,0
Erik Durm,GER,DF,Huddersfield,Premier League,26,1992,22.8,43,26,25,14,4,17,39,43.6,22,337,91,27.0,160,124,53,37,7,0,30,45,88,50,0
Jimmy Durmaz,SWE,MF,Toulouse,Ligue 1,29,1989,21.1,35,27,8,15,12,19,50,38.0,31,353,87,24.6,73,195,85,24,4,0,20,12,47,10,0
Riza Durmisi,DEN,DF,Lazio,Serie A,24,1994,3.6,5,5,3,0,2,3,5,60.0,2,61,18,29.5,22,24,15,4,0,0,4,2,7,8,0
Hugo Duro,ESP,MF,Getafe,La Liga,18,1999,4.6,8,4,2,3,3,3,9,33.3,6,133,35,26.3,23,65,45,5,1,0,4,2,10,2,0
Raphael Dwamena,GHA,FW,Levante,La Liga,22,1995,2.5,0,0,0,0,0,0,1,0.0,1,42,7,16.7,7,19,16,2,1,0,1,0,0,3,0
Paulo Dybala,ARG,FW,Juventus,Serie A,24,1993,23.7,16,12,5,6,5,2,22,9.1,20,433,89,20.6,50,210,173,30,2,0,28,15,31,0,0
Edin Džeko,BIH,FW,Roma,Serie A,32,1986,28.7,14,9,1,9,4,5,21,23.8,16,346,75,21.7,22,150,174,15,4,0,11,3,17,32,0
Blerim Džemaili,SUI,MF,Bologna,Serie A,32,1986,19.4,41,25,22,17,2,23,68,33.8,45,399,89,22.3,122,213,64,25,2,0,23,19,60,9,0
Félix Eboa Eboa,CMR,DF,Guingamp,Ligue 1,21,1997,27.0,51,34,32,19,0,10,30,33.3,20,283,93,32.9,173,100,10,56,23,0,33,26,77,149,3
Dennis Eckert,GER,FW,Celta Vigo,La Liga,21,1997,2.4,1,1,0,0,1,1,3,33.3,2,41,15,36.6,4,14,23,2,0,0,2,3,4,2,0
Bruno Ecuele Manga,GAB,DF,Cardiff City,Premier League,30,1988,37.5,67,43,49,14,4,23,52,44.2,29,473,165,34.9,295,158,20,85,31,0,54,79,146,181,3
Simone Edera,ITA,FW,Torino,Serie A,21,1997,0.9,2,1,1,1,0,0,1,0.0,1,27,9,33.3,2,17,8,1,0,0,1,1,3,0,0
Simone Edera,ITA,FW,Bologna,Serie A,21,1997,2.2,4,2,3,0,1,1,4,25.0,3,63,20,31.7,15,36,12,3,0,0,3,3,7,0,0
Ederson,BRA,GK,Manchester City,Premier League,24,1993,38.0,0,0,0,0,0,0,1,0.0,1,3,1,33.3,2,1,0,0,0,0,0,0,0,0,0
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,20,1998,12.4,8,5,4,2,2,1,20,5.0,19,400,96,24.0,71,246,83,14,0,0,14,6,14,6,0
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,21,1996,33.9,71,47,34,34,3,18,47,38.3,29,639,166,26.0,208,342,89,55,8,0,47,28,99,62,1
Albin Ekdal,SWE,MF,Sampdoria,Serie A,29,1989,29.4,56,35,16,29,11,23,67,34.3,44,429,127,29.6,124,249,56,47,14,0,33,26,82,64,1
Josip Elez,CRO,DF,Hannover 96,Bundesliga,24,1994,7.2,6,4,4,2,0,2,12,16.7,10,71,19,26.8,47,21,3,20,4,0,16,4,10,26,0
Harvey Elliott,ENG,MF,Fulham,Premier League,15,2003,0.2,1,0,0,1,0,1,1,100.0,0,3,1,33.3,0,3,0,0,0,0,0,0,1,0,0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,26,1992,4.2,11,4,7,2,2,2,5,40.0,3,73,25,34.2,32,32,9,6,3,0,3,0,11,9,0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,24,1994,25.0,47,31,32,12,3,20,44,45.5,24,266,89,33.5,142,106,18,42,5,0,37,27,74,163,0
Gorka Elustondo,ESP,MF,Rayo Vallecano,La Liga,31,1987,3.2,5,3,2,3,0,2,6,33.3,4,25,7,28.0,17,8,0,4,1,0,3,3,8,9,0
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,21,1996,29.1,40,25,32,8,0,15,31,48.4,16,195,56,28.7,139,53,3,44,12,1,32,47,87,129,4
Rodrigo Ely,BRA,DF,Alavés,La Liga,24,1993,4.8,6,4,4,2,0,3,8,37.5,5,31,12,38.7,21,10,0,16,8,0,8,4,10,50,0
Mohamed Elyounoussi,NOR,MF,Southampton,Premier League,23,1994,8.8,19,12,9,7,3,4,16,25.0,12,221,62,28.1,66,93,62,13,1,0,12,13,32,5,0
Adri Embarba,ESP,FW,Rayo Vallecano,La Liga,26,1992,25.4,59,34,24,23,12,23,71,32.4,48,555,125,22.5,157,250,148,48,3,0,45,25,84,9,0
Breel Embolo,SUI,FW,Schalke 04,Bundesliga,21,1997,14.9,20,16,6,10,4,2,12,16.7,10,257,66,25.7,21,130,106,10,1,0,9,5,25,4,0
Emerson,BRA,DF,Betis,La Liga,19,1999,3.5,13,10,9,3,1,3,8,37.5,5,71,21,29.6,30,27,14,11,0,0,11,1,14,7,0
Youssef En-Nesyri,MAR,FW,Leganés,La Liga,21,1997,23.4,14,11,3,8,3,3,28,10.7,25,534,94,17.6,48,255,231,22,2,0,20,9,23,24,0
Björn Engels,BEL,DF,Reims,Ligue 1,23,1994,33.0,16,9,11,5,0,7,17,41.2,10,134,52,38.8,100,28,6,52,25,0,27,23,39,209,2
Sergi Enrich,ESP,FW,Eibar,La Liga,28,1990,28.7,30,26,4,10,16,7,30,23.3,23,638,177,27.7,25,213,400,25,4,0,21,5,35,14,0
Javier Eraso,ESP,MF,Leganés,La Liga,28,1990,7.0,5,3,0,3,2,0,6,0.0,6,192,42,21.9,52,88,52,7,1,0,6,3,8,7,0
Christian Eriksen,DEN,MF,Tottenham,Premier League,26,1992,30.8,40,29,12,13,15,13,52,25.0,39,460,142,30.9,127,192,141,44,4,0,40,27,67,7,0
Patrick Erras,GER,MF,Nürnberg,Bundesliga,23,1995,13.6,22,13,12,8,2,9,19,47.4,10,174,51,29.3,92,73,9,27,15,0,12,13,35,43,0
Gonzalo Escalante,ARG,MF,Eibar,La Liga,25,1993,19.9,49,39,15,32,2,14,52,26.9,38,405,119,29.4,81,252,72,38,2,0,36,19,68,27,0
Sergio Escudero,ESP,DF,Sevilla,La Liga,28,1989,17.2,41,20,25,14,2,18,41,43.9,23,281,84,29.9,152,92,37,47,5,0,42,17,58,55,0
Bernardo Espinosa,COL,DF,Girona,La Liga,29,1989,30.3,18,12,14,4,0,9,18,50.0,9,178,58,32.6,117,53,8,66,33,0,33,31,49,221,2
Michael Esser,GER,GK,Hannover 96,Bundesliga,30,1987,32.0,2,1,2,0,0,1,4,25.0,3,5,0,0.0,5,0,0,1,0,0,1,0,2,3,0
Alexander Esswein,GER,FW,Stuttgart,Bundesliga,28,1990,13.9,23,12,10,3,10,4,19,21.1,15,301,90,29.9,49,161,91,21,2,0,19,10,33,12,0
Neil Etheridge,PHI,GK,Cardiff City,Premier League,28,1990,38.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,0,0,0,0
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,31,1987,22.6,46,35,17,25,4,15,67,22.4,52,415,103,24.8,100,261,54,23,1,0,22,21,67,24,0
Xabier Etxeita,ESP,DF,Huesca,La Liga,30,1987,29.7,47,28,35,10,2,18,42,42.9,24,230,68,29.6,129,88,13,48,25,0,23,25,72,196,1
Lucas Evangelista,BRA,FW,Nantes,Ligue 1,23,1995,8.0,24,16,6,10,8,8,21,38.1,13,187,45,24.1,44,103,40,12,0,0,12,5,29,7,0
Jonny Evans,NIR,DF,Leicester City,Premier League,30,1988,22.2,24,15,19,5,0,7,13,53.8,6,172,62,36.0,113,52,7,37,10,0,27,42,66,147,2
Ewerton,BRA,DF,Nürnberg,Bundesliga,29,1989,14.9,26,18,23,3,0,10,19,52.6,9,98,32,32.7,79,19,0,25,11,0,14,19,45,133,2
Valentin Eysseric,FRA,MF,Nantes,Ligue 1,26,1992,2.3,1,1,0,1,0,0,2,0.0,2,69,18,26.1,10,37,22,3,0,0,3,1,2,0,0
Valentin Eysseric,FRA,FW,Fiorentina,Serie A,26,1992,4.0,8,5,3,3,2,2,3,66.7,1,68,23,33.8,17,32,19,6,1,0,5,8,16,0,0
Marco Fabián,MEX,FW,Eint Frankfurt,Bundesliga,29,1989,0.7,3,2,2,1,0,2,2,100.0,0,22,4,18.2,5,14,3,0,0,0,0,5,8,0,0
Łukasz Fabiański,POL,GK,West Ham,Premier League,33,1985,38.0,0,0,0,0,0,0,2,0.0,2,5,1,20.0,5,0,0,0,0,0,0,0,0,2,0
Fabinho,BRA,MF,Liverpool,Premier League,24,1993,22.4,59,35,19,34,6,20,58,34.5,38,420,128,30.5,131,229,60,39,6,0,33,30,89,44,0
Fábio,BRA,DF,Nantes,Ligue 1,28,1990,14.2,55,34,26,27,2,23,61,37.7,38,250,83,33.2,107,121,22,23,5,0,18,19,74,37,2
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,31,1987,10.7,16,12,7,5,4,6,27,22.2,21,243,63,25.9,76,127,40,21,2,0,19,6,22,9,1
Cesc Fàbregas,ESP,MF,Chelsea,Premier League,31,1987,2.0,6,5,4,1,1,1,3,33.3,2,33,15,45.5,15,15,3,3,1,0,2,4,10,0,0
Fabricio,ESP,GK,Fulham,Premier League,30,1987,2.0,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,0,0,1
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,29,1988,16.3,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,1
Romain Faivre,FRA,MF,Monaco,Ligue 1,20,1998,1.0,1,1,0,1,0,0,2,0.0,2,13,1,7.7,5,6,2,0,0,0,0,1,2,0,0
Fayçal Fajr,MAR,MF,Caen,Ligue 1,29,1988,36.0,56,30,19,29,8,18,87,20.7,69,723,177,24.5,185,411,127,37,7,0,30,22,78,21,0
Radamel Falcao,COL,FW,Monaco,Ligue 1,32,1986,28.4,28,17,7,14,7,6,30,20.0,24,545,127,23.3,18,265,262,12,7,0,5,5,33,21,0
Diego Falcinelli,ITA,FW,Bologna,Serie A,27,1991,7.8,8,6,1,1,6,2,6,33.3,4,170,31,18.2,15,90,65,8,1,0,7,0,8,2,0
Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,26,1992,6.7,10,8,7,2,1,1,5,20.0,4,67,24,35.8,47,16,4,15,7,1,8,8,18,37,0
Iago Falque,ESP,FW,Torino,Serie A,28,1990,17.9,11,7,2,8,1,3,23,13.0,20,284,74,26.1,43,149,92,22,0,0,22,6,17,4,0
Paolo Faragò,ITA,MF,Cagliari,Serie A,25,1993,18.9,53,32,23,23,7,17,52,32.7,35,465,130,28.0,141,222,102,38,2,0,36,10,63,39,1
Mohamed Fares,ALG,DF,SPAL,Serie A,22,1996,32.8,66,41,39,20,7,24,62,38.7,38,511,127,24.9,238,216,57,86,5,0,81,28,94,77,1
Diego Farias,BRA,FW,Cagliari,Serie A,28,1990,7.8,12,8,4,6,2,0,8,0.0,8,150,36,24.0,21,54,75,9,1,0,8,4,16,5,0
Diego Farias,BRA,FW,Empoli,Serie A,28,1990,13.3,8,6,2,4,2,0,8,0.0,8,242,42,17.4,35,128,79,9,1,0,8,2,10,3,0
Andrea Favilli,ITA,FW,Genoa,Serie A,21,1997,1.9,0,0,0,0,0,0,1,0.0,1,30,10,33.3,1,10,19,2,0,0,2,0,0,0,0
Federico Fazio,ARG,DF,Roma,Serie A,31,1987,31.2,33,22,14,12,7,15,31,48.4,16,238,77,32.4,128,93,17,60,34,0,26,35,68,202,3
Zouhair Feddal,MAR,DF,Betis,La Liga,29,1989,18.9,38,18,29,7,2,13,28,46.4,15,151,44,29.1,86,57,8,33,10,0,23,15,53,108,0
Nabil Fekir,FRA,MF,Lyon,Ligue 1,25,1993,22.1,40,26,14,16,10,10,42,23.8,32,690,155,22.5,82,371,237,36,1,0,35,11,51,4,0
Yassin Fekir,FRA,FW,Lyon,Ligue 1,21,1997,0.1,1,1,1,0,0,1,2,50.0,1,4,1,25.0,2,1,1,0,0,0,0,0,1,0,0
Felipe,BRA,DF,Hannover 96,Bundesliga,31,1987,12.2,28,20,24,3,1,3,11,27.3,8,84,30,35.7,65,17,2,24,9,0,15,22,50,84,0
Luiz Felipe,ITA,DF,Lazio,Serie A,21,1997,14.3,26,16,19,7,0,7,20,35.0,13,156,45,28.8,97,50,9,42,21,0,21,21,47,51,0
Ohis Felix Uduokhai,GER,DF,Wolfsburg,Bundesliga,20,1997,2.7,13,6,7,5,1,3,6,50.0,3,40,11,27.5,28,11,1,11,2,0,9,5,18,8,0
Marouane Fellaini,BEL,MF,Manchester Utd,Premier League,30,1987,8.4,25,16,14,8,3,12,23,52.2,11,167,41,24.6,68,78,21,14,6,0,8,10,35,29,1
Kiko Femenía,ESP,DF,Watford,Premier League,27,1991,22.8,55,35,41,12,2,27,60,45.0,33,289,78,27.0,156,107,26,42,4,0,38,42,97,69,0
Edimilson Fernandes,SUI,MF,Fiorentina,Serie A,22,1996,21.9,43,29,21,20,2,19,44,43.2,25,395,111,28.1,120,221,54,40,3,0,37,30,73,28,1
Gelson Fernandes,SUI,MF,Eint Frankfurt,Bundesliga,31,1986,24.7,75,52,35,33,7,19,69,27.5,50,669,191,28.6,247,363,59,51,9,2,42,35,110,21,0
Aitor Fernández,ESP,GK,Levante,La Liga,27,1991,16.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,1,0,0,1,0,0,1,0
Andrés Fernández,ESP,GK,Villarreal,La Liga,31,1986,6.0,0,0,0,0,0,0,1,0.0,1,2,1,50.0,2,0,0,0,0,0,0,0,0,0,1
Borja Fernández,ESP,MF,Valladolid,La Liga,37,1981,9.3,26,16,12,13,1,8,19,42.1,11,113,36,31.9,44,62,7,13,3,0,10,11,37,33,0
Federico Fernández,ARG,DF,Newcastle Utd,Premier League,29,1989,16.5,28,20,22,6,0,13,26,50.0,13,136,49,36.0,100,31,5,29,12,0,17,34,62,122,0
Joaquín Fernández,ESP,DF,Valladolid,La Liga,22,1996,9.3,15,8,13,2,0,3,11,27.3,8,103,26,25.2,71,25,7,8,3,0,5,11,26,66,1
Fernandinho,BRA,MF,Manchester City,Premier League,33,1985,26.4,66,50,20,40,6,24,42,57.1,18,335,122,36.4,106,185,44,38,6,0,32,46,112,84,0
Juan Ferney Otero,COL,FW,Amiens,Ligue 1,23,1995,24.2,25,17,9,11,5,10,48,20.8,38,541,116,21.4,128,240,173,36,4,0,32,15,40,13,0
Alex Ferrari,ITA,DF,Sampdoria,Serie A,24,1994,6.0,16,8,8,7,1,6,11,54.5,5,55,21,38.2,33,21,1,10,4,0,6,5,21,29,0
