Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Luis Advíncula,PER,DF,Rayo Vallecano,La Liga,28,1990,26.5,980,1204,81.4,17749,6575,464,506,91.7,413,487,84.8,96,172,55.8,3,1.8,+1.2,15,55,24,13,70
Martin Agirregabiria,ESP,DF,Alavés,La Liga,22,1996,22.6,673,968,69.5,11708,5682,311,366,85.0,301,410,73.4,56,159,35.2,0,0.4,-0.4,8,63,14,5,92
Nayef Aguerd,MAR,DF,Dijon,Ligue 1,22,1996,11.7,452,577,78.3,10088,4103,130,143,90.9,233,260,89.6,85,162,52.5,0,0.1,-0.1,2,37,3,1,24
Sergio Agüero,ARG,FW,Manchester City,Premier League,30,1988,27.3,650,777,83.7,9144,1550,385,445,86.5,210,240,87.5,27,44,61.4,8,5.4,+2.6,33,32,40,0,61
Ruben Aguilar,FRA,DF,Montpellier,Ligue 1,25,1993,28.1,1328,1642,80.9,22716,9218,666,747,89.2,541,646,83.7,112,204,54.9,4,3.2,+0.8,46,77,47,24,145
Juan Aguilera,ESP,MF,Huesca,La Liga,32,1985,3.8,163,185,88.1,2694,771,87,95,91.6,65,73,89.0,11,17,64.7,0,0.0,0.0,1,16,3,1,11
Emmanuel Agyemang-Badu,GHA,MF,Udinese,Serie A,27,1990,1.8,26,31,83.9,475,61,12,15,80.0,9,10,90.0,4,4,100.0,0,0.0,0.0,1,1,0,0,0
Jean-Eudes Aholou,CIV,MF,Monaco,Ligue 1,24,1994,11.9,465,552,84.2,8682,2135,177,207,85.5,228,251,90.8,51,80,63.8,1,0.2,+0.8,4,48,4,0,53
Antonis Aidonis,GER,DF,Stuttgart,Bundesliga,17,2001,0.9,14,34,41.2,276,169,6,9,66.7,5,14,35.7,3,8,37.5,0,0.0,0.0,0,2,2,1,3
Ola Aina,NGA,DF,Torino,Serie A,21,1996,24.0,845,1160,72.8,14588,6204,418,479,87.3,314,430,73.0,94,194,48.5,3,2.1,+0.9,24,52,31,14,89
Youssef Aït Bennasser,MAR,MF,Monaco,Ligue 1,22,1996,11.9,638,739,86.3,13365,3614,202,221,91.4,317,345,91.9,114,157,72.6,2,1.0,+1.0,13,75,6,0,67
Youssef Aït Bennasser,MAR,MF,Saint-Étienne,Ligue 1,22,1996,10.4,580,664,87.3,11601,2501,203,230,88.3,283,312,90.7,87,104,83.7,0,0.4,-0.4,8,45,7,2,57
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,17,2001,0.6,30,33,90.9,364,152,23,23,100.0,6,9,66.7,0,0,,0,0.0,0.0,0,2,1,0,1
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,24,1994,17.0,355,467,76.0,5737,672,204,261,78.2,105,133,78.9,38,50,76.0,1,1.0,0.0,12,18,7,2,20
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,23,1995,24.5,1698,1828,92.9,37754,11043,444,474,93.7,902,938,96.2,343,400,85.8,0,0.4,-0.4,6,110,4,3,93
Carlos Akapo,EQG,DF,Huesca,La Liga,25,1993,11.4,346,442,78.3,5601,2530,184,210,87.6,124,166,74.7,31,47,66.0,0,0.3,-0.3,3,20,5,0,25
Nathan Aké,NED,DF,Bournemouth,Premier League,23,1995,37.9,1490,1728,86.2,30569,10997,476,532,89.5,777,854,91.0,225,310,72.6,0,0.7,-0.7,4,81,6,2,66
Sergio Akieme,ESP,DF,Rayo Vallecano,La Liga,20,1997,2.0,70,89,78.7,1135,425,41,44,93.2,24,30,80.0,4,13,30.8,1,0.1,+0.9,2,6,1,1,5
Chadrac Akolo,COD,MF,Stuttgart,Bundesliga,23,1995,5.8,122,160,76.3,1759,441,74,83,89.2,44,57,77.2,3,11,27.3,1,0.3,+0.7,5,4,6,2,15
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,23,1995,5.5,229,271,84.5,4537,1630,80,87,92.0,118,125,94.4,30,51,58.8,0,0.0,0.0,0,27,0,0,28
Kevin Akpoguma,NGA,DF,Hannover 96,Bundesliga,23,1995,3.5,140,169,82.8,3215,1096,31,35,88.6,81,89,91.0,28,42,66.7,0,0.0,0.0,0,14,3,0,13
David Alaba,AUT,DF,Bayern Munich,Bundesliga,26,1992,28.1,1768,2137,82.7,30706,10327,831,933,89.1,761,875,87.0,161,277,58.1,3,4.9,-1.9,34,162,46,24,148
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,20,1998,21.1,837,1104,75.8,13415,6145,476,547,87.0,290,366,79.2,58,142,40.8,0,1.8,-1.8,23,54,15,3,72
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,25,1992,14.1,304,391,77.7,4025,659,191,234,81.6,72,102,70.6,21,22,95.5,3,1.9,+1.1,15,8,8,1,20
Jordi Alba,ESP,DF,Barcelona,La Liga,29,1989,33.2,2305,2686,85.8,36567,13309,1283,1393,92.1,856,986,86.8,145,233,62.2,8,5.2,+2.8,44,141,60,18,213
Luis Alberto,ESP,MF,Lazio,Serie A,25,1992,22.1,1121,1479,75.8,20363,7417,538,611,88.1,419,505,83.0,144,312,46.2,5,6.1,-1.1,80,141,62,8,191
Raúl Albiol,ESP,DF,Napoli,Serie A,32,1985,19.0,1000,1126,88.8,24705,7512,191,202,94.6,513,548,93.6,292,360,81.1,0,1.0,-1.0,5,89,4,1,59
Miiko Albornoz,CHI,DF,Hannover 96,Bundesliga,27,1990,18.4,725,972,74.6,13709,5478,305,345,88.4,309,390,79.2,107,208,51.4,3,1.4,+1.6,16,55,22,8,78
Marc Albrighton,ENG,FW,Leicester City,Premier League,28,1989,18.1,461,776,59.4,8838,3600,228,289,78.9,144,225,64.0,78,198,39.4,2,2.4,-0.4,29,51,30,15,78
Paco Alcácer,ESP,FW,Dortmund,Bundesliga,24,1993,13.5,210,274,76.6,2570,462,147,184,79.9,45,59,76.3,9,19,47.4,0,2.5,-2.5,17,10,8,0,18
Pedro Alcalá,ESP,DF,Girona,La Liga,29,1989,20.8,698,843,82.8,16867,5451,147,165,89.1,401,434,92.4,149,235,63.4,1,0.3,+0.7,4,37,6,0,40
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,27,1991,26.8,2327,2573,90.4,49919,12379,759,808,93.9,1087,1155,94.1,469,580,80.9,6,2.8,+3.2,34,276,26,0,257
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,27,1991,33.1,1435,1748,82.1,30948,7169,483,540,89.4,655,724,90.5,278,439,63.3,2,1.3,+0.7,20,170,2,0,107
Toby Alderweireld,BEL,DF,Tottenham,Premier League,29,1989,32.5,2073,2343,88.5,50708,15125,461,483,95.4,1079,1142,94.5,528,705,74.9,0,0.7,-0.7,7,190,29,1,121
Álex Alegría,ESP,FW,Rayo Vallecano,La Liga,25,1992,1.6,24,38,63.2,367,75,16,22,72.7,5,8,62.5,2,4,50.0,0,0.3,-0.3,3,2,1,0,3
Alexis Alegue,FRA,FW,Nantes,Ligue 1,21,1996,0.1,1,1,100.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Iván Alejo,ESP,MF,Getafe,La Liga,23,1995,1.6,16,41,39.0,329,108,6,14,42.9,5,13,38.5,4,12,33.3,0,0.1,-0.1,1,2,2,1,2
Carles Aleñá,ESP,MF,Barcelona,La Liga,20,1998,7.1,540,587,92.0,9394,1852,260,270,96.3,221,236,93.6,53,67,79.1,0,0.7,-0.7,9,58,5,0,39
Rúnar Alex Rúnarsson,ISL,GK,Dijon,Ligue 1,23,1995,25.0,581,831,69.9,20037,13462,58,61,95.1,258,265,97.4,264,502,52.6,0,0.0,0.0,0,13,0,0,0
Alexander,ARG,DF,Leganés,La Liga,29,1988,0.1,4,7,57.1,45,34,4,4,100.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0,0,0,0,1
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,19,1998,27.4,1652,2208,74.8,34820,13552,613,697,87.9,737,906,81.3,290,550,52.7,12,6.5,+5.5,47,124,55,25,196
Rachid Alioui,MAR,FW,Nîmes,Ligue 1,26,1992,13.9,273,383,71.3,3904,805,171,208,82.2,73,113,64.6,13,32,40.6,0,1.2,-1.2,19,16,16,3,30
Alisson,BRA,GK,Liverpool,Premier League,25,1992,38.0,1048,1272,82.4,30723,16778,116,120,96.7,553,558,99.1,377,590,63.9,0,0.0,0.0,0,9,1,0,0
Bobby Allain,FRA,GK,Dijon,Ligue 1,26,1991,13.0,288,466,61.8,11722,9063,20,20,100.0,97,103,94.2,171,343,49.9,0,0.0,0.0,0,10,0,0,0
Allan,BRA,MF,Napoli,Serie A,27,1991,29.1,1981,2235,88.6,36605,9892,848,931,91.1,856,932,91.8,260,324,80.2,3,3.2,-0.2,36,267,37,1,198
Allan,BRA,MF,Eint Frankfurt,Bundesliga,21,1997,2.0,43,65,66.2,934,248,17,27,63.0,16,25,64.0,9,11,81.8,0,0.0,0.0,1,5,1,0,6
Dele Alli,ENG,MF,Tottenham,Premier League,22,1996,20.3,841,1051,80.0,13911,3295,419,492,85.2,333,389,85.6,65,106,61.3,3,2.6,+0.4,30,77,39,3,101
Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,24,1994,8.4,190,264,72.0,3389,863,91,111,82.0,69,88,78.4,26,40,65.0,0,0.6,-0.6,12,16,13,8,19
Júnior Alonso,PAR,DF,Celta Vigo,La Liga,25,1993,6.0,237,319,74.3,4324,1897,97,115,84.3,111,140,79.3,26,56,46.4,0,0.2,-0.2,5,20,4,3,23
Marcos Alonso,ESP,DF,Chelsea,Premier League,27,1990,30.7,1855,2236,83.0,29246,9743,1011,1107,91.3,702,838,83.8,110,214,51.4,4,3.2,+0.8,31,116,22,9,133
Mickaël Alphonse,GLP,DF,Dijon,Ligue 1,29,1989,6.3,197,307,64.2,3517,1385,89,106,84.0,78,112,69.6,28,79,35.4,0,0.4,-0.4,8,18,4,2,22
Sergio Álvarez,ESP,MF,Eibar,La Liga,26,1992,11.9,404,496,81.5,8804,1867,121,141,85.8,198,226,87.6,83,120,69.2,0,0.0,0.0,2,35,0,0,24
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,31,1986,13.0,293,444,66.0,10207,7465,35,35,100.0,133,136,97.8,125,272,46.0,0,0.0,0.0,0,5,0,0,0
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,23,1995,29.0,1030,1251,82.3,22803,8395,295,326,90.5,522,578,90.3,209,336,62.2,0,0.0,0.0,1,79,5,1,66
Bruno Alves,POR,DF,Parma,Serie A,36,1981,32.5,963,1204,80.0,24965,9484,175,205,85.4,476,543,87.7,309,445,69.4,1,1.3,-0.3,10,63,2,2,60
Dani Alves,BRA,MF,Paris S-G,Ligue 1,35,1983,18.0,1327,1589,83.5,21324,7177,725,784,92.5,466,544,85.7,106,187,56.7,7,7.0,0.0,33,143,50,12,165
Alfons Amade,GER,MF,Hoffenheim,Bundesliga,18,1999,0.1,1,2,50.0,13,3,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Ibrahim Amadou,FRA,MF,Sevilla,La Liga,25,1993,8.5,313,365,85.8,5925,1258,131,146,89.7,135,154,87.7,42,52,80.8,0,0.1,-0.1,4,17,2,0,23
Romain Amalfitano,FRA,MF,Dijon,Ligue 1,28,1989,28.0,839,1071,78.3,17547,4607,308,369,83.5,355,413,86.0,163,260,62.7,0,0.9,-0.9,15,107,29,6,108
Daniel Amartey,GHA,DF,Leicester City,Premier League,23,1994,7.1,364,436,83.5,6817,2993,155,165,93.9,162,193,83.9,44,71,62.0,0,0.1,-0.1,3,28,0,0,30
Jordi Amat,ESP,DF,Rayo Vallecano,La Liga,26,1992,30.7,1081,1289,83.9,23563,8418,330,376,87.8,532,585,90.9,210,302,69.5,0,0.1,-0.1,4,71,0,0,83
Amath,SEN,MF,Getafe,La Liga,22,1996,11.1,151,217,69.6,2506,840,88,109,80.7,47,67,70.1,16,31,51.6,2,0.7,+1.3,9,13,10,4,23
Jordan Amavi,FRA,DF,Marseille,Ligue 1,24,1994,24.2,967,1295,74.7,18118,5676,377,449,84.0,458,586,78.2,123,212,58.0,2,2.0,0.0,24,58,20,14,100
Kelvin Amian,FRA,DF,Toulouse,Ligue 1,20,1998,32.0,938,1188,79.0,15948,6779,493,552,89.3,328,413,79.4,98,174,56.3,1,0.7,+0.3,8,75,10,3,86
Nadiem Amiri,GER,MF,Hoffenheim,Bundesliga,21,1996,8.4,327,382,85.6,5679,1463,151,168,89.9,134,148,90.5,37,54,68.5,1,1.7,-0.7,17,26,10,2,45
Yanis Ammour,FRA,MF,Montpellier,Ligue 1,19,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Luke Amos,ENG,MF,Tottenham,Premier League,21,1997,0.0,1,2,50.0,14,7,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Joachim Andersen,DEN,DF,Sampdoria,Serie A,22,1996,32.0,1816,2048,88.7,40867,12600,476,520,91.5,954,1015,94.0,375,492,76.2,1,0.5,+0.5,6,150,6,1,137
Felipe Anderson,BRA,MF,West Ham,Premier League,25,1993,33.8,1321,1810,73.0,22742,7736,662,790,83.8,434,559,77.6,164,310,52.9,4,6.8,-2.8,65,107,84,17,177
Florin Andone,ROU,FW,Brighton,Premier League,25,1993,9.8,124,182,68.1,1660,192,73,98,74.5,36,53,67.9,6,10,60.0,0,0.1,-0.1,2,3,2,1,3
Benjamin André,FRA,MF,Rennes,Ligue 1,27,1990,27.7,1182,1479,79.9,20444,5361,557,650,85.7,492,595,82.7,108,173,62.4,1,1.2,-0.2,22,111,23,2,132
Marco Andreolli,ITA,DF,Cagliari,Serie A,32,1986,1.2,62,69,89.9,1502,392,10,11,90.9,38,39,97.4,14,19,73.7,0,0.0,0.0,0,1,0,0,5
Marco Andreolli,ITA,DF,Chievo,Serie A,32,1986,7.2,191,233,82.0,4437,1197,41,48,85.4,108,115,93.9,42,68,61.8,0,0.0,0.0,0,9,0,0,7
Yoann Andreu,FRA,DF,Angers,Ligue 1,29,1989,0.0,1,1,100.0,10,9,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
José Ángel,ESP,DF,Eibar,La Liga,28,1989,33.6,1403,2147,65.3,32444,15589,414,477,86.8,646,846,76.4,332,759,43.7,1,3.6,-2.6,53,181,76,30,185
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,34,1984,11.0,292,362,80.7,9462,5487,31,31,100.0,123,124,99.2,138,207,66.7,0,0.0,0.0,0,0,0,0,0
Cristian Ansaldi,ARG,DF,Torino,Serie A,31,1986,20.1,579,878,65.9,12315,5296,224,252,88.9,231,338,68.3,113,254,44.5,2,2.5,-0.5,32,49,48,32,89
Mirco Antenucci,ITA,FW,SPAL,Serie A,33,1984,23.7,425,563,75.5,6241,1069,244,305,80.0,145,185,78.4,22,33,66.7,0,1.5,-1.5,19,26,14,3,30
Waldemar Anton,GER,DF,Hannover 96,Bundesliga,22,1996,34.0,1434,1704,84.2,32643,9331,316,367,86.1,814,902,90.2,294,400,73.5,0,0.2,-0.2,5,84,1,1,81
Luca Antonelli,ITA,DF,Empoli,Serie A,31,1987,8.4,273,379,72.0,4724,2100,130,149,87.2,120,162,74.1,22,61,36.1,1,0.2,+0.8,4,23,5,1,29
Mauro Antonio Burruchaga,ARG,MF,Chievo,Serie A,20,1998,0.6,31,37,83.8,514,243,13,15,86.7,16,18,88.9,2,3,66.7,0,0.0,0.0,0,4,1,0,7
Michail Antonio,JAM,FW,West Ham,Premier League,28,1990,23.4,509,767,66.4,8217,2293,295,371,79.5,150,244,61.5,48,103,46.6,4,3.4,+0.6,21,34,20,7,55
Antoñito,ESP,DF,Valladolid,La Liga,30,1987,20.7,671,902,74.4,11242,5016,334,368,90.8,268,345,77.7,57,149,38.3,1,1.9,-0.9,23,50,25,13,75
Vitorino Antunes,POR,DF,Getafe,La Liga,31,1987,24.2,713,1178,60.5,15239,8474,251,312,80.4,314,453,69.3,136,361,37.7,3,2.8,+0.2,29,77,34,17,88
Anuar,MAR,MF,Valladolid,La Liga,23,1995,12.0,306,401,76.3,5423,1024,143,177,80.8,124,155,80.0,32,51,62.7,0,0.1,-0.1,3,16,2,1,15
Dennis Aogo,GER,MF,Stuttgart,Bundesliga,31,1987,11.4,465,565,82.3,9494,2048,156,169,92.3,217,237,91.6,84,142,59.2,0,1.3,-1.3,14,32,5,3,30
Houssem Aouar,FRA,MF,Lyon,Ligue 1,20,1998,34.0,1801,2069,87.0,32190,7580,833,929,89.7,731,798,91.6,210,269,78.1,7,3.4,+3.6,40,202,38,0,191
Emmanuel Apeh,NGA,MF,Celta Vigo,La Liga,21,1996,0.2,6,7,85.7,68,2,2,3,66.7,2,2,100.0,0,0,,0,0.1,-0.1,1,1,0,0,0
Mauro Arambarri,URU,MF,Getafe,La Liga,22,1995,29.7,560,804,69.7,12668,3657,199,253,78.7,193,269,71.7,151,243,62.1,2,1.6,+0.4,15,74,8,2,90
Guilherme Arana,BRA,MF,Sevilla,La Liga,21,1997,7.0,239,295,81.0,3834,1071,123,146,84.2,101,117,86.3,14,24,58.3,0,0.1,-0.1,2,5,1,1,8
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,29,1989,21.0,1449,1647,88.0,25633,7427,681,741,91.9,582,649,89.7,159,206,77.2,7,2.8,+4.2,29,154,28,6,181
Luiz Araújo,BRA,FW,Lille,Ligue 1,22,1996,8.7,232,311,74.6,4587,1114,113,132,85.6,75,99,75.8,42,69,60.9,2,1.1,+0.9,12,19,10,5,26
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,26,1991,29.8,1299,1478,87.9,27487,8432,325,360,90.3,777,838,92.7,188,260,72.3,0,0.3,-0.3,4,57,6,2,57
Anaitz Arbilla,ESP,DF,Eibar,La Liga,31,1987,21.7,855,1094,78.2,21848,7004,177,208,85.1,410,473,86.7,263,398,66.1,2,0.4,+1.6,4,126,6,1,83
Joaquín Ardaiz,URU,FW,Frosinone,Serie A,19,1999,0.2,2,4,50.0,21,0,2,3,66.7,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,25,1993,21.0,437,508,86.0,11542,7081,75,75,100.0,235,238,98.7,127,194,65.5,0,0.0,0.0,0,1,0,0,0
Santiago Arias,COL,DF,Atlético Madrid,La Liga,26,1992,19.7,821,1037,79.2,13087,5983,427,477,89.5,330,418,78.9,43,100,43.0,1,1.1,-0.1,14,46,26,9,97
Lorenzo Ariaudo,ITA,DF,Frosinone,Serie A,29,1989,18.7,512,608,84.2,11247,3475,142,155,91.6,279,306,91.2,89,141,63.1,0,0.2,-0.2,3,27,2,0,19
Nicolò Armini,ITA,DF,Lazio,Serie A,17,2001,0.4,17,25,68.0,335,126,4,6,66.7,12,14,85.7,1,5,20.0,0,0.0,0.0,0,1,1,0,2
Yoël Armougom,FRA,DF,Caen,Ligue 1,20,1998,20.6,636,910,69.9,12063,5322,274,327,83.8,267,353,75.6,87,204,42.6,1,1.4,-0.4,15,54,19,10,58
Stuart Armstrong,SCO,MF,Southampton,Premier League,26,1992,15.9,505,661,76.4,8592,2128,259,316,82.0,184,219,84.0,50,76,65.8,2,1.4,+0.6,28,42,21,2,60
José Arnaiz,ESP,DF,Leganés,La Liga,23,1995,1.3,25,32,78.1,337,23,13,17,76.5,11,13,84.6,0,1,0.0,0,0.1,-0.1,1,0,0,0,0
Marko Arnautović,AUT,FW,West Ham,Premier League,29,1989,22.1,497,662,75.1,7541,1298,291,366,79.5,148,195,75.9,35,52,67.3,4,3.4,+0.6,33,19,17,2,37
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,24,1994,31.9,1105,1469,75.2,26432,6633,313,384,81.5,480,560,85.7,306,493,62.1,6,3.4,+2.6,39,116,31,8,134
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,23,1994,36.0,997,1161,85.9,27741,14790,157,158,99.4,496,505,98.2,341,494,69.0,0,0.0,0.0,0,2,0,0,0
Harry Arter,IRL,MF,Cardiff City,Premier League,28,1989,22.2,541,689,78.5,10406,2989,227,269,84.4,232,272,85.3,76,125,60.8,1,0.6,+0.4,10,60,23,4,72
Kwadwo Asamoah,GHA,DF,Inter,Serie A,29,1988,29.7,1933,2216,87.2,35205,10592,865,927,93.3,846,946,89.4,212,306,69.3,1,1.5,-0.5,30,174,44,14,175
Takuma Asano,JPN,MF,Hannover 96,Bundesliga,23,1994,7.8,118,170,69.4,1873,408,65,87,74.7,38,53,71.7,12,19,63.2,0,0.5,-0.5,3,9,7,1,13
Santiago Ascacíbar,ARG,MF,Stuttgart,Bundesliga,21,1997,27.0,923,1140,81.0,17205,4025,368,440,83.6,420,486,86.4,121,168,72.0,0,0.7,-0.7,13,79,10,2,89
Sergio Asenjo,ESP,GK,Villarreal,La Liga,29,1989,32.0,521,805,64.7,19300,12895,50,50,100.0,211,216,97.7,259,538,48.1,0,0.0,0.0,0,15,0,0,1
Marco Asensio,ESP,FW,Real Madrid,La Liga,22,1996,19.8,842,1019,82.6,13279,3245,488,540,90.4,262,308,85.1,77,122,63.1,4,4.0,0.0,32,52,50,18,77
Iago Aspas,ESP,FW,Celta Vigo,La Liga,30,1987,25.0,722,904,79.9,11755,2519,383,458,83.6,248,300,82.7,71,100,71.0,6,5.3,+0.7,52,40,33,4,70
Simon Asta,GER,DF,Augsburg,Bundesliga,17,2001,1.0,21,35,60.0,315,133,12,15,80.0,7,13,53.8,2,7,28.6,0,0.0,0.0,0,1,0,0,2
Youcef Atal,ALG,DF,Nice,Ligue 1,22,1996,25.1,1027,1278,80.4,16417,4718,528,615,85.9,409,486,84.2,67,127,52.8,0,3.4,-3.4,27,51,24,10,78
Christian Atsu,GHA,MF,Newcastle Utd,Premier League,26,1992,16.6,333,450,74.0,4965,1132,197,219,90.0,88,137,64.2,29,53,54.7,0,1.1,-1.1,14,23,15,8,22
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,29,1989,30.3,528,737,71.6,7312,1879,325,406,80.0,153,227,67.4,23,43,53.5,5,3.9,+1.1,33,33,35,5,63
Emil Audero,ITA,GK,Sampdoria,Serie A,21,1997,36.0,849,1158,73.3,22289,13292,161,164,98.2,437,442,98.9,247,547,45.2,0,0.1,-0.1,2,3,0,0,0
Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,21,1997,5.1,65,80,81.3,1008,211,33,42,78.6,26,31,83.9,3,3,100.0,0,0.9,-0.9,8,5,2,2,4
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,24,1994,33.6,1559,1979,78.8,27134,10979,742,837,88.6,667,794,84.0,138,297,46.5,4,2.6,+1.4,25,97,43,24,155
Serge Aurier,CIV,DF,Tottenham,Premier League,25,1992,6.3,250,346,72.3,4379,1832,114,136,83.8,106,148,71.6,25,43,58.1,2,0.6,+1.4,6,13,12,7,27
Charlie Austin,ENG,FW,Southampton,Premier League,29,1989,10.9,119,197,60.4,1866,233,55,85,64.7,43,70,61.4,10,24,41.7,2,0.2,+1.8,7,1,2,0,5
Ezequiel Ávila,ARG,FW,Huesca,La Liga,24,1994,22.2,314,576,54.5,6623,2291,142,212,67.0,96,179,53.6,66,144,45.8,2,2.4,-0.4,21,47,17,5,63
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,26,1991,13.1,205,278,73.7,2861,490,123,147,83.7,61,83,73.5,9,18,50.0,2,1.1,+0.9,13,12,5,0,17
