Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Enzo Loiodice,FRA,MF,Dijon,Ligue 1,17,2000,9.4,354,423,83.7,6505,1393,137,157,87.3,183,203,90.1,29,50,58.0,1,0.3,+0.7,5,34,2,0,29
Kevin Long,IRL,DF,Burnley,Premier League,27,1990,5.7,142,180,78.9,3531,1227,36,40,90.0,66,76,86.8,40,59,67.8,1,0.0,+1.0,0,8,1,0,9
Shane Long,IRL,FW,Southampton,Premier League,31,1987,14.1,215,331,65.0,2938,602,126,174,72.4,69,102,67.6,9,28,32.1,1,1.1,-0.1,14,14,5,3,18
Samuele Longo,ITA,FW,Huesca,La Liga,26,1992,6.2,56,84,66.7,784,191,35,50,70.0,15,21,71.4,3,7,42.9,2,0.6,+1.4,3,5,1,0,5
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,20,1997,7.6,236,292,80.8,5082,1116,85,98,86.7,104,114,91.2,45,70,64.3,0,0.6,-0.6,5,29,6,1,29
Ademola Lookman,NGA,FW,Everton,Premier League,20,1997,6.9,216,267,80.9,3296,956,125,144,86.8,75,84,89.3,11,24,45.8,2,1.2,+0.8,8,17,8,5,22
Anthony Lopes,POR,GK,Lyon,Ligue 1,27,1990,34.0,851,1065,79.9,24625,13665,107,107,100.0,429,432,99.3,315,526,59.9,0,0.0,0.0,0,3,0,0,0
Rony Lopes,POR,FW,Monaco,Ligue 1,22,1995,20.5,453,686,66.0,7889,2742,230,280,82.1,157,226,69.5,57,142,40.1,2,4.1,-2.1,46,23,26,10,57
Alejandro López,ESP,MF,Espanyol,La Liga,21,1997,1.2,66,76,86.8,1376,224,21,22,95.5,33,35,94.3,11,15,73.3,0,0.0,0.0,0,5,1,1,4
Cristian López,ESP,FW,Angers,Ligue 1,29,1989,4.1,72,101,71.3,1009,111,47,59,79.7,22,34,64.7,2,3,66.7,0,0.1,-0.1,1,3,2,0,3
David López,ESP,DF,Espanyol,La Liga,28,1989,20.2,1053,1190,88.5,22290,7836,312,346,90.2,548,585,93.7,184,243,75.7,0,0.2,-0.2,4,65,5,1,61
Diego López,ESP,GK,Espanyol,La Liga,36,1981,38.0,845,1203,70.2,27888,17624,108,108,100.0,372,375,99.2,364,719,50.6,0,0.0,0.0,1,14,1,0,0
Javi López,ESP,DF,Espanyol,La Liga,32,1986,21.6,835,1086,76.9,14937,5853,358,407,88.0,389,478,81.4,79,162,48.8,1,1.5,-0.5,17,56,22,7,82
Lluis López,ESP,DF,Espanyol,La Liga,21,1997,5.8,198,239,82.8,4158,1672,59,66,89.4,103,120,85.8,35,51,68.6,0,0.0,0.0,0,12,0,0,15
Maxime Lopez,FRA,MF,Marseille,Ligue 1,20,1997,24.2,2031,2260,89.9,33880,12429,1028,1103,93.2,811,864,93.9,174,256,68.0,3,3.0,0.0,44,182,35,8,222
Pedro López Muñoz,ESP,DF,Levante,La Liga,34,1983,5.2,195,244,79.9,3510,1565,96,101,95.0,72,88,81.8,26,46,56.5,1,0.5,+0.5,7,14,10,5,28
Pau López,ESP,GK,Betis,La Liga,23,1994,33.0,990,1222,81.0,24864,15062,206,208,99.0,530,538,98.5,249,469,53.1,0,0.0,0.0,0,3,0,0,1
Roberto López,ESP,MF,Real Sociedad,La Liga,18,2000,0.3,3,5,60.0,29,12,2,2,100.0,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
Unai López,ESP,MF,Athletic Club,La Liga,22,1995,3.6,214,250,85.6,4515,906,82,95,86.3,90,97,92.8,40,55,72.7,0,0.3,-0.3,2,28,7,2,17
Jonas Lössl,DEN,GK,Huddersfield,Premier League,29,1989,30.9,716,1111,64.4,29113,21335,44,47,93.6,236,240,98.3,436,823,53.0,1,0.5,+0.5,3,24,0,0,0
Albert Lottin,FRA,MF,Bordeaux,Ligue 1,16,2001,0.2,9,12,75.0,251,90,1,3,33.3,3,4,75.0,4,4,100.0,0,0.0,0.0,0,2,0,0,2
Imran Louza,MAR,MF,Nantes,Ligue 1,19,1999,1.0,37,46,80.4,637,177,18,20,90.0,14,18,77.8,5,8,62.5,0,0.0,0.0,0,6,1,0,5
Davor Lovren,CRO,MF,Düsseldorf,Bundesliga,19,1998,0.5,12,19,63.2,159,44,7,10,70.0,5,6,83.3,0,1,0.0,0,0.0,0.0,0,1,0,0,1
Dejan Lovren,CRO,DF,Liverpool,Premier League,29,1989,11.0,707,805,87.8,15167,4813,184,194,94.8,405,434,93.3,114,168,67.9,0,0.1,-0.1,1,29,3,2,24
Chris Löwe,GER,DF,Huddersfield,Premier League,29,1989,22.9,758,1081,70.1,14997,5005,303,352,86.1,322,414,77.8,123,262,46.9,2,1.4,+0.6,18,45,27,18,57
Eduard Löwen,GER,MF,Nürnberg,Bundesliga,21,1997,18.0,562,740,75.9,10885,3908,236,289,81.7,236,282,83.7,82,134,61.2,2,1.5,+0.5,14,78,17,4,86
Matthew Lowton,ENG,DF,Burnley,Premier League,29,1989,19.4,621,894,69.5,12946,6004,240,276,87.0,264,357,73.9,111,234,47.4,0,0.6,-0.6,7,70,21,6,71
Anthony Lozano,HON,FW,Girona,La Liga,25,1993,8.1,125,195,64.1,1778,473,73,95,76.8,39,57,68.4,6,24,25.0,0,0.6,-0.6,5,8,5,0,13
Derrick Luckassen,NED,DF,Hertha BSC,Bundesliga,23,1995,2.8,166,186,89.2,3420,1184,53,57,93.0,87,94,92.6,25,34,73.5,0,0.0,0.0,0,7,0,0,13
Filipe Luís,BRA,DF,Atlético Madrid,La Liga,32,1985,22.6,1259,1523,82.7,21194,8036,630,677,93.1,496,584,84.9,112,216,51.9,2,1.1,+0.9,16,131,25,9,115
José Luis Gayà,ESP,DF,Valencia,La Liga,23,1995,34.9,1449,1812,80.0,26365,9933,620,702,88.3,674,790,85.3,147,272,54.0,1,2.1,-1.1,25,123,39,15,149
José Luis Morales,ESP,FW,Levante,La Liga,31,1987,35.5,547,809,67.6,8572,2606,312,386,80.8,176,254,69.3,46,113,40.7,5,5.4,-0.4,41,33,41,9,62
José Luis Palomino,ARG,DF,Atalanta,Serie A,28,1990,25.1,1158,1304,88.8,24185,6475,340,376,90.4,620,672,92.3,189,235,80.4,1,0.5,+0.5,5,41,2,2,44
Luisinho,POR,DF,Huesca,La Liga,33,1985,5.6,209,245,85.3,3682,1334,85,90,94.4,109,122,89.3,14,30,46.7,0,0.3,-0.3,2,14,4,3,11
David Luiz,BRA,DF,Chelsea,Premier League,31,1987,36.0,2290,2617,87.5,53256,18108,594,637,93.2,1148,1240,92.6,526,703,74.8,2,2.0,0.0,15,229,20,1,202
Douglas Luiz,BRA,MF,Girona,La Liga,20,1998,16.6,634,766,82.8,13391,3332,211,244,86.5,286,327,87.5,124,178,69.7,0,0.4,-0.4,11,72,10,1,79
Everton Luiz,BRA,MF,SPAL,Serie A,30,1988,3.5,117,140,83.6,1794,319,61,68,89.7,52,61,85.2,3,8,37.5,0,0.0,0.0,0,15,1,0,8
Jordan Lukaku,BEL,MF,Lazio,Serie A,24,1994,1.9,79,104,76.0,1171,325,49,62,79.0,25,32,78.1,4,8,50.0,0,0.1,-0.1,1,2,1,0,8
Romelu Lukaku,BEL,FW,Manchester Utd,Premier League,25,1993,23.7,372,576,64.6,5656,1214,210,277,75.8,108,190,56.8,31,63,49.2,0,2.3,-2.3,23,25,21,4,38
Dodi Lukebakio,BEL,FW,Düsseldorf,Bundesliga,20,1997,21.9,444,595,74.6,7801,1339,207,249,83.1,175,224,78.1,50,91,54.9,3,2.3,+0.7,22,20,21,9,36
Saša Lukić,SRB,MF,Torino,Serie A,21,1996,11.0,396,468,84.6,6862,1619,188,212,88.7,142,162,87.7,50,66,75.8,0,1.0,-1.0,15,34,14,6,25
Senad Lulić,BIH,DF,Lazio,Serie A,32,1986,32.5,1250,1679,74.4,22888,7798,584,682,85.6,488,648,75.3,165,285,57.9,1,4.2,-3.2,54,81,63,28,143
Antonio Luna,ESP,DF,Levante,La Liga,27,1991,14.0,471,648,72.7,8104,3392,224,251,89.2,197,261,75.5,44,114,38.6,2,1.5,+0.5,12,26,17,9,49
Andriy Lunin,UKR,GK,Leganés,La Liga,19,1999,4.1,84,122,68.9,3516,2388,6,6,100.0,22,23,95.7,56,93,60.2,0,0.0,0.0,0,1,0,0,0
Sebastiano Luperto,ITA,DF,Napoli,Serie A,21,1996,8.1,421,469,89.8,8141,2776,148,162,91.4,218,228,95.6,50,68,73.5,0,0.0,0.0,0,29,0,0,19
Fabian Lustenberger,SUI,DF,Hertha BSC,Bundesliga,30,1988,24.1,1148,1308,87.8,25761,8184,300,332,90.4,600,651,92.2,247,319,77.4,1,0.4,+0.6,2,58,1,0,65
Andreas Luthe,GER,GK,Augsburg,Bundesliga,31,1987,14.6,335,479,69.9,11185,6491,22,22,100.0,170,170,100.0,143,287,49.8,0,0.0,0.0,0,2,0,0,0
Lyanco,BRA,DF,Torino,Serie A,21,1997,1.0,19,25,76.0,428,85,6,7,85.7,9,10,90.0,4,8,50.0,0,0.0,0.0,0,1,0,0,1
Lyanco,BRA,DF,Bologna,Serie A,21,1997,12.4,424,511,83.0,9744,3412,113,128,88.3,222,245,90.6,85,129,65.9,0,0.3,-0.3,3,29,3,0,38
Hervé Lybohy,NIG,DF,Nîmes,Ligue 1,35,1983,16.4,478,568,84.2,10034,3254,148,162,91.4,248,276,89.9,80,126,63.5,0,0.0,0.0,0,22,1,0,26
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,24,1993,9.2,281,433,64.9,5803,2876,103,131,78.6,126,178,70.8,49,101,48.5,1,0.5,+0.5,7,20,9,3,29
Yann M'Vila,FRA,MF,Saint-Étienne,Ligue 1,28,1990,36.2,1967,2294,85.7,42174,12561,651,719,90.5,932,1016,91.7,372,521,71.4,1,1.1,-0.1,25,172,21,2,197
Darwin Machís,VEN,FW,Udinese,Serie A,25,1993,5.1,129,179,72.1,2188,582,69,83,83.1,49,62,79.0,11,32,34.4,1,0.6,+0.4,12,7,4,2,14
James Maddison,ENG,MF,Leicester City,Premier League,21,1996,31.5,1251,1623,77.1,24235,7581,571,652,87.6,451,542,83.2,212,382,55.5,7,8.0,-1.0,98,133,50,4,153
Gary Madine,ENG,FW,Cardiff City,Premier League,27,1990,0.4,8,11,72.7,111,33,5,6,83.3,3,5,60.0,0,0,,0,0.0,0.0,0,2,1,0,3
Pablo Maffeo,ESP,DF,Stuttgart,Bundesliga,21,1997,6.6,215,299,71.9,3793,1322,102,117,87.2,76,101,75.2,32,69,46.4,0,0.3,-0.3,2,9,6,6,12
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,33,1984,20.7,1181,1330,88.8,21756,5585,514,554,92.8,518,559,92.7,138,197,70.1,0,0.1,-0.1,5,118,9,0,96
Giangiacomo Magnani,ITA,DF,Sassuolo,Serie A,22,1995,16.8,784,907,86.4,18159,4928,147,165,89.1,490,517,94.8,145,217,66.8,1,0.1,+0.9,3,49,1,0,34
Harry Maguire,ENG,DF,Leicester City,Premier League,25,1993,28.8,1511,1745,86.6,35667,12002,380,427,89.0,747,813,91.9,369,474,77.8,0,0.5,-0.5,10,175,9,0,142
Riyad Mahrez,ALG,FW,Manchester City,Premier League,27,1991,14.9,717,891,80.5,13279,2794,317,358,88.5,290,344,84.3,97,152,63.8,4,4.4,-0.4,26,25,50,11,68
Thiago Maia,BRA,MF,Lille,Ligue 1,21,1997,11.3,489,579,84.5,10050,2972,164,189,86.8,239,263,90.9,82,114,71.9,1,0.5,+0.5,8,75,5,0,63
Raffaele Maiello,ITA,MF,Frosinone,Serie A,27,1991,22.7,988,1239,79.7,21526,5785,324,376,86.2,442,508,87.0,213,321,66.4,0,1.2,-1.2,20,75,17,3,109
Arne Maier,GER,MF,Hertha BSC,Bundesliga,19,1999,22.9,1048,1225,85.6,18979,4337,441,494,89.3,476,544,87.5,118,148,79.7,0,1.6,-1.6,19,80,17,2,82
Domenico Maietta,ITA,DF,Empoli,Serie A,35,1982,19.0,843,988,85.3,18572,7095,243,254,95.7,427,464,92.0,165,251,65.7,0,0.3,-0.3,5,87,6,1,68
Mike Maignan,FRA,GK,Lille,Ligue 1,23,1995,38.0,689,1095,62.9,22748,15407,87,88,98.9,295,296,99.7,304,707,43.0,0,0.2,-0.2,2,12,0,0,0
Linton Maina,GER,MF,Hannover 96,Bundesliga,19,1999,15.7,381,516,73.8,6138,2176,188,238,79.0,157,194,80.9,24,48,50.0,3,2.8,+0.2,18,24,25,8,51
Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,20,1997,11.0,458,576,79.5,8085,2761,214,247,86.6,199,236,84.3,42,75,56.0,1,1.2,-0.2,6,31,13,1,52
Josh Maja,NGA,FW,Bordeaux,Ligue 1,19,1998,2.2,45,57,78.9,591,138,30,37,81.1,13,18,72.2,1,1,100.0,0,0.0,0.0,1,1,1,0,5
Abdul Majeed Waris,GHA,FW,Nantes,Ligue 1,26,1991,25.0,441,621,71.0,6779,1751,258,327,78.9,142,193,73.6,30,66,45.5,3,2.4,+0.6,22,25,16,3,40
Jean-Victor Makengo,FRA,FW,Nice,Ligue 1,20,1998,11.4,358,424,84.4,5452,971,201,221,91.0,124,144,86.1,22,34,64.7,0,0.8,-0.8,12,28,6,1,25
Nemanja Maksimović,SRB,MF,Getafe,La Liga,23,1995,35.7,583,779,74.8,9775,2540,273,341,80.1,212,278,76.3,63,106,59.4,0,0.6,-0.6,13,54,10,0,71
Nikola Maksimović,SRB,DF,Napoli,Serie A,26,1991,15.3,811,886,91.5,16998,5844,243,265,91.7,414,433,95.6,148,179,82.7,0,0.2,-0.2,2,43,1,0,45
Malcom,BRA,FW,Barcelona,La Liga,21,1997,6.8,273,329,83.0,3952,768,171,191,89.5,91,114,79.8,8,14,57.1,2,1.6,+0.4,12,8,4,1,21
Kévin Malcuit,MAR,DF,Napoli,Serie A,27,1991,20.1,1045,1265,82.6,17746,5499,535,589,90.8,394,473,83.3,95,148,64.2,2,2.4,-0.4,22,44,32,16,85
Yunus Mallı,TUR,MF,Wolfsburg,Bundesliga,26,1992,7.8,267,340,78.5,4692,1178,121,153,79.1,115,126,91.3,28,48,58.3,1,1.5,-0.5,15,22,15,2,36
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,27,1991,34.4,1450,1996,72.6,25732,10495,688,788,87.3,577,743,77.7,163,387,42.1,4,3.8,+0.2,29,108,44,15,135
Antonio Mance,CRO,FW,Nantes,Ligue 1,22,1995,0.6,8,13,61.5,93,7,5,7,71.4,3,6,50.0,0,0,,0,0.0,0.0,0,1,0,0,0
Vincent Manceau,FRA,DF,Angers,Ligue 1,29,1989,31.0,1274,1611,79.1,23502,11237,533,591,90.2,598,723,82.7,130,255,51.0,1,1.3,-0.3,18,90,27,7,136
Gianluca Mancini,ITA,DF,Atalanta,Serie A,22,1996,25.0,1128,1349,83.6,20770,7226,432,488,88.5,584,658,88.8,102,180,56.7,2,0.5,+1.5,10,85,12,1,88
Steve Mandanda,FRA,GK,Marseille,Ligue 1,33,1985,30.4,688,985,69.8,22055,14040,46,47,97.9,382,385,99.2,260,552,47.1,0,0.0,0.0,0,12,1,0,1
Reinildo Mandava,MOZ,DF,Lille,Ligue 1,24,1994,1.1,48,59,81.4,773,216,25,26,96.2,20,24,83.3,3,7,42.9,0,0.3,-0.3,1,3,2,1,4
Aïssa Mandi,ALG,DF,Betis,La Liga,26,1991,34.0,2413,2607,92.6,47049,17208,914,964,94.8,1169,1249,93.6,313,360,86.9,1,1.2,-0.2,15,184,9,1,127
Rolando Mandragora,ITA,MF,Udinese,Serie A,21,1997,32.4,991,1222,81.1,17489,4770,452,520,86.9,390,461,84.6,117,177,66.1,2,1.9,+0.1,28,63,18,3,83
Mario Mandžukić,CRO,FW,Juventus,Serie A,32,1986,22.4,449,616,72.9,6861,1707,242,314,77.1,154,206,74.8,32,46,69.6,6,2.5,+3.5,27,22,20,7,38
Sadio Mané,SEN,FW,Liverpool,Premier League,26,1992,34.2,955,1236,77.3,15750,3333,505,593,85.2,341,425,80.2,85,140,60.7,1,4.4,-3.4,44,78,50,6,108
Thomas Mangani,FRA,MF,Angers,Ligue 1,31,1987,17.8,944,1195,79.0,16583,5937,426,494,86.2,404,473,85.4,99,196,50.5,0,3.1,-3.1,35,90,14,4,116
Kostas Manolas,GRE,DF,Roma,Serie A,27,1991,25.8,918,1041,88.2,19498,6819,274,303,90.4,475,512,92.8,162,216,75.0,1,0.2,+0.8,3,43,4,1,53
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,24,1994,12.2,341,508,67.1,5958,2573,156,187,83.4,143,216,66.2,36,78,46.2,3,0.7,+2.3,9,27,12,4,40
Martín Mantovani,ARG,DF,Huesca,La Liga,34,1984,7.8,180,211,85.3,3389,1126,70,76,92.1,80,89,89.9,26,38,68.4,0,0.0,0.0,1,4,0,0,7
Juan Manuel Valencia,COL,FW,Bologna,Serie A,20,1998,0.3,9,10,90.0,167,44,4,4,100.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1
Harrison Manzala,COD,MF,Angers,Ligue 1,24,1994,0.8,14,31,45.2,184,46,10,14,71.4,3,9,33.3,0,6,0.0,0,0.0,0.0,0,2,1,0,3
Fran Manzanara,ESP,DF,Levante,La Liga,21,1996,1.7,62,70,88.6,1184,247,23,25,92.0,28,30,93.3,10,12,83.3,0,0.0,0.0,0,2,0,0,0
Myziane Maolida,FRA,FW,Nice,Ligue 1,19,1999,10.6,284,348,81.6,4067,1100,177,199,88.9,92,115,80.0,10,17,58.8,3,2.1,+0.9,17,17,14,1,34
Faitout Maouassa,FRA,DF,Nîmes,Ligue 1,20,1998,23.7,722,997,72.4,13271,5829,337,405,83.2,301,387,77.8,79,180,43.9,1,0.9,+0.1,10,64,19,8,68
Fernando Marçal,BRA,DF,Lyon,Ligue 1,29,1989,9.8,726,822,88.3,14182,4400,282,300,94.0,343,373,92.0,97,134,72.4,0,0.4,-0.4,5,77,5,2,69
Iván Marcano,ESP,DF,Roma,Serie A,31,1987,9.0,479,552,86.8,10247,3612,142,155,91.6,248,265,93.6,83,118,70.3,0,0.7,-0.7,4,25,7,3,32
Marcelo,BRA,DF,Lyon,Ligue 1,31,1987,32.0,2067,2311,89.4,49278,14803,419,461,90.9,1123,1203,93.3,516,631,81.8,1,1.8,-0.8,11,134,5,1,151
Marcelo,BRA,DF,Real Madrid,La Liga,30,1988,20.6,1255,1539,81.5,21423,8184,667,719,92.8,451,535,84.3,121,236,51.3,2,3.0,-1.0,35,111,56,14,163
Solly March,ENG,MF,Brighton,Premier League,24,1994,27.4,603,945,63.8,11479,3247,270,347,77.8,221,323,68.4,90,190,47.4,5,4.0,+1.0,40,33,32,20,44
Federico Marchetti,ITA,GK,Genoa,Serie A,35,1983,4.0,78,112,69.6,2901,2094,4,4,100.0,31,32,96.9,41,74,55.4,0,0.0,0.0,0,5,0,0,0
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,26,1992,31.0,1643,1894,86.7,33149,12343,532,588,90.5,892,974,91.6,214,309,69.3,0,0.3,-0.3,6,142,8,0,119
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,29,1989,26.9,1030,1343,76.7,18179,6754,481,559,86.0,447,551,81.1,91,177,51.4,2,2.6,-0.6,24,67,30,15,100
Georg Margreitter,AUT,DF,Nürnberg,Bundesliga,29,1988,22.9,997,1210,82.4,24031,8544,192,207,92.8,559,617,90.6,240,370,64.9,0,0.3,-0.3,4,77,7,2,91
Miguel Marí,ESP,MF,Eibar,La Liga,21,1997,0.8,35,39,89.7,647,96,15,17,88.2,15,16,93.8,5,5,100.0,0,0.0,0.0,0,6,0,0,1
José María Giménez,URU,DF,Atlético Madrid,La Liga,23,1995,19.7,596,736,81.0,13937,5001,171,188,91.0,278,317,87.7,144,224,64.3,0,0.4,-0.4,2,43,5,0,26
Mariano,DOM,FW,Real Madrid,La Liga,24,1993,5.0,72,95,75.8,1054,183,48,61,78.7,18,25,72.0,4,5,80.0,0,0.8,-0.8,5,3,3,0,7
Mariano,DOM,FW,Lyon,Ligue 1,24,1993,1.6,23,30,76.7,323,36,15,19,78.9,6,6,100.0,1,2,50.0,0,0.0,0.0,1,1,1,0,1
Adrian Mariappa,JAM,DF,Watford,Premier League,31,1986,21.4,745,899,82.9,16166,6228,227,246,92.3,362,403,89.8,149,237,62.9,0,0.8,-0.8,5,45,4,0,38
Jordan Marié,FRA,MF,Dijon,Ligue 1,26,1991,20.0,693,880,78.8,12834,3009,298,349,85.4,300,363,82.6,83,135,61.5,1,0.5,+0.5,15,71,11,1,78
Adrián Marín,ESP,DF,Alavés,La Liga,21,1997,3.2,79,111,71.2,1318,790,40,43,93.0,32,44,72.7,6,21,28.6,0,0.0,0.0,0,6,0,0,6
João Mário,POR,MF,Inter,Serie A,25,1993,12.0,615,743,82.8,10070,2361,328,369,88.9,226,272,83.1,51,81,63.0,2,2.2,-0.2,20,49,24,8,60
Guillermo Maripán,CHI,DF,Alavés,La Liga,24,1994,22.3,527,679,77.6,12316,4898,142,161,88.2,248,285,87.0,132,219,60.3,2,0.6,+1.4,3,29,0,0,41
Lazar Marković,SRB,MF,Fulham,Premier League,24,1994,0.5,27,28,96.4,403,94,18,19,94.7,8,8,100.0,1,1,100.0,0,0.0,0.0,1,2,1,0,2
Marlon,BRA,DF,Sassuolo,Serie A,22,1995,16.8,993,1070,92.8,19705,7402,326,350,93.1,526,547,96.2,137,161,85.1,0,0.0,0.0,2,66,4,1,61
Marquinhos,BRA,DF,Paris S-G,Ligue 1,24,1994,29.9,2093,2264,92.4,42667,14004,688,736,93.5,1074,1123,95.6,317,384,82.6,2,1.9,+0.1,9,174,11,0,144
Roger Martí,ESP,FW,Levante,La Liga,27,1991,21.0,270,388,69.6,4277,772,165,204,80.9,70,106,66.0,28,51,54.9,0,1.0,-1.0,13,23,11,1,24
Anthony Martial,FRA,FW,Manchester Utd,Premier League,22,1995,18.0,577,756,76.3,7923,2170,370,438,84.5,176,228,77.2,19,41,46.3,2,2.5,-0.5,34,27,30,2,77
Aarón Martín,ESP,DF,Mainz 05,Bundesliga,21,1997,32.0,1298,1742,74.5,22764,8138,640,718,89.1,488,624,78.2,149,346,43.1,3,5.0,-2.0,60,69,40,21,104
Jonas Martin,FRA,MF,Strasbourg,Ligue 1,28,1990,22.9,1334,1528,87.3,25456,6306,571,634,90.1,550,605,90.9,196,252,77.8,1,1.9,-0.9,22,120,18,4,117
Marvin Martin,FRA,MF,Reims,Ligue 1,30,1988,6.9,241,337,71.5,4395,1022,119,141,84.4,87,114,76.3,32,77,41.6,1,1.0,0.0,10,17,10,1,27
Iñigo Martínez,ESP,DF,Athletic Club,La Liga,27,1991,32.2,1112,1401,79.4,27328,8982,278,317,87.7,541,604,89.6,290,466,62.2,0,0.5,-0.5,5,91,6,0,85
Javi Martínez,ESP,MF,Bayern Munich,Bundesliga,29,1988,14.5,803,911,88.1,14235,3414,352,380,92.6,365,402,90.8,73,104,70.2,0,0.4,-0.4,5,69,5,0,63
Lautaro Martínez,ARG,FW,Inter,Serie A,20,1997,14.9,182,263,69.2,2851,731,95,117,81.2,45,76,59.2,21,36,58.3,2,2.4,-0.4,18,17,13,3,25
Pablo Martinez,FRA,DF,Strasbourg,Ligue 1,29,1989,31.3,1343,1599,84.0,30960,10350,383,414,92.5,623,679,91.8,320,468,68.4,1,0.2,+0.8,4,127,6,1,124
Gelson Martins,POR,FW,Monaco,Ligue 1,23,1995,15.4,390,532,73.3,5847,1651,228,281,81.1,133,176,75.6,20,43,46.5,2,1.8,+0.2,16,25,22,9,50
Gelson Martins,POR,FW,Atlético Madrid,La Liga,23,1995,2.5,52,70,74.3,750,269,37,47,78.7,12,15,80.0,3,5,60.0,0,0.0,0.0,2,5,4,0,9
Adam Marušić,MNE,DF,Lazio,Serie A,25,1992,23.5,803,982,81.8,13743,4686,389,421,92.4,337,416,81.0,65,103,63.1,1,1.7,-0.7,23,37,23,11,70
Omar Mascarell,ESP,MF,Schalke 04,Bundesliga,25,1993,11.0,401,490,81.8,8368,1547,134,155,86.5,185,208,88.9,79,120,65.8,2,0.2,+1.8,5,42,4,0,43
Andrea Masiello,ITA,DF,Atalanta,Serie A,32,1986,20.4,1123,1277,87.9,22918,7845,395,427,92.5,541,585,92.5,178,245,72.7,2,0.8,+1.2,7,86,8,0,83
Adam Masina,MAR,DF,Watford,Premier League,24,1994,11.2,435,560,77.7,7607,3309,213,238,89.5,173,214,80.8,40,87,46.0,1,0.6,+0.4,3,33,4,2,36
Jordi Masip,ESP,GK,Valladolid,La Liga,29,1989,35.0,594,1144,51.9,23842,18102,44,44,100.0,215,218,98.6,335,880,38.1,0,0.1,-0.1,2,17,0,0,0
Han-Noah Massengo,FRA,FW,Monaco,Ligue 1,17,2001,0.7,18,21,85.7,273,84,8,9,88.9,8,10,80.0,1,1,100.0,0,0.0,0.0,0,3,2,1,1
Arthur Masuaku,COD,DF,West Ham,Premier League,24,1993,19.5,884,1091,81.0,14847,6023,469,505,92.9,306,377,81.2,86,156,55.1,1,1.2,-0.2,15,65,11,5,68
Jaime Mata,ESP,FW,Getafe,La Liga,29,1988,27.0,424,691,61.4,6811,1580,225,331,68.0,145,219,66.2,37,77,48.1,6,3.0,+3.0,17,32,19,6,54
Juan Mata,ESP,FW,Manchester Utd,Premier League,30,1988,14.3,614,764,80.4,10781,2466,328,364,90.1,180,218,82.6,86,147,58.5,2,3.0,-1.0,30,62,23,4,56
Luca Matarese,ITA,FW,Frosinone,Serie A,20,1998,0.2,3,4,75.0,43,0,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
Jean-Philippe Mateta,FRA,FW,Mainz 05,Bundesliga,21,1997,27.6,328,474,69.2,4721,833,202,252,80.2,99,158,62.7,17,34,50.0,2,2.6,-0.6,25,24,12,2,34
Christian Mathenia,GER,GK,Nürnberg,Bundesliga,26,1992,21.5,567,896,63.3,20412,14196,43,44,97.7,262,266,98.5,262,585,44.8,0,0.0,0.0,0,25,0,0,0
Nemanja Matić,SRB,MF,Manchester Utd,Premier League,29,1988,27.1,1586,1812,87.5,30149,7722,647,709,91.3,681,754,90.3,226,296,76.4,0,0.7,-0.7,14,166,19,4,130
Joël Matip,CMR,DF,Liverpool,Premier League,26,1991,17.1,1159,1322,87.7,25235,7499,286,314,91.1,669,711,94.1,196,280,70.0,0,0.1,-0.1,2,88,5,0,59
Rabbi Matondo,WAL,FW,Schalke 04,Bundesliga,17,2000,2.1,27,36,75.0,397,159,14,20,70.0,11,12,91.7,2,3,66.7,0,0.3,-0.3,3,1,5,2,4
Alessandro Matri,ITA,FW,Sassuolo,Serie A,33,1984,6.7,123,159,77.4,1610,269,80,93,86.0,39,46,84.8,2,12,16.7,0,0.3,-0.3,8,7,2,0,5
Federico Mattiello,ITA,MF,Bologna,Serie A,23,1995,14.8,465,637,73.0,8500,3311,202,238,84.9,198,249,79.5,58,121,47.9,1,2.1,-1.1,20,38,22,20,52
Blaise Matuidi,FRA,MF,Juventus,Serie A,31,1987,26.9,1098,1267,86.7,19053,4887,526,584,90.1,464,521,89.1,98,131,74.8,2,1.4,+0.6,23,115,11,2,93
José Mauri,ITA,MF,Milan,Serie A,22,1996,2.3,88,101,87.1,1419,309,50,53,94.3,30,35,85.7,8,12,66.7,0,0.2,-0.2,2,9,2,0,5
Stephy Mavididi,ENG,FW,Juventus,Serie A,20,1998,0.2,4,6,66.7,51,0,2,2,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0
