Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,21,1997,35,1784,51,52.2,19.8,19,85,13,16,11,2,1.40,29,26,+3,+0.15,-0.12,25.9,22.5,+3.4,+0.17,+0.31
Ignacio Camacho,ESP,MF,Wolfsburg,Bundesliga,28,1990,6,540,90,17.6,6.0,6,90,6,0,,0,1.50,10,9,+1,+0.17,-0.23,7.5,6.9,+0.6,+0.10,+0.12
Juanjo Camacho,ESP,MF,Huesca,La Liga,37,1980,3,37,12,1.1,0.4,0,,0,3,11,12,1.33,2,1,+1,+2.43,+3.04,1.3,0.5,+0.8,+1.99,+2.30
Rafael Camacho,POR,DF,Liverpool,Premier League,18,2000,1,1,1,0.0,0.0,0,,0,1,0,7,3.00,0,1,-1,-90.00,-91.79,0.0,0.2,-0.2,-18.53,-19.71
Drissa Camara,CIV,MF,Parma,Serie A,16,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mahdi Camara,FRA,FW,Saint-Étienne,Ligue 1,20,1998,1,10,10,0.3,0.1,0,,0,1,10,4,3.00,0,0,0,0.00,-0.48,0.0,0.0,0.0,+0.44,+0.30
Souleymane Camara,SEN,FW,Montpellier,Ligue 1,35,1982,12,137,11,4.0,1.5,0,,0,12,11,24,1.25,5,2,+3,+1.97,+1.75,3.5,2.2,+1.3,+0.84,+0.82
Víctor Camarasa,ESP,MF,Cardiff City,Premier League,24,1994,32,2569,80,75.1,28.5,31,83,20,1,7,1,0.88,25,53,-28,-0.98,-0.24,26.6,46.6,-20.0,-0.70,-0.38
Eduardo Camavinga,FRA,MF,Rennes,Ligue 1,15,2002,7,364,52,10.6,4.0,4,81,1,3,14,7,1.43,8,5,+3,+0.74,+0.74,7.2,6.4,+0.9,+0.21,+0.13
Nicolò Cambiaghi,ITA,FW,Atalanta,Serie A,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sergio Camello,ESP,FW,Atlético Madrid,La Liga,17,2001,1,45,45,1.3,0.5,0,,0,1,45,2,1.00,2,0,+2,+4.00,+3.36,0.9,0.7,+0.2,+0.30,+0.13
José Campaña,ESP,MF,Levante,La Liga,25,1993,36,3210,89,93.9,35.7,36,89,33,0,,0,1.19,56,61,-5,-0.14,+0.72,48.7,62.8,-14.1,-0.40,+0.99
Joel Campbell,CRC,FW,Frosinone,Serie A,26,1992,17,891,52,26.1,9.9,11,73,2,6,15,1,0.53,10,23,-13,-1.31,-0.35,8.6,17.6,-9.1,-0.91,-0.34
Víctor Campuzano,ESP,FW,Espanyol,La Liga,21,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,
Emre Can,GER,MF,Juventus,Serie A,24,1994,29,1811,62,53.0,20.1,20,83,16,9,18,1,2.41,35,15,+20,+0.99,-0.12,29.1,20.8,+8.3,+0.41,-0.36
Sergio Canales,ESP,MF,Betis,La Liga,27,1991,32,2655,83,77.6,29.5,30,87,25,2,29,1,1.28,34,43,-9,-0.31,-0.42,36.4,36.4,-0.1,0.00,-0.16
João Cancelo,POR,DF,Juventus,Serie A,24,1994,25,1968,79,57.5,21.9,22,87,20,3,16,7,2.24,44,17,+27,+1.23,+0.43,32.3,21.5,+10.8,+0.49,-0.21
Antonio Candela,ITA,DF,Genoa,Serie A,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Antonio Candreva,ITA,FW,Inter,Serie A,31,1987,18,502,28,14.7,5.6,5,60,0,13,16,20,1.78,11,4,+7,+1.25,+0.73,10.9,4.9,+6.0,+1.07,+0.46
Gianmarco Cangiano,ITA,FW,Roma,Serie A,16,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ander Capa,ESP,DF,Athletic Club,La Liga,26,1992,25,1642,66,48.0,18.2,17,87,15,8,19,4,1.52,19,19,0,0.00,+0.20,19.8,20.4,-0.5,-0.03,+0.13
Luan Capanni,BRA,FW,Lazio,Serie A,18,2000,1,9,9,0.3,0.1,0,,0,1,9,3,0.00,0,0,0,0.00,-0.26,0.1,0.3,-0.3,-2.58,-2.95
Pierrick Capelle,FRA,MF,Angers,Ligue 1,31,1987,26,1842,71,53.9,20.5,21,83,14,5,20,4,1.08,27,29,-2,-0.10,+0.07,28.8,26.1,+2.7,+0.13,+0.24
Leonardo Capezzi,ITA,MF,Empoli,Serie A,23,1995,12,772,64,22.6,8.6,9,81,4,3,14,20,1.15,11,17,-6,-0.70,-0.26,13.7,11.8,+1.9,+0.22,+0.58
Étienne Capoue,FRA,MF,Watford,Premier League,30,1988,33,2944,89,86.1,32.7,33,89,30,0,,0,1.36,44,48,-4,-0.12,+0.44,39.9,45.4,-5.5,-0.17,+0.13
Gianluca Caprari,ITA,FW,Sampdoria,Serie A,25,1993,21,1031,49,30.1,11.5,12,68,0,9,24,3,1.48,19,15,+4,+0.35,+0.16,11.1,17.3,-6.2,-0.54,-0.66
Elia Caprile,ITA,GK,Chievo,Serie A,16,2001,0,,,,,0,,0,0,,15,,,,,,,,,,,
Marco Capuano,ITA,DF,Frosinone,Serie A,26,1991,27,2307,85,67.5,25.6,27,85,21,0,,7,0.78,23,42,-19,-0.74,+0.96,23.1,39.3,-16.2,-0.63,+0.10
Francesco Caputo,ITA,FW,Empoli,Serie A,30,1987,38,3420,90,100.0,38.0,38,90,38,0,,0,1.00,51,70,-19,-0.50,,52.0,60.7,-8.7,-0.23,
Maxence Caqueret,FRA,MF,Lyon,Ligue 1,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Yoan Cardinale,FRA,GK,Nice,Ligue 1,24,1994,3,270,90,7.9,3.0,3,90,3,0,,6,0.33,1,6,-5,-1.67,-1.67,4.0,3.0,+0.9,+0.30,+0.47
Marc Cardona,ESP,FW,Eibar,La Liga,23,1995,17,604,36,17.7,6.7,6,74,1,11,14,8,1.24,9,9,0,0.00,+0.13,8.7,7.2,+1.5,+0.22,+0.08
Riccardo Cargnelutti,ITA,DF,Roma,Serie A,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Diego Carlos,BRA,DF,Nantes,Ligue 1,25,1993,35,3148,90,92.0,35.0,35,90,34,0,,1,1.34,46,44,+2,+0.06,+0.72,43.8,42.8,+1.0,+0.03,+0.41
Jonas Carls,GER,DF,Schalke 04,Bundesliga,21,1997,1,90,90,2.9,1.0,1,90,1,0,,5,0.00,2,5,-3,-3.00,-2.55,1.9,1.9,+0.1,+0.07,+0.27
Louis Carnot,FRA,MF,Guingamp,Ligue 1,17,2001,1,8,8,0.2,0.1,0,,0,1,8,1,1.00,0,0,0,0.00,+1.06,0.6,0.0,+0.6,+6.27,+6.56
Lionel Carole,FRA,DF,Strasbourg,Ligue 1,27,1991,23,1727,75,50.5,19.2,20,84,15,3,16,1,1.39,32,25,+7,+0.36,+0.21,20.4,26.6,-6.1,-0.32,-0.27
Johann Carrasso,FRA,GK,Reims,Ligue 1,30,1988,0,,,,,0,,0,0,,25,,,,,,,,,,,
Daniel Carriço,POR,DF,Sevilla,La Liga,29,1988,24,2130,89,62.3,23.7,24,89,22,0,,2,2.08,49,23,+26,+1.10,+1.87,45.1,25.2,+19.8,+0.84,+0.90
Guido Carrillo,ARG,FW,Leganés,La Liga,27,1991,32,1992,62,58.2,22.1,23,80,11,9,16,2,1.06,20,18,+2,+0.09,+0.59,24.6,21.1,+3.5,+0.16,+0.49
Thomas Carrique,FRA,DF,Bordeaux,Ligue 1,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mikel Carro,ESP,MF,Atlético Madrid,La Liga,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Andy Carroll,ENG,FW,West Ham,Premier League,29,1989,12,461,38,13.5,5.1,3,69,1,9,28,4,1.42,4,7,-3,-0.59,-0.59,6.0,8.1,-2.1,-0.42,-0.08
Dani Carvajal,ESP,DF,Real Madrid,La Liga,26,1992,24,2107,88,61.6,23.4,23,90,23,1,36,1,1.83,38,23,+15,+0.64,+0.50,33.5,23.7,+9.8,+0.42,+0.04
Matis Carvalho,POR,GK,Toulouse,Ligue 1,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
William Carvalho,POR,MF,Betis,La Liga,26,1992,30,2385,80,69.7,26.5,26,87,20,4,29,0,1.27,32,37,-5,-0.19,+0.07,32.6,35.9,-3.3,-0.12,-0.52
Casemiro,BRA,MF,Real Madrid,La Liga,26,1992,29,2312,80,67.6,25.7,27,83,21,2,39,3,1.72,43,32,+11,+0.43,-0.06,44.6,30.6,+14.0,+0.54,+0.44
Santiago Cáseres,ARG,MF,Villarreal,La Liga,21,1997,23,1588,69,46.4,17.6,17,84,10,6,27,6,1.17,19,25,-6,-0.34,-0.49,21.9,28.0,-6.1,-0.35,-0.52
Kiko Casilla,ESP,GK,Real Madrid,La Liga,31,1986,0,,,,,0,,0,0,,2,,,,,,,,,,,
Lewis Cass,ENG,DF,Newcastle Utd,Premier League,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Moreto Cassamã,GNB,MF,Reims,Ligue 1,20,1998,1,59,59,1.7,0.7,1,59,0,0,,0,1.00,0,0,0,0.00,+0.08,0.0,0.2,-0.2,-0.28,-0.17
Francesco Cassata,ITA,MF,Frosinone,Serie A,21,1997,19,1124,59,32.9,12.5,14,71,4,5,27,15,0.74,13,25,-12,-0.96,+0.14,10.1,20.7,-10.6,-0.85,-0.27
Timothy Castagne,BEL,DF,Atalanta,Serie A,22,1995,28,2006,72,58.7,22.3,21,88,18,7,23,10,1.89,48,29,+19,+0.85,+0.09,40.1,23.8,+16.3,+0.73,+0.14
José Castaño,ESP,DF,Villarreal,La Liga,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,26,1992,26,2295,88,75.0,25.5,26,88,25,0,,0,1.50,40,39,+1,+0.04,-1.25,34.1,35.6,-1.5,-0.06,-0.22
Samu Castillejo,ESP,FW,Milan,Serie A,23,1995,31,1023,33,29.9,11.4,8,75,3,23,18,7,1.84,16,11,+5,+0.44,-0.09,17.0,11.1,+5.8,+0.51,+0.43
Gonzalo Castro,GER,MF,Stuttgart,Bundesliga,31,1987,25,1692,68,55.3,18.8,19,79,12,6,31,8,0.80,19,44,-25,-1.33,-0.47,20.8,29.1,-8.3,-0.44,+0.22
Jonny Castro,ESP,DF,Wolves,Premier League,24,1994,33,2771,84,81.0,30.8,32,86,22,1,14,1,1.45,37,39,-2,-0.06,-0.48,36.0,32.0,+4.1,+0.13,-0.62
Lucas Castro,ARG,MF,Cagliari,Serie A,29,1989,12,896,75,26.2,10.0,10,85,5,2,23,2,1.08,12,11,+1,+0.10,+0.78,10.3,13.1,-2.8,-0.29,+0.31
Danilo Cataldi,ITA,MF,Lazio,Serie A,23,1994,12,578,48,16.9,6.4,4,87,3,8,29,26,1.67,12,12,0,0.00,-0.32,10.0,8.2,+1.8,+0.28,-0.10
Catena,ESP,DF,Rayo Vallecano,La Liga,23,1994,2,176,88,5.1,2.0,2,88,1,0,,0,0.50,3,4,-1,-0.51,+0.27,2.0,3.3,-1.4,-0.70,-0.34
Craig Cathcart,NIR,DF,Watford,Premier League,29,1989,36,3096,86,90.5,34.4,35,88,31,1,8,1,1.36,49,54,-5,-0.15,+0.41,43.6,49.4,-5.8,-0.17,+0.18
Ivan Cavaleiro,POR,FW,Wolves,Premier League,24,1993,23,693,30,20.3,7.7,6,68,0,17,17,9,1.48,10,11,-1,-0.13,-0.20,10.8,8.1,+2.7,+0.35,+0.12
Edinson Cavani,URU,FW,Paris S-G,Ligue 1,31,1987,21,1671,80,48.9,18.6,20,83,14,1,18,2,2.52,57,15,+42,+2.26,+0.82,46.2,19.1,+27.1,+1.46,0.00
Santi Cazorla,ESP,MF,Villarreal,La Liga,33,1984,35,2647,76,77.4,29.4,30,85,21,5,19,3,1.14,42,42,0,0.00,+0.35,40.2,37.8,+2.4,+0.08,+0.66
Dani Ceballos,ESP,MF,Real Madrid,La Liga,21,1996,23,1248,54,36.5,13.9,13,76,5,10,26,10,1.91,24,13,+11,+0.79,+0.54,20.6,17.0,+3.6,+0.26,-0.22
Federico Ceccherini,ITA,DF,Fiorentina,Serie A,26,1992,15,994,66,29.1,11.0,11,84,8,4,17,23,1.07,12,15,-3,-0.27,-0.46,12.7,13.8,-1.2,-0.11,-0.54
Petr Čech,CZE,GK,Arsenal,Premier League,36,1982,7,584,83,17.1,6.5,7,83,6,0,,29,2.14,12,9,+3,+0.46,-0.14,8.2,8.8,-0.5,-0.08,-0.26
Žan Celar,SVN,FW,Roma,Serie A,19,1999,1,5,5,0.1,0.1,0,,0,1,5,3,3.00,0,0,0,0.00,-0.47,0.0,0.0,0.0,-0.25,-0.50
Zeki Çelik,TUR,DF,Lille,Ligue 1,21,1997,34,2971,87,86.9,33.0,34,87,29,0,,1,2.06,60,26,+34,+1.03,+0.83,50.3,36.2,+14.0,+0.43,+0.10
Álex Centelles,ESP,DF,Udinese,Serie A,20,1997,0,,,,,0,,0,0,,15,,,,,,,,,,,
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,28,1989,24,2051,85,60.0,22.8,24,85,21,0,,1,1.21,22,33,-11,-0.48,-0.02,23.9,36.3,-12.4,-0.55,-0.07
Fabio Ceravolo,ITA,FW,Parma,Serie A,31,1987,25,1185,47,34.6,13.2,12,75,3,13,22,11,0.84,10,19,-9,-0.68,-0.24,12.2,22.6,-10.3,-0.78,-0.15
Alessandro Cerbara,ITA,MF,Lazio,Serie A,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Alberto Cerri,ITA,FW,Cagliari,Serie A,22,1996,15,670,45,19.6,7.4,7,71,2,8,22,15,0.73,6,11,-5,-0.67,-0.25,7.3,13.4,-6.1,-0.82,-0.37
Boštjan Cesar,SVN,DF,Chievo,Serie A,36,1982,14,1079,77,31.5,12.0,11,90,11,3,30,17,0.57,9,23,-14,-1.17,+0.22,9.9,17.5,-7.6,-0.63,0.00
Florian Chabrolle,FRA,MF,Marseille,Ligue 1,20,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,
Nacer Chadli,BEL,MF,Monaco,Ligue 1,28,1989,16,691,43,20.2,7.7,9,65,2,7,15,11,0.75,6,10,-4,-0.52,-0.03,6.5,10.6,-4.1,-0.53,-0.71
Fouad Chafik,MAR,DF,Dijon,Ligue 1,31,1986,21,1847,88,54.0,20.5,21,88,14,0,,13,0.90,15,25,-10,-0.49,+0.60,17.8,32.7,-15.0,-0.73,-0.36
Nathaniel Chalobah,ENG,MF,Watford,Premier League,23,1994,9,270,30,7.9,3.0,3,75,1,6,8,11,1.22,1,7,-6,-2.00,-1.97,2.7,5.2,-2.6,-0.86,-0.73
Calum Chambers,ENG,MF,Fulham,Premier League,23,1995,31,2588,83,75.7,28.8,29,89,28,2,11,2,0.84,26,52,-26,-0.90,+1.37,30.9,45.3,-14.3,-0.50,+0.95
Moody Chana,GER,DF,Hoffenheim,Bundesliga,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Timothy Chandler,USA,FW,Eint Frankfurt,Bundesliga,28,1990,1,17,17,0.6,0.2,0,,0,1,16,3,0.00,0,0,0,0.00,-0.35,0.0,0.2,-0.2,-0.99,-1.14
Kwon Chang-hoon,KOR,FW,Dijon,Ligue 1,24,1994,19,938,49,27.4,10.4,10,81,4,9,15,2,0.79,6,18,-12,-1.15,-0.53,9.2,20.1,-10.9,-1.05,-0.67
Charles,BRA,FW,Eibar,La Liga,34,1984,34,1739,51,50.8,19.3,17,81,7,17,21,2,1.18,31,22,+9,+0.47,+1.16,29.0,24.6,+4.3,+0.22,+0.14
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,27,1991,36,3240,90,94.7,36.0,36,90,36,0,,0,1.47,36,39,-3,-0.08,-0.08,38.3,41.0,-2.7,-0.08,+0.68
Pablo Chavarría,ARG,FW,Reims,Ligue 1,30,1988,30,1973,66,57.7,21.9,23,79,12,7,22,0,1.40,20,25,-5,-0.23,-0.35,21.4,26.8,-5.4,-0.25,-0.32
Chechu,ESP,DF,Rayo Vallecano,La Liga,36,1982,1,90,90,2.6,1.0,1,90,1,0,,2,0.00,1,4,-3,-3.00,-2.30,1.8,2.3,-0.5,-0.49,-0.12
Pape Cheikh Diop,SEN,MF,Lyon,Ligue 1,20,1997,12,454,38,13.3,5.0,5,72,0,7,13,24,1.75,10,6,+4,+0.79,+0.22,11.6,5.1,+6.5,+1.29,+0.53
Chema,ESP,DF,Levante,La Liga,26,1992,19,1254,66,36.7,13.9,13,82,9,6,31,9,1.53,25,23,+2,+0.14,+0.52,20.0,24.6,-4.6,-0.33,+0.20
Denis Cheryshev,RUS,MF,Valencia,La Liga,27,1990,27,1706,63,49.9,19.0,19,76,9,8,33,1,1.63,21,19,+2,+0.11,-0.63,30.7,21.8,+8.9,+0.47,+0.09
Raman Chibsah,GHA,MF,Frosinone,Serie A,25,1993,32,2622,82,76.7,29.1,30,86,24,2,16,2,0.75,22,56,-34,-1.17,-0.49,24.1,49.1,-25.0,-0.86,-0.83
Leandro Chichizola,ARG,GK,Getafe,La Liga,28,1990,1,90,90,2.6,1.0,1,90,1,0,,37,3.00,2,1,+1,+1.00,+0.68,1.6,0.7,+0.9,+0.87,+0.77
Giorgio Chiellini,ITA,DF,Juventus,Serie A,33,1984,25,1991,80,58.2,22.1,22,88,20,3,19,9,2.52,41,13,+28,+1.27,+0.51,36.4,21.6,+14.8,+0.67,+0.21
Federico Chiesa,ITA,FW,Fiorentina,Serie A,20,1997,37,3034,82,88.7,33.7,34,86,29,3,35,0,1.08,41,40,+1,+0.03,-0.20,45.8,38.1,+7.7,+0.23,-0.45
Ben Chilwell,ENG,DF,Leicester City,Premier League,21,1996,36,3240,90,94.7,36.0,36,90,36,0,,0,1.44,50,43,+7,+0.19,+2.19,47.5,43.4,+4.2,+0.12,+0.17
Vlad Chiricheș,ROU,DF,Napoli,Serie A,28,1989,3,147,49,4.3,1.6,3,49,1,0,,8,1.33,3,1,+2,+1.22,+0.23,1.9,0.5,+1.4,+0.88,0.00
Tahith Chong,NED,FW,Manchester Utd,Premier League,18,1999,2,38,19,1.1,0.4,0,,0,2,18,1,2.00,0,1,-1,-2.37,-2.69,0.8,0.5,+0.3,+0.77,+0.44
Hamza Choudhury,ENG,MF,Leicester City,Premier League,20,1997,9,595,66,17.4,6.6,7,82,4,2,9,4,1.89,5,4,+1,+0.15,+0.09,5.6,8.5,-2.9,-0.44,-0.66
Andreas Christensen,DEN,DF,Chelsea,Premier League,22,1996,8,617,77,18.0,6.9,6,90,6,2,38,22,1.75,16,7,+9,+1.31,+0.83,11.8,6.2,+5.6,+0.82,+0.26
Cyrus Christie,IRL,DF,Fulham,Premier League,25,1992,28,1948,70,57.0,21.6,19,85,15,9,36,10,0.75,17,42,-25,-1.16,+0.19,20.8,36.1,-15.2,-0.70,+0.06
Samuel Chukwueze,NGA,FW,Villarreal,La Liga,19,1999,26,1706,66,49.9,19.0,19,82,8,7,22,2,1.19,28,26,+2,+0.11,+0.37,23.2,27.5,-4.3,-0.23,-0.31
Camillo Ciano,ITA,FW,Frosinone,Serie A,28,1990,33,2454,74,71.8,27.3,28,83,15,5,23,1,0.64,23,47,-24,-0.88,+0.61,26.9,41.5,-14.5,-0.53,+0.47
Sébastien Cibois,FRA,GK,Paris S-G,Ligue 1,20,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,
Amato Ciciretti,ITA,FW,Parma,Serie A,24,1993,6,139,23,4.1,1.5,1,60,0,5,16,10,0.17,0,6,-6,-3.88,-3.50,0.8,5.0,-4.3,-2.76,-2.16
Luca Cigarini,ITA,MF,Cagliari,Serie A,32,1986,25,1682,67,49.2,18.7,20,80,9,5,16,12,1.20,19,25,-6,-0.32,+0.30,18.1,27.1,-9.0,-0.48,+0.07
Per Ciljan Skjelbred,NOR,MF,Hertha BSC,Bundesliga,31,1987,16,997,62,32.6,11.1,12,78,8,4,16,11,1.31,14,14,0,0.00,+0.35,15.6,18.0,-2.4,-0.22,+0.18
Jasper Cillessen,NED,GK,Barcelona,La Liga,29,1989,3,270,90,7.9,3.0,3,90,3,0,,27,1.33,4,4,0,0.00,-1.54,3.9,4.2,-0.3,-0.10,-1.06
Laurent Ciman,BEL,DF,Dijon,Ligue 1,32,1985,9,717,80,21.0,8.0,7,90,7,2,44,3,0.56,5,19,-14,-1.76,-1.26,7.6,15.5,-8.0,-1.00,-0.55
Daniel Ciofani,ITA,FW,Frosinone,Serie A,33,1985,31,1618,52,47.3,18.0,17,81,9,14,17,2,0.77,15,30,-15,-0.83,+0.41,17.1,27.7,-10.5,-0.59,+0.15
Thiago Cionek,POL,DF,SPAL,Serie A,32,1986,31,2542,82,74.3,28.2,29,86,22,2,26,3,1.16,34,42,-8,-0.28,+0.13,30.0,34.8,-4.8,-0.17,+0.06
Ibrahim Cissé,SEN,DF,Angers,Ligue 1,22,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,
Ibrahima Cissé,GUI,MF,Fulham,Premier League,24,1994,3,88,29,2.6,1.0,1,62,0,2,13,8,0.00,0,4,-4,-4.09,-2.93,0.7,3.1,-2.4,-2.46,-1.77
Till Cissokho,FRA,DF,Bordeaux,Ligue 1,18,2000,1,78,78,2.3,0.9,1,78,0,0,,2,0.00,0,2,-2,-2.31,-2.15,0.5,1.8,-1.3,-1.46,-1.15
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,28,1989,11,858,78,25.1,9.5,9,89,8,2,29,9,0.91,9,15,-6,-0.63,-0.63,8.2,15.1,-6.9,-0.73,-0.48
Yannis Clementia,MTQ,GK,Nice,Ligue 1,21,1997,0,,,,,0,,0,0,,29,,,,,,,,,,,
Tom Cleverley,ENG,MF,Watford,Premier League,28,1989,13,478,37,14.0,5.3,4,86,3,9,15,2,1.62,6,7,-1,-0.19,0.00,5.8,10.1,-4.4,-0.82,-0.74
Nathaniel Clyne,ENG,DF,Liverpool,Premier League,27,1991,4,111,28,3.2,1.2,1,93,1,3,6,2,3.00,4,1,+3,+2.43,+0.69,3.4,0.8,+2.6,+2.12,+0.98
Nathaniel Clyne,ENG,DF,Bournemouth,Premier League,27,1991,14,1143,82,33.4,12.7,13,84,9,1,46,1,1.07,18,25,-7,-0.55,-0.27,16.3,19.8,-3.5,-0.28,-0.35
Conor Coady,ENG,DF,Wolves,Premier League,25,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.50,47,46,+1,+0.03,,48.2,38.7,+9.5,+0.25,
Luca Coccolo,ITA,DF,Juventus,Serie A,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Marcus Coco,FRA,FW,Guingamp,Ligue 1,22,1996,33,1840,56,53.8,20.4,21,77,8,12,18,1,0.64,17,41,-24,-1.17,-0.26,21.3,23.6,-2.3,-0.11,+0.36
Coke,ESP,DF,Levante,La Liga,31,1987,27,1817,67,53.1,20.2,19,86,14,8,23,2,1.00,32,33,-1,-0.05,+0.29,24.0,36.4,-12.4,-0.61,-0.33
Joel Coleman,ENG,GK,Huddersfield,Premier League,22,1995,1,90,90,2.6,1.0,1,90,1,0,,7,1.00,1,1,0,0.00,+1.46,1.1,0.6,+0.5,+0.52,+1.44
Séamus Coleman,IRL,DF,Everton,Premier League,29,1988,29,2558,88,74.8,28.4,29,88,27,0,,3,1.62,43,30,+13,+0.46,+0.98,36.2,34.4,+1.8,+0.06,+0.16
Facundo Colidio,ARG,FW,Inter,Serie A,18,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Álex Collado,ESP,FW,Barcelona,La Liga,19,1999,1,85,85,2.5,0.9,0,,0,1,84,0,0.00,0,2,-2,-2.12,-3.63,0.4,1.8,-1.4,-1.45,-2.38
Omar Colley,GAM,DF,Sampdoria,Serie A,25,1992,21,1762,84,51.5,19.6,21,84,18,0,,16,1.48,32,24,+8,+0.41,+0.35,30.3,24.4,+5.9,+0.30,+0.78
Andrea Colpani,ITA,MF,Atalanta,Serie A,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
Racine Coly,SEN,DF,Nice,Ligue 1,22,1995,9,503,56,14.7,5.6,6,83,5,3,3,17,1.89,6,8,-2,-0.36,-0.27,6.1,8.8,-2.8,-0.49,-0.43
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,22,1996,21,1378,66,45.0,15.3,17,76,5,4,22,0,2.57,42,13,+29,+1.89,+0.45,34.4,11.9,+22.5,+1.47,-0.26
Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,21,1996,25,2032,81,59.4,22.6,23,88,21,2,7,6,0.84,25,37,-12,-0.53,+0.57,21.8,31.3,-9.5,-0.42,-0.11
Daniel Congré,FRA,DF,Montpellier,Ligue 1,33,1985,37,3292,89,96.3,36.6,37,89,36,0,,0,1.57,51,41,+10,+0.27,-0.43,44.4,42.5,+1.9,+0.05,-0.10
Matthew Connolly,ENG,DF,Cardiff City,Premier League,30,1987,0,,,,,0,,0,0,,1,,,,,,,,,,,
Andrea Consigli,ITA,GK,Sassuolo,Serie A,31,1987,36,3213,89,93.9,35.7,36,89,35,0,,1,1.17,51,56,-5,-0.14,+0.73,45.0,54.5,-9.5,-0.27,+0.31
Diego Contento,GER,DF,Düsseldorf,Bundesliga,28,1990,0,,,,,0,,0,0,,2,,,,,,,,,,,
Andrea Conti,ITA,DF,Milan,Serie A,24,1994,12,500,42,14.6,5.6,4,72,1,8,27,15,1.67,8,3,+5,+0.90,+0.47,7.8,6.2,+1.7,+0.30,+0.10
Lewis Cook,ENG,MF,Bournemouth,Premier League,21,1997,13,723,56,21.1,8.0,8,85,5,5,9,2,1.54,15,10,+5,+0.62,+1.26,13.0,12.1,+1.0,+0.12,+0.21
Steve Cook,ENG,DF,Bournemouth,Premier League,27,1991,31,2786,90,81.5,31.0,31,90,30,0,,0,1.29,48,56,-8,-0.26,+0.59,44.9,45.4,-0.5,-0.01,+0.16
Duje Čop,CRO,FW,Valladolid,La Liga,28,1990,18,687,38,20.1,7.6,6,85,3,12,15,5,1.06,9,13,-4,-0.52,-0.03,10.0,12.9,-2.9,-0.38,-0.07
Francis Coquelin,FRA,MF,Valencia,La Liga,27,1991,26,1761,68,51.5,19.6,20,79,9,6,29,2,1.54,29,15,+14,+0.72,+0.61,28.1,18.1,+10.0,+0.51,+0.18
Gabriele Corbo,ITA,DF,Bologna,Serie A,18,2000,1,5,5,0.1,0.1,0,,0,1,5,7,3.00,0,0,0,0.00,+0.21,0.0,0.0,0.0,-0.41,-0.44
Iñigo Córdoba,ESP,FW,Athletic Club,La Liga,21,1997,23,1321,57,38.6,14.7,15,77,4,8,22,4,1.83,21,19,+2,+0.14,+0.39,14.5,15.6,-1.1,-0.07,+0.04
Sergio Córdova,VEN,FW,Augsburg,Bundesliga,20,1997,20,531,27,17.4,5.9,3,85,2,17,16,4,0.65,12,19,-7,-1.19,-0.72,7.1,10.9,-3.9,-0.65,-0.29
Benjamin Corgnet,FRA,MF,Strasbourg,Ligue 1,31,1987,17,671,39,19.6,7.5,6,77,0,11,19,10,1.24,16,6,+10,+1.34,+1.34,10.4,5.8,+4.5,+0.61,+0.99
Ante Ćorić,CRO,MF,Roma,Serie A,21,1997,2,24,12,0.7,0.3,0,,0,2,12,23,1.50,0,0,0,0.00,-0.48,0.5,0.4,+0.1,+0.20,-0.05
