Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
Marko Arnautović,AUT,FW,West Ham,Premier League,29,1989,28,1990,71,58.2,22.1,24,78,10,4,28,0,1.43,28,34,-6,-0.27,-0.46,28.0,32.9,-4.9,-0.22,+0.30
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,24,1994,33,2872,87,93.9,31.9,33,87,26,0,,0,1.58,58,46,+12,+0.38,+0.38,43.3,44.2,-0.9,-0.03,-0.38
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,23,1994,36,3240,90,94.7,36.0,36,90,36,0,,2,1.89,61,39,+22,+0.61,-0.39,56.7,34.8,+21.9,+0.61,-0.06
Harry Arter,IRL,MF,Cardiff City,Premier League,28,1989,25,1997,80,58.4,22.2,24,83,12,1,0,2,0.88,19,39,-20,-0.90,+0.05,22.9,32.2,-9.3,-0.42,+0.45
Kwadwo Asamoah,GHA,DF,Inter,Serie A,29,1988,32,2671,83,78.1,29.7,30,87,27,2,25,5,1.84,42,26,+16,+0.54,-0.42,48.6,30.4,+18.2,+0.61,-0.31
Takuma Asano,JPN,MF,Hannover 96,Bundesliga,23,1994,13,699,54,22.8,7.8,9,63,1,4,33,6,0.46,5,22,-17,-2.19,-1.31,4.9,17.9,-13.0,-1.67,-0.93
Santiago Ascacíbar,ARG,MF,Stuttgart,Bundesliga,21,1997,27,2428,90,79.3,27.0,27,90,25,0,,0,0.78,27,55,-28,-1.04,+0.39,31.3,46.8,-15.5,-0.58,-0.18
Sergio Asenjo,ESP,GK,Villarreal,La Liga,29,1989,32,2880,90,84.2,32.0,32,90,32,0,,4,1.03,40,45,-5,-0.16,-0.49,44.8,45.4,-0.6,-0.02,+0.31
Marco Asensio,ESP,FW,Real Madrid,La Liga,22,1996,30,1779,59,52.0,19.8,19,81,9,11,22,2,1.73,31,26,+5,+0.25,-0.41,29.5,25.9,+3.6,+0.18,-0.46
Iago Aspas,ESP,FW,Celta Vigo,La Liga,30,1987,27,2251,83,65.8,25.0,26,86,14,1,24,1,1.37,43,39,+4,+0.16,+1.16,32.2,35.6,-3.4,-0.13,+0.84
Gustavo Assuncao,POR,MF,Atlético Madrid,La Liga,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Simon Asta,GER,DF,Augsburg,Bundesliga,17,2001,1,90,90,2.9,1.0,1,90,1,0,,1,0.00,1,8,-7,-7.00,-6.61,0.7,2.5,-1.8,-1.80,-1.42
Youcef Atal,ALG,DF,Nice,Ligue 1,22,1996,29,2263,78,66.2,25.1,25,87,23,4,21,0,1.38,21,21,0,0.00,+0.39,32.0,31.7,+0.3,+0.01,+0.42
Christian Atsu,GHA,MF,Newcastle Utd,Premier League,26,1992,28,1493,53,43.7,16.6,15,85,8,13,17,5,1.14,19,18,+1,+0.06,+0.39,14.4,22.7,-8.3,-0.50,-0.23
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,29,1989,36,2726,76,79.7,30.3,30,85,19,6,30,0,1.86,58,42,+16,+0.53,-0.25,48.7,45.0,+3.7,+0.12,-0.03
Emil Audero,ITA,GK,Sampdoria,Serie A,21,1997,36,3240,90,94.7,36.0,36,90,36,0,,2,1.36,58,51,+7,+0.19,-0.81,48.4,51.6,-3.2,-0.09,-0.21
Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,21,1997,17,461,27,15.1,5.1,4,78,1,13,11,10,1.35,5,6,-1,-0.20,-1.41,8.5,4.5,+4.0,+0.78,+0.02
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,24,1994,34,3026,89,98.9,33.6,34,89,32,0,,0,1.56,58,48,+10,+0.30,+2.94,48.9,52.7,-3.8,-0.11,+1.30
Jose Aurelio Suarez,ESP,GK,Girona,La Liga,22,1995,0,,,,,0,,0,0,,8,,,,,,,,,,,
Serge Aurier,CIV,DF,Tottenham,Premier League,25,1992,8,564,71,16.5,6.3,6,81,4,2,40,11,2.25,12,9,+3,+0.48,-0.31,9.4,7.3,+2.0,+0.33,-0.01
Charlie Austin,ENG,FW,Southampton,Premier League,29,1989,25,983,39,28.7,10.9,11,67,0,14,18,10,0.80,11,17,-6,-0.55,-0.03,13.8,17.9,-4.1,-0.37,-0.22
Ezequiel Ávila,ARG,FW,Huesca,La Liga,24,1994,34,1997,59,58.4,22.2,20,84,9,14,23,0,0.94,25,36,-11,-0.50,+0.20,27.1,33.4,-6.3,-0.28,0.00
Javier Avilés,ESP,FW,Leganés,La Liga,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,26,1991,20,1181,59,34.5,13.1,14,80,3,6,10,16,1.40,15,13,+2,+0.15,+0.31,14.3,15.9,-1.6,-0.12,-0.26
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,23,1994,28,2449,87,80.0,27.2,28,87,26,0,,2,1.32,38,52,-14,-0.51,-0.22,35.4,49.7,-14.3,-0.53,-0.65
Floyd Ayité,TOG,FW,Fulham,Premier League,29,1988,16,476,30,13.9,5.3,3,79,1,13,18,11,0.69,3,13,-10,-1.89,-0.76,4.4,10.5,-6.0,-1.14,-0.48
César Azpilicueta,ESP,DF,Chelsea,Premier League,28,1989,38,3402,90,99.5,37.8,38,90,37,0,,0,1.89,63,39,+24,+0.63,+0.63,58.8,35.4,+23.5,+0.62,+1.92
Abdoulaye Ba,SEN,DF,Rayo Vallecano,La Liga,27,1991,26,2110,81,61.7,23.4,25,83,21,1,36,5,1.00,27,34,-7,-0.30,+1.21,27.7,30.9,-3.2,-0.14,+0.63
Florian Baak,GER,MF,Hertha BSC,Bundesliga,19,1999,1,1,1,0.0,0.0,0,,0,1,0,6,3.00,0,0,0,0.00,+0.24,0.0,0.0,0.0,-2.33,-1.99
Ludovic Baal,GUF,DF,Rennes,Ligue 1,32,1986,2,126,63,3.7,1.4,1,90,1,1,36,0,1.50,3,3,0,0.00,-0.08,1.5,2.2,-0.7,-0.52,-0.64
Khouma Babacar,SEN,FW,Sassuolo,Serie A,25,1993,29,1488,51,43.5,16.5,16,78,4,13,19,7,1.21,31,23,+8,+0.48,+1.18,22.8,22.3,+0.6,+0.03,+0.56
Ryan Babel,NED,FW,Fulham,Premier League,31,1986,16,1251,78,36.6,13.9,15,82,5,1,25,0,0.75,14,26,-12,-0.86,+0.59,15.5,25.1,-9.6,-0.69,+0.06
Carlos Bacca,COL,FW,Villarreal,La Liga,31,1986,33,1270,38,37.1,14.1,12,72,2,21,19,2,1.09,17,17,0,0.00,+0.13,21.1,18.5,+2.5,+0.18,+0.40
Juninho Bacuna,CUW,MF,Huddersfield,Premier League,20,1997,21,1412,67,41.3,15.7,16,82,9,5,21,5,0.38,9,36,-27,-1.72,-0.51,11.1,29.9,-18.8,-1.20,-0.55
Leandro Bacuna,CUW,MF,Cardiff City,Premier League,26,1991,11,561,51,16.4,6.2,4,92,4,7,28,3,1.36,7,14,-7,-1.12,-0.24,7.0,11.4,-4.4,-0.71,-0.12
Milan Badelj,CRO,MF,Lazio,Serie A,29,1989,23,1141,50,33.4,12.7,14,69,4,9,19,12,1.30,15,22,-7,-0.55,-1.22,15.7,14.3,+1.4,+0.11,-0.37
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,17,2001,20,1762,88,51.5,19.6,20,88,19,0,,5,1.05,20,33,-13,-0.66,-0.34,24.3,26.9,-2.6,-0.13,-0.35
Loic Badiashile,FRA,GK,Rennes,Ligue 1,20,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,
Loic Badiashile,FRA,GK,Monaco,Ligue 1,20,1998,0,,,,,0,,0,0,,12,,,,,,,,,,,
Holger Badstuber,GER,DF,Stuttgart,Bundesliga,29,1989,10,522,52,17.1,5.8,5,82,4,5,23,11,0.60,1,13,-12,-2.07,-1.15,4.9,10.2,-5.3,-0.92,-0.45
Fabrizio Bagheria,ITA,GK,Parma,Serie A,17,2001,0,,,,,0,,0,0,,22,,,,,,,,,,,
Mohamed Bahlouli,FRA,MF,Sampdoria,Serie A,18,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,26,1992,32,2469,77,72.2,27.4,31,79,6,1,33,0,1.28,31,28,+3,+0.11,+0.87,31.7,33.4,-1.7,-0.06,-0.31
Daniel Baier,GER,MF,Augsburg,Bundesliga,34,1984,33,2815,85,92.0,31.3,33,85,24,0,,0,0.97,46,60,-14,-0.45,+1.76,39.8,52.8,-13.0,-0.42,-0.02
Leon Bailey,JAM,FW,Leverkusen,Bundesliga,20,1997,29,1914,66,62.5,21.3,21,80,8,8,30,1,1.55,36,36,0,0.00,-1.34,35.9,29.1,+6.8,+0.32,-0.59
Eric Bailly,CIV,DF,Manchester Utd,Premier League,24,1994,12,638,53,18.7,7.1,8,78,5,4,5,9,2.17,14,13,+1,+0.14,-0.18,8.4,8.7,-0.3,-0.04,-0.45
Leighton Baines,ENG,DF,Everton,Premier League,33,1984,6,375,63,11.0,4.2,5,72,3,1,14,25,1.50,8,6,+2,+0.48,+0.30,4.5,7.0,-2.5,-0.60,-0.70
Marvin Bakalorz,GER,MF,Hannover 96,Bundesliga,28,1989,25,1470,59,48.0,16.3,16,81,11,9,19,6,0.84,18,35,-17,-1.04,+0.26,19.2,28.4,-9.2,-0.56,+0.75
Tiemoué Bakayoko,FRA,MF,Milan,Serie A,23,1994,31,2301,74,67.3,25.6,26,85,21,5,19,6,1.61,30,23,+7,+0.27,-0.69,30.9,29.2,+1.7,+0.07,-0.45
Ridle Baku,GER,MF,Mainz 05,Bundesliga,20,1998,15,937,62,30.6,10.4,10,84,5,5,20,9,1.20,6,14,-8,-0.77,-0.64,13.3,15.9,-2.6,-0.25,+0.01
Fabián Balbuena,PAR,DF,West Ham,Premier League,26,1991,23,2013,88,58.9,22.4,23,88,22,0,,4,1.35,33,32,+1,+0.04,+0.30,30.0,35.1,-5.0,-0.22,+0.30
Keita Baldé,SEN,FW,Inter,Serie A,23,1995,24,889,37,26.0,9.9,8,72,1,16,20,7,1.96,16,5,+11,+1.11,+0.65,17.4,9.2,+8.2,+0.83,+0.20
Gareth Bale,WAL,FW,Real Madrid,La Liga,29,1989,29,1786,62,52.2,19.8,21,76,6,8,25,2,1.72,34,23,+11,+0.55,+0.22,32.3,24.3,+8.0,+0.40,0.00
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,30,1988,11,523,48,15.3,5.8,6,80,4,5,9,18,1.73,5,7,-2,-0.34,-0.28,5.2,8.6,-3.4,-0.59,-0.58
Leonardo Balerdi,ARG,DF,Dortmund,Bundesliga,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Andrija Balić,CRO,MF,Udinese,Serie A,20,1997,4,27,7,0.8,0.3,0,,0,4,7,8,1.00,0,1,-1,-3.33,-2.99,0.6,0.3,+0.4,+1.21,+1.65
Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,21,1997,18,1594,89,46.6,17.7,18,89,17,0,,0,1.22,21,26,-5,-0.28,+0.41,24.8,21.7,+3.1,+0.18,+0.26
Fodé Ballo-Touré,SEN,DF,Lille,Ligue 1,21,1997,18,1593,89,46.6,17.7,18,89,16,0,,0,1.89,29,17,+12,+0.68,-0.46,24.1,22.0,+2.1,+0.12,-0.55
Florent Balmont,FRA,MF,Dijon,Ligue 1,38,1980,20,1076,54,31.5,12.0,15,66,4,5,18,8,0.95,9,25,-16,-1.34,-0.84,9.4,21.5,-12.1,-1.01,-0.65
Leon Balogun,NGA,DF,Brighton,Premier League,30,1988,8,594,74,17.4,6.6,5,91,5,3,47,18,1.25,6,10,-4,-0.61,+0.06,6.1,9.0,-2.8,-0.43,+0.17
Mario Balotelli,ITA,FW,Nice,Ligue 1,27,1990,10,752,75,22.0,8.4,9,79,2,1,45,0,1.70,5,3,+2,+0.24,+0.48,7.5,11.0,-3.5,-0.42,-0.37
Mario Balotelli,ITA,FW,Marseille,Ligue 1,27,1990,15,933,62,27.3,10.4,12,72,2,3,22,0,1.40,14,14,0,0.00,-0.29,14.1,11.6,+2.5,+0.24,+0.09
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,28,1990,30,2573,86,75.2,28.6,29,89,27,1,1,4,1.33,36,33,+3,+0.10,+0.95,35.9,35.5,+0.4,+0.02,-0.03
Jonathan Bamba,FRA,FW,Lille,Ligue 1,22,1996,38,3004,79,87.8,33.4,35,84,25,3,20,0,1.97,62,29,+33,+0.99,+0.56,52.0,39.0,+13.0,+0.39,-0.19
Sol Bamba,CIV,DF,Cardiff City,Premier League,33,1985,28,2474,88,72.3,27.5,28,88,27,0,,1,0.89,25,52,-27,-0.98,-0.22,28.6,43.5,-15.0,-0.54,+0.23
Yacine Bammou,MAR,FW,Caen,Ligue 1,26,1991,17,923,54,27.0,10.3,9,85,6,8,20,5,0.76,9,11,-2,-0.20,+0.63,9.2,13.5,-4.3,-0.42,+0.39
Éver Banega,ARG,MF,Sevilla,La Liga,30,1988,32,2667,83,78.0,29.6,32,83,18,0,,0,1.59,51,33,+18,+0.61,+0.97,51.8,33.5,+18.4,+0.62,+0.54
Lass Bangoura,GUI,FW,Rayo Vallecano,La Liga,26,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mattia Bani,ITA,DF,Chievo,Serie A,24,1993,30,2610,87,76.3,29.0,29,89,26,1,38,3,0.60,19,48,-29,-1.00,+1.33,27.4,42.2,-14.8,-0.51,+0.50
Léo Baptistão,BRA,FW,Espanyol,La Liga,25,1992,20,1233,62,36.1,13.7,14,79,5,6,22,1,1.15,16,22,-6,-0.44,-0.60,19.1,17.2,+1.9,+0.14,+0.30
Antonín Barák,CZE,MF,Udinese,Serie A,23,1994,8,329,41,9.6,3.7,4,72,0,4,11,7,0.88,3,10,-7,-1.91,-1.71,3.2,7.0,-3.7,-1.03,-0.66
Yves Baraye,SEN,FW,Parma,Serie A,26,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,
Federico Barba,ITA,DF,Chievo,Serie A,24,1993,30,2483,83,72.6,27.6,29,85,26,1,21,2,0.63,17,48,-31,-1.12,+0.70,26.6,41.0,-14.4,-0.52,+0.40
Théo Barbet,FRA,DF,Dijon,Ligue 1,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Danilo Barbosa,BRA,MF,Nice,Ligue 1,22,1996,22,1548,70,45.3,17.2,18,81,10,4,21,5,1.55,15,17,-2,-0.12,+0.03,20.3,22.7,-2.4,-0.14,-0.02
Mariano Barbosa,ARG,GK,Villarreal,La Liga,34,1984,0,,,,,0,,0,0,,2,,,,,,,,,,,
Enis Bardhi,MKD,MF,Levante,La Liga,23,1995,36,2836,79,82.9,31.5,31,86,23,5,32,0,1.14,51,51,0,0.00,+1.08,44.1,53.9,-9.9,-0.31,+0.85
Francesco Bardi,ITA,GK,Frosinone,Serie A,26,1992,3,270,90,7.9,3.0,3,90,3,0,,26,0.33,1,5,-4,-1.33,-0.30,4.4,3.6,+0.8,+0.26,+1.01
Phil Bardsley,SCO,DF,Burnley,Premier League,33,1985,19,1670,88,48.8,18.6,19,88,17,0,,12,1.26,22,27,-5,-0.27,+0.66,20.8,28.5,-7.7,-0.42,+0.39
Nicolò Barella,ITA,MF,Cagliari,Serie A,21,1997,35,3107,89,90.8,34.5,35,89,30,0,,0,1.06,32,50,-18,-0.52,-0.52,33.4,54.4,-20.9,-0.61,-0.98
Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,29,1989,15,1079,72,35.3,12.0,13,79,5,2,28,1,1.73,19,14,+5,+0.42,+0.24,17.7,15.1,+2.6,+0.22,+0.54
Antonino Barillà,ITA,MF,Parma,Serie A,30,1988,31,2618,84,76.5,29.1,30,87,23,1,16,3,1.19,33,40,-7,-0.24,+1.22,30.2,48.7,-18.5,-0.64,+0.22
Ross Barkley,ENG,MF,Chelsea,Premier League,24,1993,27,1245,46,36.4,13.8,13,75,3,14,19,9,2.00,28,13,+15,+1.08,+0.71,23.5,11.4,+12.1,+0.88,+0.42
Aymen Barkok,MAR,MF,Düsseldorf,Bundesliga,20,1998,12,510,43,16.7,5.7,4,80,2,8,24,6,1.00,8,16,-8,-1.41,-1.13,5.8,12.4,-6.7,-1.18,-0.94
Ashley Barnes,ENG,FW,Burnley,Premier League,28,1989,37,2388,65,69.8,26.5,26,85,16,11,17,1,1.00,35,41,-6,-0.23,+1.26,31.3,39.0,-7.7,-0.29,+1.08
Harvey Barnes,ENG,FW,Leicester City,Premier League,20,1997,16,1004,63,29.4,11.2,11,79,3,5,27,1,1.25,19,16,+3,+0.27,+0.27,19.1,11.2,+7.8,+0.70,+0.84
Antonio Barragán,ESP,DF,Betis,La Liga,31,1987,14,934,67,27.3,10.4,12,76,7,2,10,7,1.21,9,16,-7,-0.67,-0.64,10.7,12.5,-1.8,-0.18,-0.29
Antonio Barreca,ITA,DF,Newcastle Utd,Premier League,23,1995,1,5,5,0.1,0.1,0,,0,1,4,2,0.00,0,0,0,0.00,+0.16,0.0,0.4,-0.3,-6.26,-5.90
Antonio Barreca,ITA,DF,Monaco,Ligue 1,23,1995,7,593,85,17.3,6.6,7,85,4,0,,2,0.86,9,9,0,0.00,+0.60,11.4,7.8,+3.6,+0.54,+0.61
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,18,2000,1,90,90,2.9,1.0,1,90,1,0,,2,0.00,1,5,-4,-4.00,-3.79,1.7,2.7,-1.0,-1.05,-0.82
Ander Barrenetxea,ESP,FW,Real Sociedad,La Liga,16,2001,9,399,44,11.7,4.4,5,73,0,4,9,3,1.44,8,5,+3,+0.68,+0.80,6.5,3.3,+3.2,+0.72,+0.69
Édgar Barreto,PAR,MF,Sampdoria,Serie A,34,1984,12,785,65,23.0,8.7,9,79,7,3,24,5,1.58,12,7,+5,+0.57,+0.44,10.2,10.6,-0.3,-0.04,+0.05
Musa Barrow,GAM,FW,Atalanta,Serie A,19,1998,22,601,27,17.6,6.7,6,58,0,16,16,13,1.41,14,8,+6,+0.90,+0.10,13.2,6.2,+7.0,+1.05,+0.46
Fin Bartels,GER,FW,Werder Bremen,Bundesliga,31,1987,2,23,12,0.8,0.3,0,,0,2,11,0,3.00,2,1,+1,+3.91,+3.68,0.6,0.6,0.0,+0.16,+0.29
Marc Bartra,ESP,DF,Betis,La Liga,27,1991,33,2928,89,85.6,32.5,33,89,31,0,,4,1.42,38,43,-5,-0.15,+0.40,43.9,40.2,+3.7,+0.11,+0.56
Andrea Barzagli,ITA,DF,Juventus,Serie A,37,1981,7,260,37,7.6,2.9,4,62,0,3,4,17,2.29,5,3,+2,+0.69,-0.39,3.2,3.3,0.0,-0.02,-0.65
Daniele Baselli,ITA,MF,Torino,Serie A,26,1992,34,2379,70,69.6,26.4,27,82,10,7,22,1,1.65,37,27,+10,+0.38,-0.05,34.2,31.5,+2.7,+0.10,+0.22
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,21,1996,23,1333,58,39.0,14.8,16,75,6,7,19,8,0.78,11,18,-7,-0.47,-0.43,14.5,22.5,-8.1,-0.54,-0.33
Thomas Basila,FRA,DF,Nantes,Ligue 1,19,1999,2,92,46,2.7,1.0,1,90,1,1,2,2,3.00,2,1,+1,+0.98,+1.01,1.1,1.3,-0.2,-0.19,-0.19
Dušan Basta,SRB,DF,Lazio,Serie A,33,1984,0,,,,,0,,0,0,,6,,,,,,,,,,,
Borja Bastón,ESP,FW,Alavés,La Liga,25,1992,27,1439,53,42.1,16.0,18,72,3,9,16,4,1.26,17,25,-8,-0.50,-0.36,16.3,22.5,-6.2,-0.39,-0.06
Alessandro Bastoni,ITA,DF,Parma,Serie A,19,1999,24,1690,70,49.4,18.8,18,89,17,6,13,9,1.21,22,31,-9,-0.48,+0.09,19.2,32.5,-13.3,-0.71,-0.04
Bastos,ANG,DF,Lazio,Serie A,27,1991,18,1139,63,33.3,12.7,11,88,8,7,25,19,1.44,15,20,-5,-0.40,-0.99,15.5,17.5,-2.0,-0.15,-0.77
Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,24,1993,11,750,68,21.9,8.3,9,79,1,2,19,3,2.00,18,11,+7,+0.84,+1.14,12.5,9.7,+2.8,+0.34,+0.37
Michy Batshuayi,BEL,FW,Valencia,La Liga,24,1993,15,527,35,15.4,5.9,4,74,1,11,21,2,1.00,6,4,+2,+0.34,-0.09,7.8,4.6,+3.3,+0.56,+0.15
Thomas Battistella,ITA,MF,Udinese,Serie A,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Robert Bauer,GER,DF,Nürnberg,Bundesliga,23,1995,22,1722,78,56.3,19.1,19,87,14,3,24,7,0.41,13,39,-26,-1.36,-0.28,18.5,31.5,-13.0,-0.68,-0.04
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,28,1990,33,2970,90,97.1,33.0,33,90,33,0,,0,1.45,67,51,+16,+0.48,-1.52,71.2,50.2,+21.0,+0.64,+0.41
Timo Baumgartl,GER,DF,Stuttgart,Bundesliga,22,1996,18,1620,90,52.9,18.0,18,90,18,0,,8,0.83,14,41,-27,-1.50,-0.81,20.7,30.1,-9.4,-0.52,+0.04
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,30,1988,21,1559,74,50.9,17.3,16,89,14,5,28,4,2.19,43,23,+20,+1.15,+1.33,35.1,16.8,+18.3,+1.06,+1.05
Christoph Baumgartner,AUT,MF,Hoffenheim,Bundesliga,18,1999,2,85,43,2.8,0.9,1,40,0,1,45,5,0.00,2,0,+2,+2.12,+1.63,2.6,3.0,-0.4,-0.41,-1.06
Jon Bautista,ESP,FW,Real Sociedad,La Liga,23,1995,18,597,33,17.5,6.6,4,84,2,14,19,13,0.89,6,9,-3,-0.45,-0.52,9.0,7.4,+1.6,+0.25,+0.16
Paul Baysse,FRA,DF,Caen,Ligue 1,30,1988,20,1788,89,52.3,19.9,20,89,19,0,,6,0.75,18,27,-9,-0.45,+0.43,18.3,27.0,-8.7,-0.44,+0.56
Paul Baysse,FRA,DF,Bordeaux,Ligue 1,30,1988,1,74,74,2.2,0.8,0,,0,1,74,0,0.00,0,2,-2,-2.43,-2.27,0.2,1.6,-1.4,-1.73,-1.42
Noah Joel Sarenren Bazee,NGA,FW,Hannover 96,Bundesliga,21,1996,3,155,52,5.1,1.7,3,52,0,0,,1,1.00,3,3,0,0.00,+1.24,2.9,3.8,-1.0,-0.58,+0.40
Claudio Beauvue,GLP,FW,Caen,Ligue 1,30,1988,25,1499,60,43.8,16.7,16,82,8,9,21,3,0.68,13,23,-10,-0.60,+0.10,14.1,24.9,-10.7,-0.64,+0.10
Bebé,CPV,FW,Rayo Vallecano,La Liga,28,1990,27,1302,48,38.1,14.5,13,81,7,14,18,8,0.96,16,28,-12,-0.83,-0.11,15.9,23.5,-7.6,-0.53,-0.24
Bebé,CPV,MF,Eibar,La Liga,28,1990,2,62,31,1.8,0.7,1,56,0,1,6,0,0.00,0,3,-3,-4.35,-4.33,0.7,2.1,-1.3,-1.94,-2.14
Ihlas Bebou,TOG,FW,Hannover 96,Bundesliga,24,1994,12,1066,89,34.8,11.8,12,89,10,0,,0,0.92,15,22,-7,-0.59,+0.90,14.9,20.8,-5.9,-0.50,+0.70
Uffe Bech,DEN,FW,Hannover 96,Bundesliga,25,1993,2,19,10,0.6,0.2,0,,0,2,9,3,0.00,0,2,-2,-9.47,-8.35,0.3,0.1,+0.2,+0.73,+1.70
Andreas Beck,GER,DF,Stuttgart,Bundesliga,31,1987,24,1776,74,58.0,19.7,21,83,15,3,9,5,1.00,23,35,-12,-0.61,+1.21,22.5,31.0,-8.5,-0.43,+0.26
Jan Bednarek,POL,DF,Southampton,Premier League,22,1996,25,2151,86,62.9,23.9,24,88,23,1,35,1,1.20,32,37,-5,-0.21,+0.85,27.2,34.8,-7.6,-0.32,-0.28
Andrea Beghetto,ITA,DF,Frosinone,Serie A,23,1994,27,2226,82,65.1,24.7,25,87,22,2,21,11,0.85,20,37,-17,-0.69,+1.05,22.6,36.3,-13.8,-0.56,+0.31
Asmir Begović,BIH,GK,Bournemouth,Premier League,31,1987,24,2160,90,63.2,24.0,24,90,24,0,,12,1.13,32,47,-15,-0.62,-0.70,34.2,34.0,+0.1,+0.01,+0.13
Valon Behrami,SUI,MF,Udinese,Serie A,33,1985,19,1361,72,39.8,15.1,17,78,8,2,16,4,1.16,12,15,-3,-0.20,+0.28,15.5,21.6,-6.1,-0.40,+0.05
Hanno Behrens,GER,MF,Nürnberg,Bundesliga,28,1990,30,2639,88,86.2,29.3,30,88,26,0,,0,0.63,25,58,-33,-1.13,+0.80,28.8,48.1,-19.3,-0.66,+0.06
Felix Beijmo,SWE,DF,Werder Bremen,Bundesliga,20,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,
Luca Belardinelli,ITA,MF,Empoli,Serie A,17,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Vid Belec,SVN,GK,Sampdoria,Serie A,28,1990,0,,,,,0,,0,0,,37,,,,,,,,,,,
Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,26,1992,28,1863,67,60.9,20.7,20,84,13,8,22,5,1.36,45,28,+17,+0.82,+0.75,48.5,26.8,+21.7,+1.05,+1.08
Stefan Bell,GER,DF,Mainz 05,Bundesliga,26,1991,25,2250,90,73.5,25.0,25,90,25,0,,3,1.08,26,44,-18,-0.72,-1.50,29.9,41.8,-11.9,-0.47,-0.84
Raoul Bellanova,ITA,DF,Milan,Serie A,18,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,28,1990,19,1057,56,34.5,11.7,14,70,7,5,14,1,1.68,25,13,+12,+1.02,+0.80,22.7,15.5,+7.1,+0.61,+0.10
Héctor Bellerín,ESP,DF,Arsenal,Premier League,23,1995,19,1533,81,44.8,17.0,18,84,15,1,21,0,1.95,36,21,+15,+0.88,+0.55,26.4,20.3,+6.0,+0.35,+0.41
Andrea Belotti,ITA,FW,Torino,Serie A,24,1993,37,3299,89,96.5,36.7,37,89,35,0,,0,1.68,51,35,+16,+0.44,+1.18,47.7,46.7,+1.0,+0.03,-0.24
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,19,1999,30,1517,51,44.4,16.9,16,82,9,14,15,6,1.03,24,31,-7,-0.42,-0.32,18.4,29.2,-10.8,-0.64,-0.40
Sami Ben Amar,MAR,FW,Nîmes,Ligue 1,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Hatem Ben Arfa,FRA,MF,Rennes,Ligue 1,31,1987,26,2033,78,59.4,22.6,23,85,16,3,24,2,1.27,30,30,0,0.00,-0.19,29.8,26.7,+3.1,+0.14,+0.12
Wissam Ben Yedder,FRA,FW,Sevilla,La Liga,27,1990,35,2812,80,82.2,31.2,31,86,21,4,36,2,1.57,56,33,+23,+0.74,+1.92,54.9,32.4,+22.5,+0.72,+1.24
Diego Benaglio,SUI,GK,Monaco,Ligue 1,34,1983,23,2058,89,60.2,22.9,22,90,22,1,78,11,0.78,20,38,-18,-0.79,-0.72,26.6,29.8,-3.1,-0.14,-0.44
Marco Benassi,ITA,MF,Fiorentina,Serie A,23,1994,32,2282,71,66.7,25.4,29,76,12,3,23,4,1.16,31,28,+3,+0.12,+0.20,33.7,24.7,+9.0,+0.35,+0.22
