Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types Drib,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types Drib,GCA Types Sh,GCA Types Fld,GCA Types Def
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,26,1994,23.8,25,1.05,19,1,0,2,2,1,4,0.17,2,0,0,1,0,1
Jean-Eudes Aholou,CIV,MF,Monaco,Ligue 1,26,1994,0.4,1,2.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,24,1995,14.3,10,0.70,7,0,1,2,0,0,2,0.14,2,0,0,0,0,0
Ola Aina,NGA,DF,Fulham,Premier League,23,1996,29.6,26,0.88,22,2,0,0,1,1,4,0.14,4,0,0,0,0,0
Rayan Aït Nouri,FRA,DF,Wolves,Premier League,19,2001,15.6,30,1.92,19,3,7,0,1,0,2,0.13,1,0,1,0,0,0
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,19,2001,2.1,8,3.85,6,0,2,0,0,0,2,0.96,1,0,1,0,0,0
Semi Ajayi,NGA,DF,West Brom,Premier League,26,1993,30.9,14,0.45,11,0,2,1,0,0,3,0.10,2,0,0,1,0,0
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,26,1994,33.0,68,2.06,48,0,1,11,8,0,8,0.24,4,0,1,1,2,0
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,25,1995,26.1,15,0.57,10,1,0,2,1,1,1,0.04,1,0,0,0,0,0
Carlos Akapo,EQG,DF,Cádiz,La Liga,27,1993,9.6,5,0.52,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Marley Aké,FRA,FW,Marseille,Ligue 1,19,2001,1.6,1,0.62,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Nathan Aké,NED,DF,Manchester City,Premier League,25,1995,8.9,3,0.34,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Paul Akouokou,CIV,MF,Betis,La Liga,22,1997,4.2,5,1.19,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,27,1992,11.7,19,1.62,14,0,1,0,1,3,1,0.09,1,0,0,0,0,0
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,25,1995,13.2,5,0.38,4,1,0,0,0,0,1,0.08,1,0,0,0,0,0
David Alaba,AUT,DF,Bayern Munich,Bundesliga,28,1992,29.7,49,1.65,44,1,0,3,0,1,6,0.20,5,1,0,0,0,0
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,22,1998,16.7,16,0.96,12,1,1,0,2,0,3,0.18,2,0,0,0,1,0
Jony Álamo,ESP,MF,Elche,La Liga,18,2001,0.8,1,1.23,1,0,0,0,0,0,1,1.23,1,0,0,0,0,0
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,27,1992,13.8,27,1.95,21,0,2,1,3,0,3,0.22,2,0,0,1,0,0
Jordi Alba,ESP,DF,Barcelona,La Liga,31,1989,33.6,86,2.56,83,1,1,0,0,1,9,0.27,9,0,0,0,0,0
Luis Alberto,ESP,MF,Lazio,Serie A,27,1992,29.1,144,4.95,110,24,4,3,2,1,5,0.17,4,0,1,0,0,0
Raúl Albiol,ESP,DF,Villarreal,La Liga,34,1985,34.6,14,0.40,14,0,0,0,0,0,2,0.06,2,0,0,0,0,0
Marc Albrighton,ENG,DF,Leicester City,Premier League,30,1989,19.4,71,3.66,53,5,4,1,2,6,11,0.57,7,2,0,1,0,1
Paco Alcácer,ESP,FW,Villarreal,La Liga,26,1993,17.2,28,1.63,21,1,2,3,1,0,9,0.52,6,0,1,2,0,0
Pedro Alcalá,ESP,DF,Cádiz,La Liga,31,1989,10.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thiago Alcántara,ESP,MF,Liverpool,Premier League,29,1991,20.6,61,2.96,51,2,3,2,1,2,2,0.10,2,0,0,0,0,0
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,29,1991,24.1,22,0.91,20,0,0,2,0,0,2,0.08,2,0,0,0,0,0
Omar Alderete,PAR,DF,Hertha BSC,Bundesliga,23,1996,14.4,7,0.48,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Toby Alderweireld,BEL,DF,Tottenham,Premier League,31,1989,24.9,19,0.76,16,0,0,3,0,0,3,0.12,3,0,0,0,0,0
Iván Alejo,ESP,MF,Cádiz,La Liga,25,1995,9.2,20,2.18,16,1,1,1,1,0,2,0.22,1,0,0,1,0,0
Carles Aleñá,ESP,MF,Barcelona,La Liga,22,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carles Aleñá,ESP,MF,Getafe,La Liga,22,1998,15.2,57,3.76,29,12,4,6,5,1,2,0.13,2,0,0,0,0,0
Rúnar Alex Rúnarsson,ISL,GK,Arsenal,Premier League,25,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,21,1998,33.7,123,3.65,78,32,7,6,0,0,13,0.39,10,2,0,1,0,0
Alfon,ESP,MF,Celta Vigo,La Liga,21,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohamed Ali Cho,FRA,FW,Angers,Ligue 1,16,2004,3.9,5,1.29,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Ezgjan Alioski,MKD,DF,Leeds United,Premier League,28,1992,27.3,57,2.08,49,3,0,3,2,0,6,0.22,4,1,0,1,0,0
Rachid Alioui,MAR,FW,Angers,Ligue 1,28,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alisson,BRA,GK,Liverpool,Premier League,27,1992,33.0,5,0.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Saturnin Allagbé,BEN,GK,Dijon,Ligue 1,26,1993,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Allan,BRA,MF,Everton,Premier League,29,1991,22.8,38,1.67,32,0,4,1,1,0,2,0.09,2,0,0,0,0,0
Dele Alli,ENG,MF,Tottenham,Premier League,24,1996,6.9,22,3.19,18,0,0,1,2,1,3,0.44,2,0,0,1,0,0
Miguel Almirón,PAR,MF,Newcastle Utd,Premier League,26,1994,27.0,63,2.33,47,1,6,3,4,2,4,0.15,3,0,0,1,0,0
Marcos Alonso,ESP,DF,Chelsea,Premier League,29,1990,10.7,33,3.09,24,2,0,5,1,1,2,0.19,1,0,0,1,0,0
Sergio Álvarez,ESP,MF,Eibar,La Liga,28,1992,17.4,13,0.75,11,0,0,0,1,1,1,0.06,1,0,0,0,0,0
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,25,1995,21.6,12,0.55,11,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Bruno Alves,POR,DF,Parma,Serie A,38,1981,18.1,7,0.39,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Steven Alzate,COL,MF,Brighton,Premier League,21,1998,10.0,25,2.51,20,1,1,3,0,0,1,0.10,1,0,0,0,0,0
Ibrahim Amadou,FRA,MF,Angers,Ligue 1,27,1993,16.7,25,1.50,21,0,0,2,0,2,3,0.18,2,0,0,1,0,0
Romain Amalfitano,FRA,FW,Dijon,Ligue 1,30,1989,1.3,2,1.55,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Emmanuel Amankwaa Akurugu,GHA,DF,Getafe,La Liga,18,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Daniel Amartey,GHA,DF,Leicester City,Premier League,25,1994,8.0,5,0.62,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Amavi,FRA,DF,Marseille,Ligue 1,26,1994,9.0,16,1.77,7,1,1,1,6,0,5,0.55,2,0,0,1,2,0
Thierry Ambrose,GLP,FW,Metz,Ligue 1,23,1997,8.4,25,2.99,18,1,3,1,2,0,2,0.24,2,0,0,0,0,0
Wisdom Amey,ITA,DF,Bologna,Serie A,14,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,23,1996,21.0,71,3.38,48,13,4,6,0,0,11,0.52,8,1,2,0,0,0
Ethan Ampadu,WAL,DF,Sheffield Utd,Premier League,19,2000,23.2,15,0.65,13,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,23,1996,27.1,34,1.25,31,0,1,2,0,0,2,0.07,1,0,0,1,0,0
Jon Ander Garrido,ESP,MF,Cádiz,La Liga,30,1989,8.9,10,1.13,7,1,0,0,1,1,2,0.23,1,0,0,0,1,0
Joachim Andersen,DEN,DF,Lyon,Ligue 1,24,1996,2.1,1,0.47,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joachim Andersen,DEN,DF,Fulham,Premier League,24,1996,30.3,26,0.86,24,0,0,1,0,1,2,0.07,2,0,0,0,0,0
Djavan Anderson,NED,DF,Lazio,Serie A,25,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Elliot Anderson,SCO,MF,Newcastle Utd,Premier League,17,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Felipe Anderson,BRA,FW,West Ham,Premier League,27,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastian Andersson,SWE,FW,Köln,Bundesliga,29,1991,12.5,12,0.96,7,0,0,3,1,1,3,0.24,1,0,0,1,1,0
Nícolas Andrade,BRA,GK,Udinese,Serie A,32,1988,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benjamin André,FRA,MF,Lille,Ligue 1,29,1990,32.1,55,1.72,47,0,3,2,3,0,4,0.12,4,0,0,0,0,0
Robert Andrich,GER,MF,Union Berlin,Bundesliga,25,1994,28.1,55,1.96,42,3,4,1,2,3,8,0.29,6,0,0,0,1,1
Victorien Angban,CIV,MF,Metz,Ligue 1,23,1996,18.6,26,1.40,25,0,0,0,1,0,2,0.11,2,0,0,0,0,0
Ángel,ESP,GK,Granada,La Liga,18,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
José Ángel,ESP,DF,Eibar,La Liga,30,1989,10.0,15,1.50,11,3,1,0,0,0,0,0.00,0,0,0,0,0,0
Miguel Ángel Rubio,ESP,DF,Valladolid,La Liga,22,1998,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Angeliño,ESP,DF,RB Leipzig,Bundesliga,23,1997,24.0,92,3.83,62,15,6,6,3,0,6,0.25,4,1,1,0,0,0
Davide Angelo Ghislandi,ITA,DF,Atalanta,Serie A,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Philip Ankhrah,GHA,MF,Hellas Verona,Serie A,17,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cristian Ansaldi,ARG,DF,Torino,Serie A,33,1986,21.6,61,2.82,39,13,3,2,1,3,8,0.37,7,0,1,0,0,0
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,24,1996,30.1,28,0.93,22,1,0,1,1,3,5,0.17,4,0,0,0,1,0
Michail Antonio,JAM,FW,West Ham,Premier League,30,1990,21.9,65,2.96,34,1,8,7,15,0,11,0.50,5,1,0,2,3,0
José Antonio Miranda,EQG,MF,Getafe,La Liga,22,1998,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Valentin Antov,BUL,DF,Bologna,Serie A,19,2000,2.6,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Houssem Aouar,FRA,MF,Lyon,Ligue 1,22,1998,19.8,101,5.10,69,2,11,6,8,5,14,0.71,8,0,1,4,1,0
Adil Aouchiche,FRA,MF,Saint-Étienne,Ligue 1,18,2002,19.2,94,4.89,50,32,1,2,7,2,8,0.42,5,3,0,0,0,0
Dennis Appiah,FRA,DF,Nantes,Ligue 1,28,1992,17.3,24,1.39,21,0,2,0,0,1,5,0.29,4,0,1,0,0,0
Aritz Arambarri,ESP,DF,Real Sociedad,La Liga,22,1998,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mauro Arambarri,URU,MF,Getafe,La Liga,24,1995,33.1,54,1.63,28,12,3,3,6,2,2,0.06,1,0,0,1,0,0
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,31,1989,18.5,31,1.67,29,0,0,0,0,2,1,0.05,1,0,0,0,0,0
Luiz Araújo,BRA,MF,Lille,Ligue 1,24,1996,16.6,50,3.01,33,0,10,4,2,1,5,0.30,4,0,0,1,0,0
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,28,1991,27.0,8,0.30,8,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Ronald Araújo,URU,DF,Barcelona,La Liga,21,1999,16.8,9,0.54,5,0,1,1,1,1,1,0.06,0,0,0,1,0,0
Anaitz Arbilla,ESP,DF,Eibar,La Liga,33,1987,31.2,30,0.96,17,4,4,2,0,3,3,0.10,1,0,1,1,0,0
Alphonse Areola,FRA,GK,Fulham,Premier League,27,1993,36.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Santiago Arias,COL,DF,Leverkusen,Bundesliga,28,1992,1.0,1,1.00,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Karim Aribi,ALG,FW,Nîmes,Ligue 1,26,1994,3.3,7,2.14,4,0,0,2,1,0,0,0.00,0,0,0,0,0,0
Unai Arietaleanizbeaskoa,ESP,FW,Eibar,La Liga,21,1999,0.5,1,1.91,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Nicolò Armini,ITA,DF,Lazio,Serie A,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stuart Armstrong,SCO,MF,Southampton,Premier League,28,1992,30.7,82,2.67,58,3,6,5,6,4,15,0.49,7,0,2,3,2,1
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,26,1994,28.7,92,3.20,34,37,2,6,10,3,12,0.42,5,4,1,0,2,0
Toluwalas Arokodare,NGA,FW,Köln,Bundesliga,19,2000,1.2,1,0.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergio Arribas,ESP,FW,Real Madrid,La Liga,18,2001,1.5,4,2.67,4,0,0,0,0,0,2,1.33,2,0,0,0,0,0
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,25,1994,6.5,1,0.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tolgay Arslan,GER,MF,Udinese,Serie A,29,1990,20.2,24,1.19,19,1,1,0,3,0,1,0.05,1,0,0,0,0,0
Kwadwo Asamoah,GHA,DF,Cagliari,Serie A,31,1988,2.5,2,0.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,23,1997,8.5,13,1.54,9,0,2,1,1,0,1,0.12,0,0,0,1,0,0
Sergio Asenjo,ESP,GK,Villarreal,La Liga,31,1989,36.0,3,0.08,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Marco Asensio,ESP,FW,Real Madrid,La Liga,24,1996,20.8,71,3.42,46,10,6,4,3,2,8,0.39,5,1,1,1,0,0
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,19,2001,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,32,1987,31.8,115,3.61,91,3,12,6,3,0,26,0.82,19,1,4,1,1,0
Roger Assalé,CIV,FW,Dijon,Ligue 1,26,1993,9.2,11,1.20,6,0,1,1,2,1,4,0.43,2,0,0,1,1,0
Youcef Atal,ALG,DF,Nice,Ligue 1,24,1996,10.6,20,1.88,12,1,5,0,2,0,1,0.09,0,0,1,0,0,0
Miguel Atienza,ESP,MF,Eibar,La Liga,21,1999,9.3,7,0.75,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,31,1989,25.9,45,1.74,36,0,4,2,3,0,7,0.27,6,0,1,0,0,0
Emil Audero,ITA,GK,Sampdoria,Serie A,23,1997,37.0,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0
Tommaso Augello,ITA,DF,Sampdoria,Serie A,25,1994,35.7,49,1.37,44,2,2,1,0,0,4,0.11,4,0,0,0,0,0
Jean-Kévin Augustin,FRA,FW,Nantes,Ligue 1,23,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,26,1994,21.7,63,2.90,32,26,0,3,1,1,6,0.28,2,4,0,0,0,0
Serge Aurier,CIV,DF,Tottenham,Premier League,27,1992,17.8,34,1.91,23,0,4,3,1,3,4,0.22,3,0,1,0,0,0
Charlie Austin,ENG,FW,West Brom,Premier League,31,1989,1.5,1,0.65,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Ezequiel Ávila,ARG,MF,Osasuna,La Liga,26,1994,2.2,3,1.34,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,22,1997,15.1,33,2.19,24,0,3,2,3,1,6,0.40,3,0,1,0,2,0
Mehmet-Can Aydin,GER,DF,Schalke 04,Bundesliga,18,2002,5.6,4,0.72,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,28,1991,23.3,33,1.42,23,0,2,2,5,1,7,0.30,5,0,0,1,1,0
Kaan Ayhan,TUR,DF,Sassuolo,Serie A,25,1994,8.8,3,0.34,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luke Ayling,ENG,DF,Leeds United,Premier League,28,1991,37.8,49,1.30,38,2,3,2,3,1,4,0.11,4,0,0,0,0,0
Ramon Azeez,NGA,MF,Granada,La Liga,27,1992,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
César Azpilicueta,ESP,DF,Chelsea,Premier League,30,1989,24.3,42,1.73,40,1,0,0,0,1,4,0.16,4,0,0,0,0,0
Ludovic Baal,GUF,DF,Brest,Ligue 1,34,1986,3.3,7,2.13,5,1,0,0,0,1,1,0.30,1,0,0,0,0,0
Carlos Bacca,COL,FW,Villarreal,La Liga,33,1986,8.7,13,1.49,9,0,3,1,0,0,2,0.23,1,0,1,0,0,0
Loïc Bade,FRA,DF,Lens,Ligue 1,20,2000,29.0,19,0.66,16,0,2,1,0,0,0,0.00,0,0,0,0,0,0
Milan Badelj,CRO,MF,Genoa,Serie A,31,1989,26.8,52,1.94,45,1,0,0,3,3,5,0.19,4,0,0,0,1,0
Édgar Badía,ESP,GK,Elche,La Liga,28,1992,30.0,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,19,2001,31.9,25,0.78,22,0,0,2,0,1,3,0.09,3,0,0,0,0,0
Alex Baena,ESP,MF,Villarreal,La Liga,19,2001,1.5,3,1.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Miguel Baeza,ESP,MF,Celta Vigo,La Liga,20,2000,6.0,14,2.32,8,2,0,2,1,1,0,0.00,0,0,0,0,0,0
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,28,1992,18.0,26,1.45,16,0,4,2,2,2,5,0.28,4,0,1,0,0,0
Leon Bailey,JAM,FW,Leverkusen,Bundesliga,22,1997,23.8,98,4.12,56,15,10,7,9,1,14,0.59,7,4,1,1,0,1
Eric Bailly,CIV,DF,Manchester Utd,Premier League,26,1994,10.2,3,0.29,3,0,0,0,0,0,1,0.10,1,0,0,0,0,0
Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,18,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tiemoué Bakayoko,FRA,MF,Napoli,Serie A,25,1994,21.8,35,1.60,28,0,1,2,3,1,2,0.09,1,0,0,0,1,0
Mitchel Bakker,NED,DF,Paris S-G,Ligue 1,20,2000,18.8,33,1.75,32,1,0,0,0,0,3,0.16,2,1,0,0,0,0
Ridle Baku,GER,FW,Wolfsburg,Bundesliga,22,1998,29.8,85,2.86,69,1,4,3,5,3,16,0.54,14,0,1,0,0,1
Ridle Baku,GER,DF,Mainz 05,Bundesliga,22,1998,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dilane Bakwa,FRA,FW,Bordeaux,Ligue 1,17,2002,0.6,5,8.04,2,0,0,1,2,0,1,1.61,0,0,0,1,0,0
Fabián Balbuena,PAR,DF,West Ham,Premier League,28,1991,13.3,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Keita Baldé,SEN,FW,Sampdoria,Serie A,25,1995,13.3,44,3.31,23,0,5,7,7,2,5,0.38,2,0,0,1,2,0
George Baldock,GRE,DF,Sheffield Utd,Premier League,27,1993,31.0,32,1.03,27,0,1,3,0,1,2,0.06,1,0,0,1,0,0
Gareth Bale,WAL,FW,Tottenham,Premier League,31,1989,10.2,45,4.40,24,7,8,3,2,1,5,0.49,2,1,0,2,0,0
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,32,1988,18.8,13,0.69,10,1,0,0,1,1,2,0.11,2,0,0,0,0,0
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,21,1999,18.2,7,0.39,4,1,0,0,0,2,0,0.00,0,0,0,0,0,0
Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,23,1997,7.4,13,1.77,12,0,0,0,1,0,4,0.54,3,0,0,0,1,0
Botond Balogh,HUN,DF,Parma,Serie A,18,2002,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,30,1990,15.0,21,1.40,18,1,1,0,0,1,0,0.00,0,0,0,0,0,0
Jonathan Bamba,FRA,MF,Lille,Ligue 1,24,1996,33.2,120,3.62,77,22,7,4,8,2,16,0.48,11,2,1,1,1,0
