Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Cala,ESP,DF,Cádiz,La Liga,30,1989,25.2,3,14,5,35.7,0.55,0.20,0.21,0.60,12.6,0,0,0,1.4,1.4,0.10,+1.6,+1.6
Arturo Calabresi,ITA,DF,Bologna,Serie A,24,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Arturo Calabresi,ITA,DF,Cagliari,Serie A,24,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Davide Calabria,ITA,DF,Milan,Serie A,23,1996,29.4,2,24,7,29.2,0.82,0.24,0.08,0.29,21.3,0,0,0,1.2,1.2,0.05,+0.8,+0.8
Riccardo Calafiori,ITA,DF,Roma,Serie A,18,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mattia Caldara,ITA,DF,Atalanta,Serie A,26,1994,1.2,0,2,0,0.0,1.62,0.00,0.00,,10.0,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Luca Caldirola,ITA,DF,Benevento,Serie A,29,1991,17.5,2,8,4,50.0,0.46,0.23,0.25,0.50,12.9,0,0,0,1.0,1.0,0.12,+1.0,+1.0
Duje Ćaleta-Car,CRO,DF,Marseille,Ligue 1,23,1996,31.3,2,10,3,30.0,0.32,0.10,0.20,0.67,8.9,0,0,0,1.0,1.0,0.10,+1.0,+1.0
Hakan Çalhanoğlu,TUR,MF,Milan,Serie A,26,1994,29.0,4,84,23,27.4,2.89,0.79,0.04,0.13,23.0,16,1,1,5.5,4.8,0.06,-1.5,-1.8
Kerim Calhanoglu,GER,DF,Schalke 04,Bundesliga,17,2002,3.3,0,1,1,100.0,0.30,0.30,0.00,0.00,14.2,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Fabrizio Caligara,ITA,MF,Cagliari,Serie A,20,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Daniel Caligiuri,ITA,MF,Augsburg,Bundesliga,32,1988,29.6,6,38,13,34.2,1.28,0.44,0.11,0.31,21.6,9,2,3,4.8,2.6,0.07,+1.2,+1.4
José Callejón,ESP,FW,Fiorentina,Serie A,33,1987,7.4,0,9,1,11.1,1.22,0.14,0.00,0.00,17.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Jonathan Calleri,ARG,FW,Osasuna,La Liga,26,1993,17.2,5,49,17,34.7,2.86,0.99,0.10,0.29,13.6,0,0,0,5.9,5.9,0.12,-0.9,-0.9
Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,23,1997,31.9,16,81,46,56.8,2.54,1.44,0.20,0.35,11.7,0,0,0,15.4,15.4,0.19,+0.6,+0.6
Dani Calvo,ESP,DF,Elche,La Liga,26,1994,19.8,2,7,4,57.1,0.35,0.20,0.29,0.50,8.9,0,0,0,0.9,0.9,0.13,+1.1,+1.1
Drissa Camara,CIV,MF,Parma,Serie A,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mahdi Camara,FRA,MF,Saint-Étienne,Ligue 1,22,1998,36.6,3,22,10,45.5,0.60,0.27,0.14,0.30,18.2,0,0,0,3.5,3.5,0.16,-0.5,-0.5
Eduardo Camavinga,FRA,MF,Rennes,Ligue 1,17,2002,26.7,1,26,8,30.8,0.97,0.30,0.04,0.13,17.9,0,0,0,1.9,1.9,0.07,-0.9,-0.9
José Campaña,ESP,MF,Levante,La Liga,27,1993,8.3,1,12,4,33.3,1.44,0.48,0.00,0.00,22.3,1,1,1,1.4,0.7,0.06,-0.4,-0.7
Emre Can,GER,DF,Dortmund,Bundesliga,26,1994,23.7,1,17,4,23.5,0.72,0.17,0.06,0.25,17.4,0,0,0,0.8,0.8,0.05,+0.2,+0.2
Sergio Canales,ESP,MF,Betis,La Liga,29,1991,27.8,8,45,11,24.4,1.62,0.40,0.13,0.55,21.2,5,2,3,5.4,2.9,0.07,+2.6,+3.1
João Cancelo,POR,DF,Manchester City,Premier League,26,1994,25.5,2,35,11,31.4,1.37,0.43,0.06,0.18,21.5,0,0,0,2.0,2.0,0.06,0.0,0.0
Antonio Candreva,ITA,MF,Sampdoria,Serie A,33,1987,27.8,5,57,18,31.6,2.05,0.65,0.05,0.17,22.2,4,2,2,4.8,3.3,0.06,+0.2,-0.3
Álex Cantero,ESP,FW,Levante,La Liga,20,2000,2.6,0,3,0,0.0,1.14,0.00,0.00,,19.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Ander Capa,ESP,DF,Athletic Club,La Liga,28,1992,23.7,2,12,6,50.0,0.51,0.25,0.17,0.33,14.8,0,0,0,1.1,1.1,0.10,+0.9,+0.9
Pierrick Capelle,FRA,MF,Angers,Ligue 1,33,1987,22.8,3,29,5,17.2,1.27,0.22,0.10,0.60,20.5,1,0,0,3.6,3.6,0.13,-0.6,-0.6
Étienne Capoue,FRA,MF,Villarreal,La Liga,32,1988,13.2,1,8,3,37.5,0.61,0.23,0.13,0.33,19.3,0,0,0,0.5,0.5,0.06,+0.5,+0.5
Elio Capradossi,ITA,DF,Spezia,Serie A,24,1996,1.0,0,1,0,0.0,1.00,0.00,0.00,,5.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1
Gianluca Caprari,ITA,MF,Benevento,Serie A,27,1993,20.7,5,47,15,31.9,2.27,0.72,0.11,0.33,20.7,7,0,1,4.2,3.4,0.07,+0.8,+1.6
Francesco Caputo,ITA,FW,Sassuolo,Serie A,32,1987,18.9,11,40,17,42.5,2.12,0.90,0.20,0.47,13.5,0,3,3,9.6,7.3,0.18,+1.4,+0.7
Maxence Caqueret,FRA,MF,Lyon,Ligue 1,20,2000,19.6,0,9,0,0.0,0.46,0.00,0.00,,19.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7
Andrea Carboni,ITA,DF,Cagliari,Serie A,19,2001,12.1,0,5,0,0.0,0.41,0.00,0.00,,9.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Isaac Carcelen,ESP,DF,Cádiz,La Liga,27,1993,28.7,0,11,3,27.3,0.38,0.10,0.00,0.00,24.8,6,0,0,0.4,0.4,0.03,-0.4,-0.4
Cárdenas,ESP,GK,Levante,La Liga,23,1997,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Irvin Cardona,FRA,FW,Brest,Ligue 1,22,1997,22.5,7,56,20,35.7,2.48,0.89,0.13,0.35,13.0,1,0,0,7.6,7.6,0.14,-0.6,-0.6
Marc Cardona,ESP,FW,Osasuna,La Liga,25,1995,0.6,0,1,1,100.0,1.70,1.70,0.00,0.00,8.5,0,0,0,0.2,0.2,0.17,-0.2,-0.2
Ian Carlo Poveda,ENG,MF,Leeds United,Premier League,20,2000,3.9,0,5,3,60.0,1.27,0.76,0.00,0.00,17.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Diego Carlos,BRA,DF,Sevilla,La Liga,27,1993,31.0,1,15,5,33.3,0.48,0.16,0.07,0.20,9.9,0,0,0,1.0,1.0,0.07,0.0,0.0
Juan Carlos,ESP,MF,Huesca,La Liga,29,1991,3.2,0,4,1,25.0,1.24,0.31,0.00,0.00,11.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Lionel Carole,FRA,DF,Strasbourg,Ligue 1,29,1991,14.9,0,3,1,33.3,0.20,0.07,0.00,0.00,21.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Yannick Carrasco,BEL,DF,Atlético Madrid,La Liga,26,1993,24.2,6,43,25,58.1,1.78,1.03,0.14,0.24,16.9,1,0,0,6.0,6.0,0.14,0.0,0.0
Sergio Carreira,ESP,DF,Celta Vigo,La Liga,19,2000,2.9,1,2,1,50.0,0.69,0.35,0.50,1.00,8.1,0,0,0,0.4,0.4,0.19,+0.6,+0.6
Guido Carrillo,ARG,FW,Elche,La Liga,29,1991,11.1,3,26,7,26.9,2.34,0.63,0.12,0.43,11.8,0,0,0,2.7,2.7,0.10,+0.3,+0.3
Andy Carroll,ENG,FW,Newcastle Utd,Premier League,31,1989,4.4,1,14,2,14.3,3.21,0.46,0.07,0.50,13.4,0,0,0,1.2,1.2,0.08,-0.2,-0.2
Scott Carson,ENG,GK,Manchester City,Premier League,34,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dani Carvajal,ESP,DF,Real Madrid,La Liga,28,1992,10.6,0,10,2,20.0,0.95,0.19,0.00,0.00,23.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Fabio Carvalho,POR,MF,Fulham,Premier League,17,2002,2.8,1,9,4,44.4,3.18,1.41,0.11,0.25,14.8,0,0,0,1.1,1.1,0.13,-0.1,-0.1
William Carvalho,POR,MF,Betis,La Liga,28,1992,13.6,2,15,6,40.0,1.10,0.44,0.13,0.33,16.9,0,0,0,1.3,1.3,0.08,+0.7,+0.7
Casemiro,BRA,MF,Real Madrid,La Liga,28,1992,32.2,6,45,11,24.4,1.40,0.34,0.13,0.55,17.8,0,0,0,4.6,4.6,0.10,+1.4,+1.4
Matty Cash,POL,DF,Aston Villa,Premier League,22,1997,26.4,0,9,2,22.2,0.34,0.08,0.00,0.00,22.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Kiko Casilla,ESP,GK,Leeds United,Premier League,33,1986,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giuseppe Caso,ITA,MF,Genoa,Serie A,21,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Moreto Cassamã,GNB,MF,Reims,Ligue 1,22,1998,22.6,1,11,2,18.2,0.49,0.09,0.09,0.50,26.7,0,0,0,0.3,0.3,0.03,+0.7,+0.7
Francesco Cassata,ITA,DF,Genoa,Serie A,23,1997,2.5,0,1,1,100.0,0.40,0.40,0.00,0.00,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Timothy Castagne,BEL,DF,Leicester City,Premier League,24,1995,26.1,2,8,3,37.5,0.31,0.12,0.25,0.67,10.3,0,0,0,1.3,1.3,0.16,+0.7,+0.7
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,28,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,25,1995,21.6,1,8,4,50.0,0.37,0.18,0.13,0.25,6.3,0,0,0,1.7,1.7,0.23,-0.7,-0.7
Samu Castillejo,ESP,FW,Milan,Serie A,25,1995,13.1,1,25,7,28.0,1.91,0.53,0.04,0.14,17.7,1,0,0,2.0,2.0,0.08,-1.0,-1.0
Gonzalo Castro,GER,MF,Stuttgart,Bundesliga,33,1987,19.2,4,31,11,35.5,1.61,0.57,0.13,0.36,18.2,2,0,0,3.3,3.3,0.11,+0.7,+0.7
Jonny Castro,ESP,DF,Wolves,Premier League,26,1994,5.5,0,1,0,0.0,0.18,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,23,1997,25.9,5,33,14,42.4,1.27,0.54,0.15,0.36,16.7,0,0,0,3.5,3.5,0.11,+1.5,+1.5
Danilo Cataldi,ITA,MF,Lazio,Serie A,25,1994,6.3,0,6,2,33.3,0.95,0.32,0.00,0.00,19.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Ivan Cavaleiro,POR,FW,Fulham,Premier League,26,1993,27.5,3,46,16,34.8,1.67,0.58,0.04,0.13,17.6,1,1,2,6.2,4.7,0.10,-3.2,-2.7
Edinson Cavani,URU,FW,Manchester Utd,Premier League,33,1987,15.3,10,35,15,42.9,2.29,0.98,0.29,0.67,11.1,0,0,0,7.4,7.4,0.21,+2.6,+2.6
Dani Ceballos,ESP,MF,Arsenal,Premier League,23,1996,17.9,0,12,2,16.7,0.67,0.11,0.00,0.00,21.7,1,0,0,0.7,0.7,0.06,-0.7,-0.7
Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,28,1992,19.3,0,11,0,0.0,0.57,0.00,0.00,,8.8,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Federico Ceccherini,ITA,DF,Fiorentina,Serie A,28,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Zeki Çelik,TUR,DF,Lille,Ligue 1,23,1997,26.5,3,16,6,37.5,0.60,0.23,0.19,0.50,20.6,0,0,0,0.8,0.8,0.05,+2.2,+2.2
Bersant Celina,KVX,MF,Dijon,Ligue 1,23,1996,25.5,0,24,5,20.8,0.94,0.20,0.00,0.00,22.0,4,0,0,1.5,1.5,0.06,-1.5,-1.5
Fabien Centonze,FRA,DF,Metz,Ligue 1,24,1996,35.8,1,25,7,28.0,0.70,0.20,0.04,0.14,22.7,0,0,0,1.2,1.2,0.05,-0.2,-0.2
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,30,1989,16.3,0,7,1,14.3,0.43,0.06,0.00,0.00,10.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Alberto Cerri,ITA,FW,Cagliari,Serie A,24,1996,4.1,1,16,6,37.5,3.90,1.46,0.06,0.17,10.0,0,0,0,2.5,2.5,0.16,-1.5,-1.5
Sava Cestic,SRB,DF,Köln,Bundesliga,19,2001,10.0,0,1,0,0.0,0.10,0.00,0.00,,5.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Julian Chabot,GER,DF,Spezia,Serie A,22,1998,18.4,1,9,2,22.2,0.49,0.11,0.11,0.50,8.9,0,0,0,0.6,0.6,0.07,+0.4,+0.4
Nassim Chadli,FRA,FW,Nîmes,Ligue 1,19,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fouad Chafik,MAR,DF,Dijon,Ligue 1,33,1986,18.0,1,5,1,20.0,0.28,0.06,0.20,1.00,24.6,0,0,0,0.2,0.2,0.03,+0.8,+0.8
Mehdi Chahiri,MAR,FW,Strasbourg,Ligue 1,24,1996,8.9,2,21,7,33.3,2.36,0.79,0.10,0.29,19.7,0,0,0,1.9,1.9,0.09,+0.1,+0.1
Sofian Chakla,MAR,DF,Getafe,La Liga,26,1993,10.0,0,3,1,33.3,0.30,0.10,0.00,0.00,8.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Sofian Chakla,MAR,DF,Villarreal,La Liga,26,1993,0.1,0,1,0,0.0,6.92,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Aníbal Chalá,ECU,DF,Dijon,Ligue 1,24,1996,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Trevoh Chalobah,ENG,DF,Lorient,Ligue 1,21,1999,24.9,2,14,3,21.4,0.56,0.12,0.14,0.67,12.1,0,0,0,1.9,1.9,0.14,+0.1,+0.1
Calum Chambers,ENG,DF,Arsenal,Premier League,25,1995,8.4,0,8,0,0.0,0.96,0.00,0.00,,15.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,30,1990,4.8,1,6,2,33.3,1.25,0.42,0.17,0.50,15.0,0,0,0,0.9,0.9,0.15,+0.1,+0.1
Kwon Chang-hoon,KOR,MF,Freiburg,Bundesliga,26,1994,2.4,0,3,0,0.0,1.25,0.00,0.00,,13.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Gaëtan Charbonnier,FRA,MF,Brest,Ligue 1,31,1988,17.4,6,34,12,35.3,1.95,0.69,0.15,0.42,14.7,3,1,1,5.7,5.0,0.15,+0.3,0.0
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,25,1994,30.2,3,20,9,45.0,0.66,0.30,0.15,0.33,11.1,0,0,0,2.4,2.4,0.12,+0.6,+0.6
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,29,1991,28.3,0,22,6,27.3,0.78,0.21,0.00,0.00,20.6,0,0,0,1.2,1.2,0.05,-1.2,-1.2
Pape Cheikh Diop,SEN,MF,Dijon,Ligue 1,22,1997,12.1,0,6,0,0.0,0.50,0.00,0.00,,19.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Chema,ESP,DF,Getafe,La Liga,28,1992,6.2,0,3,1,33.3,0.48,0.16,0.00,0.00,29.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Rayan Cherki,FRA,FW,Lyon,Ligue 1,16,2003,7.8,1,16,5,31.3,2.06,0.64,0.06,0.20,17.9,0,0,0,1.0,1.0,0.06,0.0,0.0
Denis Cheryshev,RUS,MF,Valencia,La Liga,29,1990,12.2,0,21,5,23.8,1.72,0.41,0.00,0.00,18.6,0,0,0,1.5,1.5,0.07,-1.5,-1.5
Giorgio Chiellini,ITA,DF,Juventus,Serie A,35,1984,15.4,0,6,0,0.0,0.39,0.00,0.00,,10.8,0,0,0,0.6,0.6,0.10,-0.6,-0.6
Federico Chiesa,ITA,MF,Juventus,Serie A,22,1997,24.6,8,60,25,41.7,2.44,1.02,0.13,0.32,17.7,0,0,0,6.0,6.0,0.10,+2.0,+2.0
Federico Chiesa,ITA,DF,Fiorentina,Serie A,22,1997,2.7,1,9,1,11.1,3.38,0.37,0.11,1.00,17.7,0,0,0,0.7,0.7,0.08,+0.3,+0.3
Ben Chilwell,ENG,DF,Chelsea,Premier League,23,1996,25.4,3,27,10,37.0,1.06,0.39,0.11,0.30,14.0,0,0,0,2.4,2.4,0.09,+0.6,+0.6
Vlad Chiricheș,ROU,DF,Sassuolo,Serie A,30,1989,20.4,2,11,3,27.3,0.54,0.15,0.18,0.67,13.5,0,0,0,1.1,1.1,0.10,+0.9,+0.9
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,23,1997,25.3,0,9,2,22.2,0.36,0.08,0.00,0.00,20.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Tahith Chong,NED,FW,Werder Bremen,Bundesliga,20,1999,4.3,0,9,1,11.1,2.10,0.23,0.00,0.00,20.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Joris Chotard,FRA,MF,Montpellier,Ligue 1,18,2001,12.9,0,8,3,37.5,0.62,0.23,0.00,0.00,17.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Hamza Choudhury,ENG,MF,Leicester City,Premier League,22,1997,3.5,0,4,1,25.0,1.14,0.28,0.00,0.00,19.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Mounir Chouiar,FRA,FW,Dijon,Ligue 1,21,1999,14.3,0,23,5,21.7,1.61,0.35,0.00,0.00,21.1,4,0,1,2.0,1.2,0.05,-2.0,-1.2
Andreas Christensen,DEN,DF,Chelsea,Premier League,24,1996,15.2,0,3,0,0.0,0.20,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Carney Chukwuemeka,SRI,FW,Aston Villa,Premier League,16,2003,0.2,0,1,0,0.0,4.50,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Samuel Chukwueze,NGA,MF,Villarreal,La Liga,21,1999,15.2,4,31,10,32.3,2.04,0.66,0.13,0.40,16.6,0,0,0,3.5,3.5,0.11,+0.5,+0.5
Darko Churlinov,MKD,DF,Stuttgart,Bundesliga,20,2000,2.4,0,3,0,0.0,1.25,0.00,0.00,,19.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Víctor Chust,ESP,DF,Real Madrid,La Liga,20,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sébastien Cibois,FRA,GK,Brest,Ligue 1,22,1998,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cifu,ESP,DF,Elche,La Liga,29,1990,5.0,0,3,0,0.0,0.60,0.00,0.00,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Alberto Cifuentes,ESP,GK,Cádiz,La Liga,41,1979,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luca Cigarini,ITA,MF,Crotone,Serie A,34,1986,10.3,0,16,2,12.5,1.55,0.19,0.00,0.00,27.4,4,0,0,0.6,0.6,0.04,-0.6,-0.6
Jasper Cillessen,NED,GK,Valencia,La Liga,31,1989,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Antonio Cioffi,ITA,FW,Napoli,Serie A,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tim Civeja,GER,MF,Augsburg,Bundesliga,18,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,30,1989,21.0,1,8,2,25.0,0.38,0.10,0.13,0.50,10.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7
Alexis Claude-Maurice,FRA,MF,Nice,Ligue 1,22,1998,21.2,4,33,15,45.5,1.55,0.71,0.12,0.27,18.2,3,0,0,4.0,4.0,0.13,0.0,0.0
Jonathan Clauss,FRA,DF,Lens,Ligue 1,27,1992,28.0,3,35,14,40.0,1.25,0.50,0.09,0.21,22.0,3,0,0,1.8,1.8,0.05,+1.2,+1.2
Carlos Clerc,ESP,DF,Levante,La Liga,28,1992,30.9,0,6,4,66.7,0.19,0.13,0.00,0.00,19.2,1,0,0,0.4,0.4,0.06,-0.4,-0.4
Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,29,1991,12.7,0,4,1,25.0,0.31,0.08,0.00,0.00,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Conor Coady,ENG,DF,Wolves,Premier League,27,1993,36.7,1,8,2,25.0,0.22,0.05,0.13,0.50,10.6,0,0,0,1.3,1.3,0.16,-0.3,-0.3
Marcus Coco,FRA,MF,Nantes,Ligue 1,24,1996,16.4,0,13,1,7.7,0.79,0.06,0.00,0.00,15.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Coke,ESP,DF,Levante,La Liga,33,1987,9.3,0,10,2,20.0,1.08,0.22,0.00,0.00,17.5,1,0,0,0.4,0.4,0.04,-0.4,-0.4
Séamus Coleman,IRL,DF,Everton,Premier League,31,1988,17.9,0,12,4,33.3,0.67,0.22,0.00,0.00,19.1,0,0,0,1.2,1.2,0.10,-1.2,-1.2
Ebrima Colley,GAM,FW,Hellas Verona,Serie A,20,2000,8.2,1,17,7,41.2,2.08,0.86,0.06,0.14,14.1,0,0,0,1.9,1.9,0.11,-0.9,-0.9
Omar Colley,GAM,DF,Sampdoria,Serie A,27,1992,28.8,2,12,3,25.0,0.42,0.10,0.17,0.67,9.4,0,0,0,1.5,1.5,0.12,+0.5,+0.5
Simone Colombi,ITA,GK,Parma,Serie A,29,1991,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lorenzo Colombo,ITA,FW,Milan,Serie A,18,2002,1.0,0,3,1,33.3,2.87,0.96,0.00,0.00,13.0,0,0,0,0.6,0.6,0.20,-0.6,-0.6
Racine Coly,SEN,DF,Nice,Ligue 1,24,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,24,1996,19.5,5,52,19,36.5,2.67,0.98,0.10,0.26,16.9,0,0,0,4.1,4.1,0.08,+0.9,+0.9
Daniel Congré,FRA,DF,Montpellier,Ligue 1,35,1985,36.6,2,13,3,23.1,0.36,0.08,0.15,0.67,7.5,0,0,0,1.3,1.3,0.10,+0.7,+0.7
Aaron Connolly,IRL,FW,Brighton,Premier League,20,2000,8.8,2,23,8,34.8,2.62,0.91,0.09,0.25,13.7,0,0,0,3.5,3.5,0.15,-1.5,-1.5
Andrea Consigli,ITA,GK,Sassuolo,Serie A,33,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Conti,ITA,DF,Milan,Serie A,26,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Conti,ITA,DF,Parma,Serie A,26,1994,9.0,0,5,2,40.0,0.56,0.22,0.00,0.00,14.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Liam Cooper,SCO,DF,Leeds United,Premier League,28,1991,24.3,1,15,8,53.3,0.62,0.33,0.07,0.13,8.7,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Francis Coquelin,FRA,MF,Villarreal,La Liga,29,1991,8.2,0,4,0,0.0,0.49,0.00,0.00,,18.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Theo Corbeanu,CAN,FW,Wolves,Premier League,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sébastien Corchia,FRA,DF,Nantes,Ligue 1,29,1990,23.0,0,21,7,33.3,0.91,0.30,0.00,0.00,24.2,5,0,0,0.7,0.7,0.03,-0.7,-0.7
Alex Cordaz,ITA,GK,Crotone,Serie A,37,1983,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Iñigo Córdoba,ESP,MF,Alavés,La Liga,23,1997,2.4,0,1,0,0.0,0.42,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Iñigo Córdoba,ESP,FW,Athletic Club,La Liga,23,1997,1.1,0,2,0,0.0,1.89,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Jhon Córdoba,COL,FW,Hertha BSC,Bundesliga,27,1993,17.1,7,50,19,38.0,2.93,1.11,0.14,0.37,12.6,0,0,0,7.4,7.4,0.15,-0.4,-0.4
Sergio Córdova,VEN,FW,Arminia,Bundesliga,22,1997,12.1,2,20,4,20.0,1.65,0.33,0.10,0.50,15.4,0,0,0,3.1,3.1,0.16,-1.1,-1.1
Jack Cork,ENG,MF,Burnley,Premier League,31,1989,15.0,0,5,0,0.0,0.33,0.00,0.00,,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Andreas Cornelius,DEN,FW,Parma,Serie A,27,1993,21.1,1,31,7,22.6,1.47,0.33,0.03,0.14,11.3,0,0,0,2.4,2.4,0.08,-1.4,-1.4
Maxwel Cornet,CIV,DF,Lyon,Ligue 1,23,1996,27.2,2,22,11,50.0,0.81,0.40,0.09,0.18,16.8,2,0,0,2.5,2.5,0.12,-0.5,-0.5
Ángel Correa,ARG,FW,Atlético Madrid,La Liga,25,1995,26.6,9,53,23,43.4,1.99,0.87,0.17,0.39,17.0,0,0,0,7.6,7.4,0.14,+1.4,+1.6
Joaquín Correa,ARG,FW,Lazio,Serie A,25,1994,21.5,8,54,22,40.7,2.51,1.02,0.13,0.32,13.4,0,1,1,8.0,7.5,0.14,0.0,-0.5
Rober Correa,ESP,DF,Eibar,La Liga,27,1992,12.6,0,6,0,0.0,0.48,0.00,0.00,,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Félix Correia,POR,MF,Juventus,Serie A,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thierry Correia,POR,DF,Valencia,La Liga,21,1999,23.7,1,8,2,25.0,0.34,0.08,0.13,0.50,17.1,0,0,0,1.0,1.0,0.12,0.0,0.0
Danny da Costa,GER,DF,Mainz 05,Bundesliga,27,1993,13.4,0,5,1,20.0,0.37,0.07,0.00,0.00,28.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
