Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Danilo Barbosa,BRA,DF,Nice,Ligue 1,24,1996,2.8,2,0,0,3,5,0,0,1,3,0,0,0,34,5,2,71.4
Barcia,ESP,DF,Granada,La Liga,19,2000,1.0,1,0,0,2,1,0,1,1,0,1,0,0,14,4,0,100.0
Melvin Bard,FRA,DF,Lyon,Ligue 1,19,2000,4.8,0,1,0,8,5,0,14,6,11,1,0,0,69,14,12,53.8
Enis Bardhi,MKD,MF,Levante,La Liga,25,1995,18.7,4,0,0,32,30,4,35,32,22,0,0,0,150,5,26,16.1
Phil Bardsley,SCO,DF,Burnley,Premier League,35,1985,3.0,2,0,0,9,4,0,7,3,4,0,0,0,39,5,5,50.0
Nicolò Barella,ITA,MF,Inter,Serie A,23,1997,32.2,5,0,0,50,65,2,50,32,41,0,1,0,313,33,24,57.9
Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,31,1989,0.3,0,0,0,0,1,0,1,1,1,0,0,0,2,1,1,50.0
Kike Barja,ESP,MF,Osasuna,La Liga,23,1997,15.9,2,0,0,22,31,1,53,23,8,1,0,0,111,25,20,55.6
Ross Barkley,ENG,MF,Chelsea,Premier League,26,1993,0.5,0,0,0,2,3,1,0,0,0,0,0,0,8,3,1,75.0
Ross Barkley,ENG,MF,Aston Villa,Premier League,26,1993,17.0,0,0,0,16,26,5,20,5,2,1,0,0,144,25,25,50.0
Aymen Barkok,MAR,MF,Eint Frankfurt,Bundesliga,22,1998,10.9,5,0,0,26,7,1,17,14,18,0,1,0,93,16,26,38.1
Ashley Barnes,ENG,FW,Burnley,Premier League,30,1989,14.8,4,0,0,53,56,17,6,5,6,1,0,0,75,55,98,35.9
Harvey Barnes,ENG,FW,Leicester City,Premier League,22,1997,21.6,0,0,0,21,42,1,18,16,14,0,0,0,134,22,32,40.7
Marc Baró,ESP,DF,Cádiz,La Liga,20,1999,1.0,0,0,0,1,2,0,2,3,1,0,0,0,5,0,0,
Antonio Barragán,ESP,DF,Elche,La Liga,33,1987,24.8,8,0,0,37,28,2,35,30,14,1,1,0,149,30,22,57.7
Antonio Barreca,ITA,DF,Fiorentina,Serie A,25,1995,0.9,0,0,0,1,0,1,4,0,0,0,1,0,7,1,6,14.3
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,20,2000,25.6,5,0,0,71,50,0,6,50,39,0,2,0,297,56,55,50.5
Ander Barrenetxea,ESP,MF,Real Sociedad,La Liga,18,2001,14.5,7,0,0,43,24,4,28,12,20,0,0,0,102,6,29,17.1
Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,25,1994,12.3,1,0,0,11,13,0,16,23,13,0,0,0,111,13,23,36.1
Musa Barrow,GAM,FW,Bologna,Serie A,21,1998,32.5,0,0,0,21,34,12,68,14,8,0,0,0,146,28,77,26.7
Kyle Bartley,ENG,DF,West Brom,Premier League,29,1991,28.7,4,0,0,35,9,5,4,31,18,0,1,0,260,111,55,66.9
Paolo Bartolomei,ITA,MF,Spezia,Serie A,30,1989,3.6,1,0,0,6,1,0,9,0,2,0,1,0,18,1,2,33.3
Marc Bartra,ESP,DF,Betis,La Liga,29,1991,18.8,3,0,0,33,17,2,4,24,10,0,4,0,178,53,32,62.4
Daniele Baselli,ITA,MF,Torino,Serie A,28,1992,4.4,2,0,0,7,8,0,2,6,10,0,0,0,50,11,9,55.0
Chris Basham,ENG,DF,Sheffield Utd,Premier League,32,1988,28.6,5,0,0,32,31,6,24,45,46,1,1,0,295,77,63,55.0
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,23,1996,28.9,7,0,0,45,34,2,32,23,22,0,0,0,194,27,31,46.6
Álvaro Bastida,ESP,MF,Cádiz,La Liga,16,2004,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Alessandro Bastoni,ITA,DF,Inter,Serie A,21,1999,32.5,6,0,0,44,28,0,16,37,26,0,0,0,257,60,34,63.8
Simone Bastoni,ITA,DF,Spezia,Serie A,23,1996,16.9,7,0,0,37,29,2,45,22,29,0,1,0,164,24,29,45.3
Bastos,ANG,DF,Lazio,Serie A,29,1991,0.7,0,0,0,1,4,0,0,0,2,0,0,0,8,1,0,100.0
Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,26,1993,8.1,0,0,0,13,6,11,7,2,3,1,0,0,34,11,23,32.4
Rodrigo Battaglia,ARG,MF,Alavés,La Liga,29,1991,27.7,10,1,0,45,33,1,6,18,32,0,0,0,259,45,24,65.2
Cristian Battocchio,ITA,MF,Brest,Ligue 1,28,1992,3.9,0,0,0,1,2,0,7,3,3,0,0,0,36,1,3,25.0
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,30,1990,31.0,1,0,0,0,7,0,0,0,0,0,0,0,215,0,1,0.0
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,32,1988,11.9,1,0,0,13,19,0,2,17,28,0,0,0,130,25,13,65.8
Christoph Baumgartner,AUT,MF,Hoffenheim,Bundesliga,20,1999,26.3,6,0,0,76,64,1,18,19,38,2,0,0,205,57,93,38.0
Jon Bautista,ESP,FW,Real Sociedad,La Liga,25,1995,4.1,3,0,0,14,8,2,3,2,5,0,0,0,18,22,26,45.8
Paul Baysse,FRA,DF,Bordeaux,Ligue 1,32,1988,29.0,5,1,1,22,18,1,2,37,24,0,0,0,248,72,49,59.5
Noah Joel Sarenren Bazee,NGA,FW,Augsburg,Bundesliga,23,1996,0.4,1,0,0,2,1,1,0,2,1,0,0,0,6,3,2,60.0
Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,26,1994,24.4,3,0,0,24,41,4,43,13,20,1,0,0,121,62,89,41.1
Rodrigo Becão,BRA,DF,Udinese,Serie A,24,1996,30.9,5,0,0,60,49,0,9,47,37,0,1,0,234,69,37,65.1
Sheraldo Becker,SUR,FW,Union Berlin,Bundesliga,25,1995,12.3,2,0,0,21,16,6,53,5,7,0,0,0,109,8,26,23.5
Timo Becker,GER,DF,Schalke 04,Bundesliga,23,1997,18.2,1,0,0,9,10,0,20,33,19,0,0,0,145,26,23,53.1
Jan Bednarek,POL,DF,Southampton,Premier League,24,1996,34.4,5,1,0,33,15,0,0,78,28,0,0,1,410,110,51,68.3
Donny van de Beek,NED,MF,Manchester Utd,Premier League,23,1997,5.8,1,0,0,7,7,0,4,7,9,1,0,0,44,3,4,42.9
Valon Behrami,SUI,MF,Genoa,Serie A,35,1985,9.9,3,1,1,29,22,0,2,6,14,1,0,0,76,15,19,44.1
Brian Behrendt,GER,DF,Arminia,Bundesliga,28,1991,0.9,0,0,0,1,0,0,1,0,1,0,0,0,10,2,3,40.0
Maximilian Beier,GER,FW,Hoffenheim,Bundesliga,17,2002,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,
Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,28,1992,6.6,0,0,0,11,10,5,4,0,2,0,0,0,29,8,9,47.1
Erwan Belhadji,FRA,MF,Dijon,Ligue 1,19,2001,0.3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,
Haris Belkebla,ALG,MF,Brest,Ligue 1,26,1994,30.3,7,1,0,44,34,0,13,37,50,0,1,0,273,26,39,40.0
Stefan Bell,GER,DF,Mainz 05,Bundesliga,28,1991,14.1,6,0,0,28,7,2,2,38,17,0,0,0,170,81,29,73.6
Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,30,1990,8.9,2,0,0,23,6,9,51,13,12,0,0,0,72,2,5,28.6
Jean-Ricner Bellegarde,FRA,MF,Strasbourg,Ligue 1,22,1998,23.2,3,0,0,31,55,0,33,18,43,3,0,0,184,24,43,35.8
Héctor Bellerín,ESP,DF,Arsenal,Premier League,25,1995,23.2,8,0,0,28,7,1,51,13,18,1,0,0,208,32,35,47.8
Jude Bellingham,ENG,MF,Dortmund,Bundesliga,17,2003,18.9,6,1,1,45,61,1,21,21,37,0,1,0,168,28,25,52.8
Andrea Belotti,ITA,FW,Torino,Serie A,26,1993,32.1,4,0,0,68,145,21,22,8,26,3,1,0,142,79,122,39.3
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,21,1999,15.5,3,0,0,21,11,0,4,17,21,0,0,0,151,8,24,25.0
Sami Ben Amar,MAR,MF,Nîmes,Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Hatem Ben Arfa,FRA,MF,Bordeaux,Ligue 1,33,1987,18.9,2,0,0,21,33,5,37,5,11,1,0,0,76,4,7,36.4
Salim Ben Seghir,FRA,DF,Nice,Ligue 1,17,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,29,1990,29.0,3,0,0,13,44,18,22,10,14,2,0,0,135,37,92,28.7
Ahmad Benali,LBY,MF,Crotone,Serie A,28,1992,13.5,2,0,0,15,17,1,16,10,22,0,0,0,126,11,6,64.7
Samy Benchamma,FRA,MF,Montpellier,Ligue 1,20,2000,0.5,1,0,0,3,1,0,0,0,1,0,0,0,7,0,0,
Lars Bender,GER,DF,Leverkusen,Bundesliga,31,1989,10.4,2,0,0,14,10,1,9,8,13,0,0,0,118,15,15,50.0
Sven Bender,GER,DF,Leverkusen,Bundesliga,31,1989,13.0,1,0,0,14,5,1,4,14,12,0,0,0,153,36,28,56.3
Darío Benedetto,ARG,FW,Marseille,Ligue 1,30,1990,17.5,3,2,1,22,18,13,15,3,2,0,0,0,61,24,60,28.6
László Bénes,SVK,MF,Augsburg,Bundesliga,22,1997,7.3,3,0,0,14,21,0,10,9,5,0,0,0,60,12,14,46.2
László Bénes,SVK,MF,M'Gladbach,Bundesliga,22,1997,1.7,0,0,0,0,8,0,2,4,2,0,0,0,15,0,4,0.0
Walter Benítez,ARG,GK,Nice,Ligue 1,27,1993,38.0,3,0,0,0,3,0,0,0,0,0,0,0,150,0,0,
Loris Benito,SUI,DF,Bordeaux,Ligue 1,28,1992,29.5,7,1,0,38,15,2,33,40,33,0,1,0,232,46,31,59.7
Sergio Benito,ESP,FW,Valladolid,La Liga,21,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bilal Benkhedim,FRA,FW,Saint-Étienne,Ligue 1,19,2001,0.8,0,0,0,1,2,0,4,0,0,0,0,0,10,0,2,0.0
Djamel Benlamri,ALG,DF,Lyon,Ligue 1,30,1989,1.7,0,0,0,2,6,0,0,6,4,0,0,0,14,2,1,66.7
Ismaël Bennacer,ALG,MF,Milan,Serie A,22,1997,14.7,4,0,0,23,36,0,7,22,24,1,1,0,177,15,22,40.5
Saïd Benrahma,ALG,FW,West Ham,Premier League,24,1995,15.5,0,0,0,15,21,2,39,13,21,0,1,0,124,3,15,16.7
Yassine Benrahou,FRA,MF,Nîmes,Ligue 1,21,1999,13.8,2,0,0,10,22,0,32,6,8,0,0,0,109,5,25,16.7
Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,25,1995,20.1,7,0,0,34,35,2,14,63,25,0,2,0,176,50,30,62.5
Josh Benson,ENG,MF,Burnley,Premier League,20,1999,2.9,0,0,0,4,1,0,4,1,5,0,1,0,24,1,4,20.0
Nabil Bentaleb,ALG,MF,Schalke 04,Bundesliga,25,1994,6.1,2,0,0,15,5,0,1,3,6,0,0,0,53,6,6,50.0
Rodrigo Bentancur,URU,MF,Juventus,Serie A,23,1997,25.8,8,1,1,53,36,2,8,48,45,0,0,0,297,31,26,54.4
Christian Benteke,BEL,FW,Crystal Palace,Premier League,29,1990,20.2,3,1,1,38,26,15,6,5,9,0,0,0,79,212,150,58.6
Karim Benzema,FRA,FW,Real Madrid,La Liga,32,1987,32.2,2,0,0,17,30,24,26,14,7,0,0,0,114,25,31,44.6
Yassine Benzia,ALG,MF,Dijon,Ligue 1,25,1994,4.5,1,0,0,9,9,0,7,8,5,0,0,0,32,3,7,30.0
Alessandro Berardi,ITA,GK,Hellas Verona,Serie A,29,1991,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Domenico Berardi,ITA,FW,Sassuolo,Serie A,25,1994,27.5,4,0,0,46,69,3,64,35,23,1,0,0,173,11,30,26.8
Gaetano Berardi,SUI,DF,Leeds United,Premier League,31,1988,1.3,0,0,0,2,0,0,1,2,2,0,0,0,6,3,4,42.9
Yuri Berchiche,ESP,DF,Athletic Club,La Liga,30,1990,18.7,3,0,0,22,35,1,64,16,23,1,0,0,176,23,14,62.2
Álex Berenguer,ESP,MF,Torino,Serie A,25,1995,1.5,0,0,0,2,3,1,2,0,0,0,0,0,9,1,2,33.3
Álex Berenguer,ESP,MF,Athletic Club,La Liga,25,1995,25.3,4,0,0,48,52,18,63,24,31,1,0,0,154,25,35,41.7
Bartosz Bereszyński,POL,DF,Sampdoria,Serie A,28,1992,29.0,2,0,0,30,33,0,29,34,46,0,0,0,285,36,32,52.9
Jóhann Berg Guðmundsson,ISL,MF,Burnley,Premier League,29,1990,15.1,2,0,0,12,17,2,24,17,14,0,0,0,108,19,31,38.0
Sander Berge,NOR,MF,Sheffield Utd,Premier League,22,1998,12.4,4,0,0,20,6,2,18,3,16,0,0,0,101,16,15,51.6
Steven Bergwijn,NED,FW,Tottenham,Premier League,22,1997,13.4,3,0,0,21,17,1,12,12,10,1,0,0,80,2,16,11.1
Valon Berisha,KVX,MF,Reims,Ligue 1,27,1993,18.3,2,0,0,19,17,1,20,17,27,0,0,0,146,13,13,50.0
Bernard,BRA,MF,Everton,Premier League,27,1992,5.1,2,0,0,7,7,0,9,7,4,0,0,0,59,0,0,
Federico Bernardeschi,ITA,DF,Juventus,Serie A,26,1994,10.8,3,0,0,19,18,2,42,13,5,0,0,0,77,8,8,50.0
Bernardo,BRA,DF,Brighton,Premier League,25,1995,2.3,0,0,0,1,1,0,4,0,5,0,0,0,12,5,6,45.5
Paul Bernardoni,FRA,GK,Angers,Ligue 1,23,1997,38.0,1,0,0,2,11,0,0,0,1,0,2,0,167,0,0,
Juan Bernat,ESP,DF,Paris S-G,Ligue 1,27,1993,2.2,2,0,0,6,3,0,1,1,2,0,0,0,11,0,5,0.0
Dimitry Bertaud,FRA,GK,Montpellier,Ligue 1,22,1998,8.3,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,
Marco Bertini,ITA,MF,Lazio,Serie A,17,2002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Ryan Bertrand,ENG,DF,Southampton,Premier League,30,1989,28.9,5,0,0,31,38,3,57,31,43,0,1,0,210,34,54,38.6
Daniel Bessa,ITA,MF,Hellas Verona,Serie A,27,1993,6.8,1,0,0,19,7,3,11,4,12,0,0,0,36,3,19,13.6
Loïc Bessile,TOG,DF,Bordeaux,Ligue 1,21,1999,1.0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0.0
Louis Beyer,GER,DF,M'Gladbach,Bundesliga,20,2000,2.1,0,0,0,2,5,0,0,6,2,0,0,0,21,11,4,73.3
Bartosz Bialek,POL,FW,Wolfsburg,Bundesliga,18,2001,3.0,1,0,0,7,4,1,0,3,6,0,0,0,28,6,26,18.8
Giulian Biancone,FRA,DF,Monaco,Ligue 1,20,2000,1.0,1,0,0,2,2,0,8,0,2,0,0,0,17,5,3,62.5
Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,30,1990,1.4,1,0,0,2,2,0,0,1,0,0,0,0,7,5,4,55.6
Pedro Bigas,ESP,DF,Eibar,La Liga,29,1990,17.0,1,0,0,23,7,0,6,16,12,0,2,0,223,61,25,70.9
El Bilal Touré,MLI,FW,Reims,Ligue 1,18,2001,13.8,4,0,0,43,14,11,2,5,14,0,0,0,50,65,93,41.1
Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,27,1992,31.1,8,0,0,31,24,4,163,19,20,0,0,0,203,11,19,36.7
Davide Biraschi,ITA,DF,Genoa,Serie A,26,1994,10.2,2,0,0,19,9,0,8,16,9,0,0,0,79,12,11,52.2
Yves Bissouma,MLI,MF,Brighton,Premier League,23,1996,34.6,8,1,0,64,41,0,8,60,74,0,0,0,364,38,22,63.3
Leonardo Bittencourt,GER,MF,Werder Bremen,Bundesliga,26,1993,16.8,3,0,0,35,37,7,40,14,31,1,0,0,119,13,29,31.0
Blanco,ESP,MF,Real Madrid,La Liga,20,2000,2.4,0,0,0,8,3,0,3,2,3,0,0,0,30,1,5,16.7
Alejandro Blanco,ESP,MF,Valencia,La Liga,21,1998,6.4,1,0,0,7,8,2,6,6,3,0,0,0,41,2,8,20.0
Rubén Blanco,ESP,GK,Celta Vigo,La Liga,25,1995,18.2,0,1,0,1,2,0,0,0,0,0,0,0,88,0,0,
Ludovic Blas,FRA,MF,Nantes,Ligue 1,22,1997,31.0,5,0,0,55,55,5,23,30,33,1,0,0,255,15,50,23.1
Alejandro Blesa,ESP,MF,Levante,La Liga,18,2002,0.1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
Jérôme Boateng,GER,DF,Bayern Munich,Bundesliga,31,1988,26.3,6,0,0,24,12,1,9,48,17,0,0,0,257,46,17,73.0
Antonin Bobichon,FRA,MF,Angers,Ligue 1,24,1995,10.1,0,0,0,14,17,0,17,10,14,1,0,0,74,8,10,44.4
Yann Bodiger,FRA,MF,Cádiz,La Liga,25,1995,2.8,0,0,0,8,4,0,1,6,2,0,0,0,29,10,15,40.0
Jean-Paul Boëtius,NED,MF,Mainz 05,Bundesliga,26,1994,22.9,5,0,0,32,42,1,29,25,31,0,0,0,200,14,39,26.4
Sacha Boey,FRA,DF,Dijon,Ligue 1,19,2000,20.7,1,0,0,38,12,2,37,35,44,0,1,0,178,26,24,52.0
Sacha Boey,FRA,DF,Rennes,Ligue 1,19,2000,1.4,0,1,0,1,0,0,2,1,4,0,0,0,16,2,2,50.0
Jeremie Boga,CIV,FW,Sassuolo,Serie A,23,1997,19.8,0,0,0,9,40,9,20,12,13,0,0,0,96,6,10,37.5
Melayro Bogarde,NED,DF,Hoffenheim,Bundesliga,18,2002,3.1,1,0,0,6,12,0,0,3,5,0,1,0,42,5,3,62.5
Jayden Bogle,ENG,DF,Sheffield Utd,Premier League,20,2000,12.3,2,0,0,16,11,1,12,20,16,0,0,0,84,16,28,36.4
Quentin Boisgard,FRA,MF,Lorient,Ligue 1,23,1997,14.6,5,0,0,26,16,2,37,12,18,0,0,0,95,9,20,31.0
Willy Boly,CIV,DF,Wolves,Premier League,29,1991,20.9,2,0,0,15,11,0,0,23,26,0,1,0,180,65,22,74.7
Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,30,1989,25.1,5,0,0,45,44,7,20,38,29,1,0,0,177,27,38,41.5
Federico Bonazzoli,ITA,FW,Torino,Serie A,23,1997,6.3,2,0,0,11,23,4,3,2,4,0,0,0,34,4,10,28.6
Federico Bonazzoli,ITA,FW,Sampdoria,Serie A,23,1997,1.5,0,0,0,3,2,0,0,0,1,0,0,0,8,0,1,0.0
Kevin Bonifazi,ITA,DF,Udinese,Serie A,24,1996,27.4,4,0,0,30,17,0,4,49,26,0,2,0,226,46,24,65.7
Leonardo Bonucci,ITA,DF,Juventus,Serie A,33,1987,22.5,4,0,0,22,16,3,2,18,15,0,2,0,161,39,14,73.6
Elias Bördner,GER,GK,Eint Frankfurt,Bundesliga,18,2002,1.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
Dennis Borkowski,GER,MF,RB Leipzig,Bundesliga,18,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
Sebastiaan Bornauw,BEL,DF,Köln,Bundesliga,21,1999,23.1,3,0,0,25,10,2,1,24,20,0,2,0,177,65,50,56.5
Sven Botman,NED,DF,Lille,Ligue 1,20,2000,36.8,2,0,0,16,26,2,1,38,30,0,0,0,382,122,54,69.3
Denis Bouanga,GAB,MF,Saint-Étienne,Ligue 1,25,1994,30.2,7,0,0,68,42,10,55,22,43,1,0,1,164,71,97,42.3
Hicham Boudaoui,ALG,MF,Nice,Ligue 1,20,1999,19.3,9,0,0,30,27,6,9,18,40,1,0,0,139,20,26,43.5
Ryad Boudebouz,ALG,MF,Saint-Étienne,Ligue 1,30,1990,7.2,2,0,0,7,8,1,22,8,5,0,0,0,59,5,11,31.3
Sofiane Boufal,MAR,FW,Angers,Ligue 1,26,1993,8.1,3,0,0,18,30,0,13,5,13,2,0,0,66,4,6,40.0
Nassim Boujellab,MAR,MF,Schalke 04,Bundesliga,21,1999,6.7,2,0,0,17,16,0,1,6,13,0,0,0,65,13,26,33.3
Farid Boulaya,ALG,MF,Metz,Ligue 1,27,1993,31.3,5,0,0,23,69,1,76,10,18,2,1,0,239,29,45,39.2
Yassine Bounou,MAR,GK,Sevilla,La Liga,29,1991,33.0,3,0,0,0,3,0,0,0,0,0,0,1,140,0,0,
Ismaëlben Boura,FRA,DF,Lens,Ligue 1,19,2000,9.1,1,0,0,16,17,0,26,19,12,0,0,0,79,13,10,56.5
Mehdi Bourabia,MAR,MF,Sassuolo,Serie A,28,1991,5.9,2,0,0,17,6,0,2,8,6,0,1,0,67,12,3,80.0
Benjamin Bourigeaud,FRA,MF,Rennes,Ligue 1,26,1994,28.4,8,0,0,34,11,3,73,23,26,0,0,0,235,17,37,31.5
Edoardo Bove,ITA,MF,Roma,Serie A,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
Jarrod Bowen,ENG,FW,West Ham,Premier League,23,1996,28.5,0,0,0,18,67,14,52,22,14,0,0,0,175,20,60,25.0
Dedryck Boyata,BEL,DF,Hertha BSC,Bundesliga,29,1990,17.2,3,0,0,8,4,0,1,17,8,0,1,0,156,37,25,59.7
John Boye,GHA,DF,Metz,Ligue 1,33,1987,33.8,6,2,1,38,19,2,0,57,39,0,0,2,261,59,46,56.2
Lucas Boyé,ARG,FW,Elche,La Liga,24,1996,29.9,9,1,1,108,51,10,11,20,28,0,0,0,144,36,140,20.5
Can Bozdogan,GER,MF,Schalke 04,Bundesliga,19,2001,7.2,0,0,0,11,17,0,12,5,19,0,0,1,58,3,15,16.7
Umut Bozok,TUR,FW,Lorient,Ligue 1,23,1996,0.7,0,0,0,0,8,0,0,0,0,0,0,0,7,1,2,33.3
Jayden Braaf,NED,FW,Udinese,Serie A,17,2002,1.3,0,0,0,2,1,0,1,1,0,0,0,0,8,0,5,0.0
Domagoj Bradarić,CRO,DF,Lille,Ligue 1,20,1999,14.0,4,0,0,15,15,0,35,19,17,0,1,0,143,23,26,46.9
Robbie Brady,IRL,MF,Burnley,Premier League,28,1992,11.7,3,0,0,24,10,2,25,9,12,0,0,0,110,21,20,51.2
Martin Braithwaite,DEN,FW,Barcelona,La Liga,29,1991,13.1,3,0,0,11,21,15,8,8,6,0,0,0,40,15,15,50.0
Julian Brandt,GER,FW,Dortmund,Bundesliga,24,1996,16.6,0,0,0,7,17,2,25,14,17,0,0,0,128,6,26,18.8
Darko Brašanac,SRB,MF,Osasuna,La Liga,28,1992,10.1,4,0,0,29,6,1,11,4,12,0,0,0,84,30,22,57.7
Lilian Brassier,FRA,DF,Brest,Ligue 1,20,1999,10.7,3,0,0,20,13,0,4,19,15,0,0,0,94,35,15,70.0
Álvaro Bravo,ESP,MF,Granada,La Liga,22,1998,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,66.7
Claudio Bravo,CHI,GK,Betis,La Liga,37,1983,20.0,3,0,0,0,0,0,0,0,0,0,0,0,89,0,0,
Fabian Bredlow,GER,GK,Stuttgart,Bundesliga,25,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
Josip Brekalo,CRO,FW,Wolfsburg,Bundesliga,22,1998,20.2,1,0,0,11,16,2,29,18,16,0,0,0,136,6,23,20.7
Gleison Bremer,BRA,DF,Torino,Serie A,23,1997,32.6,2,0,0,35,17,0,1,88,41,1,1,0,272,92,60,60.5
Joshua Brenet,NED,DF,Hoffenheim,Bundesliga,26,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Rhian Brewster,ENG,FW,Sheffield Utd,Premier League,20,2000,12.5,1,0,0,23,21,4,13,6,8,0,0,0,61,12,45,21.1
Anthony Briançon,FRA,DF,Nîmes,Ligue 1,25,1994,13.6,4,0,0,9,10,1,1,21,9,0,0,0,138,23,24,48.9
Jimmy Briand,FRA,FW,Bordeaux,Ligue 1,34,1985,6.3,2,0,0,14,14,2,1,1,5,0,1,0,30,21,35,37.5
Yan Brice Eteki,CMR,MF,Granada,La Liga,22,1997,14.7,4,1,0,50,20,0,1,15,20,0,1,0,124,24,23,51.1
Nathan Broadhead,WAL,MF,Everton,Premier League,22,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Dylan Bronn,TUN,DF,Metz,Ligue 1,25,1995,37.9,4,0,0,37,15,0,5,38,46,0,2,0,319,52,39,57.1
John Brooks,USA,DF,Wolfsburg,Bundesliga,27,1993,30.8,5,0,0,35,19,0,2,51,37,0,2,1,352,108,47,69.7
Daniel Brosinski,GER,DF,Mainz 05,Bundesliga,32,1988,15.9,0,0,0,8,4,0,58,13,7,0,0,0,127,10,20,33.3
Josh Brownhill,ENG,MF,Burnley,Premier League,24,1995,31.3,2,0,0,48,39,2,17,53,28,0,0,0,398,71,43,62.3
Marcelo Brozović,CRO,MF,Inter,Serie A,27,1992,28.7,9,1,1,44,14,0,26,39,36,0,0,0,268,29,29,50.0
Gastón Brugman,URU,MF,Parma,Serie A,27,1992,18.0,7,0,0,33,26,1,16,37,25,0,0,0,167,8,10,44.4
Juan Brunet,ARG,MF,Granada,La Liga,22,1998,0.3,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50.0
Juan Brunetta,ARG,FW,Parma,Serie A,23,1997,5.3,3,0,0,11,16,1,10,1,1,0,0,0,30,2,10,16.7
Cédric Brunner,SUI,DF,Arminia,Bundesliga,26,1994,29.5,6,0,0,37,33,1,53,30,29,0,0,0,301,61,33,64.9
Jacob Bruun Larsen,DEN,FW,Hoffenheim,Bundesliga,21,1998,1.0,0,0,0,2,0,2,1,0,0,0,0,0,4,1,3,25.0
Bryan,ESP,MF,Eibar,La Liga,19,2001,25.2,6,0,0,28,55,12,110,15,17,0,0,0,183,13,48,21.3
Bryan,ESP,FW,Sevilla,La Liga,19,2001,0.1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,50.0
Joe Bryan,ENG,DF,Fulham,Premier League,26,1993,7.4,2,0,0,12,8,0,24,13,12,1,1,0,66,6,3,66.7
Kean Bryan,ENG,DF,Sheffield Utd,Premier League,23,1996,11.2,1,0,0,16,3,0,15,28,15,0,0,1,92,31,19,62.0
Lucas Buadés,FRA,MF,Nîmes,Ligue 1,22,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Ante Budimir,CRO,FW,Osasuna,La Liga,29,1991,18.1,3,0,0,29,34,20,5,1,15,0,0,0,78,123,97,55.9
Gianluigi Buffon,ITA,GK,Juventus,Serie A,42,1978,8.0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0,
Marcin Bułka,POL,GK,Paris S-G,Ligue 1,20,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,
Marius Bülter,GER,FW,Union Berlin,Bundesliga,27,1993,10.9,1,0,0,11,15,3,26,7,9,0,0,0,90,15,22,40.5
Alessandro Buongiorno,ITA,DF,Torino,Serie A,21,1999,9.5,4,0,0,18,11,1,0,19,6,0,0,0,72,24,9,72.7
