Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types Drib,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types Drib,GCA Types Sh,GCA Types Fld,GCA Types Def
Amato Ciciretti,ITA,MF,Benevento,Serie A,23,1993,9.0,34,3.79,21,3,4,3,3,0,3,0.33,0,0,0,2,1,0
Cifu,ESP,DF,Málaga,La Liga,26,1990,1.2,6,5.00,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Luca Cigarini,ITA,MF,Cagliari,Serie A,31,1986,22.5,68,3.02,31,30,0,4,3,0,6,0.27,0,3,0,2,1,0
Per Ciljan Skjelbred,NOR,MF,Hertha BSC,Bundesliga,30,1987,24.3,18,0.74,17,0,0,0,0,1,2,0.08,2,0,0,0,0,0
Jasper Cillessen,NED,GK,Barcelona,La Liga,28,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thiago Cionek,POL,DF,SPAL,Serie A,31,1986,15.0,8,0.53,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Saliou Ciss,SEN,DF,Angers,Ligue 1,27,1989,1.6,2,1.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Karamoko Cissé,GUI,FW,Benevento,Serie A,28,1988,0.2,2,13.85,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Issa Cissokho,SEN,DF,Amiens,Ligue 1,32,1985,18.1,17,0.94,14,2,0,0,1,0,2,0.11,2,0,0,0,0,0
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,27,1989,19.4,11,0.57,9,1,0,0,0,1,2,0.10,2,0,0,0,0,0
Christian Clemens,GER,MF,Köln,Bundesliga,25,1991,7.2,17,2.38,13,3,0,1,0,0,1,0.14,1,0,0,0,0,0
Tom Cleverley,ENG,MF,Watford,Premier League,27,1989,21.1,55,2.60,36,15,0,0,3,1,5,0.24,3,2,0,0,0,0
Sam Clucas,ENG,MF,Swansea City,Premier League,26,1990,22.7,26,1.14,19,4,0,3,0,0,2,0.09,1,1,0,0,0,0
Nathaniel Clyne,ENG,DF,Liverpool,Premier League,26,1991,1.9,2,1.03,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcus Coco,FRA,FW,Guingamp,Ligue 1,21,1996,17.6,42,2.38,33,0,3,1,5,0,7,0.40,5,0,1,0,1,0
Massimo Coda,ITA,FW,Benevento,Serie A,28,1988,15.7,44,2.80,36,0,6,1,1,0,3,0.19,2,0,0,0,1,0
Isaac Cofie,GHA,MF,Genoa,Serie A,25,1991,6.6,4,0.61,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Renaud Cohade,FRA,MF,Metz,Ligue 1,32,1984,36.6,94,2.57,76,5,5,4,1,3,8,0.22,8,0,0,0,0,0
Coke,ESP,MF,Schalke 04,Bundesliga,30,1987,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Coke,ESP,DF,Levante,La Liga,30,1987,15.4,27,1.76,23,0,3,1,0,0,3,0.20,2,0,0,1,0,0
Emre Çolak,TUR,MF,La Coruña,La Liga,26,1991,16.1,65,4.04,52,7,1,3,1,1,3,0.19,2,1,0,0,0,0
Séamus Coleman,IRL,DF,Everton,Premier League,28,1988,11.5,18,1.57,14,1,0,1,2,0,2,0.17,2,0,0,0,0,0
James Collins,WAL,DF,West Ham,Premier League,33,1983,11.7,4,0.34,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Racine Coly,SEN,DF,Nice,Ligue 1,21,1995,6.9,5,0.73,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,21,1996,12.8,63,4.90,48,0,10,3,2,0,9,0.70,6,0,2,0,1,0
Marvin Compper,GER,DF,RB Leipzig,Bundesliga,32,1985,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alois Confais,FRA,MF,Troyes,Ligue 1,20,1996,6.8,5,0.74,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Daniel Congré,FRA,DF,Montpellier,Ligue 1,32,1985,29.3,13,0.44,12,0,0,1,0,0,1,0.03,1,0,0,0,0,0
Andrea Consigli,ITA,GK,Sassuolo,Serie A,30,1987,36.8,6,0.16,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Diego Contento,GER,DF,Bordeaux,Ligue 1,27,1990,1.2,2,1.67,1,0,1,0,0,0,2,1.67,1,0,1,0,0,0
Andrea Conti,ITA,DF,Milan,Serie A,23,1994,1.7,5,2.87,4,1,0,0,0,0,1,0.57,1,0,0,0,0,0
Lewis Cook,ENG,MF,Bournemouth,Premier League,20,1997,24.9,52,2.09,39,5,3,2,1,2,4,0.16,4,0,0,0,0,0
Steve Cook,ENG,DF,Bournemouth,Premier League,26,1991,30.7,17,0.55,13,1,0,2,1,0,3,0.10,1,0,0,2,0,0
Duje Čop,CRO,FW,Cagliari,Serie A,27,1990,1.1,2,1.87,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Francis Coquelin,FRA,MF,Arsenal,Premier League,26,1991,1.9,2,1.13,2,0,0,0,0,0,1,0.57,1,0,0,0,0,0
Francis Coquelin,FRA,MF,Valencia,La Liga,26,1991,7.3,8,1.10,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Sébastien Corchia,FRA,DF,Sevilla,La Liga,26,1990,9.1,13,1.43,10,1,0,0,2,0,1,0.11,1,0,0,0,0,0
Alex Cordaz,ITA,GK,Crotone,Serie A,34,1983,38.0,3,0.08,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Iñigo Córdoba,ESP,FW,Athletic Club,La Liga,20,1997,16.2,37,2.28,27,1,0,1,5,3,4,0.25,3,0,0,0,1,0
Jhon Córdoba,COL,FW,Köln,Bundesliga,24,1993,10.6,30,2.82,15,0,4,7,3,1,3,0.28,2,0,0,1,0,0
Sergio Córdova,VEN,FW,Augsburg,Bundesliga,19,1997,6.5,19,2.91,13,1,0,3,1,1,2,0.31,1,0,0,1,0,0
Jérémy Cordoval,GLP,DF,Troyes,Ligue 1,27,1990,10.2,8,0.78,7,0,0,0,0,1,1,0.10,1,0,0,0,0,0
Benjamin Corgnet,FRA,MF,Strasbourg,Ligue 1,30,1987,15.3,41,2.68,22,3,0,4,9,3,3,0.20,2,0,0,1,0,0
Jack Cork,ENG,MF,Burnley,Premier League,28,1989,38.0,57,1.50,42,3,2,3,6,1,5,0.13,4,0,0,1,0,0
Andreas Cornelius,DEN,FW,Atalanta,Serie A,24,1993,10.4,33,3.18,23,0,3,7,0,0,2,0.19,1,0,1,0,0,0
Maxwel Cornet,CIV,FW,Lyon,Ligue 1,20,1996,14.1,49,3.47,30,4,4,6,5,0,8,0.57,5,0,2,1,0,0
Quentin Cornette,FRA,FW,Amiens,Ligue 1,23,1994,5.0,11,2.21,6,1,1,1,1,1,5,1.00,2,0,0,1,1,1
Ángel Correa,ARG,FW,Atlético Madrid,La Liga,22,1995,25.0,74,2.96,46,0,12,3,12,1,12,0.48,7,0,2,2,1,0
Joaquín Correa,ARG,FW,Sevilla,La Liga,22,1994,13.3,47,3.55,25,2,5,4,9,2,5,0.38,1,0,0,2,2,0
Andrea Cossu,ITA,MF,Cagliari,Serie A,37,1980,2.7,8,2.96,4,2,1,0,1,0,1,0.37,0,1,0,0,0,0
Andrea Costa,ITA,DF,Benevento,Serie A,31,1986,15.3,7,0.46,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,24,1993,13.4,19,1.42,16,2,0,0,0,1,4,0.30,3,1,0,0,0,0
Diego Costa,ESP,FW,Atlético Madrid,La Liga,28,1988,11.6,23,1.99,18,0,1,1,2,1,6,0.52,4,0,0,0,1,1
Douglas Costa,BRA,FW,Juventus,Serie A,26,1990,19.9,111,5.57,84,4,12,4,5,2,25,1.25,20,0,3,1,1,0
Filippo Costa,ITA,DF,SPAL,Serie A,22,1995,16.4,31,1.89,19,10,0,0,2,0,4,0.24,2,2,0,0,0,0
Jaume Costa,ESP,DF,Villarreal,La Liga,29,1988,28.2,56,1.99,45,2,1,2,3,3,0,0.00,0,0,0,0,0,0
Angelo da Costa Júnior,BRA,GK,Bologna,Serie A,33,1983,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nuno da Costa,CPV,FW,Strasbourg,Ligue 1,26,1991,19.2,47,2.45,26,0,5,4,10,2,8,0.42,3,0,0,0,4,1
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,30,1987,36.0,4,0.11,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,25,1991,3.8,10,2.64,8,0,0,0,1,1,1,0.26,1,0,0,0,0,0
Lassana Coulibaly,MLI,MF,Angers,Ligue 1,21,1996,9.3,26,2.79,14,0,3,4,4,1,6,0.64,1,0,0,4,0,1
Thibaut Courtois,BEL,GK,Chelsea,Premier League,25,1992,35.0,5,0.14,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Philippe Coutinho,BRA,FW,Barcelona,La Liga,25,1992,14.4,53,3.68,40,8,1,1,2,1,7,0.49,6,1,0,0,0,0
Philippe Coutinho,BRA,MF,Liverpool,Premier League,25,1992,12.3,78,6.33,48,13,7,3,4,3,13,1.06,5,2,2,0,2,2
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,18,1999,6.4,11,1.71,4,2,1,0,3,1,1,0.16,1,0,0,0,0,0
Alessio Cragno,ITA,GK,Cagliari,Serie A,23,1994,28.2,4,0.14,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Martin Cranie,ENG,DF,Huddersfield,Premier League,30,1986,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Michele Cremonesi,ITA,DF,SPAL,Serie A,29,1988,4.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aaron Cresswell,ENG,DF,West Ham,Premier League,27,1989,34.1,62,1.82,35,21,1,2,3,0,9,0.26,6,3,0,0,0,0
Lorenzo Crisetig,ITA,MF,Bologna,Serie A,24,1993,6.2,12,1.93,10,0,0,0,1,1,1,0.16,0,0,0,0,1,0
Bryan Cristante,ITA,MF,Atalanta,Serie A,22,1995,31.4,86,2.74,68,1,3,9,4,1,6,0.19,4,0,0,1,1,0
Sebastián Cristóforo,URU,MF,Fiorentina,Serie A,23,1993,3.0,7,2.35,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Enzo Crivelli,FRA,FW,Angers,Ligue 1,22,1995,11.4,24,2.11,19,0,2,0,3,0,2,0.18,2,0,0,0,0,0
Enzo Crivelli,FRA,FW,Caen,Ligue 1,22,1995,8.1,12,1.49,8,0,1,0,3,0,2,0.25,1,0,0,0,1,0
Giovanni Crociata,ITA,FW,Crotone,Serie A,19,1997,3.2,13,4.05,9,1,2,0,1,0,1,0.31,1,0,0,0,0,0
Luca Crosta,ITA,GK,Cagliari,Serie A,19,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Peter Crouch,ENG,FW,Stoke City,Premier League,36,1981,17.4,33,1.90,30,0,1,0,2,0,2,0.11,2,0,0,0,0,0
Juan Cruz,ESP,FW,Málaga,La Liga,17,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Juan Cuadrado,COL,FW,Juventus,Serie A,29,1988,15.0,68,4.52,56,1,4,1,5,1,10,0.66,8,0,1,0,1,0
Iván Cuéllar,ESP,GK,Leganés,La Liga,33,1984,35.0,4,0.11,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Mickaël Cuisance,FRA,MF,M'Gladbach,Bundesliga,17,1999,13.4,37,2.76,17,8,4,2,5,1,2,0.15,0,1,0,1,0,0
Josh Cullen,IRL,MF,West Ham,Premier League,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Patrick Cutrone,ITA,FW,Milan,Serie A,19,1998,16.7,26,1.55,20,0,0,5,1,0,6,0.36,3,0,0,2,1,0
Wylan Cyprien,FRA,MF,Nice,Ligue 1,22,1995,10.6,34,3.22,17,11,2,3,1,0,4,0.38,2,2,0,0,0,0
Marco D'Alessandro,ITA,MF,Benevento,Serie A,26,1991,11.6,37,3.19,24,1,4,0,6,2,5,0.43,2,1,0,0,2,0
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,28,1988,33.1,66,1.99,49,4,2,3,4,4,9,0.27,5,0,0,1,2,1
Damien Da Silva,FRA,DF,Caen,Ligue 1,29,1988,31.5,13,0.41,9,2,0,1,1,0,2,0.06,1,0,0,0,1,0
Kouadio-Yves Dabila,CIV,DF,Lille,Ligue 1,20,1997,10.5,6,0.57,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bryan Dabo,BFA,MF,Fiorentina,Serie A,25,1992,6.6,7,1.07,7,0,0,0,0,0,1,0.15,1,0,0,0,0,0
Bryan Dabo,BFA,MF,Saint-Étienne,Ligue 1,25,1992,14.3,29,2.03,22,1,1,3,2,0,3,0.21,1,0,0,1,1,0
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,21,1996,12.7,36,2.83,28,1,4,1,0,2,7,0.55,6,0,1,0,0,0
Dario Dainelli,ITA,DF,Chievo,Serie A,38,1979,16.7,6,0.36,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Felipe dal Belo,BRA,DF,SPAL,Serie A,33,1984,28.6,12,0.42,9,1,0,1,0,1,2,0.07,1,0,0,1,0,0
Charlie Daniels,ENG,DF,Bournemouth,Premier League,30,1986,33.4,53,1.59,45,7,0,0,0,1,3,0.09,3,0,0,0,0,0
Danilo,BRA,DF,Manchester City,Premier League,26,1991,15.0,29,1.93,22,1,1,1,2,2,3,0.20,3,0,0,0,0,0
Scott Dann,ENG,DF,Crystal Palace,Premier League,30,1987,15.9,10,0.63,8,0,0,2,0,0,1,0.06,1,0,0,0,0,0
Kevin Danso,AUT,DF,Augsburg,Bundesliga,18,1998,12.3,15,1.22,9,2,2,1,0,1,1,0.08,0,0,0,1,0,0
Dante,BRA,DF,Nice,Ligue 1,33,1983,32.4,19,0.59,12,0,1,5,0,1,3,0.09,2,0,0,0,0,1
Romain Danzé,FRA,DF,Rennes,Ligue 1,31,1986,7.6,6,0.79,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrea Danzi,ITA,MF,Hellas Verona,Serie A,18,1999,4.4,5,1.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stéphane Darbion,FRA,FW,Troyes,Ligue 1,33,1984,19.0,37,1.95,31,2,0,2,2,0,6,0.32,5,0,0,1,0,0
Palkó Dárdai,HUN,FW,Hertha BSC,Bundesliga,18,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergi Darder,ESP,MF,Espanyol,La Liga,23,1993,30.9,56,1.81,39,7,2,2,2,4,3,0.10,2,1,0,0,0,0
Sergi Darder,ESP,MF,Lyon,Ligue 1,23,1993,2.3,4,1.72,2,0,0,0,0,2,0,0.00,0,0,0,0,0,0
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,26,1990,18.2,31,1.71,22,3,2,1,3,0,4,0.22,4,0,0,0,0,0
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,26,1990,10.0,2,0.20,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Matteo Darmian,ITA,DF,Manchester Utd,Premier League,27,1989,4.9,2,0.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ben Davies,WAL,DF,Tottenham,Premier League,24,1993,25.8,75,2.90,54,16,1,2,1,1,7,0.27,5,1,0,1,0,0
Tom Davies,ENG,MF,Everton,Premier League,19,1998,21.1,26,1.23,20,3,0,1,2,0,6,0.28,5,0,0,1,0,0
Steven Davis,NIR,MF,Southampton,Premier League,32,1985,16.9,41,2.43,36,3,1,0,1,0,2,0.12,1,0,0,0,1,0
Salem Al-Dawsari,KSA,MF,Villarreal,La Liga,25,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Craig Dawson,ENG,DF,West Brom,Premier League,27,1990,27.9,28,1.01,16,1,1,6,3,1,2,0.07,1,0,0,1,0,0
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,26,1991,34.1,196,5.74,138,42,4,5,6,1,32,0.94,28,3,0,1,0,0
Sebastien De Maio,FRA,DF,Bologna,Serie A,30,1987,22.8,14,0.61,13,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodrigo De Paul,ARG,MF,Udinese,Serie A,23,1994,25.8,109,4.23,72,22,5,5,4,1,12,0.47,8,3,0,1,0,0
Daniele De Rossi,ITA,MF,Roma,Serie A,34,1983,20.3,43,2.12,39,2,0,1,1,0,3,0.15,2,0,0,1,0,0
Mattia De Sciglio,ITA,DF,Juventus,Serie A,24,1992,10.8,15,1.39,15,0,0,0,0,0,2,0.19,2,0,0,0,0,0
Lorenzo De Silvestri,ITA,DF,Torino,Serie A,29,1988,32.8,44,1.34,34,4,1,3,0,2,6,0.18,5,0,0,1,0,0
Lucas Deaux,FRA,MF,Guingamp,Ligue 1,28,1988,21.6,32,1.48,28,1,1,0,1,1,3,0.14,3,0,0,0,0,0
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,32,1985,14.6,30,2.05,23,2,2,1,2,0,3,0.21,2,0,0,1,0,0
Troy Deeney,ENG,FW,Watford,Premier League,29,1988,20.5,47,2.30,41,0,0,2,2,2,5,0.24,4,0,0,0,0,1
Jermain Defoe,ENG,FW,Bournemouth,Premier League,34,1982,12.1,27,2.23,19,0,1,5,1,1,4,0.33,1,0,0,2,0,1
Steven Defour,BEL,MF,Burnley,Premier League,29,1988,22.2,33,1.49,27,0,1,4,0,1,3,0.14,3,0,0,0,0,0
Grégoire Defrel,MTQ,FW,Roma,Serie A,26,1991,5.4,16,2.98,11,1,2,0,0,2,4,0.74,2,0,0,0,0,2
Alessandro Deiola,ITA,MF,Cagliari,Serie A,21,1995,5.0,5,1.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lorenzo Del Pinto,ITA,MF,Benevento,Serie A,27,1990,8.4,11,1.30,8,0,0,1,2,0,1,0.12,1,0,0,0,0,0
Damien Delaney,IRL,DF,Crystal Palace,Premier League,36,1981,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Delaney,DEN,MF,Werder Bremen,Bundesliga,25,1991,31.1,62,1.99,47,1,2,5,6,1,4,0.13,3,0,0,0,0,1
Jonathan Delaplace,FRA,MF,Caen,Ligue 1,31,1986,6.5,19,2.93,16,0,1,0,0,2,1,0.15,1,0,0,0,0,0
Cristian Dell'Orco,ITA,DF,Sassuolo,Serie A,23,1994,4.7,6,1.28,4,1,0,0,0,1,0,0.00,0,0,0,0,0,0
Andy Delort,ALG,FW,Toulouse,Ligue 1,25,1991,25.9,72,2.78,47,9,3,7,6,0,8,0.31,6,1,0,1,0,0
Fabian Delph,ENG,DF,Manchester City,Premier League,27,1989,19.3,35,1.81,32,1,1,0,1,0,5,0.26,5,0,0,0,0,0
Mousa Dembélé,BEL,MF,Tottenham,Premier League,30,1987,20.9,46,2.20,36,1,2,2,1,4,3,0.14,2,1,0,0,0,0
Ousmane Dembélé,FRA,FW,Barcelona,La Liga,20,1997,10.3,50,4.86,34,9,3,3,1,0,11,1.07,8,0,1,2,0,0
Jessy Deminguet,FRA,MF,Caen,Ligue 1,19,1998,5.9,13,2.19,6,6,0,0,0,1,2,0.34,1,0,0,0,0,1
Kerem Demirbay,GER,MF,Hoffenheim,Bundesliga,24,1993,13.5,62,4.61,37,13,5,0,4,3,5,0.37,4,1,0,0,0,0
Ermedin Demirović,BIH,FW,Alavés,La Liga,19,1998,2.0,3,1.48,2,0,0,1,0,0,1,0.49,1,0,0,0,0,0
Diego Demme,GER,MF,RB Leipzig,Bundesliga,25,1991,25.4,73,2.87,65,1,1,1,4,1,10,0.39,8,0,0,0,2,0
Fabio Depaoli,ITA,MF,Chievo,Serie A,20,1997,13.2,11,0.83,11,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Memphis Depay,NED,FW,Lyon,Ligue 1,23,1994,28.4,143,5.04,76,34,12,10,10,1,20,0.70,12,3,1,2,1,1
Mathieu Deplagne,FRA,DF,Troyes,Ligue 1,25,1991,26.8,29,1.08,24,1,2,0,1,1,4,0.15,3,0,1,0,0,0
Laurent Depoitre,BEL,FW,Huddersfield,Premier League,28,1988,20.2,23,1.14,15,0,2,1,3,2,6,0.30,2,0,2,1,1,0
Mike van der Hoorn,NED,DF,Swansea City,Premier League,24,1992,21.6,8,0.37,6,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Gregory van der Wiel,NED,DF,Cagliari,Serie A,29,1988,3.2,2,0.62,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Daniele Dessena,ITA,MF,Cagliari,Serie A,30,1987,6.4,8,1.26,5,0,0,1,1,1,1,0.16,1,0,0,0,0,0
Mattia Destro,ITA,FW,Bologna,Serie A,26,1991,18.0,34,1.89,22,0,4,4,3,1,5,0.28,2,0,1,2,0,0
Gerard Deulofeu,ESP,FW,Watford,Premier League,23,1994,4.8,16,3.31,10,3,0,0,2,1,1,0.21,0,0,0,0,1,0
Gerard Deulofeu,ESP,MF,Barcelona,La Liga,23,1994,5.6,17,3.04,11,3,1,0,1,1,2,0.36,1,0,0,0,0,1
Gianluca Di Chiara,ITA,DF,Benevento,Serie A,23,1993,11.2,20,1.79,14,5,0,0,1,0,0,0.00,0,0,0,0,0,0
Federico Di Francesco,ITA,FW,Bologna,Serie A,23,1994,17.7,33,1.87,30,0,0,1,2,0,6,0.34,4,0,0,1,1,0
Davide Di Gennaro,ITA,MF,Lazio,Serie A,29,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,29,1988,23.5,108,4.60,74,19,6,4,4,1,14,0.60,10,1,1,1,0,1
Franco Di Santo,ARG,FW,Schalke 04,Bundesliga,28,1989,18.4,32,1.74,23,0,2,5,2,0,4,0.22,3,0,0,0,1,0
Cheick Diabaté,MLI,FW,Benevento,Serie A,29,1988,7.4,5,0.68,4,0,0,1,0,0,1,0.14,1,0,0,0,0,0
Fousseni Diabaté,MLI,MF,Leicester City,Premier League,21,1995,6.5,20,3.07,15,0,1,1,3,0,3,0.46,3,0,0,0,0,0
Moussa Diaby,FRA,MF,Crotone,Serie A,18,1999,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fallou Diagne,SEN,DF,Metz,Ligue 1,27,1989,24.9,21,0.84,16,0,0,2,1,2,3,0.12,2,0,0,1,0,0
Adama Diakhaby,FRA,FW,Monaco,Ligue 1,21,1996,9.4,14,1.48,8,0,0,1,4,1,5,0.53,3,0,0,1,1,0
Mouctar Diakhaby,GUI,DF,Lyon,Ligue 1,20,1996,8.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdou Diallo,SEN,DF,Mainz 05,Bundesliga,21,1996,26.8,26,0.97,21,0,3,1,0,1,4,0.15,4,0,0,0,0,0
Abdoulaye Diallo,SEN,GK,Rennes,Ligue 1,25,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Habib Diallo,SEN,FW,Metz,Ligue 1,22,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mustapha Diallo,SEN,MF,Guingamp,Ligue 1,31,1986,15.4,21,1.37,13,0,1,3,3,1,0,0.00,0,0,0,0,0,0
Mohamed Diamé,SEN,MF,Newcastle Utd,Premier League,30,1987,22.7,32,1.41,21,0,4,2,0,5,0,0.00,0,0,0,0,0,0
Lassana Diarra,FRA,MF,Paris S-G,Ligue 1,32,1985,6.7,12,1.78,10,0,1,0,0,1,1,0.15,1,0,0,0,0,0
Amadou Diawara,GUI,MF,Napoli,Serie A,20,1997,7.3,17,2.34,14,1,0,1,0,1,3,0.41,3,0,0,0,0,0
Brahim Díaz,ESP,FW,Manchester City,Premier League,17,1999,0.6,2,3.27,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Bakaye Dibassy,MLI,DF,Amiens,Ligue 1,27,1989,30.9,24,0.78,17,2,3,2,0,0,2,0.06,1,0,1,0,0,0
Daniel Didavi,GER,MF,Wolfsburg,Bundesliga,27,1990,24.9,60,2.41,41,8,1,6,3,1,10,0.40,5,3,0,1,0,1
Thomas Didillon,FRA,GK,Metz,Ligue 1,21,1995,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Étienne Didot,FRA,MF,Guingamp,Ligue 1,34,1983,18.0,34,1.89,26,6,0,1,1,0,3,0.17,2,0,0,1,0,0
Adrián Diéguez,ESP,DF,Alavés,La Liga,21,1996,4.8,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dennis Diekmeier,GER,DF,Hamburger SV,Bundesliga,27,1989,20.8,36,1.73,27,2,3,0,3,1,5,0.24,5,0,0,0,0,0
Eric Dier,ENG,MF,Tottenham,Premier League,23,1994,31.4,34,1.08,32,0,0,1,1,0,4,0.13,4,0,0,0,0,0
Lucas Digne,FRA,DF,Barcelona,La Liga,24,1993,7.8,10,1.28,8,0,0,0,0,2,2,0.26,2,0,0,0,0,0
Landry Dimata,BEL,FW,Wolfsburg,Bundesliga,19,1997,10.0,29,2.90,15,1,1,2,10,0,2,0.20,2,0,0,0,0,0
Tristan Dingomé,CMR,MF,Troyes,Ligue 1,26,1991,13.2,25,1.89,24,0,0,1,0,0,2,0.15,1,0,0,1,0,0
Ismaël Diomandé,CIV,DF,Caen,Ligue 1,24,1992,7.9,2,0.25,2,0,0,0,0,0,1,0.13,1,0,0,0,0,0
Lois Diony,FRA,FW,Saint-Étienne,Ligue 1,24,1992,10.3,25,2.42,14,0,2,4,5,0,4,0.39,0,0,1,0,3,0
Issa Diop,FRA,DF,Toulouse,Ligue 1,20,1997,34.0,18,0.53,13,1,0,1,2,1,0,0.00,0,0,0,0,0,0
Papakouli Diop,SEN,MF,Espanyol,La Liga,31,1986,2.9,3,1.02,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Papakouli Diop,SEN,MF,Eibar,La Liga,31,1986,10.4,13,1.24,11,0,0,0,2,0,0,0.00,0,0,0,0,0,0
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,19,1997,14.9,16,1.07,15,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Djené,TOG,DF,Getafe,La Liga,25,1991,36.0,13,0.36,9,1,1,1,1,0,3,0.08,3,0,0,0,0,0
Koffi Djidji,CIV,DF,Nantes,Ligue 1,24,1992,26.8,23,0.86,17,3,2,0,0,1,2,0.07,2,0,0,0,0,0
Alexander Djiku,GHA,DF,Caen,Ligue 1,22,1994,28.0,13,0.46,10,0,0,3,0,0,0,0.00,0,0,0,0,0,0
Papy Djilobodji,SEN,DF,Dijon,Ligue 1,28,1988,30.0,14,0.47,13,0,0,0,0,1,3,0.10,3,0,0,0,0,0
Berat Djimsiti,ALB,DF,Benevento,Serie A,24,1993,30.0,17,0.57,14,0,1,1,1,0,1,0.03,1,0,0,0,0,0
Marko Dmitrović,SRB,GK,Eibar,La Liga,25,1992,36.0,8,0.22,4,4,0,0,0,0,0,0.00,0,0,0,0,0,0
Keagan Dolly,RSA,FW,Montpellier,Ligue 1,24,1993,9.8,52,5.31,25,17,4,3,1,2,2,0.20,2,0,0,0,0,0
