Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att,Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist
Alex Meret,ITA,GK,SPAL,Serie A,20,1997,12.9,16,3,0,2,2,19.4,0.28,+5.4,+0.42,88,229,38.4,250,25,56.0,42.5,107,83.2,55.6,132,13,9.8,3,0.23,13.0
Mathieu Michel,FRA,GK,Angers,Ligue 1,25,1991,6.6,13,2,0,0,1,9.0,0.27,-3.0,-0.45,34,80,42.5,103,29,48.5,40.1,34,88.2,61.3,59,1,1.7,2,0.30,16.0
Simon Mignolet,BEL,GK,Liverpool,Premier League,29,1988,19.0,24,2,0,3,0,20.9,0.34,-3.1,-0.16,69,212,32.5,502,97,33.3,34.7,100,45.0,41.4,138,17,12.3,16,0.84,15.0
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,20,1997,1.0,1,0,0,0,0,1.1,0.27,+0.1,+0.09,8,23,34.8,41,6,39.0,41.5,8,87.5,66.8,11,1,9.1,0,0.00,14.0
Antonio Mirante,ITA,GK,Bologna,Serie A,34,1983,33.0,46,2,1,5,3,41.5,0.28,-1.5,-0.04,372,715,52.0,922,139,53.5,42.7,289,76.8,54.0,403,28,6.9,31,0.94,15.1
Jessy Moulin,FRA,GK,Saint-Étienne,Ligue 1,31,1986,3.4,6,1,1,1,0,7.6,0.26,+1.6,+0.47,19,52,36.5,62,9,46.8,40.8,23,100.0,69.3,47,6,12.8,0,0.00,9.7
Florian Müller,GER,GK,Mainz 05,Bundesliga,19,1997,5.0,7,0,0,2,0,6.1,0.30,-0.9,-0.18,31,98,31.6,119,24,52.9,42.0,41,85.4,60.6,51,1,2.0,3,0.60,13.6
Yvon Mvogo,SUI,GK,RB Leipzig,Bundesliga,23,1994,1.0,1,0,0,0,0,1.2,0.29,+0.2,+0.16,7,14,50.0,32,5,31.3,29.9,4,100.0,70.0,6,0,0.0,4,4.00,21.7
Boaz Myhill,WAL,GK,West Brom,Premier League,34,1982,1.0,1,0,0,0,0,1.0,0.32,0.0,-0.03,8,19,42.1,13,0,84.6,52.6,9,88.9,60.7,15,0,0.0,0,0.00,6.5
Keylor Navas,CRC,GK,Real Madrid,La Liga,30,1986,27.0,31,2,0,8,1,31.4,0.26,+1.4,+0.05,80,189,42.3,464,107,27.4,32.8,98,63.3,52.5,216,22,10.2,19,0.70,15.0
Neto,BRA,GK,Valencia,La Liga,28,1989,33.0,33,3,1,5,0,43.2,0.27,+10.2,+0.31,167,445,37.5,483,108,55.7,44.0,219,80.4,60.3,366,25,6.8,7,0.21,12.6
Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,31,1986,3.0,2,0,0,0,0,1.5,0.19,-0.5,-0.17,18,28,64.3,73,8,35.6,34.3,8,25.0,32.6,5,0,0.0,1,0.33,12.1
Alexander Nübel,GER,GK,Schalke 04,Bundesliga,20,1996,0.5,0,0,0,0,0,0.4,0.19,+0.4,+0.75,6,13,46.2,13,3,38.5,42.2,9,88.9,53.6,5,0,0.0,0,0.00,12.5
Jan Oblak,SVN,GK,Atlético Madrid,La Liga,24,1993,37.0,22,1,1,2,1,30.8,0.22,+9.8,+0.27,173,519,33.3,560,81,62.0,46.2,215,80.0,57.0,373,28,7.5,8,0.22,13.4
Oier Olazábal,ESP,GK,Levante,La Liga,27,1989,26.0,39,5,0,4,3,39.2,0.31,+3.2,+0.12,162,428,37.9,427,59,66.7,49.1,162,88.3,59.1,273,28,10.3,13,0.50,13.4
David Ospina,COL,GK,Arsenal,Premier League,28,1988,4.2,3,0,0,1,0,3.9,0.30,+0.9,+0.21,28,61,45.9,115,28,33.9,34.7,28,78.6,53.0,47,6,12.8,2,0.47,12.4
Alexandre Oukidja,ALG,GK,Strasbourg,Ligue 1,29,1988,16.2,29,4,0,1,0,27.3,0.33,-1.7,-0.10,102,290,35.2,299,44,65.2,48.0,102,93.1,67.3,156,16,10.3,7,0.43,13.9
Ramazan Özcan,AUT,GK,Leverkusen,Bundesliga,33,1984,1.0,4,0,0,0,0,3.2,0.42,-0.8,-0.78,4,12,33.3,32,6,31.3,34.1,6,33.3,32.8,6,0,0.0,1,1.00,19.2
Fernando Pacheco,ESP,GK,Alavés,La Liga,25,1992,37.3,50,7,2,7,2,52.1,0.27,+4.1,+0.11,280,662,42.3,601,86,68.7,47.2,279,89.2,60.0,416,18,4.3,12,0.32,12.8
Costel Pantilimon,ROU,GK,La Coruña,La Liga,30,1987,6.0,9,1,0,0,1,7.6,0.29,-0.4,-0.07,46,97,47.4,111,22,56.8,42.5,45,75.6,53.8,48,1,2.1,3,0.50,15.5
Jiří Pavlenka,CZE,GK,Werder Bremen,Bundesliga,25,1992,34.0,40,2,0,6,2,44.1,0.26,+6.1,+0.18,250,613,40.8,901,175,50.9,42.4,244,63.1,51.7,282,18,6.4,14,0.41,13.3
Gianluca Pegolo,ITA,GK,Sassuolo,Serie A,36,1981,1.2,1,0,0,0,1,0.8,0.15,+0.8,+0.67,5,26,19.2,27,7,66.7,42.7,11,72.7,48.9,14,0,0.0,0,0.00,11.0
Yohann Pelé,FRA,GK,Marseille,Ligue 1,34,1982,8.2,9,0,0,0,1,7.7,0.27,-1.3,-0.16,36,83,43.4,149,26,37.6,34.8,35,77.1,56.2,69,4,5.8,7,0.88,16.2
Mattia Perin,ITA,GK,Genoa,Serie A,24,1992,37.0,42,4,1,2,2,43.5,0.24,+3.5,+0.09,323,791,40.8,874,114,58.0,43.9,319,89.0,60.2,365,21,5.8,20,0.54,13.9
Jordan Pickford,ENG,GK,Everton,Premier League,23,1994,38.0,58,3,0,7,0,59.6,0.33,+1.6,+0.04,322,985,32.7,991,155,67.9,54.1,339,92.0,72.5,367,24,6.5,32,0.84,15.1
Carlo Pinsoglio,ITA,GK,Juventus,Serie A,27,1990,0.3,1,0,0,0,0,0.8,0.42,-0.2,-0.53,1,2,50.0,6,3,33.3,28.5,0,,,4,2,50.0,0,0.00,
Julian Pollersbeck,GER,GK,Hamburger SV,Bundesliga,22,1994,10.0,15,0,1,1,0,16.4,0.36,+1.4,+0.14,80,213,37.6,481,46,38.3,36.7,63,46.0,44.0,72,9,12.5,20,2.00,18.8
Nick Pope,ENG,GK,Burnley,Premier League,25,1992,34.6,35,3,0,3,1,44.0,0.28,+10.0,+0.29,366,1023,35.8,915,118,80.3,58.9,300,96.0,72.8,394,45,11.4,22,0.64,14.8
Nicolas de Préville,FRA,FW,Lille,Ligue 1,26,1991,3.2,1,0,0,1,0,1.3,0.66,+0.3,+0.10,0,2,0.0,0,0,,,2,100.0,71.5,1,0,0.0,1,8.18,26.0
Andrés Prieto,ESP,GK,Málaga,La Liga,23,1993,4.0,10,2,0,0,0,9.1,0.42,-0.9,-0.23,25,69,36.2,62,3,72.6,52.9,25,96.0,67.3,35,4,11.4,0,0.00,11.1
Jérôme Prior,FRA,GK,Bordeaux,Ligue 1,21,1995,2.0,3,0,0,0,0,2.0,0.24,-1.0,-0.52,4,15,26.7,20,2,55.0,39.8,5,80.0,55.8,21,1,4.8,1,0.50,14.1
Christian Puggioni,ITA,GK,Benevento,Serie A,36,1981,13.1,26,5,0,3,0,23.9,0.34,-2.1,-0.16,81,187,43.3,326,71,36.5,34.9,107,63.6,46.9,147,16,10.9,9,0.69,14.3
Christian Puggioni,ITA,GK,Sampdoria,Serie A,36,1981,9.0,12,3,0,1,0,15.4,0.27,+3.4,+0.38,54,127,42.5,217,45,43.8,36.9,64,50.0,41.2,93,10,10.8,13,1.44,16.6
Rafael,BRA,GK,Cagliari,Serie A,35,1982,8.8,11,1,0,3,0,14.4,0.35,+3.4,+0.38,72,173,41.6,156,25,64.7,43.9,91,79.1,53.2,113,10,8.8,2,0.23,13.1
Toño Ramírez,ESP,GK,Real Sociedad,La Liga,30,1986,3.5,6,0,0,1,0,3.5,0.32,-2.5,-0.71,17,50,34.0,103,10,35.9,32.2,15,86.7,58.4,29,1,3.4,0,0.00,11.7
Pepe Reina,ESP,GK,Napoli,Serie A,34,1982,37.0,29,2,2,4,0,26.1,0.25,-2.9,-0.08,173,361,47.9,885,150,30.5,33.3,191,47.6,41.7,223,10,4.5,31,0.84,16.7
Baptiste Reynet,FRA,GK,Dijon,Ligue 1,26,1990,38.0,73,11,2,7,3,74.8,0.32,+4.8,+0.13,285,650,43.8,1153,171,45.8,40.2,182,67.0,52.6,446,47,10.5,48,1.26,16.9
Sergio Rico,ESP,GK,Sevilla,La Liga,23,1993,24.0,39,3,1,5,0,32.9,0.34,-6.1,-0.26,115,298,38.6,449,106,42.5,36.6,145,73.8,53.9,222,27,12.2,9,0.38,12.7
Asier Riesgo,ESP,GK,Eibar,La Liga,33,1983,1.0,1,0,0,1,0,1.6,0.40,+0.6,+0.62,10,28,35.7,19,1,100.0,60.3,9,100.0,67.3,16,3,18.8,0,0.00,7.0
Roberto,ESP,GK,Málaga,La Liga,31,1986,34.0,51,4,1,3,0,47.0,0.30,-4.0,-0.12,264,655,40.3,631,71,68.6,50.6,241,92.1,64.7,352,33,9.4,16,0.47,12.5
Sergio Romero,ARG,GK,Manchester Utd,Premier League,30,1987,1.0,0,0,0,0,0,1.5,0.37,+1.5,+1.49,8,16,50.0,18,4,55.6,42.9,7,85.7,62.3,7,1,14.3,0,0.00,14.0
Francesco Rossi,ITA,GK,Atalanta,Serie A,26,1991,0.1,1,0,0,1,0,0.9,0.46,-0.1,-1.01,1,1,100.0,3,2,33.3,29.7,0,,,0,0,,0,0.00,9.0
Rubén,ESP,GK,La Coruña,La Liga,33,1984,27.5,58,2,3,9,2,46.9,0.33,-9.1,-0.33,131,361,36.3,412,82,56.3,44.4,159,81.1,60.2,316,28,8.9,10,0.36,13.7
Stéphane Ruffier,FRA,GK,Saint-Étienne,Ligue 1,30,1986,34.6,44,5,2,3,1,45.5,0.28,+2.5,+0.07,164,465,35.3,737,90,46.8,38.6,151,79.5,53.0,359,32,8.9,15,0.43,14.6
Gerónimo Rulli,ARG,GK,Real Sociedad,La Liga,25,1992,26.0,45,4,2,5,1,38.0,0.33,-6.0,-0.23,183,388,47.2,911,89,35.0,34.8,117,59.0,45.5,203,20,9.9,21,0.81,14.9
Mathew Ryan,AUS,GK,Brighton,Premier League,25,1992,38.0,54,1,1,15,5,56.1,0.32,+7.1,+0.19,376,913,41.2,821,118,70.9,50.4,352,94.0,63.5,383,19,5.0,15,0.39,12.6
Mamadou Samassa,MLI,GK,Troyes,Ligue 1,27,1990,21.0,31,2,0,4,1,29.1,0.25,+0.1,+0.01,92,318,28.9,380,75,53.2,43.9,119,97.5,65.5,269,23,8.6,11,0.52,15.6
Brice Samba,CGO,GK,Caen,Ligue 1,23,1994,3.5,4,1,0,0,0,5.6,0.27,+1.6,+0.45,23,56,41.1,63,10,57.1,45.3,24,83.3,62.3,21,0,0.0,1,0.29,11.4
Antonio Santurro,DOM,GK,Bologna,Serie A,25,1992,1.0,1,0,0,0,0,2.1,0.42,+1.1,+1.08,10,33,30.3,29,3,69.0,54.2,13,100.0,62.0,14,0,0.0,1,1.00,10.9
Kasper Schmeichel,DEN,GK,Leicester City,Premier League,30,1986,32.9,47,1,3,11,1,39.1,0.27,-6.9,-0.21,326,838,38.9,860,101,67.4,50.7,276,93.5,69.7,302,23,7.6,37,1.12,16.7
Alexander Schwolow,GER,GK,Freiburg,Bundesliga,25,1992,32.3,53,4,1,9,4,44.5,0.30,-4.5,-0.14,319,791,40.3,1022,116,52.4,42.7,288,88.5,66.0,326,19,5.8,30,0.93,18.2
Simone Scuffet,ITA,GK,Udinese,Serie A,21,1996,6.0,11,0,0,2,1,8.1,0.27,-1.9,-0.32,36,99,36.4,113,20,60.2,43.1,36,86.1,55.9,52,6,11.5,1,0.17,12.4
Luigi Sepe,ITA,GK,Napoli,Serie A,26,1991,1.0,0,0,0,0,0,0.3,0.28,+0.3,+0.28,3,4,75.0,14,2,14.3,27.7,5,40.0,42.0,5,1,20.0,0,0.00,14.5
Marco Silvestri,ITA,GK,Hellas Verona,Serie A,26,1991,2.0,7,0,0,1,0,7.5,0.30,+0.5,+0.25,13,24,54.2,29,10,31.0,31.9,20,75.0,54.0,21,2,9.5,0,0.00,12.3
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,29,1988,4.8,10,0,0,0,0,9.9,0.41,-0.1,-0.02,34,90,37.8,148,14,45.3,41.0,29,79.3,58.2,41,2,4.9,6,1.25,18.0
Salvatore Sirigu,ITA,GK,Torino,Serie A,30,1987,37.0,45,5,3,5,0,48.5,0.27,+3.5,+0.09,255,571,44.7,943,185,42.0,37.4,270,64.8,47.9,399,31,7.8,34,0.92,14.6
Antonio Sivera,ESP,GK,Alavés,La Liga,20,1996,0.7,0,0,0,0,0,0.3,0.17,+0.3,+0.48,5,10,50.0,8,2,75.0,50.1,4,100.0,67.8,5,1,20.0,0,0.00,11.5
Łukasz Skorupski,POL,GK,Roma,Serie A,26,1991,1.0,0,0,0,0,0,0.4,0.13,+0.4,+0.39,6,12,50.0,30,11,33.3,34.7,6,33.3,36.3,10,0,0.0,1,1.00,13.4
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,28,1988,29.2,42,4,0,6,1,40.9,0.27,-0.1,0.00,199,520,38.3,986,132,38.5,35.8,228,61.4,48.1,315,26,8.3,16,0.55,13.8
David Soria,ESP,GK,Sevilla,La Liga,24,1993,14.0,19,2,0,1,1,17.2,0.29,-0.8,-0.06,50,131,38.2,240,50,35.0,33.4,63,74.6,51.6,137,14,10.2,5,0.36,13.7
Stefano Sorrentino,ITA,GK,Chievo,Serie A,38,1979,38.0,59,4,2,13,4,56.3,0.28,+1.3,+0.03,257,653,39.4,774,170,51.0,39.7,361,71.5,46.2,434,16,3.7,14,0.37,12.6
Julián Speroni,ARG,GK,Crystal Palace,Premier League,38,1979,11.0,14,1,0,4,0,9.4,0.22,-4.6,-0.42,88,248,35.5,222,17,73.0,51.7,90,95.6,61.2,124,6,4.8,6,0.55,12.0
Marco Sportiello,ITA,GK,Fiorentina,Serie A,25,1992,35.6,38,2,2,5,0,40.8,0.29,+2.8,+0.08,153,394,38.8,750,185,36.8,34.8,235,50.2,42.2,318,40,12.6,11,0.31,13.7
Tom Starke,GER,GK,Bayern Munich,Bundesliga,36,1981,2.0,0,0,0,0,0,1.5,0.25,+1.5,+0.76,10,22,45.5,46,9,34.8,33.3,9,66.7,46.7,15,2,13.3,3,1.50,23.6
Thomas Strakosha,ALB,GK,Lazio,Serie A,22,1995,38.0,49,9,2,5,2,51.2,0.29,+4.2,+0.11,248,509,48.7,854,163,45.8,37.9,250,47.2,43.2,290,12,4.1,23,0.61,15.2
Danijel Subašić,CRO,GK,Monaco,Ligue 1,32,1984,32.7,41,4,1,3,1,38.3,0.27,-1.7,-0.05,117,348,33.6,503,86,50.7,42.8,140,66.4,53.7,356,30,8.4,21,0.64,15.8
Seydou Sy,SEN,GK,Monaco,Ligue 1,21,1995,2.8,4,1,0,1,0,5.3,0.29,+1.3,+0.46,18,47,38.3,48,9,45.8,38.0,27,92.6,59.6,40,5,12.5,0,0.00,10.9
Wojciech Szczęsny,POL,GK,Juventus,Serie A,27,1990,17.0,9,0,1,2,0,11.5,0.34,+2.5,+0.15,107,194,55.2,354,74,38.4,36.2,85,68.2,49.4,126,6,4.8,2,0.12,12.5
Ciprian Tătărușanu,ROU,GK,Nantes,Ligue 1,31,1986,37.0,38,2,0,7,0,31.3,0.23,-6.7,-0.18,157,494,31.8,657,122,46.9,40.7,207,89.9,64.6,425,50,11.8,13,0.35,13.7
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,25,1992,37.0,28,2,0,1,0,34.8,0.27,+6.8,+0.19,173,350,49.4,978,155,26.9,29.9,169,51.5,43.9,283,22,7.8,21,0.57,15.0
Kevin Trapp,GER,GK,Paris S-G,Ligue 1,27,1990,4.0,4,2,0,0,0,6.7,0.33,+2.7,+0.68,4,6,66.7,55,11,10.9,21.5,5,0.0,21.4,48,3,6.3,0,0.00,12.3
Philipp Tschauner,GER,GK,Hannover 96,Bundesliga,31,1985,31.0,45,2,1,12,0,47.6,0.31,+2.6,+0.08,271,579,46.8,852,150,49.3,38.8,252,63.1,45.7,297,10,3.4,21,0.68,15.3
Przemysław Tytoń,POL,GK,La Coruña,La Liga,30,1987,1.1,4,0,0,2,0,2.1,0.43,-1.9,-1.72,6,17,35.3,17,1,64.7,41.4,10,60.0,47.4,12,1,8.3,0,0.00,8.0
Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,28,1988,29.0,26,1,1,2,3,25.0,0.28,+2.0,+0.07,130,337,38.6,790,139,35.2,34.1,136,43.4,41.7,168,12,7.1,25,0.86,16.8
Francis Uzoho,NGA,GK,La Coruña,La Liga,18,1998,2.0,2,1,0,1,0,2.6,0.18,+0.6,+0.29,10,37,27.0,31,7,64.5,49.6,18,94.4,61.4,20,4,20.0,0,0.00,12.8
Koke Vegas,ESP,GK,Levante,La Liga,21,1995,1.0,4,0,0,1,0,3.6,0.45,-0.4,-0.41,5,17,29.4,18,2,66.7,42.3,5,100.0,55.6,13,0,0.0,1,1.00,9.8
Rémy Vercoutre,FRA,GK,Caen,Ligue 1,37,1980,34.5,48,4,0,6,4,40.0,0.28,-4.0,-0.12,303,657,46.1,712,74,68.7,50.5,176,95.5,64.6,360,33,9.2,17,0.49,14.5
Emiliano Viviano,ITA,GK,Sampdoria,Serie A,31,1985,27.0,43,2,1,5,1,42.2,0.30,+0.2,+0.01,182,445,40.9,606,82,52.1,41.6,183,70.5,53.4,275,12,4.4,16,0.59,15.1
Michel Vorm,NED,GK,Tottenham,Premier League,33,1983,1.0,1,0,0,0,1,0.2,0.04,+0.2,+0.17,4,7,57.1,19,7,26.3,29.3,9,22.2,34.1,12,0,0.0,1,1.00,20.5
Roman Weidenfeller,GER,GK,Dortmund,Bundesliga,36,1980,1.0,4,0,0,1,0,3.4,0.49,-0.6,-0.58,4,26,15.4,34,1,55.9,40.3,8,87.5,60.8,7,0,0.0,1,1.00,17.4
Axel Werner,ARG,GK,Atlético Madrid,La Liga,21,1996,1.0,0,0,0,0,0,0.5,0.16,+0.5,+0.47,2,10,20.0,9,1,66.7,49.9,4,100.0,60.3,12,0,0.0,0,0.00,9.7
Yoel,ESP,GK,Eibar,La Liga,28,1988,1.0,0,0,0,0,0,0.8,0.16,+0.8,+0.80,9,25,36.0,22,1,95.5,58.4,4,100.0,65.3,13,1,7.7,3,3.00,16.3
Erwin Zelazny,FRA,GK,Troyes,Ligue 1,25,1991,17.0,28,2,0,4,0,25.1,0.26,-2.9,-0.17,118,341,34.6,396,49,55.6,44.8,126,96.0,65.4,224,24,10.7,9,0.53,15.2
Robin Zentner,GER,GK,Mainz 05,Bundesliga,22,1994,15.0,27,4,1,3,1,25.2,0.34,-0.8,-0.06,97,298,32.6,387,79,53.0,42.4,124,75.0,57.3,116,11,9.5,19,1.27,15.6
Luca Zidane,FRA,GK,Real Madrid,La Liga,19,1998,1.0,2,0,0,0,0,1.0,0.25,-1.0,-0.99,0,1,0.0,18,3,5.6,25.2,2,0.0,23.0,5,1,20.0,0,0.00,11.2
Ron-Robert Zieler,GER,GK,Stuttgart,Bundesliga,28,1989,34.0,36,4,2,2,0,42.8,0.27,+6.8,+0.20,299,880,34.0,1015,111,63.6,46.8,279,83.9,62.8,359,28,7.8,23,0.68,14.9
