Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Benjamin André,FRA,MF,Rennes,Ligue 1,26,1990,33.5,11,1,1,77,52,1,21,66,50,0,0,0,448,80,87,47.9
Marco Andreolli,ITA,DF,Cagliari,Serie A,31,1986,20.3,5,0,0,30,11,0,0,13,19,0,0,0,176,49,29,62.8
Yoann Andreu,FRA,DF,Angers,Ligue 1,28,1989,23.0,4,0,0,18,13,0,55,42,25,0,0,0,236,9,16,36.0
Miguel Ángel Guerrero,ESP,FW,Leganés,La Liga,27,1990,16.0,3,0,0,35,26,14,3,6,3,0,0,0,73,34,49,41.0
José Ángel,ESP,DF,Eibar,La Liga,27,1989,27.0,4,0,0,23,19,1,118,51,42,0,0,0,316,33,22,60.0
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,33,1984,8.5,0,0,0,1,0,0,0,0,0,0,1,0,43,0,0,
Miguel Ángel Rubio,ESP,DF,Getafe,La Liga,19,1998,0.3,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,100.0
Gabriele Angella,ITA,DF,Udinese,Serie A,28,1989,9.9,3,0,0,18,6,0,2,13,13,0,3,0,116,32,10,76.2
Cristian Ansaldi,ARG,DF,Torino,Serie A,30,1986,20.8,6,2,1,27,39,0,65,14,33,1,1,0,175,7,17,29.2
Luca Antei,ITA,DF,Benevento,Serie A,25,1992,6.6,1,1,0,9,8,0,1,16,13,0,0,0,55,9,7,56.3
Mirco Antenucci,ITA,FW,SPAL,Serie A,32,1984,28.6,1,0,0,41,70,33,29,13,12,1,0,0,123,21,46,31.3
Waldemar Anton,GER,DF,Hannover 96,Bundesliga,21,1996,25.3,1,0,0,22,31,0,5,31,35,0,1,0,347,64,38,62.7
Luca Antonelli,ITA,DF,Milan,Serie A,30,1987,1.6,1,0,0,1,4,1,1,0,3,0,0,0,18,1,1,50.0
Michail Antonio,JAM,FW,West Ham,Premier League,27,1990,15.0,1,0,0,17,38,7,52,14,12,1,0,0,96,47,56,45.6
Mirko Antonucci,ITA,FW,Roma,Serie A,18,1999,0.3,0,0,0,0,1,0,3,0,1,0,0,0,2,0,0,
Vitorino Antunes,POR,DF,Getafe,La Liga,30,1987,31.1,14,0,0,63,37,1,86,64,23,0,0,0,285,21,20,51.2
Dennis Aogo,GER,MF,Stuttgart,Bundesliga,30,1987,21.7,5,0,0,31,14,0,45,21,15,0,1,0,203,10,13,43.5
Houssem Aouar,FRA,MF,Lyon,Ligue 1,19,1998,27.0,1,0,0,21,50,6,17,45,32,0,0,0,229,12,16,42.9
Alberto Aquilani,ITA,MF,Las Palmas,La Liga,33,1984,14.4,4,0,0,22,16,1,4,23,18,0,0,0,123,10,11,47.6
Mauro Arambarri,URU,MF,Getafe,La Liga,21,1995,23.6,9,1,1,70,48,0,6,38,38,0,0,0,273,18,35,34.0
Guilherme Arana,BRA,DF,Sevilla,La Liga,20,1997,2.1,0,0,0,2,2,0,2,2,0,0,0,1,26,0,1,0.0
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,28,1989,25.6,4,0,0,45,53,1,19,37,51,0,1,0,340,23,27,46.0
Luiz Araújo,BRA,FW,Lille,Ligue 1,21,1996,22.4,5,0,0,31,29,6,55,6,17,0,0,0,140,1,5,16.7
Sergio Araujo,ARG,MF,Las Palmas,La Liga,25,1992,0.4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
Anaitz Arbilla,ESP,DF,Eibar,La Liga,30,1987,26.8,8,0,0,29,13,0,11,87,19,0,2,1,399,53,27,66.3
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,24,1993,34.0,0,0,0,0,2,0,0,0,0,0,0,0,135,0,0,
Scott Arfield,CAN,MF,Burnley,Premier League,28,1988,14.8,3,0,0,26,18,2,7,16,23,0,0,0,124,13,40,24.5
Samuel Armenteros,SWE,FW,Benevento,Serie A,27,1990,4.8,1,0,0,8,4,8,1,1,1,0,0,0,9,8,17,32.0
Yoël Armougom,FRA,MF,Caen,Ligue 1,19,1998,1.5,0,0,0,3,2,0,4,0,2,0,0,0,16,2,0,100.0
José Arnaiz,ESP,MF,Barcelona,La Liga,22,1995,0.1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,
Marko Arnautović,AUT,FW,West Ham,Premier League,28,1989,25.7,5,1,0,38,32,43,60,18,17,0,0,0,152,33,59,35.9
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,23,1994,27.3,9,1,0,50,85,3,38,17,41,0,1,0,275,21,30,41.2
Jann-Fiete Arp,GER,FW,Hamburger SV,Bundesliga,17,2000,9.4,1,0,0,21,20,3,3,2,5,0,0,0,31,10,52,16.1
Alejandro Arribas,ESP,DF,La Coruña,La Liga,28,1989,3.0,0,0,0,6,3,0,0,8,3,0,1,1,22,6,8,42.9
Kepa Arrizabalaga,ESP,GK,Athletic Club,La Liga,22,1994,30.0,3,0,0,1,7,0,0,0,0,0,1,0,133,0,0,
Harry Arter,IRL,MF,Bournemouth,Premier League,27,1989,10.7,4,0,0,13,17,0,4,13,14,0,0,0,101,5,5,50.0
Aythami Artiles,ESP,DF,Las Palmas,La Liga,31,1986,2.0,0,0,0,0,1,0,1,1,0,0,0,0,16,7,0,100.0
Kwadwo Asamoah,GHA,DF,Juventus,Serie A,28,1988,17.4,4,0,0,15,32,1,28,12,17,0,0,0,139,13,10,56.5
Takuma Asano,JPN,FW,Stuttgart,Bundesliga,22,1994,8.0,1,0,0,10,10,13,12,4,5,0,0,0,35,5,24,17.2
Santiago Ascacíbar,ARG,MF,Stuttgart,Bundesliga,20,1997,26.5,11,1,1,40,62,0,5,30,49,1,0,0,411,29,37,43.9
Sergio Asenjo,ESP,GK,Villarreal,La Liga,28,1989,23.0,3,0,0,2,3,0,0,0,0,0,1,0,120,0,0,
Marco Asensio,ESP,FW,Real Madrid,La Liga,21,1996,20.5,2,0,0,13,37,3,72,11,17,0,0,0,101,1,1,50.0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,29,1987,32.6,9,0,0,25,74,12,52,24,22,1,0,0,182,23,49,31.9
Benoît Assou-Ekotto,CMR,DF,Metz,Ligue 1,33,1984,11.7,2,2,1,11,10,1,11,33,10,0,0,0,124,0,4,0.0
Simon Asta,GER,MF,Augsburg,Bundesliga,16,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Davide Astori,ITA,DF,Fiorentina,Serie A,30,1987,25.0,5,0,0,25,24,1,11,33,32,0,1,0,320,53,28,65.4
Christian Atsu,GHA,FW,Newcastle Utd,Premier League,25,1992,19.8,1,0,0,11,29,6,42,18,6,0,0,0,158,20,72,21.7
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,28,1989,11.7,0,0,0,2,7,10,21,6,7,0,0,0,47,8,28,22.2
Pierre-Emerick Aubameyang,GAB,FW,Dortmund,Bundesliga,28,1989,15.7,1,1,1,16,7,15,19,1,2,1,0,0,49,11,16,40.7
Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,20,1997,14.1,1,0,0,24,48,13,15,5,8,2,0,0,65,15,40,27.3
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,23,1994,28.1,3,0,0,31,14,4,74,25,25,0,0,0,237,36,33,52.2
Yann Aurel Bisseck,GER,DF,Köln,Bundesliga,16,2000,1.7,0,0,0,2,1,0,0,0,2,0,0,0,13,4,1,80.0
Serge Aurier,CIV,DF,Tottenham,Premier League,24,1992,15.9,2,2,1,28,19,2,49,31,29,0,1,0,176,53,35,60.2
Charlie Austin,ENG,FW,Southampton,Premier League,28,1989,11.5,2,0,0,18,20,14,1,3,5,0,0,0,48,42,79,34.7
Danilo Avelar,BRA,DF,Amiens,Ligue 1,28,1989,19.2,2,0,0,19,21,1,58,37,23,1,0,0,189,24,14,63.2
Felipe Avenatti,URU,FW,Bologna,Serie A,24,1993,5.2,1,0,0,6,3,0,3,3,1,0,0,0,20,23,24,48.9
Durel Avounou,CGO,MF,Caen,Ligue 1,19,1997,7.2,1,0,0,8,6,2,12,12,5,0,0,0,79,1,4,20.0
Chidozie Awaziem,NGA,DF,Nantes,Ligue 1,20,1997,16.8,2,1,0,23,11,0,2,19,22,0,0,0,193,14,9,60.9
André Ayew,GHA,MF,West Ham,Premier League,27,1989,9.9,2,0,0,7,17,3,4,4,12,0,0,0,55,23,54,29.9
André Ayew,GHA,FW,Swansea City,Premier League,27,1989,10.6,3,0,0,21,22,3,3,8,12,1,0,0,47,23,50,31.5
Jordan Ayew,GHA,FW,Swansea City,Premier League,25,1991,31.7,2,1,0,69,102,8,37,35,63,0,0,0,198,67,155,30.2
Karim Azamoum,FRA,MF,Troyes,Ligue 1,27,1990,25.0,5,1,0,65,18,0,34,23,46,0,1,0,269,37,26,58.7
César Azpilicueta,ESP,DF,Chelsea,Premier League,27,1989,37.0,1,0,0,29,19,1,51,71,51,0,0,1,463,96,52,64.9
Ludovic Baal,GUF,DF,Rennes,Ligue 1,31,1986,12.9,0,0,0,13,16,1,22,16,22,0,0,0,150,11,4,73.3
Khouma Babacar,SEN,FW,Sassuolo,Serie A,24,1993,8.3,0,0,0,21,16,5,7,1,10,0,0,0,40,8,28,22.2
Khouma Babacar,SEN,FW,Fiorentina,Serie A,24,1993,5.0,1,0,0,10,14,8,5,1,1,1,0,0,26,4,8,33.3
Carlos Bacca,COL,FW,Villarreal,La Liga,30,1986,27.7,9,0,0,25,26,41,27,6,4,0,0,0,74,23,47,32.9
Milan Badelj,CRO,MF,Fiorentina,Serie A,28,1989,26.1,9,2,1,55,31,0,16,46,51,0,0,0,348,27,40,40.3
Holger Badstuber,GER,DF,Stuttgart,Bundesliga,28,1989,24.1,2,0,0,24,18,0,2,36,23,0,0,0,316,48,27,64.0
Dylan Bahamboula,CGO,MF,Dijon,Ligue 1,22,1995,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,100.0
Farès Bahlouli,FRA,MF,Lille,Ligue 1,22,1995,3.4,2,0,0,13,8,3,19,0,5,0,0,0,28,0,1,0.0
Stéphane Bahoken,CMR,FW,Strasbourg,Ligue 1,25,1992,18.5,5,0,0,45,23,20,22,12,9,0,1,0,70,13,19,40.6
Daniel Baier,GER,MF,Augsburg,Bundesliga,33,1984,28.2,6,0,0,58,64,0,18,42,46,0,0,0,519,28,38,42.4
Leon Bailey,JAM,FW,Leverkusen,Bundesliga,19,1997,24.6,2,0,0,26,34,6,104,13,9,0,0,0,189,19,32,37.3
Eric Bailly,CIV,DF,Manchester Utd,Premier League,23,1994,11.1,2,0,0,13,12,0,0,24,13,0,0,1,95,28,13,68.3
Leighton Baines,ENG,DF,Everton,Premier League,32,1984,21.2,1,0,0,9,20,1,51,32,11,0,0,0,134,16,24,40.0
Riad Bajić,BIH,FW,Udinese,Serie A,23,1994,0.9,0,0,0,1,0,1,0,0,0,0,0,0,2,3,6,33.3
Marvin Bakalorz,GER,MF,Hannover 96,Bundesliga,27,1989,22.8,4,0,0,40,58,2,11,24,19,0,0,0,205,30,21,58.8
Cédric Bakambu,COD,FW,Villarreal,La Liga,26,1991,14.0,5,0,0,44,26,11,17,6,5,0,0,0,45,28,48,36.8
Tiemoué Bakayoko,FRA,MF,Chelsea,Premier League,22,1994,23.6,4,2,1,56,28,2,9,47,54,0,0,0,218,50,44,53.2
Zakaria Bakkali,BEL,FW,La Coruña,La Liga,21,1996,10.1,5,0,0,18,22,4,28,5,10,0,0,0,70,5,11,31.3
Ridle Baku,GER,MF,Mainz 05,Bundesliga,19,1998,2.6,1,0,0,5,8,1,2,2,4,0,0,0,33,2,8,20.0
Keita Baldé,SEN,FW,Monaco,Ligue 1,22,1995,16.4,3,1,1,21,29,15,30,4,6,0,0,0,87,6,6,50.0
Sam Baldock,ENG,MF,Brighton,Premier League,28,1989,0.4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
Gareth Bale,WAL,FW,Real Madrid,La Liga,28,1989,20.0,5,0,0,26,20,13,59,8,8,2,0,0,69,32,24,57.1
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,29,1988,17.2,1,0,0,25,20,0,37,26,29,0,0,0,149,21,13,61.8
Andrija Balić,CRO,MF,Udinese,Serie A,19,1997,12.0,2,0,0,18,10,1,12,17,17,0,0,0,148,6,9,40.0
Iván Balliu,ALB,DF,Metz,Ligue 1,25,1992,21.7,6,0,0,25,32,2,37,23,13,0,0,0,210,4,8,33.3
Fodé Ballo-Touré,SEN,DF,Lille,Ligue 1,20,1997,22.8,5,1,0,31,18,8,35,19,21,0,2,1,203,11,13,45.8
Florent Balmont,FRA,MF,Dijon,Ligue 1,37,1980,9.6,3,0,0,9,16,0,8,7,6,0,0,0,111,0,1,0.0
Leon Balogun,NGA,DF,Mainz 05,Bundesliga,29,1988,13.0,5,1,1,23,6,0,0,24,23,0,1,0,148,42,19,68.9
Mario Balotelli,ITA,FW,Nice,Ligue 1,26,1990,25.2,10,1,0,62,77,23,12,5,4,1,0,0,66,10,13,43.5
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,27,1990,17.0,2,0,0,20,19,2,30,10,9,0,1,0,155,7,4,63.6
Jonathan Bamba,FRA,FW,Saint-Étienne,Ligue 1,21,1996,28.6,1,0,0,30,48,20,78,17,20,2,0,0,205,8,22,26.7
Yacine Bammou,MAR,MF,Nantes,Ligue 1,25,1991,8.1,2,1,1,19,8,5,14,13,5,0,0,0,68,4,8,33.3
Éver Banega,ARG,MF,Sevilla,La Liga,29,1988,26.7,9,1,0,51,64,2,41,20,44,0,0,0,293,6,14,30.0
Mattia Bani,ITA,DF,Chievo,Serie A,23,1993,14.6,5,1,0,19,13,1,1,23,15,0,0,0,132,37,16,69.8
Beni Baningime,COD,MF,Everton,Premier League,18,1998,2.2,1,0,0,5,2,0,0,6,3,0,0,0,29,4,3,57.1
Léo Baptistão,BRA,FW,Espanyol,La Liga,24,1992,29.7,4,0,0,48,53,16,37,20,33,0,0,0,161,50,63,44.2
Sekou Baradji,FRA,MF,Amiens,Ligue 1,33,1984,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Antonín Barák,CZE,MF,Udinese,Serie A,22,1994,30.1,5,0,0,50,28,0,21,20,31,0,0,0,266,34,30,53.1
Andrea Barberis,ITA,MF,Crotone,Serie A,23,1993,33.7,1,0,0,41,24,1,30,39,56,0,1,0,362,39,46,45.9
Mariano Barbosa,ARG,GK,Villarreal,La Liga,33,1984,12.5,0,0,0,0,5,0,0,0,0,0,0,0,46,0,0,
Enis Bardhi,MKD,MF,Levante,La Liga,22,1995,17.6,8,0,0,45,30,3,24,23,21,0,0,0,137,5,21,19.2
Phil Bardsley,SCO,DF,Burnley,Premier League,32,1985,12.5,5,0,0,24,21,0,20,24,22,0,1,0,142,27,34,44.3
Nicolò Barella,ITA,MF,Cagliari,Serie A,20,1997,32.8,14,2,1,85,71,1,53,33,60,0,1,0,396,29,29,50.0
