Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Davide Di Gennaro,ITA,MF,Lazio,Serie A,29,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,29,1988,23.5,11,98,39,39.8,4.18,1.66,0.11,0.28,18.7,8,0,0,11.8,11.8,0.12,-0.8,-0.8
Franco Di Santo,ARG,FW,Schalke 04,Bundesliga,28,1989,18.4,3,30,14,46.7,1.63,0.76,0.07,0.14,16.6,0,1,1,3.7,3.0,0.10,-0.7,-1.0
Cheick Diabaté,MLI,FW,Benevento,Serie A,29,1988,7.4,8,20,11,55.0,2.71,1.49,0.40,0.73,7.8,0,0,0,5.2,5.2,0.26,+2.8,+2.8
Fousseni Diabaté,MLI,MF,Leicester City,Premier League,21,1995,6.5,0,6,2,33.3,0.92,0.31,0.00,0.00,18.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Moussa Diaby,FRA,MF,Crotone,Serie A,18,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fallou Diagne,SEN,DF,Metz,Ligue 1,27,1989,24.9,1,15,7,46.7,0.60,0.28,0.07,0.14,19.2,1,0,0,0.6,0.6,0.04,+0.4,+0.4
Adama Diakhaby,FRA,FW,Monaco,Ligue 1,21,1996,9.4,2,14,4,28.6,1.48,0.42,0.14,0.50,16.3,0,0,0,2.0,2.0,0.14,0.0,0.0
Mouctar Diakhaby,GUI,DF,Lyon,Ligue 1,20,1996,8.1,1,2,1,50.0,0.25,0.12,0.50,1.00,6.1,0,0,0,0.3,0.3,0.13,+0.7,+0.7
Abdou Diallo,SEN,DF,Mainz 05,Bundesliga,21,1996,26.8,2,13,3,23.1,0.48,0.11,0.15,0.67,6.6,0,0,0,2.3,2.3,0.18,-0.3,-0.3
Abdoulaye Diallo,SEN,GK,Rennes,Ligue 1,25,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Habib Diallo,SEN,FW,Metz,Ligue 1,22,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mustapha Diallo,SEN,MF,Guingamp,Ligue 1,31,1986,15.4,5,38,17,44.7,2.47,1.11,0.13,0.29,13.1,0,0,0,3.7,3.7,0.10,+1.3,+1.3
Mohamed Diamé,SEN,MF,Newcastle Utd,Premier League,30,1987,22.7,2,20,7,35.0,0.88,0.31,0.10,0.29,19.1,0,0,0,1.6,1.6,0.08,+0.4,+0.4
Lassana Diarra,FRA,MF,Paris S-G,Ligue 1,32,1985,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Amadou Diawara,GUI,MF,Napoli,Serie A,20,1997,7.3,1,6,3,50.0,0.82,0.41,0.17,0.33,28.3,0,0,0,0.1,0.1,0.02,+0.9,+0.9
Brahim Díaz,ESP,FW,Manchester City,Premier League,17,1999,0.6,0,3,1,33.3,4.91,1.64,0.00,0.00,14.0,0,0,0,0.4,0.4,0.15,-0.4,-0.4
Bakaye Dibassy,MLI,DF,Amiens,Ligue 1,27,1989,30.9,1,16,2,12.5,0.52,0.06,0.06,0.50,12.3,0,0,0,1.4,1.4,0.09,-0.4,-0.4
Daniel Didavi,GER,MF,Wolfsburg,Bundesliga,27,1990,24.9,9,56,19,33.9,2.25,0.76,0.16,0.47,18.0,7,0,0,5.4,5.4,0.10,+3.6,+3.6
Thomas Didillon,FRA,GK,Metz,Ligue 1,21,1995,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Étienne Didot,FRA,MF,Guingamp,Ligue 1,34,1983,18.0,2,13,4,30.8,0.72,0.22,0.15,0.50,25.4,0,0,0,0.5,0.5,0.04,+1.5,+1.5
Adrián Diéguez,ESP,DF,Alavés,La Liga,21,1996,4.8,0,3,0,0.0,0.62,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Dennis Diekmeier,GER,DF,Hamburger SV,Bundesliga,27,1989,20.8,0,5,2,40.0,0.24,0.10,0.00,0.00,18.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Eric Dier,ENG,MF,Tottenham,Premier League,23,1994,31.4,0,33,7,21.2,1.05,0.22,0.00,0.00,15.7,1,0,0,2.0,2.0,0.06,-2.0,-2.0
Lucas Digne,FRA,DF,Barcelona,La Liga,24,1993,7.8,0,2,1,50.0,0.26,0.13,0.00,0.00,15.4,0,0,0,0.5,0.5,0.23,-0.5,-0.5
Landry Dimata,BEL,FW,Wolfsburg,Bundesliga,19,1997,10.0,0,13,3,23.1,1.30,0.30,0.00,0.00,14.2,0,0,0,1.2,1.2,0.09,-1.2,-1.2
Tristan Dingomé,CMR,MF,Troyes,Ligue 1,26,1991,13.2,0,5,2,40.0,0.38,0.15,0.00,0.00,23.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Ismaël Diomandé,CIV,DF,Caen,Ligue 1,24,1992,7.9,0,3,0,0.0,0.38,0.00,0.00,,35.1,0,0,0,0.0,0.0,0.02,0.0,0.0
Lois Diony,FRA,FW,Saint-Étienne,Ligue 1,24,1992,10.3,0,18,4,22.2,1.74,0.39,0.00,0.00,13.7,0,0,0,1.8,1.8,0.10,-1.8,-1.8
Issa Diop,FRA,DF,Toulouse,Ligue 1,20,1997,34.0,3,15,5,33.3,0.44,0.15,0.20,0.60,9.2,0,0,0,1.3,1.3,0.09,+1.7,+1.7
Papakouli Diop,SEN,MF,Espanyol,La Liga,31,1986,2.9,0,1,0,0.0,0.34,0.00,0.00,,21.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Papakouli Diop,SEN,MF,Eibar,La Liga,31,1986,10.4,0,14,1,7.1,1.34,0.10,0.00,0.00,15.3,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,19,1997,14.9,1,11,3,27.3,0.74,0.20,0.09,0.33,21.8,0,0,0,0.8,0.8,0.07,+0.2,+0.2
Djené,TOG,DF,Getafe,La Liga,25,1991,36.0,1,12,2,16.7,0.33,0.06,0.08,0.50,14.2,0,0,0,0.7,0.7,0.05,+0.3,+0.3
Koffi Djidji,CIV,DF,Nantes,Ligue 1,24,1992,26.8,0,9,3,33.3,0.34,0.11,0.00,0.00,22.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Alexander Djiku,GHA,DF,Caen,Ligue 1,22,1994,28.0,0,19,3,15.8,0.68,0.11,0.00,0.00,11.5,0,0,0,1.4,1.4,0.08,-1.4,-1.4
Papy Djilobodji,SEN,DF,Dijon,Ligue 1,28,1988,30.0,0,18,4,22.2,0.60,0.13,0.00,0.00,11.2,1,0,0,0.9,0.9,0.05,-0.9,-0.9
Berat Djimsiti,ALB,DF,Benevento,Serie A,24,1993,30.0,0,11,2,18.2,0.37,0.07,0.00,0.00,8.0,0,0,0,1.3,1.3,0.12,-1.3,-1.3
Marko Dmitrović,SRB,GK,Eibar,La Liga,25,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Keagan Dolly,RSA,FW,Montpellier,Ligue 1,24,1993,9.8,1,22,9,40.9,2.25,0.92,0.05,0.11,22.3,0,0,0,1.2,1.2,0.05,-0.2,-0.2
Jaume Doménech,ESP,GK,Valencia,La Liga,26,1990,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jean-Luc Dompé,FRA,MF,Amiens,Ligue 1,21,1995,0.3,0,1,0,0.0,3.10,0.00,0.00,,18.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Giulio Donati,ITA,DF,Mainz 05,Bundesliga,27,1990,25.4,0,11,3,27.3,0.43,0.12,0.00,0.00,26.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Ji Dong-won,KOR,FW,Augsburg,Bundesliga,26,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Anastasios Donis,GRE,FW,Stuttgart,Bundesliga,20,1996,10.5,2,38,13,34.2,3.60,1.23,0.05,0.15,20.2,3,0,0,4.5,4.5,0.12,-2.5,-2.5
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,18,1999,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Godfred Donsah,GHA,MF,Bologna,Serie A,21,1996,19.9,2,23,6,26.1,1.15,0.30,0.09,0.33,21.5,0,0,0,1.2,1.2,0.05,+0.8,+0.8
Dória,BRA,DF,Marseille,Ligue 1,22,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Niklas Dorsch,GER,MF,Bayern Munich,Bundesliga,19,1998,1.0,1,1,1,100.0,1.00,1.00,1.00,1.00,9.0,0,0,0,0.7,0.7,0.73,+0.3,+0.3
Gabriel Dos Santos,BRA,FW,Troyes,Ligue 1,19,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mauro dos Santos,ARG,DF,Leganés,La Liga,28,1989,10.9,0,1,1,100.0,0.09,0.09,0.00,0.00,7.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Mathieu Dossevi,TOG,FW,Metz,Ligue 1,29,1988,27.9,1,33,10,30.3,1.18,0.36,0.03,0.10,20.7,2,0,0,2.1,2.1,0.06,-1.1,-1.1
Abdoulaye Doucouré,MLI,MF,Watford,Premier League,24,1993,36.9,7,47,17,36.2,1.27,0.46,0.15,0.41,20.0,0,0,0,3.6,3.6,0.08,+3.4,+3.4
Cheick Doukouré,CIV,MF,Levante,La Liga,24,1992,11.4,1,21,1,4.8,1.85,0.09,0.05,1.00,17.8,0,0,0,1.2,1.2,0.06,-0.2,-0.2
Mohamed Dräger,TUN,MF,Freiburg,Bundesliga,21,1996,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aleksandar Dragović,AUT,DF,Leicester City,Premier League,26,1991,8.5,0,1,0,0.0,0.12,0.00,0.00,,7.8,0,0,0,0.1,0.1,0.13,-0.1,-0.1
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,26,1991,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,19,1997,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Boukary Dramé,SEN,DF,SPAL,Serie A,32,1985,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Julian Draxler,GER,MF,Paris S-G,Ligue 1,23,1993,18.9,4,23,10,43.5,1.21,0.53,0.17,0.40,13.2,0,0,0,3.2,3.2,0.14,+0.8,+0.8
Danny Drinkwater,ENG,MF,Chelsea,Premier League,27,1990,5.9,1,6,2,33.3,1.02,0.34,0.17,0.50,23.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8
Josip Drmić,SUI,FW,M'Gladbach,Bundesliga,24,1992,5.2,4,18,6,33.3,3.47,1.16,0.22,0.67,13.7,0,0,0,3.2,3.2,0.18,+0.8,+0.8
Rick van Drongelen,NED,DF,Hamburger SV,Bundesliga,18,1998,16.0,0,6,1,16.7,0.37,0.06,0.00,0.00,9.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Óscar Duarte,CRC,DF,Espanyol,La Liga,28,1989,11.0,0,6,1,16.7,0.55,0.09,0.00,0.00,12.1,0,0,0,1.0,1.0,0.16,-1.0,-1.0
Rubén Duarte,ESP,DF,Alavés,La Liga,21,1995,23.8,0,8,0,0.0,0.34,0.00,0.00,,23.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Leo Dubois,FRA,DF,Nantes,Ligue 1,22,1994,33.6,3,44,11,25.0,1.31,0.33,0.07,0.27,22.0,5,0,0,2.2,2.2,0.05,+0.8,+0.8
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,28,1989,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,22,1994,8.3,1,8,3,37.5,0.97,0.36,0.13,0.33,17.5,0,0,0,1.3,1.3,0.17,-0.3,-0.3
Shane Duffy,IRL,DF,Brighton,Premier League,25,1992,36.6,0,30,5,16.7,0.82,0.14,0.00,0.00,9.0,0,0,0,1.8,1.8,0.06,-1.8,-1.8
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,25,1991,17.8,0,3,0,0.0,0.17,0.00,0.00,,14.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Alfred Duncan,GHA,MF,Sassuolo,Serie A,24,1993,21.6,0,41,10,24.4,1.90,0.46,0.00,0.00,21.7,0,0,0,2.4,2.4,0.06,-2.4,-2.4
Lewis Dunk,ENG,DF,Brighton,Premier League,25,1991,38.0,1,29,9,31.0,0.76,0.24,0.03,0.11,10.5,0,0,0,2.8,2.8,0.10,-1.8,-1.8
Maxime Dupé,FRA,GK,Nantes,Ligue 1,24,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Filip Đuričić,SRB,FW,Sampdoria,Serie A,25,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Filip Đuričić,SRB,FW,Benevento,Serie A,25,1992,10.8,0,14,7,50.0,1.30,0.65,0.00,0.00,19.6,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Jimmy Durmaz,SWE,MF,Toulouse,Ligue 1,28,1989,11.4,3,9,3,33.3,0.79,0.26,0.00,0.00,27.7,0,3,4,3.4,0.3,0.04,-0.4,-0.3
Riza Durmisi,DEN,DF,Betis,La Liga,23,1994,23.1,2,18,6,33.3,0.78,0.26,0.11,0.33,20.5,2,0,0,1.4,1.4,0.08,+0.6,+0.6
Hugo Duro,ESP,FW,Getafe,La Liga,17,1999,0.2,0,1,1,100.0,4.74,4.74,0.00,0.00,14.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1
Noë Dussenne,BEL,DF,Crotone,Serie A,25,1992,0.9,0,1,0,0.0,1.07,0.00,0.00,,7.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1
Paulo Dybala,ARG,MF,Juventus,Serie A,23,1993,26.1,22,109,40,36.7,4.17,1.53,0.17,0.48,20.6,18,3,5,12.5,8.8,0.08,+9.5,+10.2
Nathan Dyer,ENG,MF,Swansea City,Premier League,29,1987,14.5,0,10,2,20.0,0.69,0.14,0.00,0.00,20.9,0,0,0,0.8,0.8,0.08,-0.8,-0.8
Edin Džeko,BIH,FW,Roma,Serie A,31,1986,33.5,16,161,55,34.2,4.80,1.64,0.10,0.29,12.8,0,0,0,20.2,20.2,0.13,-4.2,-4.2
Blerim Džemaili,SUI,MF,Bologna,Serie A,31,1986,13.3,1,13,8,61.5,0.98,0.60,0.08,0.13,20.6,0,0,0,0.9,0.9,0.07,+0.1,+0.1
Félix Eboa Eboa,CMR,DF,Guingamp,Ligue 1,20,1997,16.9,1,9,5,55.6,0.53,0.30,0.11,0.20,13.8,1,0,0,0.7,0.7,0.08,+0.3,+0.3
Éder,ITA,FW,Inter,Serie A,30,1986,8.9,3,27,9,33.3,3.04,1.01,0.11,0.33,17.9,1,0,0,3.1,3.1,0.11,-0.1,-0.1
Simone Edera,ITA,FW,Torino,Serie A,20,1997,3.6,1,8,5,62.5,2.20,1.38,0.13,0.20,19.8,0,0,0,0.5,0.5,0.07,+0.5,+0.5
Ederson,BRA,GK,Manchester City,Premier League,23,1993,35.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tom Edwards,ENG,DF,Stoke City,Premier League,18,1999,5.3,0,1,0,0.0,0.19,0.00,0.00,,33.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Mandela Egbo,ENG,MF,M'Gladbach,Bundesliga,19,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,19,1998,1.1,0,2,1,50.0,1.82,0.91,0.00,0.00,11.1,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,20,1996,29.9,2,43,14,32.6,1.44,0.47,0.05,0.14,16.9,0,0,0,4.6,4.6,0.11,-2.6,-2.6
Albin Ekdal,SWE,MF,Hamburger SV,Bundesliga,28,1989,12.3,0,8,1,12.5,0.65,0.08,0.00,0.00,12.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Josip Elez,CRO,DF,Hannover 96,Bundesliga,23,1994,8.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rob Elliot,IRL,GK,Newcastle Utd,Premier League,31,1986,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,25,1992,9.6,0,8,1,12.5,0.83,0.10,0.00,0.00,23.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,23,1994,17.7,3,12,6,50.0,0.68,0.34,0.25,0.50,16.7,0,0,0,1.0,1.0,0.08,+2.0,+2.0
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,20,1996,32.4,2,15,7,46.7,0.46,0.22,0.13,0.29,11.2,0,0,0,0.9,0.9,0.06,+1.1,+1.1
Rodrigo Ely,BRA,DF,Alavés,La Liga,23,1993,29.9,1,20,5,25.0,0.67,0.17,0.05,0.20,14.2,0,0,0,1.0,1.0,0.05,0.0,0.0
Breel Embolo,SUI,FW,Schalke 04,Bundesliga,20,1997,10.2,3,18,11,61.1,1.76,1.08,0.17,0.27,14.1,0,0,0,3.8,3.8,0.21,-0.8,-0.8
Youssef En-Nesyri,MAR,FW,Málaga,La Liga,20,1997,17.7,4,47,14,29.8,2.65,0.79,0.09,0.29,14.9,0,0,1,4.9,4.1,0.09,-0.9,-0.1
Sergi Enrich,ESP,FW,Eibar,La Liga,27,1990,14.8,3,34,11,32.4,2.30,0.74,0.09,0.27,14.7,0,0,0,2.7,2.7,0.08,+0.3,+0.3
Javier Eraso,ESP,MF,Leganés,La Liga,27,1990,28.1,4,31,13,41.9,1.10,0.46,0.13,0.31,16.0,0,0,0,4.1,4.1,0.14,-0.1,-0.1
Christian Eriksen,DEN,MF,Tottenham,Premier League,25,1992,35.8,10,97,39,40.2,2.71,1.09,0.10,0.26,21.7,16,0,0,6.9,6.9,0.07,+3.1,+3.1
Gonzalo Escalante,ARG,MF,Eibar,La Liga,24,1993,17.4,1,24,5,20.8,1.38,0.29,0.04,0.20,17.6,0,0,0,1.4,1.4,0.06,-0.4,-0.4
Sergio Escudero,ESP,DF,Sevilla,La Liga,27,1989,25.9,0,19,4,21.1,0.73,0.15,0.00,0.00,21.8,0,0,0,1.0,1.0,0.06,-1.0,-1.0
Bernardo Espinosa,COL,DF,Girona,La Liga,28,1989,31.9,0,24,5,20.8,0.75,0.16,0.00,0.00,11.0,0,0,0,1.7,1.7,0.07,-1.7,-1.7
Michael Esser,GER,GK,Hannover 96,Bundesliga,29,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexander Esswein,GER,FW,Hertha BSC,Bundesliga,27,1990,6.9,2,10,6,60.0,1.46,0.88,0.20,0.33,18.1,0,0,0,0.8,0.8,0.08,+1.2,+1.2
Oghenekaro Etebo,NGA,MF,Las Palmas,La Liga,21,1995,13.5,0,19,3,15.8,1.41,0.22,0.00,0.00,29.9,1,0,0,0.6,0.6,0.03,-0.6,-0.6
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,30,1987,12.4,0,12,3,25.0,0.96,0.24,0.00,0.00,29.0,5,0,0,0.4,0.4,0.03,-0.4,-0.4
Xabier Etxeita,ESP,DF,Athletic Club,La Liga,29,1987,4.2,1,4,1,25.0,0.96,0.24,0.25,1.00,10.2,0,0,0,0.3,0.3,0.07,+0.7,+0.7
Jonny Evans,NIR,DF,West Brom,Premier League,29,1988,25.2,2,11,4,36.4,0.44,0.16,0.18,0.50,7.3,0,0,0,1.9,1.9,0.17,+0.1,+0.1
Franck Evina,CMR,FW,Bayern Munich,Bundesliga,17,2000,1.2,0,3,0,0.0,2.45,0.00,0.00,,14.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Patrice Evra,FRA,DF,Marseille,Ligue 1,36,1981,3.9,0,2,0,0.0,0.52,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Patrice Evra,FRA,DF,West Ham,Premier League,36,1981,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Edu Expósito,ESP,MF,La Coruña,La Liga,20,1996,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Erik Expósito,ESP,FW,Las Palmas,La Liga,21,1996,5.2,1,10,2,20.0,1.93,0.39,0.10,0.50,13.3,0,0,0,1.1,1.1,0.11,-0.1,-0.1
Valentin Eysseric,FRA,FW,Nice,Ligue 1,25,1992,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,21.3,0,0,0,0.0,0.0,0.03,0.0,0.0
Valentin Eysseric,FRA,FW,Fiorentina,Serie A,25,1992,7.8,1,16,4,25.0,2.04,0.51,0.06,0.25,18.4,1,0,0,1.1,1.1,0.07,-0.1,-0.1
Imoh Ezekiel,NGA,FW,Las Palmas,La Liga,23,1993,5.2,0,7,3,42.9,1.34,0.58,0.00,0.00,12.9,0,0,0,1.1,1.1,0.16,-1.1,-1.1
Marco Fabián,MEX,FW,Eint Frankfurt,Bundesliga,28,1989,4.7,1,16,4,25.0,3.41,0.85,0.06,0.25,21.5,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Łukasz Fabiański,POL,GK,Swansea City,Premier League,32,1985,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fabinho,BRA,MF,Monaco,Ligue 1,23,1993,34.0,7,22,5,22.7,0.65,0.15,0.14,0.60,23.4,1,4,4,5.4,2.4,0.11,+1.6,+0.6
Cesc Fàbregas,ESP,MF,Chelsea,Premier League,30,1987,25.6,2,38,10,26.3,1.48,0.39,0.05,0.20,18.9,2,0,0,2.7,2.7,0.07,-0.7,-0.7
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,28,1988,33.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fayçal Fajr,MAR,MF,Getafe,La Liga,28,1988,26.5,1,21,9,42.9,0.79,0.34,0.05,0.11,24.2,3,0,1,1.7,1.0,0.05,-0.7,0.0
Radamel Falcao,COL,FW,Monaco,Ligue 1,31,1986,23.7,18,67,29,43.3,2.83,1.23,0.22,0.52,14.7,4,3,4,12.8,9.7,0.15,+5.2,+5.3
Diego Falcinelli,ITA,FW,Sassuolo,Serie A,26,1991,14.6,2,43,13,30.2,2.95,0.89,0.05,0.15,13.7,0,0,0,5.0,4.9,0.11,-3.0,-2.9
Diego Falcinelli,ITA,FW,Fiorentina,Serie A,26,1991,4.9,0,14,4,28.6,2.86,0.82,0.00,0.00,14.8,0,0,0,1.6,1.6,0.11,-1.6,-1.6
Simon Falette,GUI,DF,Metz,Ligue 1,25,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,25,1992,24.6,1,16,2,12.5,0.65,0.08,0.06,0.50,13.3,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Cesar Falletti,URU,FW,Bologna,Serie A,24,1992,3.6,1,10,3,30.0,2.80,0.84,0.10,0.33,19.1,0,0,0,1.4,1.4,0.14,-0.4,-0.4
Iago Falque,ESP,FW,Torino,Serie A,27,1990,31.3,12,75,21,28.0,2.39,0.67,0.16,0.57,17.7,4,0,0,9.3,9.3,0.12,+2.7,+2.7
Paolo Faragò,ITA,DF,Cagliari,Serie A,24,1993,27.3,2,28,7,25.0,1.03,0.26,0.07,0.29,14.4,0,0,0,2.4,2.4,0.08,-0.4,-0.4
Imad Faraj,MAR,DF,Lille,Ligue 1,18,1999,1.8,0,4,2,50.0,2.22,1.11,0.00,0.00,17.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Davide Faraoni,ITA,DF,Crotone,Serie A,25,1991,19.5,2,11,4,36.4,0.56,0.21,0.18,0.50,18.2,0,0,0,1.0,1.0,0.09,+1.0,+1.0
Mohamed Fares,ALG,DF,Hellas Verona,Serie A,21,1996,28.9,0,34,6,17.6,1.18,0.21,0.00,0.00,20.3,0,0,0,1.6,1.6,0.05,-1.6,-1.6
Diego Farias,BRA,FW,Cagliari,Serie A,27,1990,17.9,1,42,16,38.1,2.35,0.89,0.02,0.06,17.0,0,0,1,5.3,4.6,0.11,-4.3,-3.6
Federico Fazio,ARG,DF,Roma,Serie A,30,1987,32.5,2,22,4,18.2,0.68,0.12,0.09,0.50,11.1,0,0,0,2.4,2.4,0.11,-0.4,-0.4
Zouhair Feddal,MAR,DF,Betis,La Liga,28,1989,14.0,3,7,3,42.9,0.50,0.21,0.43,1.00,16.7,1,0,0,0.6,0.6,0.08,+2.4,+2.4
Nabil Fekir,FRA,MF,Lyon,Ligue 1,24,1993,27.5,18,86,45,52.3,3.12,1.64,0.17,0.33,21.2,17,3,4,11.9,8.9,0.10,+6.1,+6.1
Felipe,BRA,DF,Hannover 96,Bundesliga,30,1987,5.1,0,2,0,0.0,0.39,0.00,0.00,,7.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Luiz Felipe,ITA,DF,Lazio,Serie A,20,1997,13.0,0,3,0,0.0,0.23,0.00,0.00,,12.7,0,0,0,0.5,0.5,0.16,-0.5,-0.5
Ohis Felix Uduokhai,GER,DF,Wolfsburg,Bundesliga,19,1997,17.3,1,4,1,25.0,0.23,0.06,0.25,1.00,14.4,0,0,0,0.3,0.3,0.08,+0.7,+0.7
Marouane Fellaini,BEL,MF,Manchester Utd,Premier League,29,1987,7.6,4,10,7,70.0,1.32,0.92,0.40,0.57,6.9,0,0,0,2.1,2.1,0.21,+1.9,+1.9
Kiko Femenía,ESP,DF,Watford,Premier League,26,1991,19.0,1,9,3,33.3,0.47,0.16,0.11,0.33,21.5,0,0,0,0.4,0.4,0.04,+0.6,+0.6
Leroy Fer,NED,MF,Swansea City,Premier League,27,1990,15.5,1,12,3,25.0,0.77,0.19,0.08,0.33,14.0,0,0,0,1.4,1.4,0.12,-0.4,-0.4
Julien Féret,FRA,MF,Caen,Ligue 1,35,1982,34.0,0,26,2,7.7,0.76,0.06,0.00,0.00,25.9,0,0,0,1.0,1.0,0.04,-1.0,-1.0
Edimilson Fernandes,SUI,MF,West Ham,Premier League,21,1996,9.4,0,6,1,16.7,0.64,0.11,0.00,0.00,20.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Gelson Fernandes,SUI,MF,Eint Frankfurt,Bundesliga,30,1986,11.5,0,1,1,100.0,0.09,0.09,0.00,0.00,19.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Andrés Fernández,ESP,GK,Villarreal,La Liga,30,1986,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
