Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Filip Đuričić,SRB,FW,Benevento,Serie A,25,1992,10.8,305,385,79.2,5434,1307,138,169,81.7,130,160,81.3,34,43,79.1,1,1.6,-0.6,8,31,9,0,40
Jimmy Durmaz,SWE,MF,Toulouse,Ligue 1,28,1989,11.4,367,540,68.0,6621,2515,174,211,82.5,125,178,70.2,55,108,50.9,3,2.9,+0.1,24,39,20,8,58
Riza Durmisi,DEN,DF,Betis,La Liga,23,1994,23.1,835,1046,79.8,14061,4060,367,398,92.2,397,463,85.7,57,149,38.3,3,2.6,+0.4,16,48,12,6,60
Hugo Duro,ESP,FW,Getafe,La Liga,17,1999,0.2,6,6,100.0,66,9,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Noë Dussenne,BEL,DF,Crotone,Serie A,25,1992,0.9,8,18,44.4,196,128,1,2,50.0,4,6,66.7,3,9,33.3,0,0.0,0.0,0,1,1,0,1
Paulo Dybala,ARG,MF,Juventus,Serie A,23,1993,26.1,1107,1318,84.0,20476,4477,516,585,88.2,413,466,88.6,158,223,70.9,3,4.6,-1.6,56,80,39,8,107
Nathan Dyer,ENG,MF,Swansea City,Premier League,29,1987,14.5,425,551,77.1,5812,1176,287,329,87.2,112,150,74.7,13,35,37.1,0,0.8,-0.8,9,18,16,2,31
Edin Džeko,BIH,FW,Roma,Serie A,31,1986,33.5,547,794,68.9,10300,1995,257,366,70.2,177,251,70.5,99,129,76.7,3,4.2,-1.2,45,63,27,1,68
Blerim Džemaili,SUI,MF,Bologna,Serie A,31,1986,13.3,386,491,78.6,6624,1794,195,240,81.3,143,169,84.6,40,61,65.6,0,0.5,-0.5,9,33,17,0,46
Félix Eboa Eboa,CMR,DF,Guingamp,Ligue 1,20,1997,16.9,540,724,74.6,11139,4152,171,209,81.8,267,335,79.7,96,158,60.8,0,0.3,-0.3,4,38,3,1,35
Éder,ITA,FW,Inter,Serie A,30,1986,8.9,207,257,80.5,3032,592,126,146,86.3,54,70,77.1,15,22,68.2,0,1.5,-1.5,12,10,11,6,16
Simone Edera,ITA,FW,Torino,Serie A,20,1997,3.6,80,106,75.5,1141,239,50,60,83.3,24,31,77.4,5,8,62.5,1,0.2,+0.8,3,4,4,0,9
Ederson,BRA,GK,Manchester City,Premier League,23,1993,35.5,961,1101,87.3,25644,15040,162,163,99.4,512,517,99.0,283,417,67.9,0,0.1,-0.1,1,7,0,0,0
Tom Edwards,ENG,DF,Stoke City,Premier League,18,1999,5.3,158,220,71.8,2849,1300,83,91,91.2,54,72,75.0,18,52,34.6,0,0.0,0.0,0,11,3,2,6
Mandela Egbo,ENG,MF,M'Gladbach,Bundesliga,19,1997,0.1,0,2,0.0,0,0,0,0,,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,19,1998,1.1,20,33,60.6,332,66,9,14,64.3,8,13,61.5,2,4,50.0,0,0.3,-0.3,2,0,0,0,1
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,20,1996,29.9,766,1013,75.6,12850,4517,368,455,80.9,324,398,81.4,57,94,60.6,3,1.2,+1.8,16,81,17,5,105
Albin Ekdal,SWE,MF,Hamburger SV,Bundesliga,28,1989,12.3,430,560,76.8,7966,2366,174,213,81.7,198,257,77.0,53,72,73.6,1,1.0,0.0,6,54,6,0,54
Josip Elez,CRO,DF,Hannover 96,Bundesliga,23,1994,8.6,293,377,77.7,6890,2768,75,90,83.3,139,166,83.7,78,116,67.2,0,0.0,0.0,0,41,2,0,38
Rob Elliot,IRL,GK,Newcastle Utd,Premier League,31,1986,16.0,310,537,57.7,13837,10728,16,17,94.1,90,91,98.9,204,429,47.6,0,0.0,0.0,0,9,0,0,0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,25,1992,9.6,773,835,92.6,13716,3109,355,377,94.2,326,343,95.0,81,97,83.5,1,1.0,0.0,10,79,6,0,59
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,23,1994,17.7,858,1031,83.2,17799,5824,238,281,84.7,489,537,91.1,123,194,63.4,2,0.6,+1.4,8,50,6,2,55
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,20,1996,32.4,1481,1747,84.8,25577,9202,640,736,87.0,726,813,89.3,103,145,71.0,2,1.3,+0.7,13,98,14,3,134
Rodrigo Ely,BRA,DF,Alavés,La Liga,23,1993,29.9,733,1031,71.1,18059,6370,160,216,74.1,377,448,84.2,191,349,54.7,0,0.1,-0.1,2,41,1,0,50
Breel Embolo,SUI,FW,Schalke 04,Bundesliga,20,1997,10.2,160,212,75.5,2634,613,86,111,77.5,56,69,81.2,14,19,73.7,0,0.2,-0.2,3,11,5,1,16
Youssef En-Nesyri,MAR,FW,Málaga,La Liga,20,1997,17.7,204,348,58.6,2971,614,126,188,67.0,58,105,55.2,13,32,40.6,0,1.0,-1.0,8,16,6,2,21
Sergi Enrich,ESP,FW,Eibar,La Liga,27,1990,14.8,291,416,70.0,4217,509,188,255,73.7,70,107,65.4,21,29,72.4,1,0.9,+0.1,12,20,3,0,21
Javier Eraso,ESP,MF,Leganés,La Liga,27,1990,28.1,648,903,71.8,10468,2436,366,445,82.2,201,277,72.6,66,145,45.5,3,3.0,0.0,37,50,6,2,47
Christian Eriksen,DEN,MF,Tottenham,Premier League,25,1992,35.8,1895,2457,77.1,36150,9779,798,908,87.9,797,981,81.2,268,470,57.0,10,12.4,-2.4,101,231,72,11,255
Gonzalo Escalante,ARG,MF,Eibar,La Liga,24,1993,17.4,499,671,74.4,8867,2060,218,273,79.9,221,277,79.8,54,104,51.9,0,0.4,-0.4,8,40,10,1,50
Sergio Escudero,ESP,DF,Sevilla,La Liga,27,1989,25.9,1258,1611,78.1,21646,8890,607,694,87.5,513,635,80.8,120,238,50.4,2,1.2,+0.8,18,101,21,6,137
Bernardo Espinosa,COL,DF,Girona,La Liga,28,1989,31.9,982,1215,80.8,24982,8534,176,210,83.8,508,573,88.7,290,411,70.6,3,0.7,+2.3,5,40,3,1,40
Michael Esser,GER,GK,Hannover 96,Bundesliga,29,1987,3.0,87,121,71.9,2582,1533,12,12,100.0,41,41,100.0,32,66,48.5,0,0.0,0.0,0,1,0,0,0
Alexander Esswein,GER,FW,Hertha BSC,Bundesliga,27,1990,6.9,163,228,71.5,2629,842,98,124,79.0,43,56,76.8,18,29,62.1,1,0.2,+0.8,4,16,6,5,17
Oghenekaro Etebo,NGA,MF,Las Palmas,La Liga,21,1995,13.5,529,638,82.9,10582,2387,205,241,85.1,233,269,86.6,86,119,72.3,1,0.3,+0.7,8,52,7,0,52
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,30,1987,12.4,620,790,78.5,13267,3643,208,237,87.8,286,338,84.6,123,208,59.1,2,1.7,+0.3,23,64,18,1,69
Xabier Etxeita,ESP,DF,Athletic Club,La Liga,29,1987,4.2,139,161,86.3,3399,1250,25,28,89.3,79,87,90.8,35,44,79.5,0,0.0,0.0,1,13,0,0,8
Jonny Evans,NIR,DF,West Brom,Premier League,29,1988,25.2,772,935,82.6,16761,5987,246,273,90.1,381,424,89.9,137,224,61.2,2,0.4,+1.6,5,59,5,2,41
Franck Evina,CMR,FW,Bayern Munich,Bundesliga,17,2000,1.2,24,30,80.0,321,77,13,14,92.9,8,11,72.7,2,4,50.0,0,0.1,-0.1,1,0,2,1,3
Patrice Evra,FRA,DF,Marseille,Ligue 1,36,1981,3.9,119,167,71.3,1896,764,58,69,84.1,52,69,75.4,6,19,31.6,0,0.1,-0.1,2,3,1,1,5
Patrice Evra,FRA,DF,West Ham,Premier League,36,1981,2.5,86,116,74.1,1260,630,57,61,93.4,22,33,66.7,6,13,46.2,0,0.0,0.0,0,4,0,0,4
Edu Expósito,ESP,MF,La Coruña,La Liga,20,1996,1.1,44,50,88.0,833,204,16,19,84.2,24,25,96.0,4,5,80.0,0,0.0,0.0,0,3,0,0,1
Erik Expósito,ESP,FW,Las Palmas,La Liga,21,1996,5.2,63,95,66.3,1032,285,35,50,70.0,23,35,65.7,5,6,83.3,0,0.2,-0.2,3,7,6,1,12
Valentin Eysseric,FRA,FW,Nice,Ligue 1,25,1992,1.0,59,75,78.7,1089,293,27,30,90.0,23,25,92.0,8,16,50.0,0,0.3,-0.3,3,7,0,0,4
Valentin Eysseric,FRA,FW,Fiorentina,Serie A,25,1992,7.8,303,403,75.2,5358,1529,153,177,86.4,107,134,79.9,42,80,52.5,1,1.5,-0.5,23,28,11,2,38
Imoh Ezekiel,NGA,FW,Las Palmas,La Liga,23,1993,5.2,98,127,77.2,1482,286,53,66,80.3,42,45,93.3,3,11,27.3,0,0.1,-0.1,3,6,4,1,9
Marco Fabián,MEX,FW,Eint Frankfurt,Bundesliga,28,1989,4.7,157,188,83.5,2832,510,79,86,91.9,54,63,85.7,20,31,64.5,0,0.9,-0.9,7,13,8,0,17
Łukasz Fabiański,POL,GK,Swansea City,Premier League,32,1985,38.0,747,1272,58.7,30482,21990,70,70,100.0,240,245,98.0,435,952,45.7,0,0.0,0.0,1,22,0,0,0
Fabinho,BRA,MF,Monaco,Ligue 1,23,1993,34.0,1680,1976,85.0,35089,9475,554,640,86.6,798,890,89.7,295,384,76.8,3,3.8,-0.8,34,210,28,1,181
Cesc Fàbregas,ESP,MF,Chelsea,Premier League,30,1987,25.6,1849,2317,79.8,36876,13791,700,790,88.6,816,948,86.1,298,504,59.1,4,7.0,-3.0,87,250,82,12,313
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,28,1988,33.5,585,916,63.9,19700,12363,49,50,98.0,270,271,99.6,266,594,44.8,0,0.2,-0.2,1,11,0,0,0
Fayçal Fajr,MAR,MF,Getafe,La Liga,28,1988,26.5,742,1069,69.4,17430,4911,261,324,80.6,247,344,71.8,214,360,59.4,4,3.0,+1.0,39,67,30,14,77
Radamel Falcao,COL,FW,Monaco,Ligue 1,31,1986,23.7,414,529,78.3,5594,612,248,298,83.2,119,149,79.9,20,31,64.5,4,2.0,+2.0,14,24,7,1,20
Diego Falcinelli,ITA,FW,Sassuolo,Serie A,26,1991,14.6,167,246,67.9,2426,391,98,133,73.7,54,78,69.2,8,15,53.3,1,0.4,+0.6,9,7,3,1,12
Diego Falcinelli,ITA,FW,Fiorentina,Serie A,26,1991,4.9,84,112,75.0,1078,152,53,71,74.6,27,31,87.1,1,6,16.7,0,0.9,-0.9,5,3,4,0,6
Simon Falette,GUI,DF,Metz,Ligue 1,25,1992,1.0,60,65,92.3,1492,294,9,11,81.8,32,32,100.0,18,21,85.7,0,0.0,0.0,0,1,0,0,2
Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,25,1992,24.6,923,1226,75.3,20761,7811,246,295,83.4,503,595,84.5,169,313,54.0,0,0.3,-0.3,6,97,6,1,97
Cesar Falletti,URU,FW,Bologna,Serie A,24,1992,3.6,136,176,77.3,2401,500,60,76,78.9,60,69,87.0,13,26,50.0,0,0.1,-0.1,4,9,8,2,16
Iago Falque,ESP,FW,Torino,Serie A,27,1990,31.3,1023,1357,75.4,18131,4679,494,572,86.4,378,482,78.4,121,225,53.8,8,6.8,+1.2,72,66,55,16,123
Paolo Faragò,ITA,DF,Cagliari,Serie A,24,1993,27.3,867,1331,65.1,15857,7684,389,484,80.4,375,553,67.8,95,247,38.5,4,4.7,-0.7,29,67,50,24,134
Imad Faraj,MAR,DF,Lille,Ligue 1,18,1999,1.8,55,74,74.3,776,308,33,38,86.8,20,28,71.4,1,6,16.7,1,0.8,+0.2,3,1,4,0,8
Davide Faraoni,ITA,DF,Crotone,Serie A,25,1991,19.5,656,952,68.9,13420,6312,236,274,86.1,302,383,78.9,108,255,42.4,4,0.8,+3.2,10,48,17,6,75
Mohamed Fares,ALG,DF,Hellas Verona,Serie A,21,1996,28.9,812,1184,68.6,14713,5530,402,488,82.4,300,413,72.6,101,249,40.6,1,2.4,-1.4,23,63,11,4,81
Diego Farias,BRA,FW,Cagliari,Serie A,27,1990,17.9,454,569,79.8,6634,1433,273,319,85.6,146,177,82.5,24,45,53.3,4,1.6,+2.4,18,16,21,5,43
Federico Fazio,ARG,DF,Roma,Serie A,30,1987,32.5,1677,2004,83.7,35512,11208,497,571,87.0,878,981,89.5,295,433,68.1,1,0.3,+0.7,2,136,6,2,148
Zouhair Feddal,MAR,DF,Betis,La Liga,28,1989,14.0,668,819,81.6,15752,4995,161,181,89.0,339,378,89.7,164,245,66.9,0,0.1,-0.1,1,62,1,1,47
Nabil Fekir,FRA,MF,Lyon,Ligue 1,24,1993,27.5,982,1221,80.4,16457,4978,504,567,88.9,330,393,84.0,105,188,55.9,8,5.8,+2.2,62,97,38,6,111
Felipe,BRA,DF,Hannover 96,Bundesliga,30,1987,5.1,197,269,73.2,4329,1550,46,57,80.7,112,136,82.4,38,72,52.8,0,0.1,-0.1,1,16,1,0,17
Luiz Felipe,ITA,DF,Lazio,Serie A,20,1997,13.0,592,698,84.8,11725,4159,208,234,88.9,290,324,89.5,84,124,67.7,1,0.1,+0.9,1,44,3,0,42
Ohis Felix Uduokhai,GER,DF,Wolfsburg,Bundesliga,19,1997,17.3,776,903,85.9,16507,5616,226,248,91.1,415,454,91.4,133,187,71.1,0,0.0,0.0,1,33,4,0,40
Marouane Fellaini,BEL,MF,Manchester Utd,Premier League,29,1987,7.6,335,392,85.5,5085,1212,187,205,91.2,112,136,82.4,24,34,70.6,0,0.1,-0.1,4,17,0,0,22
Kiko Femenía,ESP,DF,Watford,Premier League,26,1991,19.0,815,996,81.8,12989,4682,453,505,89.7,289,342,84.5,55,106,51.9,1,2.5,-1.5,17,44,32,14,80
Leroy Fer,NED,MF,Swansea City,Premier League,27,1990,15.5,518,649,79.8,9879,1842,224,268,83.6,205,235,87.2,80,125,64.0,1,1.3,-0.3,11,52,9,0,47
Julien Féret,FRA,MF,Caen,Ligue 1,35,1982,34.0,1313,1713,76.6,27031,8629,504,611,82.5,532,648,82.1,258,407,63.4,1,4.1,-3.1,69,153,27,7,190
Edimilson Fernandes,SUI,MF,West Ham,Premier League,21,1996,9.4,223,283,78.8,3996,958,100,120,83.3,81,96,84.4,30,45,66.7,1,0.4,+0.6,7,16,5,2,20
Gelson Fernandes,SUI,MF,Eint Frankfurt,Bundesliga,30,1986,11.5,281,347,81.0,4958,1421,119,142,83.8,128,158,81.0,27,33,81.8,0,0.0,0.0,2,19,1,0,29
Andrés Fernández,ESP,GK,Villarreal,La Liga,30,1986,2.5,42,66,63.6,1336,869,6,6,100.0,20,21,95.2,16,39,41.0,0,0.0,0.0,0,0,0,0,0
Augusto Fernández,ARG,MF,Atlético Madrid,La Liga,31,1986,1.2,61,74,82.4,1151,360,27,29,93.1,23,24,95.8,10,17,58.8,0,0.0,0.0,1,5,1,0,5
Brian Fernández,ARG,FW,Metz,Ligue 1,22,1994,1.4,17,24,70.8,323,77,9,12,75.0,4,5,80.0,4,5,80.0,0,0.1,-0.1,3,2,0,0,1
Carlos Fernández,ESP,FW,Sevilla,La Liga,21,1996,1.5,26,35,74.3,401,44,13,19,68.4,11,11,100.0,2,4,50.0,0,0.1,-0.1,2,2,0,0,1
Enzo Fernández,ESP,MF,Alavés,La Liga,22,1995,0.8,17,31,54.8,238,63,9,15,60.0,7,11,63.6,0,2,0.0,0,0.0,0.0,1,1,0,0,1
Federico Fernández,ARG,DF,Swansea City,Premier League,28,1989,29.7,1004,1181,85.0,22959,8633,242,262,92.4,538,600,89.7,216,303,71.3,1,0.8,+0.2,6,58,4,0,76
Raúl Fernández,ESP,GK,Levante,La Liga,29,1988,11.0,179,323,55.4,9352,7627,5,5,100.0,34,35,97.1,139,281,49.5,0,0.0,0.0,0,16,0,0,0
Fernandinho,BRA,MF,Manchester City,Premier League,32,1985,32.0,2679,2965,90.4,49298,13254,1095,1163,94.2,1280,1376,93.0,270,356,75.8,3,2.5,+0.5,22,310,41,1,259
Alex Ferrari,ITA,DF,Hellas Verona,Serie A,23,1994,23.7,770,1039,74.1,15186,6362,300,364,82.4,346,426,81.2,116,204,56.9,0,0.4,-0.4,6,54,10,3,63
Jordan Ferri,FRA,MF,Lyon,Ligue 1,25,1992,7.1,472,533,88.6,8766,2370,189,204,92.6,204,230,88.7,64,73,87.7,1,1.1,-0.1,9,60,7,1,59
Sam Field,ENG,MF,West Brom,Premier League,19,1998,6.0,121,173,69.9,2266,750,51,68,75.0,55,73,75.3,15,30,50.0,0,0.2,-0.2,4,12,8,1,19
Afonso Figueiredo,POR,DF,Rennes,Ligue 1,24,1993,2.5,87,125,69.6,1370,765,46,58,79.3,27,37,73.0,8,23,34.8,0,0.0,0.0,0,5,3,0,11
Gian Filippo Felicioli,ITA,FW,Hellas Verona,Serie A,19,1997,3.1,62,88,70.5,979,303,34,44,77.3,22,31,71.0,6,11,54.5,0,0.0,0.0,0,3,0,0,4
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,28,1989,20.2,310,432,71.8,5006,864,165,217,76.0,111,147,75.5,28,44,63.6,3,2.8,+0.2,27,21,15,0,34
Roberto Firmino,BRA,FW,Liverpool,Premier League,25,1991,30.7,888,1217,73.0,13021,3464,511,643,79.5,281,383,73.4,47,82,57.3,7,5.4,+1.6,53,66,47,4,121
Junior Firpo,ESP,DF,Betis,La Liga,20,1996,13.2,513,616,83.3,9174,2732,210,239,87.9,257,302,85.1,42,64,65.6,2,1.2,+0.8,9,23,11,6,37
Viktor Fischer,DEN,FW,Mainz 05,Bundesliga,23,1994,3.7,84,112,75.0,1483,315,35,41,85.4,35,48,72.9,11,16,68.8,0,0.6,-0.6,5,7,4,0,9
Mathieu Flamini,FRA,MF,Getafe,La Liga,33,1984,5.3,102,155,65.8,1630,416,50,66,75.8,43,62,69.4,6,22,27.3,0,0.1,-0.1,1,9,1,0,9
Darren Fletcher,SCO,MF,Stoke City,Premier League,33,1984,24.7,834,1087,76.7,17713,5047,265,323,82.0,382,434,88.0,163,281,58.0,1,1.2,-0.2,20,85,19,4,92
Sergio Floccari,ITA,FW,SPAL,Serie A,35,1981,9.8,197,258,76.4,3101,452,110,132,83.3,63,85,74.1,18,25,72.0,0,0.4,-0.4,6,12,5,1,11
Alessandro Florenzi,ITA,DF,Roma,Serie A,26,1991,26.5,1365,1772,77.0,27596,11133,535,617,86.7,580,722,80.3,243,401,60.6,3,4.5,-1.5,44,126,52,22,179
Phil Foden,ENG,MF,Manchester City,Premier League,17,2000,0.5,40,47,85.1,540,52,28,31,90.3,9,11,81.8,1,3,33.3,1,0.3,+0.7,2,1,0,0,0
Guessouma Fofana,MTN,MF,Amiens,Ligue 1,24,1992,8.3,178,247,72.1,3218,867,69,88,78.4,79,103,76.7,20,38,52.6,0,0.0,0.0,1,17,0,0,25
Seko Fofana,CIV,MF,Udinese,Serie A,22,1995,20.8,776,914,84.9,14974,3530,312,359,86.9,354,401,88.3,100,134,74.6,0,1.2,-1.2,18,75,12,1,65
Andreu Fontàs,ESP,DF,Celta Vigo,La Liga,27,1989,9.8,623,713,87.4,14193,4449,152,162,93.8,346,374,92.5,123,174,70.7,1,0.3,+0.7,3,25,2,0,41
José Fonte,POR,DF,West Ham,Premier League,33,1983,7.6,292,350,83.4,6225,2123,89,99,89.9,144,157,91.7,57,87,65.5,1,0.6,+0.4,4,30,3,1,27
Pablo Fornals,ESP,MF,Villarreal,La Liga,21,1996,29.1,1055,1376,76.7,19365,5097,491,586,83.8,411,512,80.3,140,227,61.7,12,7.5,+4.5,52,113,42,9,131
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,25,1991,15.2,466,632,73.7,7296,2210,259,305,84.9,142,183,77.6,50,113,44.2,2,3.2,-1.2,43,35,17,1,45
Fraser Forster,ENG,GK,Southampton,Premier League,29,1988,20.0,254,511,49.7,9984,7531,28,29,96.6,97,97,100.0,129,385,33.5,0,0.0,0.0,0,6,0,0,0
Steven Fortes,CPV,DF,Toulouse,Ligue 1,25,1992,1.7,60,77,77.9,1462,615,10,12,83.3,39,46,84.8,11,19,57.9,0,0.0,0.0,0,13,0,0,12
Marco Fossati,ITA,MF,Hellas Verona,Serie A,24,1992,12.2,565,693,81.5,11663,3176,213,240,88.8,243,278,87.4,102,158,64.6,0,0.3,-0.3,7,57,6,2,55
Iver Fossum,NOR,MF,Hannover 96,Bundesliga,21,1996,14.5,525,666,78.8,9041,2202,248,291,85.2,204,239,85.4,61,93,65.6,1,2.1,-1.1,18,43,11,3,57
Ben Foster,ENG,GK,West Brom,Premier League,34,1983,37.0,547,1135,48.2,26986,22640,25,27,92.6,129,131,98.5,391,974,40.1,0,0.0,0.0,1,36,1,0,1
Timothy Fosu-Mensah,NED,DF,Crystal Palace,Premier League,19,1998,17.7,536,722,74.2,10290,4508,213,251,84.9,246,300,82.0,68,158,43.0,0,0.7,-0.7,6,53,10,5,52
Dimitri Foulquier,FRA,DF,Strasbourg,Ligue 1,24,1993,13.8,505,654,77.2,9157,3704,213,243,87.7,231,283,81.6,55,102,53.9,2,1.0,+1.0,8,36,9,5,39
Lilian Fournier,FRA,MF,Metz,Ligue 1,19,1998,0.2,3,6,50.0,38,9,2,2,100.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0,0,0,0,0
Raphael Framberger,GER,DF,Augsburg,Bundesliga,21,1995,7.7,259,370,70.0,4777,2645,109,132,82.6,110,146,75.3,33,69,47.8,0,1.4,-1.4,9,26,16,8,40
Simon Francis,ENG,DF,Bournemouth,Premier League,32,1985,30.1,1338,1802,74.3,28038,11677,486,559,86.9,607,753,80.6,228,437,52.2,1,2.3,-1.3,24,95,26,14,102
Mike Frantz,GER,MF,Freiburg,Bundesliga,30,1986,11.6,193,278,69.4,3013,985,108,135,80.0,69,96,71.9,14,36,38.9,1,0.9,+0.1,9,21,4,0,23
Ryan Fraser,SCO,MF,Bournemouth,Premier League,23,1994,22.3,717,1010,71.0,12399,4751,350,417,83.9,284,382,74.3,71,173,41.0,3,3.8,-0.8,48,51,41,18,96
Fabian Frei,SUI,MF,Mainz 05,Bundesliga,28,1989,8.9,329,413,79.7,6655,1805,118,141,83.7,155,179,86.6,52,82,63.4,0,0.4,-0.4,8,31,4,0,40
Remo Freuler,SUI,MF,Atalanta,Serie A,25,1992,33.4,1900,2200,86.4,34990,8591,723,811,89.1,920,1030,89.3,210,285,73.7,2,2.5,-0.5,45,206,38,4,189
Marco Friedl,AUT,DF,Bayern Munich,Bundesliga,19,1998,0.5,45,52,86.5,788,320,21,21,100.0,19,23,82.6,4,5,80.0,0,0.1,-0.1,2,4,4,2,4
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,19,1998,6.7,288,367,78.5,5879,2119,102,124,82.3,139,162,85.8,47,71,66.2,0,0.7,-0.7,3,17,4,1,25
Christian Fuchs,AUT,DF,Leicester City,Premier League,31,1986,21.3,839,1223,68.6,16120,7256,379,431,87.9,312,423,73.8,135,322,41.9,1,0.6,+0.4,15,77,14,10,83
Javi Fuego,ESP,MF,Villarreal,La Liga,33,1984,6.0,258,332,77.7,4285,1401,126,151,83.4,102,131,77.9,21,34,61.8,0,0.0,0.0,0,19,1,0,27
Javi Fuego,ESP,MF,Espanyol,La Liga,33,1984,14.9,500,632,79.1,8758,2347,239,275,86.9,194,239,81.2,55,89,61.8,0,0.0,0.0,2,39,1,0,34
Chris Führich,GER,MF,Köln,Bundesliga,19,1998,1.1,24,31,77.4,368,98,14,15,93.3,7,11,63.6,2,2,100.0,0,0.1,-0.1,1,2,1,0,5
Angelo Fulgini,FRA,MF,Angers,Ligue 1,20,1996,17.0,523,705,74.2,8998,2987,261,320,81.6,189,239,79.1,58,107,54.2,5,3.4,+1.6,32,38,14,3,62
Niclas Füllkrug,GER,FW,Hannover 96,Bundesliga,24,1993,26.5,498,769,64.8,7493,1422,299,410,72.9,152,236,64.4,36,63,57.1,3,3.8,-0.8,35,40,11,4,41
Jay Fulton,SCO,MF,Swansea City,Premier League,23,1994,0.2,5,6,83.3,72,11,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Ramiro Funes Mori,ARG,DF,Everton,Premier League,26,1991,1.3,47,60,78.3,1024,380,13,15,86.7,25,30,83.3,9,14,64.3,0,0.0,0.0,0,4,0,0,3
Manolo Gabbiadini,ITA,FW,Southampton,Premier League,25,1991,12.0,150,210,71.4,2002,170,93,111,83.8,45,63,71.4,3,11,27.3,0,0.6,-0.6,6,3,3,0,7
Gabi,ESP,MF,Atlético Madrid,La Liga,34,1983,26.1,1471,1769,83.2,28059,9792,640,705,90.8,564,655,86.1,240,362,66.3,1,1.7,-0.7,28,177,20,1,159
Gabriel,BRA,MF,Leganés,La Liga,23,1993,26.4,807,1182,68.3,14543,4814,403,548,73.5,272,374,72.7,112,200,56.0,2,2.3,-0.3,20,109,12,2,117
Mijat Gaćinović,SRB,MF,Eint Frankfurt,Bundesliga,22,1995,20.2,447,652,68.6,8152,2239,219,284,77.1,155,222,69.8,66,118,55.9,3,2.8,+0.2,20,50,18,2,64
Roberto Gagliardini,ITA,MF,Inter,Serie A,23,1994,22.1,1223,1439,85.0,21465,5297,556,627,88.7,528,600,88.0,118,177,66.7,0,0.8,-0.8,17,126,15,2,109
Nicolás Gaitán,ARG,MF,Atlético Madrid,La Liga,29,1988,2.4,76,107,71.0,1187,423,45,59,76.3,24,29,82.8,6,15,40.0,0,0.4,-0.4,5,4,2,0,9
Milan Gajić,SRB,DF,Bordeaux,Ligue 1,21,1996,4.0,134,187,71.7,2459,1387,57,68,83.8,60,80,75.0,16,30,53.3,1,0.0,+1.0,1,13,2,1,16
Serge Gakpé,TOG,FW,Amiens,Ligue 1,30,1987,20.3,347,507,68.4,5546,2106,169,211,80.1,149,208,71.6,19,44,43.2,3,0.8,+2.2,13,34,7,0,53
Andrey Galabinov,BUL,FW,Genoa,Serie A,28,1988,12.5,243,369,65.9,3508,593,142,199,71.4,76,118,64.4,15,23,65.2,1,1.1,-0.1,12,13,6,1,22
Álex Gálvez,ESP,DF,Las Palmas,La Liga,28,1989,18.0,741,940,78.8,17082,6698,209,250,83.6,351,408,86.0,175,268,65.3,0,0.2,-0.2,1,67,1,0,59
Álex Gálvez,ESP,DF,Eibar,La Liga,28,1989,4.0,154,201,76.6,3625,1402,51,56,91.1,66,75,88.0,36,64,56.3,0,0.0,0.0,1,16,1,0,18
Bruno Gama,POR,FW,La Coruña,La Liga,29,1987,1.3,33,43,76.7,516,151,19,21,90.5,10,11,90.9,3,7,42.9,0,0.2,-0.2,2,3,1,0,5
Alessandro Gamberini,ITA,DF,Chievo,Serie A,35,1981,20.2,603,710,84.9,12631,3482,174,198,87.9,325,363,89.5,97,137,70.8,0,0.0,0.0,0,20,1,0,28
Kévin Gameiro,FRA,FW,Atlético Madrid,La Liga,30,1987,12.5,174,222,78.4,2344,348,109,134,81.3,53,68,77.9,4,6,66.7,2,1.4,+0.6,10,7,6,0,10
Jesús Gámez,ESP,DF,Newcastle Utd,Premier League,32,1985,1.1,48,60,80.0,757,480,24,24,100.0,17,21,81.0,4,8,50.0,0,0.1,-0.1,4,4,2,1,10
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,27,1989,30.6,1350,1591,84.9,23545,5980,627,694,90.3,557,634,87.9,141,200,70.5,1,0.9,+0.1,14,122,14,1,114
Ignatius Ganago,CMR,FW,Nice,Ligue 1,18,1999,0.8,14,20,70.0,229,8,4,6,66.7,8,10,80.0,1,1,100.0,0,0.0,0.0,1,2,1,0,1
