Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
Declan Rice,ENG,DF,West Ham,Premier League,18,1999,15.9,579,553,26,15,2,80,9,2,0,0,0,0,361,67,151,103,423,29,10,2,467,4,13,5,11
Richarlison,BRA,FW,Watford,Premier League,20,1997,31.4,835,825,10,0,1,277,12,49,1,0,1,0,525,163,147,154,526,65,5,1,536,2,21,39,61
Marco Richter,GER,FW,Augsburg,Bundesliga,19,1997,7.2,158,157,1,0,2,45,5,10,0,0,0,0,77,49,32,38,108,5,0,2,110,0,2,7,3
Diego Rico,ESP,DF,Leganés,La Liga,24,1993,24.8,1305,984,321,57,3,172,46,81,23,0,1,0,633,242,430,918,56,65,241,11,876,9,37,53,70
Mikel Rico,ESP,MF,Athletic Club,La Liga,32,1984,13.0,563,544,19,5,0,112,17,6,1,0,1,0,408,66,89,58,460,31,2,9,454,6,11,13,17
Sergio Rico,ESP,GK,Sevilla,La Liga,23,1993,24.0,594,405,189,43,0,58,12,0,0,0,0,0,284,16,294,68,410,0,0,106,404,2,19,2,0
Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,20,1996,4.9,159,157,2,1,0,35,1,2,0,0,0,0,95,29,35,134,16,5,1,1,126,1,5,1,4
Asier Riesgo,ESP,GK,Eibar,La Liga,33,1983,1.0,28,12,16,7,0,1,1,0,0,0,0,0,0,0,28,1,19,0,0,1,10,0,2,0,0
Luca Rigoni,ITA,MF,Genoa,Serie A,32,1984,17.5,554,544,10,6,1,68,21,9,0,0,0,0,334,98,122,35,459,38,3,5,440,2,10,10,12
Nicola Rigoni,ITA,MF,Chievo,Serie A,26,1990,10.4,422,414,8,7,0,59,15,3,0,0,0,0,271,55,96,62,317,29,0,4,344,5,8,10,7
Kévin Rimane,GUF,DF,Paris S-G,Ligue 1,26,1991,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
Tomás Rincón,VEN,MF,Torino,Serie A,29,1988,33.3,1519,1477,42,32,1,306,53,16,0,0,0,0,1018,220,281,149,1234,80,9,5,1255,7,26,21,31
Birk Risa,NOR,FW,Köln,Bundesliga,19,1998,0.9,16,13,3,0,0,6,0,0,1,0,0,1,5,6,5,9,4,1,1,0,12,0,0,1,1
Marcel Risse,GER,DF,Köln,Bundesliga,27,1989,13.0,646,534,112,21,1,105,33,57,44,8,25,5,274,134,238,28,560,12,45,1,391,7,16,8,47
Matt Ritchie,SCO,MF,Newcastle Utd,Premier League,27,1989,31.2,1266,1093,173,46,2,257,64,98,89,29,42,6,688,198,380,860,269,56,36,12,840,4,42,45,51
Cristian Rivera,ESP,MF,Eibar,La Liga,20,1997,2.7,141,139,2,2,0,38,6,0,0,0,0,0,114,11,16,10,119,6,0,0,119,1,2,3,4
Emmanuel Rivière,FRA,FW,Metz,Ligue 1,27,1990,22.3,596,569,27,1,1,148,2,8,0,0,0,0,363,120,113,45,410,80,0,30,423,1,12,21,14
Jonathan Rivierez,MTQ,DF,Metz,Ligue 1,28,1989,22.9,947,761,186,11,0,128,17,21,0,0,0,0,528,109,310,51,663,49,175,6,708,2,22,26,30
Luca Rizzo,ITA,MF,SPAL,Serie A,25,1992,5.4,207,192,15,2,0,34,6,13,11,1,1,0,128,40,39,55,139,9,2,1,143,2,6,8,16
Arjen Robben,NED,FW,Bayern Munich,Bundesliga,33,1984,16.7,872,768,104,18,3,218,39,33,37,14,8,0,582,163,127,735,38,31,49,4,714,0,8,21,21
Rober,ESP,DF,Levante,La Liga,22,1995,21.2,683,661,22,17,0,115,22,2,1,0,0,0,447,85,151,95,502,69,4,5,555,2,21,11,11
Roberto,ESP,GK,Málaga,La Liga,31,1986,34.0,872,501,371,130,0,78,28,0,0,0,0,0,179,30,663,27,707,1,0,71,471,2,32,7,0
Sergi Roberto,ESP,DF,Barcelona,La Liga,25,1992,24.7,1782,1629,153,11,7,316,22,44,2,0,0,0,1383,241,158,245,1327,53,140,3,1606,3,12,38,29
Connor Roberts,WAL,DF,Swansea City,Premier League,21,1995,3.0,172,139,33,2,0,26,1,6,0,0,0,0,109,30,33,25,111,2,31,1,126,1,2,5,12
Andrew Robertson,SCO,DF,Liverpool,Premier League,23,1994,21.6,1667,1483,184,11,2,149,27,56,2,1,0,0,1162,269,236,1282,133,63,171,3,1408,2,24,22,47
Álex Robles,ESP,DF,Málaga,La Liga,18,1999,1.0,30,24,6,1,0,7,0,1,0,0,0,0,11,4,15,3,17,5,5,0,20,0,1,2,1
Hal Robson-Kanu,WAL,FW,West Brom,Premier League,28,1989,9.2,202,194,8,3,1,58,1,12,0,0,0,0,124,37,41,143,30,9,3,4,130,2,7,8,14
Marc Roca,ESP,MF,Espanyol,La Liga,20,1996,2.9,165,159,6,4,0,24,6,1,2,0,0,0,129,12,24,123,34,7,0,1,143,1,4,3,0
Rubén Rochina,ESP,MF,Levante,La Liga,26,1991,1.7,85,80,5,2,0,14,4,3,2,0,0,0,62,2,21,68,14,2,1,0,65,4,2,3,3
Ronny Rodelin,FRA,FW,Caen,Ligue 1,27,1989,35.1,1337,1301,36,1,5,266,70,61,0,0,0,0,850,147,340,161,941,174,8,7,914,12,30,53,50
Rodri,ESP,MF,Villarreal,La Liga,21,1996,35.9,2491,2430,61,58,1,409,77,6,2,0,0,0,2018,203,270,326,1980,117,1,9,2232,4,19,46,18
Rodrigo,ESP,FW,Valencia,La Liga,26,1991,29.8,926,905,21,2,0,223,25,33,2,0,0,0,704,109,113,721,126,30,3,15,676,6,22,42,23
Kévin Rodrigues,POR,DF,Real Sociedad,La Liga,23,1994,18.2,935,786,149,11,0,103,26,62,2,0,1,0,604,160,171,668,86,30,136,0,731,3,22,23,34
Ángel Rodríguez,ESP,FW,Getafe,La Liga,30,1987,25.5,400,385,15,1,2,91,8,17,1,0,0,0,250,71,79,39,299,34,1,3,259,4,14,23,22
Iván Rodríguez,ESP,DF,Málaga,La Liga,21,1996,0.2,10,10,0,0,0,1,0,0,0,0,0,0,10,0,0,1,9,0,0,0,10,0,0,0,0
James Rodríguez,COL,MF,Bayern Munich,Bundesliga,26,1991,18.0,1604,1460,144,62,9,290,91,61,57,12,26,4,1062,248,294,1457,94,30,15,3,1367,5,16,27,29
Jay Rodriguez,ENG,FW,West Brom,Premier League,28,1989,31.2,710,669,41,2,1,199,15,24,4,2,0,1,383,178,149,45,525,59,4,15,497,2,21,22,36
Ricardo Rodríguez,SUI,DF,Milan,Serie A,24,1992,33.4,2093,1875,218,21,3,383,93,91,1,0,0,1,1443,195,455,1348,461,64,196,6,1737,8,29,19,55
Marko Rog,CRO,FW,Napoli,Serie A,22,1995,3.2,282,279,3,2,0,48,1,4,0,0,0,0,222,47,13,36,230,9,1,1,247,2,4,4,8
Rogério,BRA,DF,Sassuolo,Serie A,19,1998,10.1,427,372,55,4,0,49,13,21,0,0,0,0,223,67,137,333,27,14,51,1,299,7,13,8,18
Marcus Rohdén,SWE,MF,Crotone,Serie A,26,1991,18.1,537,528,9,1,0,92,6,14,0,0,0,0,323,117,97,86,374,53,4,11,360,2,20,13,18
Marcos Rojo,ARG,DF,Manchester Utd,Premier League,27,1990,7.1,356,345,11,8,1,36,13,2,0,0,0,0,264,25,67,306,30,12,3,0,301,0,5,4,4
Diego Rolán,URU,FW,Málaga,La Liga,24,1993,21.6,611,581,30,2,1,144,13,21,1,1,0,0,479,44,88,64,517,16,5,0,466,1,13,21,30
Rolando,POR,DF,Marseille,Ligue 1,31,1985,27.9,1327,1305,22,20,0,127,50,2,0,0,0,0,1010,71,246,234,981,89,2,5,1156,2,31,9,9
Esteban Rolón,ARG,MF,Málaga,La Liga,22,1995,4.6,141,137,4,4,0,37,5,1,0,0,0,0,86,19,36,20,102,11,0,3,107,1,4,8,2
Filippo Romagna,ITA,DF,Cagliari,Serie A,20,1997,21.0,897,851,46,35,0,150,26,5,0,0,0,0,526,93,278,38,762,61,10,2,670,6,30,14,19
Alessio Romagnoli,ITA,DF,Milan,Serie A,22,1995,26.1,1502,1455,47,21,0,191,25,4,0,0,0,0,1160,129,213,1232,142,71,26,5,1354,3,17,10,15
Simone Romagnoli,ITA,DF,Bologna,Serie A,27,1990,6.2,287,277,10,8,0,31,9,0,0,0,0,0,191,14,82,44,213,20,2,2,232,0,11,2,3
Aristóteles Romero,VEN,MF,Crotone,Serie A,21,1995,1.0,49,49,0,0,0,9,3,0,0,0,0,0,35,9,5,5,42,1,0,0,36,0,3,2,2
Óscar Romero,PAR,MF,Alavés,La Liga,25,1992,2.8,79,66,13,10,0,19,8,3,2,1,1,0,34,9,36,52,13,6,1,0,47,0,3,2,3
Sergio Romero,ARG,GK,Manchester Utd,Premier League,30,1987,1.0,25,15,10,3,0,0,0,0,0,0,0,0,8,1,16,4,17,0,0,4,17,0,0,0,0
Oriol Romeu,ESP,MF,Southampton,Premier League,25,1991,32.2,1858,1826,32,29,1,346,54,5,0,0,0,0,1293,226,339,298,1355,123,3,8,1555,4,28,45,18
Rômulo,ITA,MF,Hellas Verona,Serie A,30,1987,35.2,1583,1358,225,51,2,235,56,95,57,11,18,6,911,302,370,94,1325,42,109,8,1155,7,28,27,72
Cristiano Ronaldo,POR,FW,Real Madrid,La Liga,32,1985,25.4,769,737,32,4,3,137,14,44,3,0,0,0,626,69,74,120,598,20,13,4,612,5,7,25,24
Facundo Roncaglia,ARG,DF,Celta Vigo,La Liga,30,1987,16.6,1091,1066,25,20,0,136,42,5,0,0,0,0,796,116,179,105,895,66,5,3,940,1,26,9,14
Salomón Rondón,VEN,FW,West Brom,Premier League,27,1989,30.7,828,783,45,3,1,308,10,25,0,0,0,0,448,193,187,102,500,59,5,24,564,2,17,34,39
Valentin Rongier,FRA,MF,Nantes,Ligue 1,22,1994,26.1,1305,1271,34,12,1,241,31,14,0,0,0,0,1071,90,144,221,1005,68,2,7,1114,7,16,41,14
Marten de Roon,NED,MF,Atalanta,Serie A,26,1991,28.6,1685,1641,44,30,0,283,65,9,3,0,2,0,1254,201,230,210,1349,77,11,2,1426,5,30,28,25
Wayne Rooney,ENG,MF,Everton,Premier League,31,1985,25.2,1218,1122,96,40,5,240,91,26,31,12,18,0,721,220,277,101,1052,30,9,5,919,7,22,54,32
Roberto Rosales,VEN,DF,Málaga,La Liga,28,1988,34.7,1922,1525,397,49,2,324,62,82,38,1,9,1,924,349,649,265,1204,105,307,4,1336,12,58,67,71
Danny Rose,ENG,DF,Tottenham,Premier League,27,1990,8.9,533,407,126,16,1,71,19,38,15,2,7,1,278,117,138,349,57,19,95,4,395,1,15,12,30
Liam Rosenior,ENG,DF,Brighton,Premier League,33,1984,1.8,91,70,21,0,0,4,0,0,0,0,0,0,46,11,34,4,63,2,21,1,65,1,2,4,7
Aleandro Rosi,ITA,DF,Genoa,Serie A,30,1987,18.9,812,639,173,7,0,125,7,35,0,0,0,0,342,210,260,67,486,59,166,4,565,3,19,12,33
Valentin Rosier,FRA,DF,Dijon,Ligue 1,20,1996,30.9,1422,1158,264,7,3,192,28,46,0,0,0,0,842,176,404,85,982,78,257,2,1092,3,43,26,39
Luca Rossettini,ITA,DF,Genoa,Serie A,32,1985,22.5,1030,1004,26,18,0,100,26,3,0,0,0,0,715,97,218,157,774,66,8,1,845,3,27,7,10
Francesco Rossi,ITA,GK,Atalanta,Serie A,26,1991,0.1,3,2,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,3,0,0,0,0
Giuseppe Rossi,ITA,FW,Genoa,Serie A,30,1987,2.9,103,99,4,0,0,14,2,1,2,1,0,0,73,19,11,88,12,2,0,1,85,1,1,0,4
Jérôme Roussillon,FRA,DF,Montpellier,Ligue 1,24,1993,20.9,976,784,192,18,2,119,25,69,12,0,0,0,542,140,294,646,113,45,161,4,723,3,28,24,39
Wayne Routledge,ENG,MF,Swansea City,Premier League,32,1985,4.8,176,171,5,0,0,29,4,11,3,2,0,0,110,29,37,7,161,3,1,1,113,0,4,12,14
Nolan Roux,FRA,FW,Metz,Ligue 1,29,1988,31.5,772,755,17,1,2,161,28,23,0,0,0,0,501,101,170,28,601,108,3,10,527,3,19,36,31
Rubén,ESP,GK,La Coruña,La Liga,33,1984,27.5,571,344,227,68,0,35,11,0,0,0,0,0,168,29,374,30,411,0,0,82,336,4,15,4,1
Antonio Rüdiger,GER,DF,Chelsea,Premier League,24,1993,26.0,1716,1678,38,24,2,154,71,8,0,0,0,0,1380,149,187,425,1193,39,14,12,1535,4,22,23,14
Sebastian Rudy,GER,MF,Bayern Munich,Bundesliga,27,1990,16.8,1062,1009,53,25,1,166,35,14,23,11,6,2,795,112,155,93,909,47,3,6,928,4,13,9,18
Stéphane Ruffier,FRA,GK,Saint-Étienne,Ligue 1,30,1986,34.6,888,675,213,62,0,112,21,0,0,0,0,0,381,24,483,25,749,1,0,90,567,0,23,2,7
Vincent Rüfli,SUI,MF,Dijon,Ligue 1,29,1988,0.3,14,9,5,0,0,3,0,0,0,0,0,0,6,3,5,2,7,0,5,0,11,0,0,0,0
Daniele Rugani,ITA,DF,Juventus,Serie A,23,1994,21.5,1512,1491,21,19,0,135,36,0,1,1,0,0,1253,89,170,146,1272,71,1,0,1362,2,26,8,5
Mário Rui,POR,DF,Napoli,Serie A,26,1991,23.2,2141,1880,261,24,1,253,37,58,49,11,2,7,1500,334,307,1693,181,57,188,14,1818,7,31,27,56
Aitor Ruibal,ESP,MF,Betis,La Liga,21,1996,0.1,5,5,0,0,0,3,0,0,0,0,0,0,4,0,1,1,4,0,0,0,4,0,0,0,0
Fabián Ruiz Peña,ESP,MF,Betis,La Liga,21,1996,29.5,2119,2079,40,24,5,310,64,18,1,0,1,0,1702,178,239,1791,216,73,11,7,1809,11,27,56,48
Víctor Ruiz,ESP,DF,Villarreal,La Liga,28,1989,26.8,1432,1376,56,55,1,246,46,1,0,0,0,0,1027,118,287,1038,262,81,1,10,1203,6,22,15,14
Antonio Rukavina,SRB,DF,Villarreal,La Liga,33,1984,14.1,626,507,119,5,0,81,14,25,1,0,0,0,337,138,151,35,415,55,113,4,487,1,8,18,19
Gerónimo Rulli,ARG,GK,Real Sociedad,La Liga,25,1992,26.0,1028,847,181,64,0,133,42,0,0,0,0,0,596,35,397,127,796,1,0,89,794,6,35,5,1
Lukas Rupp,GER,MF,Hoffenheim,Bundesliga,26,1991,12.9,480,462,18,3,2,106,11,17,2,0,0,0,296,106,78,78,363,22,13,2,360,2,15,15,16
Marco Russ,GER,DF,Eint Frankfurt,Bundesliga,31,1985,12.7,562,544,18,18,0,75,12,0,0,0,0,0,352,88,122,12,478,48,0,3,469,1,5,5,10
Mathew Ryan,AUS,GK,Brighton,Premier League,25,1992,38.0,1173,720,453,101,0,107,30,0,0,0,0,0,248,31,894,122,799,0,0,118,631,7,52,12,5
Idriss Saadi,ALG,FW,Strasbourg,Ligue 1,25,1992,10.5,196,176,20,0,1,35,2,17,1,0,0,0,128,23,45,18,150,24,1,1,120,1,13,9,10
Youssouf Sabaly,SEN,DF,Bordeaux,Ligue 1,24,1993,34.4,2014,1668,346,15,4,308,29,88,1,0,0,0,1219,345,450,346,1224,94,329,6,1579,4,39,56,78
Abdelhamid Sabiri,MAR,MF,Huddersfield,Premier League,20,1996,2.4,96,92,4,1,0,24,1,2,0,0,0,0,54,19,23,14,60,12,0,0,68,1,2,4,3
Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,23,1994,19.9,933,853,80,16,3,154,20,46,13,0,1,1,516,194,223,151,669,47,51,4,661,3,24,26,40
Enric Saborit,ESP,DF,Athletic Club,La Liga,25,1992,15.9,692,577,115,6,0,136,14,30,0,0,0,0,377,136,179,453,58,58,109,1,512,3,25,18,26
Ihsan Sacko,FRA,FW,Nice,Ligue 1,20,1997,2.9,86,86,0,0,0,9,3,2,0,0,0,0,74,10,2,13,69,3,0,0,67,1,1,1,4
Ihsan Sacko,FRA,FW,Strasbourg,Ligue 1,20,1997,7.9,201,196,5,0,0,38,5,7,0,0,0,0,152,20,29,24,151,21,2,1,140,2,4,9,6
Mujaid Sadick,ESP,DF,La Coruña,La Liga,17,2000,1.2,39,38,1,1,0,4,0,1,0,0,0,0,34,2,3,0,38,1,0,0,36,0,1,0,0
Armando Sadiku,ALB,FW,Levante,La Liga,26,1991,3.0,68,67,1,0,0,10,1,0,0,0,0,0,38,8,22,8,39,18,0,1,49,1,2,3,0
Umar Sadiq,NGA,FW,Torino,Serie A,20,1997,2.5,55,51,4,0,0,23,0,0,0,0,0,0,33,15,7,3,42,6,0,0,33,0,1,1,8
Bacary Sagna,FRA,DF,Benevento,Serie A,34,1983,10.6,773,687,86,15,1,116,15,19,1,1,0,0,556,81,136,110,544,31,70,1,681,1,8,5,13
Adrián Sahibeddine,FRA,FW,Dijon,Ligue 1,22,1994,0.4,6,6,0,0,1,2,0,0,0,0,0,0,4,0,2,0,4,2,0,0,5,0,0,0,1
Nuri Şahin,TUR,MF,Dortmund,Bundesliga,28,1988,13.6,1108,1054,54,46,4,130,16,9,5,1,0,0,782,135,191,861,177,42,3,5,920,3,21,11,12
Wesley Saïd,FRA,FW,Dijon,Ligue 1,22,1995,20.4,496,471,25,3,0,82,7,17,1,0,0,0,374,51,71,99,362,27,5,3,365,1,18,13,13
Allan Saint-Maximin,FRA,MF,Monaco,Ligue 1,20,1997,0.2,5,5,0,0,0,0,0,1,0,0,0,0,3,2,0,1,3,0,0,1,3,0,1,1,0
Allan Saint-Maximin,FRA,FW,Nice,Ligue 1,20,1997,25.0,904,896,8,2,2,241,44,78,3,0,0,0,742,52,110,84,797,12,3,3,668,7,15,39,45
Henri Saivet,SEN,MF,Newcastle Utd,Premier League,26,1990,0.9,30,28,2,0,0,5,0,0,2,2,0,0,12,6,12,3,18,5,0,0,18,0,1,1,1
Gōtoku Sakai,JPN,DF,Hamburger SV,Bundesliga,26,1991,25.4,1351,1156,195,21,2,224,44,35,4,0,1,1,644,310,397,428,631,92,170,7,1030,2,24,34,40
Hiroki Sakai,JPN,DF,Marseille,Ligue 1,27,1990,28.0,1502,1265,237,4,2,213,14,36,0,0,0,0,966,153,383,133,1002,100,233,2,1197,2,27,34,43
Diafra Sakho,SEN,FW,Rennes,Ligue 1,27,1989,8.6,140,134,6,0,0,40,1,3,0,0,0,0,80,27,33,10,94,23,1,9,98,2,2,7,7
Diafra Sakho,SEN,FW,West Ham,Premier League,27,1989,3.4,71,60,11,0,0,32,2,4,0,0,0,0,31,25,15,2,43,5,4,7,49,1,2,2,5
Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,27,1990,17.8,736,717,19,18,1,98,8,0,0,0,0,0,565,76,95,558,111,47,1,2,628,3,11,18,8
Bakary Sako,MLI,FW,Crystal Palace,Premier League,29,1988,5.3,159,150,9,2,0,46,10,19,4,0,2,1,79,39,41,113,22,8,0,3,97,1,8,5,9
Emiliano Sala,ARG,FW,Nantes,Ligue 1,26,1990,33.7,818,795,23,0,2,183,4,11,0,0,0,0,510,143,165,47,572,123,0,45,513,9,27,38,37
Jacopo Sala,ITA,DF,Sampdoria,Serie A,25,1991,11.0,752,651,101,15,0,93,17,15,3,0,0,0,511,88,153,62,584,19,83,1,631,0,16,10,19
Mohamed Salah,EGY,FW,Liverpool,Premier League,25,1992,32.3,1038,944,94,12,6,210,38,50,61,37,11,3,700,166,172,844,125,27,18,9,770,4,13,55,35
Bartosz Salamon,POL,DF,SPAL,Serie A,26,1991,19.2,898,859,39,37,0,132,41,6,0,0,0,0,579,79,240,105,699,58,2,2,709,3,22,2,15
Carlos Salcedo,MEX,DF,Eint Frankfurt,Bundesliga,23,1993,17.9,982,919,63,44,0,139,63,3,0,0,0,0,541,149,292,164,684,83,19,6,783,4,24,8,19
Eddie Salcedo,ITA,MF,Genoa,Serie A,15,2001,0.4,6,6,0,0,0,1,0,0,0,0,0,0,5,1,0,0,6,0,0,0,5,0,0,1,0
Yannis Salibur,FRA,FW,Guingamp,Ligue 1,26,1991,16.9,617,568,49,12,3,115,15,41,29,0,0,0,477,29,111,429,154,20,6,3,469,3,13,12,26
Sejad Salihović,BIH,MF,Hamburger SV,Bundesliga,32,1984,4.1,234,194,40,15,0,50,17,11,18,7,2,0,124,45,65,198,8,14,7,2,169,0,7,1,5
Yoann Salmier,GUF,DF,Strasbourg,Ligue 1,24,1992,12.3,538,534,4,2,1,53,13,0,0,0,0,0,413,22,103,66,431,35,2,1,449,1,15,3,5
Mamadou Samassa,MLI,GK,Troyes,Ligue 1,27,1990,21.0,499,305,194,75,0,30,11,0,0,0,0,0,164,18,317,40,352,0,0,75,265,4,11,1,1
Brice Samba,CGO,GK,Caen,Ligue 1,23,1994,3.5,87,55,32,8,0,14,3,0,0,0,0,0,26,2,59,69,6,0,0,10,51,0,3,0,1
Junior Sambia,FRA,MF,Montpellier,Ligue 1,20,1996,17.1,787,685,102,27,4,157,42,47,51,0,0,0,545,52,190,153,562,27,24,4,607,4,14,23,17
Frédéric Sammaritano,FRA,FW,Dijon,Ligue 1,31,1986,15.9,599,582,17,8,0,105,20,30,6,0,0,0,437,57,105,102,466,20,3,7,457,3,10,17,27
Sergi Samper,ESP,MF,Las Palmas,La Liga,22,1995,1.6,86,84,2,2,0,15,3,1,0,0,0,0,68,4,14,11,73,1,0,0,69,0,2,1,2
Jairo Samperio,ESP,FW,Las Palmas,La Liga,24,1993,6.2,155,150,5,0,0,29,0,7,1,0,0,0,109,20,26,29,109,10,4,0,102,3,1,3,7
Jairo Samperio,ESP,MF,Mainz 05,Bundesliga,24,1993,0.4,7,7,0,0,0,0,0,0,0,0,0,0,6,1,0,3,4,0,0,0,4,1,0,1,0
Mario Sampirisi,ITA,DF,Crotone,Serie A,24,1992,24.4,1100,895,205,19,1,133,30,27,0,0,0,0,534,207,359,148,699,48,186,4,822,3,36,26,19
Mikel San José,ESP,MF,Athletic Club,La Liga,28,1989,23.9,1047,1013,34,26,1,197,26,11,3,0,0,0,723,121,203,127,789,79,0,4,821,3,21,26,24
Antonio Sanabria,PAR,FW,Betis,La Liga,21,1996,9.5,163,143,20,1,0,43,3,3,0,0,0,0,114,26,23,35,95,15,0,4,120,1,2,11,4
Renato Sanches,POR,MF,Swansea City,Premier League,19,1997,7.8,432,391,41,18,0,52,20,17,11,9,2,0,316,47,69,34,376,6,11,2,336,1,14,17,8
Alexis Sánchez,CHI,FW,Manchester Utd,Premier League,28,1988,11.6,626,587,39,19,2,91,22,29,17,6,7,2,416,91,119,31,571,16,0,5,457,10,7,33,29
Alexis Sánchez,CHI,FW,Arsenal,Premier League,28,1988,16.7,933,873,60,17,5,182,47,48,36,22,3,4,576,129,228,59,843,13,2,8,658,1,19,65,30
Carlos Sánchez,COL,MF,Fiorentina,Serie A,31,1986,4.1,250,244,6,5,0,41,8,0,0,0,0,0,149,56,45,60,165,21,0,0,206,1,5,4,4
Carlos Sánchez,COL,MF,Espanyol,La Liga,31,1986,12.5,574,568,6,6,0,101,23,0,0,0,0,0,384,71,119,101,402,54,0,2,479,1,10,9,5
Davinson Sánchez,COL,DF,Tottenham,Premier League,21,1996,28.2,1876,1824,52,46,1,165,44,2,0,0,0,0,1486,173,217,208,1539,81,6,6,1690,2,20,16,8
Sergio Sánchez,ESP,DF,Espanyol,La Liga,31,1986,1.1,41,28,13,2,0,4,1,1,0,0,0,0,16,13,12,2,25,2,11,0,30,1,0,0,0
Víctor Sánchez,ESP,DF,Espanyol,La Liga,29,1987,27.3,1405,1214,191,37,2,202,29,44,9,0,4,0,738,294,373,204,927,91,145,6,993,6,40,40,38
Jadon Sancho,ENG,FW,Dortmund,Bundesliga,17,2000,7.7,372,364,8,3,3,74,6,15,4,2,1,0,280,56,36,40,321,8,1,2,308,0,4,7,13
Sandro,BRA,MF,Benevento,Serie A,28,1989,12.8,694,687,7,6,0,99,6,1,1,0,0,0,567,71,56,68,591,20,0,5,619,0,16,10,6
Alex Sandro,BRA,DF,Juventus,Serie A,26,1991,23.5,1680,1492,188,12,1,227,87,84,0,0,0,0,1050,281,349,1302,108,59,176,5,1423,6,21,28,36
Arona Sané,SEN,MF,Atlético Madrid,La Liga,22,1995,0.7,14,14,0,0,0,4,0,0,0,0,0,0,10,0,4,0,12,0,0,0,9,0,2,1,0
Lamine Sané,SEN,DF,Werder Bremen,Bundesliga,30,1987,8.7,400,387,13,11,0,69,12,0,0,0,0,0,266,56,78,20,323,43,1,1,323,0,8,7,5
Leroy Sané,GER,FW,Manchester City,Premier League,21,1996,26.9,1190,1110,80,3,3,180,31,80,54,6,31,4,943,142,105,949,184,15,23,7,948,3,15,50,41
Salif Sané,SEN,DF,Hannover 96,Bundesliga,26,1990,32.0,1788,1658,130,119,1,299,62,4,0,0,0,0,1125,226,437,288,1230,152,11,2,1448,5,41,10,18
Ibrahim Sangaré,CIV,MF,Toulouse,Ligue 1,19,1997,17.6,835,815,20,11,2,184,32,12,1,0,0,0,560,74,201,35,713,63,5,5,621,0,28,16,17
Younousse Sankharé,SEN,MF,Bordeaux,Ligue 1,27,1989,20.9,879,864,15,11,3,136,9,6,0,0,0,0,739,68,72,717,96,48,4,9,751,6,10,21,10
Baissama Sankoh,GUI,MF,Caen,Ligue 1,25,1992,17.1,546,540,6,3,1,100,9,2,0,0,0,0,386,43,117,30,422,68,2,5,432,0,20,11,8
Siriki Sanogo,CIV,MF,Benevento,Serie A,15,2001,0.4,16,16,0,0,0,5,0,0,0,0,0,0,12,1,3,9,4,2,0,0,12,1,0,1,0
Yaya Sanogo,FRA,FW,Toulouse,Ligue 1,24,1993,16.8,302,294,8,0,0,100,5,6,0,0,0,0,154,59,89,44,157,70,0,6,170,0,7,17,21
Morgan Sanson,FRA,MF,Marseille,Ligue 1,22,1994,24.1,1051,1025,26,9,8,211,43,53,7,0,0,0,757,83,211,178,807,46,9,5,817,7,13,26,27
Nicola Sansone,ITA,FW,Villarreal,La Liga,25,1991,7.1,230,211,19,3,0,29,5,13,8,2,0,0,172,25,33,32,185,7,3,2,168,4,2,8,14
Baptiste Santamaria,FRA,MF,Angers,Ligue 1,22,1995,28.8,1169,1168,1,0,3,174,48,14,0,0,0,0,838,76,255,146,908,92,1,3,936,3,31,24,18
Ivan Santini,CRO,FW,Caen,Ligue 1,28,1989,30.9,689,680,9,0,2,137,1,4,0,0,0,0,382,137,170,125,342,155,1,26,447,1,19,22,15
Davide Santon,ITA,DF,Inter,Serie A,26,1991,9.3,547,481,66,3,0,79,11,14,0,0,0,0,329,89,129,84,352,32,63,2,439,2,8,10,15
Christian Santos,VEN,FW,Alavés,La Liga,29,1988,4.8,137,135,2,0,0,48,1,3,0,0,0,0,55,40,42,51,23,16,0,11,92,1,3,10,1
Douglas Santos,BRA,DF,Hamburger SV,Bundesliga,23,1994,26.4,1493,1136,357,30,3,269,56,66,10,1,5,3,619,361,513,973,85,92,317,2,1048,8,34,38,63
Samir Santos,BRA,DF,Udinese,Serie A,22,1994,28.5,1376,1227,149,34,0,159,30,16,1,0,0,0,900,152,324,994,169,69,114,6,1107,5,32,9,22
Antonio Santurro,DOM,GK,Bologna,Serie A,25,1992,1.0,42,25,17,4,0,2,1,0,0,0,0,0,5,1,36,1,27,0,0,3,18,1,3,0,0
Riccardo Saponara,ITA,MF,Fiorentina,Serie A,25,1991,10.0,434,418,16,2,2,87,23,13,13,0,1,0,286,59,89,114,305,6,1,2,342,1,6,10,16
